"","ISRG.Open","ISRG.High","ISRG.Low","ISRG.Close","ISRG.Volume","ISRG.Adjusted"
"186",329.630005,332.549988,325.640015,332.040009,349500,332.040009
"187",332.48999,333.519989,325.690002,329.589996,532900,329.589996
"188",328.660004,333.380005,325.850006,331.730011,348400,331.730011
"189",330.799988,333.26001,326.399994,330.209991,343600,330.209991
"190",327.279999,332.070007,323.559998,324.910004,464500,324.910004
"191",323.540009,327.410004,321.01001,325.429993,262800,325.429993
"192",322.450012,328.970001,321.76001,327.790009,457000,327.790009
"193",323.519989,327.5,317.559998,326.200012,565500,326.200012
"194",324.140015,326.220001,315.01001,319.23999,556800,319.23999
"195",323.420013,326,319.549988,321.040009,286100,321.040009
"196",322.640015,324.929993,315.859985,316.899994,478700,316.899994
"197",320.869995,326,319.809998,325.100006,370700,325.100006
"198",326,328.559998,322.309998,323.910004,291100,323.910004
"199",322.850006,325,317.01001,320.929993,303100,320.929993
"200",323.190002,330.549988,321.549988,330.5,345700,330.5
"201",331.959991,334.559998,328.420013,329.820007,275800,329.820007
"202",331.399994,333.720001,330.230011,330.380005,174100,330.380005
"203",330.25,336.149994,327.350006,335.290009,266400,335.290009
"204",337.589996,338.799988,334.899994,338.209991,214700,338.209991
"205",338.149994,339.559998,333.459991,333.459991,258300,333.459991
"206",336.019989,350.970001,336.019989,344.839996,565700,344.839996
"207",346.160004,351.480011,345.019989,346.75,277300,346.75
"208",345.470001,358.950012,345.470001,351.73999,879200,351.73999
"209",355.730011,369.98999,355.720001,365.230011,1153100,365.230011
"210",367.220001,375.980011,364.390015,372.079987,843800,372.079987
"211",374.790009,377.839996,364.059998,367.670013,512600,367.670013
"212",367.529999,372.600006,366.660004,371.160004,376800,371.160004
"213",371.5,372.040009,364.179993,366.390015,541200,366.390015
"214",368.799988,370.73999,357,362.429993,637200,362.429993
"215",360.470001,364.910004,357.25,363.320007,427400,363.320007
"216",363.98999,365.700012,360.320007,360.359985,520200,360.359985
"217",354.769989,358,350.049988,356.579987,485600,356.579987
"218",357.350006,366.600006,355.049988,364.690002,783700,364.690002
"219",356.23999,364,355.329987,362.950012,1009500,362.950012
"220",363.029999,363.420013,356.5,357.190002,569200,357.190002
"221",354.380005,356.570007,347.519989,352.040009,536100,352.040009
"222",352.790009,356.5,350.140015,352.820007,474100,352.820007
"223",352.48999,356.359985,351,355.48999,276000,355.48999
"224",354,357.269989,351.920013,355.98999,239000,355.98999
"225",355.670013,356.269989,349.700012,349.700012,551000,349.700012
"226",351.700012,356.399994,351.179993,354.179993,307200,354.179993
"227",353.190002,356.399994,350.700012,352.01001,277000,352.01001
"228",350.380005,352.359985,344.140015,345.399994,327600,345.399994
"229",343.01001,351.350006,341.429993,346.940002,260900,346.940002
"230",350.410004,355.299988,348.01001,348.380005,276000,348.380005
"231",348.880005,356.470001,346.029999,355.899994,241000,355.899994
"232",356,363.299988,355.329987,360.690002,339500,360.690002
"233",360.459991,362.98999,352.209991,354.690002,211200,354.690002
"234",353.380005,362,350.959991,361.040009,252700,361.040009
"235",359.890015,362.980011,355,356,220000,356
"236",354.540009,357.809998,348.690002,349.119995,275600,349.119995
"237",348.429993,349.920013,342.440002,349.920013,285300,349.920013
"238",349.070007,353.869995,346,352.779999,238400,352.779999
"239",354.480011,354.890015,348.25,352.850006,178300,352.850006
"240",352,352,348.230011,348.26001,261300,348.26001
"241",340.799988,344.579987,337.75,343.130005,252700,343.130005
"242",343.170013,345,341.179993,341.839996,171500,341.839996
"243",342.559998,347.079987,341.769989,345,187600,345
"244",343.200012,346.429993,340.059998,345.209991,167200,345.209991
"245",343.570007,347.070007,342.929993,344.26001,137400,344.26001
"246",347.399994,349,342.100006,349,246500,349
"247",348.470001,351.079987,344.559998,345.089996,240000,345.089996
"248",344.399994,347.820007,342.190002,344.679993,180600,344.679993
"249",341.5,345.76001,340.670013,342.23999,235000,342.23999
"250",340.660004,343.329987,338.880005,339.619995,162100,339.619995
"251",340.679993,346,338.529999,343.829987,210000,343.829987
"252",342.5,345.519989,339.399994,343.779999,252500,343.779999
"253",342.640015,345.660004,341,341.980011,231100,341.980011
"254",341.390015,342.880005,336.059998,338.230011,286200,338.230011
"255",337.26001,344.130005,337.26001,340.970001,211100,340.970001
"256",342.980011,347.790009,342.420013,346.549988,216400,346.549988
"257",342.589996,345.839996,340,340.630005,247300,340.630005
"258",339.549988,344.049988,338.420013,340.559998,228000,340.559998
"259",346.5,350.269989,343.649994,344.459991,535300,344.459991
"260",347.5,353.459991,345.660004,351.709991,293900,351.709991
"261",351.790009,353.98999,350.089996,351.899994,254000,351.899994
"262",352.730011,360,351.25,352.519989,325100,352.519989
"263",347.799988,354.399994,345.019989,353.470001,301600,353.470001
"264",352.019989,352.51001,346.279999,347.399994,258500,347.399994
"265",347.079987,358.480011,344.600006,356.630005,261300,356.630005
"266",357,366.929993,356.369995,365.75,333600,365.75
"267",367.059998,370.700012,366.73999,368.399994,289000,368.399994
"268",369.119995,376.170013,368.73999,372.109985,308700,372.109985
"269",373.25,379.399994,371.440002,378.649994,230000,378.649994
"270",379,382.959991,376,381.369995,283000,381.369995
"271",381.019989,384.48999,379.910004,380.869995,242600,380.869995
"272",376,378.130005,367.619995,368.25,683600,368.25
"273",365.910004,368.980011,362.320007,368.700012,457400,368.700012
"274",365.410004,368.140015,361.049988,361.829987,262800,361.829987
"275",363.440002,366.380005,356.540009,357.079987,401800,357.079987
"276",360.029999,365.369995,358.049988,359.399994,254200,359.399994
"277",360.149994,361.950012,354.230011,355.959991,258000,355.959991
"278",357.23999,360.940002,356.200012,358.790009,250100,358.790009
"279",357.230011,362.98999,353.390015,362.279999,268700,362.279999
"280",365.910004,375.98999,365.049988,374.899994,676100,374.899994
"281",392.119995,407,392.119995,397.470001,1325800,397.470001
"282",397.899994,415.190002,397.899994,413.730011,899900,413.730011
"283",407.100006,409.450012,401.329987,405.100006,811400,405.100006
"284",401.019989,403.48999,397.670013,400.98999,382600,400.98999
"285",400.98999,402.470001,395.029999,399.070007,276500,399.070007
"286",395.950012,404.51001,392.589996,393.579987,442400,393.579987
"287",392.329987,397.809998,388.549988,389.859985,467100,389.859985
"288",387.309998,404,384.73999,400.549988,670300,400.549988
"289",403.570007,408,390,394.119995,769800,394.119995
"290",391.769989,397.410004,382.220001,382.779999,501100,382.779999
"291",385.98999,386,367.220001,379.380005,625500,379.380005
"292",376.309998,376.880005,358.279999,358.839996,483900,358.839996
"293",361.730011,364.5,348.890015,358.570007,739400,358.570007
"294",348.130005,353.890015,331.059998,331.769989,935600,331.769989
"295",338.700012,342.959991,322.380005,342.570007,925700,342.570007
"296",334.079987,339.98999,326.320007,328,660000,328
"297",331.829987,345.690002,330.01001,342.01001,437300,342.01001
"298",344.73999,350.450012,342.5,346.829987,446900,346.829987
"299",347.959991,351.450012,342.01001,351.089996,312600,351.089996
"300",348.820007,354.25,343.670013,349,391300,349
"301",342.899994,357.440002,342.899994,347.51001,301500,347.51001
"302",338.5,341.459991,331.149994,334.350006,512700,334.350006
"303",329.579987,339.619995,329.059998,329.48999,499600,329.48999
"304",335.5,336.959991,320,321.450012,588100,321.450012
"305",323.329987,340,322.549988,339.970001,496100,339.970001
"306",336.450012,350,336,349.720001,541300,349.720001
"307",352,353.429993,342.25,346.869995,482500,346.869995
"308",344.359985,357.579987,339.649994,356.929993,532000,356.929993
"309",361.019989,383.709991,358.929993,375.859985,847100,375.859985
"310",374.079987,380.890015,371.730011,378.549988,386400,378.549988
"311",381.769989,388.589996,376.98999,381.350006,603500,381.350006
"312",382.399994,389,377.040009,379.429993,522300,379.429993
"313",371.399994,377.700012,368.309998,370.630005,399200,370.630005
"314",357.600006,377.730011,355,376.809998,415000,376.809998
"315",380.899994,389,379.73999,389,379500,389
"316",386.350006,389,379.829987,380.850006,362200,380.850006
"317",376.660004,383.549988,366.160004,369.220001,563600,369.220001
"318",363.070007,372.700012,363.01001,371.809998,397700,371.809998
"319",373.76001,380.779999,371.98999,379.390015,385000,379.390015
"320",382.190002,390,376.529999,386,424100,386
"321",388.040009,395.850006,383.559998,395.070007,450000,395.070007
"322",397.359985,397.940002,389.149994,390.540009,468000,390.540009
"323",386.380005,396.149994,384,393.549988,337500,393.549988
"324",396.920013,402.350006,388.01001,388.690002,432700,388.690002
"325",389.380005,394.709991,379.98999,380.290009,312200,380.290009
"326",366.320007,376,360.329987,368.559998,650300,368.559998
"327",365.5,379.690002,363.549988,375.01001,377900,375.01001
"328",375.450012,379.380005,362.920013,376.76001,312300,376.76001
"329",384.359985,394,381.51001,388.089996,390900,388.089996
"330",388.709991,390.869995,376.48999,377.73999,296300,377.73999
"331",384.040009,387.200012,366.149994,373.220001,379400,373.220001
"332",368.25,370,363.309998,364.279999,341200,364.279999
"333",360.320007,365.529999,348.529999,348.76001,388800,348.76001
"334",342.200012,364.220001,341.209991,364.029999,609800,364.029999
"335",365.149994,367.329987,355.230011,367,427400,367
"336",369.320007,375.179993,364.75,372.899994,465500,372.899994
"337",375.029999,375.109985,363.299988,364.450012,320500,364.450012
"338",369.589996,380.220001,369.279999,379.369995,302400,379.369995
"339",376.970001,388.679993,376,385.350006,332100,385.350006
"340",387.600006,389.98999,380.790009,382.160004,304800,382.160004
"341",381.779999,388.48999,381.630005,387.25,205100,387.25
"342",391.309998,395.420013,389.25,393.380005,269700,393.380005
"343",393.179993,394.200012,386.019989,388.029999,310200,388.029999
"344",389.779999,391.940002,380,382.76001,688900,382.76001
"345",413.790009,425.48999,410,417.619995,1442500,417.619995
"346",422.109985,422.5,413,418.410004,442800,418.410004
"347",412.869995,420,408.160004,415.630005,542300,415.630005
"348",412.720001,429.440002,412.5,422.390015,562600,422.390015
"349",422,428.200012,417.559998,419.369995,357200,419.369995
"350",426.950012,427.859985,417.420013,420.540009,270100,420.540009
"351",428.200012,440.679993,426.279999,435.309998,600700,435.309998
"352",434,443,432.01001,436.529999,370000,436.529999
"353",434,441.48999,433.859985,433.859985,288500,433.859985
"354",425.459991,431.450012,420.420013,426.170013,412300,426.170013
"355",428.970001,431.720001,422.869995,427.100006,240700,427.100006
"356",431.440002,438.209991,426.600006,437.350006,269900,437.350006
"357",436.480011,437.25,428.230011,432.230011,222600,432.230011
"358",428.529999,434.98999,428,432.369995,270200,432.369995
"359",432.970001,442,432.369995,441.190002,220300,441.190002
"360",431.970001,437.269989,426.609985,429.279999,291500,429.279999
"361",432.519989,435.019989,425,429.540009,229000,429.540009
"362",432.390015,441.890015,432.049988,439.98999,221700,439.98999
"363",439.549988,447.5,438.230011,440.480011,203500,440.480011
"364",440.829987,449.059998,439.130005,448.769989,224500,448.769989
"365",442.820007,447,438,438.459991,421500,438.459991
"366",441.809998,441.809998,423.410004,428.890015,369600,428.890015
"367",426.5,430.350006,415.200012,423.059998,342700,423.059998
"368",418.329987,423.309998,414.100006,420.820007,309400,420.820007
"369",419.23999,423.200012,415,418.679993,282900,418.679993
"370",415.209991,422.410004,410.369995,416.929993,233800,416.929993
"371",412.029999,419.980011,412,413.26001,156400,413.26001
"372",423,427.5,420.059998,424.959991,366500,424.959991
"373",423.179993,425.809998,420.950012,422.619995,299000,422.619995
"374",434.519989,437.980011,428.76001,434.209991,485400,434.209991
"375",424.670013,438.559998,424.549988,435.589996,421200,435.589996
"376",440,445.700012,429.070007,433.850006,515000,433.850006
"377",439.190002,444.820007,433.899994,436.429993,296800,436.429993
"378",438,440.429993,433.450012,439.950012,422000,439.950012
"379",435.519989,441.540009,432.429993,439.880005,240600,439.880005
"380",438.519989,440.570007,429.679993,430,194400,430
"381",433.339996,441.100006,431.940002,440.399994,236400,440.399994
"382",438.350006,438.540009,431.76001,433.709991,204500,433.709991
"383",437.350006,443.98999,431.519989,434.390015,287700,434.390015
"384",431.720001,433.929993,421.730011,423.519989,381900,423.519989
"385",426.459991,429.609985,420.839996,428.350006,350900,428.350006
"386",431.109985,434.140015,426.559998,432.119995,333900,432.119995
"387",434.98999,436.950012,431.070007,432.190002,196600,432.190002
"388",438.070007,445.380005,435.670013,443.579987,323900,443.579987
"389",445.220001,445.25,438.779999,440.730011,248300,440.730011
"390",443.630005,450,442.809998,447.859985,260400,447.859985
"391",450,458.73999,449,457.660004,265100,457.660004
"392",458.5,465.649994,455.570007,463.470001,261700,463.470001
"393",464.98999,465,456.540009,457.700012,163400,457.700012
"394",457.630005,466.040009,455.73999,466.029999,211000,466.029999
"395",466.320007,469.25,463.01001,463.01001,181400,463.01001
"396",470.950012,473.929993,467.170013,471.709991,344600,471.709991
"397",472.029999,474.5,466,466.940002,290700,466.940002
"398",467.920013,472.630005,464.059998,472.359985,523300,472.359985
"399",470.98999,472.970001,458.890015,460.459991,507500,460.459991
"400",458.809998,459.76001,450.25,451.5,466200,451.5
"401",453.579987,456.440002,446.549988,450.190002,435300,450.190002
"402",448.369995,457.76001,446.100006,456.950012,319200,456.950012
"403",457.48999,460.850006,455.049988,458.130005,215300,458.130005
"404",457.440002,460.98999,454,459.440002,203400,459.440002
"405",464.290009,467,462.149994,465.359985,312400,465.359985
"406",465.570007,471.200012,465.410004,470.859985,295200,470.859985
"407",473.720001,476.48999,467.5,474.649994,589100,474.649994
"408",445,449.779999,429.26001,445.679993,1613700,445.679993
"409",447.359985,457.859985,441,444.390015,766200,444.390015
"410",441.5,446.089996,437.5,440,422600,440
"411",436.640015,455.660004,436.640015,455.660004,524200,455.660004
"412",456.959991,458.720001,452,456.380005,422400,456.380005
"413",454.570007,461.589996,453.019989,459,209300,459
"414",455,458,451.350006,456.519989,341400,456.519989
"415",459.5,460.5,453.899994,459.910004,226100,459.910004
"416",461.470001,464.940002,458.899994,462.940002,204800,462.940002
"417",464,488.839996,463.5,483,1072800,483
"418",486.350006,495.529999,483.5,492.01001,675800,492.01001
"419",489.660004,494.26001,483.130005,491.390015,357900,491.390015
"420",489.140015,494.570007,488.390015,494,227300,494
"421",492.579987,493.279999,485,491.920013,280100,491.920013
"422",493.470001,493.519989,487.769989,492.410004,243800,492.410004
"423",488.980011,493.5,486.399994,490.829987,294700,490.829987
"424",492.579987,506.01001,492.100006,503.070007,476700,503.070007
"425",502.709991,514.549988,500.619995,510.399994,481700,510.399994
"426",515.179993,515.609985,504.720001,505.230011,407300,505.230011
"427",505.480011,513.25,503.5,507.540009,364900,507.540009
"428",507.320007,511.899994,505,505.98999,252900,505.98999
"429",506.51001,508.970001,500,504.910004,175200,504.910004
"430",503.609985,508.070007,501.019989,504.079987,183000,504.079987
"431",505.299988,509.709991,503.019989,506.359985,161300,506.359985
"432",508.459991,513.630005,505.829987,512.76001,206900,512.76001
"433",510.119995,518.469971,507.470001,514.22998,282900,514.22998
"434",515.880005,517.48999,511.75,515.690002,205300,515.690002
"435",514.460022,516.130005,511.040009,511.619995,219800,511.619995
"436",510.119995,521.5,509.5,521.330017,310200,521.330017
"437",521.830017,523.099976,515.309998,516.909973,240300,516.909973
"438",514.419983,519.590027,511.299988,513.429993,241200,513.429993
"439",510.670013,511.5,503.269989,506.640015,271600,506.640015
"440",509.690002,511.48999,507.149994,508.25,152200,508.25
"441",511.100006,519.700012,510.25,516.859985,196500,516.859985
"442",518.099976,526.51001,518.099976,523.830017,323000,523.830017
"443",524.599976,529.700012,522.419983,526.469971,298700,526.469971
"444",530,531.97998,527,531.320007,215600,531.320007
"445",530.809998,533,525.849976,528.200012,253000,528.200012
"446",527.070007,528.679993,523.890015,528.200012,215500,528.200012
"447",525.940002,531.109985,525.940002,529.73999,388200,529.73999
"448",528.51001,530.039978,525.140015,529.539978,198300,529.539978
"449",526.219971,531.919983,525,531.630005,148400,531.630005
"450",531.450012,535.849976,530.369995,532.919983,136900,532.919983
"451",530.76001,538.02002,529,534.809998,193100,534.809998
"452",536.700012,536.700012,530.609985,533.400024,133400,533.400024
"453",537.400024,542.380005,533.909973,541.960022,189200,541.960022
"454",543,550.469971,539.530029,546.309998,313300,546.309998
"455",548.590027,549.590027,538.640015,544.630005,184200,544.630005
"456",544.400024,549.219971,536.200012,543.679993,260200,543.679993
"457",545.580017,547.409973,538.140015,541.75,372600,541.75
"458",536.820007,547,536.809998,545.820007,255000,545.820007
"459",544.440002,549.099976,543.530029,548.390015,202900,548.390015
"460",545.340027,547.51001,540,543.969971,161200,543.969971
"461",541.98999,545.640015,541,545.23999,160100,545.23999
"462",540,542.390015,533.51001,539.070007,194600,539.070007
"463",537.169983,538.969971,528.299988,535.23999,347100,535.23999
"464",538.679993,541.73999,536.880005,540.01001,340900,540.01001
"465",543.820007,554.130005,542.280029,551.590027,413300,551.590027
"466",551.950012,552.679993,544.02002,546.559998,206200,546.559998
"467",551.549988,551.98999,534.320007,541.090027,324300,541.090027
"468",546.469971,549.830017,537.469971,545.530029,487100,545.530029
