"","ADP.Open","ADP.High","ADP.Low","ADP.Close","ADP.Volume","ADP.Adjusted"
"146",46.870002,47.629997,46.810011,47.629997,4345600,37.118748
"147",47.540005,48.010001,47.450004,48.000004,3760500,37.407099
"148",47.750004,48.200001,47.619999,48.110009,3759600,37.492828
"149",47.629997,48.280005,47.490003,48.130009,3442400,37.508414
"150",48.189999,48.669998,48.040003,48.350006,3201600,37.679861
"151",48.660009,49.009998,48.340004,48.979996,2614700,38.170822
"152",48.820002,48.950007,48.179997,48.51,2438500,37.804546
"153",48.530004,48.939997,48.419999,48.750001,1996300,37.991583
"154",48.47,49.130005,48.459998,48.959996,2887300,38.155236
"155",48.970007,48.970007,48.600005,48.709997,2186300,37.960408
"156",48.739999,49.229995,48.650007,49.090001,3014800,38.25655
"157",49.200007,49.249999,48.800003,49.04,2481300,38.217583
"158",49.02,49.730007,49.02,49.519998,4189000,38.591653
"159",49.259997,49.700005,49.04,49.690007,2499200,38.724144
"160",49.640001,49.700005,48.429996,48.47,5101700,37.773374
"161",47.71,48.770001,47.670001,48.660009,3825900,37.921451
"162",48.790001,49.120003,47.760002,47.889998,3262700,37.32137
"163",48.090005,48.139998,47.530007,47.900009,3015200,37.329172
"164",48.070005,49.030002,48.070005,48.910008,2395100,38.116279
"165",48.660009,49.070002,48.459998,48.910008,2525300,38.116279
"166",48.669998,49.100003,48.370006,49.080004,1938100,38.248759
"167",49.070002,49.400004,48.719999,49.340001,2252000,38.451378
"168",49.330003,49.57,49.080004,49.49001,2682200,38.568282
"169",49.430006,49.57,49.100003,49.519998,1877100,38.591653
"170",49.249999,49.360005,48.989998,49.180007,1814000,38.326693
"171",49.200007,49.59,48.640005,49.580002,2487700,38.638415
"172",49.370002,49.750007,49.130005,49.730007,2093900,38.755316
"173",49.630004,49.850001,49.350003,49.759996,2052100,38.778686
"174",49.539998,49.680005,49.300001,49.55,1790100,38.615034
"175",49.680005,49.740009,49.160007,49.499999,2223300,38.576067
"176",49.420004,49.910005,49.220006,49.839999,1588000,38.841034
"177",49.789997,49.950004,49.519998,49.940006,3159400,38.918972
"178",49.269999,49.750007,48.939997,49.110005,2692000,38.27214
"179",49.070002,49.200007,48.650007,48.850004,2887300,38.069517
"180",49.009998,49.24001,48.49,48.989998,2305200,38.178616
"181",49.180007,49.740009,48.989998,49.610004,1902800,38.661796
"182",49.730007,50.029999,49.470006,50.000006,2990300,38.96573
"183",50.02001,50.1,49.200007,49.390002,3416100,38.490345
"184",49.259997,50.000006,49.150005,49.830001,2903900,38.833243
"185",50.130002,50.700002,50.049999,50.530006,3121500,39.378767
"186",50.380001,50.550006,49.990008,50.330008,2600500,39.222906
"187",50.480004,50.680002,49.78,50.069998,3811900,39.020276
"188",50.200003,51.000002,49.880003,50.88,3576200,39.651522
"189",50.400001,51.010004,50.069998,50.910001,3527100,39.957625
"190",50.359997,50.750003,50.069998,50.389999,3588200,39.549492
"191",50.150002,50.67,49.870001,50.410003,2457400,39.565193
"192",50.160004,50.250005,49.809997,50.1,2751300,39.321882
"193",49.06,49.990008,49,49.330003,2975500,38.717535
"194",48.900006,49.200007,48.130009,48.360008,4288200,37.956217
"195",49.130005,49.130005,48.580005,48.770001,2724300,38.278008
"196",49.269999,49.580002,49.120003,49.309999,4708700,38.701835
"197",49.53,50.310008,49.519998,49.900003,3150900,39.16491
"198",49.819999,50.260007,49.700005,50.060009,2669400,39.290494
"199",50.130002,50.180004,49.430006,50.1,2460500,39.321882
"200",50.240007,50.470002,49.610004,50.359997,2212100,39.525945
"201",50.500004,50.899999,50.349999,50.369999,1909300,39.533795
"202",50.349999,50.710004,50.210005,50.349999,1897500,39.518098
"203",50.260007,50.740006,50.000006,50.639998,1744900,39.745709
"204",50.710004,51.2,50.530006,51.150011,2825500,40.146002
"205",51.139996,51.500001,51.090008,51.310005,2833000,40.271576
"206",51.369996,51.939996,51.360007,51.679999,2650200,40.561972
"207",51.890007,52.010001,51.580004,52.010001,2230300,40.82098
"208",51.900009,52.20001,51.75,51.790004,1796200,40.648311
"209",52.130004,52.970007,51.850003,52.769996,3441500,41.417476
"210",52.640005,52.990007,52.390005,52.930003,2741300,41.54306
"211",53.000009,53.000009,52.180006,52.450009,1880100,41.166328
"212",52.700008,52.83,52.370006,52.420007,2200200,41.142781
"213",52.249998,52.330002,51.870007,52.040003,1907800,40.844527
"214",52.019999,52.22001,51.550002,52.060003,2902700,40.860225
"215",51.860005,52.28,51.380007,52.040003,2203200,40.844527
"216",52.050001,52.350001,51.669997,52.120006,2967400,40.90732
"217",51.419997,51.880005,51.419997,51.719998,2020700,40.593366
"218",51.890007,51.950011,51.600004,51.870007,2683100,40.711103
"219",52.3,52.870004,52.269998,52.759999,2316500,41.409629
"220",52.83,53.000009,52.540001,53.000009,1742800,41.598005
"221",52.799998,53.290008,52.769996,53.170005,2050900,41.731429
"222",53.250008,53.960002,53.250008,53.820008,2164100,42.241596
"223",53.649999,54.330008,53.599997,54.280007,1998000,42.602634
"224",54.179999,54.270005,53.83001,54.210001,2278000,42.547689
"225",54.110011,54.46,54.080009,54.36001,4196200,42.665426
"226",54.550006,54.890006,54.320006,54.699997,3122000,42.932272
"227",54.600007,54.959998,54.030007,54.409999,3417000,42.704661
"228",54.490002,54.890006,53.960002,54.310004,4031000,42.626178
"229",54.14,54.14,53.230004,53.540007,3872600,42.021832
"230",54.149997,54.230001,53.36,53.59,4333700,42.06107
"231",53.420004,54.12,53.420004,53.920002,3469600,42.320078
"232",53.940002,54.420001,53.899998,54.159999,3437800,42.508445
"233",54.149997,54.200003,53.370002,53.790006,3530900,42.218049
"234",53.820008,54.610009,53.680001,54.580007,3530900,42.838095
"235",54.470002,54.729999,53.849997,54.010003,3351400,42.390717
"236",53.91,54.090007,53.420004,53.580011,3321200,42.05323
"237",53.36,53.780008,53.190004,53.680001,2982700,42.131709
"238",53.640001,54.300006,53.299997,54.240003,2451200,42.571237
"239",54.46,54.860004,54.159999,54.250005,3271200,42.579087
"240",54.220003,54.429998,53.839999,54.170001,2794400,42.516295
"241",53.430002,53.620001,53.230004,53.420004,3189200,41.927646
"242",53.480003,53.580011,53.099999,53.240006,3115300,41.786371
"243",53.210004,53.470005,53.059999,53.330011,3670900,41.857014
"244",53.230004,53.800008,52.950007,53.629999,2809200,42.092464
"245",53.599997,54.159999,53.599997,54.129998,2234800,42.484897
"246",54.760001,55.120005,54.389999,55.110003,4867600,43.254072
"247",54.880008,55.100005,54.420001,54.420001,5077400,42.712511
"248",54.40001,54.570005,53.950004,54.270005,3031800,42.594784
"249",53.690003,53.790006,53.059999,53.279997,3668800,41.817759
"250",53.250008,53.490005,52.920006,53.150001,2906700,41.715729
"251",53.250008,53.540007,52.880002,52.990007,3755600,41.590155
"252",52.690006,52.779998,52.269998,52.470009,3460400,41.463721
"253",52.600001,53.059999,52.290002,52.720008,2371300,41.66128
"254",52.560001,52.650002,51.939996,51.939996,3984300,41.044886
"255",51.979999,52.840002,51.77,52.650002,3596100,41.605959
"256",53.049997,53.150001,52.620005,52.680004,3745100,41.629667
"257",52.20001,52.420007,51.510003,51.659999,3544200,40.823622
"258",51.96,51.96,51.350005,51.810004,3162700,40.942161
"259",52.529999,52.640005,51.590006,51.669997,4927500,40.831522
"260",51.640008,52.720008,51.280003,52.400003,2821300,41.4084
"261",52.51,52.83,52.080003,52.700008,2426900,41.645475
"262",52.580001,52.870004,52.360004,52.370006,2555000,41.384695
"263",51.840005,51.96,51.350005,51.919996,4830400,41.029081
"264",51.999999,52.040003,51.139996,51.22,3216200,40.475919
"265",51.16,51.850003,50.820009,51.620008,2483500,40.79202
"266",51.679999,52.169995,51.400011,52.090005,2724600,41.163428
"267",52.100002,52.700008,51.900009,52.529999,3896500,41.511128
"268",52.790001,52.790001,52.410005,52.680004,2725100,41.629667
"269",52.560001,53.990004,52.479998,53.89,3382600,42.585851
"270",54.000006,54.000006,53.510005,53.670003,2673900,42.412001
"271",53.690003,54.280007,53.569996,54.000006,2379600,42.672781
"272",54.36001,55.020002,54.330008,55.020002,3195600,43.478819
"273",54.450002,54.900008,53.770006,54.500004,3130300,43.067898
"274",54.020005,54.170001,53.670003,53.870001,2290400,42.570046
"275",53.93,54.200003,53.500007,53.810006,2611700,42.522636
"276",54.030007,54.290004,53.560007,53.690003,1987900,42.427805
"277",53.83001,54.12,53.170005,53.290008,2128300,42.111714
"278",53.38,53.59,52.720008,53.110001,3044400,41.969467
"279",52.740008,52.910003,51.990001,52.340004,2230300,41.360987
"280",52.710006,53.180002,52.390005,53.029998,2613900,41.906245
"281",52.660004,52.990007,52.350001,52.470009,2288500,41.463721
"282",52.660004,53.640001,52.569999,53.150001,2702000,42.001076
"283",53.259997,53.430002,52.910003,53.230004,1887800,42.064297
"284",52.900001,53.150001,52.540001,52.960005,2776500,41.850934
"285",53.029998,53.420004,52.930003,53.180002,3317300,42.024784
"286",53.049997,53.049997,52.28,52.380003,4268200,41.392596
"287",52.080003,52.380003,51.460001,51.780002,2878900,40.918453
"288",51.65001,51.999999,51.080006,51.490003,3313900,40.689285
"289",51.760002,51.939996,50.200003,50.65,3906100,40.025484
"290",50.260007,50.67,49.559998,49.600002,4827900,39.195737
"291",49.620002,49.850001,49.130005,49.670003,4262000,39.251054
"292",49.130005,49.340001,47.880009,47.880009,5298700,37.836536
"293",48.270002,48.959996,46.960003,48.400007,8121200,38.247457
"294",47.379998,48.130009,45.640006,45.650008,9775000,36.074307
"295",46.700006,46.960003,45.030002,46.799996,12158100,36.98307
"296",46.070003,46.279998,44.719999,44.810005,10187300,35.410506
"297",45.179998,47.330009,45.040004,46.799996,6959300,36.98307
"298",47.049995,47.720003,46.559999,47.270006,4912200,37.354489
"299",47.349996,47.889998,47.000007,47.880009,3713300,37.836536
"300",47.190002,48.150008,47.109999,47.970002,4477300,37.907651
"301",48.090005,48.45,47.460001,47.840005,4009100,37.804923
"302",46.410003,46.940003,45.830001,46.420005,7277600,36.682787
"303",45.870005,47.06001,45.799999,46.320002,7058400,36.603761
"304",47.339998,47.490003,46.559999,46.700006,3961200,36.904054
"305",45.169996,48.310002,45.169996,48.270002,3904500,38.144723
"306",48.080007,48.81,47.830008,48.759999,3915400,38.531936
"307",49,49,47.869999,47.950002,6523600,37.891847
"308",48.119998,48.820002,47.08001,48.680008,5433500,38.468724
"309",49.110005,49.410006,49.04,49.400004,8787500,39.037691
"310",49.269999,50.1,49.02,49.850001,3246400,39.393295
"311",50.180004,50.65,49.720005,50.029999,4335800,39.535536
"312",50.230005,50.589996,49.580002,49.660005,3306200,39.243154
"313",49,49.100003,48.370006,48.51,3281500,38.334377
"314",47.349996,48.099994,47.08001,48.010001,3844400,37.93926
"315",48.240001,49.02,47.990001,49.02,2821200,39.030065
"316",48.919997,49.24001,48.540001,48.709997,3148000,38.783239
"317",48.189999,48.380008,47.18,47.619999,4583100,37.915375
"318",47.190002,48.370006,47.000007,48.310002,4041400,38.46476
"319",48.479998,48.709997,47.950002,48.600005,3466300,38.695662
"320",48.970007,49.950004,48.220001,49.400004,4184800,39.332627
"321",49.940006,50.550006,49.370002,50.540008,3421100,40.240306
"322",50.88,51.2,50.220003,50.760005,6264300,40.415469
"323",50.089998,50.869997,49.900003,50.63,2977100,40.311958
"324",50.930001,51.400011,50.540008,50.720001,2746100,40.383618
"325",50.700002,50.720001,49.120003,49.120003,4247900,39.109688
"326",47.86001,48.580005,46.829998,47.39,8672200,37.732248
"327",47.230006,47.420002,46.650004,46.960003,5469600,37.389881
"328",47.359998,47.790004,46.660002,47.750004,4694000,38.018886
"329",48.650007,48.910008,47.92,48.030005,5171300,38.241824
"330",48.150008,48.459998,47.629997,47.670001,4376900,37.955186
"331",48.360008,48.719999,47.339998,48.119998,4002300,38.313477
"332",47.590006,47.830008,47.120001,47.150003,4349400,37.54116
"333",46.690004,47.889998,46.460005,46.470007,6441400,36.999743
"334",45.959998,47.420002,45.850001,47.330009,5494900,37.684483
"335",47.460001,48.270002,46.750008,48.150008,4883800,38.337372
"336",48.130009,48.800003,47.609997,48.790001,3061200,38.846938
"337",49.189996,49.49001,48.570003,48.860006,3636500,38.902677
"338",49.57,50.000006,49.269999,49.970004,3099400,39.786465
"339",49.850001,50.550006,49.650003,50.279994,2861100,40.033281
"340",50.680002,51.460001,50.540008,51.22,3484100,40.78172
"341",50.899999,51.070008,50.580007,50.889997,3523500,40.51897
"342",51.500001,51.780002,51.150011,51.719998,2463800,41.179822
"343",51.350005,51.580004,50.88,51.000002,2643400,40.606557
"344",51.000002,51.930006,50.599999,51.719998,4094200,41.179822
"345",51.570006,51.969997,51.090008,51.150011,3651100,40.725995
"346",51.369996,51.679999,50.639998,51.16,3746300,40.733948
"347",51.580004,52.269998,51.449999,52.249998,3292300,41.601812
"348",52.249998,52.940005,52.229999,52.660004,2442600,41.928262
"349",52.470009,52.790001,51.930006,52.070005,5563100,41.4585
"350",52.620005,52.620005,49.650003,50.820009,6026900,40.463245
"351",51.950011,52.900001,51.780002,52.769996,5498100,42.015838
"352",52.540001,52.860002,52.249998,52.600001,3026400,41.880486
"353",52.120006,53.110001,51.950011,52.330002,5305000,41.665511
"354",51.510003,51.550002,50.460005,50.69,4792000,40.35973
"355",50.680002,51.330005,50.470002,50.950001,2948900,40.566745
"356",51.169998,52.380003,51.020002,52.150008,3512000,41.522199
"357",51.780002,51.890007,51.060006,51.630006,3053700,41.10817
"358",51.480001,51.930006,51.060006,51.790004,2648400,41.235561
"359",52.28,52.890004,51.630006,52.85,3080500,42.079537
"360",51.969997,51.969997,50.580007,50.790007,3315100,40.439357
"361",51.449999,51.510003,50.740006,51.189998,2303200,40.757832
"362",51.630006,52.240009,51.580004,52.160006,1717000,41.53016
"363",51.96,52.100002,51.449999,51.640008,1718000,41.116133
"364",51.389996,52.549999,51.369996,52.440007,2283000,41.753098
"365",51.900009,52.3,50.840009,50.930001,3194100,40.550821
"366",50.680002,50.800005,49.670003,50.029999,4061600,39.834233
"367",50.1,50.330008,49.759996,49.89,2837400,39.722765
"368",49.57,49.57,48.81,49.249999,2973000,39.213192
"369",49.050002,49.120003,48.540001,48.770001,2106900,38.831014
"370",48.419999,48.45,47.770004,47.86001,2440500,38.106473
"371",47.650001,48.220001,47.599995,47.929998,1783700,38.162198
"372",48.49,49.070002,48.49,48.890004,3257500,38.926561
"373",49.030002,49.080004,48.540001,48.759999,2555200,38.82305
"374",49.980006,51.16,49.799999,51.090008,3748600,40.67822
"375",51.119997,51.630006,50.950001,51.500001,2393000,41.004659
"376",51.990001,52.110004,51.090008,51.300003,2167600,40.845419
"377",52.26,52.490008,51.760002,52.090005,2898800,41.474424
"378",52.140006,52.459998,52.080003,52.140006,2313400,41.514236
"379",51.740002,52.430005,50.980003,52.169995,3547300,41.855202
"380",51.939996,52.3,51.510003,51.610006,2989300,41.405931
"381",51.910007,52.749997,51.890007,52.479998,2094500,42.103913
"382",52.140006,52.22001,51.449999,51.77,2500800,41.534292
"383",52.010001,52.470009,51.16,51.439997,2687900,41.269536
"384",51.310005,51.790004,50.980003,51.110008,2884700,41.00479
"385",51.429999,51.65001,51.000002,51.169998,2084300,41.05292
"386",51.469999,52.070005,51.2,51.73,5249200,41.502201
"387",51.760002,52.370006,51.290005,51.449999,2001800,41.27756
"388",52.290002,53.770006,52.269998,53.629999,3346600,43.026542
"389",53.760004,53.879998,52.81,53.649999,3042400,43.042587
"390",53.680001,53.970004,53.480003,53.83001,1791400,43.187007
"391",54.000006,54.349995,53.810006,54.330008,1249100,43.588148
"392",54.220003,54.540004,54.010003,54.44,1380000,43.676393
"393",54.48,54.500004,53.59,53.800008,1430500,43.162937
"394",54.070007,54.500004,53.93,54.349995,1539100,43.604183
"395",54.300006,54.619998,53.980002,54.010003,1909000,43.331413
"396",54.890006,54.99,54.40001,54.46,2898800,43.692439
"397",54.48,54.590005,54.129998,54.40001,2141400,43.644309
"398",54.44,54.959998,54.260003,54.800005,2999100,43.965219
"399",54.810002,55.000002,54.340006,54.880008,2486600,44.029405
"400",54.760001,54.890006,54.36001,54.67,2132900,43.860918
"401",54.790003,54.949996,54.409999,54.659998,3083800,43.852894
"402",54.600007,54.770003,54.40001,54.610009,2243500,43.812789
"403",54.679997,55.000002,54.48,54.959998,2344600,44.09358
"404",54.580007,54.970001,54.36001,54.949996,2039000,44.085555
"405",55.000002,55.850003,54.900008,55.660007,2683600,44.655187
"406",55.779997,56.520006,55.650005,56.500006,3069600,45.329105
"407",56.660004,56.970003,56.350001,56.900001,2149600,45.650015
"408",56.910003,57.099999,56.390001,56.790009,2924700,45.56177
"409",56.920001,57.070006,56.270007,56.680004,2606000,45.473514
"410",56.210007,56.889999,56.059998,56.730006,2738400,45.51363
"411",56.270007,56.990002,56.07,56.920001,3510500,45.666061
"412",56.059998,56.339999,55.640003,55.820001,4397900,44.783547
"413",55.800001,56.07,55.300003,55.340003,3338500,44.398452
"414",54.99,55.080006,54.550006,54.900008,4139500,44.04545
"415",55.070004,55.270001,54.470002,54.780001,3566100,43.94917
"416",55.259999,55.479997,54.949996,54.949996,3673300,44.085555
"417",55.090003,55.259999,54.820004,54.820004,3284200,43.981265
"418",55.400006,55.680007,55.239999,55.509998,3307800,44.534837
"419",55.150007,55.330005,54.91001,55.130007,2564200,44.229975
"420",54.949996,55.000002,54.639998,54.870006,3391900,44.02138
"421",54.790003,54.929997,54.500004,54.590005,2478900,43.79674
"422",54.880008,54.900008,54.420001,54.570005,3005300,43.780694
"423",54.349995,54.46,53.920002,54.010003,3571200,43.331413
"424",54.320006,54.650009,53.980002,54.230001,2339200,43.507914
"425",54.230001,54.450002,53.89,54.250005,2378100,43.523963
"426",54.099996,54.340006,53.680001,53.790006,2680100,43.154913
"427",53.960002,54.179999,53.839999,53.839999,2881600,43.195021
"428",53.990004,54.470002,53.920002,54.250005,3323100,43.523963
"429",54.330008,54.389999,53.660001,53.859999,2704900,43.211067
"430",53.760004,54.250005,53.760004,53.810006,2501600,43.170958
"431",53.740004,54.090007,53.740004,53.800008,2113000,43.162937
"432",53.960002,53.960002,53.620001,53.820008,2002800,43.178983
"433",53.700005,54.369999,53.310007,54.110011,2343600,43.411648
"434",54.349995,54.580007,54.000006,54.540004,2263600,43.756624
"435",54.510002,54.770003,54.240003,54.320006,2581200,43.580124
"436",54.600007,55.050004,54.450002,54.870006,2810000,44.02138
"437",54.870006,54.870006,54.250005,54.44,2047800,43.676393
"438",54.38001,54.610009,54.159999,54.490002,2711500,43.716509
"439",54.060005,54.530006,53.820008,53.879998,2562900,43.227112
"440",53.83001,54.470002,53.640001,54.270005,3278000,43.861568
