"","CF.Open","CF.High","CF.Low","CF.Close","CF.Volume","CF.Adjusted"
"1",61.339998,64.650002,59.790001,64.28,19574000,12.13798
"2",64.250002,65.349998,63.88,65.349998,13426500,12.340027
"3",65.500002,65.99,62.060003,62.080002,15257000,11.722555
"4",62.540002,64.830003,62.200003,64.749999,11194000,12.22673
"5",64.429998,65.589995,63.909998,65.209999,11262500,12.313591
"6",65.650001,65.760002,63.439999,65.050001,10807000,12.283379
"7",64.900002,64.989996,63.29,64.250002,10962500,12.132315
"8",65.419998,66.18,63.340001,63.990002,7964500,12.083219
"9",64.180002,66.099997,64.180002,64.460001,10059500,12.171969
"10",64.679999,66.279998,64.180002,65.980005,10931500,12.458991
"11",65.669999,66.239996,64.019995,64.730005,9908000,12.222954
"12",65.029998,67.879996,64.289999,67.599998,15617500,12.764894
"13",67.220001,67.510004,64.28,64.580002,12591000,12.194629
"14",63.249998,63.69,61.459999,61.960001,9864000,11.699895
"15",63.060002,65.86,63.009996,63.450003,15676000,11.981252
"16",64.129996,65.970001,63.060002,65.489998,11812000,12.366463
"17",65.640001,69.269996,64.949999,68.42,17140000,12.919735
"18",69.530001,71.150002,66.51,67.339997,14982500,12.715798
"19",67.930002,70.040002,67.57,69.940004,11844000,13.206757
"20",70.290003,74.900002,70.250001,73.519998,18308500,13.882767
"21",73.480005,74.949999,72.96,74.239998,11508500,14.018724
"22",74.120002,74.169998,71.660004,73.449998,12597500,13.869549
"23",74.499998,76.750002,73.379998,75.749998,15630000,14.303857
"24",75.870004,76.949997,74.580002,75.309997,12445000,14.220772
"25",75.300002,78.199997,74.779997,77.96,15018000,14.721171
"26",77.360001,78.760004,76.080003,76.960001,11648500,14.532342
"27",77.309999,77.309999,74.019995,75.250001,10881500,14.209443
"28",74.519997,78.540001,74.01,78.410006,11833000,14.806146
"29",79.269996,79.959998,75.500002,76.690001,13987000,14.481358
"30",77.589998,79.379997,77.510004,78.910003,12871500,14.90056
"31",79.029999,81.690006,78.930001,80.129995,13796000,15.130931
"32",79.849997,80.609999,77.160006,77.9,10280500,14.709842
"33",78.300004,78.379998,75.679998,76.430001,7307000,14.432262
"34",75.690002,79.410005,75.500002,77.690001,9417000,14.670188
"35",78.400002,82.57,78.400002,81.000004,19555000,15.295215
"36",79.28,82.119999,79.120002,81.190004,12248000,15.331093
"37",82.709999,84.750004,82.230005,82.480001,13137500,15.574682
"38",81.900005,82.150002,80.269995,81.079998,8387500,15.31032
"39",81.389999,83.730001,81.389999,82.889996,13303000,15.652102
"40",83.389997,87.259998,83.389997,85.799999,33345000,16.201597
