"","DD.Open","DD.High","DD.Low","DD.Close","DD.Volume","DD.Adjusted"
"1",36.209997,37.029998,36.159999,36.990002,8761200,29.98609
"2",36.909998,37.669999,36.849998,37.609999,6849300,30.488693
"3",37.949999,37.949999,36.789998,36.86,7241000,29.880703
"4",37.340001,37.869999,37.069998,37.860001,6554600,30.691358
"5",37.560001,37.97,37.029998,37.759997,7582800,30.610289
"6",37.999998,37.999998,36.970002,37.799997,6445300,30.642715
"7",38.009996,38.549996,37.939997,38.359998,9988300,31.096682
"8",38.669996,39.199999,38.009996,38.31,6323600,31.056151
"9",38.39,38.519998,37.409999,37.449999,6851000,30.358988
"10",37.469999,37.580001,36.729998,37.259997,6052200,30.204962
"11",36.959996,37.489999,36.409997,36.52,8106200,29.60508
"12",36.729998,37.06,36.139999,36.66,10166300,29.718572
"13",36.929998,36.929998,36.119999,36.229997,6435700,29.369989
"14",35.580002,35.65,34.999998,35.240002,7684200,28.567445
"15",35.240002,35.59,34.549999,34.589999,7465800,28.040518
"16",34.469999,35.05,34.089998,34.489999,10427900,27.959452
"17",34.729999,34.729999,33.749998,34.06,6679300,27.610872
"18",34.560001,34.669999,33.729998,34.049998,13669500,27.602764
"19",34.029998,35.31,33.990002,35.25,7310800,28.57555
"20",35.599998,36.339999,35.259998,36.290001,7862500,29.418631
"21",36.259999,36.990002,36.199999,36.9,6364100,29.913129
"22",36.68,36.9,36.319999,36.52,7869800,29.60508
"23",36.88,37.509999,36.810002,37.309999,6697800,30.245496
"24",37.109998,37.269999,36.62,37.089998,4952600,30.067152
"25",37.240001,37.360001,36.450002,37.169998,6024100,30.132004
"26",37,37.04,35.930001,35.979999,8942500,29.167327
"27",36.139999,36.259999,35.619998,36.049997,4072700,29.224071
"28",35.61,36.849998,35.61,36.810002,6553500,29.840172
"29",37.099996,37.289999,36.249997,36.56,5880200,29.637507
"30",37.14,37.99,37.089998,37.729999,7450100,30.585971
"31",37.689999,38.45,37.540001,38.339998,5787500,31.080469
"32",38.549996,38.990001,38.369996,38.990001,7554100,31.607396
"33",40.849999,41.139998,39.790002,40.380001,16687500,32.734205
"34",40.049998,40.900001,39.990002,40.269999,9765000,32.645032
"35",40.529999,40.949999,40.049998,40.509999,8192200,32.839589
"36",40.099996,40.900001,39.909998,40.669999,6235900,32.969294
"37",41.23,41.75,41.05,41.619998,10418300,33.739414
"38",41.25,41.699998,41.099998,41.43,5044700,33.585391
"39",41.63,42.499999,41.599998,42.409997,9803500,34.37983
"40",42.179999,42.539999,41.919999,42.479999,6514300,34.436577
"41",42.490001,42.66,41.47,42.130001,8416300,34.15285
"42",42.529997,42.56,42.179999,42.409997,5225000,34.37983
"43",41.959999,42.339999,41.259998,42.169997,8467000,34.185273
"44",40.779997,40.959997,40.189998,40.500001,7906900,33.153819
"45",39.990002,41.080002,39.790002,40.769999,6847600,33.374843
"46",40.439997,40.720001,40.14,40.320001,4919800,33.006468
"47",40.089998,40.609999,40,40.389999,3598800,33.06377
"48",40.999997,41.790001,40.809999,41.419998,6916600,33.90694
"49",41.43,41.679998,41.05,41.419998,3912900,33.90694
"50",41.299998,41.43,40.259996,40.589999,5423500,33.227492
"51",40.16,40.520001,39.949998,40.340001,5140300,33.022841
"52",40.509999,40.969999,40.320001,40.369999,12087400,33.047397
"53",39.779996,40.189998,39.569998,39.589998,6520200,32.408879
"54",39.259999,39.849998,38.709996,39.709998,7413800,32.507112
"55",39.929998,40.169998,39.359999,39.490002,6103600,32.327021
"56",39.929998,41.009995,39.5,41.009995,7679100,33.571307
"57",40.880001,40.999997,40.320001,40.320001,4606500,33.006468
"58",40.189998,40.929999,40.119996,40.769999,7252500,33.374843
"59",41.27,42.199999,41.119998,41.999999,8904800,34.381736
"60",41.999999,42.249997,41.839999,42.090001,4934400,34.455413
"61",42.409997,42.749998,42.359999,42.509997,7331900,34.799228
"62",42.369997,42.450001,41.859999,41.999999,4480400,34.381736
"63",42.139999,42.62,42.139999,42.389997,4850200,34.700994
"64",42.769998,42.86,42.079999,42.179999,4920200,34.529087
"65",42.470001,42.689998,42.199999,42.290001,3992900,34.619136
"66",42.72,42.939996,42.56,42.8,6019800,35.036627
"67",42.88,43.109998,42.470001,42.669998,6334300,34.930206
"68",42.609998,43.029998,42.450001,42.929998,5908200,35.143046
"69",42.830002,43.459997,42.830002,43.380001,5203200,35.511424
"70",43.529999,44.25,43.340001,43.949999,8982800,35.978032
"71",43.999997,44.79,43.880001,44.61,7119300,36.518317
"72",44.889997,44.959999,44.33,44.83,7031000,36.698412
"73",44.73,44.999999,44.349996,44.619998,5574300,36.526501
"74",44.159998,45.019999,44.15,44.419998,4435600,36.362779
"75",44.939999,45.72,44.849996,45.579999,5764900,37.312371
"76",45.549997,45.619999,44.849996,45.299999,3947300,37.083159
"77",45.459999,45.869998,44.819998,45.669998,6078800,37.386044
"78",45.470001,45.490001,44.39,44.529996,7996400,36.452825
"79",44.889997,45.450001,44.25,44.619998,8639500,36.526501
"80",44.950001,45.249997,44.459998,44.849996,6361500,36.714781
"81",44.849996,45.090001,44.21,44.419998,5254300,36.362779
"82",44.999999,45.929998,44.869997,45.769998,7756500,37.467906
"83",45.630002,45.98,45.630002,45.869998,5706100,37.549767
"84",45.9,46.32,45.579999,46.229998,7910300,37.844468
"85",46.349998,46.869999,46.249998,46.659997,7929900,38.19647
"86",46.769999,46.849999,45.990002,46.089998,5228800,37.729862
"87",46.639997,46.680001,45.86,46.289998,8170100,37.893585
"88",46.740001,47.009995,46.469999,46.880001,6350300,38.376569
"89",46.900001,47.009995,46.16,46.489999,6136900,38.057308
"90",46.839997,46.989999,46.119996,46.669999,6734700,38.204658
"91",46.619997,47.23,46.279996,47.109999,10617000,38.564848
"92",46.509999,46.689999,45.709998,45.98,7368400,37.639816
"93",46.049998,47.499998,45.74,47.080001,6475300,38.540292
"94",47.359998,47.499998,46.689999,47.129999,7290200,38.581221
"95",47.119997,47.25,46.629999,46.829999,4361000,38.335636
"96",47.369996,47.999999,47.259998,47.699998,8044800,39.047829
"97",47.299998,47.479998,46.04,47.220002,11810900,38.654897
"98",46.880001,47.029999,46.36,46.959997,7960200,38.442055
"99",47.049999,47.380002,46.689999,47.029999,6648700,38.499359
"100",46.809999,47.359998,46.779997,47.279998,5713300,38.704011
"101",47.259998,47.73,46.599997,46.900001,5837700,38.392941
"102",47.29,47.869996,47.060001,47.419998,6181500,38.818617
"103",47.369996,47.499998,46.439997,47.060001,6527400,38.523919
"104",47.709996,48.399999,47.669996,48.359999,7292300,39.588114
"105",48.169997,48.539999,47.939999,48.179999,7389000,39.440764
"106",48.009997,48.529997,47.889996,48.369997,4465000,39.596299
"107",48.539999,48.579999,47.349996,47.61,7020800,38.974155
"108",47.220002,47.47,46.599997,47.189996,6426700,38.965892
"109",46.799997,47.59,46.759997,47.189996,6977400,38.965892
"110",46.799997,47.139997,46.129998,46.520001,6189400,38.412661
"111",46.169998,46.729999,46.14,46.309998,5477700,38.239258
"112",45.88,45.959996,45.130001,45.68,9631600,37.719053
"113",45.729998,45.929998,45.429997,45.66,5589400,37.702538
"114",46.209998,46.889999,46.150002,46.529999,6624100,38.420917
"115",47.149999,47.149999,46.669999,47.099997,7220300,38.891578
"116",46.729999,46.900001,45.9,46.799997,8414200,38.643861
"117",46.249998,46.32,45.8,46.049998,6978700,38.024569
"118",46.449999,47.339998,46.38,47.060001,5529500,38.858553
"119",46.609999,46.649999,46.119996,46.309998,3670700,38.239258
"120",46.129998,47.029999,45.630002,46.919997,7242700,38.742948
"121",46.569999,47.29,46.32,46.989999,7413800,38.80075
"122",47.699998,48.459999,47.699998,48.349997,8485600,39.923733
"123",48.450001,48.689997,48.039999,48.630001,7023700,40.154939
"124",48.790002,49.299996,48.589997,49.24,13922100,40.658629
"125",48.949998,49.049998,48.709998,48.929998,6800100,40.402653
"126",49.4,49.520001,48.849998,48.959996,8578800,40.427423
"127",48.84,49.169998,48.299999,48.88,5657200,40.361368
"128",48.369997,48.439999,47.819998,48.319999,9799500,39.898962
"129",48.549997,48.650001,48.139999,48.619999,5371200,40.14668
"130",48.8,49.049998,48.539999,48.559999,6485500,40.097136
"131",48.729998,49.32,48.559999,49.129998,8173900,40.567798
"132",49.169998,49.479997,49.02,49.24,6122900,40.658629
"133",49.32,49.649999,49.06,49.449998,5500800,40.83203
"134",49.349998,49.880001,49.18,49.860001,8388400,41.170578
"135",49.709999,49.889999,49.529999,49.720001,4693900,41.054977
"136",49.909999,49.999997,49.809999,49.969999,5579200,41.261407
