"","DD.Open","DD.High","DD.Low","DD.Close","DD.Volume","DD.Adjusted"
"137",49.949999,49.999997,49.569999,49.799997,3017700,41.121032
"138",49.729999,49.900001,49.609999,49.769999,2560400,41.096262
"139",49.720001,49.799997,49.330002,49.629999,1893100,40.98066
"140",49.829999,49.880001,49.439996,49.819997,2854500,41.137546
"141",49.799997,50.169995,49.799997,50.019997,3903300,41.302691
"142",49.829999,49.900001,49.560001,49.689999,2355800,41.030204
"143",49.560001,49.939997,49.560001,49.880001,2487500,41.187093
"144",50.049999,50.400002,49.959997,50.029999,5821300,41.31095
"145",50.27,50.27,49.279996,49.889999,5813000,41.195349
"146",49.619997,50.27,49.549999,50.220002,5720200,41.467839
"147",50.359998,50.539998,49.729999,49.979997,6451500,41.269662
"148",50.099997,50.240002,49.349998,49.759997,5309300,41.088003
"149",48.379999,49.119996,47.220002,49.029998,13198400,40.485225
"150",49.109998,49.330002,48.249997,48.970002,10576800,40.435685
"151",49.429998,49.540001,48.939996,49.099996,6900200,40.543024
"152",49.229998,49.729999,49.119996,49.389998,5696800,40.782486
"153",49.289998,49.929999,49.099996,49.799997,4735300,41.121032
"154",49.529999,50.139997,49.529999,49.700001,6240000,41.038463
"155",49.789999,49.789999,48.679999,48.88,6636400,40.361368
"156",48.72,48.8,47.65,48.119999,7610600,39.733818
"157",48.450001,48.82,48.310001,48.349997,6473000,39.923733
"158",48.439999,49,48.290001,48.889998,9343400,40.369624
"159",48.84,49.249998,48.259999,49.04,10612700,40.493484
"160",49.24,50.639998,49.129998,50.319998,10859500,41.550408
"161",49.439996,50.45,49.409998,50.27,7584300,41.509124
"162",50.149999,50.659998,49.729999,50.29,9430800,41.525638
"163",50.149999,50.859998,50.089999,50.679998,8386700,41.847669
"164",50.849996,51.739999,50.740002,51.659999,8348300,42.65688
"165",51.639999,52,51.450001,51.849998,5345400,42.813766
"166",51.689997,52.069998,51.409997,51.929998,4905800,42.879824
"167",51.869998,52.629999,51.810002,52.529999,5713400,43.375258
"168",52.619997,53.91,52.509998,53.33,9111900,44.035838
"169",53.669996,53.879998,53.400002,53.709996,8251600,44.34961
"170",53.639998,53.849996,53.349996,53.83,7010600,44.4487
"171",53.659998,54.429997,53.499998,54.330001,7181500,44.861563
"172",53.699998,54.749997,53.61,54.579999,7544700,45.41068
"173",54.439999,54.579999,54.110001,54.519999,5604000,45.36076
"174",54.379999,54.499999,53.799998,54.110001,7332600,45.01964
"175",54.249997,54.970002,54.209997,54.669997,7619000,45.485559
"176",54.669997,55.669999,54.450001,55.589998,8612600,46.251002
"177",55.649999,56.189995,55.109998,55.979997,8591700,46.575482
"178",54.949998,55.299996,54.119999,54.379999,9176900,45.24428
"179",54.039998,54.739999,52.909999,53.709996,10849700,44.686836
"180",53.59,54.059999,52.36,53.040001,10200000,44.129399
"181",53.189995,54.279999,53.099997,54.069997,4707000,44.986357
"182",54.219999,54.88,54.219999,54.869998,6318300,45.65196
"183",54.739999,54.919996,53.159997,53.220001,8303200,44.279159
"184",53.080001,53.439998,52.759997,53.060001,6538200,44.146039
"185",53.779998,54.949998,53.709996,54.549997,7212200,45.385719
"186",54.419995,54.569997,53.049999,53.869996,6312800,44.819956
"187",54.099999,54.409997,52.900001,53.259997,6136400,44.312436
"188",53.47,54.490001,53.089999,54.259999,5729200,45.144439
"189",54.029996,54.110001,53.109999,53.709996,4681000,44.686836
"190",53.179997,53.200001,52.06,52.589999,6219000,43.754995
"191",52.389998,53.080001,51.82,52.900001,5733400,44.012918
"192",53.179997,53.499998,52.5,53.019997,8714800,44.112755
"193",51.699999,52.769999,51.299999,52.4,7320700,43.596916
"194",52.099996,52.34,51.099999,51.529997,11400800,42.873072
"195",52.279996,52.919997,52.089998,52.330002,5774400,43.538678
"196",53.060001,53.29,52.709999,52.989999,8639700,44.087797
"197",53.799998,53.959998,53.439998,53.83,5485100,44.78668
"198",53.839998,54.069997,53.529996,53.669996,4843800,44.653556
"199",53.580002,53.75,52.889999,53.459998,6100800,44.478837
"200",53.869996,53.99,53.259997,53.679998,4205800,44.661877
"201",53.859998,54.639999,53.759998,54.099999,5116800,45.011319
"202",54.110001,54.499999,53.93,53.93,4585500,44.86988
"203",53.999998,54.639999,53.699998,54.589997,3846900,45.418999
"204",54.909998,55.599997,54.569997,55.369998,6673100,46.067961
"205",55.089998,55.799997,54.9,54.970002,5436400,45.735163
"206",55.189998,55.769999,54.929998,55.189998,4010900,45.918201
"207",55.5,55.759997,55.2,55.589998,4320000,46.251002
"208",55.489998,56.479998,55,56.060001,5547300,46.642045
"209",56.339997,56.519998,55.599997,56.019997,3662300,46.608762
"210",55.849999,56.279997,55.14,55.569998,4286900,46.234362
"211",55.919997,55.999997,55.029998,55.4,2875500,46.092923
"212",55.449998,55.809999,54.699999,54.849998,3744900,45.63532
"213",54.499999,54.659999,53.699998,53.75,5968600,44.720119
"214",54.059999,54.270001,53.169995,53.819998,4467400,44.778358
"215",53.539998,54.349997,53.349996,54.110001,4512900,45.01964
"216",54.189997,55.119996,53.889996,54.889998,6625300,45.6686
"217",54.279999,54.279999,53.189995,53.799998,5526400,44.761718
"218",53.799998,54.779995,53.73,54.669997,4385200,45.485559
"219",55.069998,55.999997,55,55.369998,6426700,46.067961
"220",55.989999,56.200001,54.889998,55.909999,6275000,46.517243
"221",55.689999,55.900001,54.709997,55.119996,5036800,45.859959
"222",55.4,55.649999,54.909998,55.06,5475600,45.810042
"223",55.089998,55.749999,54.539999,55.619997,4791300,46.27596
"224",55.769999,56.83,55.689999,56.75,7699400,47.216126
"225",56.81,56.879998,56.209999,56.79,5745500,47.249406
"226",56.419998,56.999998,55.999997,56.189995,5145200,46.750201
"227",56.089999,56.359997,55.089998,55.469998,4990500,46.151162
"228",55.32,55.619997,54.049996,54.509997,6754200,45.352438
"229",54.079999,54.869998,53.59,53.869996,6251900,44.819956
"230",54.479999,55.209998,54.339999,54.630001,5779700,45.452282
"231",54.939996,55.700001,54.790001,55.409998,4648800,46.101241
"232",55.52,56.129999,55.369998,55.889999,4531800,46.500603
"233",55.509998,55.56,53.889996,54.119999,6599000,45.360713
"234",54.110001,54.179999,53.31,53.889996,5550300,45.167936
"235",54.019998,54.159999,52.549999,52.909999,7311100,44.346551
"236",52.740001,53.619998,52.5,52.919997,7105900,44.354931
"237",52.849999,53.109999,51.919996,52.299996,6558000,43.835277
"238",52.529999,53.380002,52.189998,53.29,5356900,44.665049
"239",53.459998,53.999998,52.949999,53.43,4019700,44.78239
"240",53.33,53.45,52.419996,52.740001,5918000,44.204067
"241",51.749997,52.02,51.229997,51.599995,8217100,43.24857
"242",51.709997,52.209998,51.189997,51.249997,5934600,42.955219
"243",50.919998,52.449998,50.499998,52.16,6735900,43.717939
"244",51.96,52.32,51.549997,51.970002,5264800,43.558692
"245",52.349998,53.019997,52.049998,52.560001,4008600,44.053199
"246",53.179997,53.39,52.449998,53.299998,6384300,44.673428
"247",53.109999,53.200001,51.459999,51.569997,6765000,43.223428
"248",51.659999,52,50.63,51.169997,7011900,42.888167
"249",50.45,50.75,50.109999,50.29,6377500,42.150597
"250",50.299998,50.689996,49.749999,49.849999,5946000,41.78181
"251",50.080001,50.709996,49.860001,50.29,6425400,42.150597
"252",50.139997,50.439998,49.520001,49.740001,5877600,41.689615
"253",50.040001,50.899998,49.779997,50.459998,5965900,42.293081
"254",50.339998,50.519998,49.700001,49.779997,5454500,41.723138
"255",50.029999,50.279998,49.36,49.500001,4767500,41.488458
"256",50.179997,50.63,49.749999,50.29,9478400,42.150597
"257",49.720001,50.299998,49.369998,49.540001,7836000,41.521984
"258",49.459996,49.889999,48.639999,49.34,6509100,41.354354
"259",49.789999,50.209999,49.34,49.569999,9330900,41.547127
"260",49.500001,50.59,49.459996,50.39,4798900,42.234412
"261",50.79,51.939996,50.79,51.719999,6641600,43.349152
"262",51.479999,51.98,51.249997,51.319999,5508900,43.013891
"263",50.619998,51.379999,49.869999,51.319999,7100600,43.013891
"264",51.709997,51.98,50.919998,51.96,12587200,43.550308
"265",51.849998,52.119996,51.189997,51.749997,6082800,43.374295
"266",52.049998,52.709999,51.909998,52.659997,5599500,44.137011
"267",53.019997,53.580002,52.540001,53.319998,5997500,44.690191
"268",53.529996,54.490001,53.319998,54.049996,6613300,45.302041
"269",53.599998,54.679999,53.560002,54.470001,5891900,45.654068
"270",54.359999,54.9,54.359999,54.450001,4787500,45.637305
"271",54.450001,55.829999,54.330001,55.2,9026100,46.265917
"272",55.529998,56.200001,55.52,55.839997,6645000,46.802331
"273",55.029998,55.459996,54.659999,55.419996,5962200,46.450307
"274",54.830002,55.08,54.339999,54.799999,5430600,45.930656
"275",54.589997,54.990002,54.319999,54.339999,5099500,45.545106
"276",54.630001,55.299996,54.399999,54.599995,4529200,45.763022
"277",54.699999,55,53.619998,53.819998,7031100,45.109267
"278",54.209997,54.209997,53.599998,54.090001,6862500,45.33557
"279",53.779998,53.849996,53.029999,53.47,4498600,44.815916
"280",53.759998,54.349997,53.75,54.099999,4942200,45.34395
"281",54.290001,54.389997,53.93,54.259999,3530500,45.478054
"282",54.589997,55.4,54.389997,54.810001,5679900,45.939039
"283",55.049998,55.249998,54.599995,54.849998,4096000,45.972562
"284",54.229997,54.529997,54.039998,54.099999,6051500,45.34395
"285",54.179999,54.209997,53.459998,53.689996,5267000,45.000306
"286",53.509996,53.580002,52.069998,52.279996,9352100,43.818514
"287",52.720001,53.639998,52.289998,52.299996,8680500,43.835277
"288",51.970002,52.109998,51.290001,51.419995,10592000,43.097703
"289",53.380002,53.380002,50.959998,51.549997,7321700,43.206664
"290",51.069997,51.699999,50.040001,50.049999,10841400,41.94944
"291",50.189995,50.57,48.970002,50.499998,10669000,42.326607
"292",49.729999,49.729999,47.21,47.240002,16388200,39.594239
"293",48.099999,48.689997,45.869998,47.27,18600900,39.619382
"294",45.729998,46.849999,43.599997,44.060001,20403800,36.92892
"295",45.150001,46.809999,43.709999,46.709999,22777300,39.150017
"296",45.429997,46.839997,44.699998,44.83,19111700,37.574295
"297",44.799998,47.63,44.79,46.959997,15166500,39.722843
"298",47.259998,47.990001,46.849999,47.359998,9384400,40.061198
"299",47.560002,47.889996,46.999997,47.719998,9169100,40.365717
"300",47.179998,47.47,46.289998,46.889999,11192000,39.663632
"301",47.539998,47.849996,46.509999,46.729999,7403100,39.52829
"302",45.72,45.8,43.999997,44.400002,14281900,37.557376
"303",43.969999,44.919999,43.649999,43.789999,10106900,37.041383
"304",44.799998,44.919999,43.609999,43.819997,8166100,37.066758
"305",44.11,45.429997,43.999997,45.419995,8760300,38.420175
"306",45.310001,46.169998,45.079999,46.109998,7430400,39.00384
"307",46.419997,46.689999,45.139999,45.459999,9569700,38.454014
"308",45.119999,46.409999,44.179998,46.089998,8106700,38.986922
"309",46.569999,47.57,46.520001,47.499998,6025700,40.179622
"310",47.339998,48.529997,47.21,48.219999,8949000,40.788661
"311",48.589997,48.939996,47.799998,48.270001,7869900,40.830957
"312",48.029997,48.86,47.740002,47.819998,7409800,40.450306
"313",46.669999,47.109999,46.279996,46.759997,7365600,39.553665
"314",45.029997,46.209998,44.869997,46.14,9154000,39.029218
"315",46.839997,47.47,46.709999,47.439998,6140800,40.128869
"316",47.200002,47.599998,46.14,46.400001,9118300,39.249149
"317",46.029998,46.089998,44.919999,45.270001,10672400,38.293297
"318",44.889997,45.319999,43.759997,44.279998,15529100,37.455866
"319",44.499998,44.959999,44.029999,44.659998,11348800,37.777304
"320",44.859999,46.18,44.380002,45.519999,10607200,38.504767
"321",46.150002,46.619997,45.689998,46.479997,10191700,39.316816
"322",46.769999,47.169996,46.36,47.119997,12274400,39.858185
"323",46.089998,46.599997,45.330001,46.38,8390500,39.232231
"324",46.449999,46.779997,45.929998,45.959996,7037800,38.876955
"325",45.970002,46.24,44.57,44.61,11329200,37.735011
"326",43.18,43.18,40.829999,41.65,22811600,35.231186
"327",41.299998,41.43,40.209998,40.459997,15485900,34.224578
"328",40.909999,41.599998,40.400001,41.539998,15510900,35.138137
"329",42.810002,43.279996,42.009997,42.259999,10967300,35.747176
"330",42.539999,42.650002,40.799997,40.889999,8559800,34.588311
"331",41.73,42.019999,40.549999,41.349996,7940500,34.977416
"332",40.729999,41.159998,39.939996,39.970002,8738400,33.810098
"333",39.56,40.320001,38.479998,38.49,12479700,32.558184
"334",37.929999,40.259996,37.099996,40.229998,16214400,34.030025
"335",40.689999,41.31,40,41.21,8949800,34.858995
"336",41.59,42.150001,40.949999,41.859999,8845300,35.408821
"337",42.509997,42.86,41.400002,41.899999,8498400,35.442656
"338",42.58,43.340001,42.529997,43.169998,5560300,36.516932
"339",43.04,43.819997,42.88,43.419997,5613100,36.728403
"340",43.720001,44.400002,43.540001,43.979997,7156900,37.2021
"341",43.740001,44.009995,43.02,43.769999,4756500,37.024465
"342",44.560002,45.139999,44.119998,45.090001,5611900,38.141037
"343",45.019999,45.339999,43.680001,43.779997,5899300,37.032922
"344",43.809999,45.270001,43.2,44.979999,7449200,38.047988
"345",44.919999,44.919999,43.619997,43.799997,7104000,37.04984
"346",44.069999,44.369996,43.150002,44.13,6522000,37.328985
"347",44.65,45.419995,44.45,45.150001,8004600,38.191791
"348",45.239999,46.16,45.219999,46.089998,8415900,38.986922
"349",47.189996,47.189996,44.939999,44.939999,11897000,38.014152
"350",45.779996,46.38,44.990001,46.099996,9598900,38.995379
"351",48.379999,49.209998,47.819998,48.729998,12517300,41.220062
"352",48.399999,49.479997,48.299999,49.36,10032900,41.752974
"353",48.650001,48.790002,48.029997,48.069997,9431400,40.661776
"354",46.459997,47.819998,46.209998,46.880001,14416500,39.655175
"355",47.75,48.169997,47.169996,47.83,8006900,40.458767
"356",48.579999,48.959996,47.669996,48.849998,8053300,41.321569
"357",48.579999,48.779996,47.869996,48.7,7437800,41.194688
"358",48.559999,49,47.959999,48.990002,10975500,41.439997
"359",49.069998,49.919997,48.779996,49.809999,8729400,42.133621
"360",48.769998,48.929998,47.29,47.59,11758300,40.255754
"361",47.779998,48.039999,47.069999,47.509996,8375000,40.537315
"362",48.319999,48.909998,48.199999,48.519999,5914400,41.399088
"363",48.399999,48.659999,47.950001,48.249997,4707200,41.168712
"364",47.970001,48.639999,47.63,48.299999,5818900,41.211375
"365",47.509996,47.979999,46.999997,47.099997,6961900,40.187489
"366",46.880001,47.220002,45.549997,46.069998,8482800,39.308655
"367",46.36,46.709999,45.909998,46.409999,6431700,39.598756
"368",45.490001,45.9,45.049997,45.479999,7509800,38.805246
"369",45.579999,45.919996,45.059999,45.399999,6516600,38.736987
"370",44.889997,45.009997,44.069999,44.080001,6794400,37.610715
"371",44.060001,44.580002,43.789999,43.860001,3197400,37.423002
"372",45.259999,45.529997,44.639998,45.009997,6514500,38.404222
"373",45.009997,45.490001,44.81,45.079999,5668800,38.46395
"374",46.729999,47.779998,46.729999,47.719998,8550600,40.716497
"375",47.499998,47.959999,47.119997,47.29,5129900,40.349606
"376",47.83,47.950001,46.949999,47.019997,4818500,40.11923
"377",47.57,48.299999,47.47,47.979999,7468600,40.938339
"378",47.939999,48.409997,47.619998,47.939999,5377700,40.904209
"379",47.63,48.339999,47.380002,48.079999,5389900,41.023663
"380",47.539998,47.719998,46.38,46.520001,6483500,39.692614
"381",44.139998,45.589997,43.309998,45.039999,23045100,38.429821
"382",44.060001,44.45,43.599997,43.909999,8908800,37.465663
"383",44.930001,44.999999,43.16,43.489999,11141400,37.107302
"384",43.320001,43.959997,43.06,43.22,8756700,36.87693
"385",44.060001,44.259998,43.349999,43.700001,6222500,37.286484
"386",44.019997,44.519998,43.599997,43.979997,9761700,37.525388
"387",44.240002,44.459998,43.06,43.24,6412000,36.893994
"388",44.159998,45.099999,44.060001,45.009997,7365600,38.404222
"389",45.209997,45.399999,44.479998,45.179999,5147700,38.549274
"390",45.389997,45.749998,45.189997,45.569997,5055000,38.882035
"391",45.539999,46.2,45.539999,46.169998,2977800,39.393979
"392",46.029998,46.479997,45.9,46.229998,2982900,39.445173
"393",46.169998,46.299996,45.330001,45.459999,3663900,38.788181
"394",45.479999,45.929998,45.459999,45.849998,3427600,39.120942
"395",45.310001,45.9,45.229997,45.779996,3537400,39.061214
"396",46.580001,46.919997,46.269998,46.509999,6395700,39.68408
"397",45.84,47.080001,45.84,47.019997,6217900,40.11923
"398",46.169998,46.999997,46,46.700001,6576300,39.846197
"399",46.04,46.34,45.959996,46.04,8730200,39.283059
"400",46.32,46.689999,46.099996,46.429999,16538000,39.615821
"401",47.23,47.400002,46.989999,47.139997,5675700,40.221618
"402",47.069999,47.499998,47.009995,47.299998,5337200,40.358137
"403",47.519998,48.139999,47.29,48.099999,5813100,41.040728
"404",48.029997,48.450001,47.839998,48.399999,6354500,41.296699
"405",48.810002,49.229998,48.439999,48.539999,5679100,41.416153
"406",48.609997,49.500001,48.459999,49.449998,7211600,42.192598
"407",49.479997,49.520001,49.129998,49.4,5745800,42.149938
"408",49.4,49.659997,49.2,49.419996,5670900,42.166999
"409",49.529999,49.680001,49.069998,49.349998,5864200,42.107274
"410",49,49.720001,48.759996,49.409998,5681000,42.158469
"411",49.700001,50.719998,49.209998,50.59,8626400,43.16529
"412",50.919998,51.349997,50.73,50.939998,7690500,43.463922
"413",50.77,51.499999,50.719998,50.719998,7124200,43.27621
"414",50.25,51.009997,50.159997,50.97,7324600,43.489521
"415",51.539999,51.759995,50.349996,50.889996,6681600,43.421259
"416",51.519999,51.84,51.419995,51.559999,5670000,43.99293
"417",51.439999,51.699999,51.110001,51.399999,3891700,43.856412
"418",52,52.309998,51.749997,52.009998,5867300,44.376886
"419",51.599995,51.84,51.439999,51.779996,4931000,44.180639
"420",51.579999,51.96,51.259999,51.609997,3552500,44.03559
"421",51.659999,51.849998,51.209997,51.650001,3053300,44.069723
"422",51.719999,52.24,51.439999,52.06,3967100,44.41955
"423",51.479999,51.490001,50.919998,51.150001,5175800,43.643104
"424",51.090001,51.139999,50.59,50.599998,5128100,43.52268
"425",50.419998,50.479998,49.34,49.659997,7332800,42.714154
"426",49.909999,49.979997,49.289998,49.459996,5807700,42.542128
"427",49.529999,50.679998,49.34,50.529996,4534700,43.462469
"428",50.959998,51.699999,50.849996,51.479999,6442000,44.279597
"429",51.689997,52.049998,51.310001,51.599995,5550700,44.382809
"430",51.519999,51.8,51.239999,51.279999,3911900,44.10757
"431",51.319999,51.729997,51.179999,51.429997,3748600,44.236588
"432",51.429997,51.650001,50.73,50.990001,14871600,43.858133
"433",50.939998,51.399999,50.439998,51.199999,6505300,44.03876
"434",51.229997,51.679999,51.169997,51.389997,4205200,44.202183
"435",51.399999,51.549997,50.63,50.849996,6163700,43.737711
"436",50.889996,51.639999,50.819998,51.330001,4393600,44.150579
"437",51.359999,51.749997,51.110001,51.450001,3652400,44.253795
"438",51.539999,51.539999,50.659998,50.889996,4537900,43.772117
"439",50.240002,50.45,49.900001,50.029999,6050100,43.032405
"440",50.209999,50.479998,49.969999,50.23,4193300,43.204432
"441",50.849996,51.209997,50.539998,51.079999,4722100,43.935544
"442",51.279999,52,51.090001,51.499999,6436700,44.2968
"443",51.330001,51.679999,50.999999,51.199999,6643200,44.03876
"444",51.569997,52.689999,51.459999,52.680001,7444200,45.311757
