"","VAR.Open","VAR.High","VAR.Low","VAR.Close","VAR.Volume","VAR.Adjusted"
"1",49.540001,50.59,49.43,50.540001,1314500,50.540001
"2",49.849998,50.919998,49.849998,50.470001,1233800,50.470001
"3",50.689999,51.25,50.279999,50.310001,1765900,50.310001
"4",50.720001,51.84,50.720001,51.810001,1084900,51.810001
"5",51.34,52.619999,51.25,52.490002,1212600,52.490002
"6",52.389999,52.790001,51.66,52.630001,1380200,52.630001
"7",52.450001,53.799999,52.450001,53.380001,1860100,53.380001
"8",53.639999,54.759998,53.639999,54.130001,2035400,54.130001
"9",54.27,54.959999,53.099998,53.220001,1557900,53.220001
"10",53.330002,53.380001,52.040001,52.91,1415600,52.91
"11",52.610001,52.939999,51.75,51.939999,1115700,51.939999
"12",52.080002,52.990002,51.84,52.669998,1119300,52.669998
"13",53.299999,53.59,52.419998,53.279999,951200,53.279999
"14",52.779999,53.07,51.439999,52.25,1862000,52.25
"15",52.240002,53.27,51.779999,52.279999,1228200,52.279999
"16",52.34,52.34,50.200001,51.77,1712000,51.77
"17",51.849998,52.240002,51.23,51.529999,907900,51.529999
"18",51.900002,52.610001,50.830002,52.380001,1549100,52.380001
"19",52.34,53.59,51.919998,53.540001,1049500,53.540001
"20",53.990002,53.990002,52.779999,53.360001,1214900,53.360001
"21",53.240002,53.759998,53.139999,53.380001,678800,53.380001
"22",53.189999,53.580002,53,53.380001,451600,53.380001
"23",53.790001,54.84,53.790001,54.68,924700,54.68
"24",54.540001,55.110001,54.189999,54.709999,969800,54.709999
"25",54.619999,54.669998,54.119999,54.540001,904400,54.540001
"26",54.279999,54.380001,53.48,53.509998,966000,53.509998
"27",53.75,54.119999,53.459999,53.900002,598400,53.900002
"28",53.23,54.540001,52.830002,54.529999,897800,54.529999
"29",54.669998,54.669998,53,53.16,704400,53.16
"30",53.919998,55.110001,53.91,54.869999,1101800,54.869999
"31",54.669998,55.900002,54.57,55.799999,958900,55.799999
"32",55.900002,56.959999,55.77,56.25,963400,56.25
"33",56.369999,56.93,55.490002,55.529999,1215200,55.529999
"34",55.360001,55.650002,54.41,54.630001,1691600,54.630001
"35",56.040001,57.419998,54.139999,54.790001,2348200,54.790001
"36",54.299999,55.59,53.700001,55.200001,716300,55.200001
"37",55.889999,56.150002,54.720001,55.09,1479800,55.09
"38",55,56.07,55,55.98,1763700,55.98
"39",56.150002,57,55.720001,56.970001,1507700,56.970001
"40",56.66,56.66,55.91,56.209999,830900,56.209999
"41",55.75,56.07,54.799999,55.799999,800800,55.799999
"42",56.119999,56.419998,55.900002,56.400002,803200,56.400002
"43",56,57.139999,55.799999,56.59,1726100,56.59
"44",55.439999,55.93,55.139999,55.389999,1178800,55.389999
"45",54.48,55.82,54.32,55.560001,1356500,55.560001
"46",55.200001,55.860001,55,55.330002,1184600,55.330002
"47",54.900002,54.98,54.330002,54.66,1071400,54.66
"48",55.189999,56.509998,55.02,56.450001,1539700,56.450001
"49",56.330002,56.52,55.759998,55.810001,954500,55.810001
"50",55.509998,55.509998,54.299999,54.75,749000,54.75
"51",54.380001,54.650002,53.470001,54.220001,748200,54.220001
"52",54.419998,55.240002,53.82,53.91,792900,53.91
"53",53.240002,53.349998,51.959999,52.080002,1245900,52.080002
"54",51.669998,53.150002,51.009998,52.830002,1339100,52.830002
"55",52.91,53.490002,52.849998,53.060001,1090800,53.060001
"56",53.299999,54.209999,52.580002,54.200001,983000,54.200001
"57",54.110001,54.200001,53.279999,53.279999,723100,53.279999
"58",52.84,53.720001,52.369999,53.240002,1021800,53.240002
"59",53.91,54.82,53.810001,54.630001,906700,54.630001
"60",54.66,55.540001,54.66,55.450001,674300,55.450001
"61",55.950001,56.509998,55.68,56.18,984500,56.18
"62",55.880001,56.240002,55.66,56.080002,1003800,56.080002
"63",56.080002,57,55.959999,56.310001,1215000,56.310001
"64",56.91,57.57,56.830002,57.080002,831300,57.080002
"65",57.099998,58.349998,57.060001,58.349998,890500,58.349998
"66",58.669998,59.490002,58.52,58.900002,1649100,58.900002
"67",58.509998,59.450001,58.509998,58.860001,580000,58.860001
"68",58.439999,59.93,58.209999,59.93,853100,59.93
"69",59.720001,59.77,58.830002,59.040001,1217900,59.040001
"70",59.419998,59.889999,58.93,59.189999,1059900,59.189999
"71",59.43,59.93,59.209999,59.82,732500,59.82
"72",59.77,60.5,59.77,60.299999,1353500,60.299999
"73",60.240002,60.549999,59.900002,59.919998,758300,59.919998
"74",59.529999,60.290001,59.220001,59.599998,905600,59.599998
"75",60,60.810001,59.830002,60.799999,1159700,60.799999
"76",59.82,60.439999,58.830002,60,2305200,60
"77",60.400002,60.490002,59.380001,60.380001,1024200,60.380001
"78",60.400002,60.98,60.130001,60.59,756500,60.59
"79",60.799999,61.380001,60.400002,60.5,1069100,60.5
"80",60.82,61.139999,60.23,60.68,644900,60.68
"81",60.52,61.009998,60.049999,60.57,613200,60.57
"82",61.310001,62,61.080002,61.779999,703300,61.779999
"83",61.689999,61.990002,61.630001,61.799999,423100,61.799999
"84",61.66,61.98,61.369999,61.93,1374600,61.93
"85",61.93,62.419998,61.419998,61.580002,1226900,61.580002
"86",61.720001,61.860001,61.139999,61.459999,876800,61.459999
"87",61.18,61.779999,60.959999,61.68,797500,61.68
"88",61.880001,62.23,61.490002,61.98,877600,61.98
"89",61.950001,62.310001,61.75,61.91,849000,61.91
"90",61.93,62.599998,61.77,62.119999,784000,62.119999
"91",62.119999,62.360001,61.75,62.25,777400,62.25
"92",61.459999,61.77,60.349998,61.400002,1189900,61.400002
"93",60.52,62,59.52,61.330002,1657700,61.330002
"94",61.450001,61.799999,60.860001,61.389999,1098700,61.389999
"95",61.419998,61.540001,60.669998,61.029999,956900,61.029999
"96",61.299999,62,61.119999,61.150002,837500,61.150002
"97",61.029999,61.830002,60.5,61.169998,1538500,61.169998
"98",60.740002,61.330002,60.380001,61.07,806900,61.07
"99",61.48,61.950001,60.59,60.709999,1158800,60.709999
"100",60.779999,63.75,60.25,63.220001,2642000,63.220001
"101",63.369999,63.369999,62.099998,62.689999,1153300,62.689999
"102",62.91,62.91,62.23,62.560001,1024800,62.560001
"103",62.459999,63.200001,62.459999,63.200001,1275800,63.200001
"104",63.779999,64.639999,63.25,64.410004,1047500,64.410004
"105",64.389999,65,64.290001,65,877200,65
"106",64.57,64.800003,64.389999,64.800003,599500,64.800003
"107",64.860001,64.900002,64.489998,64.800003,623700,64.800003
"108",64.690002,64.830002,64.019997,64.830002,694600,64.830002
"109",64.379997,64.779999,64.199997,64.660004,649700,64.660004
"110",64.279999,64.32,63.759998,64.010002,382700,64.010002
"111",63.740002,64.599998,63.470001,64.089996,416300,64.089996
"112",63.529999,63.830002,63,63.25,642600,63.25
"113",63.23,63.610001,62.880001,63.509998,662000,63.509998
"114",63.950001,64.68,63.689999,64.5,781500,64.5
"115",64.5,65.010002,64.379997,65,771900,65
"116",64.949997,65.57,64.260002,65.040001,637900,65.040001
"117",64.629997,64.650002,64.010002,64.459999,622400,64.459999
"118",64.760002,65.879997,64.739998,65.629997,563500,65.629997
"119",65.610001,65.870003,65.389999,65.519997,311600,65.519997
"120",65.080002,65.919998,65,65.730003,793800,65.730003
"121",65.010002,66.139999,64.830002,65.830002,1097200,65.830002
"122",66.510002,67.910004,66.360001,67.720001,993400,67.720001
"123",67.57,68.870003,67.480003,68.599998,894100,68.599998
"124",68.349998,69.449997,68.239998,69.230003,1173100,69.230003
"125",69.099998,69.389999,68.660004,68.870003,1521000,68.870003
