"","VAR.Open","VAR.High","VAR.Low","VAR.Close","VAR.Volume","VAR.Adjusted"
"126",69.209999,69.25,67.550003,67.629997,1650200,67.629997
"127",66.620003,67.550003,66.400002,67.370003,1216600,67.370003
"128",68.410004,69.610001,66.379997,67.220001,1515200,67.220001
"129",67.510002,67.900002,67.379997,67.730003,638200,67.730003
"130",67.93,68.449997,67.57,67.620003,847300,67.620003
"131",67.610001,68.980003,67.610001,68.370003,749000,68.370003
"132",67.900002,68.449997,67.900002,68.339996,869100,68.339996
"133",68.330002,69.889999,68.07,69.730003,1249400,69.730003
"134",69.519997,70.470001,69.519997,70.370003,1621400,70.370003
"135",70.5,70.839996,70.150002,70.449997,825200,70.449997
"136",70.769997,70.970001,70.139999,70.160004,850500,70.160004
"137",70.339996,70.769997,70.169998,70.599998,575000,70.599998
"138",70.639999,70.919998,70.330002,70.690002,676100,70.690002
"139",70.660004,70.660004,70,70.639999,740000,70.639999
"140",70.660004,70.769997,70.25,70.559998,495600,70.559998
"141",70.580002,70.690002,69.330002,69.589996,949200,69.589996
"142",70.260002,70.260002,69.470001,70.029999,578800,70.029999
"143",69.849998,69.959999,69.279999,69.279999,741200,69.279999
"144",69.790001,70.349998,69.599998,69.790001,1169500,69.790001
"145",69.800003,69.900002,69.110001,69.459999,1318800,69.459999
"146",69.139999,69.779999,69,69.589996,663400,69.589996
"147",69.449997,69.57,68.830002,69,580000,69
"148",68.830002,69.260002,68.040001,68.559998,817500,68.559998
"149",67.989998,68.760002,67.419998,68.669998,658300,68.669998
"150",68.830002,69.529999,68.779999,69.459999,633300,69.459999
"151",69.669998,69.830002,69.080002,69.580002,630400,69.580002
"152",69.550003,70,69.489998,69.980003,727800,69.980003
"153",69.879997,70.480003,69.68,70.470001,670200,70.470001
"154",70.349998,71.839996,70.349998,71.730003,1081700,71.730003
"155",71.779999,71.959999,70.489998,70.839996,557000,70.839996
"156",70.559998,71.059998,69.870003,70.599998,622800,70.599998
"157",71.059998,72.129997,70.910004,71.410004,925600,71.410004
"158",71.349998,71.68,70.779999,71.349998,590000,71.349998
"159",71.110001,71.480003,70.57,71.309998,530000,71.309998
"160",71.57,72.190002,71.160004,71.959999,764300,71.959999
"161",68.68,70.550003,67.760002,68.699997,2850500,68.699997
"162",68.610001,70.339996,68.309998,68.669998,1749400,68.669998
"163",68.68,69.040001,67.370003,67.57,1365200,67.57
"164",67.900002,68.059998,66.269997,66.900002,2644800,66.900002
"165",66.330002,67.540001,66.330002,67.199997,1283000,67.199997
"166",67.07,68.309998,66.800003,67.980003,943200,67.980003
"167",68.099998,68.099998,67.389999,67.400002,869400,67.400002
"168",67.540001,67.989998,67.160004,67.809998,1383000,67.809998
"169",67.690002,68.529999,67.610001,68.360001,739200,68.360001
"170",68.160004,68.870003,68.019997,68.459999,540500,68.459999
"171",68.220001,69.279999,68.120003,69.080002,571900,69.080002
"172",68.809998,69.360001,68.349998,69.110001,587500,69.110001
"173",69.300003,71.470001,69.300003,71.360001,980500,71.360001
"174",71.269997,71.75,70.699997,70.75,979600,70.75
"175",70.849998,71.330002,70.559998,70.910004,735800,70.910004
"176",70.620003,70.919998,70.220001,70.57,472500,70.57
"177",70.589996,70.720001,69.800003,70,1270700,70
"178",68.389999,69.239998,66.489998,68.449997,1510100,68.449997
"179",68.279999,68.440002,66.959999,67.089996,953900,67.089996
"180",67.260002,68.760002,67.010002,67.879997,862300,67.879997
"181",67.889999,69.050003,67.889999,68.660004,631500,68.660004
"182",69.019997,69.629997,68.75,69.279999,1078200,69.279999
"183",69.739998,70.519997,68.949997,69.080002,967500,69.080002
"184",68.839996,69.209999,68.510002,68.720001,886400,68.720001
"185",69.099998,71.610001,69.099998,71.459999,1410400,71.459999
"186",71.160004,71.32,70,70.5,782000,70.5
"187",70.790001,71.129997,69.349998,69.779999,934900,69.779999
"188",69.849998,70.300003,69.349998,69.690002,1036900,69.690002
"189",69.5,69.849998,67.949997,68.449997,1966200,68.449997
"190",68.019997,68.290001,67.209999,67.550003,788600,67.550003
"191",67.360001,68.160004,66.419998,67.32,861100,67.32
"192",66.57,67.309998,65.879997,66.519997,1136900,66.519997
"193",65.150002,66,64.82,65.540001,1284200,65.540001
"194",65.190002,66.010002,64.129997,64.599998,1098700,64.599998
"195",65.5,65.800003,65.099998,65.339996,1023400,65.339996
"196",65.809998,66.25,65.480003,65.769997,932000,65.769997
"197",65.889999,66.709999,65.889999,66.330002,704700,66.330002
"198",66.43,66.5,65.790001,66.269997,730200,66.269997
"199",66.059998,66.370003,65.239998,66.169998,786600,66.169998
"200",66.389999,66.589996,65.970001,66.449997,639000,66.449997
"201",66.550003,67.050003,66.309998,66.519997,742400,66.519997
"202",66.580002,67.209999,66.580002,66.959999,482100,66.959999
"203",66.82,67.410004,66.610001,67.349998,525400,67.349998
"204",67.610001,67.760002,67.110001,67.18,871400,67.18
"205",67.160004,67.879997,67.150002,67.639999,964500,67.639999
"206",68.410004,68.889999,68.050003,68.68,757100,68.68
"207",68.699997,68.940002,68.32,68.639999,477600,68.639999
"208",68.379997,69.139999,68.379997,69.07,916700,69.07
"209",69.389999,69.639999,68.550003,68.849998,970500,68.849998
"210",68.639999,69.269997,68.459999,68.779999,584500,68.779999
"211",69.059998,69.07,68.410004,68.769997,826400,68.769997
"212",68.839996,69.089996,68.599998,68.800003,470900,68.800003
"213",68.599998,69.470001,68.519997,69.330002,958600,69.330002
"214",69.489998,69.519997,68.910004,69.040001,965400,69.040001
"215",68.839996,69.32,68.629997,69.190002,511000,69.190002
"216",69.400002,69.989998,69.239998,69.75,611400,69.75
"217",69.120003,69.43,68.720001,69.160004,666600,69.160004
"218",69.32,69.739998,69.07,69.639999,451700,69.639999
"219",70.239998,71.190002,69.940002,70.550003,835300,70.550003
"220",70.860001,71.18,69.650002,70.339996,670500,70.339996
"221",70.199997,70.220001,69.139999,69.220001,1125500,69.220001
"222",69.669998,70.349998,69.540001,70.260002,990500,70.260002
"223",70.339996,71.550003,70.239998,71.43,1221400,71.43
"224",70.690002,71.849998,69.580002,70.459999,1437100,70.459999
"225",70.550003,70.550003,69.730003,70.199997,1014800,70.199997
"226",70.349998,70.949997,70.110001,70.470001,993000,70.470001
"227",70.120003,70.459999,69.839996,70.309998,702500,70.309998
"228",70.349998,70.400002,69.5,69.660004,1005000,69.660004
"229",69.440002,70,69.199997,69.510002,1088700,69.510002
"230",70,71.059998,69.949997,70.239998,808500,70.239998
"231",70.150002,70.830002,69.860001,70.449997,653300,70.449997
"232",70.550003,71.32,70.18,71.160004,1235700,71.160004
"233",71.230003,71.330002,69.980003,70.18,1181600,70.18
"234",70.120003,70.169998,69.089996,69.910004,948700,69.910004
"235",69.970001,70.290001,68.860001,69.089996,1085500,69.089996
"236",69.010002,69.089996,68.629997,68.809998,830100,68.809998
"237",68.470001,68.519997,67.949997,68.419998,767400,68.419998
"238",68.5,68.889999,68.129997,68.709999,1211000,68.709999
"239",69,69.18,68.330002,69.139999,714800,69.139999
"240",69.190002,69.25,68.440002,68.919998,1474400,68.919998
"241",68.220001,68.220001,67.279999,67.370003,1402400,67.370003
"242",67.349998,67.370003,66.879997,66.900002,844100,66.900002
"243",66.790001,67.269997,66.690002,66.93,855400,66.93
"244",66.690002,67.330002,66.599998,67.129997,991700,67.129997
"245",67.239998,67.339996,66.739998,67.010002,831500,67.010002
"246",67.220001,67.720001,66.940002,67.540001,1350100,67.540001
"247",67.349998,67.629997,66.309998,66.309998,1377600,66.309998
"248",66.419998,66.470001,65.93,66.279999,923300,66.279999
"249",65.550003,66.269997,65.339996,65.949997,983900,65.949997
"250",65.589996,65.889999,65.169998,65.400002,1099900,65.400002
"251",65.669998,66,65.279999,65.650002,892700,65.650002
"252",65.300003,65.800003,64.889999,65.610001,997500,65.610001
"253",65.639999,66.690002,65.449997,66.43,984400,66.43
"254",66.050003,66.099998,65.360001,65.480003,853500,65.480003
"255",65.580002,66.459999,65.529999,66.110001,1027400,66.110001
"256",66.540001,67.07,66.480003,66.800003,829300,66.800003
"257",66.449997,67.290001,65.949997,65.949997,1241100,65.949997
"258",66.129997,66.300003,65.18,65.43,1115600,65.43
"259",65.949997,66.379997,65.610001,66.199997,1371300,66.199997
"260",66.169998,67.610001,66.040001,67.489998,794300,67.489998
"261",67.769997,68.349998,67.43,68.110001,812900,68.110001
"262",67.919998,68.800003,67.919998,68.419998,1046700,68.419998
"263",67.730003,68.410004,66.790001,68.239998,1246500,68.239998
"264",68.199997,68.199997,66.870003,67.639999,975900,67.639999
"265",67.720001,68.980003,67.330002,68.559998,836400,68.559998
"266",68.660004,69.629997,68.510002,69.599998,712300,69.599998
"267",69.93,70.190002,69.459999,69.669998,813300,69.669998
"268",69.529999,70.400002,69.529999,70.019997,592000,70.019997
"269",70.160004,70.980003,69.870003,70.870003,781300,70.870003
"270",70.660004,70.889999,70.349998,70.620003,611100,70.620003
"271",70.610001,71,70.360001,70.989998,688600,70.989998
"272",71.199997,71.580002,71.07,71.360001,593600,71.360001
"273",70.400002,70.910004,70.400002,70.769997,694800,70.769997
"274",70.709999,71.300003,70.290001,70.720001,1227700,70.720001
"275",70.230003,71.150002,70.220001,70.279999,857200,70.279999
"276",70.720001,71.389999,70.529999,70.790001,670400,70.790001
"277",71.029999,71.230003,69.940002,70.050003,734300,70.050003
"278",70.360001,70.589996,69.900002,70.389999,473100,70.389999
"279",70.080002,70.300003,69.160004,69.610001,389200,69.610001
"280",70.440002,70.980003,69.910004,70.919998,719500,70.919998
"281",70.900002,70.900002,70.040001,70.190002,492800,70.190002
"282",70.650002,71.330002,70.510002,71.279999,745700,71.279999
"283",71.18,71.230003,70.540001,70.919998,484900,70.919998
"284",70.25,70.5,69.970001,70.190002,465900,70.190002
"285",70.349998,70.349998,68.510002,68.57,599800,68.57
"286",68.25,68.489998,67.029999,67.120003,2093000,67.120003
"287",63.77,64.209999,61.709999,62,4272600,62
"288",61.68,63.16,61,62.759998,1870700,62.759998
"289",62.610001,63.099998,59.959999,60.380001,1808700,60.380001
"290",59.990002,61.23,59.990002,60.43,2352900,60.43
"291",60.549999,60.84,58.73,60.110001,1655900,60.110001
"292",59.529999,59.959999,56.810001,57,1985400,57
"293",57.52,59.380001,56.66,57.91,3002700,57.91
"294",56.700001,57.509998,52.549999,52.66,2057100,52.66
"295",53.040001,55.529999,52.529999,55.419998,2146600,55.419998
"296",54.5,54.959999,51.490002,51.68,4214600,51.68
"297",52.029999,54.91,51.919998,54.189999,2521000,54.189999
"298",54.599998,55.82,54.200001,55.439999,1169900,55.439999
"299",55.419998,56.869999,55.02,56.650002,2277500,56.650002
"300",56.290001,57.23,55.900002,57.029999,1382000,57.029999
"301",57.380001,57.790001,55.91,56.400002,1468200,56.400002
"302",55.040001,55.049999,52.52,53.009998,1968500,53.009998
"303",52.380001,53.380001,52.060001,52.48,1453800,52.48
"304",53.540001,53.740002,52.279999,52.470001,796500,52.470001
"305",52.68,54.66,52.32,54.619999,1223900,54.619999
"306",54.610001,55.209999,53.900002,55.200001,1586800,55.200001
"307",55.349998,55.509998,53.610001,54.200001,1198200,54.200001
"308",53.93,55.77,52.759998,55.610001,1861400,55.610001
"309",55.959999,57.139999,55.959999,57.139999,1307300,57.139999
"310",57.290001,57.459999,56.040001,56.77,1317900,56.77
"311",57.220001,57.630001,56.279999,56.959999,1191700,56.959999
"312",56.73,56.73,55.040001,55.25,2250700,55.25
"313",53.59,54.59,53.189999,53.380001,1524100,53.380001
"314",51.869999,53.419998,51.639999,53.25,1454700,53.25
"315",54.080002,55.040001,53.689999,54.860001,2054600,54.860001
"316",54.450001,54.919998,53.57,53.810001,1145600,53.810001
"317",53.310001,53.310001,51.439999,51.560001,1404300,51.560001
"318",50.880001,51.299999,50.110001,51.169998,1802900,51.169998
"319",51.41,51.509998,50.740002,51.23,1549300,51.23
"320",51.610001,53.200001,50.82,52.52,2124900,52.52
"321",53.25,53.919998,52.290001,53.689999,2207200,53.689999
"322",54.009998,54.360001,53.52,53.880001,1390900,53.880001
"323",52.889999,52.93,51.900002,52.439999,1614200,52.439999
"324",52.720001,54,52.720001,53.290001,1562500,53.290001
"325",53.380001,53.400002,50.950001,50.959999,1179200,50.959999
"326",49.73,50.48,49.16,49.630001,1868200,49.630001
"327",49.470001,50.459999,49.400002,49.849998,1516700,49.849998
"328",50.290001,51.18,49.68,51.130001,1093800,51.130001
"329",52.330002,55.130001,52.27,54.27,2379900,54.27
"330",54.07,54.200001,52.040001,52.099998,1886300,52.099998
"331",53.169998,53.299999,51.099998,52.099998,1458100,52.099998
"332",51.740002,53.290001,51.459999,52.16,1565700,52.16
"333",51.759998,52.169998,49.939999,50.099998,1859800,50.099998
"334",49,51.98,48.720001,51.959999,1500000,51.959999
"335",51.919998,55.07,51.919998,53.380001,2302100,53.380001
"336",53.439999,55.09,52.650002,54.580002,2120700,54.580002
"337",54.799999,56,54.189999,54.950001,2050100,54.950001
"338",56.009998,57.150002,55.709999,56.959999,1411500,56.959999
"339",56.540001,57.41,56.099998,56.299999,1190500,56.299999
"340",56.529999,56.790001,55.919998,55.939999,1230200,55.939999
"341",55.810001,56.299999,55.349998,55.959999,1358000,55.959999
"342",56.759998,56.990002,56.029999,56.549999,804400,56.549999
"343",56.57,56.57,54.610001,54.959999,1058900,54.959999
"344",55.07,56.759998,54.43,55.950001,1214500,55.950001
"345",56.200001,56.990002,55.939999,56,1244900,56
"346",55.939999,56.310001,55.200001,55.880001,967800,55.880001
"347",56.650002,57.939999,56.310001,57.68,961000,57.68
"348",57.57,59.720001,57.57,59.509998,1109000,59.509998
"349",59.48,59.48,57.43,57.599998,1387500,57.599998
"350",58.209999,58.560001,56.709999,56.84,1855300,56.84
"351",59.560001,59.91,57.57,59.52,2033800,59.52
"352",59.009998,62.439999,57.869999,60.57,2788300,60.57
"353",59.580002,59.91,58.689999,58.720001,1572000,58.720001
"354",56.790001,57.169998,55.810001,55.98,2102900,55.98
"355",56.84,56.990002,55.990002,56.209999,1400800,56.209999
"356",56.970001,57.110001,56.049999,57.110001,1441200,57.110001
"357",56.650002,58.720001,56.57,57.98,1579000,57.98
"358",58.110001,58.27,56.900002,58.18,875100,58.18
"359",58.369999,59.110001,57.900002,59.040001,847200,59.040001
"360",57.560001,57.880001,56.150002,56.389999,1039300,56.389999
"361",57.119999,57.529999,56.41,56.91,772200,56.91
"362",57.77,58.380001,57.740002,57.900002,412700,57.900002
"363",57.389999,57.950001,56.799999,57.049999,637400,57.049999
"364",56.759998,61.150002,56.57,60.599998,3035400,60.599998
"365",59.16,60.77,58.900002,59.830002,1654700,59.830002
"366",59.779999,59.779999,58.27,58.580002,1050700,58.580002
"367",58.880001,58.919998,58,58.049999,643000,58.049999
"368",57.169998,57.639999,56.709999,57.290001,1038600,57.290001
"369",57.34,58.279999,56.869999,57.650002,1109200,57.650002
"370",57.110001,57.25,56.380001,56.529999,921200,56.529999
"371",56.450001,57.5,56.290001,56.869999,644300,56.869999
"372",58.639999,59.279999,58.119999,58.639999,1029900,58.639999
"373",58.82,59.830002,58.619999,58.990002,978800,58.990002
"374",61.169998,62.360001,61.009998,62.23,1430100,62.23
"375",61.939999,63.68,61.869999,63.060001,1066800,63.060001
"376",63.849998,64.739998,62.470001,62.830002,1611000,62.830002
"377",64.169998,64.5,63.669998,64.18,1067800,64.18
"378",64.400002,64.760002,63.860001,64.43,1060300,64.43
"379",64.5,64.889999,63.599998,64.540001,765700,64.540001
"380",64.18,64.410004,62.939999,63.07,1018300,63.07
"381",63.529999,64.739998,63.310001,64.419998,716700,64.419998
"382",63.900002,64.779999,63.57,64.75,1239600,64.75
"383",65,65.290001,63.630001,64.019997,1213700,64.019997
"384",63.720001,63.860001,63.029999,63.09,960100,63.09
"385",63.93,64.010002,63.419998,63.560001,599600,63.560001
"386",64.120003,64.260002,63.029999,63.189999,1387400,63.189999
"387",63.66,63.98,63.040001,63.200001,729300,63.200001
"388",64.43,65.410004,64.18,65.019997,706300,65.019997
"389",65.110001,65.440002,64.629997,65.209999,674300,65.209999
"390",65.57,66.059998,65.25,65.589996,614300,65.589996
"391",65.940002,66.269997,65.660004,66.209999,327000,66.209999
"392",66.029999,66.879997,66.010002,66.68,344500,66.68
"393",66.519997,66.57,65.489998,65.769997,492500,65.769997
"394",65.910004,66.879997,65.540001,66.830002,427500,66.830002
"395",66.910004,67.82,66.650002,67.129997,863200,67.129997
"396",67.949997,69.769997,67.730003,69.300003,1210400,69.300003
"397",68.970001,69.110001,68.190002,68.269997,1167500,68.269997
"398",67.970001,68.639999,67.540001,68.550003,1401300,68.550003
"399",68.540001,69.050003,67.849998,68.900002,676800,68.900002
"400",68.940002,69.669998,68.669998,69.089996,962200,69.089996
"401",69.889999,69.980003,68.699997,69.510002,1159200,69.510002
"402",69.199997,69.849998,69.150002,69.459999,599200,69.459999
"403",69.589996,71.949997,69.129997,71.699997,1452100,71.699997
"404",71.099998,71.099998,69.970001,70.050003,904500,70.050003
"405",70.839996,71.470001,70.339996,70.400002,574700,70.400002
"406",70.199997,70.769997,69.419998,70.639999,621600,70.639999
"407",70.940002,71.919998,70.769997,71.699997,889900,71.699997
"408",71.040001,71.050003,68.360001,69.099998,1969400,69.099998
"409",69.099998,69.650002,68.190002,68.580002,1274400,68.580002
"410",68.300003,69.239998,68.040001,68.510002,1131400,68.510002
"411",68.559998,70.120003,68.559998,69.239998,1574000,69.239998
"412",70.410004,70.410004,65,67.300003,3503600,67.300003
"413",66.959999,67.309998,65.760002,66.089996,1722500,66.089996
"414",65.339996,65.739998,64.93,65.559998,1139400,65.559998
"415",65.800003,66.43,65.019997,65.870003,1303000,65.870003
"416",66.349998,67,66.129997,66.720001,1345800,66.720001
"417",66.760002,67.470001,66.379997,66.949997,821500,66.949997
"418",67.489998,68.349998,67.410004,67.769997,689600,67.769997
"419",67.309998,68.089996,66.940002,67.709999,529700,67.709999
"420",67.419998,67.82,66.779999,67.5,652400,67.5
"421",67.480003,67.589996,65.709999,66.25,1225900,66.25
"422",66.580002,66.589996,64.800003,64.870003,1110900,64.870003
"423",64.389999,65.269997,64.220001,64.730003,1010700,64.730003
"424",65.800003,66.269997,65.019997,65.120003,1151900,65.120003
"425",65.25,66.260002,64.839996,65.769997,840100,65.769997
"426",65.849998,67,65.699997,66.129997,683900,66.129997
"427",66.199997,67.480003,66.059998,67.099998,745400,67.099998
"428",67.239998,67.419998,66.370003,66.440002,469000,66.440002
"429",66.669998,66.879997,65.889999,66.099998,519200,66.099998
"430",66.010002,66.629997,65.690002,65.82,639700,65.82
"431",65.629997,66.150002,65.150002,65.989998,468400,65.989998
"432",66.160004,66.889999,65.910004,66.559998,403900,66.559998
"433",65.889999,66.559998,65.370003,66.449997,498900,66.449997
"434",66.550003,67.07,66.199997,66.400002,589600,66.400002
"435",66.370003,66.449997,65.110001,65.25,962700,65.25
"436",65.139999,66.019997,65.139999,65.919998,631500,65.919998
"437",65.790001,66.559998,65.769997,66.199997,811800,66.199997
"438",65.879997,66.260002,65.360001,65.889999,1001700,65.889999
"439",65.190002,65.269997,64.300003,64.480003,1132000,64.480003
"440",64.650002,65.660004,64.650002,65.43,1114700,65.43
"441",65.93,67.150002,65.709999,67.059998,772500,67.059998
"442",67.190002,68.410004,67.059998,67.169998,881100,67.169998
"443",67.739998,68.209999,67.239998,67.349998,909800,67.349998
"444",68.089996,69.110001,67.5,69.07,822900,69.07
"445",69.07,70.360001,69.07,69.650002,1102400,69.650002
"446",69.550003,70.82,69.099998,70.800003,811300,70.800003
"447",70.949997,71,70.330002,70.57,1056100,70.57
"448",70.089996,70.739998,69.779999,70.540001,682400,70.540001
"449",70.059998,70.220001,69.480003,70.209999,747200,70.209999
"450",70.160004,70.160004,69.099998,69.889999,738500,69.889999
"451",69.339996,69.550003,68.610001,69.199997,812700,69.199997
"452",69.370003,69.580002,68.470001,68.970001,671300,68.970001
"453",69.440002,69.940002,69.169998,69.919998,582900,69.919998
"454",69.980003,70.459999,69.68,69.970001,671900,69.970001
"455",70.099998,70.349998,68.419998,68.919998,725100,68.919998
"456",68.57,69.300003,68.410004,68.800003,475100,68.800003
"457",69.239998,69.300003,68.589996,68.959999,484200,68.959999
"458",68.68,69.269997,68.620003,69.080002,594500,69.080002
"459",68.910004,69.769997,68.660004,69.559998,811200,69.559998
