"","EOG.Open","EOG.High","EOG.Low","EOG.Close","EOG.Volume","EOG.Adjusted"
"96",98.029999,98.919998,97.120003,97.459999,2669400,47.398761
"97",96.860001,97.68,95.18,95.75,4025000,46.567119
"98",94.919998,95.900002,93.660004,95.760002,3506000,46.571984
"99",96.389999,96.910004,94.339996,94.940002,2881000,46.173185
"100",94.519997,96.029999,94.139999,95.720001,4066800,46.55253
"101",96.879997,97.910004,95.360001,96.07,2844000,46.722748
"102",97.169998,98.360001,95.860001,97.739998,4069000,47.534936
"103",90.489998,90.5,86,88.639999,32201000,43.109237
"104",89.760002,89.760002,86.309998,88.290001,12523800,42.939018
"105",88.660004,88.860001,87,88.610001,7278200,43.094647
"106",89.209999,91.339996,88.75,89.459999,9334800,43.508036
"107",90.139999,92.809998,89.860001,91.989998,8864000,44.738477
"108",92.410004,94.089996,92.07,93.879997,5630200,45.657661
"109",93.220001,95,93.220001,94.110001,4416000,45.769521
"110",93.110001,93.449997,91.230003,92.050003,4709800,44.76766
"111",93.5,94.220001,92.080002,92.43,4264800,44.952468
"112",91.419998,91.419998,89.599998,91.050003,5232200,44.28132
"113",91.279999,91.919998,89.980003,90.169998,4036200,43.853337
"114",90.510002,92.720001,90.050003,92.110001,4851400,44.79684
"115",91.650002,93.07,91.139999,92.959999,4420400,45.210228
"116",92.690002,93.629997,90.980003,92.5,2544000,44.986512
"117",91.150002,91.199997,88.5,88.699997,5899600,43.138416
"118",89.300003,90.050003,88.540001,89.800003,3512800,43.673394
"119",88.970001,89.800003,88.839996,88.919998,924000,43.245412
"120",88.639999,89.629997,87.610001,89.220001,3600200,43.391315
"121",88.419998,89.870003,88.010002,88.949997,4456400,43.260001
"122",90.489998,91.720001,89.559998,91.629997,4811200,44.563394
"123",91.529999,93.989998,91.529999,93.860001,3973200,45.647936
"124",93.459999,94,92.779999,93.739998,3337800,45.589574
"125",93.550003,94.699997,93.510002,94.379997,2933400,45.900831
"126",95.550003,96.07,92.43,92.709999,4757200,45.088643
"127",93.169998,93.529999,91.410004,92.199997,2988600,44.840608
"128",92.349998,93.410004,91.769997,92.230003,4115200,44.855202
"129",91.93,92.43,90.730003,90.75,3956000,44.135416
"130",91.5,92.5,90.589996,90.699997,4532800,44.111097
"131",90.82,92.089996,90.18,91.650002,3678000,44.573123
"132",91.349998,92.190002,89.849998,90.120003,3600800,43.829023
"133",90.169998,90.709999,89.760002,90.510002,2003800,44.018695
"134",90.410004,91.800003,90.080002,91.669998,4847000,44.582848
"135",91.870003,92,89.879997,91.459999,4067000,44.480717
"136",91.730003,92.449997,91.089996,91.650002,1700000,44.573123
"137",91.910004,92.57,91.459999,92.199997,1766800,44.840608
"138",90.589996,92.059998,90.309998,91.449997,4685800,44.475853
"139",91.25,91.43,89.529999,90.120003,2715800,43.829023
"140",90.510002,90.650002,89.919998,89.980003,2696200,43.760935
"141",90.470001,91.540001,89.970001,91.190002,2110200,44.349407
"142",91.220001,92.059998,90.870003,91.75,2328400,44.621757
"143",91.650002,92.120003,91.309998,91.410004,2042400,44.456403
"144",92.449997,93.5,92.269997,92.349998,3500800,44.91356
"145",93.080002,93.279999,91.389999,92.139999,4125400,44.811429
"146",91.260002,92.989998,90.839996,92.330002,3472600,44.903835
"147",93.349998,94.43,92.300003,92.82,5178400,45.142141
"148",93.260002,94.349998,92.910004,94.260002,4830200,45.842473
"149",94.150002,95,93.82,94.949997,5149600,46.178045
"150",95.440002,96.870003,94.779999,96.730003,5838400,47.043735
"151",97.489998,99.32,96.93,98.489998,5176800,47.976568
"152",98.230003,98.580002,97.040001,97.860001,3336400,47.669683
"153",97.800003,100.709999,97.25,100.580002,4361200,48.994654
"154",100.830002,103.209999,100.330002,102.879997,6014600,50.11503
"155",102.849998,103,100.769997,101.440002,5794800,49.413578
"156",99.779999,101.489998,99.230003,101.360001,4891600,49.374608
"157",101.989998,102.580002,100.5,101.720001,4812000,49.549972
"158",101.349998,102.129997,100.610001,101.730003,3284600,49.554844
"159",101.580002,101.580002,98.940002,99.870003,3947600,48.648798
"160",100.379997,102.940002,100.25,102.279999,4638400,49.822758
"161",101.910004,104.139999,101.730003,103.25,5182200,50.295266
"162",103.370003,105.150002,102.169998,102.529999,5658800,49.944539
"163",102.739998,106.580002,102.739998,106.389999,4616000,51.824827
"164",106.720001,108.269997,105.849998,107.379997,4528000,52.307076
"165",107.010002,108.290001,106.339996,107.239998,2989600,52.238879
"166",106.889999,107.239998,105.620003,107.050003,1949000,52.146329
"167",107.300003,107.489998,105.709999,106.779999,3308400,52.014804
"168",107.360001,108.470001,105.440002,105.589996,3483600,51.435128
"169",105.82,105.82,103.550003,104.760002,4232000,51.030821
"170",104.300003,105.32,102.760002,103.949997,3408200,50.63625
"171",103.470001,104.690002,103.089996,104.239998,3645600,50.777515
"172",103.830002,104.510002,103.050003,103.300003,3040400,50.319624
"173",103.349998,106.529999,103.349998,104.900002,4243000,51.099017
"174",104.790001,106.190002,103.160004,103.550003,4232000,50.441404
"175",104.07,105.349998,102.940002,102.989998,4648400,50.168614
"176",103.279999,104.580002,102.339996,104.220001,6126400,50.767775
"177",106.839996,109.800003,106.809998,108.889999,7652200,53.04263
"178",109.860001,111.629997,108.089996,108.32,5797800,52.764971
"179",108.510002,114.739998,108.510002,114.389999,8300000,55.721797
"180",114.589996,115.169998,109.800003,110.169998,7247000,53.666144
"181",110.699997,112.489998,110.040001,111.75,3297800,54.435797
"182",112.089996,113.239998,111.550003,112.309998,3500200,54.708584
"183",109.5,112.190002,107.870003,107.93,9073000,52.574994
"184",105.849998,108.949997,104.379997,108.690002,15563600,52.945207
"185",109.309998,111.269997,107.980003,111.089996,6069800,54.114295
"186",110.809998,111.580002,108.389999,109.379997,4348800,53.281318
"187",110.239998,111.389999,108.18,108.580002,3717000,52.891623
"188",108.540001,108.900002,106.07,106.199997,3493200,51.732273
"189",106.139999,107.629997,105.199997,105.800003,3472400,51.537427
"190",104.529999,104.529999,102.410004,102.830002,5261800,50.090676
"191",102.610001,106.550003,102,105.650002,3767200,51.464358
"192",105.07,107.099998,104.129997,106.529999,3951200,51.893023
"193",103.279999,106.480003,102.650002,105.440002,4851800,51.362063
"194",105.800003,107.510002,103.07,104.489998,5072200,50.899296
"195",106.769997,109.160004,105.870003,108.68,4200000,52.940335
"196",109.760002,110.449997,107.040001,107.93,5936600,52.574994
"197",109.489998,111.459999,109,111.400002,4526000,54.265305
"198",112.339996,114.43,112.010002,113.360001,6558200,55.220062
"199",113.43,114.07,112,114.07,8087600,55.565918
"200",114.910004,115.699997,113.019997,115.550003,5755800,56.286859
"201",115.82,118.129997,114.760002,117.540001,5161000,57.256229
"202",116.769997,119.709999,116.339996,118.440002,6207200,57.694639
"203",117.510002,119.760002,115.800003,119.669998,6065400,58.293796
"204",120.300003,121.440002,118.360001,119.190002,7209400,58.05998
"205",119.239998,120.099998,118.419998,118.510002,5689400,57.728737
"206",119.169998,119.300003,117.82,118.389999,8316600,57.670281
"207",118.900002,119.82,118.07,118.370003,3827600,57.660541
"208",118.040001,118.739998,116.629997,116.919998,3861200,56.954213
"209",117.730003,117.959999,114.760002,114.809998,4067400,55.926387
"210",114.529999,115.68,112.760002,114.660004,4410400,55.853321
"211",115.459999,116.389999,113.800003,114.660004,3438800,55.853321
"212",114.559998,114.980003,111.860001,112.669998,2872000,54.883947
"213",111.529999,111.529999,108.160004,109.230003,5550400,53.208253
"214",110.089996,112.190002,109.639999,110.610001,3883000,53.959518
"215",109.699997,111.290001,108.699997,110.720001,3631600,54.01318
"216",110.849998,111.870003,109.559998,111.040001,3491400,54.169287
"217",109.709999,110.400002,107.839996,109.870003,3455800,53.59852
"218",109.910004,110.389999,108.489998,109.470001,3066000,53.403385
"219",111.330002,112.010002,110.449997,111.82,3606400,54.549798
"220",111.330002,112.279999,110.599998,111.870003,2048000,54.574192
"221",111.989998,112.190002,109.730003,110.339996,1935800,53.8278
"222",110.739998,111.769997,109.980003,111.720001,2200000,54.501016
"223",112.010002,112.199997,109.190002,111.760002,2500400,54.520529
"224",111.610001,113.050003,110.330002,111.980003,3068000,54.627854
"225",111.849998,113.550003,111.080002,113.050003,2631200,55.149838
"226",113.480003,113.800003,110.470001,110.940002,3705000,54.120504
"227",110.690002,110.699997,107.230003,108.150002,4120400,52.759442
"228",107.760002,107.760002,104.839996,106.279999,3866600,51.847188
"229",104.260002,105.43,101.839996,104.349998,6925400,50.905664
"230",109,111.360001,106.129997,107.440002,7192600,52.413079
"231",110.230003,111.900002,109.5,111.32,4764600,54.305881
"232",111.419998,111.779999,109.779999,110.849998,3331600,54.076597
"233",110.449997,110.68,106,106.690002,4347000,52.047202
"234",105.459999,106.910004,104.129997,105.519997,4428600,51.476431
"235",105.82,106.800003,104.410004,105.440002,3634800,51.437407
"236",105.169998,107.709999,104.230003,104.699997,3133600,51.076406
"237",104.129997,106.18,103.769997,105.610001,3940800,51.520339
"238",105.889999,107.470001,105.5,106.620003,3874200,52.013054
"239",106.970001,107.220001,105.07,105.989998,3097000,51.705715
"240",106.07,107.940002,104.879997,106.849998,4046400,52.125254
"241",105.099998,105.599998,103.970001,104.25,3889000,50.856882
"242",105.169998,107.089996,104.849998,106.059998,4681400,51.739863
"243",105.5,107.919998,105.5,107.199997,3190400,52.295996
"244",106.699997,107.5,105.389999,107.230003,2363800,52.310634
"245",107.879997,109.080002,107.389999,108.150002,2603400,52.759442
"246",110.010002,110.190002,107.099998,109.139999,3567400,53.242398
"247",109.510002,111.669998,107.959999,108.190002,6434800,52.778956
"248",108.410004,111.709999,108.410004,110.910004,6241000,54.10587
"249",109.349998,111.790001,107.800003,110.559998,4492400,53.935124
"250",110.540001,112.040001,109.029999,109.059998,5428800,53.203371
"251",109.510002,110.040001,108.019997,108.050003,4261000,52.710659
"252",108.120003,110.860001,108.120003,108.940002,3959800,53.144833
"253",109.559998,111.169998,109.029999,110.779999,3680400,54.042449
"254",110,110.459999,107.57,107.669998,3801000,52.525279
"255",107.989998,108.559998,103.650002,104.709999,5597000,51.081286
"256",106.260002,106.980003,104.620003,105.029999,5366400,51.237393
"257",104.150002,105.330002,102.25,102.870003,5424200,50.18367
"258",102.559998,103.550003,101.25,101.610001,5596400,49.568995
"259",102.410004,102.989998,100.709999,102.25,5916000,49.88121
"260",101.510002,101.910004,100.220001,100.900002,5040400,49.222632
"261",101.510002,103.18,101.230003,102.190002,4096800,49.851941
"262",101.730003,103.400002,101.220001,101.339996,5531800,49.437278
"263",99.059998,100.239998,96.620003,100.160004,5682800,48.861635
"264",100.080002,100.410004,98.07,98.269997,3929200,47.939622
"265",97.400002,100.43,97.209999,100.330002,5812400,48.944566
"266",100.599998,102.790001,99.989998,102.410004,3730000,49.959266
"267",102.629997,104.160004,101.589996,103.099998,3681200,50.29587
"268",103.550003,104.830002,103.239998,104.550003,3776600,51.003234
"269",104.370003,104.559998,102.389999,103.080002,6685000,50.286115
"270",103.309998,104.989998,102.949997,103.239998,2969800,50.364166
"271",103.040001,103.32,101.75,102.269997,2543800,49.890965
"272",103.669998,104.010002,102.440002,103.550003,3802200,50.515398
"273",101.980003,102.620003,101.160004,101.919998,3406200,49.720223
"274",100.440002,100.440002,98.57,99.010002,3145200,48.300623
"275",98.839996,100.110001,98.529999,98.889999,3965800,48.242081
"276",99.510002,101.089996,98.580002,98.940002,3888000,48.344696
"277",99.459999,99.580002,96.400002,96.709999,5437800,47.255058
"278",100,102.120003,99.739998,101.190002,13502400,49.444106
"279",101.389999,102.589996,100.480003,101.519997,5338400,49.60535
"280",102,104.279999,102,104.029999,4730200,50.831803
"281",104.809998,104.809998,103.529999,103.809998,4192600,50.724304
"282",104.639999,105.900002,104.089996,105.559998,3878600,51.579401
"283",105.550003,106.599998,105.010002,106.57,3288400,52.072914
"284",105.199997,107.459999,104.800003,106.209999,3798400,51.897009
"285",106.209999,107.879997,104.620003,106.57,4235200,52.072914
"286",106,106.019997,103.970001,104.07,4082000,50.851348
"287",104.040001,105.330002,103.07,103.43,4736800,50.538628
"288",102.18,103.360001,101.5,102,6388800,49.839892
"289",103.889999,104.32,100.489998,101.620003,3660800,49.654215
"290",100.860001,102.370003,99.080002,99.209999,4176600,48.476624
"291",99.269997,99.330002,95.57,97.980003,6110800,47.875615
"292",96.510002,96.510002,91.449997,92.129997,8768800,45.017148
"293",98.269997,101.220001,93.400002,95.919998,18031400,46.869043
"294",93.599998,93.809998,87.059998,88.599998,11371400,43.292297
"295",90.279999,91.900002,86.099998,90.860001,14977600,44.396594
"296",90.510002,91.080002,86.68,86.989998,11145200,42.505609
"297",87.959999,94.279999,86.949997,93.139999,9001200,45.510662
"298",96.779999,97.830002,93.139999,94.150002,7189600,46.004175
"299",95.190002,96.480003,94.629997,96.290001,5036000,47.049836
"300",95,95.699997,93.110001,94.580002,5794800,46.214285
"301",95.269997,97.050003,93.019997,94,4094600,45.930881
"302",91.660004,91.660004,86.849998,87.629997,7368400,42.818329
"303",86.620003,89.769997,86.5,87.57,6513600,42.789013
"304",89.900002,90.5,85.849998,86.349998,6204800,42.192888
"305",86.32,89,85.580002,88.970001,7207200,43.473091
"306",88.349998,90.029999,87.839996,89.919998,4626000,43.937284
"307",90.620003,91.230003,87.529999,88.260002,5556200,43.126166
"308",87.739998,90.160004,86,89.849998,4555800,43.90308
"309",91.220001,91.68,89.809998,91.550003,4200600,44.733748
"310",91.099998,92.75,89.75,92.199997,3328600,45.051352
"311",92.980003,94.169998,91.440002,92.589996,5493600,45.241916
"312",93.32,94.160004,91.290001,91.419998,3392800,44.670224
"313",89.349998,90.190002,87.82,88.349998,4919600,43.170141
"314",85.739998,87.110001,84.93,86.959999,5123200,42.49095
"315",88.480003,90.849998,88.099998,90.669998,3595000,44.303754
"316",89.620003,91.970001,88.769997,89.25,4854600,43.609905
"317",87.309998,88.279999,84.910004,85.32,5251200,41.689604
"318",84.529999,86.160004,83.919998,86.110001,4431800,42.075619
"319",86.43,87.419998,85.32,86.75,3189600,42.388339
"320",85.860001,88.860001,85.099998,87.75,4477600,42.876966
"321",88.870003,90.400002,88.120003,90.400002,3907000,44.171826
"322",91.129997,91.25,89.25,90.160004,5116800,44.054557
"323",88.120003,88.620003,85.959999,87.760002,3672000,42.881853
"324",88.209999,89.550003,86.870003,87.120003,3761600,42.569132
"325",86.970001,88.309998,83.410004,83.43,4491200,40.7661
"326",80.830002,80.93,75.129997,76.75,10625000,37.502075
"327",75.360001,77.169998,73.349998,73.720001,7707800,36.021538
"328",75.260002,76.790001,73.139999,76.68,7592000,37.467872
"329",78.650002,80.519997,78.040001,78.610001,6291800,38.410921
"330",78.730003,78.800003,74.139999,74.290001,4861000,36.300055
"331",76.029999,76.360001,71.879997,73.779999,6866600,36.050855
"332",71.389999,72.760002,69.550003,71.010002,7677800,34.697361
"333",70.139999,70.239998,67.790001,68.410004,9832600,33.426933
"334",67.339996,74.029999,66.809998,73.660004,12197400,35.992222
"335",73.709999,76.949997,73.220001,76.800003,7513400,37.526508
"336",76.370003,78.910004,75.510002,78.540001,5830000,38.376717
"337",79.050003,79.230003,74.730003,74.900002,6520600,36.598117
"338",76.839996,79.449997,76.739998,79.410004,5093800,38.801823
"339",78.639999,80.489998,77.970001,80.139999,6092600,39.158519
"340",80.800003,82.690002,80.300003,80.949997,4541200,39.554305
"341",80.019997,80.529999,77.639999,80.220001,4819000,39.275237
"342",82.089996,84.07,81.709999,83.980003,4630600,41.116112
"343",83.300003,84.099998,81.120003,81.410004,3861600,39.857855
"344",81.519997,86.610001,80.230003,86.019997,7436200,42.11488
"345",85.660004,89.18,85.510002,87.870003,8468200,43.020632
"346",87.510002,88.040001,85.089996,87.339996,6293400,42.761144
"347",88.959999,91.080002,88.209999,90.620003,5544800,44.367016
"348",91.110001,91.809998,90.239998,91.080002,6153600,44.592229
"349",91.080002,91.080002,87.25,87.519997,6034200,42.849272
"350",88.980003,89.269997,86.339996,87.419998,7715600,42.800313
"351",91,94,89.830002,92.839996,7409200,45.453912
"352",91.639999,95.260002,91.629997,95.18,6090000,46.599564
"353",93.389999,93.5,89.300003,89.43,5455200,43.784398
"354",85.989998,87,83.879997,85.879997,7520600,42.046338
"355",90.720001,97.82,90.129997,96.040001,16995200,47.020615
"356",97.580002,100.610001,96.190002,100.029999,9132800,48.974094
"357",98.839996,102.519997,98.279999,101.68,7401600,49.781925
"358",101.480003,102.400002,99.730003,101.169998,5557800,49.532231
"359",101.75,102.239998,99.449997,101.910004,4995600,49.894534
"360",99.440002,100.660004,98,98.230003,5810000,48.092827
"361",99.410004,100.769997,98.43,100.040001,4688400,48.978991
"362",101.209999,104.050003,101.169998,104.010002,4880000,50.92268
"363",102.940002,104.470001,101.300003,103.769997,5572800,50.805175
"364",103.330002,103.919998,102,102.360001,3845400,50.11485
"365",101.940002,103.410004,100.540001,100.690002,8456600,49.297228
"366",100.400002,101.300003,96.160004,97.019997,5014400,47.500415
"367",98.370003,99.860001,96.029999,97.839996,4463200,47.901882
"368",95.709999,96.650002,94.050003,96.010002,2933000,47.005928
"369",95.580002,96.309998,93.639999,94.980003,3498800,46.501647
"370",93.610001,93.889999,91.389999,91.610001,4856000,44.851713
"371",90.849998,92.839996,90.769997,90.870003,1223400,44.489415
"372",93.989998,96.790001,93.860001,95.589996,3889800,46.800296
"373",96.269997,98.919998,96.010002,98.230003,5018400,48.092827
"374",102.040001,104.410004,102.040001,103.739998,7282400,50.790488
"375",103.629997,104.989998,101.690002,102.529999,3870200,50.19808
"376",103.790001,104,102.120003,102.559998,3256000,50.212767
"377",103.989998,104.860001,101.230003,102.110001,5158000,49.992451
"378",102.459999,106.199997,102.080002,104.889999,4272200,51.353522
"379",104.110001,104.290001,101.660004,103.029999,4165800,50.442877
"380",102.540001,104.580002,100.129997,100.629997,4964600,49.26785
"381",100.470001,104.419998,100.470001,103.75,5692400,50.795385
"382",102.089996,102.260002,99.150002,101.050003,4360000,49.473482
"383",101.760002,103.129997,97.160004,98.5,5826000,48.225016
"384",96.980003,97.059998,93.110001,93.169998,9268200,45.615479
"385",94.559998,95.559998,93.010002,94.440002,6036000,46.237265
"386",95.43,97.900002,94.739998,97.68,7302000,47.823549
"387",97.510002,97.730003,95.199997,95.57,3772400,46.790505
"388",97.839996,99.190002,97.349998,97.970001,4700800,47.965532
"389",98.25,98.690002,96.519997,98.18,4880600,48.068346
"390",98.220001,98.639999,97.940002,98.330002,5866400,48.141786
"391",98.480003,99.129997,97.230003,98.269997,3113600,48.112408
"392",98.389999,99.739998,98.099998,99.010002,3238200,48.47471
"393",99.230003,99.489998,96.120003,96.440002,3013400,47.216454
"394",96.370003,98.18,96.370003,98.050003,2686600,48.0047
"395",98.050003,99.099998,97.790001,98.510002,2569800,48.229913
"396",100.610001,102.129997,100.400002,101.449997,5597400,49.669317
"397",101.459999,101.989998,100.620003,101.589996,4909000,49.73786
"398",101.150002,102.510002,99.82,102.150002,5075000,50.012035
"399",102.25,103.769997,102,102.43,4493000,50.149121
"400",102.470001,103.059998,101.5,102.169998,3525600,50.021825
"401",105.389999,107.269997,104.900002,105.519997,6240000,51.661965
"402",104.779999,105.489998,102.949997,103.169998,4476000,50.51142
"403",103.629997,104.699997,102.540001,103.879997,4658400,50.938028
"404",102.669998,103.449997,101.43,103.040001,3482800,50.526132
"405",104.699997,105.110001,102.660004,103.720001,3053600,50.859573
"406",103.620003,105.82,102.809998,105.370003,3217000,51.668659
"407",105.690002,106.529999,104.68,105.080002,5439600,51.526456
"408",104.870003,104.970001,102.440002,103.160004,5567800,50.584976
"409",104.830002,106.629997,104.370003,105.599998,5463000,51.781438
"410",104.629997,104.889999,103.5,104.550003,3867200,51.266568
"411",104.279999,107.199997,103.019997,106.809998,4330400,52.374767
"412",107.290001,107.5,104.230003,104.75,4547600,51.364638
"413",104.330002,105.260002,103.489998,104.120003,3197800,51.055716
"414",103.010002,105.43,102.169998,105.309998,4345600,51.639235
"415",105.57,106.269997,104.699997,106.139999,5577800,52.04623
"416",106.949997,106.980003,104.68,105.900002,6657200,51.928546
"417",105.650002,108.129997,104.959999,106.480003,4281400,52.212953
"418",108.029999,110.120003,107.099998,109.089996,4429800,53.492775
"419",109.470001,110.550003,108.769997,110.059998,6138400,53.968419
"420",110,111.5,109.050003,111.129997,3658800,54.493098
"421",111.440002,111.690002,109.550003,111.419998,3084400,54.635302
"422",111.050003,113.660004,110.879997,112.449997,3964600,55.140366
"423",110.769997,111.830002,110.160004,111.830002,3686800,54.836349
"424",112.540001,113.650002,112.18,113.379997,3973600,55.596396
"425",113.160004,113.82,112.370003,113.75,4835800,55.777829
"426",114.5,115.900002,113.349998,114.839996,5980600,56.312313
"427",114.989998,118.809998,114.529999,117.620003,6609800,57.675502
"428",119.07,119.970001,113.489998,114.349998,12338800,56.072041
"429",115.980003,116.989998,114.989998,115.650002,6828600,56.709503
"430",115.959999,117.510002,115.57,115.660004,5726800,56.714408
"431",115.849998,116.599998,114.5,116.5,4004000,57.126304
"432",116.660004,118.080002,116.190002,117.550003,3351800,57.641177
"433",117.330002,117.800003,115.620003,115.620003,4582600,56.694793
"434",115.919998,117.199997,115.5,116.610001,4872000,57.180243
"435",116.730003,117.199997,113.379997,113.860001,6444600,55.831768
"436",114.25,117.010002,114.25,116.910004,5143200,57.327351
"437",116.400002,116.779999,113.080002,113.900002,4699200,55.851383
"438",113.510002,113.620003,111.360001,113.199997,3162600,55.508132
"439",111.120003,112.809998,110.220001,112.720001,5257800,55.272764
"440",112.720001,113.669998,112.029999,113.139999,3895400,55.478712
"441",114.720001,115.32,113.32,114.410004,3130000,56.101464
"442",114.5,115.75,114.059998,114.980003,2713400,56.380966
"443",115.239998,115.239998,112.519997,113.730003,2890600,55.768023
"444",113.849998,116.940002,113.019997,116.849998,5206400,57.297927
