"","EOG.Open","EOG.High","EOG.Low","EOG.Close","EOG.Volume","EOG.Adjusted"
"1",105.82,108.870003,105.82,108.769997,6913000,52.739728
"2",107.989998,109.910004,106.949997,109.860001,4579000,53.268243
"3",110.940002,112.160004,108.639999,108.949997,6218800,52.827006
"4",110.610001,111.029999,108.849998,110.360001,6059200,53.51068
"5",109.440002,111.419998,108.730003,110.389999,3497000,53.525225
"6",110.419998,111.139999,108.519997,110.059998,5131000,53.365216
"7",110,110.550003,108.980003,110.220001,6053600,53.442798
"8",112,113.900002,109.519997,110.610001,6072000,53.631898
"9",110.610001,111.349998,105.809998,106.449997,6003800,51.614821
"10",106.57,107.919998,105.260002,106.839996,5380000,51.803922
"11",105.82,108.220001,103.980003,104.589996,5616200,50.712955
"12",106.239998,109.970001,104.610001,109.779999,14346000,53.229452
"13",108.940002,109.57,104.940002,105.419998,6190600,51.115402
"14",103.330002,103.760002,99.529999,100.239998,8280600,48.603755
"15",100.260002,101.349998,98.050003,98.370003,7370200,47.697043
"16",98.519997,99.980003,95.779999,99.080002,6529800,48.041303
"17",98.690002,100.650002,97.57,98.339996,5203200,47.682494
"18",100.339996,102.699997,98.769997,99.849998,5190000,48.414654
"19",100.120003,103.82,99.230003,103.800003,5457800,50.329908
"20",104.879997,106.800003,103.75,106.220001,7048200,51.503302
"21",105.889999,106.889999,104.25,105.57,3729800,51.188133
"22",105.300003,106.599998,104.68,105.540001,3225400,51.173588
"23",106.989998,108.32,106.510002,106.809998,5246600,51.789376
"24",106.110001,108.470001,105.160004,106.639999,4206400,51.782095
"25",107,107,103.93,106.190002,4244400,51.563586
"26",105.120003,105.529999,101.129997,102.279999,6213400,49.664972
"27",102.68,103.519997,100.669998,102.010002,4603600,49.533868
"28",100.480003,104.489998,100.010002,104.150002,5762800,50.573005
"29",104.529999,104.639999,101.529999,102.419998,4824000,49.732953
"30",103.849998,104.739998,102.769997,103.199997,4220600,50.111704
"31",102.790001,103.209999,100.589996,102.330002,4672200,49.689253
"32",102.209999,104.419998,102.209999,103.720001,3420200,50.364206
"33",103.860001,103.940002,99.110001,100.559998,6075000,48.829776
"34",100.93,101.860001,100.019997,100.559998,3330600,48.829776
"35",101.730003,102.019997,99.470001,100.580002,3649600,48.83949
"36",99.580002,100.980003,97.139999,97.5,7647800,47.343907
"37",99.309998,102.849998,99.059998,102.510002,5238800,49.776657
"38",102.300003,102.849998,101.199997,101.699997,4207400,49.383336
"39",102.059998,103.75,101.519997,103,3199200,50.014589
"40",102.25,102.900002,101.120003,102.440002,3536800,49.742667
"41",96.449997,99.730003,95.25,99.260002,13765000,48.198527
"42",100.169998,100.599998,98.110001,99.940002,5257200,48.52872
"43",98.800003,101.410004,98.489998,100.699997,9591400,48.897757
"44",98.589996,99.18,96.730003,97.150002,4957600,47.173956
"45",95.389999,97.860001,95.029999,95.360001,5922400,46.30477
"46",95.309998,95.93,93.709999,94.169998,8137600,45.72693
"47",93.489998,94.190002,92.110001,94.089996,5392600,45.688083
"48",95.07,95.599998,93.790001,95.160004,4893600,46.207655
"49",94.769997,95,91.959999,93.349998,6057200,45.328756
"50",92.989998,93.589996,91.120003,91.519997,5907400,44.440146
"51",91.260002,91.699997,90.43,91.419998,5652400,44.391589
"52",91.629997,92.949997,91.389999,91.730003,3983200,44.542121
"53",90.300003,90.480003,87.540001,88.610001,7086000,43.027114
"54",87.910004,87.980003,85.419998,87.459999,7512000,42.468698
"55",88.080002,89.019997,86.18,86.620003,4585600,42.060814
"56",87.550003,89.610001,85.800003,89.400002,4313000,43.410722
"57",89.239998,89.93,87.529999,87.559998,4549800,42.517256
"58",87.150002,88.32,85.910004,86.870003,5759200,42.182209
"59",88.279999,90.059998,87.290001,89.940002,6198200,43.672935
"60",90.080002,90.080002,88.440002,89.489998,3262400,43.454422
"61",90.330002,91.379997,89.790001,90.330002,4177800,43.86231
"62",89.260002,89.889999,88.339996,88.709999,4334400,43.075672
"63",88.720001,90.629997,88.720001,90.269997,4197200,43.833173
"64",91.440002,91.5,88.519997,89.370003,3482000,43.396155
"65",89.620003,92.559998,89.620003,92.199997,6026600,44.77034
"66",93.150002,93.150002,91.639999,92.290001,3136800,44.814044
"67",91.870003,93.139999,91.300003,92.199997,3089800,44.77034
"68",91.739998,92.150002,90.730003,91.580002,5565200,44.469283
"69",92.190002,92.699997,90.440002,91,4964800,44.187647
"70",91.080002,91.080002,87.839996,89.110001,14141400,43.269904
"71",89.419998,89.870003,87.349998,87.730003,9566400,42.599807
"72",88,90.25,87.269997,89.620003,7783000,43.51755
"73",89.699997,90.93,89.699997,90.360001,7357200,43.876877
"74",89.300003,90.779999,88.629997,89.669998,4382800,43.541827
"75",91.139999,92.870003,90.059998,92.110001,5462400,44.726639
"76",92.239998,92.970001,91.190002,91.25,3128200,44.309042
"77",91.360001,91.980003,90.080002,91.779999,3562600,44.566398
"78",91.010002,93.940002,90.760002,93.82,5637600,45.556978
"79",94.480003,94.849998,91.709999,92.970001,5975800,45.144237
"80",94.110001,96.589996,93.980003,96.169998,6027800,46.698087
"81",95.370003,96.849998,95.18,95.720001,6281200,46.479578
"82",96.760002,97.760002,95.43,97.330002,4217800,47.26136
"83",97.269997,99.43,97.190002,98.519997,4737400,47.839196
"84",99.010002,99.07,97.620003,98.559998,3866000,47.858619
"85",98.68,99.82,97.970001,99.459999,3355800,48.295641
"86",99,100.639999,98.790001,99.559998,2612000,48.344198
"87",98.879997,99.440002,97.790001,98.910004,2613400,48.028575
"88",99.709999,100.230003,98.349998,98.75,5705800,48.026141
"89",97.870003,99.739998,97.870003,99.010002,4141400,48.152591
"90",99.699997,100.830002,99.150002,100.040001,6134200,48.653521
"91",99.870003,102.059998,99.559998,101.330002,4470600,49.280901
"92",99.779999,100.099998,98.540001,99.480003,6010000,48.381172
"93",99.559998,100.82,99.160004,100.120003,2897400,48.692429
"94",100.449997,101.68,97.68,98.800003,4220800,48.05046
"95",99.470001,99.480003,96.489998,97.309998,3956600,47.32581
