"","PCP.Open","PCP.High","PCP.Low","PCP.Close","PCP.Volume","PCP.Adjusted"
"51",119.010002,119.720001,117.790001,119.239998,547700,118.845446
"52",120.050003,120.230003,116.879997,116.919998,552400,116.533122
"53",114.82,115.260002,112.599998,114,1172600,113.622786
"54",113.209999,114.059998,111.160004,113.529999,639400,113.15434
"55",114,116.029999,112.959999,113.660004,644200,113.283915
"56",113.709999,116.480003,112.360001,116.18,702900,115.795573
"57",115.690002,116.260002,113.82,113.919998,913100,113.543049
"58",113.650002,114.57,112.279999,113.18,918300,112.8055
"59",115.669998,120.110001,113.730003,119.949997,1065500,119.584797
"60",119.889999,121.919998,119.709999,121.610001,552700,121.239746
"61",123.190002,124.779999,122.410004,124.150002,891100,123.772014
"62",123,123.330002,121.730003,121.839996,547500,121.469042
"63",122.760002,125,122.739998,123.739998,693200,123.363258
"64",125.160004,126.379997,121.900002,122.639999,983100,122.266609
"65",123.099998,124.029999,122.139999,122.910004,909300,122.535791
"66",124.580002,125.839996,124.309998,124.620003,813600,124.240584
"67",124.57,124.589996,122.800003,124.059998,968600,123.682284
"68",123.629997,124.529999,122.639999,123.190002,1215000,122.814938
"69",123.790001,124.400002,121.860001,124.400002,955100,124.021253
"70",126,128.339996,125.190002,126.68,1968200,126.29431
"71",127.150002,129.279999,126.779999,129.110001,1804400,128.716912
"72",129.169998,130.929993,128.580002,130.190002,1434000,129.793625
"73",130,131.740005,128.410004,129.210007,971000,128.816613
"74",127.669998,128.490005,126.040001,126.739998,864400,126.354125
"75",128.639999,131.5,128.309998,131.380005,833200,130.980005
"76",131.309998,131.5,128.660004,129.330002,750200,128.936243
"77",129.710007,130.389999,127.389999,130.149994,675500,129.753739
"78",129.25,130.139999,128.300003,129.669998,1109000,129.275204
"79",129.800003,131,126.919998,127.349998,1299400,126.962268
"80",128.690002,129.960007,128.119995,128.779999,1295100,128.387915
"81",128.449997,129.899994,126.900002,127.440002,707200,127.051998
"82",129.199997,131.600006,128.5,131.309998,1073000,130.91021
"83",131.259995,132.240005,130.440002,131.029999,866300,130.631064
"84",131.970001,132.789993,129.710007,130.880005,752900,130.481527
"85",131.360001,132.270004,130.690002,131.800003,839000,131.398724
"86",131.800003,132.289993,130.729996,131.059998,586100,130.660972
"87",130.550003,130.550003,128.050003,129.960007,868800,129.56433
"88",130.929993,132.899994,130.059998,131.860001,677400,131.458539
"89",131.889999,132.589996,129.720001,130.440002,826100,130.042864
"90",132.309998,133.960007,130.509995,132.740005,1698400,132.335865
"91",132.960007,132.960007,130.259995,130.410004,1153200,130.012957
"92",128.990005,129.429993,127.209999,128.210007,1076900,127.819658
"93",128.850006,130.770004,128.240005,129.960007,1383500,129.56433
"94",132.009995,138.899994,132.009995,135.309998,3117600,134.898032
"95",135.380005,140.630005,135.380005,139.520004,2337900,139.095221
"96",140.160004,141.210007,137.860001,138.119995,822100,137.699474
"97",137.639999,137.639999,135.410004,136,1142700,135.585934
"98",134.380005,137.389999,133.550003,137,1141100,136.582889
"99",138.190002,139.199997,135.669998,137.470001,1278700,137.051459
"100",137.139999,137.839996,135.990005,136.580002,630600,136.16417
"101",137,138.979996,135.889999,137.169998,561900,136.75237
"102",138.770004,140.899994,138.610001,140.830002,1103000,140.40123
"103",140.649994,141.330002,138.110001,140.080002,906300,139.653514
"104",141.449997,143.520004,140.889999,143.229996,1433900,142.793917
"105",143.410004,145.399994,143.279999,145,1044900,144.558532
"106",141.509995,143.429993,139.330002,141.029999,1591300,140.600618
"107",141.740005,142.080002,139.300003,140.059998,930700,139.63357
"108",139.229996,139.229996,136.949997,137.559998,1420900,137.141182
"109",136.020004,136.029999,132.440002,133.869995,2508600,133.462414
"110",132.580002,133.970001,131.589996,132.929993,1225700,132.525273
"111",132.889999,134.220001,131.669998,133.470001,1194700,133.063638
"112",132.800003,132.949997,129.809998,131.929993,1039500,131.528318
"113",131.850006,133.559998,130.970001,131.389999,707400,130.989969
"114",132.350006,135,132.350006,134.399994,1133700,133.990799
"115",134.630005,136.389999,133.580002,135.100006,1260900,134.68868
"116",134.009995,135.289993,133.029999,134.990005,622100,134.579014
"117",133.630005,135.580002,132.869995,135.169998,952300,134.758459
"118",135.979996,139.869995,135.789993,139.75,1016700,139.324516
"119",137.729996,139.309998,136.380005,138.75,426200,138.327561
"120",137.580002,137.800003,135.580002,137.229996,1005600,136.812185
"121",135.75,138.979996,135.229996,138.070007,754400,137.649639
"122",140.449997,141.960007,140,140.779999,1136200,140.381881
"123",140.589996,142.539993,140.509995,142.309998,780400,141.907553
"124",141.360001,143.009995,140.410004,142.759995,728400,142.356277
"125",142.059998,143.270004,141.399994,142.440002,431700,142.03719
"126",143.75,143.789993,141.039993,141.399994,876100,141.000123
"127",141.449997,142.919998,140.080002,141.110001,504700,140.71095
"128",141.809998,142.490005,139.580002,140.410004,507600,140.012932
"129",141.029999,141.75,139.809998,141.210007,458000,140.810673
"130",141.369995,143.449997,141.369995,142.009995,730600,141.608398
"131",142.300003,142.899994,139.440002,139.720001,1146800,139.324881
"132",139.300003,140.449997,137.979996,137.979996,872900,137.589796
"133",138.009995,139.270004,136.889999,138.960007,697000,138.567036
"134",138.610001,140.889999,137.419998,140.630005,1470400,140.232311
"135",141.119995,141.550003,139.649994,140.660004,966300,140.262225
"136",141,142.929993,140.25,141.320007,674900,140.920362
"137",141.029999,142.229996,140.869995,141.929993,331900,141.528623
"138",141.669998,142.660004,141.179993,141.559998,372400,141.159674
"139",140.460007,141.440002,139.559998,140.029999,364200,139.634002
"140",140.649994,140.820007,139.110001,140.210007,245500,139.813501
"141",140.630005,140.630005,139.330002,140.070007,272100,139.673897
"142",139.830002,140.240005,139.259995,139.479996,248900,139.085554
"143",139.25,139.470001,138.380005,139.210007,331100,138.816329
"144",140.380005,141.100006,139.509995,140.839996,568400,140.441709
"145",140.800003,140.839996,138.190002,139.669998,651000,139.275019
"146",138.899994,144.309998,138.639999,142.210007,1375400,141.807845
"147",142.149994,143.740005,141.720001,142.919998,472600,142.515829
"148",142.860001,144.039993,142.009995,142.919998,524100,142.515829
"149",141.910004,142.970001,140.589996,142.350006,662400,141.947448
"150",143.470001,144.550003,140.759995,141.820007,696200,141.418949
"151",142.990005,143.419998,140.050003,140.449997,775400,140.052812
"152",141.059998,144.300003,140.649994,144.119995,943300,143.712432
"153",143.630005,144.850006,142.850006,144.759995,709200,144.350622
"154",144.940002,147.800003,144.899994,147.779999,884200,147.362085
"155",147.179993,148.360001,144.410004,145.220001,624800,144.809327
"156",144.720001,145.330002,142.800003,143.300003,1004000,142.894759
"157",144.850006,144.929993,140.550003,140.759995,1252200,140.361933
"158",140.809998,142.259995,140.119995,142.169998,728200,141.76795
"159",141.830002,144,140.009995,143.789993,866400,143.383363
"160",143.979996,145.199997,142.460007,144.649994,1277900,144.240932
"161",144.630005,146.160004,144.179993,144.529999,1079300,144.121276
"162",144.960007,145.479996,140.380005,140.979996,785400,140.581312
"163",141.259995,143.179993,141.199997,142.990005,741300,142.585638
"164",144,144.419998,143.110001,143.850006,736100,143.443207
"165",142.690002,143.919998,142.220001,142.850006,824500,142.446035
"166",142.800003,143.5,141.470001,142.729996,522200,142.326364
"167",142.869995,145.179993,142.649994,144.979996,927500,144.570001
"168",145.070007,148.679993,145.070007,147.389999,1143000,146.973189
"169",147.690002,148,146.619995,147.770004,464600,147.352119
"170",147.600006,149.460007,147.320007,149.220001,762600,148.798016
"171",148.869995,149.940002,147.679993,149.490005,782500,149.067256
"172",148.330002,149.990005,147.850006,149.289993,691400,148.86781
"173",149.350006,151.960007,149.050003,151.25,915500,150.822274
"174",150.169998,151.910004,149.429993,151.039993,636600,150.612861
"175",151.259995,151.880005,148.399994,150.610001,811000,150.184084
"176",149.949997,150.419998,149.029999,149.100006,670500,148.67836
"177",150.080002,150.080002,148.330002,148.630005,952100,148.209688
"178",147.5,147.690002,143.240005,143.779999,753100,143.373397
"179",143.710007,144.080002,140.029999,141.570007,902000,141.169656
"180",141.080002,143.339996,138.690002,140.240005,1202200,139.843415
"181",142.429993,143.070007,141.050003,142.229996,846300,141.827777
"182",142.830002,143.070007,140.589996,141.75,602000,141.349139
"183",142.639999,142.860001,137.479996,137.940002,944600,137.549916
"184",137.679993,139.490005,136.729996,137.800003,1091400,137.440202
"185",139.5,142.270004,139.300003,141.479996,664600,141.110586
"186",141.330002,141.330002,137.029999,139.149994,771300,138.786668
"187",139.990005,140.139999,136,136.580002,756000,136.223386
"188",136.740005,140.860001,136.220001,139.600006,976100,139.235505
"189",139.600006,142.5,138.490005,141.600006,1390100,141.230283
"190",139.699997,141.350006,138.25,139.690002,1246100,139.325266
"191",139.369995,146.660004,139.369995,145.710007,1671100,145.329552
"192",143.960007,144.800003,142.800003,144.169998,1038400,143.793564
"193",140.580002,143.490005,140.059998,141.75,1657200,141.379885
"194",141.309998,141.740005,136.610001,137.880005,1140900,137.519995
"195",140.410004,142.100006,138.570007,139.149994,967800,138.786668
"196",140.910004,141.979996,139.830002,140.240005,1144000,139.873833
"197",142.089996,143.830002,142.080002,142.899994,742900,142.526876
"198",142.630005,142.630005,141,142.149994,1342100,141.778834
"199",141.429993,144.279999,140.669998,143.949997,594300,143.574138
"200",144.679993,145.119995,143.580002,145.100006,729800,144.721144
"201",145.300003,146.979996,144.360001,145.929993,938600,145.548963
"202",146.100006,146.669998,145.770004,145.899994,630000,145.519043
"203",146.320007,148.25,145,148.149994,905900,147.763168
"204",148.710007,149.350006,147.300003,147.720001,1306900,147.334298
"205",147.190002,147.800003,146.830002,147.179993,769500,146.7957
"206",148.669998,151,147.850006,149.610001,692400,149.219363
"207",149.320007,149.320007,147.850006,148.770004,368200,148.38156
"208",148.089996,148.899994,146.789993,147.479996,609400,147.094919
"209",148.490005,148.75,146.979996,147.710007,374100,147.32433
"210",147.059998,148.550003,146.289993,147.190002,387300,146.805683
"211",148.520004,149.080002,145.020004,146.25,383500,145.868135
"212",146.320007,147.149994,145.039993,145.869995,396600,145.489123
"213",144.880005,145,143.300003,144.009995,704600,143.633978
"214",144.75,145.75,142.320007,143.679993,466500,143.304838
"215",142.380005,143,141.050003,142.240005,540000,141.868611
"216",142.869995,144.460007,141.740005,144.089996,650800,143.713771
"217",141.990005,142.600006,140.419998,142.369995,586400,141.998261
"218",143.029999,143.850006,141.979996,143.110001,370800,142.736335
"219",144.600006,148.509995,144.190002,148.149994,773300,147.763168
"220",149.089996,150.419998,148.619995,150.089996,749300,149.698105
"221",149.410004,149.729996,147.770004,148.389999,415700,148.002547
"222",149.449997,151.610001,149.229996,150.800003,674800,150.406258
"223",150.830002,152.039993,150.100006,151.770004,495600,151.373727
"224",151.380005,153.830002,150.720001,153.5,569600,153.099205
"225",153.740005,155.740005,153.460007,154.520004,899000,154.116546
"226",155.070007,155.779999,153.520004,153.910004,603300,153.508138
"227",154.679993,155.75,153.399994,154.970001,721000,154.565368
"228",154.639999,155.660004,152.089996,153.429993,834700,153.029381
"229",152.630005,156.149994,151.929993,153.970001,1182900,153.567979
"230",156.270004,158.130005,155.360001,157.779999,1250100,157.368029
"231",157.75,159.360001,156.869995,157.550003,838300,157.138634
"232",157.809998,158.949997,157.289993,157.979996,782200,157.567503
"233",157.809998,158.270004,155.119995,156.199997,770900,155.792152
"234",152.039993,158,151.399994,157.429993,1029100,157.018936
"235",158.220001,159.279999,153.830002,155.149994,771600,154.744891
"236",154.990005,156.660004,154.020004,155.960007,675900,155.552789
"237",155.089996,155.279999,151.679993,152.440002,797900,152.041975
"238",152.910004,154.929993,152,154.720001,380600,154.316021
"239",155.660004,156.279999,154.110001,154.850006,328900,154.445686
"240",154.809998,154.809998,153.119995,153.320007,537800,152.919682
"241",151.690002,152.860001,150.300003,151.690002,845400,151.293934
"242",152.190002,152.809998,150.050003,150.559998,654200,150.166879
"243",150.100006,154.669998,149.440002,153.550003,916600,153.149078
"244",154.360001,157.919998,152.919998,156.100006,1213200,155.692423
"245",156.570007,157.289993,156.309998,156.630005,523400,156.221038
"246",157.720001,158.509995,155.770004,157.100006,969400,156.689812
"247",156.630005,157.190002,153.279999,153.300003,845300,152.89973
"248",154.300003,155.509995,152.929993,153.729996,484300,153.3286
"249",151.309998,154.029999,151,153.139999,669800,152.740145
"250",153.070007,155.089996,152.710007,153.259995,586900,152.859826
"251",153.929993,154.75,152.820007,152.820007,554800,152.420988
"252",152.460007,152.990005,150.940002,151.289993,532800,150.924601
"253",151.399994,151.839996,150.309998,151.139999,833500,150.774969
"254",150.649994,150.649994,148.350006,148.429993,714200,148.071507
"255",148.699997,149.589996,147.630005,148.339996,870400,147.981729
"256",150.210007,153.710007,150.020004,153.270004,1495800,152.89983
"257",151.869995,153.729996,150.389999,151.119995,762800,150.755013
"258",151.440002,152.729996,150.089996,151.779999,907000,151.413423
"259",153,154.570007,152.529999,152.949997,742000,152.580595
"260",152.110001,155.539993,151.389999,155.029999,655100,154.655573
"261",155.830002,157.300003,155.110001,156.839996,615400,156.461199
"262",156.470001,159.350006,156.139999,157.550003,1017000,157.169491
"263",155.130005,155.970001,153.169998,154.789993,1009500,154.416148
"264",154.960007,155.5,152.979996,153.779999,440800,153.408592
"265",154.100006,155.470001,153.199997,155.059998,503000,154.6855
"266",155.389999,159.869995,154.770004,159.679993,1317400,159.294337
"267",160.100006,163.020004,158.220001,161.929993,1208600,161.538903
"268",162.690002,165.119995,162.25,164.649994,708400,164.252334
"269",164.179993,165.990005,163.160004,165.839996,909300,165.439463
"270",165.800003,167.639999,163.389999,167.119995,861400,166.71637
"271",167.220001,170,166.539993,170,935200,169.589419
"272",171.429993,171.429993,164.070007,164.179993,1918900,163.783468
"273",161.589996,163.139999,161.460007,162.789993,1222600,162.396826
"274",161.520004,164.779999,161.199997,161.800003,1194200,161.409227
"275",161.440002,162.639999,159.710007,160.919998,867000,160.531347
"276",161.490005,163.110001,160.649994,161.839996,888400,161.449124
"277",161.899994,162.970001,159.699997,160.479996,989700,160.092408
"278",161.179993,162.529999,159.130005,161.479996,1075600,161.089992
"279",160.869995,161.190002,157.860001,159.309998,505300,158.925235
"280",160.309998,162.740005,160.279999,162.270004,735300,161.878093
"281",162.399994,163.660004,161.380005,162.360001,562500,161.967872
"282",163.410004,167.880005,163.350006,167.520004,1080300,167.115413
"283",167.270004,167.419998,163.380005,165.399994,892400,165.000523
"284",163.990005,164.970001,162.509995,162.669998,823100,162.277121
"285",162.110001,162.110001,158.919998,160.270004,714600,159.882923
"286",159.229996,159.740005,155.029999,156.050003,952000,155.673114
"287",157.869995,164.059998,157.869995,159.130005,1595000,158.745677
"288",157.559998,163.279999,155.639999,161.380005,1256500,160.990243
"289",162.179993,164.149994,157.419998,160.759995,985000,160.37173
"290",159.419998,161.289993,156.839996,156.940002,1073500,156.560964
"291",157.100006,158,151.580002,156.550003,1129600,156.171907
"292",154.600006,155.080002,148.770004,148.869995,1591900,148.510447
"293",150.360001,151.339996,145.229996,149.300003,1908800,148.939417
"294",145.520004,148.679993,138.690002,138.779999,1648800,138.44482
"295",138.720001,146.960007,136.039993,145.990005,2530800,145.637413
"296",141.940002,146.550003,140.580002,140.860001,1683800,140.519798
"297",142.509995,151.830002,141.160004,149.869995,1586000,149.508032
"298",149.589996,153.580002,149.160004,152.369995,868700,152.001994
"299",153.509995,153.679993,149.190002,152.539993,730300,152.171582
"300",150.509995,152.490005,148.570007,150.100006,894300,149.737488
"301",150.919998,153.660004,150.449997,151.889999,952200,151.523158
"302",147.289993,147.619995,138.389999,140.770004,2351300,140.430019
"303",138.979996,146.380005,138.460007,142.449997,1921900,142.105955
"304",146.240005,146.279999,142.940002,144.460007,1092400,144.11111
"305",144.919998,150.889999,143.869995,150.589996,1079300,150.226294
"306",150.289993,155.580002,150.279999,155.259995,1375100,154.885014
"307",157.080002,157.649994,152.699997,153.589996,957900,153.219049
"308",152.139999,159.850006,148.789993,158.25,899400,157.867798
"309",158.860001,164.089996,158.100006,163.940002,670300,163.544058
"310",163.529999,166.679993,162.270004,165.660004,963000,165.259905
"311",166.910004,168.729996,161.720001,163.850006,1611700,163.454279
"312",163.559998,165.550003,159.789993,160.589996,1380000,160.202143
"313",157.509995,159.039993,155.179993,156.100006,838600,155.722996
"314",149.949997,156.479996,149.559998,156.139999,957500,155.762893
"315",159.460007,160.860001,158.330002,160.649994,979600,160.29279
"316",157.889999,162.880005,157.889999,159.779999,583500,159.424729
"317",157.679993,158.880005,154.830002,156.800003,962600,156.45136
"318",154.960007,158.929993,154.050003,158.910004,840700,158.556669
"319",159.529999,164.289993,157.830002,163.940002,1054200,163.575483
"320",164.309998,169.429993,161.830002,167.160004,1053600,166.788325
"321",168.369995,169.910004,167.839996,169.639999,939700,169.262806
"322",169.360001,172,168.490005,171.490005,1283500,171.108699
"323",168.440002,171.990005,167,170.789993,1088100,170.410243
"324",172.229996,173.460007,169.410004,170.839996,818900,170.460135
"325",172.070007,173.979996,161.020004,161.220001,2005200,160.86153
"326",156.679993,159.270004,154,157.089996,2170800,156.740708
"327",156.529999,163.059998,155.669998,162.110001,1225600,161.74955
"328",163.289993,164.779999,160.619995,162.960007,1363000,162.597666
"329",165.669998,171.050003,165.669998,167.309998,1482900,166.937985
"330",167.690002,169.949997,161.979996,162.139999,922400,161.779482
"331",164.339996,167.240005,155.789993,158.089996,1963400,157.738485
"332",156.440002,158.199997,152.610001,155.460007,1707100,155.114343
"333",154.550003,155.389999,147.690002,148.330002,2278600,148.000191
"334",145.809998,146.850006,139.869995,145.619995,3200000,145.29621
"335",146.350006,153.520004,144.759995,152.610001,1972500,152.270674
"336",151.070007,155.089996,149.029999,155.009995,1135200,154.665331
"337",155.589996,158.850006,154.669998,156.470001,1330800,156.122091
"338",159.410004,161.970001,158.460007,161.970001,946700,161.609862
"339",160.880005,164.550003,159.949997,163.889999,658000,163.525591
"340",165.009995,166.139999,161.899994,163.800003,708900,163.435795
"341",162.75,164.020004,160.149994,163.639999,621000,163.276147
"342",165.589996,165.589996,163.259995,165.259995,577400,164.89254
"343",165.160004,165.160004,161.089996,161.619995,475700,161.260634
"344",160.979996,168.229996,160.460007,167.080002,721000,166.708501
"345",167.270004,169.089996,163.820007,164.270004,758100,163.904751
"346",163.929993,166.600006,163.220001,165.050003,613200,164.683016
"347",167.699997,169.720001,166.050003,169.5,1221800,169.123118
"348",169.75,173.580002,169.610001,173.139999,899800,172.755024
"349",172,173.850006,170.580002,171.259995,889700,170.879199
"350",174,174.770004,169.940002,172.630005,1198200,172.246164
"351",175.089996,178.979996,165.289993,166.470001,2823000,166.099857
"352",166,166.490005,159.110001,161.919998,2061200,161.55997
"353",160.589996,164.860001,159.449997,163.149994,2008300,162.787231
"354",159.309998,161.220001,157.770004,158.179993,1237800,157.828281
"355",161.179993,163.600006,159.960007,161.779999,843200,161.420282
"356",162.699997,167.270004,162.240005,166.830002,726700,166.459057
"357",165.039993,168.660004,163.580002,168.070007,855600,167.696305
"358",167.789993,168.75,165.729996,167.960007,964000,167.586549
"359",168.800003,169.990005,166,169.789993,485700,169.412467
"360",165.899994,167.970001,164.020004,164.25,931000,163.884791
"361",165.820007,167.330002,163.809998,166.039993,658100,165.670805
"362",167.050003,168.669998,166.389999,167.339996,690400,166.967917
"363",166,166.960007,163.399994,164.179993,1077200,163.81494
"364",163.830002,166.020004,162.960007,164.600006,684700,164.234019
"365",162.970001,164.710007,161.190002,161.619995,519600,161.260634
"366",160.860001,161.520004,156.509995,158.449997,736600,158.097685
"367",159,160.220001,157.779999,159,543500,158.646465
"368",155.759995,158.449997,151.929993,157.630005,1135800,157.279516
"369",156.869995,157.259995,154.190002,154.509995,635500,154.166443
"370",152.970001,154.130005,151.419998,152.050003,737000,151.711921
"371",152.100006,155.800003,152.100006,152.929993,345200,152.589954
"372",157.820007,159.589996,156.860001,158.929993,653400,158.576613
"373",160.229996,161.5,158.520004,159.110001,726800,158.756221
"374",162.869995,165,162.130005,164.75,1035800,164.38368
"375",164.050003,164.899994,163.279999,163.860001,753100,163.495659
"376",164.550003,164.979996,161.380005,161.779999,726900,161.420282
"377",165.050003,165.130005,162.899994,164.509995,819100,164.144208
"378",164.229996,164.919998,162.029999,162.029999,759700,161.669726
"379",161.800003,164.419998,160.539993,163.070007,668000,162.737554
"380",162.330002,162.380005,157.690002,158.229996,638600,157.90741
"381",158.100006,162.699997,158.100006,162.320007,642100,161.989083
"382",160.839996,160.839996,157.009995,158.639999,596600,158.316577
"383",159.639999,160.630005,154.050003,155,965300,154.683999
"384",154.729996,155.520004,152,154.050003,919900,153.735939
"385",155.729996,157.119995,154.020004,155.940002,803300,155.622085
"386",158.960007,159.880005,155.679993,156.029999,1023100,155.711898
"387",156.990005,158.029999,155.639999,156,596500,155.68196
"388",158.369995,164.089996,158.059998,162.75,924100,162.418199
"389",162.210007,163.490005,159.229996,163.360001,958900,163.026956
"390",163.539993,164.589996,162.479996,164.070007,649800,163.735515
"391",164.899994,165,163.179993,164.529999,401700,164.194569
"392",164.039993,165.740005,163.509995,165.690002,358400,165.352207
"393",165.320007,165.660004,162.520004,163.559998,435300,163.226545
"394",163.960007,166.919998,163.960007,166.820007,448700,166.479908
"395",166.380005,166.820007,164.779999,164.789993,388700,164.454033
"396",167.339996,169.580002,167.279999,168.860001,849600,168.515743
"397",168.139999,169.220001,167.350006,168.940002,654900,168.595582
"398",168.240005,169.479996,166.490005,168.919998,453700,168.575618
"399",168.679993,169.929993,168.110001,169.630005,389700,169.284177
"400",170,170.559998,168.199997,170.539993,445500,170.19231
"401",171.669998,175.5,171.179993,175.160004,914500,174.802902
"402",175,175,173.100006,173.759995,540600,173.405747
"403",174.220001,174.429993,171.5,172.429993,903800,172.078457
"404",171.339996,171.559998,169.740005,170.5,756400,170.152399
"405",172.380005,174.550003,171.559998,173.350006,662100,172.996594
"406",172.550003,174.800003,172.130005,174.589996,420600,174.234057
"407",175,177.559998,174.389999,177.309998,669400,176.948513
"408",177.580002,177.580002,174.789993,177.160004,773800,176.798825
"409",177.300003,179.470001,175.509995,175.729996,481300,175.371732
"410",174.669998,174.690002,173.550003,174.089996,628300,173.735076
"411",173.320007,177.630005,172.940002,176.279999,790100,175.920614
"412",172.699997,176.5,166.059998,166.339996,2838900,166.000876
"413",165.610001,168.270004,162.380005,166.520004,1900600,166.180517
"414",165.020004,165.429993,163.580002,164.679993,791700,164.344257
"415",165.429993,165.830002,162.070007,163.679993,935400,163.346295
"416",165.789993,168.589996,165.410004,166.449997,757500,166.110652
"417",166.429993,167.380005,164.820007,166.899994,621500,166.559732
"418",168.119995,172.509995,167.660004,171.910004,1001100,171.559528
"419",170.410004,171.979996,169.139999,169.729996,726600,169.383964
"420",169.580002,170.470001,168.320007,169.710007,496700,169.364016
"421",169.309998,171.970001,169.100006,171.720001,542300,171.369913
"422",171.699997,173.240005,170.110001,170.320007,693500,169.972773
"423",169.110001,169.520004,167.910004,168.399994,505000,168.056674
"424",170.020004,171.110001,168.279999,170.929993,630200,170.581515
"425",170.130005,171.240005,168.580002,170.259995,382600,169.912883
"426",171.710007,171.710007,167.690002,168.339996,688400,167.996799
"427",168.339996,168.619995,165,166.940002,972100,166.599659
"428",167.809998,167.990005,165.5,167.509995,651400,167.168489
"429",168.110001,168.800003,167.169998,167.529999,352200,167.188452
"430",166.75,167.630005,165.699997,167.570007,491000,167.228379
"431",167.360001,167.440002,165.919998,167.110001,676000,166.769311
"432",167.490005,170.880005,166.839996,168.770004,554900,168.42593
"433",166.809998,169.699997,166.179993,167.940002,404600,167.59762
"434",168.399994,168.800003,166.570007,167.720001,383800,167.378068
"435",167.899994,169.789993,167.25,167.429993,682700,167.08865
"436",166.990005,169.529999,166.990005,168.229996,558800,167.887022
"437",167.970001,168.729996,166.270004,167.330002,424800,166.988863
"438",167.119995,167.490005,164.839996,167.139999,832000,166.799248
"439",165.380005,167.210007,164.779999,165.259995,693400,164.923076
"440",165.850006,166.460007,164.610001,164.990005,591800,164.683533
"441",166.5,173.089996,166.5,171.550003,941200,171.231346
"442",172.210007,175.149994,171.550003,174.470001,1067600,174.14592
"443",174.160004,174.470001,171.809998,172.149994,445400,171.830222
"444",172.490005,176,171.479996,175.800003,700100,175.473451
"445",175.800003,176.399994,174.190002,175.729996,502600,175.403574
"446",175.580002,176.300003,173.880005,175.410004,506500,175.084176
"447",175.419998,176.320007,175.100006,175.529999,936700,175.203948
"448",174.899994,176.199997,174.529999,175.539993,447000,175.213924
"449",174.509995,174.660004,172.270004,173.009995,414700,172.688625
"450",173.389999,173.740005,171.960007,172.699997,351700,172.379203
"451",172.330002,172.330002,169.25,170.809998,475800,170.492715
