"","AMGN.Open","AMGN.High","AMGN.Low","AMGN.Close","AMGN.Volume","AMGN.Adjusted"
"221",53.509998,54.759998,53.16,54.689999,10650800,50.629828
"222",55.009998,56.310001,54.98,56.220001,12800000,52.046243
"223",56.299999,56.959999,56.09,56.82,8362400,52.601698
"224",56.900002,57.290001,56.669998,57.139999,6301100,52.897941
"225",56.91,57,55.869999,56.849998,19900000,52.62947
"226",56.98,57.450001,56.669998,57.380001,8552200,53.120125
"227",57.119999,57.799999,57.07,57.5,6500000,53.231215
"228",57.259998,57.900002,57.259998,57.68,7241600,53.397853
"229",57.57,57.849998,57.279999,57.419998,7204300,53.157153
"230",57.799999,58.07,57.34,57.630001,4535300,53.351565
"231",57.380001,57.939999,57.32,57.689999,3624900,53.407109
"232",57.950001,58.41,57.610001,58.299999,4717100,53.971823
"233",58.5,59.200001,58.049999,58.860001,7200000,54.49025
"234",58.689999,59.75,58.34,59.66,5500000,55.230858
"235",59.860001,61.080002,59.75,60.470001,9402700,55.980725
"236",59.98,60.240002,59.41,59.860001,10068100,55.41601
"237",59.889999,61.18,58.830002,60.889999,11820900,56.369542
"238",60.669998,61.369999,60.459999,61.169998,5182800,56.628754
"239",61.439999,61.529999,60.689999,61.040001,3362000,56.508408
"240",60.959999,61.23,60.34,60.860001,5276700,56.341771
"241",60.049999,60.610001,59.900002,60.459999,4200000,55.971465
"242",60.529999,60.529999,59.75,59.919998,4162600,55.471554
"243",59.990002,60.02,59.529999,59.84,3929100,55.397495
"244",59.52,59.880001,59.189999,59.759998,3771200,55.323432
"245",59.470001,59.900002,59.119999,59.349998,3657500,54.943871
"246",59.68,60.740002,59.639999,60.540001,7626000,56.045528
"247",60.549999,60.790001,59.66,59.700001,4968500,55.267889
"248",59.57,59.860001,59.080002,59.25,4053500,54.851296
"249",58.880001,59.110001,58.580002,58.689999,4636200,54.332869
"250",58.470001,59.099998,58.32,58.599998,4144500,54.24955
"251",58.700001,59.540001,58.540001,58.830002,3828700,54.462478
"252",58.869999,59.110001,58.450001,58.950001,3716000,54.573569
"253",59,59.610001,58.560001,58.880001,5362300,54.508766
"254",58.599998,58.889999,57.970001,57.990002,4780200,53.68484
"255",58.02,58.790001,57.869999,58.389999,5298000,54.055142
"256",58.639999,58.790001,58.310001,58.529999,5146700,54.184747
"257",58.040001,58.68,57.860001,57.889999,5104300,53.592261
"258",58.080002,58.439999,57.740002,58.34,5550600,54.008854
"259",58.82,58.900002,57.779999,58.009998,6610500,53.703352
"260",57.990002,58.68,57.900002,58.450001,3851100,54.110688
"261",58.580002,58.59,57.880001,58.169998,4347900,53.851473
"262",58.040001,58.5,57.93,58.150002,4015000,53.832961
"263",57.549999,57.990002,56.959999,57.93,4588000,53.629293
"264",57.84,57.98,56.73,57.040001,11908500,52.805367
"265",56.82,57.990002,56.82,57.880001,5289300,53.583005
"266",57.889999,58.869999,57.610001,58.650002,4073200,54.295841
"267",58.669998,58.75,57.68,57.779999,7531500,53.490427
"268",58.099998,58.400002,57.990002,58.349998,5069900,54.01811
"269",58.439999,58.439999,57.889999,58.279999,5358000,53.953307
"270",58.18,58.25,57.68,57.919998,4639500,53.620033
"271",57.990002,58.139999,57.529999,57.700001,5102900,53.416368
"272",58.080002,58.299999,57.540001,57.91,6116000,53.610777
"273",57.759998,58.299999,57.360001,57.639999,4037900,53.360821
"274",57.209999,57.5,56.66,56.900002,4186300,52.675761
"275",57.150002,57.290001,56.84,56.900002,3964400,52.675761
"276",56.98,57.23,56.349998,56.610001,4514200,52.407289
"277",56.560001,56.599998,55.490002,55.68,7201300,51.546332
"278",55.369999,55.419998,54.740002,55.049999,9209200,50.963102
"279",55.119999,55.259998,54.310001,54.66,6241800,50.602056
"280",55.009998,55.509998,54.869999,55.27,4977000,51.166771
"281",55.279999,55.419998,54.93,54.990002,4151300,50.907559
"282",55.330002,55.919998,55.02,55.490002,5539600,51.370439
"283",55.349998,55.459999,55.009998,55.220001,3098400,51.120483
"284",55.220001,55.360001,54.709999,54.900002,3174100,50.82424
"285",54.77,55.07,54.419998,54.700001,4428200,50.639087
"286",54.5,54.950001,53.610001,53.799999,6502800,49.805902
"287",53.639999,54.650002,53.330002,53.43,6586100,49.463371
"288",54.73,55.200001,53.049999,54.700001,10640200,50.639087
"289",55.02,55.279999,53.049999,53.77,8875500,49.77813
"290",53.389999,54.25,53.209999,53.310001,7526200,49.352281
"291",53.349998,53.43,52.349998,53.32,7145700,49.361537
"292",52.599998,53.150002,51.540001,51.560001,9918500,47.732201
"293",51.82,52.970001,51.23,52.119999,9914200,48.250624
"294",51.66,52.439999,49.880001,49.880001,13911500,46.176923
"295",50.009998,50.790001,48.5,50.549999,16124400,46.797181
"296",49.580002,49.939999,48.080002,48.27,12558400,44.686449
"297",48.119999,50.099998,47.66,49.639999,14860500,45.954739
"298",49.709999,50.669998,49.549999,50,7919700,46.288013
"299",50.48,51.68,50.18,51.599998,7665700,47.769228
"300",51.25,51.700001,50.849998,51.27,6630400,47.722692
"301",51.299999,51.799999,51.290001,51.720001,8150100,48.141558
"302",50.650002,51.68,50.630001,51.439999,10138400,47.880928
"303",50.790001,52.419998,50.740002,51.98,9437000,48.383567
"304",52.419998,53,52.200001,52.310001,9289800,48.690737
"305",52.360001,53.619999,52.220001,53.619999,7806600,49.910097
"306",53.32,54.290001,53.16,54.25,5349700,50.496509
"307",54.439999,54.59,52.970001,53.459999,8776000,49.761167
"308",53.189999,54.310001,52.650002,54.080002,6936600,50.338273
"309",54.32,55.139999,54.040001,54.790001,4851700,50.999148
"310",54.740002,55.529999,54.400002,55.240002,5380500,51.418014
"311",55.32,55.610001,55.080002,55.400002,5417000,51.566943
"312",55.830002,55.830002,54.889999,55.02,5492200,51.213234
"313",54.419998,55.200001,54.07,54.099998,6219200,50.356886
"314",52.509998,54.639999,52.5,54.52,6889500,50.747828
"315",54.919998,55.48,54.490002,55.380001,6462500,51.548327
"316",55.200001,55.59,55.040001,55.310001,4501000,51.48317
"317",53.389999,55.09,53.389999,54.040001,7617300,50.30104
"318",53.290001,54.16,53.259998,54.060001,5406700,50.319656
"319",54.369999,55.07,53.98,54.91,4950400,51.110844
"320",54.93,55.77,54.400002,55.259998,6070400,51.436627
"321",55.77,56.459999,55.549999,56.259998,5876100,52.367438
"322",56.400002,56.75,55.59,56.709999,7635100,52.786304
"323",56.119999,56.91,55.91,56.529999,4541400,52.618757
"324",56.869999,57.84,56.709999,57.369999,5168900,53.400639
"325",57.189999,57.360001,56,56.040001,5160000,52.162662
"326",54.939999,55.450001,54.279999,55.040001,8969100,51.231851
"327",54.610001,55.240002,53.860001,55.099998,5431200,51.287697
"328",55.240002,55.5,54.66,55.43,5903800,51.594867
"329",55.970001,56.810001,55.630001,56.52,5868700,52.609451
"330",56.830002,57.040001,55.630001,55.669998,5663600,51.818259
"331",56.34,56.77,54.990002,55.779999,5152700,51.920649
"332",55.18,56.060001,54.93,54.959999,6430000,51.157384
"333",54.66,55.34,53.869999,53.900002,7462900,50.170727
"334",53.369999,54.470001,52.849998,54.349998,8517100,50.589589
"335",54.610001,56.040001,53.950001,55.93,7484200,52.060272
"336",55.919998,56.849998,55.259998,56.830002,4828000,52.898004
"337",56.849998,56.849998,55.950001,56.27,4418200,52.376748
"338",56.98,57.84,56.830002,57.369999,3346200,53.400639
"339",57.27,57.619999,56.950001,57.09,4641500,53.140013
"340",57.419998,57.470001,56.490002,56.639999,4798100,52.721147
"341",56.48,57.310001,56.400002,56.98,5464400,53.037623
"342",57.360001,57.509998,56.82,57.490002,3268400,53.512339
"343",57.259998,57.57,56.209999,56.439999,3108200,52.534984
"344",56.5,57.57,56.029999,57.279999,6280800,53.316866
"345",57.400002,58,57.139999,57.32,4470600,53.354099
"346",57.490002,57.799999,56.43,57.27,4086000,53.307559
"347",57.700001,58.630001,57.5,58.59,6345100,54.53623
"348",58.470001,59.049999,58.25,58.950001,4409900,54.871323
"349",58.459999,58.700001,56.349998,56.470001,7676700,52.562911
"350",56.849998,57.209999,55.990002,56.950001,6687800,53.0097
"351",57.5,58.389999,57.330002,58.060001,5936600,54.042901
"352",57.75,58.099998,56.990002,57.240002,6023500,53.279636
"353",56.919998,57.560001,56.630001,57.27,8792500,53.307559
"354",56.419998,56.66,55.369999,55.540001,7996600,51.697256
"355",55.57,55.950001,54.630001,54.799999,6826900,51.008454
"356",54.919998,55.799999,54.919998,55.700001,4797000,51.846186
"357",55.630001,55.77,54.799999,55.169998,3565100,51.352854
"358",57.849998,58.59,57.490002,58.43,20318400,54.3873
"359",58.52,58.610001,57.549999,58,8870200,53.987051
"360",57.700001,58.189999,57.369999,57.509998,9588100,53.530952
"361",57.57,58.049999,57.34,57.959999,7661900,53.949818
"362",58.25,58.490002,57.799999,57.860001,5420700,53.856738
"363",57.52,57.799999,57.209999,57.330002,6204900,53.363409
"364",56.959999,57.150002,56.560001,56.59,8218000,52.933133
"365",56.029999,56.540001,55.779999,56.009998,20135000,52.390611
"366",55.900002,56.560001,55.68,55.91,9742700,52.297075
"367",55.720001,56.099998,55.490002,55.57,5523200,51.979045
"368",55.299999,55.459999,54.91,54.970001,7973800,51.417819
"369",54.799999,55.709999,54.630001,55.66,9559000,52.06323
"370",55.599998,55.68,54.919998,54.939999,6026500,51.389755
"371",54.59,55.130001,54.59,54.650002,2816700,51.118498
"372",55.580002,55.970001,55.029999,55.900002,6852600,52.287722
"373",55.880001,56.380001,55.459999,56.139999,8167700,52.512212
"374",56.5,57.939999,56.48,57.91,10993600,54.167834
"375",57.700001,58.060001,57.41,58,10555600,54.252018
"376",58.299999,58.419998,57.720001,58.099998,7834400,54.345555
"377",58.380001,58.400002,57.209999,57.5,12342100,53.784328
"378",57.68,58.07,57.380001,57.889999,15750000,54.149126
"379",57.849998,58.52,57.73,58.34,18663500,54.570047
"380",58.599998,59.43,56,58.400002,41563500,54.626171
"381",58.48,58.950001,58.18,58.59,7072800,54.803892
"382",58.299999,58.41,57.150002,57.16,10176200,53.466299
"383",57.700001,58.380001,57.310001,57.43,6843600,53.718852
"384",57.139999,58.169998,57.139999,57.619999,6727200,53.896573
"385",58,59.060001,57.810001,58.619999,8683700,54.831953
"386",59.75,61,59.650002,60.049999,21390500,56.169546
"387",60.32,61.119999,59.970001,60.169998,8013000,56.28179
"388",60.799999,61.240002,60.68,61.16,7284900,57.207818
"389",61,63.27,61,63.139999,10636700,59.059869
"390",62.610001,63.599998,62.599998,63.34,5383300,59.246946
"391",63.02,63.849998,63,63.689999,4134500,59.574327
"392",63.380001,64.639999,63.369999,64.419998,4260500,60.257154
"393",64.190002,64.389999,63.810001,64,3925800,59.864296
"394",64.209999,64.779999,63.84,64.739998,3525300,60.556475
"395",64.349998,65,64.209999,64.209999,5112100,60.060725
"396",64.949997,65.190002,63.450001,64.110001,10216800,59.967188
"397",64.099998,64.129997,63.400002,63.759998,7096400,59.639803
"398",63.82,64.919998,63.580002,64.410004,6261500,60.247805
"399",64.239998,64.870003,64,64.760002,4587900,60.575186
"400",64.620003,64.639999,63.299999,64.199997,7540500,60.051369
"401",64.550003,65.699997,64.209999,65.669998,6150500,61.426378
"402",65.260002,66.449997,65.150002,66.400002,4960000,62.109208
"403",66.279999,67.779999,66.279999,67.540001,7191000,63.175541
"404",67.129997,67.669998,66.769997,67.599998,5996400,63.231661
"405",67.900002,68.470001,67.739998,68.07,6924800,63.671291
"406",67.739998,69.389999,67.629997,69.220001,7159000,64.746979
"407",69.139999,69.489998,68.699997,69.139999,5700100,64.672147
"408",69.099998,69.629997,68.839996,69.57,6839100,65.07436
"409",68.809998,69,67.559998,67.779999,7258900,63.40003
"410",67.309998,68.589996,67.18,68.190002,5212600,63.783539
"411",67.559998,69.389999,67.449997,69.209999,6436400,64.737623
"412",69.190002,69.190002,67.610001,68.080002,7036800,63.680647
"413",67.029999,69.18,66.709999,68.339996,10338100,63.92384
"414",67.989998,68.389999,67.230003,68.330002,6228100,63.914491
"415",68.43,68.709999,67.769997,67.93,10033800,63.540338
"416",68.459999,69.949997,68.089996,69.839996,7409700,65.32691
"417",69.690002,70,69.260002,69.620003,5379600,65.121132
"418",69.610001,69.870003,69.010002,69.279999,6595400,64.803099
"419",68.650002,69.150002,67.279999,69.120003,11863300,64.653442
"420",68.709999,69.239998,68.150002,69.169998,6870500,64.700207
"421",69.010002,69.010002,67.699997,68.059998,10922600,63.661935
"422",68.010002,68.059998,66.669998,66.839996,9139700,62.520771
"423",66.900002,67.370003,66.800003,67.360001,5262500,63.007172
"424",67.379997,68.43,67.360001,68.199997,4404000,64.135655
"425",67.839996,68.019997,67.5,67.839996,4272300,63.797109
"426",67.959999,68.120003,67.5,67.900002,4045900,63.853538
"427",68.07,69.199997,67.980003,68.889999,5452100,64.784538
"428",68.639999,68.660004,67.769997,67.779999,4968700,63.740687
"429",67.449997,67.779999,66.650002,66.690002,5912900,62.715648
"430",66.650002,67.239998,66.349998,66.790001,4293000,62.809687
"431",66.790001,67.550003,66.589996,67.339996,3881300,63.326906
"432",67.57,68.120003,67.260002,67.730003,3231100,63.693671
"433",67.209999,67.709999,66.730003,67.440002,3170500,63.420952
"434",67.050003,68.400002,67.019997,68.150002,3839000,64.08864
"435",68.059998,68.580002,67.900002,68.010002,4155300,63.956983
"436",68.209999,68.209999,67.400002,67.589996,4770400,63.562008
"437",67.690002,67.879997,67.160004,67.730003,3079200,63.693671
"438",67.620003,67.699997,67.120003,67.230003,3952100,63.223468
"439",65.940002,67.260002,65.800003,66.540001,6155500,62.574586
"440",66.68,67.199997,66.360001,66.949997,3281700,62.960149
"441",67.290001,68.169998,67.120003,67.800003,3867900,63.759499
"442",67.839996,68.25,67.540001,68.010002,3167100,63.956983
"443",68,68.370003,67.809998,68.029999,3177400,63.975788
"444",68.449997,68.93,68.18,68.910004,2794600,64.80335
"445",68.800003,68.879997,68.07,68.260002,3484200,64.192085
"446",68.239998,68.300003,67.779999,68.260002,3891200,64.192085
"447",68.089996,68.489998,67.349998,67.379997,8288800,63.364523
"448",67.199997,68.300003,67,68.050003,2938700,63.9946
"449",67.830002,68.559998,67.550003,67.580002,3316400,63.552609
"450",67.709999,67.709999,67.019997,67.050003,4316900,63.054195
"451",66.739998,66.849998,66.309998,66.620003,6085000,62.64982
"452",66.589996,67.029999,66.419998,66.660004,3663700,62.687437
