"","AMGN.Open","AMGN.High","AMGN.Low","AMGN.Close","AMGN.Volume","AMGN.Adjusted"
"1",53.610001,54.290001,53.279999,54.009998,6195300,50.000311
"2",53.630001,54.459999,53.529999,54.099998,4252400,50.083629
"3",54.209999,54.82,54.029999,54.07,4265400,50.055857
"4",54.16,55.16,54.080002,55.119999,4855600,51.027905
"5",54.880001,55.52,54.700001,55.220001,4742700,51.120483
"6",55.189999,55.450001,54.509998,55.439999,5723700,51.324148
"7",55.439999,55.82,54.599998,55.200001,10851900,51.101968
"8",56.860001,58.32,56.310001,56.52,10162100,52.323971
"9",56.34,57.200001,56.040001,56.119999,5819800,51.953665
"10",55.759998,56.639999,55.369999,56.200001,5859200,52.027728
"11",55.91,56.779999,55.720001,56.150002,9048100,51.981441
"12",56.610001,57.080002,55.5,56.259998,33297400,52.083271
"13",56.049999,56.09,55,55.41,6204700,51.296376
"14",54.830002,54.959999,53.830002,54.119999,8307300,50.102145
"15",53.869999,54.490002,52.599998,52.599998,8538100,48.694989
"16",52.59,52.59,51,52.02,9754700,48.15805
"17",52.009998,52.5,51.41,51.700001,5238100,47.861807
"18",52.040001,52.240002,50.75,51.299999,6093000,47.491501
"19",51.759998,51.900002,50.560001,51.400002,7568900,47.584079
"20",51.509998,52.259998,51.02,52.23,6758600,48.352458
"21",52.349998,52.610001,51.900002,52.560001,4810900,48.657961
"22",52.240002,52.560001,51.900002,52.439999,4254900,48.546867
"23",52.66,53.290001,52.540001,52.759998,3907400,48.84311
"24",52.299999,53,52.279999,52.619999,4083000,48.713504
"25",52.540001,53.220001,52.290001,52.919998,4685300,48.991232
"26",52.91,53.130001,51.93,52.169998,8027500,48.296912
"27",52.459999,53.610001,52.310001,53.599998,7830300,49.620749
"28",52.959999,53.200001,52.080002,53.200001,5630400,49.250447
"29",53.099998,53.310001,52.09,52.25,6019900,48.370974
"30",52.619999,53.830002,52.619999,53.310001,5049300,49.352281
"31",53.02,53.18,51.610001,52.75,8760900,48.833854
"32",52.580002,53.889999,52.580002,53.669998,4091300,49.685552
"33",53.919998,55.060001,53.779999,54.509998,7667700,50.463191
"34",54.599998,54.68,52.759998,53.759998,4945400,49.768871
"35",54.139999,54.400002,52.830002,53.369999,5908400,49.407825
"36",53.209999,55.040001,52.43,54.529999,7205400,50.481706
"37",55.25,55.34,54.68,54.869999,5526600,50.796465
"38",54.52,55.279999,54.490002,54.709999,3964700,50.648343
"39",55.009998,55.959999,54.68,55.759998,4815700,51.620391
"40",55.380001,55.610001,55.169998,55.32,3067400,51.213058
"41",54.709999,56,54.52,55.939999,3474200,51.787028
"42",55.970001,56,55.419998,55.66,3318100,51.527816
"43",55.369999,56.130001,54.830002,55.720001,4151200,51.583363
"44",54.75,54.900002,53.5,53.689999,5466100,49.704068
"45",53.630001,54.98,53.040001,54.75,6232300,50.685375
"46",54.389999,55.360001,54.18,55.02,5511900,50.93533
"47",54.380001,54.599998,53.57,54.080002,5639300,50.065117
"48",53.889999,54.380001,53.689999,53.959999,4999100,49.954023
"49",53.689999,54.299999,53.150002,54.139999,5547500,50.12066
"50",53.91,53.990002,52.290001,52.720001,4895600,48.806083
"51",52.549999,52.669998,52.07,52.34,4386200,48.454293
"52",52.470001,52.970001,51.93,51.950001,3466100,48.093247
"53",51.700001,51.700001,50.91,51.060001,5937600,47.269321
"54",50.880001,52.02,50.709999,51.84,5125900,47.991412
"55",51.959999,52.07,50.73,50.93,5266500,47.148971
"56",51,52.41,50.259998,52.080002,7091200,48.213597
"57",51.720001,52.580002,51.630001,51.630001,4689400,47.797004
"58",51.389999,51.66,50.849998,51.040001,6636000,47.250805
"59",51.610001,52.75,51.279999,52.59,4772000,48.685733
"60",52.59,52.66,52.18,52.509998,3272800,48.61167
"61",52.57,53.07,52.57,52.91,5355300,48.981976
"62",52.650002,52.869999,52.310001,52.509998,2760100,48.61167
"63",52.470001,53.139999,52.259998,52.939999,4900300,49.009747
"64",53.330002,53.900002,53.18,53.790001,5580900,49.796646
"65",53.860001,54.619999,53.700001,54.349998,4862800,50.315069
"66",54.740002,54.75,54.099998,54.400002,6323600,50.36136
"67",54.200001,54.970001,54.119999,54.52,6371300,50.47245
"68",54.220001,55.41,54.07,55.299999,5081600,51.194542
"69",55.200001,55.220001,54.77,55.099998,4061600,51.009389
"70",55.189999,55.43,55,55.220001,6500700,51.120483
"71",55.189999,56.080002,54.970001,55.939999,6304000,51.787028
"72",55.880001,56,55.34,55.75,5147500,51.611135
"73",55.509998,56.84,55.509998,56.27,5071000,52.092531
"74",55.889999,56.439999,55.66,55.720001,4592400,51.583363
"75",55.779999,56.369999,55.299999,56.32,5286500,52.138818
"76",55.939999,56.43,55.639999,55.689999,4416800,51.555588
"77",55.900002,56.5,55.18,56,4609400,51.842575
"78",55.970001,55.990002,54.07,54.939999,8491000,50.861268
"79",55.02,55.57,54.650002,55.110001,6269000,51.018649
"80",55.57,55.73,54.860001,55.509998,4586600,51.388951
"81",55.32,55.610001,54.68,55.049999,4844300,50.963102
"82",55.240002,56.25,55.200001,56.119999,5601900,51.953665
"83",55.880001,56.110001,55.32,55.830002,4666300,51.685198
"84",55.970001,56.27,54.16,55.959999,5906400,51.805544
"85",56.099998,56.66,55.889999,56.389999,4481900,52.203621
"86",56.279999,56.349998,55.860001,56.099998,4345600,51.93515
"87",55.77,56.119999,55.48,55.939999,6272500,51.787028
"88",55.889999,56.099998,55.439999,55.490002,8059000,51.370439
"89",55.110001,55.5,54.599998,54.860001,9063400,50.787209
"90",55.259998,56.810001,55.02,56.709999,11232400,52.499864
"91",56.369999,57.959999,56.209999,57.959999,10188400,53.657064
"92",57.669998,58.740002,56.849998,57.330002,8711800,53.073838
"93",57.830002,58.360001,57.169998,57.73,6176700,53.44414
"94",57.810001,57.990002,56.950001,57.619999,4702900,53.342306
"95",57.59,57.790001,57.25,57.549999,3728000,53.277503
"96",57.98,58.419998,57.720001,57.950001,5179400,53.647808
"97",57.110001,57.5,56.599998,57.259998,7050800,53.009031
"98",56.75,57.18,56.459999,57.029999,5668700,52.796107
"99",57.360001,57.630001,56.91,57.27,4181300,53.018291
"100",56.950001,57.459999,56.799999,57.189999,3384000,52.944229
"101",57.02,57.950001,56.91,57.43,4081600,53.166413
"102",57.610001,57.849998,57.209999,57.34,4076500,53.083094
"103",57.259998,57.720001,57.07,57.299999,4425800,53.046063
"104",56.990002,57.400002,55.650002,56.009998,9590100,51.851831
"105",56.02,56.09,54.880001,55.419998,6902400,51.305632
"106",55.130001,55.43,54.990002,55.290001,4527900,51.185286
"107",55.18,55.439999,54.75,54.93,7671600,50.852012
"108",54.759998,54.939999,53.970001,54.700001,6174200,50.639087
"109",54.279999,54.82,54.09,54.619999,5385900,50.565025
"110",54.279999,54.700001,54.23,54.470001,5015300,50.426163
"111",54.32,54.830002,54.23,54.509998,3929700,50.463191
"112",54.080002,54.57,53.759998,54.029999,6811400,50.018826
"113",53.75,54.060001,53.439999,53.869999,5871700,49.870705
"114",54,55.43,53.91,55.139999,8362700,51.046421
"115",55.529999,55.580002,54.720001,55,9153900,50.916815
"116",54.990002,55.080002,54.060001,54.740002,5289800,50.676119
"117",54.279999,54.330002,53.509998,53.599998,7065900,49.620749
"118",53.75,54.25,53.720001,53.830002,4303700,49.833677
"119",53.529999,53.900002,53.369999,53.560001,1755400,49.583721
"120",53.080002,53.580002,52.189999,53.32,6368500,49.361537
"121",52.610001,53.029999,52.419998,52.689999,6027300,48.778307
"122",53.32,53.77,53,53.52,5721000,49.54669
"123",53.349998,53.919998,53.189999,53.84,3971400,49.842933
"124",54,54.25,53.459999,53.73,7120600,49.741099
"125",53.400002,53.639999,53.150002,53.400002,4075000,49.4356
"126",53.619999,53.720001,52.98,53.130001,5837200,49.185644
"127",53.040001,53.549999,53,53.279999,4666400,49.324506
"128",53.310001,53.580002,53.099998,53.400002,4701300,49.4356
"129",53.32,54,53.290001,53.889999,6567800,49.88922
"130",53.939999,54.34,53.849998,54.110001,5523100,50.092889
"131",56.450001,57.220001,55.240002,56.759998,23617700,52.546151
"132",56.529999,56.950001,55.349998,55.669998,14247900,51.537072
"133",55.700001,56.799999,55.639999,56.630001,12950800,52.425805
"134",57,57.900002,56.580002,57.419998,21618900,53.157153
"135",57.560001,57.98,57.439999,57.650002,6980600,53.370081
"136",57.57,57.700001,57.169998,57.389999,5598000,53.129381
"137",57.200001,57.369999,56.630001,56.950001,4411800,52.722048
"138",56.700001,57.07,56.459999,56.709999,4074800,52.499864
"139",56.529999,56.669998,56.009998,56.439999,2758400,52.249908
"140",56.380001,56.560001,55.939999,55.959999,4025200,51.805544
"141",56.150002,56.369999,55.869999,55.869999,3601700,51.722225
"142",55.689999,56.169998,55.459999,55.529999,3414000,51.407467
"143",55.470001,55.610001,54.77,54.900002,3997500,50.82424
"144",55.200001,56.279999,55.18,55.549999,5453300,51.425982
"145",55.77,57.240002,55.689999,56.75,8429500,52.536895
"146",56.459999,57.16,56.400002,56.73,4552000,52.51838
"147",56.68,57.18,56.07,56.549999,3561400,52.351743
"148",56.5,57.189999,56.459999,56.98,4680800,52.74982
"149",56.470001,56.950001,56.209999,56.439999,4758900,52.249908
"150",56.549999,56.880001,56.09,56.189999,5863900,52.018468
"151",56.299999,56.919998,56.049999,56.849998,4566400,52.62947
"152",56.720001,57,56.23,56.32,4660300,52.138818
"153",56.049999,57.279999,56.049999,56.5,5893700,52.305455
"154",56.400002,57.34,56.349998,57.290001,10611900,53.036807
"155",57.209999,57.43,56.599998,56.98,5771500,52.74982
"156",56.779999,57.650002,56.68,57.310001,6313600,53.055322
"157",57.41,57.41,56.740002,56.970001,6032900,52.740564
"158",57.060001,57.869999,56.810001,57.290001,5647800,53.036807
"159",56.91,58.189999,56.740002,57.16,8944000,52.916457
"160",57.27,57.470001,56.32,56.48,6833600,52.28694
"161",56.459999,56.869999,56.060001,56.48,4686000,52.28694
"162",56.610001,56.610001,55.110001,55.290001,6928300,51.185286
"163",55.220001,55.459999,54.849998,55.080002,6021300,50.990877
"164",55.23,55.880001,55.110001,55.709999,5615800,51.574104
"165",55.139999,55.650002,54.790001,55.630001,5353400,51.500045
"166",55.27,55.639999,55,55.450001,4227000,51.333408
"167",55.619999,55.619999,54.740002,55.200001,4569900,51.101968
"168",55.23,55.330002,54.759998,54.880001,3861900,50.805725
"169",54.759998,55.16,54.630001,54.939999,3399300,50.861268
"170",54.73,55,54.310001,54.43,4502700,50.389132
"171",54.330002,54.799999,54,54.27,4522300,50.24101
"172",54.110001,54.110001,53.549999,53.740002,6896900,49.750358
"173",53.610001,54.080002,53.34,53.860001,5412600,49.861449
"174",53.630001,53.939999,53.310001,53.84,5143000,49.842933
"175",53.34,53.43,52.360001,52.950001,11461500,49.019007
"176",52.689999,53.189999,52.369999,52.41,8918600,48.519096
"177",52.259998,52.73,52.02,52.240002,9877900,48.361718
"178",51.970001,52.540001,51.619999,51.880001,6473900,48.028444
"179",51.889999,52.18,51.07,51.07,8135500,47.278577
"180",51.07,51.240002,50.610001,50.950001,8606600,47.167486
"181",51.18,52.369999,51.049999,52.259998,7791100,48.38023
"182",52.380001,52.669998,51.310001,51.330002,8054800,47.519276
"183",52.169998,52.490002,51.740002,51.91,6668500,48.056215
"184",51.740002,51.91,51.34,51.389999,5437400,47.57482
"185",51.639999,52.540001,51.459999,52.369999,6527500,48.482064
"186",52.110001,52.529999,51.959999,52.32,5795700,48.435777
"187",52.529999,52.57,51.68,51.740002,6334200,47.898838
"188",51.790001,52.669998,51.400002,52.52,4298400,48.62093
"189",52.75,52.799999,52.080002,52.48,4049200,48.583899
"190",51.860001,52.209999,51.419998,51.84,5675400,47.991412
"191",51.860001,53.869999,51.779999,53.529999,11642100,49.555946
"192",53.18,53.880001,53.09,53.52,7015900,49.54669
"193",52.509998,53.389999,52.18,53,6001400,49.065294
"194",52.549999,53.549999,52.43,52.689999,10020100,48.778307
"195",54,54.700001,53.32,53.560001,10655000,49.583721
"196",53.73,53.919998,52.75,52.939999,12834000,49.009747
"197",53.75,53.939999,53.049999,53.09,4286100,49.148613
"198",53.029999,53.279999,52.66,52.779999,5560800,48.861626
"199",52.709999,52.93,52.23,52.689999,4528300,48.778307
"200",52.889999,53.5,52.43,53.27,5093600,49.31525
"201",53.41,53.790001,53,53.150002,5589900,49.20416
"202",53.09,53.23,52.610001,52.650002,3808800,48.74128
"203",52.700001,53.450001,52.66,53.43,3570800,49.463371
"204",53.66,54.360001,53.43,53.900002,4562400,49.89848
"205",53.73,54.049999,53.450001,53.450001,4501100,49.481887
"206",53.939999,53.98,52.759998,53.080002,7942400,49.139357
"207",53.310001,54.299999,53.209999,54.029999,5510000,50.018826
"208",53.950001,54.369999,53.91,54.07,4638500,50.055857
"209",54.259998,54.560001,53.990002,54.029999,4576400,50.018826
"210",53.900002,54.389999,53.5,53.970001,4408600,49.963283
"211",53.970001,54.32,53.580002,53.900002,4423100,49.89848
"212",53.91,54.450001,53.48,54.310001,6327000,50.278041
"213",54.049999,54.75,54.009998,54.619999,6678800,50.565025
"214",54.689999,55.299999,54.650002,54.939999,7572900,50.861268
"215",54.75,55.009998,54.279999,54.830002,7189000,50.759437
"216",55.029999,55.990002,54.939999,55.509998,8002700,51.388951
"217",54.950001,55.560001,54.790001,55.220001,6936300,51.120483
"218",55.07,55.299999,54.650002,55.18,5952800,51.083452
"219",56,56.439999,55.619999,56.18,7334700,52.009212
"220",55.259998,55.389999,53.220001,53.689999,17489600,49.704068
