"","WPI.Open","WPI.High","WPI.Low","WPI.Close","WPI.Volume","WPI.Adjusted"
"532",0.42,0.45,0.42,0.45,20000,0.45
"533",0.43,0.45,0.43,0.45,110000,0.45
"534",0.45,0.45,0.45,0.45,0,0.45
"535",0.43,0.44,0.43,0.43,3e+05,0.43
"536",0.445,0.445,0.42,0.42,670000,0.42
"537",0.425,0.44,0.425,0.44,240000,0.44
"538",0.44,0.44,0.44,0.44,0,0.44
"539",0.44,0.44,0.44,0.44,0,0.44
"540",0.44,0.44,0.43,0.43,360000,0.43
"541",0.42,0.425,0.42,0.42,1260000,0.42
"542",0.42,0.44,0.42,0.44,140000,0.44
"543",0.42,0.44,0.42,0.44,640000,0.44
"544",0.44,0.44,0.44,0.44,40000,0.44
"545",0.44,0.44,0.44,0.44,0,0.44
"546",0.425,0.425,0.425,0.425,10000,0.425
"547",0.425,0.425,0.425,0.425,0,0.425
"548",0.43,0.43,0.43,0.43,70000,0.43
"549",0.43,0.44,0.42,0.44,1120000,0.44
"550",0.44,0.44,0.44,0.44,40000,0.44
"551",0.43,0.43,0.43,0.43,50000,0.43
"552",0.43,0.435,0.43,0.435,1e+05,0.435
"553",0.415,0.43,0.415,0.43,210000,0.43
"554",0.43,0.435,0.43,0.435,320000,0.435
"555",0.43,0.43,0.43,0.43,330000,0.43
"556",0.435,0.435,0.435,0.435,50000,0.435
"557",0.435,0.435,0.435,0.435,1e+05,0.435
"558",0.43,0.48,0.43,0.475,4550000,0.475
"559",0.47,0.47,0.455,0.465,6e+05,0.465
"560",0.45,0.46,0.43,0.455,210000,0.455
"561",0.44,0.44,0.43,0.43,430000,0.43
"562",0.43,0.45,0.43,0.45,340000,0.45
"563",0.45,0.45,0.435,0.435,4e+05,0.435
"564",0.435,0.435,0.435,0.435,0,0.435
"565",0.435,0.45,0.43,0.43,360000,0.43
"566",0.43,0.475,0.425,0.47,3400000,0.47
"567",0.465,0.465,0.435,0.46,150000,0.46
"568",0.455,0.46,0.43,0.45,270000,0.45
"569",0.44,0.46,0.435,0.46,450000,0.46
"570",0.455,0.46,0.45,0.45,80000,0.45
"571",0.435,0.465,0.435,0.465,480000,0.465
"572",0.46,0.475,0.46,0.47,3980000,0.47
"573",0.47,0.47,0.47,0.47,0,0.47
"574",0.465,0.47,0.445,0.46,220000,0.46
"575",0.47,0.47,0.47,0.47,10000,0.47
"576",0.435,0.465,0.435,0.465,130000,0.465
"577",0.465,0.465,0.465,0.465,0,0.465
"578",0.435,0.465,0.435,0.465,20000,0.465
"579",0.47,0.47,0.435,0.465,2e+05,0.465
"580",0.465,0.465,0.465,0.465,0,0.465
"581",0.435,0.46,0.435,0.46,120000,0.46
"582",0.465,0.465,0.435,0.44,290000,0.44
"583",0.47,0.47,0.44,0.46,150000,0.46
"584",0.445,0.455,0.44,0.455,530000,0.455
"585",0.465,0.465,0.465,0.465,10000,0.465
"586",0.47,0.47,0.43,0.435,8e+05,0.435
"587",0.465,0.465,0.465,0.465,10000,0.465
"588",0.44,0.46,0.44,0.46,110000,0.46
"589",0.45,0.46,0.45,0.46,40000,0.46
"590",0.46,0.46,0.46,0.46,0,0.46
"591",0.45,0.46,0.45,0.45,230000,0.45
"592",0.465,0.465,0.435,0.46,3160000,0.46
"593",0.46,0.46,0.46,0.46,20000,0.46
"594",0.45,0.46,0.45,0.45,280000,0.45
"595",0.44,0.46,0.435,0.45,620000,0.45
"596",0.435,0.45,0.435,0.45,30000,0.45
"597",0.45,0.45,0.45,0.45,110000,0.45
"598",0.46,0.46,0.46,0.46,10000,0.46
"599",0.46,0.46,0.46,0.46,0,0.46
"600",0.46,0.46,0.46,0.46,0,0.46
"601",0.44,0.455,0.44,0.45,130000,0.45
"602",0.46,0.46,0.435,0.45,90000,0.45
"603",0.44,0.45,0.44,0.45,120000,0.45
"604",0.44,0.45,0.44,0.45,130000,0.45
"605",0.445,0.455,0.44,0.455,430000,0.455
"606",0.45,0.46,0.45,0.46,40000,0.46
"607",0.46,0.46,0.46,0.46,20000,0.46
"608",0.45,0.45,0.45,0.45,170000,0.45
"609",0.44,0.45,0.44,0.45,3e+05,0.45
"610",0.45,0.45,0.45,0.45,180000,0.45
"611",0.44,0.445,0.435,0.44,1390000,0.44
"612",0.445,0.445,0.445,0.445,40000,0.445
"613",0.435,0.45,0.435,0.45,1030000,0.45
"614",0.435,0.46,0.41,0.435,3500000,0.435
"615",0.44,0.44,0.415,0.435,720000,0.435
"616",0.445,0.445,0.44,0.44,110000,0.44
"617",0.43,0.44,0.43,0.44,30000,0.44
"618",0.435,0.44,0.43,0.44,90000,0.44
"619",0.43,0.435,0.42,0.435,580000,0.435
"620",0.42,0.435,0.415,0.435,3e+05,0.435
"621",0.435,0.435,0.435,0.435,0,0.435
"622",0.43,0.43,0.43,0.43,130000,0.43
"623",0.43,0.43,0.43,0.43,110000,0.43
"624",0.425,0.43,0.425,0.43,220000,0.43
"625",0.43,0.43,0.43,0.43,0,0.43
"626",0.43,0.43,0.43,0.43,0,0.43
"627",0.425,0.43,0.425,0.43,420000,0.43
"628",0.44,0.44,0.43,0.44,80000,0.44
"629",0.42,0.435,0.415,0.435,560000,0.435
"630",0.44,0.44,0.44,0.44,30000,0.44
"631",0.43,0.44,0.43,0.44,360000,0.44
"632",0.44,0.45,0.44,0.44,480000,0.44
"633",0.445,0.445,0.425,0.425,280000,0.425
"634",0.445,0.445,0.42,0.43,70000,0.43
"635",0.42,0.44,0.42,0.44,550000,0.44
"636",0.44,0.44,0.42,0.44,120000,0.44
"637",0.42,0.43,0.42,0.43,350000,0.43
"638",0.42,0.44,0.415,0.44,190000,0.44
"639",0.42,0.435,0.42,0.435,390000,0.435
"640",0.425,0.43,0.42,0.43,220000,0.43
"641",0.42,0.43,0.42,0.43,720000,0.43
"642",0.42,0.43,0.42,0.43,780000,0.43
"643",0.43,0.43,0.43,0.43,0,0.43
"644",0.44,0.44,0.42,0.43,2e+05,0.43
"645",0.42,0.43,0.42,0.43,310000,0.43
"646",0.43,0.43,0.43,0.43,0,0.43
"647",0.44,0.44,0.415,0.425,320000,0.425
"648",0.41,0.42,0.405,0.42,350000,0.42
"649",0.43,0.43,0.405,0.42,620000,0.42
"650",0.41,0.415,0.41,0.415,110000,0.415
"651",0.41,0.415,0.405,0.41,770000,0.41
"652",0.405,0.42,0.405,0.42,1090000,0.42
"653",0.405,0.42,0.405,0.42,210000,0.42
"654",0.405,0.42,0.405,0.42,370000,0.42
"655",0.42,0.42,0.41,0.42,250000,0.42
"656",0.41,0.42,0.41,0.42,460000,0.42
"657",0.41,0.42,0.41,0.41,620000,0.41
"658",0.415,0.42,0.41,0.42,450000,0.42
"659",0.405,0.41,0.405,0.41,330000,0.41
"660",0.42,0.42,0.405,0.405,60000,0.405
"661",0.42,0.42,0.41,0.42,320000,0.42
"662",0.42,0.42,0.42,0.42,0,0.42
"663",0.41,0.42,0.41,0.42,110000,0.42
"664",0.41,0.41,0.4,0.4,4e+05,0.4
"665",0.41,0.41,0.4,0.41,590000,0.41
"666",0.41,0.41,0.41,0.41,0,0.41
"667",0.41,0.41,0.41,0.41,0,0.41
"668",0.4,0.41,0.4,0.41,40000,0.41
"669",0.4,0.41,0.4,0.41,60000,0.41
"670",0.4,0.405,0.4,0.405,210000,0.405
"671",0.4,0.41,0.4,0.41,270000,0.41
"672",0.41,0.41,0.41,0.41,0,0.41
"673",0.4,0.41,0.4,0.41,240000,0.41
"674",0.4,0.41,0.4,0.41,60000,0.41
"675",0.4,0.41,0.4,0.41,340000,0.41
"676",0.4,0.405,0.4,0.405,3530000,0.405
"677",0.41,0.41,0.405,0.41,590000,0.41
"678",0.405,0.42,0.405,0.42,1860000,0.42
"679",0.41,0.42,0.405,0.42,770000,0.42
"680",0.41,0.42,0.41,0.42,210000,0.42
"681",0.42,0.42,0.41,0.42,140000,0.42
"682",0.41,0.415,0.41,0.415,210000,0.415
"683",0.415,0.415,0.41,0.415,130000,0.415
"684",0.415,0.415,0.41,0.415,190000,0.415
"685",0.41,0.415,0.41,0.415,410000,0.415
"686",0.405,0.415,0.405,0.415,530000,0.415
"687",0.41,0.415,0.41,0.415,60000,0.415
"688",0.415,0.415,0.41,0.41,2920000,0.41
"689",0.42,0.42,0.41,0.415,7e+05,0.415
"690",0.42,0.43,0.405,0.425,1930000,0.425
"691",0.425,0.425,0.42,0.42,230000,0.42
"692",0.425,0.425,0.415,0.425,370000,0.425
"693",0.425,0.44,0.415,0.43,1100000,0.43
"694",0.42,0.46,0.42,0.455,3790000,0.455
"695",0.46,0.46,0.455,0.455,130000,0.455
"696",0.46,0.48,0.44,0.445,3310000,0.445
"697",0.47,0.47,0.46,0.465,230000,0.465
"698",0.465,0.47,0.455,0.465,2e+05,0.465
"699",0.465,0.465,0.435,0.435,430000,0.435
"700",0.46,0.46,0.435,0.435,330000,0.435
"701",0.44,0.45,0.43,0.43,240000,0.43
"702",0.435,0.435,0.43,0.43,140000,0.43
"703",0.43,0.435,0.425,0.435,630000,0.435
"704",0.435,0.435,0.42,0.425,620000,0.425
"705",0.43,0.435,0.42,0.43,820000,0.43
"706",0.425,0.43,0.42,0.43,340000,0.43
"707",0.43,0.43,0.4,0.425,4740000,0.425
"708",0.42,0.425,0.4,0.415,1960000,0.415
"709",0.42,0.42,0.41,0.41,220000,0.41
"710",0.415,0.42,0.4,0.41,3570000,0.41
"711",0.42,0.42,0.395,0.4,2570000,0.4
"712",0.415,0.415,0.4,0.41,480000,0.41
"713",0.415,0.415,0.4,0.41,8e+05,0.41
"714",0.415,0.415,0.4,0.415,270000,0.415
"715",0.41,0.41,0.41,0.41,90000,0.41
"716",0.415,0.415,0.4,0.41,760000,0.41
"717",0.415,0.415,0.4,0.405,660000,0.405
"718",0.4,0.405,0.4,0.405,5e+05,0.405
"719",0.405,0.405,0.4,0.4,380000,0.4
"720",0.405,0.405,0.395,0.395,310000,0.395
"721",0.405,0.405,0.39,0.4,830000,0.4
"722",0.385,0.395,0.385,0.395,890000,0.395
"723",0.39,0.4,0.385,0.4,450000,0.4
"724",0.39,0.4,0.39,0.4,310000,0.4
"725",0.4,0.415,0.4,0.41,940000,0.41
"726",0.39,0.39,0.39,0.39,410000,0.39
"727",0.41,0.41,0.41,0.41,20000,0.41
"728",0.41,0.41,0.41,0.41,0,0.41
"729",0.41,0.41,0.41,0.41,0,0.41
"730",0.41,0.41,0.41,0.41,0,0.41
"731",0.41,0.415,0.41,0.415,60000,0.415
"732",0.415,0.415,0.415,0.415,10000,0.415
"733",0.415,0.42,0.41,0.42,220000,0.42
"734",0.4,0.4,0.4,0.4,50000,0.4
"735",0.415,0.415,0.41,0.415,50000,0.415
"736",0.415,0.415,0.415,0.415,0,0.415
"737",0.415,0.415,0.415,0.415,0,0.415
"738",0.4,0.4,0.4,0.4,2e+05,0.4
"739",0.4,0.4,0.4,0.4,0,0.4
"740",0.41,0.41,0.4,0.4,430000,0.4
"741",0.405,0.405,0.4,0.4,170000,0.4
"742",0.4,0.4,0.4,0.4,2e+05,0.4
"743",0.4,0.4,0.4,0.4,380000,0.4
"744",0.4,0.4,0.395,0.395,390000,0.395
"745",0.395,0.405,0.39,0.405,70000,0.405
"746",0.41,0.41,0.41,0.41,10000,0.41
"747",0.415,0.415,0.415,0.415,10000,0.415
"748",0.41,0.415,0.41,0.41,530000,0.41
"749",0.415,0.415,0.415,0.415,160000,0.415
"750",0.4,0.415,0.4,0.415,30000,0.415
"751",0.415,0.415,0.415,0.415,20000,0.415
"752",0.415,0.415,0.415,0.415,0,0.415
"753",0.415,0.415,0.415,0.415,0,0.415
"754",0.4,0.42,0.4,0.42,70000,0.42
"755",0.4,0.42,0.4,0.42,70000,0.42
"756",0.4,0.42,0.4,0.42,290000,0.42
"757",0.415,0.415,0.4,0.415,40000,0.415
"758",0.42,0.42,0.41,0.41,120000,0.41
"759",0.415,0.415,0.4,0.41,30000,0.41
"760",0.41,0.41,0.4,0.41,190000,0.41
"761",0.41,0.41,0.41,0.41,0,0.41
"762",0.415,0.415,0.41,0.415,340000,0.415
"763",0.415,0.415,0.415,0.415,0,0.415
"764",0.415,0.42,0.4,0.415,250000,0.415
"765",0.4,0.415,0.395,0.415,1200000,0.415
"766",0.415,0.415,0.415,0.415,0,0.415
"767",0.4,0.415,0.4,0.4,120000,0.4
"768",0.4,0.415,0.4,0.415,30000,0.415
"769",0.415,0.415,0.415,0.415,0,0.415
"770",0.4,0.415,0.4,0.415,70000,0.415
"771",0.4,0.4,0.385,0.395,580000,0.395
"772",0.39,0.4,0.39,0.4,1e+05,0.4
"773",0.4,0.4,0.4,0.4,0,0.4
"774",0.39,0.4,0.38,0.4,150000,0.4
"775",0.4,0.4,0.4,0.4,0,0.4
"776",0.4,0.41,0.4,0.41,20000,0.41
"777",0.4,0.4,0.4,0.4,20000,0.4
"778",0.4,0.4,0.4,0.4,0,0.4
"779",0.4,0.4,0.4,0.4,0,0.4
"780",0.39,0.4,0.39,0.4,30000,0.4
"781",0.4,0.405,0.4,0.405,160000,0.405
"782",0.355,0.405,0.355,0.405,1e+05,0.405
"783",0.405,0.405,0.405,0.405,0,0.405
"784",0.35,0.4,0.315,0.34,1210000,0.34
"785",0.34,0.38,0.34,0.38,130000,0.38
"786",0.385,0.385,0.345,0.37,70000,0.37
"787",0.385,0.385,0.36,0.385,1e+05,0.385
"788",0.385,0.385,0.385,0.385,0,0.385
"789",0.33,0.38,0.33,0.38,170000,0.38
"790",0.38,0.38,0.38,0.38,0,0.38
"791",0.38,0.385,0.38,0.38,40000,0.38
"792",0.35,0.38,0.35,0.38,30000,0.38
"793",0.35,0.375,0.35,0.375,50000,0.375
"794",0.35,0.37,0.35,0.36,240000,0.36
"795",0.375,0.38,0.36,0.38,1540000,0.38
"796",0.35,0.385,0.35,0.385,220000,0.385
"797",0.385,0.385,0.385,0.385,10000,0.385
"798",0.385,0.385,0.385,0.385,0,0.385
"799",0.385,0.385,0.385,0.385,0,0.385
"800",0.36,0.385,0.36,0.385,20000,0.385
"801",0.385,0.405,0.385,0.405,7e+05,0.405
"802",0.395,0.4,0.395,0.4,30000,0.4
"803",0.4,0.4,0.4,0.4,0,0.4
"804",0.37,0.4,0.37,0.4,210000,0.4
"805",0.37,0.37,0.37,0.37,5e+05,0.37
"806",0.395,0.395,0.37,0.395,330000,0.395
"807",0.395,0.395,0.395,0.395,0,0.395
"808",0.395,0.395,0.395,0.395,0,0.395
"809",0.395,0.395,0.395,0.395,0,0.395
"810",0.37,0.395,0.37,0.395,50000,0.395
"811",0.4,0.4,0.4,0.4,10000,0.4
"812",0.365,0.395,0.36,0.395,660000,0.395
"813",0.395,0.395,0.395,0.395,0,0.395
"814",0.395,0.395,0.395,0.395,0,0.395
"815",0.385,0.385,0.355,0.38,360000,0.38
"816",0.385,0.385,0.385,0.385,10000,0.385
"817",0.385,0.385,0.385,0.385,0,0.385
"818",0.37,0.385,0.37,0.385,160000,0.385
"819",0.38,0.4,0.38,0.4,110000,0.4
"820",0.36,0.395,0.36,0.395,20000,0.395
"821",0.4,0.4,0.355,0.395,60000,0.395
"822",0.395,0.395,0.395,0.395,0,0.395
"823",0.36,0.395,0.36,0.395,40000,0.395
"824",0.39,0.4,0.39,0.39,1e+05,0.39
"825",0.39,0.39,0.39,0.39,0,0.39
"826",0.4,0.4,0.39,0.395,3e+05,0.395
"827",0.385,0.395,0.365,0.365,170000,0.365
"828",0.395,0.395,0.37,0.385,120000,0.385
"829",0.4,0.4,0.4,0.4,10000,0.4
"830",0.4,0.4,0.4,0.4,0,0.4
"831",0.4,0.4,0.4,0.4,0,0.4
"832",0.4,0.4,0.4,0.4,0,0.4
"833",0.4,0.4,0.4,0.4,0,0.4
"834",0.4,0.4,0.4,0.4,0,0.4
"835",0.4,0.4,0.4,0.4,10000,0.4
"836",0.4,0.4,0.4,0.4,0,0.4
"837",0.4,0.4,0.4,0.4,0,0.4
"838",0.4,0.4,0.4,0.4,0,0.4
"839",0.4,0.4,0.4,0.4,0,0.4
"840",0.4,0.4,0.4,0.4,0,0.4
"841",0.36,0.38,0.36,0.38,40000,0.38
"842",0.385,0.4,0.385,0.39,1310000,0.39
"843",0.395,0.395,0.385,0.39,60000,0.39
"844",0.4,0.4,0.4,0.4,10000,0.4
"845",0.4,0.4,0.4,0.4,0,0.4
"846",0.4,0.4,0.4,0.4,0,0.4
"847",0.4,0.4,0.4,0.4,0,0.4
"848",0.4,0.4,0.4,0.4,0,0.4
"849",0.4,0.4,0.4,0.4,0,0.4
"850",0.36,0.39,0.36,0.39,20000,0.39
"851",0.34,0.39,0.34,0.39,70000,0.39
"852",0.39,0.39,0.39,0.39,0,0.39
"853",0.385,0.4,0.385,0.4,70000,0.4
"854",0.39,0.395,0.39,0.395,30000,0.395
"855",0.395,0.395,0.395,0.395,0,0.395
"856",0.395,0.395,0.395,0.395,0,0.395
"857",0.395,0.395,0.395,0.395,0,0.395
"858",0.395,0.395,0.395,0.395,0,0.395
"859",0.395,0.395,0.395,0.395,0,0.395
"860",0.395,0.395,0.395,0.395,0,0.395
"861",0.345,0.39,0.345,0.39,30000,0.39
"862",0.375,0.38,0.375,0.38,20000,0.38
"863",0.395,0.395,0.395,0.395,10000,0.395
"864",0.395,0.395,0.395,0.395,0,0.395
"865",0.395,0.395,0.395,0.395,0,0.395
"866",0.395,0.395,0.395,0.395,0,0.395
"867",0.395,0.395,0.395,0.395,0,0.395
"868",0.35,0.39,0.35,0.39,190000,0.39
"869",0.39,0.39,0.39,0.39,0,0.39
"870",0.39,0.395,0.39,0.395,20000,0.395
"871",0.355,0.385,0.35,0.385,70000,0.385
"872",0.385,0.385,0.385,0.385,0,0.385
"873",0.395,0.395,0.395,0.395,10000,0.395
"874",0.35,0.39,0.35,0.39,60000,0.39
"875",0.39,0.395,0.39,0.395,410000,0.395
"876",0.395,0.395,0.395,0.395,0,0.395
"877",0.36,0.39,0.35,0.39,610000,0.39
"878",0.35,0.38,0.345,0.38,210000,0.38
"879",0.35,0.375,0.35,0.37,140000,0.37
"880",0.375,0.38,0.375,0.38,30000,0.38
"881",0.38,0.38,0.38,0.38,0,0.38
"882",0.38,0.38,0.38,0.38,0,0.38
"883",0.35,0.38,0.35,0.38,310000,0.38
"884",0.35,0.35,0.35,0.35,1e+05,0.35
"885",0.35,0.35,0.35,0.35,0,0.35
"886",0.35,0.35,0.35,0.35,0,0.35
"887",0.38,0.385,0.35,0.385,140000,0.385
"888",0.385,0.385,0.385,0.385,0,0.385
"889",0.385,0.385,0.385,0.385,0,0.385
"890",0.355,0.375,0.355,0.375,40000,0.375
"891",0.35,0.365,0.335,0.365,1570000,0.365
"892",0.37,0.37,0.33,0.37,760000,0.37
"893",0.335,0.365,0.335,0.365,30000,0.365
"894",0.365,0.365,0.365,0.365,0,0.365
"895",0.355,0.37,0.35,0.37,1050000,0.37
"896",0.37,0.37,0.37,0.37,0,0.37
"897",0.37,0.37,0.37,0.37,0,0.37
"898",0.37,0.37,0.37,0.37,0,0.37
"899",0.37,0.37,0.37,0.37,0,0.37
"900",0.34,0.365,0.34,0.365,70000,0.365
"901",0.385,0.385,0.385,0.385,10000,0.385
"902",0.335,0.36,0.335,0.355,1260000,0.355
"903",0.36,0.36,0.36,0.36,10000,0.36
"904",0.36,0.36,0.34,0.36,60000,0.36
"905",0.36,0.38,0.36,0.38,330000,0.38
"906",0.38,0.38,0.38,0.38,0,0.38
"907",0.38,0.38,0.38,0.38,0,0.38
"908",0.38,0.38,0.38,0.38,0,0.38
"909",0.34,0.36,0.34,0.36,130000,0.36
"910",0.375,0.375,0.34,0.35,140000,0.35
"911",0.35,0.375,0.335,0.36,170000,0.36
"912",0.37,0.37,0.37,0.37,10000,0.37
"913",0.335,0.355,0.335,0.355,20000,0.355
"914",0.355,0.355,0.355,0.355,0,0.355
"915",0.335,0.35,0.33,0.345,5e+05,0.345
"916",0.345,0.345,0.345,0.345,0,0.345
"917",0.335,0.35,0.335,0.345,560000,0.345
"918",0.345,0.355,0.345,0.355,50000,0.355
"919",0.355,0.355,0.355,0.355,0,0.355
"920",0.33,0.355,0.33,0.355,110000,0.355
"921",0.355,0.355,0.355,0.355,0,0.355
"922",0.355,0.355,0.355,0.355,0,0.355
"923",0.355,0.355,0.355,0.355,0,0.355
"924",0.355,0.355,0.355,0.355,0,0.355
"925",0.35,0.355,0.35,0.355,3e+05,0.355
"926",0.355,0.355,0.355,0.355,0,0.355
"927",0.355,0.355,0.355,0.355,0,0.355
"928",0.355,0.355,0.355,0.355,0,0.355
"929",0.355,0.355,0.355,0.355,20000,0.355
"930",0.355,0.355,0.355,0.355,0,0.355
"931",0.355,0.37,0.355,0.37,240000,0.37
"932",0.37,0.37,0.37,0.37,0,0.37
"933",0.37,0.37,0.37,0.37,0,0.37
"934",0.37,0.37,0.37,0.37,0,0.37
"935",0.37,0.37,0.37,0.37,0,0.37
"936",0.37,0.37,0.37,0.37,0,0.37
"937",0.37,0.37,0.37,0.37,0,0.37
"938",0.335,0.35,0.335,0.34,170000,0.34
"939",0.34,0.365,0.34,0.34,520000,0.34
"940",0.34,0.36,0.335,0.335,780000,0.335
"941",0.34,0.34,0.335,0.34,210000,0.34
"942",0.34,0.355,0.34,0.34,630000,0.34
"943",0.34,0.34,0.33,0.34,690000,0.34
"944",0.34,0.35,0.34,0.35,6e+05,0.35
"945",0.325,0.34,0.325,0.34,60000,0.34
"946",0.34,0.34,0.34,0.34,50000,0.34
"947",0.34,0.34,0.34,0.34,0,0.34
"948",0.34,0.34,0.34,0.34,0,0.34
"949",0.31,0.34,0.31,0.34,30000,0.34
"950",0.34,0.34,0.34,0.34,0,0.34
"951",0.33,0.34,0.33,0.34,20000,0.34
"952",0.34,0.34,0.34,0.34,0,0.34
"953",0.34,0.34,0.34,0.34,10000,0.34
"954",0.34,0.34,0.34,0.34,40000,0.34
"955",0.34,0.34,0.34,0.34,10000,0.34
"956",0.34,0.34,0.34,0.34,0,0.34
"957",0.34,0.34,0.34,0.34,0,0.34
"958",0.335,0.34,0.335,0.34,120000,0.34
"959",0.34,0.34,0.34,0.34,0,0.34
"960",0.34,0.34,0.34,0.34,0,0.34
"961",0.35,0.35,0.35,0.35,10000,0.35
"962",0.35,0.35,0.35,0.35,0,0.35
"963",0.355,0.355,0.355,0.355,10000,0.355
"964",0.355,0.355,0.355,0.355,0,0.355
"965",0.33,0.335,0.325,0.33,590000,0.33
"966",0.34,0.34,0.32,0.33,320000,0.33
"967",0.325,0.335,0.325,0.335,490000,0.335
"968",0.315,0.335,0.315,0.335,240000,0.335
"969",0.33,0.34,0.31,0.34,1080000,0.34
"970",0.335,0.38,0.335,0.34,2600000,0.34
"971",0.33,0.355,0.33,0.355,270000,0.355
"972",0.33,0.345,0.33,0.345,90000,0.345
"973",0.34,0.34,0.34,0.34,60000,0.34
"974",0.335,0.34,0.325,0.335,360000,0.335
"975",0.32,0.335,0.32,0.335,20000,0.335
"976",0.335,0.335,0.335,0.335,0,0.335
"977",0.34,0.34,0.33,0.33,90000,0.33
"978",0.335,0.335,0.325,0.33,390000,0.33
"979",0.325,0.33,0.325,0.33,210000,0.33
"980",0.33,0.34,0.33,0.34,190000,0.34
"981",0.32,0.33,0.32,0.33,90000,0.33
"982",0.32,0.33,0.32,0.33,640000,0.33
"983",0.32,0.325,0.31,0.325,410000,0.325
"984",0.315,0.325,0.315,0.325,80000,0.325
"985",0.31,0.325,0.31,0.325,890000,0.325
"986",0.315,0.325,0.31,0.325,1e+05,0.325
"987",0.325,0.325,0.325,0.325,0,0.325
"988",0.32,0.33,0.32,0.33,50000,0.33
"989",0.33,0.33,0.33,0.33,0,0.33
"990",0.33,0.33,0.33,0.33,0,0.33
"991",0.315,0.33,0.315,0.33,370000,0.33
"992",0.315,0.315,0.315,0.315,10000,0.315
"993",0.33,0.33,0.315,0.33,320000,0.33
"994",0.325,0.325,0.32,0.325,1030000,0.325
"995",0.33,0.33,0.33,0.33,10000,0.33
"996",0.33,0.33,0.33,0.33,30000,0.33
"997",0.32,0.32,0.32,0.32,20000,0.32
"998",0.32,0.32,0.32,0.32,0,0.32
"999",0.32,0.33,0.32,0.33,380000,0.33
"1000",0.32,0.325,0.32,0.325,40000,0.325
"1001",0.315,0.34,0.315,0.335,830000,0.335
"1002",0.34,0.34,0.33,0.335,50000,0.335
"1003",0.34,0.34,0.32,0.34,30000,0.34
"1004",0.34,0.34,0.34,0.34,0,0.34
"1005",0.34,0.34,0.34,0.34,0,0.34
"1006",0.32,0.32,0.32,0.32,180000,0.32
"1007",0.34,0.34,0.34,0.34,60000,0.34
"1008",0.32,0.345,0.32,0.32,1750000,0.32
"1009",0.335,0.335,0.315,0.315,2870000,0.315
"1010",0.315,0.335,0.315,0.335,230000,0.335
"1011",0.315,0.32,0.31,0.31,4050000,0.31
"1012",0.31,0.325,0.31,0.325,210000,0.325
"1013",0.31,0.32,0.31,0.31,3160000,0.31
"1014",0.31,0.31,0.31,0.31,0,0.31
"1015",0.31,0.32,0.31,0.31,1160000,0.31
"1016",0.31,0.33,0.31,0.33,510000,0.33
"1017",0.31,0.31,0.305,0.31,4180000,0.31
"1018",0.325,0.325,0.32,0.32,60000,0.32
"1019",0.325,0.325,0.31,0.31,420000,0.31
"1020",0.32,0.325,0.31,0.31,320000,0.31
"1021",0.32,0.325,0.31,0.32,140000,0.32
"1022",0.31,0.36,0.31,0.34,4380000,0.34
"1023",0.32,0.34,0.31,0.31,2e+06,0.31
"1024",0.315,0.34,0.31,0.31,2240000,0.31
"1025",0.315,0.33,0.315,0.315,1070000,0.315
"1026",0.325,0.325,0.31,0.325,130000,0.325
"1027",0.315,0.32,0.315,0.315,540000,0.315
"1028",0.32,0.325,0.31,0.32,510000,0.32
"1029",0.31,0.32,0.31,0.32,210000,0.32
"1030",0.31,0.32,0.31,0.32,150000,0.32
"1031",0.315,0.32,0.31,0.32,160000,0.32
"1032",0.31,0.32,0.31,0.32,130000,0.32
"1033",0.31,0.32,0.31,0.32,230000,0.32
"1034",0.325,0.325,0.31,0.31,210000,0.31
"1035",0.31,0.32,0.31,0.32,410000,0.32
"1036",0.32,0.32,0.32,0.32,0,0.32
"1037",0.305,0.32,0.305,0.32,380000,0.32
"1038",0.31,0.32,0.31,0.32,610000,0.32
"1039",0.32,0.32,0.32,0.32,10000,0.32
"1040",0.315,0.32,0.315,0.32,680000,0.32
"1041",0.32,0.34,0.31,0.34,770000,0.34
"1042",0.34,0.34,0.34,0.34,0,0.34
"1043",0.325,0.34,0.31,0.335,7e+05,0.335
"1044",0.335,0.335,0.335,0.335,0,0.335
"1045",0.335,0.335,0.335,0.335,0,0.335
"1046",0.325,0.33,0.325,0.33,40000,0.33
"1047",0.32,0.33,0.32,0.33,670000,0.33
"1048",0.33,0.33,0.33,0.33,0,0.33
"1049",0.33,0.33,0.33,0.33,0,0.33
"1050",0.32,0.33,0.32,0.33,170000,0.33
"1051",0.33,0.335,0.33,0.335,230000,0.335
"1052",0.335,0.335,0.335,0.335,50000,0.335
"1053",0.315,0.33,0.315,0.33,390000,0.33
"1054",0.32,0.34,0.32,0.335,1770000,0.335
"1055",0.34,0.345,0.32,0.335,40000,0.335
"1056",0.335,0.34,0.32,0.32,160000,0.32
"1057",0.335,0.335,0.325,0.325,2e+05,0.325
"1058",0.325,0.325,0.32,0.32,420000,0.32
"1059",0.325,0.325,0.325,0.325,140000,0.325
"1060",0.325,0.335,0.325,0.335,240000,0.335
"1061",0.325,0.33,0.325,0.33,110000,0.33
"1062",0.335,0.335,0.335,0.335,10000,0.335
"1063",0.325,0.335,0.325,0.335,30000,0.335
"1064",0.34,0.34,0.33,0.33,510000,0.33
"1065",0.34,0.34,0.34,0.34,10000,0.34
"1066",0.34,0.34,0.34,0.34,0,0.34
