"","CAT.Open","CAT.High","CAT.Low","CAT.Close","CAT.Volume","CAT.Adjusted"
"64",71.559998,71.830002,70.010002,70.639999,5355900,63.034384
"65",70.93,71.559998,70.370003,71.260002,5018300,63.587632
"66",71.959999,72.480003,71.709999,72.239998,7694600,64.462115
"67",72.279999,72.370003,71.57,71.830002,6040400,64.096262
"68",71.379997,72.269997,70.800003,72.129997,5506100,64.363958
"69",71.919998,72.349998,71.279999,72,6233000,64.247957
"70",72.220001,73.309998,71.089996,73.18,11341800,65.30091
"71",73.260002,74.800003,72.879997,74.75,8886300,66.701872
"72",74.790001,77.110001,74.720001,76.389999,14968300,68.165297
"73",76.25,76.5,75.5,76.18,8386100,67.977908
"74",75.419998,77.5,75,76.260002,8745800,68.049296
"75",77.800003,79.93,77.620003,79.730003,14218600,71.145692
"76",79.699997,79.980003,78.900002,79.540001,8361900,70.976146
"77",79.440002,79.940002,78.43,79.669998,7784800,71.092147
"78",79.599998,80,79.419998,79.989998,7939900,71.377693
"79",80.040001,80.080002,78.209999,78.68,11940800,70.20874
"80",78.290001,78.879997,77.529999,78.220001,8540800,69.798267
"81",78.019997,78.260002,76.510002,77.269997,6418700,68.950547
"82",78.480003,79.760002,78.199997,79.400002,7140300,70.85122
"83",79.599998,79.900002,78.480003,79.080002,6252200,70.565674
"84",79.459999,79.790001,77.849998,78.739998,8978100,70.262277
"85",79.410004,81,78.93,80.370003,14296600,71.716784
"86",80.029999,80.75,79.510002,79.980003,4593700,71.368775
"87",79.75,79.75,78.300003,79.339996,10034200,70.797676
"88",80.360001,81.190002,80.080002,80.290001,8493200,71.645396
"89",80.489998,80.830002,79.269997,79.910004,5663900,71.306312
"90",80.279999,80.470001,79,79.75,6522900,71.163535
"91",79.949997,80.510002,79.660004,80.239998,6542700,71.600777
"92",78.970001,79.709999,77.769997,78.550003,9857200,70.092739
"93",78.900002,80.779999,78.809998,80.32,9662300,71.672165
"94",80.989998,81.199997,77.510002,78.889999,17736900,70.783887
"95",78.760002,78.910004,77.860001,78.330002,6445800,70.28143
"96",78.709999,80,78.5,79.050003,6484700,70.92745
"97",78.110001,79.059998,77.870003,78.650002,6240500,70.56855
"98",78.199997,78.410004,77.120003,78.220001,6782800,70.182733
"99",78.870003,79,76.779999,77.739998,7055800,69.752051
"100",77.610001,78.75,77.580002,78.599998,4563900,70.523684
"101",78.970001,80.18,78.510002,79.269997,7470500,71.124839
"102",79.989998,80.43,79.519997,79.75,4941400,71.555521
"103",79.82,79.949997,78.550003,79.879997,5771800,71.672161
"104",80.82,83.279999,80.760002,83.18,13044100,74.633081
"105",83.25,83.839996,82.93,83.540001,6271600,74.956091
"106",83.25,83.550003,82.400002,83.120003,4283800,74.579249
"107",83.199997,83.470001,81.410004,81.910004,6030100,73.49358
"108",82.160004,82.839996,81.300003,82.459999,5944000,73.987062
"109",81.730003,82.660004,81.519997,82.440002,5006000,73.96912
"110",81.839996,82.529999,80.040001,81.040001,6156900,72.712971
"111",79.889999,83.580002,79.800003,81.82,15814200,73.412824
"112",81.879997,82.18,79.699997,80.370003,12510000,72.111817
"113",80.559998,81.449997,80.010002,81.169998,5402900,72.829611
"114",82.5,83.43,82.269997,83.110001,6638700,74.570274
"115",83.089996,83.980003,82.510002,83.970001,5740500,75.341908
"116",83.879997,84.349998,82.790001,84,6411200,75.368824
"117",83.279999,83.379997,82.010002,82.629997,5739200,74.139592
"118",83.25,84.790001,83.25,84.690002,5865900,75.987928
"119",83.830002,84.25,83.449997,84.129997,2520700,75.485464
"120",83.709999,83.889999,82.550003,83.669998,5085700,75.072731
"121",82.830002,84.919998,82.760002,84.599998,7768400,75.907172
"122",85.029999,87.800003,85,87.449997,8858600,78.464327
"123",87.449997,88.889999,87.449997,88.620003,6349200,79.514112
"124",88.360001,89.489998,87.830002,89.379997,4996600,80.196016
"125",89.279999,89.68,88.57,89.199997,4341500,80.034511
"126",89.949997,92,89.949997,90.349998,11247700,81.066347
"127",90.260002,90.900002,89.290001,89.620003,5246500,80.41136
"128",90.129997,90.239998,89.019997,89.669998,3832300,80.456218
"129",89.790001,90.160004,89.389999,89.940002,3313200,80.698479
"130",90.650002,92.370003,90.199997,91.629997,6637100,82.214824
"131",92.190002,92.910004,91.510002,92.089996,4944100,82.627557
"132",92.75,94.330002,92.660004,93.120003,8314300,83.551728
"133",93.190002,93.650002,92.540001,93.199997,4863400,83.623503
"134",93.400002,93.410004,92.25,92.589996,6467000,83.076181
"135",93.370003,93.550003,92.529999,93.300003,3523200,83.713233
"136",93.699997,94.889999,93.239998,94.629997,4108200,84.906567
"137",94.779999,94.779999,94.110001,94.57,2611800,84.852735
"138",94.290001,94.739998,94,94.449997,2206200,84.745062
"139",93.849998,94.199997,93.209999,94.07,2620200,84.404111
"140",94.279999,94.419998,93.07,93.690002,2991800,84.063159
"141",93.75,94.220001,93.5,93.779999,2779400,84.143908
"142",93.559998,94.139999,93.519997,93.870003,2325500,84.224664
"143",93.830002,93.900002,93.309998,93.660004,2542700,84.036243
"144",94.379997,94.809998,94.110001,94.150002,5231500,84.475892
"145",94.639999,94.639999,92.300003,93.709999,6119300,84.081101
"146",93.269997,94.690002,92.989998,94.519997,4118100,84.807869
"147",94.709999,94.709999,93.300003,93.540001,4106300,83.92857
"148",93.860001,94.730003,92.800003,93.730003,4547800,84.09905
"149",93.209999,93.970001,92.510002,93.389999,4154500,83.793982
"150",94.080002,94.699997,93.25,93.949997,5302800,84.296438
"151",94.589996,94.620003,93.43,93.489998,5699000,83.883705
"152",94.089996,94.529999,93.699997,94.139999,4539900,84.466918
"153",93.940002,94.260002,93.110001,94.010002,4572500,84.350278
"154",94.160004,96.470001,93.940002,96.230003,8819200,86.748181
"155",96.339996,96.800003,95.150002,95.540001,6478100,86.126166
"156",94.900002,95.279999,93.309998,93.610001,7160800,84.386334
"157",94.75,95,92.370003,92.75,6189000,83.611072
"158",92.709999,94.690002,92.510002,94.57,4615000,85.251742
"159",94.389999,94.650002,92.970001,94.389999,5436900,85.089478
"160",94.93,96.160004,94.400002,95.75,6090700,86.315473
"161",97.099998,97.790001,95.519997,96.629997,11534600,87.108762
"162",97.010002,97.199997,94.900002,95.68,7240800,86.252371
"163",96.129997,97.199997,95.849998,97.010002,6012900,87.451324
"164",97.349998,98.059998,96.5,98.010002,7553400,88.352791
"165",97.739998,99.269997,97.68,99.089996,6527600,89.32637
"166",99.239998,99.239998,98.150002,98.93,5032400,89.182139
"167",99.010002,99.720001,98.699997,99.589996,6027100,89.777104
"168",99.620003,100.809998,99.489998,100.470001,5697900,90.570399
"169",100.57,100.699997,99.309998,100.610001,5044700,90.696604
"170",100.110001,100.449997,99.190002,99.790001,4800800,89.957401
"171",99.279999,100.760002,98.75,100.599998,5634800,90.687587
"172",100.290001,103.550003,100.199997,103.540001,6445100,93.337903
"173",103.559998,103.639999,102.800003,103.260002,4057400,93.085493
"174",102.959999,103.110001,102.010002,103,4421900,92.85111
"175",103.900002,104.410004,102.910004,103.550003,4852100,93.346919
"176",103.32,103.760002,102.959999,103.360001,2993500,93.175638
"177",103.860001,105.860001,103.449997,105.860001,8745400,95.429306
"178",104.860001,105.300003,101.529999,102.010002,8241900,91.958659
"179",101.910004,102.129997,98.040001,100.019997,8907600,90.164735
"180",99.93,101.910004,98.769997,100.57,6350900,90.660544
"181",101.449997,102.639999,101.139999,102,4623200,91.949643
"182",102.720001,103.360001,101.529999,102.93,4010800,92.788007
"183",103.370003,103.639999,99.349998,99.860001,7283700,90.020504
"184",99.849998,102.120003,99.43,100.970001,5420000,91.021133
"185",101.940002,104.43,101.919998,104.25,7413400,93.977944
"186",104.010002,104.199997,102.019997,103.040001,5677000,92.887169
"187",103.419998,104.199997,101.050003,102.129997,6002100,92.066831
"188",101.889999,104.449997,101.18,104.129997,6165000,93.869765
"189",103.589996,103.589996,101.800003,102.360001,6402200,92.274171
"190",100.550003,100.75,98.099998,98.389999,11824400,88.695346
"191",97.739998,100.5,97.010002,100.019997,8172400,90.164735
"192",102.589996,102.589996,100.389999,102.099998,7985500,92.039788
"193",99.019997,101.379997,98.550003,100.75,11762200,90.822809
"194",101.699997,102.610001,99.040001,100.400002,13046600,90.507297
"195",101.889999,103.309998,101.279999,103.120003,9854900,92.959288
"196",104.989998,105.639999,104.660004,105.059998,11512900,94.70813
"197",106.900002,107.68,106.620003,107.589996,7688600,96.98884
"198",107.059998,107.480003,106.029999,106.790001,7012000,96.267671
"199",106.080002,107.699997,105.639999,106.760002,7096400,96.240628
"200",107.900002,108.900002,106.949997,108.370003,8360800,97.69199
"201",108.75,110.150002,108.699997,109.089996,7659000,98.341041
"202",109.540001,110.489998,109.389999,109.400002,5445700,98.6205
"203",109.639999,110.790001,108.610001,110.540001,5767700,99.648172
"204",111.709999,111.720001,110.550003,111.529999,5616900,100.540623
"205",110.82,111.980003,110.82,111.349998,5168600,100.378359
"206",112.089996,113.589996,111.800003,113.120003,6092600,101.973959
"207",113.75,113.93,112.529999,113.379997,3883600,102.208336
"208",112.970001,113.160004,111.910004,112.309998,5338700,101.243766
"209",112.849998,113.300003,110.860001,111,5715400,100.062846
"210",110.720001,110.900002,109.080002,109.849998,8402700,99.026158
"211",110.540001,111,108.879997,109.82,5394700,98.999115
"212",110.019997,110.300003,108.32,109.07,5004400,98.323015
"213",108.610001,109.019997,106.339996,106.57,8736300,96.069347
"214",107.760002,107.970001,106.379997,107.629997,5835000,97.0249
"215",106.82,107.769997,105.349998,107.580002,5770700,96.979831
"216",108.080002,108.110001,106.800003,107.209999,5319100,96.646285
"217",105.580002,105.739998,102.160004,103.900002,11445300,93.662431
"218",105.18,106.419998,104.639999,106.099998,7152000,95.645656
"219",107.940002,108.5,107.360001,108.279999,5317800,98.01734
"220",109,109.5,108.410004,109.419998,4051200,99.049292
"221",109.239998,109.480003,107.949997,108.849998,3708600,98.533316
"222",110.150002,112.199997,109.849998,111.940002,6700000,101.330453
"223",112.660004,112.699997,109.75,112.610001,6070600,101.936949
"224",112.279999,112.699997,111.349998,112.639999,6262600,101.964105
"225",115.400002,116.25,114.529999,115.410004,11800000,104.471571
"226",116.239998,116.550003,113.919998,114.370003,7623600,103.53014
"227",114.120003,114.379997,112.739998,113.269997,6302000,102.534391
"228",113.220001,113.910004,109.940002,110.769997,8966500,100.271339
"229",110.080002,111.459999,108.389999,109.389999,8779100,99.022136
"230",111.519997,112.709999,110.169998,110.339996,7987300,99.882093
"231",110.800003,112.480003,110.370003,111.660004,5075800,101.076992
"232",112.760002,112.970001,111.860001,112.870003,4923900,102.172309
"233",112.339996,112.349998,109,109.980003,9670400,99.55622
"234",109.199997,109.610001,107,108.629997,9274800,98.334166
"235",109.470001,109.599998,106.019997,106.330002,9250400,96.252162
"236",105.870003,108.269997,105.07,106.089996,8290800,96.034904
"237",105.080002,105.230003,101.470001,102.080002,19186700,92.404972
"238",102.849998,105.5,101.779999,105.25,9472200,95.274521
"239",106.610001,106.870003,104.910004,105.300003,8613400,95.319785
"240",105.239998,105.5,103.599998,104.330002,8656800,94.44172
"241",101.309998,102.510002,100.370003,101.889999,10095100,92.232978
"242",102.370003,102.949997,101.07,101.550003,7273300,91.925206
"243",101.029999,103.93,100.779999,103.25,6193100,93.464079
"244",103.07,104.68,102.029999,104.190002,6640000,94.314989
"245",104.720001,105.360001,104.269997,104.599998,4511300,94.686126
"246",106.410004,106.599998,104.309998,105.800003,6641900,95.772396
"247",104.970001,105.480003,101,101.239998,10597600,91.644583
"248",101.82,103.720001,101.309998,102.190002,9125300,92.504547
"249",100.489998,102.489998,99.150002,101.099998,9508600,91.517852
"250",100.25,101.610001,99.470001,99.860001,8092800,90.39538
"251",101.239998,101.349998,99.809998,99.879997,6772200,90.413481
"252",99.209999,99.860001,97.769997,98.040001,9761100,88.747878
"253",98.290001,99.709999,98.220001,99.260002,6167600,89.852249
"254",98.800003,98.900002,96.419998,96.790001,9603600,87.616352
"255",96.93,97.529999,94.720001,95.440002,9767400,86.394304
"256",96.849998,98.449997,96.129997,97.860001,8479700,88.584938
"257",96.580002,97.360001,95.510002,95.650002,8143600,86.5844
"258",95.389999,96.860001,94.209999,95.459999,8886500,86.412406
"259",96.459999,96.940002,95.309998,95.949997,8314800,86.855962
"260",96.489998,98.370003,96.050003,98.18,7484700,88.874608
"261",99.419998,101.959999,99.059998,101.389999,9638100,91.780367
"262",101.169998,102.5,100.07,100.150002,7445100,90.657895
"263",97.900002,100.650002,96.949997,100.550003,10640900,91.019985
"264",101.050003,101.099998,99.440002,100.010002,8496400,90.531165
"265",99.959999,101.5,99.07,100.800003,5614400,91.24629
"266",101.440002,104.07,101.400002,103.839996,7884300,93.998156
"267",104.449997,104.489998,102.400002,103.360001,8642000,93.563654
"268",103.360001,106.93,103.32,106.459999,10598400,96.369838
"269",106.150002,109.169998,105.75,108.620003,9153800,98.325119
"270",107.919998,108.779999,107.339996,108.43,6880200,98.153125
"271",108.110001,110.120003,108.080002,110.080002,6933200,99.646741
"272",111.57,112.650002,111.25,111.629997,7403800,101.049829
"273",108.519997,110.410004,107.800003,110.410004,8293100,99.945465
"274",108.410004,109.480003,107.25,108.160004,7568600,97.908718
"275",107.629997,108.459999,106.669998,106.93,7892700,96.795293
"276",108.480003,110.419998,108.339996,108.639999,6819200,98.34322
"277",108.830002,110.5,107,107.580002,7394300,97.383688
"278",108.769997,109.360001,107.139999,109.360001,6660700,98.994981
"279",108.459999,108.470001,106.160004,107.800003,6878600,97.995032
"280",108.889999,109.970001,108.199997,109.639999,6674600,99.667672
"281",110.709999,110.980003,109.610001,110.309998,5761600,100.27673
"282",111.050003,112.43,110.120003,111.599998,9340700,101.449399
"283",104.620003,106.480003,103,105.150002,25775600,95.586062
"284",104.160004,106.300003,103.800003,105.660004,8662500,96.049677
"285",105.910004,106,104.699997,105.199997,7155500,95.63151
"286",104.43,104.610001,101,101.339996,10684500,92.122597
"287",101.510002,102.089996,99.449997,99.639999,9438000,90.577224
"288",98.32,99.970001,97.279999,98.790001,12283000,89.804537
"289",102.43,102.82,98.800003,100.720001,12865200,91.558994
"290",99.550003,101.550003,97.120003,97.18,12058300,88.340974
"291",97.919998,98.290001,93.540001,96.279999,16922200,87.522832
"292",94.400002,94.709999,89.5,89.550003,18655000,81.404965
"293",92.129997,92.5,86.480003,90.989998,22791500,82.713985
"294",86.230003,88.160004,82.25,82.599998,21293000,75.087099
"295",85.400002,87.599998,80.839996,87.480003,20473600,79.523242
"296",86.720001,87.199997,83.389999,83.510002,15335900,75.914333
"297",85.139999,88.790001,83.940002,87.25,14157600,79.314159
"298",91.059998,91.300003,88.809998,89.809998,11463400,81.641311
"299",91.449997,92.800003,90.68,91.370003,10460200,83.059426
"300",90.019997,90.370003,88.519997,89.349998,10816200,81.223152
"301",90.110001,90.800003,87.150002,87.639999,10620900,79.668686
"302",84.449997,84.800003,81.5,83.330002,16793000,75.750705
"303",81.919998,85,79.82,79.970001,13740200,72.696314
"304",82.940002,83.040001,79.559998,79.889999,9459400,72.623589
"305",80.540001,83,79.800003,82.980003,11696900,75.432541
"306",83.239998,85.709999,82.199997,85.400002,10137700,77.632427
"307",86.239998,86.860001,82.800003,83.25,8204700,75.67798
"308",82.190002,85.910004,81.050003,85.160004,9456900,77.414259
"309",87.110001,88.550003,86.349998,88.150002,7643500,80.132301
"310",88,90.870003,87.360001,89.830002,9851600,81.659496
"311",91.75,93.82,89.889999,91,12664700,82.723077
"312",91.190002,92.830002,88.279999,88.550003,10690900,80.49592
"313",85.25,86.699997,84.370003,85.379997,11950700,77.614243
"314",82.239998,86.019997,82.110001,85.699997,8647900,77.905137
"315",87.800003,88.709999,86.419998,88.690002,9318700,80.623186
"316",87.32,88.980003,86.400002,87.040001,9947800,79.12326
"317",86.029999,86.25,83.139999,83.959999,11669500,76.323401
"318",81.93,84.139999,81.25,83.870003,10842300,76.24159
"319",83.849998,86.25,83.379997,85.019997,9802300,77.286986
"320",85.610001,86.959999,82.529999,85.449997,10622100,77.677876
"321",86.650002,87.690002,85.769997,86.599998,8298500,78.723278
"322",87.459999,87.459999,85.209999,85.900002,10488600,78.08695
"323",83.919998,85.160004,82.330002,84.599998,8936500,76.905189
"324",85.639999,85.769997,83.5,83.660004,8999300,76.050691
"325",83.110001,83.389999,79.290001,79.360001,16459600,72.141796
"326",76.290001,76.559998,72.599998,73.900002,20947300,67.178412
"327",73.440002,75.5,73.019997,73.860001,12104700,67.14205
"328",74.709999,77,73.239998,76.849998,10016400,69.860092
"329",79.25,79.849998,77.120003,77.669998,10814900,70.605508
"330",78.129997,79.150002,74.879997,75.080002,9380700,68.251085
"331",76.889999,77.279999,73.199997,75.389999,10260900,68.532887
"332",73.459999,75.889999,73.230003,73.839996,10537000,67.123865
"333",72.779999,73.589996,70.5,70.550003,10783200,64.133114
"334",68.75,72.760002,67.540001,72.540001,14700000,65.942111
"335",72.839996,74.610001,71.489998,74.260002,9672300,67.505669
"336",74.57,77.190002,73.599998,77.089996,15808200,70.07826
"337",77.769997,77.790001,74.699997,75.519997,14024700,68.65106
"338",77.269997,79.75,77.199997,79.129997,10302400,71.932713
"339",78.080002,81.139999,77.949997,80.660004,17854600,73.323557
"340",82.010002,82.800003,81.059998,81.699997,10423700,74.268958
"341",81.220001,81.910004,80.339996,81.440002,7952500,74.032611
"342",82.849998,84.220001,82.389999,84.089996,7353700,76.441574
"343",84.830002,85.379997,81.330002,81.519997,10196700,74.105329
"344",81.449997,85.57,80.760002,84.720001,13574600,77.014277
"345",84.669998,85.419998,83.07,83.559998,8731100,75.959781
"346",83.900002,85,82.5,84.260002,9446500,77.020114
"347",85.419998,87.5,85.300003,87.389999,11480300,79.881171
"348",91.760002,92.900002,90.800003,91.769997,16383300,83.884825
"349",91.360001,92.489998,89.019997,89.889999,10711700,82.166363
"350",91.82,92.25,90.019997,91.57,9747800,83.702013
"351",95,97.720001,94.610001,96.330002,13928100,88.05302
"352",95.699997,97.949997,95.650002,96.849998,8699300,88.528337
"353",95.040001,95.629997,93.849998,94.459999,9273900,86.343694
"354",90,93,89,91.629997,13543700,83.756855
"355",93.029999,94.239998,92.199997,93.940002,9303400,85.868377
"356",95.459999,96.349998,93.870003,96,11159000,87.751373
"357",95.300003,95.989998,93.800003,95.739998,6818800,87.513711
"358",95.599998,96.25,93.389999,95,7285300,86.837296
"359",95.959999,96,93.940002,95.889999,7316700,87.650824
"360",93.5,93.980003,91.150002,91.639999,11208500,83.765998
"361",92.980003,93.400002,91.199997,92.199997,7323000,84.277879
"362",93.57,96.199997,93.370003,96.129997,9818400,87.870201
"363",97.470001,98.07,95.879997,96.529999,8584900,88.235833
"364",96.209999,97.739998,95.800003,97.07,8760700,88.729435
"365",96.239998,98.199997,95.599998,95.75,8117500,87.522854
"366",95.699997,96.059998,92.800003,93.809998,10084000,85.749543
"367",94.540001,94.790001,93.150002,93.93,6065700,85.859235
"368",92.07,92.099998,89.470001,91.120003,9853100,83.290681
"369",90.800003,91.220001,88.580002,89.989998,7490600,82.25777
"370",89.389999,89.599998,87.43,87.760002,7643800,80.219382
"371",87.300003,88.400002,86.629997,86.720001,3078700,79.268742
"372",90.349998,91.889999,89.989998,91.480003,8339500,83.619749
"373",91.639999,91.82,90.449997,90.540001,6054600,82.760515
"374",94.650002,97.910004,94.650002,97.879997,13076500,89.469835
"375",97.230003,98,95.760002,96.82,7491800,88.500916
"376",97.75,98,96.010002,96.290001,7897900,88.016456
"377",97.730003,97.970001,96.330002,96.849998,7484800,88.528337
"378",96.620003,96.93,94.889999,95.959999,6443200,87.714809
"379",94.980003,95.279999,93.800003,94.889999,8146300,86.736747
"380",94.339996,95.529999,92.599998,92.919998,7842300,84.936015
"381",93.629997,96.290001,93.440002,95.970001,7139000,87.723952
"382",94.360001,94.5,92.309998,93.239998,6326700,85.228519
"383",94.040001,94.68,90.099998,90.980003,8464700,83.162711
"384",89.589996,89.800003,86.290001,87,13564500,79.524682
"385",88.790001,88.879997,87.089996,87.699997,7645200,80.164533
"386",88.82,89.510002,87.199997,87.199997,11556900,79.707495
"387",88.089996,89.720001,86.940002,87.25,7919100,79.753201
"388",89.260002,91.900002,89.230003,91.730003,7844300,83.848268
"389",91.779999,92.010002,89.900002,91.629997,7177300,83.756855
"390",92.029999,92.5,91.019997,91.809998,4766000,83.921389
"391",92.199997,92.419998,91.650002,92.25,3368600,84.323585
"392",91.699997,92.379997,91.510002,91.550003,3216200,83.683734
"393",91.760002,91.800003,89.169998,89.370003,5248800,81.691047
"394",89.459999,90.860001,89.459999,90.580002,3570800,82.797079
"395",90.720001,91.419998,90.400002,90.599998,3279800,82.815357
"396",92.769997,95.110001,92.769997,93.980003,8177000,85.904941
"397",93.410004,95.510002,93.410004,94.849998,7335200,86.700184
"398",94.839996,96.160004,93.900002,95.519997,5555900,87.312613
"399",96.029999,96.199997,95.32,95.760002,5474100,87.531997
"400",96.089996,97.410004,96,97.099998,6536300,88.756856
"401",98.449997,99.980003,98.279999,99.959999,9545000,91.371117
"402",99.830002,100.449997,99.400002,99.639999,7226500,91.078612
"403",99.989998,102.040001,98.660004,101.940002,10471800,93.180992
"404",100.720001,102.699997,100.550003,102.480003,9914300,93.674594
"405",103.82,104.800003,103.32,103.370003,8864700,94.488122
"406",102.660004,104.5,102.5,104.260002,6794400,95.727639
"407",104.650002,105.760002,103.629997,105.75,9464800,97.0957
"408",105.349998,105.919998,104.839996,105.639999,6601100,96.994701
"409",105.910004,107.239998,105.639999,106.370003,7003800,97.664963
"410",105.43,106.800003,105.150002,106.290001,5577300,97.591508
"411",106,109.279999,105.989998,109.050003,10649400,100.125639
"412",112.209999,114,110.699997,111.309998,18539000,102.200682
"413",110.529999,111.980003,109.669998,111.279999,7835100,102.173138
"414",110.019997,110.75,104.449997,110.410004,5968400,101.374341
"415",111.290001,112,108.709999,109.120003,7608300,100.18991
"416",110.75,111.389999,109.940002,110.519997,6737900,101.475332
"417",110.800003,111.019997,109.860001,110.330002,5125400,101.300886
"418",112.169998,114.650002,111.900002,113.940002,10225500,104.615454
"419",113.239998,114.25,112.800003,113.779999,5029600,104.468545
"420",113.050003,114.099998,112.489998,113.809998,5139200,104.496088
"421",113.82,114.330002,113.220001,114.040001,4123800,104.707269
"422",114.389999,114.639999,112.589996,112.830002,7566200,103.596293
"423",111.010002,111.779999,110.330002,111.75,6351700,102.604675
"424",112.699997,113.860001,111.68,113.699997,5702400,104.39509
"425",113.32,114.480003,113.209999,114.449997,6425000,105.083712
"426",114.489998,114.699997,111.940002,112.529999,8201900,103.320841
"427",112.720001,114.050003,112.389999,113.959999,5456900,104.633814
"428",114.379997,114.5,113.029999,113.949997,4296000,104.62463
"429",114.5,116.440002,114.389999,115,7520200,105.588704
"430",114.760002,116.449997,114.5,115.809998,5004800,106.332414
"431",115.879997,116.449997,115,116.199997,5064900,106.690496
"432",116.290001,116.949997,115.669998,116,4473500,106.506867
"433",114.839996,116.5,114.550003,115.629997,4909600,106.167144
"434",115.809998,116.220001,115.199997,115.760002,4013200,106.28651
"435",116.129997,116.400002,113.68,114.209999,6780300,104.863355
"436",114.669998,115.379997,113.010002,113.389999,7465000,104.110462
"437",113.160004,113.940002,111.800003,112.489998,5404800,103.284114
"438",111.550003,111.900002,109.519997,110.089996,8392200,101.080522
"439",106.57,107.160004,105.199997,105.93,12630800,97.260969
"440",106.660004,108.620003,106.32,108.279999,7385800,99.41865
"441",109.589996,110.559998,108.660004,110.279999,6171200,101.254975
"442",110.879997,111.089996,109.800003,110.220001,6526500,101.199888
"443",110.110001,110.949997,108.68,108.940002,6499200,100.024641
"444",109.730003,113.379997,109.309998,113.300003,8077600,104.02783
"445",113.209999,113.449997,111.260002,112.269997,6181000,103.082117
"446",112.879997,113.480003,111.389999,113.449997,5316700,104.165549
