"","SRCL.Open","SRCL.High","SRCL.Low","SRCL.Close","SRCL.Volume","SRCL.Adjusted"
"162",79.459999,79.849998,78.040001,78.440002,550700,78.440002
"163",78.260002,79,77.830002,78.489998,824300,78.489998
"164",79.059998,80,78.839996,79.699997,648300,79.699997
"165",79.339996,79.510002,77.610001,78.400002,520700,78.400002
"166",78,79.160004,77.339996,79.07,469100,79.07
"167",84.150002,87.910004,82.459999,83.629997,1740000,83.629997
"168",84.099998,85.779999,84.010002,84.910004,833900,84.910004
"169",84.709999,85.139999,84.010002,85,642800,85
"170",84.830002,84.830002,83.940002,84.309998,436200,84.309998
"171",83.580002,84.849998,83.510002,84.459999,418300,84.459999
"172",84.160004,84.75,83.580002,84.279999,370500,84.279999
"173",84.279999,84.830002,83.620003,84.830002,441200,84.830002
"174",84.349998,85.349998,83.889999,84.900002,294600,84.900002
"175",84.169998,85.690002,84.169998,85.510002,635700,85.510002
"176",85.139999,86.699997,85.129997,86.279999,505500,86.279999
"177",86.199997,87.379997,86.07,87.379997,541700,87.379997
"178",86.75,87.519997,86.080002,86.309998,562600,86.309998
"179",86.25,86.559998,84.660004,84.660004,520500,84.660004
"180",84.610001,84.660004,84.110001,84.459999,471800,84.459999
"181",84.760002,85.949997,84.459999,85.860001,396500,85.860001
"182",86.300003,87.230003,85.919998,86.419998,507200,86.419998
"183",86.739998,87.459999,83.650002,83.879997,568100,83.879997
"184",84.040001,85.800003,83.790001,85.540001,531100,85.540001
"185",86.150002,87.330002,85.809998,86.970001,487400,86.970001
"186",86.57,87.290001,85.459999,85.900002,329500,85.900002
"187",85.849998,86.650002,83.379997,84.709999,489800,84.709999
"188",84.739998,87.739998,83.68,87.550003,624100,87.550003
"189",87.25,88.080002,86.239998,87.690002,524200,87.690002
"190",86.75,87.160004,85.959999,86.349998,507300,86.349998
"191",85.849998,87.529999,85.849998,86.870003,323800,86.870003
"192",86.699997,88.279999,86.18,87.919998,634900,87.919998
"193",85.580002,87.220001,85.290001,86.540001,598300,86.540001
"194",85.949997,86.150002,83.550003,84.809998,509000,84.809998
"195",85.739998,86.370003,84.699997,85.480003,327700,85.480003
"196",86.040001,87.449997,84.940002,85.230003,718400,85.230003
"197",86.5,86.5,85.269997,86.019997,757900,86.019997
"198",86.120003,86.349998,85.489998,85.699997,283500,85.699997
"199",85.550003,86.959999,85.010002,86.510002,280100,86.510002
"200",86.849998,87.970001,86.25,87.900002,372600,87.900002
"201",88.150002,89.709999,87.900002,88.82,415200,88.82
"202",88.889999,89.220001,87.599998,87.690002,306700,87.690002
"203",87.449997,88.389999,86.849998,88.300003,310500,88.300003
"204",88.93,88.980003,88.18,88.18,482400,88.18
"205",88.410004,88.970001,87.720001,88.669998,439200,88.669998
"206",88.989998,91.029999,88.910004,91.029999,705000,91.029999
"207",91.540001,92.290001,91.169998,92.220001,365700,92.220001
"208",91.910004,92.699997,90.900002,92.559998,493600,92.559998
"209",92.709999,93.029999,91.860001,92.279999,488700,92.279999
"210",91.910004,92.07,89.480003,90.5,476600,90.5
"211",90.589996,90.669998,89.059998,89.699997,346300,89.699997
"212",89.660004,91.150002,89.610001,90.349998,463900,90.349998
"213",89.68,91.339996,89.650002,90.43,425600,90.43
"214",90.870003,91.300003,89.919998,90.690002,343900,90.690002
"215",90.150002,90.919998,89.660004,90.660004,353400,90.660004
"216",91.029999,91.93,90.029999,91.93,426800,91.93
"217",90.910004,90.970001,89.5,90.440002,363000,90.440002
"218",90.709999,90.900002,90.220001,90.660004,302800,90.660004
"219",91.699997,92.949997,91.529999,92.910004,340200,92.910004
"220",93.019997,93.959999,92.93,93.160004,278800,93.160004
"221",93.769997,94.489998,93.330002,94.239998,348300,94.239998
"222",94.419998,95.709999,93.32,93.43,575100,93.43
"223",93.940002,94.629997,92.849998,94.290001,625400,94.290001
"224",94,94.910004,90.82,91.120003,801700,91.120003
"225",91.43,91.949997,90.779999,91.279999,1082500,91.279999
"226",91.970001,91.980003,90.510002,90.669998,534000,90.669998
"227",90.260002,90.910004,88.959999,89.75,579200,89.75
"228",89.290001,89.93,88.290001,89.760002,641000,89.760002
"229",89.529999,89.839996,88.769997,89.349998,559200,89.349998
"230",90.459999,91.290001,90.050003,90.300003,784400,90.300003
"231",90.480003,91.410004,90.110001,90.970001,339300,90.970001
"232",91.010002,92.129997,90.699997,91.889999,399500,91.889999
"233",92.019997,92.190002,91.040001,91.669998,405400,91.669998
"234",91.18,93.760002,90.830002,93.739998,552000,93.739998
"235",93.660004,93.93,92.739998,93.019997,415100,93.019997
"236",92.300003,92.489998,91.230003,91.349998,428600,91.349998
"237",91.559998,92.199997,90.889999,91.790001,498900,91.790001
"238",92.010002,92.949997,91.440002,92.660004,408800,92.660004
"239",92.980003,93.360001,92.199997,92.720001,286400,92.720001
"240",92.660004,92.75,91.290001,91.610001,323100,91.610001
"241",90.150002,90.309998,88.449997,88.769997,565800,88.769997
"242",88.660004,88.860001,87.160004,87.800003,716400,87.800003
"243",87.279999,88.190002,86.739998,87.769997,658100,87.769997
"244",87.330002,89.489998,87.209999,89.150002,568300,89.150002
"245",88.970001,89.650002,88.169998,88.339996,371300,88.339996
"246",88.779999,89.220001,87.889999,89.089996,623800,89.089996
"247",88.980003,89.089996,87.220001,87.32,427400,87.32
"248",87.599998,88.169998,86.550003,87.610001,345900,87.610001
"249",86.370003,86.720001,85.669998,85.690002,420700,85.690002
"250",85.059998,86.370003,85,85.550003,439300,85.550003
"251",85.610001,86.290001,85.160004,85.699997,332500,85.699997
"252",85.360001,85.739998,85,85.279999,339200,85.279999
"253",85.809998,86.370003,85.07,86.080002,275500,86.080002
"254",85.599998,85.889999,84.860001,84.900002,371600,84.900002
"255",85.720001,85.879997,84.980003,85.050003,334700,85.050003
"256",85.57,86,85.190002,85.739998,456500,85.739998
"257",84.889999,85.57,84.389999,84.389999,642000,84.389999
"258",84.790001,85.830002,84.410004,85.68,440600,85.68
"259",86.919998,87.510002,86.370003,86.410004,584300,86.410004
"260",86,87.510002,86,86.849998,267200,86.849998
"261",87.339996,87.379997,86.25,87.309998,339800,87.309998
"262",87.099998,88.5,86.889999,87.970001,473200,87.970001
"263",87.160004,87.529999,86.199997,86.980003,623900,86.980003
"264",87.019997,87.440002,85,85.610001,483000,85.610001
"265",85.190002,87.050003,84.989998,86.830002,354100,86.830002
"266",86.889999,87.82,86.82,87.769997,421900,87.769997
"267",87.699997,88.5,87.5,88.150002,432000,88.150002
"268",88.150002,89.339996,88.010002,89.120003,360000,89.120003
"269",89.559998,91.25,89.360001,91.220001,519500,91.220001
"270",90.989998,92.099998,90.889999,91.720001,537500,91.720001
"271",91.720001,92.57,91.339996,92.5,588800,92.5
"272",93.089996,93.949997,92.449997,93,350500,93
"273",92.349998,92.940002,91.599998,92.910004,222700,92.910004
"274",92.169998,92.309998,91.040001,91.400002,221400,91.400002
"275",91.470001,91.790001,91.040001,91.330002,364200,91.330002
"276",92.190002,92.739998,91.330002,91.489998,264200,91.489998
"277",91.660004,92.010002,89.730003,89.900002,301300,89.900002
"278",90.169998,90.93,89.769997,90.910004,376200,90.910004
"279",90.459999,90.459999,89.510002,89.800003,223800,89.800003
"280",90.57,92.110001,90.57,92.089996,236300,92.089996
"281",91.989998,92.07,91.040001,91.349998,173100,91.349998
"282",91.360001,93.529999,91.360001,92.599998,282400,92.599998
"283",92.610001,92.82,91.589996,92.190002,204700,92.190002
"284",91.589996,92.18,91.110001,92.110001,307200,92.110001
"285",91.839996,91.839996,90.349998,91.519997,304600,91.519997
"286",90.830002,91.330002,88.809998,89.459999,460900,89.459999
"287",87.699997,87.970001,83.440002,84.360001,1667200,84.360001
"288",83.349998,83.610001,82,82.120003,1080100,82.120003
"289",82.540001,83,81.18,81.489998,863300,81.489998
"290",80.870003,81.879997,80.400002,80.440002,877800,80.440002
"291",80.599998,82.779999,78.120003,82.639999,1590100,82.639999
"292",81.459999,81.529999,78.019997,78.040001,921800,78.040001
"293",78.610001,80.25,76.730003,78.809998,1358000,78.809998
"294",76.190002,77.839996,74.010002,74.089996,1150200,74.089996
"295",75.099998,78.720001,73.050003,78.720001,1020800,78.720001
"296",77.120003,78.010002,74.32,74.449997,975800,74.449997
"297",74.889999,80.099998,74.57,79.220001,719100,79.220001
"298",79.449997,80.199997,77.760002,79.910004,472000,79.910004
"299",80.470001,81.610001,79.830002,80.839996,513500,80.839996
"300",80.230003,80.849998,79.550003,80.440002,430900,80.440002
"301",80.730003,82.139999,80.309998,80.800003,488200,80.800003
"302",79.190002,79.720001,77.790001,79.220001,829500,79.220001
"303",78.089996,80.82,78.010002,79.959999,1133400,79.959999
"304",81.239998,81.739998,80.019997,81.120003,553400,81.120003
"305",81.290001,83.650002,80.220001,83.650002,570600,83.650002
"306",83.620003,84.669998,82.629997,84.410004,688700,84.410004
"307",84.82,85.260002,82.769997,83.150002,572100,83.150002
"308",82.849998,84.459999,81.379997,84.339996,409500,84.339996
"309",84.169998,87.379997,84.169998,87.360001,551200,87.360001
"310",87.160004,87.830002,86.290001,87.400002,355300,87.400002
"311",88,88.849998,87,87.709999,427200,87.709999
"312",87.919998,87.989998,85.309998,85.5,627800,85.5
"313",84.199997,84.489998,82.739998,82.830002,533100,82.830002
"314",80.779999,82.779999,79.980003,82.68,637800,82.68
"315",83.790001,84.309998,83.32,84.300003,386100,84.300003
"316",84.07,84.349998,83.300003,83.699997,351200,83.699997
"317",83,83,79.309998,80.18,1118900,80.18
"318",79.239998,81.050003,79.019997,80.870003,524100,80.870003
"319",81.18,81.940002,80.25,81.610001,423800,81.610001
"320",81.889999,84.120003,80.389999,83.300003,537800,83.300003
"321",84.139999,84.300003,82.730003,83.82,339500,83.82
"322",84.339996,84.970001,83.349998,83.919998,685000,83.919998
"323",83.059998,83.650002,81.580002,83.089996,389100,83.089996
"324",83.290001,85.540001,83.040001,83.959999,521100,83.959999
"325",83.879997,84.5,81.32,81.339996,355000,81.339996
"326",79.410004,80.989998,78.059998,78.730003,600800,78.730003
"327",78,80.760002,77.849998,80.349998,570700,80.349998
"328",80.620003,83.519997,79.800003,83.419998,549600,83.419998
"329",83.690002,85.190002,83.190002,83.93,467500,83.93
"330",84.209999,85.139999,81.43,81.57,521100,81.57
"331",82.860001,83.089996,79.370003,81.209999,325700,81.209999
"332",80.389999,81.610001,80.150002,80.720001,535600,80.720001
"333",79.919998,81.239998,77.989998,78.699997,531500,78.699997
"334",77.339996,80.349998,76.230003,80.230003,741000,80.230003
"335",80.5,80.599998,79.099998,80.32,424100,80.32
"336",80.540001,81.220001,79.470001,81.220001,337100,81.220001
"337",81.599998,81.879997,79.959999,80.559998,368200,80.559998
"338",81.830002,83.739998,81.639999,83.739998,341800,83.739998
"339",83.610001,83.800003,82.809998,83.260002,215000,83.260002
"340",83.639999,84.669998,83.330002,83.440002,310900,83.440002
"341",83.309998,83.660004,82.800003,83.57,239000,83.57
"342",84.489998,84.82,83.440002,84.82,215900,84.82
"343",84.5,85.099998,83.029999,83.43,329900,83.43
"344",83.639999,85.360001,82.449997,84.949997,317500,84.949997
"345",84.980003,85.18,82.669998,83.019997,288600,83.019997
"346",82.75,83.089996,81.07,82.449997,531200,82.449997
"347",83.540001,84.080002,82.599998,84.040001,424900,84.040001
"348",84.239998,85.940002,84.239998,85.860001,414400,85.860001
"349",85.68,86,84,84.199997,514600,84.199997
"350",84.699997,85.730003,83.089996,85.459999,424200,85.459999
"351",87.559998,89.480003,86.790001,88.410004,759800,88.410004
"352",88.290001,88.379997,84.169998,84.339996,720700,84.339996
"353",83.279999,85.339996,83.279999,83.580002,515800,83.580002
"354",81.150002,82.989998,80.300003,80.709999,592700,80.709999
"355",81.690002,82.050003,80.699997,81.07,545700,81.07
"356",81.349998,82.699997,80.860001,82.139999,501200,82.139999
"357",81.559998,81.830002,80.699997,81.089996,373200,81.089996
"358",81.019997,81.489998,79.949997,81.480003,519000,81.480003
"359",81.959999,82.540001,80.720001,81.400002,449300,81.400002
"360",79.690002,80,77.790001,78.220001,976900,78.220001
"361",79.029999,79.459999,77.25,77.849998,1037200,77.849998
"362",78.900002,79.889999,78.540001,79.739998,794600,79.739998
"363",79.419998,79.68,78.150002,78.480003,519900,78.480003
"364",78.019997,79.800003,78,79.32,447400,79.32
"365",78.540001,78.849998,77.279999,77.529999,731100,77.529999
"366",77.169998,78,76.32,77.150002,657500,77.150002
"367",77.040001,78.199997,76.760002,77.870003,688300,77.870003
"368",76.980003,77.440002,76.529999,76.75,516200,76.75
"369",76.75,77.690002,76.589996,77.330002,454700,77.330002
"370",76.75,77.099998,76,76.489998,424400,76.489998
"371",76,77.43,75.940002,77.07,545300,77.07
"372",78.599998,78.730003,76.400002,77.949997,621100,77.949997
"373",78.669998,78.690002,77.330002,77.440002,384900,77.440002
"374",79.699997,81.059998,79.669998,81.019997,617800,81.019997
"375",80.949997,81.889999,80.459999,80.529999,457000,80.529999
"376",81.269997,81.529999,79.480003,79.669998,278800,79.669998
"377",80.760002,81.449997,80.309998,80.769997,467700,80.769997
"378",80.709999,81.18,80.190002,80.239998,272500,80.239998
"379",79.949997,80.129997,78.550003,78.940002,413000,78.940002
"380",78.220001,79.099998,77.190002,77.230003,522700,77.230003
"381",77.650002,79.589996,77.279999,79.18,485000,79.18
"382",78.760002,79.190002,78.370003,78.989998,430700,78.989998
"383",79.610001,79.949997,77.510002,77.769997,377500,77.769997
"384",77.419998,77.610001,76.220001,76.410004,565900,76.410004
"385",77.379997,77.550003,76.040001,76.220001,501000,76.220001
"386",76.760002,78.029999,75.800003,76.510002,697900,76.510002
"387",76.839996,77.699997,76.220001,76.379997,321700,76.379997
"388",77.519997,79,77.470001,78.370003,357900,78.370003
"389",78.110001,78.68,77.629997,78.389999,265800,78.389999
"390",78.489998,79.099998,78.139999,78.199997,252000,78.199997
"391",78.230003,78.599998,77.540001,78.209999,256800,78.209999
"392",78.199997,78.940002,78.120003,78.559998,196500,78.559998
"393",78.860001,78.949997,77.900002,78.279999,228300,78.279999
"394",78.75,78.860001,77.5,78.510002,296100,78.510002
"395",78.459999,78.75,77.599998,77.919998,217400,77.919998
"396",78.949997,80.339996,77.400002,77.489998,517900,77.489998
"397",77.309998,77.309998,76.050003,76.720001,500400,76.720001
"398",76.620003,77.040001,75.75,76.93,283400,76.93
"399",76.919998,77.699997,76.5,77.449997,274700,77.449997
"400",77.839996,78.139999,77,77.360001,347600,77.360001
"401",78.970001,80.389999,78.559998,79.809998,669500,79.809998
"402",80.199997,80.919998,79.510002,80.769997,582700,80.769997
"403",81,83.910004,80.769997,83.660004,822900,83.660004
"404",83.410004,84.720001,82.82,84.059998,842400,84.059998
"405",84.5,84.769997,84,84.169998,423000,84.169998
"406",83.980003,84.059998,82.959999,84.059998,542300,84.059998
"407",84.279999,84.290001,83.269997,83.559998,389000,83.559998
"408",83.75,84.800003,83.480003,84.300003,344100,84.300003
"409",84.010002,84.660004,83.25,84.110001,227600,84.110001
"410",84.160004,84.669998,83.489998,84.290001,317600,84.290001
"411",83.860001,84.900002,83.839996,84.169998,426600,84.169998
"412",84.230003,84.669998,82.989998,83.720001,501700,83.720001
"413",83.5,83.940002,83.099998,83.5,356900,83.5
"414",82.589996,83.089996,81.769997,82.889999,445700,82.889999
"415",83.160004,84.230003,82.790001,84.019997,487500,84.019997
"416",84.389999,85.389999,84.139999,85.019997,585600,85.019997
"417",84.889999,86.110001,84.709999,85.300003,473300,85.300003
"418",86.199997,88.099998,85.949997,86.900002,724300,86.900002
"419",86.93,87.160004,85.970001,86.139999,425400,86.139999
"420",85.800003,85.980003,84.029999,84.760002,652400,84.760002
"421",84.510002,84.839996,84.269997,84.790001,408200,84.790001
"422",85,85.330002,84.230003,85.269997,275000,85.269997
"423",84.559998,84.989998,84.330002,84.529999,428100,84.529999
"424",85.019997,86.239998,84.860001,86.239998,356600,86.239998
"425",86.230003,88.050003,85.879997,87.940002,683500,87.940002
"426",87.949997,88,86.160004,86.910004,502900,86.910004
"427",87.010002,87.849998,86.690002,87.589996,395200,87.589996
"428",87.480003,88.419998,87.480003,88.050003,592600,88.050003
"429",88.5,88.519997,87.68,88.089996,335900,88.089996
"430",87.839996,88.43,87.639999,87.910004,448500,87.910004
"431",87.620003,89.300003,87.220001,89.269997,273100,89.269997
"432",89.540001,89.910004,89.110001,89.230003,503400,89.230003
"433",88.360001,88.370003,87.290001,87.959999,429000,87.959999
"434",88.230003,88.309998,86.519997,86.870003,424300,86.870003
"435",86.760002,87.010002,86.059998,86.769997,302500,86.769997
"436",86.690002,86.949997,86.059998,86.589996,270300,86.589996
"437",87.639999,87.639999,85.529999,85.940002,309500,85.940002
"438",86.019997,86.709999,85.699997,86.239998,231800,86.239998
"439",85.519997,86.410004,85.349998,85.410004,400700,85.410004
"440",85.18,85.760002,84.699997,85.449997,225600,85.449997
"441",85.580002,86.93,85.510002,86.669998,259200,86.669998
"442",86.57,88.199997,86.459999,87.75,334900,87.75
"443",87.599998,88.209999,87.220001,87.800003,180600,87.800003
"444",88.010002,88.400002,86.919998,87.860001,318400,87.860001
"445",87.550003,88,86.260002,87,366100,87
"446",86.980003,86.980003,86,86.440002,305400,86.440002
"447",86.120003,87.040001,85.980003,86.879997,432800,86.879997
"448",86.639999,87.43,86.169998,86.809998,275200,86.809998
"449",86.620003,86.629997,85.279999,85.389999,376400,85.389999
"450",85.489998,85.779999,84.559998,85.43,311100,85.43
"451",85.050003,85.489998,84.400002,85.43,292400,85.43
"452",85.18,86.110001,84.169998,84.660004,444700,84.660004
"453",84.989998,86.110001,84.699997,85.900002,311800,85.900002
"454",85.669998,86.230003,85.379997,85.470001,338800,85.470001
"455",85.150002,85.449997,84.760002,84.940002,257300,84.940002
"456",84.480003,84.949997,83.860001,84.18,369000,84.18
"457",84.68,84.809998,83.540001,83.639999,496800,83.639999
"458",83.540001,84.449997,83.459999,84.199997,466300,84.199997
"459",84.059998,84.550003,83.709999,84.43,338400,84.43
"460",84,84.699997,83.639999,84.650002,284800,84.650002
"461",84.150002,85.620003,84.150002,85.57,306500,85.57
"462",84.650002,85.139999,84.459999,84.769997,302100,84.769997
