"","LTD.Open","LTD.High","LTD.Low","LTD.Close","LTD.Volume","LTD.Adjusted"
"74",20.765,20.765,20.765,20.765,0,19.581
"75",19.83,19.83,19.83,19.83,0,18.699
"76",19.495,19.495,19.495,19.495,0,18.383
"77",19.625,19.625,19.625,19.625,0,18.506
"78",20.07,20.07,20.07,20.07,0,18.925
"79",19.985,19.985,19.985,19.985,0,18.845
"80",19.94,19.94,19.94,19.94,0,18.803
"81",20.13,20.13,20.13,20.13,0,18.982
"82",19.16,19.16,19.16,19.16,0,18.067
"83",19.35,19.35,19.35,19.35,0,18.246
"84",19.305,19.305,19.305,19.305,0,18.204
"85",20.005,20.005,20.005,20.005,0,18.864
"86",19.645,19.645,19.645,19.645,0,18.525
"87",20.41,20.41,20.41,20.41,0,19.246
"88",20.535,20.535,20.535,20.535,0,19.364
"89",20.94,20.94,20.94,20.94,0,19.746
"90",21.21,21.21,21.21,21.21,0,20
"91",20.775,20.775,20.775,20.775,0,19.59
"92",20.625,20.625,20.625,20.625,0,19.449
"93",20.82,20.82,20.82,20.82,0,19.633
"94",20.885,20.885,20.885,20.885,0,19.694
"95",20.675,20.675,20.675,20.675,0,19.496
"96",20.67,20.67,20.67,20.67,0,19.491
"97",20.57,20.57,20.57,20.57,0,19.397
"98",20.695,20.695,20.695,20.695,0,19.515
"99",20.755,20.755,20.755,20.755,0,19.571
"100",21.075,21.075,21.075,21.075,0,19.873
"101",21.015,21.015,21.015,21.015,0,19.816
"102",20.9,20.9,20.9,20.9,0,19.708
"103",21.065,21.065,21.065,21.065,0,19.864
"104",20.775,20.775,20.775,20.775,0,19.59
"105",21.14,21.14,21.14,21.14,0,19.934
"106",20.995,20.995,20.995,20.995,0,19.798
"107",22.01,22.01,22.01,22.01,0,20.755
"108",22.6,22.6,22.6,22.6,0,21.311
"109",22.96,22.96,22.96,22.96,0,21.651
"110",22.755,22.755,22.755,22.755,0,21.457
"111",22.9,22.9,22.9,22.9,0,21.594
"112",23.22,23.22,23.22,23.22,0,21.896
"113",23.035,23.035,23.035,23.035,0,21.721
"114",22.92,22.92,22.92,22.92,0,21.613
"115",22.91,22.91,22.91,22.91,0,21.603
"116",22.91,22.91,22.91,22.91,0,21.603
"117",24.165,24.165,24.165,24.165,0,22.787
"118",24.03,24.03,24.03,24.03,0,22.66
"119",24.13,24.13,24.13,24.13,0,22.897
"120",24.555,24.555,24.555,24.555,0,23.3
"121",25.135,25.135,25.135,25.135,0,23.85
"122",25.235,25.235,25.235,25.235,0,23.945
"123",25.42,25.42,25.42,25.42,0,24.121
"124",25.335,25.335,25.335,25.335,0,24.04
"125",25.75,25.75,25.75,25.75,0,24.434
"126",26.22,26.22,26.22,26.22,0,24.88
"127",26.19,26.19,26.19,26.19,0,24.851
"128",23.655,23.655,23.655,23.655,0,22.446
"129",23.77,23.77,23.77,23.77,0,22.555
"130",23.585,23.585,23.585,23.585,0,22.38
"131",23.345,23.345,23.345,23.345,0,22.152
"132",23.5,23.5,23.5,23.5,0,22.299
"133",23.755,23.755,23.755,23.755,0,22.541
"134",22.765,22.765,22.765,22.765,0,21.602
"135",22.97,22.97,22.97,22.97,0,21.796
"136",22.95,22.95,22.95,22.95,0,21.777
"137",23.1,23.1,23.1,23.1,0,21.919
"138",23.545,23.545,23.545,23.545,0,22.342
"139",23.54,23.54,23.54,23.54,0,22.337
"140",24.01,24.01,24.01,24.01,0,22.783
"141",23.52,23.52,23.52,23.52,0,22.318
"142",23.34,23.34,23.34,23.34,0,22.147
"143",23.435,23.435,23.435,23.435,0,22.237
"144",23.22,23.22,23.22,23.22,0,22.033
"145",23.09,23.09,23.09,23.09,0,21.91
"146",23.13,23.13,23.13,23.13,0,21.948
"147",22.86,22.86,22.86,22.86,0,21.692
"148",22.375,22.375,22.375,22.375,0,21.231
"149",22.405,22.405,22.405,22.405,0,21.26
"150",22.11,22.11,22.11,22.11,0,20.98
"151",22.035,22.035,22.035,22.035,0,20.909
"152",22.41,22.41,22.41,22.41,0,21.265
"153",22.19,22.19,22.19,22.19,0,21.056
"154",21.88,21.88,21.88,21.88,0,20.762
"155",21.85,21.85,21.85,21.85,0,20.733
"156",21.7,21.7,21.7,21.7,0,20.591
"157",21.645,21.645,21.645,21.645,0,20.539
"158",21.465,21.465,21.465,21.465,0,20.368
"159",21.185,21.185,21.185,21.185,0,20.102
"160",21.34,21.34,21.34,21.34,0,20.249
"161",21.04,21.04,21.04,21.04,0,19.965
"162",20.98,20.98,20.98,20.98,0,19.908
"163",20.705,20.705,20.705,20.705,0,19.647
"164",20.84,20.84,20.84,20.84,0,19.775
"165",21.27,21.27,21.27,21.27,0,20.183
"166",21.14,21.14,21.14,21.14,0,20.06
"167",21.21,21.21,21.21,21.21,0,20.126
"168",21.295,21.295,21.295,21.295,0,20.207
"169",20.98,20.98,20.98,20.98,0,19.908
"170",22.82,22.82,22.82,22.82,0,21.654
"171",23.3,23.3,23.3,23.3,0,22.109
"172",23.285,23.285,23.285,23.285,0,22.095
"173",23.54,23.54,23.54,23.54,0,22.337
"174",23.76,23.76,23.76,23.76,0,22.546
"175",23.77,23.77,23.77,23.77,0,22.555
"176",24.545,24.545,24.545,24.545,0,23.291
"177",24.16,24.16,24.16,24.16,0,22.925
"178",24.27,24.27,24.27,24.27,0,23.03
"179",24.27,24.27,24.27,24.27,0,23.03
"180",24.21,24.21,24.21,24.21,0,22.973
"181",24.33,24.33,24.33,24.33,0,23.087
"182",24.245,24.245,24.245,24.245,0,23.006
"183",23.795,23.795,23.795,23.795,0,22.767
"184",22.87,22.87,22.87,22.87,0,21.882
"185",23.185,23.185,23.185,23.185,0,22.183
"186",23.32,23.32,23.32,23.32,0,22.312
"187",23.16,23.16,23.16,23.16,0,22.159
"188",22.8,22.8,22.8,22.8,0,21.815
"189",23.175,23.175,23.175,23.175,0,22.173
"190",23.06,23.06,23.06,23.06,0,22.063
"191",22.925,22.925,22.925,22.925,0,21.934
"192",22.65,22.65,22.65,22.65,0,21.671
"193",22.46,22.46,22.46,22.46,0,21.489
"194",22.43,22.43,22.43,22.43,0,21.461
"195",22.315,22.315,22.315,22.315,0,21.351
"196",22.455,22.455,22.455,22.455,0,21.485
"197",21.765,21.765,21.765,21.765,0,20.824
"198",21.78,21.78,21.78,21.78,0,20.839
"199",21.615,21.615,21.615,21.615,0,20.681
"200",21.61,21.61,21.61,21.61,0,20.676
"201",21.59,21.59,21.59,21.59,0,20.657
"202",21.81,21.81,21.81,21.81,0,20.867
"203",21.84,21.84,21.84,21.84,0,20.896
"204",22.275,22.275,22.275,22.275,0,21.312
"205",22.575,22.575,22.575,22.575,0,21.599
"206",22.61,22.61,22.61,22.61,0,21.633
"207",22.36,22.36,22.36,22.36,0,21.394
"208",22.76,22.76,22.76,22.76,0,21.776
"209",23.125,23.125,23.125,23.125,0,22.126
"210",22.885,22.885,22.885,22.885,0,21.896
"211",22.825,22.825,22.825,22.825,0,21.839
"212",23.13,23.13,23.13,23.13,0,22.13
"213",23.81,23.81,23.81,23.81,0,22.781
"214",24.26,24.26,24.26,24.26,0,23.212
"215",24.445,24.445,24.445,24.445,0,23.389
"216",25.295,25.295,25.295,25.295,0,24.202
"217",25.685,25.685,25.685,25.685,0,24.575
"218",25.28,25.28,25.28,25.28,0,24.188
"219",25.775,25.775,25.775,25.775,0,24.661
"220",25.67,25.67,25.67,25.67,0,24.561
"221",25.965,25.965,25.965,25.965,0,24.843
"222",26.23,26.23,26.23,26.23,0,25.096
"223",26.06,26.06,26.06,26.06,0,24.934
"224",26.44,26.44,26.44,26.44,0,25.297
"225",27.315,27.315,27.315,27.315,0,26.135
"226",27.325,27.325,27.325,27.325,0,26.144
"227",27.3,27.3,27.3,27.3,0,26.12
"228",27.23,27.23,27.23,27.23,0,26.053
"229",27.42,27.42,27.42,27.42,0,26.235
"230",27.2,27.2,27.2,27.2,0,26.025
"231",27.425,27.425,27.425,27.425,0,26.24
"232",26.96,26.96,26.96,26.96,0,25.795
"233",27.35,27.35,27.35,27.35,0,26.168
"234",28.12,28.12,28.12,28.12,0,26.905
"235",28.39,28.39,28.39,28.39,0,27.163
"236",28.755,28.755,28.755,28.755,0,27.512
"237",29.105,29.105,29.105,29.105,0,27.847
"238",29.1,29.1,29.1,29.1,0,27.842
"239",29.245,29.245,29.245,29.245,0,27.981
"240",28.83,28.83,28.83,28.83,0,27.584
"241",28.73,28.73,28.73,28.73,0,27.488
"242",30.06,30.06,30.06,30.06,0,28.761
"243",28.235,28.235,28.235,28.235,0,27.015
"244",27.78,27.78,27.78,27.78,0,26.579
"245",27.79,27.79,27.79,27.79,0,26.589
"246",27.435,27.435,27.435,27.435,0,26.249
"247",26.95,26.95,26.95,26.95,0,25.785
"248",27.645,27.645,27.645,27.645,0,26.45
"249",27.3,27.3,27.3,27.3,0,26.12
"250",27.425,27.425,27.425,27.425,0,26.24
"251",27.26,27.26,27.26,27.26,0,26.082
"252",26.775,26.775,26.775,26.775,0,25.618
"253",25.765,25.765,25.765,25.765,0,24.837
"254",25.42,25.42,25.42,25.42,0,24.504
"255",24.69,24.69,24.69,24.69,0,23.801
"256",24.555,24.555,24.555,24.555,0,23.671
"257",24.035,24.035,24.035,24.035,0,23.169
"258",24.875,24.875,24.875,24.875,0,23.979
"259",24.765,24.765,24.765,24.765,0,23.873
"260",25.065,25.065,25.065,25.065,0,24.162
"261",24.5,24.5,24.5,24.5,0,23.618
"262",24.67,24.67,24.67,24.67,0,23.782
"263",24.6,24.6,24.6,24.6,0,23.714
"264",24.605,24.605,24.605,24.605,0,23.719
"265",25.235,25.235,25.235,25.235,0,24.326
"266",25.85,25.85,25.85,25.85,0,24.919
"267",25.465,25.465,25.465,25.465,0,24.548
"268",25.985,25.985,25.985,25.985,0,25.049
"269",26.115,26.115,26.115,26.115,0,25.174
"270",26.03,26.03,26.03,26.03,0,25.093
"271",26.46,26.46,26.46,26.46,0,25.507
"272",26.16,26.16,26.16,26.16,0,25.218
"273",26.62,26.62,26.62,26.62,0,25.661
"274",26.555,26.555,26.555,26.555,0,25.599
"275",26.695,26.695,26.695,26.695,0,25.734
"276",27.08,27.08,27.08,27.08,0,26.105
"277",27.41,27.41,27.41,27.41,0,26.423
"278",27.97,27.97,27.97,27.97,0,26.963
"279",28.265,28.265,28.265,28.265,0,27.247
"280",27.74,27.74,27.74,27.74,0,26.741
"281",27.81,27.81,27.81,27.81,0,26.808
"282",27.6,27.6,27.6,27.6,0,26.606
"283",27.78,27.78,27.78,27.78,0,26.779
"284",28.055,28.055,28.055,28.055,0,27.045
"285",28.01,28.01,28.01,28.01,0,27.001
"286",28.635,28.635,28.635,28.635,0,27.604
"287",28.16,28.16,28.16,28.16,0,27.146
"288",27.92,27.92,27.92,27.92,0,26.914
"289",27.555,27.555,27.555,27.555,0,26.563
"290",26.405,26.405,26.405,26.405,0,25.454
"291",25.96,25.96,25.96,25.96,0,25.025
"292",25.98,25.98,25.98,25.98,0,25.044
"293",25.905,25.905,25.905,25.905,0,24.972
"294",26.575,26.575,26.575,26.575,0,25.618
"295",25.915,25.915,25.915,25.915,0,24.982
"296",25.1,25.1,25.1,25.1,0,24.196
"297",25.315,25.315,25.315,25.315,0,24.403
"298",23.67,23.67,23.67,23.67,0,22.818
"299",22.165,22.165,22.165,22.165,0,21.367
"300",23.75,23.75,23.35,23.35,0,22.509
"301",23.255,23.255,23.255,23.255,0,22.417
"302",23.915,23.915,23.915,23.915,0,23.054
"303",24.195,24.195,24.195,24.195,0,23.324
"304",24.085,24.085,24.085,24.085,0,23.218
"305",24.025,24.025,24.025,24.025,0,23.16
"306",24.33,24.33,24.33,24.33,0,23.454
"307",23.225,23.225,23.225,23.225,0,22.389
"308",22.815,22.815,22.815,22.815,0,21.993
"309",23.43,23.43,23.43,23.43,0,22.586
"310",24,24,24,24,0,23.335
"311",24.56,24.56,24.56,24.56,0,23.879
"312",24.605,24.605,24.605,24.605,0,23.923
"313",25.12,25.12,25.12,25.12,0,24.424
"314",25.795,25.795,25.795,25.795,0,25.08
"315",26.45,26.45,26.45,26.45,0,25.717
"316",26.16,26.16,26.16,26.16,0,25.435
"317",25.755,25.755,25.755,25.755,0,25.041
"318",25,25,25,25,0,24.307
"319",24.695,24.695,24.695,24.695,0,24.011
"320",25.435,25.435,25.435,25.435,0,24.73
"321",26.8,26.8,26.8,26.8,0,26.057
"322",26.455,26.455,26.455,26.455,0,25.722
"323",26.545,26.545,26.545,26.545,0,25.809
"324",27.035,27.035,27.035,27.035,0,26.286
"325",27.615,27.615,27.615,27.615,0,26.85
"326",27.9,27.9,27.9,27.9,0,27.127
"327",28.525,28.525,28.525,28.525,0,27.734
"328",28.85,28.85,28.85,28.85,0,28.05
"329",29.675,29.675,29.675,29.675,0,28.853
"330",30.045,30.045,30.045,30.045,0,29.212
"331",28.895,28.895,28.895,28.895,0,28.094
"332",28.985,28.985,28.985,28.985,0,28.182
"333",29.76,29.76,29.76,29.76,0,28.935
"334",31.235,31.235,31.235,31.235,0,30.369
"335",30.235,30.235,30.235,30.235,0,29.397
"336",30.14,30.14,30.14,30.14,0,29.305
"337",29.205,29.205,29.205,29.205,0,28.396
"338",28.75,28.75,28.75,28.75,0,27.953
"339",28.45,28.45,28.45,28.45,0,27.661
"340",29.66,29.66,29.66,29.66,0,28.838
"341",30.05,30.05,30.05,30.05,0,29.217
"342",30.05,30.05,30.05,30.05,0,29.217
"343",30.175,30.175,30.175,30.175,0,29.339
"344",30.755,30.755,30.755,30.755,0,29.903
"345",30.22,30.22,30.22,30.22,0,29.382
"346",30.485,30.485,30.485,30.485,0,29.64
"347",30.385,30.385,30.385,30.385,0,29.543
"348",30.765,30.765,30.765,30.765,0,29.912
"349",30.285,30.285,30.285,30.285,0,29.446
"350",30.16,30.16,30.16,30.16,0,29.324
"351",30.185,30.185,30.185,30.185,0,29.348
"352",30.38,30.38,30.38,30.38,0,29.538
"353",30.625,30.625,30.625,30.625,0,29.776
"354",31.245,31.245,31.245,31.245,0,30.379
"355",30.96,30.96,30.96,30.96,0,30.102
"356",31.075,31.075,31.075,31.075,0,30.214
"357",31.63,31.63,31.63,31.63,0,30.753
"358",30.94,30.94,30.94,30.94,0,30.082
"359",30.515,30.515,30.515,30.515,0,29.669
"360",31.46,31.46,31.46,31.46,0,30.588
"361",31.015,31.015,31.015,31.015,0,30.155
"362",30.96,30.96,30.96,30.96,0,30.102
"363",30.725,30.725,30.725,30.725,0,29.873
"364",30.665,30.665,30.665,30.665,0,29.815
"365",31.035,31.035,31.035,31.035,0,30.175
"366",30.435,30.435,30.435,30.435,0,29.591
"367",31.055,31.055,31.055,31.055,0,30.194
"368",31.93,31.93,31.93,31.93,0,31.045
"369",31.905,31.905,31.905,31.905,0,31.021
"370",32.365,32.365,32.365,32.365,0,31.468
"371",31.825,31.825,31.825,31.825,0,30.943
"372",30.615,30.615,30.615,30.615,0,29.766
"373",29.9,29.9,29.9,29.9,0,29.071
"374",29.7,29.7,29.7,29.7,0,29.071
"375",29.24,29.24,29.24,29.24,0,28.621
"376",28.925,28.925,28.925,28.925,0,28.313
"377",28.84,28.84,28.84,28.84,0,28.23
"378",29.29,29.29,29.29,29.29,0,28.67
"379",29.815,29.815,29.815,29.815,0,29.184
"380",30.44,30.44,30.44,30.44,0,29.796
"381",31.28,31.28,31.28,31.28,0,30.618
"382",31.625,31.625,31.625,31.625,0,30.956
"383",31.9,31.9,31.9,31.9,0,31.225
"384",31.9,32.39,31.9,32.39,0,31.704
"385",32.155,32.155,32.155,32.155,0,31.474
"386",32.155,32.155,32.155,32.155,0,31.474
"387",30.52,30.52,30.52,30.52,0,29.874
"388",30.33,30.33,30.33,30.33,0,29.688
"389",30.605,30.605,30.605,30.605,0,29.957
"390",30.175,30.175,30.175,30.175,0,29.536
"391",29.98,29.98,29.98,29.98,0,29.345
"392",29.605,29.605,29.605,29.605,0,28.978
"393",29.205,29.205,29.205,29.205,0,28.587
"394",28.965,28.965,28.965,28.965,0,28.352
"395",29.61,29.61,29.61,29.61,0,28.983
"396",29.845,29.845,29.845,29.845,0,29.213
"397",30.27,30.27,30.27,30.27,0,29.629
"398",30.27,30.27,30.27,30.27,0,29.629
"399",30.635,30.635,30.635,30.635,0,29.987
"400",31.075,31.075,31.075,31.075,0,30.417
"401",31.545,31.545,31.545,31.545,0,30.877
"402",31.345,31.345,31.345,31.345,0,30.681
"403",30.91,30.91,30.91,30.91,0,30.256
"404",31.225,31.225,31.225,31.225,0,30.564
"405",29.81,29.81,29.81,29.81,0,29.179
"406",30.485,30.485,30.485,30.485,0,29.84
"407",30.57,30.605,30.57,30.605,200,29.957
"408",30.31,30.31,30.31,30.31,0,29.668
"409",30.49,30.49,30.49,30.49,0,29.845
"410",30.575,30.575,30.575,30.575,0,29.928
"411",30.865,30.865,30.865,30.865,0,30.212
"412",31.24,31.24,31.24,31.24,0,30.579
"413",31.685,31.685,31.685,31.685,0,31.014
"414",31.9,31.9,31.9,31.9,0,31.225
"415",32.165,32.165,32.165,32.165,0,31.484
"416",32.215,32.215,32.215,32.215,0,31.533
"417",31.865,31.865,31.865,31.865,0,31.19
"418",31.715,31.715,31.715,31.715,0,31.044
"419",31.545,31.545,31.545,31.545,0,30.877
"420",32.03,32.03,32.03,32.03,0,31.352
"421",31.83,31.83,31.83,31.83,0,31.156
"422",31.285,31.285,31.285,31.285,0,30.623
"423",31.19,31.19,31.19,31.19,0,30.53
"424",31.015,31.015,31.015,31.015,0,30.358
"425",31.885,31.885,31.885,31.885,0,31.21
"426",31.74,31.74,31.74,31.74,0,31.068
"427",32.94,32.94,32.94,32.94,0,32.243
"428",33.62,33.62,33.62,33.62,0,32.908
"429",33.695,33.695,33.695,33.695,0,32.982
"430",33.645,33.645,33.645,33.645,0,32.933
"431",33.53,33.53,33.53,33.53,0,32.82
"432",33.68,33.68,33.68,33.68,0,32.967
"433",33.94,33.94,33.94,33.94,0,33.222
"434",34.12,34.12,34.12,34.12,0,33.398
"435",34.655,34.655,34.655,34.655,0,33.921
"436",34.43,34.43,34.43,34.43,0,33.701
"437",34.85,34.85,34.85,34.85,0,34.112
"438",35.19,35.19,35.19,35.19,0,34.445
"439",35.035,35.035,35.035,35.035,0,34.293
"440",34.6,34.6,34.6,34.6,0,34.111
"441",32.71,32.71,32.71,32.71,0,32.248
"442",34.33,34.33,34.33,34.33,0,33.845
"443",34.165,34.165,34.165,34.165,0,33.682
"444",34.825,34.825,34.825,34.825,0,34.333
"445",34.84,34.84,34.84,34.84,0,34.348
"446",34.645,34.645,34.645,34.645,0,34.155
"447",34.76,34.76,34.76,34.76,0,34.269
"448",34.755,34.755,34.755,34.755,0,34.264
"449",34.34,34.34,34.34,34.34,0,33.855
"450",34.35,34.35,34.35,34.35,0,33.865
"451",34.64,34.64,34.64,34.64,0,34.15
"452",34.675,34.675,34.675,34.675,0,34.185
"453",35.41,35.41,35.41,34.675,0,34.185
"454",35.4,35.4,35.4,35.4,0,34.9
"455",36.025,36.025,36.025,36.025,0,35.516
"456",36.225,36.225,36.225,36.225,0,35.713
"457",36.18,36.18,36.18,36.18,0,35.669
"458",35.525,35.525,35.525,35.525,0,35.023
"459",35.325,35.325,35.325,35.325,0,34.826
"460",35.535,35.535,35.535,35.535,0,35.033
"461",36.165,36.165,36.165,36.165,0,35.654
"462",36.975,36.975,36.975,36.975,0,36.452
"463",36.49,36.49,36.49,36.49,0,35.974
"464",37.165,37.165,37.165,37.165,0,36.64
"465",37.095,37.095,37.095,37.095,0,36.571
"466",36.24,36.24,36.24,36.24,0,35.728
"467",36.105,36.105,36.105,36.105,0,35.595
"468",35.915,35.915,35.915,35.915,0,35.407
"469",36.16,36.16,36.16,36.16,0,35.649
"470",36.635,36.635,36.635,36.635,0,36.117
"471",36.96,36.96,36.96,36.96,0,36.438
"472",36.96,36.96,36.96,36.96,0,36.438
"473",36.96,36.96,36.96,36.96,0,36.438
"474",36.435,36.68,36.435,36.68,0,36.162
"475",35.5,35.5,35.5,35.5,0,34.998
"476",36.03,36.03,36.03,36.03,0,35.521
"477",36.06,36.06,36.06,36.06,0,35.55
"478",36.42,36.42,36.42,36.42,0,35.905
"479",36.37,36.37,36.37,36.37,0,35.856
"480",37.15,37.15,37.15,37.15,0,36.625
"481",37.49,37.49,37.49,37.49,0,36.96
"482",37.15,37.15,37.15,37.15,0,36.625
"483",37.11,37.11,37.11,37.11,0,36.586
"484",36.71,36.71,36.71,36.71,0,36.191
"485",36.47,36.47,36.47,36.47,0,35.955
"486",37.25,37.25,37.25,37.25,0,36.724
"487",37.78,38.1,37.78,38.1,0,37.562
"488",38.375,38.375,38.375,38.375,0,37.833
"489",38.375,38.375,38.375,38.375,0,37.833
"490",37.475,37.475,37.475,37.475,0,36.945
"491",38.23,38.23,38.23,38.23,0,37.69
"492",39.165,39.165,39.165,39.165,0,38.611
"493",38.14,38.14,38.14,38.14,0,37.601
"494",38.215,38.39,38.215,38.39,0,37.847
"495",37.295,37.295,37.295,37.295,0,36.768
"496",37.385,37.385,37.385,37.385,0,36.857
"497",37.255,37.255,37.255,37.255,0,36.728
"498",37.45,37.45,37.45,37.45,0,36.921
"499",37.415,37.415,37.415,37.415,0,36.886
"500",37.5,37.5,37.5,37.5,0,36.97
"501",36.155,36.155,36.155,36.155,0,35.644
"502",35.925,35.925,35.925,35.925,0,35.417
"503",35.305,35.305,35.305,35.305,0,34.806
"504",35.725,35.725,35.725,35.725,0,35.22
"505",35.555,35.555,35.555,35.555,0,35.052
"506",36.03,36.03,36.03,36.03,0,35.521
"507",36.43,36.43,36.43,36.43,0,35.915
"508",37.03,37.03,37.03,37.03,0,36.507
"509",37.21,37.21,37.21,37.21,0,36.684
"510",37.575,37.575,37.575,37.575,0,37.044
"511",36.93,36.93,36.93,36.93,0,36.408
"512",35.6,35.6,35.6,35.6,0,35.097
"513",34.235,34.235,34.235,34.235,0,33.751
"514",33.77,33.77,33.77,33.77,0,33.293
"515",34.005,34.005,34.005,34.005,0,33.774
"516",33.89,33.89,33.89,33.89,0,33.66
"517",33.12,33.12,33.12,33.12,0,32.895
"518",34.14,34.14,34.14,34.14,0,33.909
"519",33.505,33.505,33.505,33.505,0,33.278
"520",33.975,33.975,33.975,33.975,0,33.745
"521",33.32,33.32,33.32,33.32,0,33.094
"522",33.35,33.35,33.35,33.35,0,33.124
"523",33.51,33.51,33.51,33.51,0,33.283
"524",33.755,33.755,33.755,33.755,0,33.526
"525",34.095,34.095,34.095,34.095,0,33.864
"526",34.04,34.04,34.04,34.04,0,33.809
"527",33.265,33.265,33.265,33.265,0,33.039
"528",33.035,33.035,33.035,33.035,0,32.811
"529",32.69,32.69,32.69,32.69,0,32.468
"530",32.675,32.675,32.675,32.675,0,32.453
"531",32.515,32.515,32.515,32.515,0,32.295
"532",32.96,32.96,32.96,32.96,0,32.737
"533",33.46,33.46,33.46,33.46,0,33.233
"534",34.75,34.75,34.75,34.75,0,34.514
"535",34.915,34.915,34.915,34.915,0,34.678
"536",34.985,34.985,34.985,34.985,0,34.748
"537",37.035,37.035,37.035,37.035,0,36.784
"538",37,37,37,37,0,36.749
"539",36.87,36.87,36.87,36.87,0,36.62
"540",36.87,36.87,36.87,36.87,0,36.62
"541",36.87,36.87,36.87,36.87,0,36.62
"542",36.87,36.87,36.87,36.87,0,36.62
"543",36.87,36.87,36.87,36.87,0,36.62
"544",36.87,36.87,36.87,36.87,0,36.62
"545",36.87,36.87,36.87,36.87,0,36.62
"546",36.87,36.87,36.87,36.87,0,36.62
"547",36.87,36.87,36.87,36.87,0,36.62
"548",36.87,36.87,36.87,36.87,0,36.62
"549",36.87,36.87,36.87,36.87,0,36.62
"550",36.87,36.87,36.87,36.87,0,36.62
"551",36.87,36.87,36.87,36.87,0,36.62
"552",36.87,36.87,36.87,36.87,0,36.62
"553",36.87,36.87,36.87,36.87,0,36.62
"554",36.87,36.87,36.87,36.87,0,36.62
"555",36.87,36.87,36.87,36.87,0,36.62
"556",36.87,36.87,36.87,36.87,0,36.62
"557",36.87,36.87,36.87,36.87,0,36.62
