"","PRGO.Open","PRGO.High","PRGO.Low","PRGO.Close","PRGO.Volume","PRGO.Adjusted"
"36",54.73,56.299999,54.580002,56.009998,821200,55.119048
"37",56.830002,57.439999,56.330002,56.720001,600500,55.817757
"38",56.41,57.990002,55.939999,57.610001,951400,56.693599
"39",57.959999,58.759998,57.900002,58.220001,848600,57.293896
"40",58.099998,59.669998,56.330002,57.889999,2103700,56.969144
"41",57.490002,58.330002,56.689999,58.07,824900,57.146281
"42",58.48,59.080002,58.150002,58.939999,534800,58.002441
"43",58.470001,59.220001,58.110001,58.98,904200,58.041805
"44",58.27,58.369999,56.880001,56.950001,1060200,56.044098
"45",57.560001,60.25,56.560001,59.209999,3135700,58.268146
"46",59.310001,59.529999,58.639999,58.939999,1244000,58.002441
"47",58.959999,60,58.369999,58.75,1349400,57.815464
"48",59,59.470001,58.32,59,932500,58.061488
"49",59.110001,59.5,58.52,58.799999,868900,57.864668
"50",58.880001,59.139999,58.310001,58.82,726400,57.884351
"51",58.529999,58.849998,57.610001,58.200001,602800,57.274214
"52",58.32,58.799999,57.849998,58.009998,429000,57.087234
"53",57.32,58.18,56.810001,57.5,622700,56.585348
"54",56.509998,57.720001,56.09,57.48,1058200,56.627712
"55",57.540001,57.59,57.130001,57.41,972600,56.55875
"56",57.66,58.209999,56.970001,58.130001,603500,57.268076
"57",58.080002,58.450001,57.549999,57.619999,453500,56.765636
"58",57.150002,57.610001,56.959999,57.009998,995900,56.16468
"59",57.810001,58.990002,57.709999,57.990002,674800,57.130152
"60",58.119999,58.48,57.459999,57.900002,914000,57.041486
"61",58.32,58.720001,57.950001,58.259998,892400,57.396145
"62",58.380001,58.400002,57.68,58.009998,605000,57.149852
"63",58.310001,59.400002,58.16,58.900002,1013000,58.026659
"64",59.450001,59.5,58.639999,58.889999,572400,58.016805
"65",59.009998,59.240002,58.529999,58.900002,526900,58.026659
"66",59.389999,60.68,59.27,60.380001,863500,59.484714
"67",60.09,62.279999,59.98,62.16,1193300,61.238319
"68",62.07,64.610001,62.07,64.43,1617300,63.474661
"69",65.110001,65.379997,62.830002,63.240002,1667100,62.302307
"70",63.369999,64.139999,61.32,61.950001,1176500,61.031434
"71",62.060001,63.84,62.060001,63.119999,698400,62.184084
"72",64.099998,64.260002,63.119999,63.540001,730500,62.597858
"73",63.200001,64.690002,63,64.519997,1060000,63.563323
"74",64.029999,64.900002,63.540001,64.230003,641800,63.27763
"75",64.989998,67.489998,64.760002,66.639999,1584200,65.651892
"76",66.830002,66.970001,65.389999,65.849998,1035200,64.873604
"77",66.059998,66.260002,65.139999,65.459999,856600,64.489388
"78",65.25,65.480003,63.959999,64.510002,1231200,63.553477
"79",64.57,65.150002,63.290001,64.220001,1120400,63.267776
"80",64.660004,65,64.07,64.470001,580000,63.514069
"81",64.669998,65.980003,64.010002,64.18,777500,63.228368
"82",65.07,66.120003,65.019997,65.720001,640200,64.745535
"83",66.099998,66.559998,65.480003,65.75,509800,64.775089
"84",65.809998,66.150002,65.389999,65.809998,437500,64.834197
"85",65.779999,66.900002,65.510002,66.43,560500,65.445006
"86",66.339996,66.610001,65.309998,65.57,404300,64.597757
"87",65.25,66.830002,64.949997,66.669998,692300,65.681445
"88",66.989998,67.940002,66.410004,66.559998,903300,65.573076
"89",66.120003,66.190002,65.419998,65.660004,661000,64.686427
"90",66.190002,66.559998,64.480003,65.029999,862500,64.065763
"91",65.059998,65.389999,64.199997,64.669998,1123700,63.711101
"92",63.669998,64.660004,62.91,63.68,764400,62.735782
"93",64.120003,64.660004,64.120003,64.459999,452300,63.504215
"94",64.82,65.709999,64.379997,64.68,510100,63.720954
"95",64.849998,65.470001,64.849998,65,278200,64.036209
"96",66.040001,66.470001,65.739998,66.199997,431200,65.218413
"97",66.089996,66.519997,65.639999,66.379997,523100,65.395745
"98",66.449997,67.150002,66.010002,66.529999,519600,65.543522
"99",67.089996,67.300003,66.279999,66.559998,282000,65.573076
"100",66.269997,66.580002,65.260002,65.879997,371900,64.903158
"101",66.440002,67.760002,66.230003,66.970001,899500,65.977
"102",67.75,68.379997,66.110001,66.32,1526100,65.336637
"103",65.5,65.989998,63.099998,63.75,1606100,62.804744
"104",64.330002,64.57,62.849998,64.300003,1154600,63.346592
"105",64.150002,64.449997,63.009998,63.91,893500,62.962371
"106",63.799999,64.150002,63.66,64.029999,478300,63.080591
"107",64,64.260002,58.25,59.740002,4406100,58.854204
"108",60.23,64.389999,58.779999,60.330002,2018000,59.435456
"109",59.779999,60.400002,59.349998,60.330002,849600,59.435456
"110",59.900002,60.18,58.77,59.07,735200,58.194136
"111",59.5,60.299999,59.41,60.080002,948000,59.189163
"112",59.779999,60.41,59.34,59.490002,821800,58.607911
"113",59.959999,60.290001,59.34,59.68,622800,58.795092
"114",60.32,61.849998,60.32,60.900002,897400,59.997004
"115",61.060001,61.549999,59.830002,60.82,448900,59.918188
"116",61.470001,63.049999,61.400002,62.950001,921600,62.016607
"117",62.400002,62.48,61.639999,62.02,618400,61.168415
"118",62.549999,63.75,62.43,63.110001,617600,62.243448
"119",62.860001,62.860001,62.32,62.419998,154200,61.56292
"120",61.869999,62.310001,60.740002,61.009998,854100,60.172281
"121",60.32,60.59,59.869999,60.240002,695100,59.412857
"122",61.099998,61.799999,60.990002,61.130001,541700,60.290636
"123",60.950001,62.939999,60.82,62.849998,536200,61.987016
"124",62.799999,64.699997,62.59,64.120003,787400,63.239582
"125",64.449997,64.720001,64.029999,64.309998,550100,63.426968
"126",64.75,65,64.110001,64.540001,516600,63.653814
"127",64.370003,65.870003,64.370003,65.830002,672200,64.926102
"128",66.279999,67.790001,65.959999,66.660004,621400,65.744707
"129",66.5,66.580002,65.059998,66.059998,781000,65.152939
"130",66.339996,66.629997,65.690002,66.419998,495500,65.507997
"131",66.43,66.440002,65.699997,65.879997,451800,64.975411
"132",65.639999,66.800003,65.639999,66.290001,543400,65.379785
"133",66.510002,68.010002,66.040001,68,461200,67.066304
"134",67.830002,68.059998,67.029999,67.029999,1372200,66.109622
"135",67.099998,67.470001,66.370003,66.470001,485200,65.557313
"136",66.589996,67.389999,65.519997,65.889999,552500,64.985275
"137",66,66.260002,65.07,65.519997,656900,64.620353
"138",65.519997,66.150002,65.370003,65.889999,216000,64.985275
"139",65.889999,65.889999,64.860001,65.400002,210600,64.502006
"140",65.309998,65.860001,64.800003,64.879997,196400,63.989141
"141",65.309998,65.620003,63.880001,65.080002,510100,64.1864
"142",64.470001,64.489998,63.32,63.360001,409200,62.490016
"143",63.259998,63.98,62.880001,63.330002,603400,62.460429
"144",63.75,65.290001,63.650002,63.709999,529800,62.835208
"145",63.919998,63.93,62.349998,63.27,775300,62.401251
"146",62.950001,63.84,62.310001,63.169998,491900,62.302622
"147",63.310001,66.68,63.290001,66.040001,1037500,65.133217
"148",66.150002,66.379997,65.269997,65.900002,567500,64.99514
"149",65.529999,66.849998,64.910004,66.260002,756000,65.350198
"150",66.610001,67.239998,66.349998,66.830002,550300,65.912371
"151",67.370003,67.459999,66.150002,66.150002,623600,65.241707
"152",65.910004,66.559998,65.489998,66.160004,609800,65.251572
"153",66.07,67.470001,65.589996,67.059998,625400,66.139209
"154",67.199997,68.089996,66.010002,66.800003,1096500,65.882784
"155",66.699997,67.050003,66.059998,66.25,542300,65.340333
"156",68,72.919998,67.910004,71.18,3628800,70.20264
"157",71.720001,72.099998,69.980003,70.199997,822000,69.236093
"158",70.190002,71.860001,70.089996,70.779999,710200,69.808131
"159",70.519997,73.540001,70.449997,73.459999,1251500,72.451333
"160",73.800003,74.410004,73.230003,73.68,1139200,72.668313
"161",73.209999,74.459999,73,74.07,592700,73.052958
"162",74.099998,74.449997,72.690002,72.790001,660500,71.790534
"163",71.330002,72.910004,70.870003,72.720001,911300,71.721496
"164",71.290001,74.099998,70.760002,74,1857300,72.983919
"165",73.610001,73.830002,72.260002,72.760002,1026600,71.760947
"166",71.989998,72.309998,70.589996,71.580002,1158700,70.597149
"167",71.830002,72.089996,71.239998,71.669998,668600,70.68591
"168",71.529999,72.449997,71.239998,71.419998,678400,70.439343
"169",71.459999,72,71.199997,71.879997,788400,70.893026
"170",71.949997,72.209999,71.480003,72,846000,71.011381
"171",71.389999,72.150002,70.940002,71.940002,721000,70.952207
"172",71.550003,73.949997,71.32,73.459999,842900,72.451333
"173",73.459999,74.970001,73.18,74.660004,629400,73.63486
"174",74.150002,74.199997,73.089996,73.550003,577000,72.540101
"175",74.510002,76.690002,74.309998,74.309998,1097600,73.28966
"176",74.599998,76.870003,74.599998,76.120003,765100,75.074812
"177",76.050003,76.269997,75.230003,75.699997,830200,74.660574
"178",75.199997,75.970001,74,74.220001,693000,73.200899
"179",74.029999,74.25,72.709999,73.169998,510400,72.233441
"180",71.970001,73.040001,71.540001,72.400002,1126400,71.4733
"181",72.900002,75.959999,72.660004,75.910004,977100,74.938375
"182",76.230003,76.889999,75.809998,76.43,867200,75.451716
"183",76.800003,77.959999,75.669998,76.059998,1075800,75.086449
"184",75.790001,77.489998,75.489998,76.230003,897200,75.254279
"185",76.5,77.639999,76.330002,77.449997,520300,76.458657
"186",77.339996,77.849998,77.110001,77.599998,489900,76.606739
"187",77.639999,77.75,75.900002,76,737600,75.02722
"188",75.900002,77.400002,75.269997,77.190002,991000,76.20199
"189",76.459999,76.940002,75.769997,76.540001,571800,75.560309
"190",75.529999,77.190002,74.550003,77.190002,920400,76.20199
"191",76.830002,77.589996,76.669998,77.120003,671800,76.132887
"192",76.25,76.870003,75.400002,75.790001,425500,74.819909
"193",73.93,75.870003,73.610001,75.449997,707300,74.484257
"194",75.440002,75.529999,73.849998,74.040001,468400,73.092308
"195",75.099998,75.599998,74.349998,74.959999,437500,74.000531
"196",75.900002,76,75.07,75.18,489700,74.217716
"197",76.400002,76.699997,75.849998,75.889999,375400,74.918627
"198",76.440002,76.769997,75.68,75.800003,543300,74.829783
"199",75.57,75.889999,74.230003,74.82,775900,73.862323
"200",73.209999,75.169998,72.510002,74.910004,1788400,73.951175
"201",75.120003,76.580002,74.919998,75.919998,428700,74.948242
"202",76.459999,77.07,76.099998,76.160004,425000,75.185175
"203",76.480003,77.400002,76.260002,76.989998,393100,76.004546
"204",77.919998,79.349998,77.910004,78.540001,520200,77.534709
"205",78.889999,79.57,78.800003,79.519997,543800,78.502161
"206",79.589996,79.959999,79.010002,79.900002,542300,78.877302
"207",79.660004,80.290001,78.800003,79.860001,373900,78.837813
"208",79.910004,81.349998,79.910004,80.57,525400,79.538725
"209",81.089996,81.190002,80.099998,80.75,264000,79.716421
"210",80.150002,81.089996,80.050003,81.040001,552100,80.00271
"211",80.989998,81.489998,80.82,81.290001,307700,80.24951
"212",81.989998,84.489998,81.989998,84.309998,1053600,83.230852
"213",84.910004,85.470001,84,85.400002,2072900,84.306904
"214",86.800003,87.75,85.879997,87.5,901300,86.380023
"215",87.470001,88.400002,87.019997,88.190002,741700,87.061193
"216",88.18,89.32,87.760002,88.57,628200,87.436327
"217",88.040001,88.220001,86.110001,86.989998,594600,85.876549
"218",87.290001,88.019997,86.800003,87.410004,510600,86.291178
"219",88.5,88.629997,87.43,88.199997,504200,87.07106
"220",88.199997,89.269997,88.07,89.110001,353500,87.969416
"221",89.199997,89.239998,87.970001,88.269997,326900,87.140164
"222",88.669998,90.169998,88.669998,89.589996,602200,88.443268
"223",90,91.949997,89.809998,91.75,694000,90.575624
"224",91.970001,92.300003,90.220001,90.43,899400,89.27252
"225",90.389999,90.989998,89.650002,90.360001,611000,89.203416
"226",88.459999,90.889999,88.010002,89.980003,814500,88.828283
"227",87.330002,89.400002,84.639999,88.529999,1700000,87.396838
"228",88.449997,89.5,86.32,86.970001,719300,85.856808
"229",85.769997,86.470001,85,86,1100000,84.899222
"230",86.629997,87.910004,86.040001,86.489998,535900,85.382948
"231",86.82,88.400002,86.629997,87.470001,498700,86.350408
"232",87.739998,87.989998,86.669998,87.43,458600,86.310919
"233",86.889999,88.029999,86.010002,87.129997,471000,86.014756
"234",86.489998,87.629997,85.769997,87.529999,445000,86.409638
"235",87.410004,88.330002,86.199997,86.599998,466400,85.491541
"236",85.239998,86.470001,85.07,85.650002,671800,84.553704
"237",85.050003,85.440002,84.099998,85.099998,435300,84.010741
"238",85.269997,86.900002,84.440002,86.110001,509800,85.007815
"239",86.809998,87.650002,86.129997,86.900002,407300,85.787704
"240",86.540001,87.139999,85.25,85.5,424500,84.405622
"241",84.559998,84.559998,82.220001,83.110001,612300,82.046214
"242",83.209999,83.400002,82.269997,82.970001,432600,81.908007
"243",81.739998,83.220001,80.830002,83.099998,456600,82.10561
"244",82.980003,84.790001,82.669998,84.709999,316900,83.696345
"245",85.349998,85.360001,84.800003,85,406000,83.982876
"246",84.93,85.639999,84.699997,85.559998,673600,84.536172
"247",84.470001,85.739998,84.230003,84.309998,440500,83.30113
"248",84.269997,85.779999,84.129997,85.769997,605700,84.743658
"249",84.339996,86.190002,84.300003,84.300003,554600,83.291255
"250",83.379997,84.32,82.639999,82.650002,452200,81.660998
"251",83.230003,85.660004,82.709999,85.099998,609400,84.081678
"252",85.25,85.489998,83.860001,83.970001,484100,82.965202
"253",83.900002,85.160004,83.419998,84.690002,241200,83.676588
"254",84.449997,84.449997,83.330002,83.459999,269100,82.461303
"255",82.769997,83.82,82.260002,83.110001,560700,82.115492
"256",83.510002,85.18,83.269997,84.660004,470500,83.646948
"257",83.120003,84.459999,82.620003,83.779999,761700,82.777473
"258",83.639999,84.330002,81.690002,83.870003,473000,82.8664
"259",84.330002,84.830002,83.699997,83.730003,428600,82.728076
"260",83.459999,86.07,83.459999,85.160004,556800,84.140965
"261",86.300003,88.389999,86.269997,87.580002,535600,86.532005
"262",87.599998,88.120003,87.150002,87.349998,406900,86.304754
"263",86.730003,87.18,84.720001,86.610001,443200,85.573611
"264",86.480003,86.910004,85.550003,85.860001,360500,84.832585
"265",85.5,86.269997,85.059998,85.599998,466000,84.575694
"266",86.169998,87,85.959999,86.580002,409500,85.543971
"267",86.809998,87.550003,85.919998,86.949997,289400,85.909539
"268",87.459999,88.040001,87.199997,87.870003,375600,86.818535
"269",88.199997,89.400002,87.830002,89.290001,353900,88.221542
"270",89.389999,90.25,89.230003,89.989998,324700,88.913162
"271",90.050003,92,89.690002,90.809998,428400,89.72335
"272",91.610001,91.949997,90.580002,91.019997,296500,89.930836
"273",90.290001,91.419998,90,91.150002,302300,90.059285
"274",90.360001,90.709999,89,89.919998,332000,88.844
"275",89.629997,91.07,89.550003,90.470001,448900,89.387422
"276",91,93.699997,90.860001,92.129997,973200,91.027554
"277",92.650002,93.5,92.120003,92.629997,572200,91.521571
"278",93.029999,93.190002,91.160004,91.800003,374900,90.701509
"279",91.389999,92.209999,89.790001,90.639999,317000,89.555386
"280",91.410004,93.389999,91.339996,93.129997,464300,92.015588
"281",93.709999,94.099998,92,92.480003,243600,91.373372
"282",93.230003,94.610001,93.029999,94.32,547900,93.191351
"283",94.419998,94.419998,93.5,93.68,229100,92.55901
"284",93.400002,94.419998,93.050003,93.239998,332200,92.124272
"285",93.699997,93.989998,93.360001,93.68,285700,92.55901
"286",93.220001,93.639999,91.010002,91.220001,440400,90.128447
"287",90.75,92.459999,90.209999,90.949997,384400,89.861674
"288",90.230003,91.800003,89.150002,90.309998,411700,89.229333
"289",91.089996,91.089996,87.57,89.410004,599000,88.340108
"290",88.870003,89.690002,85.739998,85.800003,871400,84.773306
"291",85.989998,88.349998,81.800003,87.980003,1487600,86.92722
"292",86.559998,86.800003,83.400002,83.790001,1253100,82.787356
"293",84.589996,84.809998,78.209999,82.029999,1297100,81.048414
"294",79.510002,80.449997,75.889999,77.190002,1217100,76.266334
"295",77.699997,85.449997,77.540001,85.449997,1329100,84.427488
"296",83.029999,86.080002,82.059998,83.639999,1135800,82.639149
"297",84.470001,89.540001,84.099998,88.410004,1591600,87.352075
"298",89.150002,89.82,87.379997,88.010002,1204500,86.95686
"299",88.809998,90.510002,87.949997,88.379997,1037900,87.322427
"300",82.669998,90.389999,80.139999,89.559998,2848500,88.488308
"301",90,91.099998,89.150002,89.510002,1090600,88.43891
"302",86.730003,87.470001,84.360001,85.010002,981700,83.992758
"303",84.089996,86.75,83.830002,85.160004,936100,84.140965
"304",87.870003,88.330002,85.860001,86.529999,577500,85.494566
"305",87.120003,90.739998,86.519997,90.650002,607600,89.565268
"306",90,94,89.400002,93.669998,1072800,92.620648
"307",93.290001,93.650002,90.050003,90.940002,633000,89.921235
"308",90.010002,92.709999,87.889999,91.68,662500,90.652943
"309",92.779999,94.110001,90.959999,93.610001,697700,92.561322
"310",93.620003,97.290001,93.400002,96.129997,1209800,95.053088
"311",96.699997,96.879997,93.779999,94.739998,916900,93.67866
"312",94.75,95.800003,93.169998,93.43,602400,92.383338
"313",92.449997,92.650002,89.099998,89.870003,1071000,88.863222
"314",87.209999,91.769997,86.5,90.760002,885000,89.743251
"315",92.32,93.699997,90.730003,93.190002,770300,92.146029
"316",92.099998,95.43,91.660004,93.720001,571500,92.67009
"317",92.970001,93.75,90.150002,90.889999,932100,89.871792
"318",88.400002,90.540001,87.900002,90.529999,808800,89.515824
"319",89.739998,91.07,89.010002,89.470001,922300,88.467702
"320",90.099998,93.980003,89.129997,92.989998,694400,91.948265
"321",93.800003,94.68,92.220001,94.580002,634900,93.520457
"322",94.980003,96.900002,94.900002,96.349998,1732900,95.270625
"323",95.040001,97.160004,93.629997,96.440002,570100,95.35962
"324",97.199997,99.540001,96.75,97.290001,1021600,96.200097
"325",98.050003,98.93,95.800003,95.889999,730500,94.815779
"326",93.330002,94.5,91.730003,93.889999,792200,92.838184
"327",93.739998,95.470001,93,94.989998,654700,93.92586
"328",95.82,95.82,93.669998,94.980003,715800,93.915977
"329",97,100.989998,97,97.790001,987300,96.694495
"330",98.150002,100.5,96.470001,96.720001,861100,95.636483
"331",98.370003,99.169998,97.029999,98.529999,730600,97.426203
"332",97.209999,99.190002,96.650002,97.110001,920100,96.022113
"333",96.330002,96.93,90.019997,91.089996,1278900,90.069549
"334",91,92.989998,88.709999,92.830002,1105700,91.790061
"335",93.519997,95.449997,92.389999,94.510002,507200,93.451241
"336",95.260002,97.339996,94.510002,97.309998,439300,96.219869
"337",97.389999,97.389999,95.230003,95.309998,529800,94.242275
"338",97.480003,99.620003,97.480003,98.330002,572100,97.228447
"339",98.260002,99.5,97.870003,98.220001,456400,97.119679
"340",99.389999,99.440002,96.980003,97.190002,443900,96.101218
"341",96.769997,97.980003,96.75,97.690002,371700,96.595617
"342",98.760002,98.760002,97.220001,97.889999,396900,96.793374
"343",98.709999,99.32,97.190002,97.550003,813400,96.457186
"344",97.629997,98.599998,96.879997,98.050003,502300,96.951585
"345",98.019997,98.519997,95.610001,96.129997,441600,95.053088
"346",96.410004,97.669998,95.5,96.309998,370500,95.231072
"347",97.459999,97.959999,96.129997,97.160004,384400,96.071556
"348",98,101.419998,97.910004,101.010002,888400,99.878424
"349",101,101.459999,98.010002,98.190002,642500,97.090016
"350",99.82,99.919998,98.099998,98.830002,580600,97.722846
"351",96.5,96.510002,90.139999,90.440002,4276600,89.426836
"352",92.199997,92.5,89.5,89.940002,1234800,88.932438
"353",89.349998,91.489998,89.25,90.279999,1165200,89.268625
"354",87.970001,90.099998,87.010002,88.150002,1166100,87.162489
"355",90.050003,90.709999,88.620003,89.860001,898700,88.853332
"356",90.459999,91.339996,89.300003,89.419998,671900,88.418259
"357",89.029999,89.290001,87.059998,88.839996,827000,87.844754
"358",89.07,89.949997,87.910004,89.370003,840200,88.368823
"359",89.790001,92.029999,88.839996,91.849998,786800,90.821037
"360",90.150002,91.419998,88.620003,89.309998,1256100,88.30949
"361",90.650002,91.160004,89.830002,90.290001,855900,89.278515
"362",91.139999,92.25,90.5,91.720001,551800,90.692496
"363",92.150002,92.949997,91.779999,91.839996,529600,90.811147
"364",92.059998,94.279999,92.050003,93.970001,863800,92.91729
"365",93.800003,93.900002,91.620003,91.760002,588500,90.732048
"366",92.080002,92.510002,89.720001,90.260002,557000,89.248852
"367",91.220001,91.800003,89.830002,91.449997,649900,90.425516
"368",89.949997,90.32,88.540001,89.959999,956100,88.95221
"369",89.5,90.650002,88.720001,90,521900,89.070974
"370",89.169998,91.190002,88.650002,89.970001,681100,89.041285
"371",89.349998,90.040001,89.07,89.57,276400,88.645412
"372",92.040001,95.5,92.040001,95.139999,1079400,94.157916
"373",94.510002,97.940002,94.269997,97.739998,1146500,96.731076
"374",98.739998,99.629997,96.160004,97.900002,1205700,96.889428
"375",97.629997,99.160004,97.150002,97.160004,510000,96.157068
"376",97.919998,100.900002,97.919998,98.959999,1078900,97.938483
"377",101,101.940002,99.830002,101.510002,3067500,100.462164
"378",101.410004,101.480003,99.379997,100.830002,935900,99.789183
"379",99.919998,99.970001,96.989998,99.529999,804700,98.502599
"380",99.169998,99.93,97.099998,97.389999,606700,96.38469
"381",99.550003,100.230003,97.949997,99.629997,1115400,98.601565
"382",98.730003,99.099998,97.589996,98.379997,756000,97.364469
"383",99.349998,99.959999,96.709999,97.220001,689400,96.216447
"384",95.629997,96.959999,95.040001,95.830002,1208800,94.840796
"385",97.019997,97.589996,96.360001,96.970001,696300,95.969027
"386",97.360001,99.360001,95.599998,98.18,20700100,97.166536
"387",98.32,99.190002,97.150002,98.029999,1109600,97.018083
"388",99.400002,101.639999,99.309998,100.800003,1308000,99.759494
"389",100.980003,102.650002,99.580002,102.470001,1362000,101.412253
"390",102.279999,104.699997,100.419998,100.779999,1675500,99.739696
"391",100.809998,101.440002,99.82,100.959999,753100,99.917838
"392",102.080002,102.389999,99.970001,100.68,584600,99.64073
"393",101.040001,101.040001,98.559998,98.900002,540100,97.879105
"394",98.519997,99.510002,98.519997,99.040001,476600,98.017659
"395",99.400002,99.629997,97.300003,97.300003,681700,96.295623
"396",98.730003,99.290001,96.970001,98.550003,1090400,97.53272
"397",97.029999,97.480003,95.089996,95.089996,1132400,94.108429
"398",94.199997,96.440002,94.040001,96.150002,995100,95.157492
"399",96.209999,96.910004,94.800003,96.059998,819200,95.068417
"400",96.470001,96.959999,95.790001,96.559998,784600,95.563256
"401",97.800003,100.379997,97.779999,99.580002,1456000,98.552086
"402",99.059998,99.239998,96.910004,97.419998,951600,96.414379
"403",97.970001,98.989998,97.25,97.489998,528200,96.483656
"404",96.980003,97.580002,96.5,97.019997,596100,96.018507
"405",98.410004,98.75,97.57,97.889999,463700,96.879529
"406",98.279999,99.849998,98.129997,99.849998,712400,98.819296
"407",100.449997,100.610001,99.230003,99.43,672100,98.403633
"408",99.510002,100.029999,98.230003,98.480003,635100,97.463442
"409",98.889999,100.760002,98.669998,99.660004,634500,98.631262
"410",99.010002,99.239998,96.360001,97.540001,982800,96.533143
"411",96.989998,99.129997,96.269997,98.769997,592000,97.750442
"412",97.440002,99.220001,95.910004,96.129997,714100,95.137694
"413",96.160004,96.529999,94.860001,96.099998,1068900,95.108005
"414",95.18,95.57,93.760002,95.220001,769400,94.237092
"415",95.900002,95.900002,94.849998,95.599998,678500,94.613166
"416",96.25,97.239998,94.949997,94.989998,921500,94.009463
"417",94.790001,94.959999,92.620003,93.129997,1100200,92.168662
"418",94.110001,95.459999,92.68,93.660004,1420000,92.693197
"419",92.089996,95.07,92.089996,94.010002,1638000,93.039583
"420",98.110001,98.660004,94.559998,95.260002,2736600,94.27668
"421",94.599998,95,90.18,93.949997,2266200,92.980197
"422",94.209999,94.449997,93,94.050003,871500,93.079171
"423",93.470001,93.470001,92.599998,93.309998,637800,92.346804
"424",93.860001,95.699997,93.779999,94.970001,940000,93.989672
"425",94.489998,95.18,94.07,94.730003,505100,93.752152
"426",94.940002,95.040001,93.239998,93.5,577000,92.534845
"427",93.5,94.82,93.169998,94.519997,917700,93.544313
"428",95,96,94.32,94.900002,946200,93.920395
"429",94.839996,95.190002,93.449997,94.349998,916100,93.37607
"430",94.010002,95.389999,93.129997,94.760002,800600,93.781841
"431",94.18,96.160004,93.800003,96,808700,95.009039
"432",95.690002,96.730003,95.040001,96.239998,1039100,95.246559
"433",94.209999,98.480003,94.199997,98.010002,1586000,96.998293
"434",97.760002,104.620003,97.580002,100.400002,2901600,99.363621
"435",101,104,99.949997,103.059998,1884800,102.077497
"436",102.410004,107.25,102.120003,107.120003,2196800,106.098797
"437",106.919998,107.18,105.5,105.800003,935900,104.791381
"438",106.330002,108.5,104.269997,105.5,1261900,104.494238
"439",104.040001,104.779999,102.510002,103.279999,800400,102.295401
"440",104.040001,105.330002,103.75,105.040001,714000,104.038625
"441",105.010002,106.669998,105.010002,105.550003,587600,104.543765
"442",105.900002,105.949997,104.980003,105.089996,685000,104.088143
"443",104.779999,104.980003,104.190002,104.550003,494400,103.553298
"444",104.489998,105.220001,103.260002,104.25,567400,103.256155
"445",104.019997,104.529999,103.199997,103.68,727600,102.691589
"446",103.790001,104.040001,102.279999,102.599998,515500,101.621883
"447",101.959999,102.239998,100.599998,101.290001,1099000,100.324374
"448",101.220001,102.959999,100.900002,102.190002,678000,101.215796
"449",101.809998,102.279999,101.349998,102.089996,372900,101.116743
"450",102.43,103.099998,102.279999,102.690002,769600,101.711029
"451",102.220001,103.650002,101.900002,103.540001,461700,102.552924
"452",103.279999,103.620003,101.620003,102.580002,421200,101.602077
"453",103.82,104.480003,102.68,103.260002,580000,102.275595
"454",103.68,104.099998,102.550003,102.760002,504700,101.780362
"455",102.690002,102.980003,101.580002,102.669998,403900,101.691216
"456",102.370003,103,101.839996,102.980003,459300,101.998266
"457",103.669998,104.510002,103.269997,103.309998,594700,102.325114
