"","DTV.Open","DTV.High","DTV.Low","DTV.Close","DTV.Volume","DTV.Adjusted"
"167",42.630001,42.849998,42.470001,42.810001,3006800,42.810001
"168",42.790001,43.060001,42.529999,42.639999,3866700,42.639999
"169",42.529999,43.130001,42.389999,43.110001,4464500,43.110001
"170",43.18,43.66,43.119999,43.439999,5329900,43.439999
"171",43.389999,43.73,43.119999,43.580002,4265800,43.580002
"172",43.470001,43.630001,43.27,43.490002,4248800,43.490002
"173",43.419998,43.529999,43.18,43.43,3893600,43.43
"174",43.200001,43.98,42.860001,43.860001,4995600,43.860001
"175",43.849998,44.119999,43.790001,43.939999,5504100,43.939999
"176",43.869999,44.299999,43.75,44.290001,4468100,44.290001
"177",44.290001,44.349998,43.91,44.299999,5333500,44.299999
"178",44.02,44.639999,43.75,44.23,6597300,44.23
"179",45.849998,46.900002,45.029999,45.029999,12339800,45.029999
"180",44.869999,45.93,44.580002,45.720001,7813500,45.720001
"181",45.740002,46.18,45.599998,46.029999,5697700,46.029999
"182",45.939999,46.279999,45.389999,45.970001,8737900,45.970001
"183",46.099998,46.240002,45.080002,45.32,8671000,45.32
"184",45.169998,45.860001,44.849998,45.389999,5641400,45.389999
"185",45.720001,46.630001,45.689999,46.259998,6546100,46.259998
"186",46.290001,46.299999,45.490002,46.049999,5432600,46.049999
"187",46.290001,46.470001,45.5,45.84,5364500,45.84
"188",45.880001,46.84,45.599998,46.759998,5047700,46.759998
"189",46.580002,46.66,45.73,46.360001,4227300,46.360001
"190",45.779999,46.060001,45.330002,45.599998,4142100,45.599998
"191",45.509998,46.16,45.400002,45.880001,4309700,45.880001
"192",45.599998,46.099998,45.25,45.970001,6901100,45.970001
"193",44.93,45.59,44.790001,45.34,6301400,45.34
"194",45,45.200001,44.419998,44.630001,8169200,44.630001
"195",45.16,45.66,44.779999,44.950001,5662200,44.950001
"196",45.169998,45.41,44.689999,44.799999,14299600,44.799999
"197",44.169998,45,43.669998,44.73,10970200,44.73
"198",44.66,45.27,44.560001,45.080002,4223500,45.080002
"199",45.040001,45.689999,44.5,45.549999,3774900,45.549999
"200",45.599998,46.560001,45.470001,46.41,4901700,46.41
"201",46.5,47.400002,46.48,47.080002,5796100,47.080002
"202",47.049999,47.16,45.93,46.16,4443200,46.16
"203",46.049999,46.419998,45.73,46.330002,3814300,46.330002
"204",46.599998,46.610001,46.200001,46.380001,4064700,46.380001
"205",46.43,47.009998,46.310001,46.799999,5827000,46.799999
"206",47.200001,47.599998,46.790001,47.029999,4509200,47.029999
"207",47.23,47.310001,46.869999,47.099998,2986100,47.099998
"208",46.950001,47.189999,46.650002,46.919998,5046500,46.919998
"209",47.049999,47.16,46.450001,46.599998,3978600,46.599998
"210",46.490002,46.790001,46.18,46.5,4386100,46.5
"211",46.59,46.720001,46.279999,46.48,4063500,46.48
"212",46.48,46.849998,46.240002,46.529999,4111800,46.529999
"213",46.369999,46.610001,46.16,46.48,4023600,46.48
"214",46.509998,46.799999,46.18,46.5,5085800,46.5
"215",46.23,46.700001,46.09,46.599998,7138400,46.599998
"216",46.560001,47.139999,46.439999,46.889999,6598600,46.889999
"217",46.419998,46.439999,45.52,45.849998,5743000,45.849998
"218",45.849998,46.189999,45.619999,46.099998,4505800,46.099998
"219",46.630001,46.84,46.41,46.52,5993300,46.52
"220",46.490002,47.18,46.459999,47,4009900,47
"221",47.07,47.360001,47,47.080002,3802700,47.080002
"222",47.330002,47.360001,46.950001,47.259998,5500000,47.259998
"223",47.34,48.07,47.200001,47.889999,4752900,47.889999
"224",47.799999,48.290001,47.549999,48.150002,6e+06,48.150002
"225",48.09,48.689999,47.93,48.59,8200000,48.59
"226",48.810001,49.220001,48.59,48.799999,6227100,48.799999
"227",48.830002,49.110001,48.380001,48.790001,4394200,48.790001
"228",48.759998,49.09,48.049999,48.5,5620400,48.5
"229",48.400002,49.639999,47.619999,48.290001,15173500,48.290001
"230",48.939999,49.02,48.080002,48.57,5546000,48.57
"231",48.490002,49.5,48.310001,49.040001,5364300,49.040001
"232",49.310001,50.110001,49.16,49.740002,5460500,49.740002
"233",49.75,49.990002,49.09,49.52,6597000,49.52
"234",49.610001,50.650002,49.560001,50.580002,6700000,50.580002
"235",50.599998,50.799999,49.68,49.73,5464100,49.73
"236",49.529999,49.709999,49.189999,49.259998,4024400,49.259998
"237",49.09,49.34,48.599998,49.290001,5676400,49.290001
"238",49.16,50.279999,49,50.240002,5088600,50.240002
"239",50.419998,50.560001,50.009998,50.209999,4290600,50.209999
"240",50.189999,50.290001,49.549999,50.060001,4481400,50.060001
"241",49.630001,50.23,49.299999,50.18,4202500,50.18
"242",50.150002,50.259998,49.16,49.18,5200000,49.18
"243",49.02,49.290001,48.619999,49.040001,3877400,49.040001
"244",48.84,49.970001,48.700001,49.73,5064400,49.73
"245",49.529999,50.209999,49.529999,49.93,3256600,49.93
"246",50.310001,50.740002,50.169998,50.259998,7603500,50.259998
"247",50.200001,50.459999,49.610001,49.66,5782600,49.66
"248",49.57,49.990002,49.23,49.639999,4586100,49.639999
"249",49.150002,49.439999,48.84,48.919998,4262900,48.919998
"250",49.080002,49.080002,47.549999,47.59,7357500,47.59
"251",47.869999,48.150002,47.599998,47.619999,6760600,47.619999
"252",47.439999,47.759998,47.32,47.52,4867800,47.52
"253",47.560001,47.91,47.139999,47.779999,4119000,47.779999
"254",47.68,47.68,46.720001,46.720001,7201200,46.720001
"255",46.68,47.09,46.560001,46.599998,5899900,46.599998
"256",46.990002,47.18,46.66,47.16,4828500,47.16
"257",46.709999,47.290001,46.57,46.860001,4874600,46.860001
"258",46.799999,47.18,46.41,46.540001,4880300,46.540001
"259",46.939999,46.939999,46.310001,46.650002,11446300,46.650002
"260",46.5,47.259998,46.41,46.93,3763800,46.93
"261",47.040001,47.900002,46.599998,47.810001,4471800,47.810001
"262",47.75,47.939999,47.52,47.650002,4131000,47.650002
"263",47.080002,48,46.880001,47.98,4868200,47.98
"264",48.029999,48.18,47.299999,47.75,5501000,47.75
"265",47.959999,49.419998,47.830002,49.200001,7763100,49.200001
"266",49.240002,49.970001,48.970001,49.869999,4902900,49.869999
"267",50.049999,50.48,49.700001,50.130001,3784800,50.130001
"268",50.400002,51.23,50.23,50.82,4248900,50.82
"269",51.110001,51.84,50.779999,51.759998,3707600,51.759998
"270",51.849998,52.389999,51.610001,52.009998,4380000,52.009998
"271",52.049999,52.23,51.689999,51.919998,4881100,51.919998
"272",52.330002,52.93,52.130001,52.799999,5241600,52.799999
"273",52.389999,53.139999,52.259998,53.080002,4513500,53.080002
"274",52.619999,53.049999,52.200001,52.810001,4804700,52.810001
"275",52.939999,53.360001,52.380001,52.419998,5998000,52.419998
"276",52.779999,53.400002,52.560001,52.830002,5773600,52.830002
"277",52.810001,52.950001,51.580002,52.139999,5777600,52.139999
"278",52.200001,52.360001,51.779999,52.150002,5070200,52.150002
"279",51.779999,52,51.25,51.68,4211800,51.68
"280",52.07,52.91,52.060001,52.799999,4238000,52.799999
"281",52.560001,52.91,52.360001,52.48,3032100,52.48
"282",52.599998,52.990002,51.889999,52.009998,7559800,52.009998
"283",52.110001,52.43,51.830002,52.349998,5049900,52.349998
"284",52.189999,52.27,51.549999,51.66,5085800,51.66
"285",51.599998,52.27,51.419998,52.060001,3418800,52.060001
"286",51.759998,52.009998,51.360001,51.439999,5251300,51.439999
"287",51.360001,51.73,50.959999,51.279999,4735500,51.279999
"288",51.130001,51.360001,50.43,50.68,5978400,50.68
"289",51.02,51.25,49.700001,50.450001,5803600,50.450001
"290",50.360001,50.360001,49.040001,49.040001,7984500,49.040001
"291",49.209999,49.75,48.290001,49.470001,8698200,49.470001
"292",46.810001,47.490002,43.23,46.630001,13664700,46.630001
"293",46.439999,46.52,43.790001,45.389999,10863200,45.389999
"294",44.57,45.25,42.110001,42.110001,14290400,42.110001
"295",42.529999,43.450001,40.810001,43.439999,14063400,43.439999
"296",42.459999,43.279999,41.57,41.630001,11177100,41.630001
"297",41.639999,43.27,41.630001,43.07,9724600,43.07
"298",43.209999,43.98,42.970001,43.34,7767200,43.34
"299",43.560001,43.919998,43.330002,43.860001,4955700,43.860001
"300",43.400002,44.07,43.18,43.93,6454200,43.93
"301",43.970001,44.57,43.709999,44.32,4976300,44.32
"302",43.439999,44,42.240002,42.709999,8485400,42.709999
"303",42.209999,43.220001,41.830002,41.93,7618800,41.93
"304",42.77,42.880001,41.619999,41.759998,6138800,41.759998
"305",41.759998,42.610001,41.369999,42.610001,5423900,42.610001
"306",42.419998,43.34,42.240002,42.880001,7193600,42.880001
"307",42.950001,43.009998,41.790001,41.889999,5948200,41.889999
"308",41.779999,42.830002,40.720001,42.509998,6345400,42.509998
"309",43.060001,43.639999,42.889999,43.57,5271400,43.57
"310",43.439999,44.16,43.34,43.779999,6683700,43.779999
"311",44.150002,44.669998,43.610001,43.970001,8844700,43.970001
"312",44.099998,44.959999,43.369999,43.369999,7166900,43.369999
"313",42.77,43.09,41.93,42.220001,6094600,42.220001
"314",41.240002,42.139999,41.009998,42.060001,7240100,42.060001
"315",42.48,42.84,42.139999,42.68,5852200,42.68
"316",42.619999,42.880001,42.150002,42.18,6356600,42.18
"317",41.759998,42.099998,41.119999,41.43,7827800,41.43
"318",40.830002,41.57,40.560001,41.509998,5935700,41.509998
"319",41.759998,42.669998,41.599998,42.490002,7958600,42.490002
"320",42.720001,43.610001,42.32,42.950001,6557700,42.950001
"321",43.529999,44.18,43.240002,43.830002,8187700,43.830002
"322",44,44.060001,43.349998,43.700001,13567900,43.700001
"323",43.279999,43.619999,42.869999,43.400002,5051300,43.400002
"324",43.610001,44.369999,43.400002,43.610001,5276900,43.610001
"325",43.330002,43.439999,41.580002,41.610001,7755800,41.610001
"326",40.549999,41.790001,40.220001,41.02,11151200,41.02
"327",40.77,42.369999,40.389999,42.02,8644200,42.02
"328",42.029999,43.240002,41.75,43.189999,7296000,43.189999
"329",43.59,45.139999,43.48,44.200001,7841700,44.200001
"330",44.439999,45.369999,44.220001,44.330002,7678100,44.330002
"331",44.98,45.360001,42.419998,43.330002,8587400,43.330002
"332",43.099998,43.580002,42.25,42.27,7409300,42.27
"333",41.93,42.630001,40.580002,40.599998,9515100,40.599998
"334",40.040001,41.580002,39.82,41.549999,11577800,41.549999
"335",41.52,42.009998,40.610001,41.880001,8020300,41.880001
"336",41.720001,42.889999,41.290001,42.889999,7006200,42.889999
"337",43.040001,44.049999,42.779999,43.529999,6614800,43.529999
"338",44.080002,45.16,44.080002,45,5305200,45
"339",45.02,45.860001,44.869999,45.77,6280900,45.77
"340",46,47.040001,45.939999,46.619999,5668500,46.619999
"341",46.310001,46.709999,46.110001,46.259998,4672800,46.259998
"342",46.709999,47.080002,46.48,47.029999,5416200,47.029999
"343",46.759998,46.98,45.810001,45.970001,5128200,45.970001
"344",46.110001,46.970001,45.639999,46.68,5744300,46.68
"345",46.740002,47,46.029999,46.220001,3802700,46.220001
"346",46.32,46.540001,45.380001,45.98,5473500,45.98
"347",46.369999,46.919998,46.130001,46.419998,5802300,46.419998
"348",46.48,47.830002,46.400002,47.799999,4501300,47.799999
"349",47.75,48,46.900002,47.02,4628600,47.02
"350",47.389999,47.599998,46.16,47.32,6892100,47.32
"351",48.490002,48.599998,46.700001,47.34,7734900,47.34
"352",47.41,47.439999,44.790001,45.529999,10564900,45.529999
"353",45.279999,46.150002,45.18,45.459999,5040700,45.459999
"354",44.209999,45.540001,44.040001,44.990002,7689400,44.990002
"355",45.209999,45.59,44.5,44.860001,6763500,44.860001
"356",46.75,48.16,45.939999,47.630001,10766900,47.630001
"357",47.599998,47.619999,46.529999,46.66,5965500,46.66
"358",46.799999,46.900002,45.18,45.830002,6726600,45.830002
"359",46.150002,46.82,45.470001,46.75,6124500,46.75
"360",45.91,45.93,44.450001,44.57,5466300,44.57
"361",44.900002,45.529999,44.310001,45.419998,4987300,45.419998
"362",45.810001,46.400002,45.650002,45.84,4283000,45.84
"363",46.02,46.200001,45.400002,45.630001,3789000,45.630001
"364",45.599998,47.419998,45.259998,47.080002,5798400,47.080002
"365",46.540001,47.259998,46.32,46.490002,5351000,46.490002
"366",46.349998,47.41,46.27,46.450001,8046500,46.450001
"367",46.490002,47.029999,46.360001,46.619999,4862200,46.619999
"368",46.200001,46.740002,45.860001,46.5,6448200,46.5
"369",46.310001,46.66,46.009998,46.349998,6198500,46.349998
"370",45.959999,46.18,44.77,44.790001,7290800,44.790001
"371",44.439999,45.25,44.419998,45.080002,2929400,45.080002
"372",46.099998,46.5,45.5,45.700001,4983700,45.700001
"373",45.709999,46.150002,45.490002,45.669998,6582700,45.669998
"374",46.619999,47.290001,46.130001,47.220001,8057600,47.220001
"375",47.259998,48.220001,47.080002,47.869999,5497300,47.869999
"376",48.259998,48.5,46.82,46.82,8438600,46.82
"377",47.59,47.810001,46.790001,46.950001,5600400,46.950001
"378",47.029999,47.630001,46.93,47.200001,5208500,47.200001
"379",47,47.950001,46.830002,47.689999,5728200,47.689999
"380",47.459999,47.470001,45.32,45.43,8202700,45.43
"381",45.580002,46.41,45.5,46.060001,5149200,46.060001
"382",45.810001,46.759998,45.470001,46.57,5813400,46.57
"383",46.75,47.080002,45.849998,45.990002,5607700,45.990002
"384",45.860001,45.98,45.220001,45.360001,5494400,45.360001
"385",44.880001,44.919998,43.18,43.310001,13116000,43.310001
"386",43.290001,43.860001,41.970001,42.099998,25888900,42.099998
"387",42.25,42.759998,41.450001,41.68,6567400,41.68
"388",42.349998,43.119999,42.119999,43.099998,6516900,43.099998
"389",42.93,43.5,42.580002,42.990002,4122100,42.990002
"390",43.07,43.150002,42.73,42.77,4079800,42.77
"391",43.110001,43.349998,42.509998,43.23,2192600,43.23
"392",43.290001,43.549999,43.07,43.080002,2664200,43.080002
"393",43.029999,43.169998,42.380001,42.650002,2927000,42.650002
"394",42.799999,43.07,42.580002,42.84,2164300,42.84
"395",42.59,43.049999,42.549999,42.759998,2546400,42.759998
"396",43.599998,43.900002,43.150002,43.32,4301300,43.32
"397",43.41,44.150002,43.369999,44.009998,3913900,44.009998
"398",43.950001,44.52,43.860001,44.43,4892400,44.43
"399",44.41,44.529999,43.740002,43.849998,4685100,43.849998
"400",44.060001,44.240002,43.27,43.419998,4940500,43.419998
"401",43.639999,43.720001,42.860001,43.029999,8024100,43.029999
"402",44.200001,44.68,43.66,43.689999,9008600,43.689999
"403",43.68,43.93,42.68,43.09,8353400,43.09
"404",43.049999,43.720001,42.700001,43.459999,4674700,43.459999
"405",44.080002,44.240002,43.369999,43.5,5655800,43.5
"406",42.93,43.029999,41.919998,42.18,10949300,42.18
"407",42.240002,43.029999,42.049999,42.720001,9002000,42.720001
"408",42.810001,43.150002,42.560001,43.029999,8771100,43.029999
"409",42.900002,44.82,42.860001,43.549999,7383300,43.549999
"410",43.330002,44.040001,43.290001,43.77,6271500,43.77
"411",43.650002,44.720001,43.529999,44.439999,7132100,44.439999
"412",44.75,45.189999,44.32,44.540001,5371400,44.540001
"413",44.529999,44.790001,44.220001,44.360001,5295600,44.360001
"414",44.139999,45.119999,44.009998,44.91,4722400,44.91
"415",45.099998,45.369999,44.580002,45.009998,5056900,45.009998
"416",45.25,45.720001,45.080002,45.240002,4617800,45.240002
"417",45.18,45.380001,44.689999,44.759998,4408200,44.759998
"418",45.200001,45.869999,45,45.689999,4644400,45.689999
"419",45.66,45.860001,45.310001,45.439999,3810100,45.439999
"420",45.34,45.490002,45.099998,45.200001,3853700,45.200001
"421",45.139999,45.200001,44.560001,44.919998,4157100,44.919998
"422",44.52,45.73,44.380001,45.560001,5033400,45.560001
"423",45.43,45.990002,45.060001,45.509998,4113000,45.509998
"424",45.759998,46.509998,45.610001,45.68,3966300,45.68
"425",45.610001,45.900002,44.919998,45.849998,3913400,45.849998
"426",46.34,46.849998,46.09,46.299999,7121700,46.299999
"427",47.630001,47.689999,44.790001,45.380001,15632400,45.380001
"428",45.470001,45.849998,44.349998,44.98,9617700,44.98
"429",44.970001,45.459999,44.77,45.150002,5650700,45.150002
"430",45.080002,45.48,44.860001,45.049999,4028300,45.049999
"431",45.049999,45.919998,45.029999,45.630001,6829200,45.630001
"432",45.75,45.900002,45.34,45.610001,4889100,45.610001
"433",45.18,46.049999,44.970001,45.790001,7504900,45.790001
"434",45.84,46.07,45.580002,46.049999,6206300,46.049999
"435",45.900002,46.84,45.869999,46.32,8339700,46.32
"436",46.380001,46.990002,46.290001,46.34,5068000,46.34
"437",46.299999,46.919998,46.209999,46.549999,4201300,46.549999
"438",46.369999,46.720001,46.279999,46.48,5006900,46.48
"439",46.130001,46.849998,45.740002,45.91,6084000,45.91
"440",45.919998,46.540001,45.689999,46.080002,4607900,46.080002
"441",46.209999,46.709999,46.18,46.419998,3396100,46.419998
"442",46.52,47.43,46.5,47.150002,5088600,47.150002
"443",47.049999,47.450001,46.73,46.82,4987300,46.82
"444",47.189999,47.830002,46.889999,47.799999,5850200,47.799999
"445",47.669998,47.900002,47.43,47.810001,5641400,47.810001
"446",47.779999,47.880001,47.310001,47.34,5933400,47.34
"447",47.25,47.639999,46.939999,47.470001,12146900,47.470001
"448",47.25,47.919998,47.09,47.639999,3833300,47.639999
"449",47.34,48.459999,47.279999,48.07,5572700,48.07
"450",48.09,48.48,47.869999,48.299999,5663800,48.299999
"451",48.040001,48.509998,47.939999,48.029999,5568300,48.029999
"452",48.18,48.310001,47.849998,48.07,4912200,48.07
"453",48.279999,48.639999,47.830002,48.639999,6619400,48.639999
"454",48.68,48.849998,48.18,48.200001,4317800,48.200001
"455",49.549999,49.740002,48.709999,48.830002,7391900,48.830002
"456",48.689999,49.580002,48.240002,49.490002,6192000,49.490002
