"","DVA.Open","DVA.High","DVA.Low","DVA.Close","DVA.Volume","DVA.Adjusted"
"49",64.629997,64.900002,64.389999,64.629997,1408600,32.314999
"50",64.660004,64.669998,63.200001,63.669998,1418400,31.834999
"51",63.23,63.970001,63.119999,63.82,1027000,31.91
"52",64.110001,64.599998,63.950001,64.150002,981400,32.075001
"53",63.849998,64.510002,63.650002,64.199997,2494800,32.099998
"54",63.93,65.25,63.869999,64.760002,2140800,32.380001
"55",65.010002,65.010002,63.740002,64.099998,1708000,32.049999
"56",64.290001,65.540001,64.190002,65.440002,1860000,32.720001
"57",65.339996,65.800003,65.209999,65.239998,1590600,32.619999
"58",65,65.050003,64.260002,64.620003,2495800,32.310001
"59",65.040001,65.459999,63.619999,63.880001,3146200,31.940001
"60",64.190002,64.32,63.43,63.990002,2544000,31.995001
"61",64.209999,64.5,63.990002,64.300003,1935000,32.150002
"62",64.220001,65.260002,63.810001,64.529999,1756800,32.264999
"63",64.410004,64.849998,64.169998,64.639999,1144000,32.32
"64",65.18,65.379997,64.839996,64.900002,1305600,32.450001
"65",64.889999,65.230003,64.650002,65.040001,786200,32.52
"66",65.349998,65.610001,64.230003,64.580002,1419600,32.290001
"67",64.449997,64.75,63.060001,63.200001,3421600,31.6
"68",63.349998,65.269997,63.34,65.260002,2555200,32.630001
"69",65.050003,65.309998,64.300003,64.709999,1551000,32.355
"70",64.940002,65.410004,64.599998,64.93,1528600,32.465
"71",65.220001,66.18,65.07,65.989998,1048200,32.994999
"72",66.129997,67.43,65.879997,66.540001,2550200,33.27
"73",66.440002,66.440002,65.760002,66.089996,1412200,33.044998
"74",65.589996,67.089996,65.129997,66.290001,2198800,33.145
"75",66.839996,68.449997,66.779999,67.629997,2474600,33.814999
"76",67.690002,67.889999,67.360001,67.379997,1726600,33.689999
"77",67.540001,68.550003,67.32,68.480003,2274200,34.240002
"78",68.389999,69.389999,68.150002,68.949997,4090400,34.474998
"79",69.230003,69.419998,68.559998,69.029999,2581200,34.514999
"80",69.160004,69.970001,68.599998,68.870003,2566400,34.435001
"81",68.870003,68.870003,67.879997,68.239998,1810800,34.119999
"82",68.860001,69.410004,68.379997,69.209999,2813800,34.605
"83",69.129997,69.669998,69,69.529999,2315400,34.764999
"84",69.610001,71.919998,69.589996,71.610001,3964800,35.805
"85",71.769997,72.32,71.580002,72.139999,2263600,36.07
"86",72.129997,72.139999,71.220001,71.93,2069000,35.965
"87",70.550003,71.449997,70.5,70.830002,2778400,35.415001
"88",70.900002,71.120003,70.660004,70.82,2657200,35.41
"89",71.029999,72.050003,70.790001,71.639999,1737400,35.82
"90",72.089996,72.5,71.629997,72.300003,1731000,36.150002
"91",72.199997,72.599998,70.940002,72.43,2712400,36.215
"92",71.790001,72.139999,70.900002,71.230003,1815400,35.615002
"93",71.260002,72.459999,70.690002,72.260002,2019200,36.130001
"94",72.139999,72.959999,70.93,71.919998,2204400,35.959999
"95",71.889999,72.080002,71.529999,71.650002,1598000,35.825001
"96",72.029999,72.360001,71.540001,71.769997,1198200,35.884998
"97",71.389999,71.599998,70.849998,71.290001,1471000,35.645
"98",70.870003,71.470001,70.410004,70.82,1608200,35.41
"99",71.139999,71.339996,70.690002,71.169998,1190400,35.584999
"100",70.970001,72.339996,70.870003,71.75,1312000,35.875
"101",72.07,73.019997,72.059998,72.669998,1557400,36.334999
"102",73,73.790001,72.809998,73.400002,1604200,36.700001
"103",73.349998,73.559998,71.669998,72.059998,1476600,36.029999
"104",72.349998,72.779999,71.580002,72.330002,2388000,36.165001
"105",70.32,72.720001,66.68,71.769997,2939000,35.884998
"106",71.68,72.199997,71.510002,72.029999,1153400,36.014999
"107",72.010002,72.599998,71.860001,72.099998,1718000,36.049999
"108",72.010002,72.110001,71.120003,72.07,1817400,36.035
"109",71.660004,73.669998,71.629997,73.610001,1626800,36.805
"110",73.410004,73.410004,72.849998,72.889999,1600600,36.445
"111",72.870003,72.870003,72.019997,72.029999,1665600,36.014999
"112",71.769997,72.300003,70.900002,71.25,2351400,35.625
"113",71.190002,72.389999,70.919998,71.360001,3177200,35.68
"114",71.809998,72.660004,71.639999,72.32,2010600,36.16
"115",72.389999,73.5,72.220001,73.099998,1538400,36.549999
"116",73.019997,73.68,72.769997,73.279999,2512800,36.639999
"117",72.669998,72.669998,72.029999,72.349998,1143400,36.174999
"118",72.389999,73.309998,72.389999,72.940002,1893400,36.470001
"119",72.68,72.93,72.379997,72.43,427600,36.215
"120",72.209999,72.669998,71.510002,72.279999,943800,36.139999
"121",71.970001,73.160004,71.550003,72.699997,1589000,36.349998
"122",73.339996,74.610001,73.339996,74.040001,1105800,37.02
"123",74.029999,74.5,73.919998,74.110001,1522400,37.055
"124",73.919998,74.160004,73.589996,74.089996,1486200,37.044998
"125",74.089996,74.18,73.379997,73.400002,778600,36.700001
"126",73.68,73.870003,71.970001,72.209999,2067600,36.105
"127",72.169998,72.389999,71.459999,71.690002,1872600,35.845001
"128",71.739998,72.169998,71.330002,71.599998,1712200,35.799999
"129",72.309998,73.089996,71.239998,71.32,2215400,35.66
"130",71.379997,71.650002,70.360001,70.720001,2003000,35.360001
"131",70.5,71.389999,70.480003,71.290001,1265000,35.645
"132",71.209999,72.269997,70.610001,70.739998,1589800,35.369999
"133",70.599998,70.720001,69.150002,69.709999,3123200,34.855
"134",69.529999,70.389999,69.129997,70.010002,2463400,35.005001
"135",70.330002,70.459999,68.860001,69.139999,1334200,34.57
"136",69.349998,70.129997,69.269997,69.339996,1878600,34.669998
"137",69.279999,70.199997,69.139999,70.050003,1317800,35.025002
"138",69.849998,70.040001,69.379997,69.419998,544200,34.709999
"139",69.419998,69.830002,69.07,69.529999,623000,34.764999
"140",69.529999,69.57,68.809998,69.470001,975800,34.735001
"141",69.5,69.510002,69.040001,69.040001,1204200,34.52
"142",69.07,70.019997,69.050003,69.790001,1061000,34.895
"143",69.669998,69.919998,69.339996,69.489998,809400,34.744999
"144",69.879997,70.360001,69.239998,69.309998,1857600,34.654999
"145",69.629997,70.419998,69.099998,70.32,2047200,35.16
"146",70.169998,70.290001,69.370003,69.459999,1959200,34.73
"147",69.43,69.849998,69.010002,69.07,1847200,34.535
"148",69.050003,69.43,68.139999,69.220001,1295400,34.610001
"149",68.93,69.459999,68.849998,69.389999,1217200,34.695
"150",69.650002,70.419998,69.5,70,951000,35
"151",70.129997,70.129997,69.129997,69.709999,1180400,34.855
"152",69.709999,70.209999,69.57,70.209999,950200,35.105
"153",70.099998,71.309998,70.050003,71.209999,2117600,35.605
"154",71.010002,71.410004,70.32,71.260002,2846800,35.630001
"155",70.949997,71.519997,70.580002,71.129997,1295800,35.564999
"156",71.040001,71.449997,70.510002,70.839996,1337000,35.419998
"157",71.230003,71.410004,70.260002,70.699997,2195000,35.349998
"158",70.75,71.18,70.349998,70.669998,743000,35.334999
"159",70.82,74.199997,70.68,73.43,2752000,36.715
"160",73.43,73.769997,72.970001,73.510002,1377800,36.755001
"161",73.519997,76.099998,73.330002,75.309998,2636800,37.654999
"162",75.32,75.559998,73.919998,74.279999,1454200,37.139999
"163",74.300003,74.839996,73.57,73.849998,1929200,36.924999
"164",74.129997,75.389999,74.050003,74.75,1567600,37.375
"165",74.690002,74.910004,74.480003,74.610001,791600,37.305
"166",74.419998,75.169998,73.959999,74.860001,922600,37.43
"167",76.220001,78.279999,76.099998,76.559998,2122600,38.279999
"168",76.639999,77.239998,75.839996,75.959999,1160400,37.98
"169",76.089996,76.769997,75.989998,76.760002,1129800,38.380001
"170",76.5,76.660004,75.699997,75.989998,1203200,37.994999
"171",75.779999,76.190002,75.440002,76.169998,1039400,38.084999
"172",77.029999,79.699997,76.879997,78.510002,3085000,39.255001
"173",78.470001,78.730003,77.669998,78.559998,2300800,39.279999
"174",78.050003,79.199997,77.5,79.110001,1920600,39.555
"175",79.260002,80.32,79.18,80.099998,1822000,40.049999
"176",79.660004,80.089996,79.209999,80.040001,1512000,40.02
"177",80.059998,80.419998,79.440002,79.669998,1954400,39.834999
"178",78.879997,79.5,78.199997,78.309998,1322400,39.154999
"179",78.370003,78.459999,77.040001,77.610001,1724800,38.805
"180",77.470001,78.059998,77.080002,77.519997,1389400,38.759998
"181",77.809998,78.610001,77.75,78.580002,910200,39.290001
"182",78.760002,79.370003,78.400002,79.370003,1802800,39.685001
"183",79.510002,80.300003,79.300003,79.529999,1485400,39.764999
"184",79.410004,81.029999,79.160004,80.650002,1319000,40.325001
"185",81.410004,81.599998,80.580002,80.800003,1282200,40.400002
"186",80.919998,84.639999,80.860001,83.760002,3768400,41.880001
"187",83.959999,84.449997,82,82.480003,1656400,41.240002
"188",82.739998,83.699997,82.739998,83.120003,1490600,41.560001
"189",83,83.07,82.290001,82.32,1421600,41.16
"190",81.919998,81.919998,80.589996,80.889999,1999600,40.445
"191",80.699997,82.129997,80.360001,81.779999,1634600,40.889999
"192",81.440002,81.910004,80.910004,81.559998,1177200,40.779999
"193",80.440002,81.019997,79.75,80.529999,2062000,40.264999
"194",80.349998,80.699997,79,79.370003,2031200,39.685001
"195",80.529999,80.93,79.75,80.559998,1850000,40.279999
"196",81.150002,81.290001,79.580002,79.769997,2126400,39.884998
"197",80.510002,80.599998,79.190002,79.720001,1422400,39.860001
"198",80.290001,82.019997,79.75,81.620003,2016400,40.810001
"199",81.349998,83.370003,81.239998,82.870003,2071600,41.435001
"200",83.040001,83.050003,82.139999,82.839996,1349600,41.419998
"201",83,83.709999,82.849998,83.18,834200,41.59
"202",83.290001,83.75,82.980003,83.010002,878000,41.505001
"203",82.690002,83.019997,82.339996,83.010002,1244200,41.505001
"204",83.339996,84.32,82.989998,84.129997,1079800,42.064999
"205",83.970001,85.889999,83.970001,85.510002,2098600,42.755001
"206",86.07,87.349998,85.599998,86.529999,2269200,43.264999
"207",86.940002,88.080002,86.209999,86.769997,2013400,43.384998
"208",86.75,86.839996,86.209999,86.269997,1518000,43.134998
"209",86.5,87.059998,86.5,86.93,1266400,43.465
"210",86.800003,87.529999,86.5,86.959999,1045000,43.48
"211",87.459999,87.779999,86.349998,86.669998,1122000,43.334999
"212",86.480003,86.900002,85.900002,86.629997,1339000,43.314999
"213",86.559998,87.480003,86.160004,86.440002,1251600,43.220001
"214",86.620003,86.980003,86.160004,86.699997,1399600,43.349998
"215",86.349998,87.099998,85.93,86.949997,1388800,43.474998
"216",87.209999,87.769997,86.730003,87.040001,1700600,43.52
"217",86.360001,86.5,85.330002,86.120003,1202000,43.060001
"218",86.150002,86.849998,85.68,86.769997,1500400,43.384998
"219",87.5,88.169998,87.019997,87.389999,1354600,43.695
"220",87.589996,88.129997,87.330002,87.720001,3079600,43.860001
"221",87.68,88.330002,87.199997,87.970001,1052000,43.985001
"222",88.099998,88.989998,87.690002,87.82,1549800,43.91
"223",88.050003,88.160004,87.290001,87.849998,2242800,43.924999
"224",87.839996,88.199997,87.419998,88.18,1974600,44.09
"225",88.139999,88.360001,87.809998,88.089996,1890000,44.044998
"226",88.480003,89.580002,88.220001,89.169998,3609600,44.584999
"227",88.980003,89,84.599998,85.900002,6721400,42.950001
"228",85.970001,86.260002,85.169998,85.400002,1993400,42.700001
"229",85.199997,85.699997,83.879997,84.470001,2732400,42.235001
"230",84.610001,85.5,83.699997,84.360001,2186400,42.18
"231",84.290001,84.559998,83.349998,83.800003,2531000,41.900002
"232",84.190002,85.75,83.949997,85.440002,2966000,42.720001
"233",85.449997,85.940002,84.980003,85.75,1381600,42.875
"234",85.57,86.830002,85.339996,86.620003,2451400,43.310001
"235",86.610001,86.690002,85.32,85.589996,1433800,42.794998
"236",85.400002,86.029999,84.620003,85.389999,1002000,42.695
"237",85.190002,86.150002,84.839996,86.040001,1433800,43.02
"238",86.040001,86.959999,86,86.650002,1110600,43.325001
"239",86.830002,87.089996,86.290001,86.690002,879400,43.345001
"240",86.879997,86.879997,85.279999,85.620003,1357600,42.810001
"241",84.919998,84.959999,83.379997,84.489998,1429200,42.244999
"242",84.660004,84.699997,83.650002,83.650002,1044600,41.825001
"243",83.379997,83.889999,83.209999,83.449997,1686000,41.724998
"244",83.220001,84.269997,82.870003,83.940002,1731800,41.970001
"245",84.089996,84.089996,83.330002,83.620003,1249400,41.810001
"246",84.279999,84.279999,83.739998,84.050003,2275200,42.025002
"247",83.959999,84.309998,83.690002,83.900002,1531200,41.950001
"248",83.879997,84.540001,83.489998,84.419998,1341400,42.209999
"249",83.690002,84.120003,83.040001,83.699997,1776000,41.849998
"250",83.410004,83.43,82.720001,82.93,1157400,41.465
"251",83.080002,83.459999,82.699997,82.699997,1216800,41.349998
"252",82.790001,83.5,82.510002,83.260002,1540600,41.630001
"253",83.150002,84.449997,83.080002,84.019997,1145800,42.009998
"254",83.720001,83.870003,82.82,83.029999,1046400,41.514999
"255",83.25,83.790001,83.129997,83.190002,937400,41.595001
"256",83.699997,83.919998,83.040001,83.830002,1128600,41.915001
"257",83.370003,84.059998,82.949997,83.209999,1057800,41.605
"258",83.540001,84.699997,83.360001,84.230003,1879000,42.115002
"259",84.699997,85.099998,83.93,84.07,1729400,42.035
"260",84.050003,85.089996,84.050003,84.940002,1819800,42.470001
"261",85.339996,85.5,84.550003,84.739998,1511200,42.369999
"262",84.379997,85.419998,84.32,85.019997,1831600,42.509998
"263",84.239998,84.709999,83,84.389999,1515800,42.195
"264",84.339996,86.169998,82.900002,83.959999,3662800,41.98
"265",83.779999,85.010002,83.379997,84.889999,1773600,42.445
"266",84.900002,86.099998,84.879997,85.510002,1528200,42.755001
"267",85.800003,85.800003,85.019997,85.540001,1177400,42.77
"268",85.720001,86.739998,85.720001,86.610001,1034600,43.305
"269",86.669998,87.470001,86.199997,87.199997,1688400,43.599998
"270",87.510002,89.010002,87.510002,88.050003,1959600,44.025002
"271",88.080002,88.699997,87.620003,88.5,919000,44.25
"272",88.93,89.760002,88.580002,89.360001,1064800,44.68
"273",89,89,87.900002,88.669998,904600,44.334999
"274",87.970001,88.169998,86.75,87,1135400,43.5
"275",87.129997,88.129997,87.129997,87.519997,876200,43.759998
"276",87.739998,88.269997,86.889999,87.190002,708000,43.595001
"277",87.209999,87.790001,86.790001,87,737200,43.5
"278",87.279999,87.559998,86.610001,87.099998,913200,43.549999
"279",86.959999,87.169998,85.339996,85.849998,1272600,42.924999
"280",87.040001,87.769997,86.209999,86.610001,1252800,43.305
"281",86.370003,86.889999,85.790001,86.339996,652200,43.169998
"282",86.790001,87.779999,86.589996,86.699997,1309600,43.349998
"283",86.510002,86.860001,85.800003,85.889999,726400,42.945
"284",85.419998,85.720001,84.870003,84.900002,938800,42.450001
"285",84.470001,84.839996,83.879997,84.169998,1028800,42.084999
"286",83.800003,83.800003,82.540001,82.650002,1186000,41.325001
"287",83,83.470001,82.339996,83.059998,1967600,41.529999
"288",82.980003,84.239998,82.190002,83.540001,2736600,41.77
"289",83.879997,83.879997,78.769997,79.669998,4685400,39.834999
"290",79.040001,81.120003,79,79.720001,3154000,39.860001
"291",79.699997,80.730003,77.809998,78.43,3681200,39.215
"292",82.779999,83.910004,77.389999,77.809998,7629000,38.904999
"293",78.360001,79.400002,76.620003,78.279999,4900800,39.139999
"294",76.290001,78.019997,70.800003,71.580002,6294200,35.790001
"295",72.239998,74.410004,70.370003,74.370003,3708600,37.185001
"296",73.440002,74.160004,70.730003,70.870003,2904600,35.435001
"297",71.010002,73.269997,70.739998,72.400002,4927200,36.200001
"298",72.730003,73.690002,72.160004,72.769997,3338200,36.384998
"299",73.230003,74.989998,73.07,74.660004,2469000,37.330002
"300",74.290001,75.360001,73.620003,74.089996,2663600,37.044998
"301",74.379997,75.139999,73.190002,73.440002,1436600,36.720001
"302",72.339996,72.360001,69.980003,70.589996,2534400,35.294998
"303",69.709999,71.309998,69.260002,69.639999,3144200,34.82
"304",70.889999,70.889999,69.040001,69.290001,1848000,34.645
"305",69.580002,71.730003,68.790001,71.699997,3442000,35.849998
"306",71.440002,71.900002,70.239998,71.580002,1988200,35.790001
"307",72,72.129997,69.269997,69.540001,2822800,34.77
"308",69.099998,71.959999,67.720001,71.940002,2273200,35.970001
"309",72.5,74.290001,72.330002,74.160004,1855000,37.080002
"310",73.68,74.510002,73.120003,73.980003,1259200,36.990002
"311",74.330002,75.07,72.910004,73.580002,1900800,36.790001
"312",73.739998,75.339996,73.209999,73.300003,1603200,36.650002
"313",72.230003,73.110001,71.209999,71.360001,1981800,35.68
"314",69.519997,72.410004,69.199997,72.040001,1892400,36.02
"315",72.550003,75.029999,72.540001,74.75,2265400,37.375
"316",74.199997,74.989998,73.279999,73.360001,1724600,36.68
"317",72.910004,72.980003,70.910004,71.360001,2243800,35.68
"318",70.529999,71.900002,70.169998,71.779999,1924000,35.889999
"319",71.800003,72.099998,70.839996,71.870003,2107200,35.935001
"320",72.309998,74.169998,70.900002,73.019997,1731200,36.509998
"321",73.790001,74.089996,72.190002,74.010002,2901200,37.005001
"322",74.339996,74.480003,72.559998,72.949997,3160600,36.474998
"323",72.089996,73.470001,71.25,72.970001,2264000,36.485001
"324",73.32,74.760002,72.849998,73.419998,1984000,36.709999
"325",73.540001,74.470001,72.339996,72.370003,2592800,36.185001
"326",70.949997,71.300003,68.68,69.160004,3509800,34.580002
"327",68.769997,69.300003,67.57,67.940002,3196400,33.970001
"328",68.279999,69.43,67.290001,69.339996,2273800,34.669998
"329",70.739998,72.830002,69.910004,71.510002,3219000,35.755001
"330",71.449997,71.540001,68.900002,68.980003,2179000,34.490002
"331",67.980003,68.040001,59.610001,62.93,12025800,31.465
"332",61.91,65.220001,61.799999,62.669998,4865000,31.334999
"333",62.200001,62.84,60.490002,60.639999,4184200,30.32
"334",59.740002,61.290001,59.139999,60.970001,3200000,30.485001
"335",61.459999,62.950001,60.470001,62.66,2751200,31.33
"336",62.369999,64.559998,61.310001,64.470001,2633600,32.235001
"337",64.459999,64.529999,61.509998,61.689999,3367600,30.844999
"338",62.91,63.52,62.389999,63.049999,3100400,31.525
"339",62.91,64.150002,62.75,63.82,1851600,31.91
"340",64.269997,64.980003,63.52,63.560001,1843600,31.780001
"341",63.439999,63.950001,61.93,62.900002,2102800,31.450001
"342",63.889999,64.010002,62.639999,63.060001,1993000,31.530001
"343",62.41,63.200001,61.490002,61.639999,1602200,30.82
"344",65,66.540001,63.549999,65.389999,6062000,32.695
"345",65.43,68,65.43,66.75,4747800,33.375
"346",66.470001,67.370003,66.110001,66.989998,3376800,33.494999
"347",67.93,69.449997,67.349998,69.209999,2540800,34.605
"348",69.019997,69.650002,67.919998,68.800003,2783400,34.400002
"349",67.18,68.989998,66.559998,67.989998,3037400,33.994999
"350",69.040001,69.370003,67.709999,68.809998,2390400,34.404999
"351",70.300003,72.400002,70.010002,72.019997,2909600,36.009998
"352",71.550003,72.919998,71.160004,72.699997,2282200,36.349998
"353",72.410004,72.410004,69.989998,70,1678000,35
"354",68.089996,68.690002,66.910004,68.220001,2298600,34.110001
"355",69.199997,70.730003,68.669998,70.139999,1807800,35.07
"356",71.300003,74.870003,71.040001,73.519997,4903400,36.759998
"357",72.709999,74.940002,70.769997,73.970001,2748600,36.985001
"358",73.790001,75.160004,72.760002,74.099998,1462800,37.049999
"359",74.599998,75.07,73.290001,74.459999,1578000,37.23
"360",72.440002,73.699997,72.309998,72.68,1899600,36.34
"361",73.260002,73.910004,72.540001,73.389999,1372000,36.695
"362",74.129997,74.75,73.919998,74.339996,1490200,37.169998
"363",73.970001,74.360001,73.18,73.830002,943000,36.915001
"364",73.790001,74.220001,72.800003,73.660004,1183200,36.830002
"365",72.410004,74.800003,71.809998,73.349998,2168800,36.674999
"366",73.07,73.139999,70.839996,71.260002,1951400,35.630001
"367",71.730003,73.610001,71.510002,73.370003,2872400,36.685001
"368",71.980003,72.93,71.230003,72.68,2348800,36.34
"369",72.769997,73.389999,71.849998,73.029999,2720000,36.514999
"370",72.330002,72.830002,71.790001,72.360001,1842200,36.18
"371",71.889999,73.830002,71.790001,72.849998,907800,36.424999
"372",74.080002,75.309998,73.879997,74.459999,1855600,37.23
"373",74.510002,75.550003,73.860001,74.169998,1679800,37.084999
"374",75.699997,76.260002,74.940002,76.18,2630800,38.09
"375",76.379997,77.330002,75.959999,76.620003,2093600,38.310001
"376",77.25,77.739998,76.639999,76.809998,1965400,38.404999
"377",77.860001,78.139999,75.360001,76.410004,2030800,38.205002
"378",76.050003,76.459999,75.25,75.650002,1128200,37.825001
"379",75.120003,75.82,74.360001,75.419998,1059000,37.709999
"380",75.169998,75.690002,73.800003,73.919998,844200,36.959999
"381",74.290001,74.709999,73.849998,74.610001,1584800,37.305
"382",74.18,74.519997,72.980003,73.279999,890000,36.639999
"383",73.75,74.440002,72.5,72.760002,1524400,36.380001
"384",72.75,73.050003,72.459999,72.610001,1168600,36.305
"385",73.360001,74.400002,73.18,73.839996,1345400,36.919998
"386",74.510002,74.980003,73.709999,74.150002,1412000,37.075001
"387",74.209999,74.669998,72.870003,73.120003,926800,36.560001
"388",74.360001,74.809998,74.019997,74.68,1042600,37.34
"389",74.730003,75.480003,74.190002,74.949997,954400,37.474998
"390",75.25,76.25,74.849998,75.910004,1085000,37.955002
"391",76.099998,76.5,75.529999,76.489998,636400,38.244999
"392",76.449997,76.910004,75.980003,76.419998,482600,38.209999
"393",76.57,76.730003,75.209999,75.349998,457800,37.674999
"394",75.580002,76.07,75.110001,75.949997,550600,37.974998
"395",76.059998,76.330002,75.809998,75.809998,525000,37.904999
"396",77.309998,77.910004,76.669998,77.129997,781600,38.564999
"397",77.050003,77.459999,76.650002,77.330002,1018800,38.665001
"398",76.989998,77.68,76.599998,77.57,1089600,38.785
"399",77.57,78.540001,77.400002,77.82,528800,38.91
"400",78.18,78.25,77.290001,77.790001,979800,38.895
"401",78.540001,78.900002,78.220001,78.620003,1069000,39.310001
"402",78.610001,78.68,77.800003,78.559998,1078000,39.279999
"403",78.720001,79.050003,77.989998,78.879997,1229200,39.439999
"404",78.389999,78.769997,77.620003,78.449997,718400,39.224998
"405",78.860001,79.480003,78.400002,78.730003,655600,39.365002
"406",78.57,79,78.209999,78.449997,1040400,39.224998
"407",78.720001,79.989998,78.290001,79.75,1382400,39.875
"408",79.849998,81.279999,79.339996,79.769997,1527200,39.884998
"409",79.82,80.589996,79.779999,80.440002,1660800,40.220001
"410",80.150002,81.129997,80.150002,80.870003,676600,40.435001
"411",80.540001,82.019997,80,81.860001,1020000,40.93
"412",82.260002,83.129997,80.529999,80.900002,1117000,40.450001
"413",80.980003,81.540001,80.660004,81.150002,1570600,40.575001
"414",80.580002,81.400002,80,81.400002,1013200,40.700001
"415",81.949997,82.669998,81.540001,81.809998,1008200,40.904999
"416",82.720001,84.400002,82.349998,83.889999,1733000,41.945
"417",83.879997,83.879997,82.489998,82.870003,1142800,41.435001
"418",83.580002,84.07,83.169998,83.919998,995000,41.959999
"419",83.529999,84.279999,82.879997,84.230003,1952400,42.115002
"420",84.07,84.650002,83.040001,83.790001,1101000,41.895
"421",83.959999,84.120003,82.879997,83.699997,1144400,41.849998
"422",83.82,84.080002,82.68,84.010002,1907800,42.005001
"423",83.540001,84.010002,82.790001,83.970001,853800,41.985001
"424",84.279999,84.330002,83.309998,83.959999,1352400,41.98
"425",83.800003,84.93,83.730003,84.75,2200400,42.375
"426",86.669998,87.480003,85.120003,85.889999,1625400,42.945
"427",85.75,86.010002,85.139999,85.480003,1404400,42.740002
"428",88.43,88.900002,85.150002,85.720001,3054000,42.860001
"429",85.93,86.629997,85.050003,86,1790400,43
"430",86.099998,86.150002,85.290001,85.919998,1971000,42.959999
"431",85.940002,86.029999,85.379997,85.970001,1459200,42.985001
"432",85.860001,87,85.650002,86.800003,1303200,43.400002
"433",86.349998,86.870003,85.949997,86.209999,1666600,43.105
"434",86.360001,86.970001,85.809998,86.760002,1111600,43.380001
"435",86.699997,87.050003,86.400002,86.550003,1423000,43.275002
"436",86.669998,86.989998,86.279999,86.82,913200,43.41
"437",86.720001,87.029999,86.389999,86.730003,1099600,43.365002
"438",86.43,87.309998,86.43,86.599998,1308600,43.299999
"439",86.120003,86.550003,85.599998,85.849998,1607200,42.924999
"440",86,86.900002,85.860001,86.57,872000,43.285
"441",87.059998,88.43,86.760002,87.800003,1256400,43.900002
"442",87.949997,88.989998,86.110001,86.220001,2956800,43.110001
"443",86.199997,86.370003,85.309998,86.25,1628600,43.125
"444",86.5,87.25,85.980003,87.18,1220600,43.59
"445",87.300003,88.059998,87.120003,87.919998,1049400,43.959999
"446",87.989998,88.010002,87.190002,87.93,1108400,43.965
"447",88.139999,88.82,88.019997,88.589996,1366400,44.294998
"448",88.809998,88.889999,87.610001,88.110001,862000,44.055
"449",87.849998,87.849998,87.199997,87.550003,581800,43.775002
"450",87.459999,88.150002,87.150002,88.010002,939400,44.005001
"451",87.540001,87.68,86.82,87.410004,833400,43.705002
