"","LH.Open","LH.High","LH.Low","LH.Close","LH.Volume","LH.Adjusted"
"90",79.389999,79.889999,78.82,79.120003,734000,79.120003
"91",79.389999,80.07,79.209999,79.959999,837600,79.959999
"92",79.239998,79.459999,78.610001,78.989998,1477000,78.989998
"93",79.290001,79.559998,77.879997,78.32,2331100,78.32
"94",77.910004,78.279999,75.75,78.080002,3261300,78.080002
"95",78.050003,79.400002,78.050003,79.160004,1189100,79.160004
"96",79.360001,79.550003,78.660004,78.809998,887500,78.809998
"97",78.599998,79.349998,78.480003,79.230003,1208700,79.230003
"98",78.849998,79.699997,78.459999,79.559998,985500,79.559998
"99",80,80.400002,79.419998,80.269997,982600,80.269997
"100",80.279999,81.5,80.110001,81.32,1526400,81.32
"101",81.760002,81.989998,81.510002,81.919998,1248300,81.919998
"102",82.120003,83,82.010002,82.660004,754400,82.660004
"103",82.459999,82.839996,81.160004,81.889999,1605100,81.889999
"104",82.410004,82.980003,81.769997,82.809998,917900,82.809998
"105",82.669998,83.379997,82.559998,82.989998,951900,82.989998
"106",82.669998,83.5,82.639999,83,1193300,83
"107",82.849998,84,82.25,82.889999,900100,82.889999
"108",82.82,82.949997,81.959999,82.93,613000,82.93
"109",82.459999,83.879997,82.440002,83.489998,571000,83.489998
"110",83.150002,83.150002,81.900002,82.169998,483400,82.169998
"111",82.230003,83.099998,82.209999,82.75,556500,82.75
"112",82.050003,82.370003,80.760002,80.849998,734700,80.849998
"113",80.900002,81.889999,80.889999,81.360001,640700,81.360001
"114",81.93,82.900002,81.660004,82.050003,576900,82.050003
"115",82.139999,83.309998,82.099998,83.010002,817400,83.010002
"116",82.699997,82.779999,81.5,82.110001,817800,82.110001
"117",81.25,81.660004,80.949997,81.139999,704200,81.139999
"118",81.220001,81.949997,81.120003,81.339996,714500,81.339996
"119",81,81.349998,80.800003,80.870003,492400,80.870003
"120",80.449997,81.529999,80.169998,81.169998,652800,81.169998
"121",80.610001,82.989998,80.080002,82.029999,1484700,82.029999
"122",83.730003,85.910004,83.559998,85.480003,3021400,85.480003
"123",84.910004,85.440002,83.559998,83.910004,1680000,83.910004
"124",83.440002,83.959999,83.010002,83.730003,843800,83.730003
"125",83.349998,83.730003,82.970001,83.080002,596100,83.080002
"126",83.190002,83.68,82.459999,82.720001,694000,82.720001
"127",82.660004,83.57,82.529999,83.389999,678900,83.389999
"128",83.370003,83.889999,82.93,83.709999,621200,83.709999
"129",83.709999,84.760002,83.709999,84.620003,626200,84.620003
"130",84.720001,84.889999,83.669998,83.889999,560600,83.889999
"131",84.089996,85.870003,84.089996,85.529999,640800,85.529999
"132",85.519997,86.900002,85.230003,86.639999,936500,86.639999
"133",86.699997,88.699997,86.18,88.519997,1664900,88.519997
"134",88.620003,88.989998,87.910004,88.919998,1393100,88.919998
"135",89.449997,89.480003,88,88.209999,570900,88.209999
"136",88.599998,88.839996,88.040001,88.529999,642900,88.529999
"137",88.580002,89.099998,88.43,88.82,399100,88.82
"138",88.57,88.82,87.949997,88.220001,566400,88.220001
"139",88.199997,88.309998,87.540001,88.169998,412200,88.169998
"140",88.459999,88.489998,87.809998,88.139999,304500,88.139999
"141",88.25,88.459999,87.660004,88.07,354400,88.07
"142",88.080002,88.93,87.720001,88.620003,535600,88.620003
"143",88.050003,88.809998,87.830002,87.919998,399400,87.919998
"144",88.349998,90.519997,88.349998,89.589996,1406700,89.589996
"145",88.589996,90.199997,88.589996,90.120003,1014200,90.120003
"146",89.730003,90.739998,89.339996,90.400002,797700,90.400002
"147",90.559998,91.290001,89.120003,89.760002,1662200,89.760002
"148",89.940002,89.940002,89.150002,89.669998,964800,89.669998
"149",88.629997,89.709999,88.629997,89.120003,934800,89.120003
"150",89.519997,91,89.230003,90.779999,698100,90.779999
"151",91.029999,91.25,90.639999,91.160004,510600,91.160004
"152",91.480003,91.940002,90.949997,91.809998,726400,91.809998
"153",91.419998,91.709999,90.989998,91.150002,970500,91.150002
"154",90.379997,90.75,89,90.650002,1468900,90.650002
"155",90.769997,90.769997,89.550003,89.910004,1284300,89.910004
"156",89.18,90.589996,89.160004,90.080002,1091700,90.080002
"157",90.760002,90.760002,89.010002,89.760002,1133300,89.760002
"158",89.82,90.300003,89.43,89.68,824000,89.68
"159",89.809998,91.230003,89.489998,90.959999,1556200,90.959999
"160",91.269997,92.82,91.050003,92.550003,1324800,92.550003
"161",92.400002,92.980003,92.220001,92.279999,840400,92.279999
"162",92.440002,92.650002,90.019997,90.57,1056200,90.57
"163",90.650002,90.93,89.599998,89.910004,1609500,89.910004
"164",90.230003,90.230003,88.389999,88.830002,2085600,88.830002
"165",88.709999,89.400002,88.25,89.309998,1063500,89.309998
"166",89.110001,90.169998,88.550003,89.940002,715300,89.940002
"167",89.989998,90.75,89.629997,90.400002,862200,90.400002
"168",90.709999,90.800003,90.199997,90.309998,614500,90.309998
"169",90.269997,91.279999,90.059998,90.690002,645200,90.690002
"170",90.209999,90.989998,89.660004,90.739998,1328100,90.739998
"171",86.660004,89.690002,86.660004,87.730003,2510600,87.730003
"172",87.32,88.239998,86.68,87.790001,1350500,87.790001
"173",87.830002,87.919998,87,87.730003,1373400,87.730003
"174",87.360001,88.07,86.839996,87.669998,914000,87.669998
"175",87.900002,88.379997,87.849998,88.32,775100,88.32
"176",87.980003,88.089996,87.199997,87.889999,688200,87.889999
"177",88.080002,89.419998,88,89.010002,852500,89.010002
"178",88.360001,88.720001,87.459999,87.639999,768000,87.639999
"179",87.599998,88.989998,87.440002,88.660004,1095000,88.660004
"180",88.419998,89.459999,87.959999,88.349998,1041100,88.349998
"181",88.82,89.690002,88.510002,89.68,937900,89.68
"182",89.699997,90.690002,89.529999,90.129997,889100,90.129997
"183",90.110001,90.199997,88.989998,88.989998,571800,88.989998
"184",89.169998,89.68,88.260002,89.379997,541100,89.379997
"185",89.800003,91.290001,89.379997,91.269997,824000,91.269997
"186",91.050003,92.5,90.959999,92.379997,1082100,92.379997
"187",92.379997,92.5,90.5,91.129997,589000,91.129997
"188",91.279999,92.480003,91.07,92.169998,468900,92.169998
"189",91.870003,92.400002,91.690002,91.870003,418500,91.870003
"190",91.449997,91.639999,89.269997,89.959999,892200,89.959999
"191",89.910004,90.529999,89.470001,90.059998,479900,90.059998
"192",89.779999,90.230003,88.900002,89.650002,425900,89.650002
"193",88.239998,89.07,88,88.410004,886100,88.410004
"194",88.160004,88.339996,86.209999,87.139999,943100,87.139999
"195",87.980003,88.089996,87.160004,87.309998,908500,87.309998
"196",88.300003,88.300003,86.510002,87,1216700,87
"197",87.400002,87.720001,86.190002,86.739998,994700,86.739998
"198",86.75,87.790001,86.699997,87.379997,635700,87.379997
"199",87.18,87.57,86.510002,87.099998,697700,87.099998
"200",87.400002,88.489998,87.220001,88.379997,443200,88.379997
"201",88.580002,89.050003,88.379997,88.849998,643800,88.849998
"202",89.07,90.089996,89.059998,89.589996,754200,89.589996
"203",89.599998,91.080002,89.57,90.75,907400,90.75
"204",91.110001,91.599998,90.860001,91.57,606600,91.57
"205",91.419998,92.150002,90.919998,92.129997,481000,92.129997
"206",92.629997,93.169998,92.089996,92.860001,662200,92.860001
"207",92.849998,93.760002,92.75,93.559998,696900,93.559998
"208",93.370003,94.199997,93.139999,93.650002,411200,93.650002
"209",94.099998,94.610001,93.779999,93.970001,471100,93.970001
"210",93.989998,94.550003,93.43,93.910004,405200,93.910004
"211",93.970001,94.190002,92.360001,92.82,570100,92.82
"212",92.690002,93.839996,92.690002,93.400002,6e+05,93.400002
"213",93.139999,94.239998,93.139999,93.68,544900,93.68
"214",93.830002,94.610001,93.150002,94.300003,879800,94.300003
"215",93.870003,95.059998,93.5,95.059998,933300,95.059998
"216",95.510002,96.57,95.25,95.790001,1145600,95.790001
"217",95.019997,95.080002,93.910004,94.660004,689100,94.660004
"218",94.849998,96.330002,94.769997,96.269997,972000,96.269997
"219",96.959999,97.260002,96.129997,96.790001,1514700,96.790001
"220",96.970001,98.519997,95.919998,96.580002,1224900,96.580002
"221",96.25,96.25,94.910004,95.379997,868800,95.379997
"222",95.089996,95.68,94.879997,95.139999,944700,95.139999
"223",95.120003,96.029999,95.120003,95.760002,1319200,95.760002
"224",95.580002,95.989998,94.93,95.779999,639300,95.779999
"225",95.919998,96.540001,95.650002,96.470001,782000,96.470001
"226",96.75,98.510002,96.559998,98.25,744600,98.25
"227",98.089996,98.150002,96.120003,96.25,852800,96.25
"228",96.220001,96.779999,95.610001,95.870003,592700,95.870003
"229",95.419998,96.980003,95.120003,96.370003,719400,96.370003
"230",97,98.080002,96.959999,97.589996,669300,97.589996
"231",97.370003,98.610001,96.269997,98.480003,554900,98.480003
"232",98.620003,99.07,98.339996,98.900002,428300,98.900002
"233",98.889999,99.080002,98.330002,98.489998,611400,98.489998
"234",98.480003,100,97.970001,100,720000,100
"235",99.889999,100,98.830002,99.730003,797800,99.730003
"236",99.199997,99.739998,98.949997,99.400002,435400,99.400002
"237",99.190002,100.940002,99.129997,100,1378000,100
"238",100,100.309998,99.43,100.029999,908600,100.029999
"239",100.040001,100.82,99.790001,100.720001,920000,100.720001
"240",100.57,100.889999,100.300003,100.599998,1120900,100.599998
"241",99.970001,99.970001,98.059998,99.010002,1128000,99.010002
"242",99.099998,99.169998,98.209999,98.580002,691500,98.580002
"243",98.040001,99.019997,98.010002,98.910004,800100,98.910004
"244",98.660004,98.93,97.639999,98.93,758900,98.93
"245",99,100,98.459999,99.980003,895000,99.980003
"246",100.360001,100.910004,99.43,100.830002,2445300,100.830002
"247",100.32,100.370003,99.010002,99.010002,589300,99.010002
"248",99.419998,99.589996,98.32,98.349998,747600,98.349998
"249",97.519997,97.760002,96.989998,97.110001,579200,97.110001
"250",96.809998,97.07,96.150002,96.199997,618000,96.199997
"251",96.389999,96.82,96.07,96.110001,856000,96.110001
"252",95.849998,96.190002,95.339996,96.029999,506600,96.029999
"253",96.080002,96.639999,95.779999,96.360001,780900,96.360001
"254",95.900002,96.209999,95.379997,95.540001,593500,95.540001
"255",95.870003,96.339996,95.349998,95.379997,434100,95.379997
"256",96.019997,96.5,95.550003,96.330002,576100,96.330002
"257",95.669998,96.639999,95.480003,95.779999,586300,95.779999
"258",95.82,96.489998,95.559998,96.419998,529200,96.419998
"259",97,97.970001,96.379997,96.5,803400,96.5
"260",96.199997,97.839996,96.099998,97.120003,857200,97.120003
"261",97.620003,97.629997,97,97.139999,533300,97.139999
"262",96.93,97.300003,96.459999,96.529999,467400,96.529999
"263",95.93,95.93,93.809998,95.360001,832300,95.360001
"264",95.459999,95.459999,93.970001,94.510002,874700,94.510002
"265",94.239998,95.400002,94.220001,95.269997,511500,95.269997
"266",95.480003,96.010002,95.040001,95.800003,630400,95.800003
"267",95.800003,95.900002,94.779999,95.139999,1261900,95.139999
"268",95.540001,96.870003,95.519997,96.790001,786100,96.790001
"269",96.690002,98.5,96.389999,98.419998,734400,98.419998
"270",98.529999,98.690002,97.93,98.139999,521900,98.139999
"271",98.220001,99.43,97.839996,99.089996,500900,99.089996
"272",99.709999,99.760002,98.489998,99.059998,446000,99.059998
"273",98.279999,98.519997,97.620003,98.269997,521400,98.269997
"274",97.440002,97.949997,96.889999,97.080002,357000,97.080002
"275",96.989998,97.809998,96.589996,96.620003,786900,96.620003
"276",96.830002,97.160004,94.650002,95,1179500,95
"277",95,95.940002,94.75,95.190002,664600,95.190002
"278",95.370003,95.870003,94.75,95.730003,808000,95.730003
"279",95.089996,95.93,94.559998,94.980003,613800,94.980003
"280",95.18,96.989998,94.459999,96.980003,742500,96.980003
"281",96.830002,97.720001,96.040001,96.589996,1567100,96.589996
"282",96.519997,96.519997,92.800003,94.470001,1802600,94.470001
"283",94.300003,94.449997,92.400002,93.099998,1149400,93.099998
"284",92.739998,92.739998,91.5,92.120003,938400,92.120003
"285",92.300003,92.339996,91.080002,91.809998,769700,91.809998
"286",91.389999,91.730003,90.040001,90.160004,1037500,90.160004
"287",90.18,91.099998,90.18,90.360001,1071300,90.360001
"288",90.029999,91.519997,89.5,90.760002,972400,90.760002
"289",91.18,91.18,86.150002,88.739998,2064200,88.739998
"290",88.199997,89.330002,87.43,87.599998,1285200,87.599998
"291",87.849998,88.410004,85.940002,88.169998,1519900,88.169998
"292",87.230003,87.68,85.459999,85.459999,1215100,85.459999
"293",86.269997,87.160004,84.529999,86.029999,1263500,86.029999
"294",84.660004,85.360001,80.959999,81.040001,1746800,81.040001
"295",81.970001,84.220001,80.139999,84.050003,1921400,84.050003
"296",82.790001,83.300003,79.629997,79.879997,1495000,79.879997
"297",79.980003,83.720001,79.800003,82.800003,1946700,82.800003
"298",82.849998,84.25,82.379997,83.040001,681400,83.040001
"299",83.400002,84.870003,83.150002,84.739998,583600,84.739998
"300",84.110001,84.709999,83.330002,84.139999,776000,84.139999
"301",84.230003,84.970001,83.029999,83.309998,687800,83.309998
"302",81.639999,82.050003,79.230003,79.959999,996800,79.959999
"303",79.160004,80.739998,78.650002,79.089996,880300,79.089996
"304",80.220001,80.25,77.019997,77.300003,1625000,77.300003
"305",77.57,79.559998,76.910004,79.5,1033000,79.5
"306",79.330002,80.489998,78.730003,80.440002,620700,80.440002
"307",80.889999,81.019997,78.739998,79.25,745400,79.25
"308",79.040001,81.129997,77.650002,80.639999,713200,80.639999
"309",81.43,83.099998,81.419998,82.889999,554400,82.889999
"310",82.459999,83.620003,81.68,83.169998,455500,83.169998
"311",83.709999,84.580002,82.879997,83.529999,803200,83.529999
"312",83.639999,84.150002,82.330002,82.489998,831600,82.489998
"313",81.43,82.120003,81.139999,81.230003,874000,81.230003
"314",79.989998,83.120003,79.379997,82.739998,1198400,82.739998
"315",84.129997,86.540001,83.690002,86.080002,888600,86.080002
"316",85.629997,87.389999,84.970001,85.690002,1026400,85.690002
"317",84.830002,84.830002,80.589996,81.019997,1750700,81.019997
"318",80.110001,82.120003,79.809998,82.120003,1124700,82.120003
"319",82.389999,82.68,80.93,81.919998,876000,81.919998
"320",82.360001,84.029999,81.18,83.110001,515500,83.110001
"321",83.400002,83.769997,81.010002,82.419998,1150400,82.419998
"322",82.989998,83.809998,82.360001,83.419998,980200,83.419998
"323",82.07,82.379997,81.269997,82.059998,657400,82.059998
"324",82.709999,83.980003,82.470001,82.529999,835000,82.529999
"325",82.470001,83.190002,80.099998,80.110001,823900,80.110001
"326",78.620003,79.510002,78,78.860001,1266500,78.860001
"327",78.220001,79.769997,77.870003,79.660004,1113300,79.660004
"328",80.230003,82.389999,80.120003,82.339996,852900,82.339996
"329",83.589996,84.309998,82.660004,83.400002,799200,83.400002
"330",83.330002,83.410004,80.650002,80.699997,767700,80.699997
"331",81.940002,81.940002,79.330002,80.599998,1121000,80.599998
"332",79.989998,81.449997,78.599998,79.050003,1113300,79.050003
"333",78.169998,78.720001,75.760002,76.010002,1616400,76.010002
"334",75.239998,77.839996,74.57,77.779999,1200000,77.779999
"335",77.849998,77.949997,75.160004,75.989998,1812400,75.989998
"336",76.220001,78.160004,76.209999,78.089996,1833200,78.089996
"337",78.480003,79.150002,77.169998,78.330002,1175400,78.330002
"338",79.089996,80.440002,78.900002,80.440002,882800,80.440002
"339",79.480003,79.57,78.089996,79.110001,903700,79.110001
"340",79.440002,80.989998,78.690002,80.389999,819700,80.389999
"341",80.349998,80.349998,78,78.760002,782100,78.760002
"342",79.339996,80.489998,79.309998,80.459999,649900,80.459999
"343",80.040001,81.080002,79.720001,80.279999,714400,80.279999
"344",80.510002,82.919998,80.110001,82.580002,1576500,82.580002
"345",82.389999,83.650002,81.660004,81.940002,1039500,81.940002
"346",81.860001,83.019997,78.379997,81.230003,1765900,81.230003
"347",82.349998,82.800003,81.610001,82.239998,1208100,82.239998
"348",82.489998,83.480003,81.82,83.07,934100,83.07
"349",83.769997,85.449997,83.550003,84.07,1554300,84.07
"350",85.059998,85.25,83.07,83.400002,1403800,83.400002
"351",85.050003,85.75,83.949997,85.540001,1027900,85.540001
"352",85.43,87.129997,85.059998,86.870003,1244800,86.870003
"353",85.980003,86.489998,83.849998,83.849998,753600,83.849998
"354",82,82.879997,81.080002,81.110001,811400,81.110001
"355",82.190002,82.730003,81.190002,81.779999,706900,81.779999
"356",82.690002,83.18,82.029999,82.669998,562800,82.669998
"357",82.209999,82.830002,80.980003,81.830002,869500,81.830002
"358",82.010002,83.129997,81.690002,82.959999,946700,82.959999
"359",83.099998,84.879997,83.010002,84.260002,848100,84.260002
"360",82.629997,82.730003,79.800003,80.699997,1478300,80.699997
"361",81.540001,82.480003,80.470001,81.970001,1289600,81.970001
"362",82.980003,84.18,82.620003,83.809998,603600,83.809998
"363",83.230003,84.43,83.080002,84.040001,806200,84.040001
"364",83.660004,84.57,83.400002,83.839996,771200,83.839996
"365",82.690002,84.209999,82.099998,82.589996,1143000,82.589996
"366",82.269997,82.440002,80.059998,80.57,952300,80.57
"367",81.019997,81.610001,80.25,80.989998,1009800,80.989998
"368",80.019997,80.290001,79.010002,79.300003,644800,79.300003
"369",79.449997,81.629997,79.309998,80.370003,1411700,80.370003
"370",80.050003,81.879997,79.620003,80.550003,1001400,80.550003
"371",80.279999,81.279999,80.279999,80.699997,452900,80.699997
"372",81.800003,82.889999,81.410004,82.860001,851700,82.860001
"373",83,84.25,82.839996,83.489998,869100,83.489998
"374",85.5,86.089996,84.589996,85.720001,1011300,85.720001
"375",85.529999,87.18,85.18,86.099998,515300,86.099998
"376",86.900002,88.150002,85.709999,86.230003,843200,86.230003
"377",87.300003,87.589996,85.779999,86.339996,600200,86.339996
"378",86.589996,86.870003,85.449997,85.610001,409800,85.610001
"379",85.309998,85.629997,84.220001,85.139999,672900,85.139999
"380",84.93,85.260002,82.790001,82.919998,691300,82.919998
"381",83.309998,84.379997,83.110001,83.43,619500,83.43
"382",83.300003,83.400002,82.139999,82.339996,807700,82.339996
"383",82.669998,83.489998,81.389999,81.639999,603100,81.639999
"384",81.5,82.290001,81.230003,81.400002,527700,81.400002
"385",80.860001,82.470001,80.519997,81.529999,549900,81.529999
"386",82.269997,82.650002,81.349998,81.629997,662700,81.629997
"387",81.989998,83.169998,81.279999,81.620003,525400,81.620003
"388",82.75,84.330002,82.75,84.239998,676100,84.239998
"389",83.93,85.199997,83.93,84.690002,595700,84.690002
"390",84.790001,86.989998,84.559998,86.870003,751800,86.870003
"391",86.830002,87.760002,86.830002,87.32,622100,87.32
"392",87.139999,88.150002,87.080002,87.68,337200,87.68
"393",87.809998,87.940002,85.629997,85.82,492100,85.82
"394",86.150002,86.639999,85.769997,86.459999,480900,86.459999
"395",86.510002,86.839996,85.860001,85.970001,397600,85.970001
"396",87.209999,87.629997,86.099998,86.400002,644000,86.400002
"397",86.120003,86.629997,85.629997,86.519997,557700,86.519997
"398",86.199997,86.93,85.580002,86.870003,641300,86.870003
"399",86.779999,87.75,86.57,87.410004,491600,87.410004
"400",87.410004,87.82,86.190002,87.099998,603200,87.099998
"401",87.720001,88.800003,87.290001,87.699997,837800,87.699997
"402",87.589996,87.669998,87.080002,87.389999,618900,87.389999
"403",87.389999,88.139999,87.150002,87.57,700300,87.57
"404",87.199997,87.25,86.18,86.940002,512800,86.940002
"405",87.839996,88.660004,87.580002,88.540001,861300,88.540001
"406",88.610001,88.860001,87.440002,88.470001,529600,88.470001
"407",88.199997,88.889999,87.610001,88.830002,894300,88.830002
"408",88.839996,88.980003,87.760002,88.639999,607400,88.639999
"409",88.550003,89.089996,88.129997,88.910004,542200,88.910004
"410",90.279999,91.940002,89.639999,91.18,1051400,91.18
"411",90.779999,92.040001,89.839996,91.779999,716700,91.779999
"412",91.589996,92.370003,90.610001,91.059998,878300,91.059998
"413",90.910004,92.07,90.620003,91.32,1181700,91.32
"414",90.720001,90.919998,89.760002,90.919998,506700,90.919998
"415",91.379997,91.879997,90.839996,91.389999,752900,91.389999
"416",92.190002,93.120003,91.709999,92.5,923800,92.5
"417",92.5,92.629997,91.720001,92.419998,515000,92.419998
"418",93.160004,93.300003,92.290001,93.089996,846800,93.089996
"419",92.690002,92.940002,90.790001,91,819900,91
"420",90.760002,92.059998,90.760002,91.949997,756700,91.949997
"421",91.800003,92.959999,91.790001,91.989998,646800,91.989998
"422",91.839996,92.199997,91.199997,92.110001,660500,92.110001
"423",90.669998,90.760002,87.080002,90.029999,2075400,90.029999
"424",90.300003,90.709999,88.339996,88.849998,1101400,88.849998
"425",88.510002,89.739998,88.510002,89.199997,1002200,89.199997
"426",88.839996,88.839996,86.900002,87.459999,1865000,87.459999
"427",87.459999,88.330002,87.040001,88.07,840600,88.07
"428",88.449997,88.57,87.529999,87.940002,653300,87.940002
"429",88.059998,88.419998,87.239998,87.75,686000,87.75
"430",87.559998,88.18,87.400002,88.050003,726700,88.050003
"431",87.870003,88.550003,87.709999,88,567300,88
"432",88.220001,89.239998,87.019997,89.080002,883300,89.080002
"433",88.300003,90.110001,88.230003,89.900002,898900,89.900002
"434",90.150002,91.18,90.029999,90.809998,767800,90.809998
"435",90.660004,90.739998,89.720001,89.889999,1038800,89.889999
"436",89.919998,90.139999,88.400002,89.059998,1278100,89.059998
"437",88.879997,89.709999,88.620003,89.32,811400,89.32
"438",89.129997,89.699997,88.910004,89.459999,1256900,89.459999
"439",88.790001,89.290001,88.599998,88.809998,761700,88.809998
"440",89.019997,89.080002,88.489998,88.940002,703500,88.940002
"441",89.230003,89.379997,88.639999,88.639999,756100,88.639999
"442",88.709999,89.019997,88.489998,88.739998,837400,88.739998
"443",88.970001,89,88.25,88.330002,751000,88.330002
"444",88.809998,89,87.919998,88.870003,970900,88.870003
"445",88.849998,90.349998,88.480003,90.25,1090100,90.25
"446",90.25,90.809998,89.449997,90.599998,589000,90.599998
"447",90.830002,91.389999,90.099998,90.330002,671900,90.330002
"448",90.309998,90.900002,89.949997,90.129997,351500,90.129997
"449",89.93,90.010002,89.410004,89.57,390800,89.57
"450",89.529999,91.349998,89.300003,91.18,1154900,91.18
"451",90.760002,91.089996,90.059998,90.080002,764000,90.080002
"452",90,90.269997,87.910004,89.470001,2090900,89.470001
"453",89.769997,91.93,89.529999,91.900002,779100,91.900002
"454",92.040001,92.139999,91.290001,91.610001,582100,91.610001
"455",91.470001,91.68,90.849998,91.150002,515200,91.150002
"456",90.690002,91.5,90.190002,91.370003,778500,91.370003
"457",91.550003,91.769997,91.050003,91.540001,556600,91.540001
