"","PM.Open","PM.High","PM.Low","PM.Close","PM.Volume","PM.Adjusted"
"36",50.799999,51.299999,50.599998,51.040001,7115800,41.629319
"37",51.470001,52,51.25,51.959999,6944000,42.379689
"38",51.810001,52.5,51.810001,52.150002,6826800,42.534659
"39",52.130001,52.5,51.959999,52.240002,4903000,42.608065
"40",52.080002,52.09,51.700001,51.82,6634300,42.265503
"41",51.529999,52.209999,51.23,52.189999,6231900,42.567282
"42",52.380001,52.619999,52.169998,52.540001,6837600,42.852751
"43",52.09,53.240002,52.049999,52.970001,8210600,43.203468
"44",52.220001,52.470001,51.630001,51.75,7369600,42.208409
"45",51.220001,52.16,51.18,51.849998,7476900,42.28997
"46",51.59,52.279999,51.59,51.990002,6276000,42.40416
"47",51.66,52.060001,50.959999,51.990002,5486600,42.40416
"48",52.34,53.040001,51.990002,52.57,6503900,42.877219
"49",52.549999,52.990002,52.220001,52.759998,9184200,43.032186
"50",52.720001,52.720001,51.619999,52,9741700,42.412315
"51",51.75,52.43,51.75,51.98,7730100,42.396002
"52",52.099998,52.490002,51.709999,51.73,5506500,42.192096
"53",51.310001,51.700001,51.060001,51.509998,7319800,42.012659
"54",51.169998,51.75,50.93,51.52,10833600,42.020817
"55",51.540001,51.84,50.540001,51.060001,6954300,41.645632
"56",51.139999,51.630001,50.650002,51.439999,6943100,41.955566
"57",51.080002,51.91,51.080002,51.43,3937900,41.947411
"58",51.369999,51.77,51.02,51.360001,6513000,41.890317
"59",51.880001,53.09,51.880001,52.970001,8452400,43.203468
"60",52.970001,53.360001,52.869999,53.290001,6497500,43.464467
"61",53.110001,54.099998,53.110001,54.040001,6718500,44.076183
"62",53.919998,54.25,53.57,53.639999,5649600,43.749933
"63",53.610001,53.860001,53.400002,53.619999,7384600,43.733621
"64",53.68,53.970001,53.220001,53.75,7495000,43.839652
"65",53.869999,54.869999,53.810001,54.599998,6993300,44.532929
"66",54.959999,54.990002,54.32,54.77,6024400,44.671586
"67",54.549999,55,54.259998,54.860001,7006900,44.744992
"68",54.860001,55.599998,54.630001,55.540001,6853500,45.299615
"69",55.200001,55.299999,54.810001,55.110001,7305200,44.948898
"70",55.299999,55.900002,55.07,55.119999,9668900,44.957053
"71",55.290001,56.23,55,55.950001,7959000,45.63402
"72",56.029999,56.25,55.459999,56.040001,9415100,45.707426
"73",55.130001,55.400002,54.900002,55.189999,8079000,45.534166
"74",54.810001,55.639999,54.66,55.110001,5943700,45.468164
"75",55.580002,56.5,55.560001,56.099998,6991400,46.284956
"76",55.98,56.220001,55.450001,55.459999,5742800,45.756928
"77",55.400002,56.189999,55.169998,56.080002,7329000,46.268458
"78",55.970001,56.650002,55.75,56.32,6343600,46.466466
"79",56.48,57.110001,55.810001,56.02,7636400,46.218954
"80",56.040001,56.509998,55.450001,55.549999,7624400,45.831182
"81",55.389999,55.709999,55.099998,55.290001,5167600,45.616672
"82",55.66,55.970001,55.150002,55.349998,10135400,45.666173
"83",55.400002,56.93,55.369999,56.310001,10977500,46.458217
"84",56.560001,56.650002,55.950001,56.290001,6645900,46.441716
"85",56.75,57.200001,56.599998,56.630001,6366700,46.722231
"86",56.959999,57.16,56.330002,56.419998,3329800,46.54897
"87",56.48,57.299999,56.400002,57.18,5307600,47.176005
"88",57.389999,57.75,57.009998,57.360001,6376000,47.324513
"89",57.400002,57.900002,57.389999,57.75,5885000,47.646279
"90",58.02,58.779999,58.02,58.540001,13173400,48.298065
"91",58.34,58.560001,58.060001,58.380001,6675100,48.166058
"92",57.810001,58.040001,56.66,57.07,8711400,47.085249
"93",57.220001,57.689999,57.009998,57.48,5809400,47.423517
"94",56.880001,57.849998,56.490002,57.560001,6863900,47.489522
"95",57.919998,58.290001,57.580002,58.130001,4375200,47.959797
"96",58.529999,59.849998,58.470001,59.470001,9071800,49.065356
"97",59.150002,59.529999,58.93,59.5,5663400,49.090106
"98",58.970001,59.139999,58.380001,58.98,6200700,48.661083
"99",59.27,59.700001,58.93,59.259998,5686200,48.892094
"100",59.060001,59.259998,58.5,58.509998,6335200,48.273311
"101",58.610001,59.310001,58.119999,58.290001,7299800,48.091804
"102",58.380001,59,58.139999,58.459999,7546100,48.23206
"103",58.599998,59.529999,58.400002,59.299999,6331200,48.925097
"104",59.880001,60.830002,59.700001,60.82,8143400,50.179164
"105",60.869999,60.869999,60.18,60.439999,7494700,49.865646
"106",60.029999,60.389999,59.849998,60.220001,6237200,49.684138
"107",60.009998,60.200001,59.41,59.560001,5744300,49.13961
"108",59.48,59.790001,59.16,59.610001,5302300,49.180861
"109",59.049999,59.860001,59.02,59.82,5694300,49.35412
"110",59.66,59.880001,59.290001,59.639999,5838700,49.205612
"111",59.610001,59.959999,59.349998,59.450001,4685000,49.048854
"112",59.220001,59.509998,58.259998,58.540001,9158000,48.298065
"113",58.68,58.939999,57.790001,57.790001,7483900,47.679282
"114",58.509998,59.849998,58.34,59.450001,9374300,49.048854
"115",59.459999,59.860001,58.970001,59.810001,7446400,49.345871
"116",59.240002,59.529999,58.860001,59.48,7451000,49.073605
"117",58.779999,58.959999,58.41,58.77,8530600,48.487824
"118",59.18,59.290001,58.860001,59.209999,6333700,48.850842
"119",58.919998,59.09,58.5,58.779999,2064500,48.496073
"120",58.34,58.360001,57.330002,57.82,11539600,47.704032
"121",57.48,57.580002,56.75,56.889999,11511900,46.936741
"122",57.369999,57.970001,56.709999,57.700001,8113900,47.605028
"123",57.509998,58.009998,57.299999,57.93,6584600,47.794787
"124",57.599998,58.540001,57.459999,58.119999,7030100,47.951545
"125",58.080002,58.650002,57.810001,58.529999,9234000,48.289812
"126",58.959999,59.400002,58.889999,59.400002,10943400,49.007603
"127",59.450001,59.5,59.080002,59.349998,6173000,48.966348
"128",59.709999,59.799999,59.18,59.389999,4848900,48.999351
"129",59.52,59.919998,58.889999,59,6760500,48.677584
"130",59.049999,59.23,58.34,58.700001,7765600,48.430072
"131",58.82,59.43,58.75,59.389999,5581900,48.999351
"132",58.880001,59.599998,58.869999,59.41,6643400,49.015852
"133",59.369999,59.740002,58.959999,59.709999,5942700,49.263364
"134",59.669998,59.869999,59.169998,59.689999,11569500,49.246863
"135",59.790001,60.139999,59.43,59.57,7457100,49.147859
"136",59.41,59.549999,58.299999,58.48,6149600,48.772556
"137",58.630001,58.939999,58.25,58.869999,4701000,49.097817
"138",58.68,58.919998,58.380001,58.669998,2824500,48.931016
"139",58.509998,58.77,58.43,58.599998,2641900,48.872636
"140",58.580002,58.830002,58.220001,58.529999,3018800,48.814256
"141",58.720001,58.93,58.509998,58.75,2783100,48.997738
"142",58.639999,58.75,58.330002,58.490002,2303700,48.780898
"143",58.48,58.849998,58.310001,58.529999,2738300,48.814256
"144",58.880001,58.990002,58.43,58.669998,5053700,48.931016
"145",58.48,58.950001,58.150002,58.669998,5779500,48.931016
"146",58.799999,58.919998,57.790001,58.5,5635800,48.789237
"147",58.25,58.400002,57.360001,57.720001,7922300,48.138714
"148",57.23,57.490002,55.919998,56.419998,12085800,47.054507
"149",56.43,56.740002,55.849998,56.509998,8867000,47.129567
"150",56.75,56.950001,55.919998,56.02,7971000,46.720907
"151",56.32,56.59,56,56.59,7355300,47.196289
"152",56.369999,56.580002,56.110001,56.5,6032900,47.121229
"153",56.290001,56.77,56.18,56.669998,5394100,47.263008
"154",56.540001,57,55.98,56.220001,8001300,46.887708
"155",56.290001,56.619999,56.16,56.59,7535000,47.196289
"156",56.619999,56.869999,56.259998,56.490002,6740200,47.11289
"157",56.82,57,56.259998,56.700001,10525700,47.28803
"158",56.580002,57.18,56.25,57.099998,6127900,47.62163
"159",56.869999,57.619999,56.720001,57.529999,5851600,47.980252
"160",57.669998,57.75,57.34,57.380001,5347600,47.855153
"161",57.549999,57.580002,56.939999,56.990002,6060600,47.529892
"162",57.299999,57.310001,56.549999,56.599998,7435200,47.204628
"163",56.84,57.27,56.459999,57.240002,6955400,47.738393
"164",57.52,58.209999,57.5,57.720001,6181300,48.138714
"165",57.48,57.759998,57.330002,57.68,4924700,48.105354
"166",57.490002,58.09,57.490002,58.009998,4650800,48.380573
"167",58.07,58.759998,57.91,58.669998,5990400,48.931016
"168",58.91,59,58.459999,59,4570200,49.206239
"169",59,59.110001,58.650002,59.060001,4411400,49.25628
"170",58.610001,59.669998,58.5,59.540001,5387000,49.656602
"171",59.290001,59.900002,58.889999,59.169998,7236200,49.348018
"172",58.91,59.860001,58.869999,59.619999,5341300,49.72332
"173",59.529999,59.77,59.09,59.740002,4933700,49.823403
"174",59.459999,60.18,59.439999,59.889999,5315500,49.948502
"175",60.119999,60.759998,59.939999,60.700001,5718100,50.624046
"176",60.389999,60.880001,60.299999,60.84,5427200,50.740806
"177",60.860001,61.639999,60.799999,61.43,5768600,51.232869
"178",60.82,61.990002,60.5,61.540001,7172900,51.32461
"179",61.549999,62.380001,61.5,61.98,9054600,51.69157
"180",61.810001,63,61.790001,62.290001,7587600,51.950113
"181",62.43,62.689999,62,62.25,5441100,51.916752
"182",62.68,63.119999,62.400002,62.779999,7559500,52.358773
"183",63.060001,63.630001,62.209999,62.27,7321700,51.933432
"184",62.310001,63.330002,62.130001,62.919998,6570300,52.475533
"185",63.349998,63.950001,63.099998,63.669998,9531500,53.101036
"186",63.689999,63.880001,63.029999,63.5,12608500,52.959257
"187",63.66,64.419998,63.52,63.639999,10173200,53.076017
"188",63.849998,64.599998,63.779999,64.25,5591300,53.58476
"189",64.169998,64.449997,63.889999,64.349998,4946700,53.668159
"190",63.82,64.190002,63.59,63.759998,6675000,53.176096
"191",63.43,63.98,63.369999,63.779999,5529200,53.192777
"192",63.549999,63.84,63.23,63.580002,5935100,53.025979
"193",62.490002,62.91,61.880001,62.700001,11350200,52.292054
"194",62.439999,62.639999,61.450001,61.869999,11373200,51.599829
"195",62.450001,62.779999,61.669998,61.790001,7963900,51.533111
"196",61.700001,62.529999,61.349998,61.720001,11876800,51.474731
"197",62.209999,63.529999,61.91,62.950001,6364200,52.500555
"198",62.23,63.889999,62.209999,63.34,2472600,53.368403
"199",63.259998,64.110001,63.080002,63.84,5225800,53.789688
"200",64.050003,64.739998,63.799999,64.519997,6869100,54.362633
"201",64.650002,65.470001,64.529999,65.120003,7119500,54.868181
"202",65.379997,65.620003,65.169998,65.169998,4712700,54.910305
"203",64.790001,65.290001,64.610001,65.260002,6213400,54.98614
"204",65.849998,65.919998,65.239998,65.699997,7714000,55.356866
"205",65.75,65.900002,65.339996,65.629997,7642000,55.297887
"206",65.870003,66.019997,64.910004,64.93,6334500,54.70809
"207",64.93,65.050003,64.489998,64.919998,7125200,54.699663
"208",64.760002,65.970001,64.650002,65.550003,4984900,55.230486
"209",65.75,66.050003,65.480003,65.809998,4979000,55.44955
"210",65.620003,65.690002,65.07,65.68,6408000,55.340018
"211",65.660004,66.040001,65.519997,65.830002,5467400,55.466405
"212",66.269997,67.279999,66.25,66.830002,6952500,56.308975
"213",66.589996,66.82,65.82,66.040001,5358400,55.643344
"214",65.900002,66.209999,65.720001,66.110001,5847900,55.702323
"215",65.980003,66.449997,65.830002,66.190002,6947900,55.769731
"216",66.389999,66.739998,65.959999,66.559998,5609400,56.081477
"217",66.080002,66.489998,65.480003,65.760002,5865500,55.407425
"218",65.610001,66.190002,65.309998,66.129997,4527100,55.719172
"219",66.849998,67.349998,66.419998,66.480003,5661300,56.014077
"220",67.010002,68.209999,66.839996,67.610001,6478100,56.966179
"221",67.75,67.910004,67.360001,67.599998,4779900,56.957751
"222",67.800003,68.089996,67.339996,67.589996,8e+06,56.949324
"223",67.529999,67.589996,66.940002,67.519997,6112300,56.890344
"224",67.470001,69.220001,67.419998,69.029999,6409200,58.162627
"225",69.160004,69.790001,68.629997,69.440002,5600000,58.508084
"226",69.809998,69.919998,69.160004,69.309998,6088800,58.398546
"227",69.029999,69.629997,68.849998,69.550003,7870000,58.600767
"228",69.550003,69.830002,69.080002,69.349998,5015800,58.432249
"229",69.18,69.449997,68.25,68.389999,6422100,57.623383
"230",68.800003,69.389999,68.57,68.599998,6071600,57.800322
"231",68.839996,69,68.169998,68.290001,5464700,57.539127
"232",68.419998,68.489998,68.169998,68.279999,7360200,57.530699
"233",68.300003,68.580002,67.980003,68.169998,6203500,57.438016
"234",68.129997,68.25,67.949997,68.209999,6820300,57.47172
"235",68.260002,69.080002,68.260002,68.309998,7165000,57.555975
"236",68.019997,68.699997,67.839996,68.440002,6765700,57.665514
"237",68.25,68.730003,68.239998,68.589996,4512600,57.791894
"238",68.739998,69.400002,68.459999,69.279999,8409000,58.37327
"239",69.550003,70.769997,69.540001,70.68,7536400,59.552869
"240",70.610001,70.68,69.989998,70.190002,4671400,59.140012
"241",69.410004,69.800003,68.910004,69.099998,5524500,58.221607
"242",69,70.089996,68.910004,69.860001,6350000,58.861962
"243",69.419998,69.709999,69.120003,69.489998,5681400,58.550209
"244",69.449997,70.669998,69.07,70.300003,6382100,59.232695
"245",70.239998,70.730003,70.199997,70.519997,3858500,59.418055
"246",70.82,71.75,70.760002,71.75,8216000,60.454419
"247",71.699997,71.75,71.029999,71.07,6768900,59.881471
"248",70.919998,70.989998,69.629997,69.910004,6427200,58.904093
"249",69.25,69.650002,68.760002,68.989998,5985700,58.128924
"250",68.790001,68.989998,68.25,68.32,7685600,57.564403
"251",68.599998,68.620003,67.790001,67.809998,8337900,57.13469
"252",67.550003,68.32,67.120003,68.040001,6347100,57.328484
"253",68.309998,68.610001,67.529999,68.120003,5635300,57.395891
"254",67.82,68.080002,67.349998,67.349998,5328300,56.747109
"255",67.300003,67.830002,66.800003,67.529999,8626400,56.898772
"256",68.160004,69.510002,67.830002,68.919998,8348300,58.069944
"257",68.589996,68.739998,66.519997,67.510002,7271300,56.881923
"258",67.440002,68.029999,67.07,67.519997,5429900,56.890344
"259",67.949997,69,67.949997,68.480003,8793900,57.699217
"260",68.459999,69.410004,68.43,69.080002,4984300,58.204758
"261",68.739998,68.879997,67.93,68.050003,5184600,57.873083
"262",67.620003,67.830002,66.639999,66.650002,8345900,56.682453
"263",66.279999,66.360001,65.510002,66.169998,7146100,56.274234
"264",66.160004,66.160004,64.68,65.099998,10964100,55.364254
"265",65.400002,66.160004,65.199997,65.919998,7110000,56.061622
"266",66.160004,66.169998,65.519997,65.889999,4977400,56.036109
"267",66.349998,66.610001,66.019997,66.169998,5401600,56.274234
"268",66.449997,66.809998,66.059998,66.769997,5406400,56.784502
"269",66.660004,67.139999,66.480003,66.75,5212800,56.767496
"270",66.900002,68.160004,66.790001,67.190002,7157800,57.141696
"271",67.32,68.589996,67.18,68.239998,6418300,58.034664
"272",68.650002,69.379997,68.650002,69.139999,6035400,58.80007
"273",68.639999,69.459999,68.470001,69.410004,5314400,59.029695
"274",69.620003,69.650002,68.43,68.68,5363900,58.408864
"275",68.629997,68.800003,67,67.099998,7765900,57.065152
"276",67.449997,67.529999,66.610001,66.839996,4570300,56.844034
"277",66.580002,66.900002,66.230003,66.419998,4561600,56.486846
"278",66.620003,67.07,66.169998,66.93,5462700,56.920577
"279",66.800003,67.440002,66.480003,66.830002,4252400,56.835534
"280",67.160004,68.720001,67.059998,68.510002,6245100,58.264289
"281",68.489998,68.5,67.18,68.190002,5556300,57.992146
"282",69.75,71.760002,69.739998,71.489998,11095700,60.798625
"283",71.379997,72.260002,71.300003,72.110001,7298100,61.325906
"284",71.730003,72.32,70.910004,72.129997,5292500,61.342912
"285",72.010002,72.5,71.599998,71.919998,4713400,61.164318
"286",71.480003,72.559998,71.480003,71.769997,5796400,61.036749
"287",71.889999,72.739998,71.610001,72.349998,6880200,61.530012
"288",71.699997,71.989998,71.169998,71.169998,9143900,60.526481
"289",71.620003,71.660004,69.860001,70.720001,6034800,60.143781
"290",70.419998,70.889999,69.75,69.75,7059000,59.318844
"291",69.910004,70,69.18,69.959999,7725000,59.497438
"292",69.230003,69.370003,67.220001,67.400002,11139300,57.32029
"293",68.050003,69.760002,67.120003,69.339996,14179900,58.970157
"294",67.830002,69.169998,66.089996,66.269997,16489300,56.359278
"295",66.580002,67.559998,64.230003,67.400002,19274200,57.32029
"296",67.089996,67.169998,64.650002,64.900002,14335000,55.194166
"297",65.269997,66.230003,64.769997,65.550003,13389700,55.74696
"298",66.419998,66.809998,65.730003,66.629997,10255600,56.66544
"299",66.919998,68.330002,66.68,68.330002,11101600,58.111208
"300",67.870003,68.480003,67.339996,67.699997,7347100,57.575421
"301",68.089996,69.720001,68.019997,69.059998,8695500,58.732032
"302",67.860001,68.879997,67.629997,68.5,11290600,58.255783
"303",67.639999,70.779999,67.639999,68.830002,11874700,58.536433
"304",70.230003,70.540001,68.5,68.720001,8068300,58.442883
"305",68.699997,70.300003,68.389999,70.269997,8924700,59.761075
"306",70,70.580002,69.730003,70.139999,7765100,59.650519
"307",70.110001,70.25,68.580002,68.870003,8085500,58.570451
"308",68.800003,69.540001,67.760002,69.199997,7422300,58.851095
"309",69.889999,70.68,69.800003,70.5,6213400,59.956682
"310",70.309998,70.510002,69.800003,70.120003,6688100,59.633513
"311",70.389999,70.639999,69.089996,69.32,9735100,58.953151
"312",69.419998,70.07,69.07,69.300003,8491200,58.936145
"313",68.769997,69.330002,68.120003,68.239998,6369800,58.034664
"314",66.900002,67.919998,66.720001,67.809998,9626100,57.668971
"315",68.279999,68.959999,67.940002,68.959999,9280000,58.646989
"316",68.470001,68.980003,68.419998,68.550003,6845900,58.298308
"317",68.050003,68.239998,65.5,65.900002,17242000,56.044616
"318",64.980003,66.059998,64.419998,66.019997,28147800,56.146665
"319",65.989998,66.459999,65.190002,65.970001,6781000,56.104147
"320",66.849998,68.32,66.519997,67.589996,11287700,57.481871
"321",68.309998,68.489998,67.660004,68.290001,7060200,58.077189
"322",68.730003,69.269997,68,69.080002,15149600,58.749045
"323",68.160004,68.57,67.650002,67.910004,11023400,57.754021
"324",68.650002,69.169998,68.25,68.279999,7621700,58.068683
"325",68.68,68.830002,66.709999,66.800003,8637700,56.810021
"326",65.769997,65.769997,63.66,64.959999,16868000,55.245191
"327",63.919998,64.089996,63.5,63.810001,10699100,54.918146
"328",64.269997,64.690002,63.52,64.580002,8132000,55.580848
"329",65.360001,65.540001,64.360001,64.709999,8374400,55.69273
"330",64.989998,65.010002,63.259998,63.380001,6536200,54.548066
"331",64.209999,64.779999,63.119999,64.010002,5979400,55.090277
"332",63.48,64.150002,62.32,62.380001,9173800,53.687415
"333",62.240002,63.290001,61.75,61.759998,10959400,53.153809
"334",61.18,62.990002,60.450001,62.799999,1e+07,54.048887
"335",63.470001,63.720001,62.810001,63.290001,7835900,54.470607
"336",63.419998,64.599998,63.119999,64.580002,6452300,55.580848
"337",64.959999,65.57,64.599998,65.129997,7334000,56.054202
"338",65.919998,66.389999,65.529999,66.050003,4575700,56.846006
"339",66.440002,66.449997,65.089996,65.300003,6601800,56.200518
"340",65.919998,66.650002,65.309998,66.309998,8097100,57.069771
"341",66.269997,66.75,65.82,66.449997,5656500,57.190261
"342",67.190002,67.400002,66.900002,67.400002,7242200,58.007884
"343",67.489998,68.059998,66.860001,67.040001,6575000,57.698049
"344",66.68,67.059998,65.360001,66.309998,7378300,57.069771
"345",66.510002,67.089996,65.980003,66.029999,5661600,56.828789
"346",67.779999,69.110001,67.360001,68.190002,12115700,58.687799
"347",68.980003,70.370003,68.900002,70,13618000,60.245575
"348",70.110001,70.279999,69.32,69.480003,7631000,59.79804
"349",68.5,69.400002,68.480003,68.839996,10066800,59.247217
"350",69.760002,70.830002,69.139999,70.800003,10327100,60.934099
"351",71.800003,72.470001,70.989998,72,10180400,61.966877
"352",72.050003,72.489998,71.32,72.120003,6246000,62.070158
"353",71.610001,72.010002,69.739998,69.870003,10206300,60.133693
"354",68.18,69.309998,67.75,68.760002,9908100,59.17837
"355",69.080002,70.169998,68.93,69.870003,7788500,60.133693
"356",70.190002,70.959999,70.019997,70.790001,5399200,60.92549
"357",70.660004,70.860001,69.870003,70.209999,5754100,60.426311
"358",70.129997,70.580002,69.480003,70.5,3976600,60.675901
"359",70.599998,71.32,70.080002,71.199997,4631200,61.278354
"360",70.019997,70.32,69.120003,69.620003,6214900,59.91853
"361",70.019997,71.209999,70.019997,71,5708800,61.106226
"362",71.5,72.120003,71.349998,71.639999,4136400,61.657043
"363",71.639999,71.669998,70.860001,71.209999,5024100,61.286962
"364",71.370003,71.75,70.900002,71.519997,4392700,61.553762
"365",71.5,73.169998,71.059998,71.620003,7934600,61.639832
"366",71.470001,73.459999,71.470001,72.080002,7073200,62.035731
"367",72.360001,73.290001,72.32,73.089996,8647300,62.904984
"368",71.82,72.529999,71.540001,72,6422600,61.966877
"369",72.110001,72.589996,71.849998,72.010002,5401500,61.975486
"370",71.459999,71.620003,70.82,71.019997,5685900,61.123437
"371",71.010002,72.239998,70.980003,71.309998,3575400,61.373026
"372",72.099998,73.150002,72,73.089996,6827800,62.904984
"373",73.379997,75.449997,73.379997,74.459999,8016600,64.084078
"374",75.93,76.400002,75.089996,76.239998,9494900,65.616036
"375",76.099998,77,75.580002,75.690002,5938000,65.142682
"376",75.970001,76.440002,75.32,75.470001,5414500,64.953338
"377",76.709999,77.029999,75.360001,75.870003,5335900,65.297599
"378",75.790001,75.839996,75.300003,75.580002,5314700,65.04801
"379",75.230003,75.879997,74.75,75.580002,5676400,65.04801
"380",75.330002,75.580002,74.389999,74.559998,6465200,64.170142
"381",75.199997,75.889999,74.970001,75.580002,5647700,65.04801
"382",75.32,75.860001,74.769997,75.150002,7101500,64.67793
"383",75.849998,76.540001,75.349998,75.510002,6092300,64.987765
"384",75.300003,76.470001,74.610001,74.860001,7792600,64.42834
"385",75.669998,76.290001,75.290001,75.919998,6055100,65.340628
"386",76.43,76.629997,75.290001,75.599998,8857800,65.06522
"387",76.040001,76.809998,75.790001,76.199997,6178100,65.581609
"388",76.239998,76.809998,75.93,76.699997,6665400,66.685795
"389",76.870003,78.290001,76.610001,78.18,6912800,67.972565
"390",78.440002,78.550003,77.449997,77.849998,4308300,67.685649
"391",78.050003,78.900002,77.949997,78.75,3037300,68.468143
"392",78.989998,79.419998,78.419998,78.830002,2510600,68.5377
"393",78.68,79.150002,78.360001,78.510002,2656300,68.25948
"394",78.879997,79.190002,78.669998,79.099998,3511000,68.772445
"395",79.160004,79.25,78.18,78.480003,3678000,68.233398
"396",79.160004,79.959999,78.519997,78.589996,6708400,68.32903
"397",78.150002,78.5,77.800003,78.449997,5589500,68.20731
"398",78.169998,78.669998,77.800003,78.209999,5407000,67.998647
"399",77.669998,77.809998,76.650002,77.080002,6745900,67.016186
"400",77.059998,77.260002,76.599998,76.860001,4766400,66.824908
"401",77.650002,77.900002,76.919998,77.32,4937000,67.224849
"402",77.169998,77.849998,76.529999,76.599998,5095800,66.598853
"403",76.580002,77.120003,76.410004,76.449997,4698700,66.468436
"404",76.220001,77.400002,76.07,77.32,4916800,67.224849
"405",77.099998,77.470001,75.760002,75.900002,6676900,65.99025
"406",75.809998,75.809998,72.849998,73.260002,13761200,63.694937
"407",73.690002,74.519997,73.129997,73.779999,8226400,64.147042
"408",73.959999,74.620003,73.650002,74.519997,6017200,64.790423
"409",74.389999,75.099998,74.089996,74.860001,5924200,65.086035
"410",74.650002,75.199997,73.870003,74.150002,4608700,64.468736
"411",73.830002,76.93,73.699997,76.809998,8417000,66.781434
"412",77.150002,77.150002,75.860001,76.379997,5419800,66.407576
"413",76.290001,76.730003,75.220001,75.459999,5934500,65.607696
"414",75.120003,75.230003,74.510002,74.900002,4698900,65.120813
"415",75.029999,75.209999,74.5,74.769997,5688800,65.007782
"416",75.190002,76.080002,75.150002,75.75,4321500,65.859833
"417",76.019997,76.019997,75.330002,75.839996,2967200,65.938079
"418",76.449997,76.800003,75.809998,76.620003,3496200,66.616245
"419",76.459999,77.18,76.260002,76.849998,3733700,66.816212
"420",76.510002,77.980003,76.489998,77.599998,5607100,67.46829
"421",77.589996,77.910004,77.07,77.879997,5024600,67.711731
"422",77.900002,80.989998,77.839996,80.059998,10988900,69.607103
"423",80.080002,80.480003,79.709999,80.440002,7602800,69.937494
"424",80.690002,81.889999,80.419998,81.610001,7551400,70.954733
"425",81.220001,81.650002,81,81.650002,5689100,70.989511
"426",81.889999,82.050003,81.169998,81.550003,4965800,70.902569
"427",81.639999,82.309998,81.269997,81.940002,4548900,71.241649
"428",82.339996,82.660004,81.510002,81.739998,5418400,71.067757
"429",82.269997,82.68,81.900002,82.269997,5134700,71.528558
"430",82.099998,82.769997,81.540001,82.290001,5085700,71.54595
"431",81.970001,82.360001,81.309998,82.169998,4272600,71.441615
"432",82.5,83.080002,82.290001,83.019997,4023000,72.180635
"433",82.599998,83.360001,82.489998,83.099998,4340200,72.250192
"434",83.18,83.949997,83,83.860001,4728900,72.910966
"435",84,84.300003,83.519997,83.519997,5817000,72.615354
"436",83.5,84.330002,82.910004,84.230003,4944700,73.23266
"437",84.290001,84.730003,83.790001,84.550003,4183300,73.510879
"438",84.400002,85.43,84.139999,85.419998,4097400,74.267285
"439",84.82,85.419998,83.970001,84.059998,6932900,73.08485
"440",84.040001,84.389999,83.260002,84.07,4852700,73.093547
"441",84.809998,85.160004,84.540001,84.620003,3738200,73.571739
"442",84.940002,85.239998,84.610001,84.610001,3601500,73.563043
"443",84.93,85.559998,83.900002,84.540001,8037600,73.502183
"444",84.779999,85.760002,84.589996,85.709999,5132900,74.519422
"445",85.339996,85.760002,84.949997,85.449997,5170700,74.293367
"446",85.459999,85.900002,85.239998,85.900002,4849500,74.684617
"447",85.970001,86.169998,85.540001,85.809998,7930600,74.606365
"448",85.82,86.599998,85.459999,86.339996,3724600,75.067165
