"","JOY.Open","JOY.High","JOY.Low","JOY.Close","JOY.Volume","JOY.Adjusted"
"51",59.080002,59.790001,58.389999,59.630001,1186300,56.130547
"52",59.98,60.459999,57.740002,57.900002,1121100,54.502074
"53",57.07,57.66,55.860001,56.380001,1408100,53.071277
"54",55.57,55.59,53.549999,55.110001,2195000,51.875808
"55",55.849998,56.490002,53.700001,53.889999,1904500,50.727403
"56",54.48,56.939999,53.130001,56.830002,2140100,53.494869
"57",56.5,56.950001,55.73,55.900002,1072700,52.619446
"58",55.459999,57.41,55.330002,56.720001,1664800,53.391323
"59",57.349998,60.330002,56.709999,60.16,4363600,56.804706
"60",60.75,62.900002,60.130001,62.5,3039700,59.014197
"61",63.380001,64.010002,62.330002,62.98,2061400,59.467426
"62",62.259998,62.540001,61.41,61.990002,2198700,58.532643
"63",62.02,65.75,62.02,65.32,2849300,61.676918
"64",65.790001,66.300003,64.059998,64.599998,1744200,60.997073
"65",64.599998,66.209999,64,64.860001,1462800,61.242574
"66",65.980003,66.739998,65.690002,66.589996,1638800,62.876083
"67",66.029999,66.730003,65.459999,65.650002,1388100,61.988514
"68",65.389999,66.43,64.400002,66.199997,1313100,62.507835
"69",66.029999,67.199997,65.830002,66.059998,1309400,62.375644
"70",66.199997,67.449997,65.459999,67.230003,1756600,63.480395
"71",67.779999,69.379997,67.260002,68.989998,2166000,65.14223
"72",68.989998,69.519997,68.110001,68.970001,1782400,65.123348
"73",68.980003,70.550003,68.529999,69.589996,2054700,65.708765
"74",68.800003,69.25,67.760002,67.870003,1501200,64.0847
"75",69.010002,70.699997,68.900002,70.459999,1920200,66.530245
"76",69.93,71.150002,69.75,70.809998,1528100,66.860723
"77",70.32,70.919998,68.800003,70.709999,2042300,66.766302
"78",70.550003,71.300003,70.43,70.830002,1304900,66.879611
"79",71.660004,72,69.449997,70.32,1882300,66.398054
"80",71.160004,71.330002,69.730003,70.019997,2016100,66.114783
"81",69.989998,70.449997,67.849998,68.5,1448300,64.67956
"82",69.650002,70.849998,69.209999,70.510002,1826500,66.577459
"83",70.620003,71.980003,70.220001,71.389999,1274000,67.408376
"84",71.419998,71.919998,69.5,70.959999,977700,67.002358
"85",71.029999,73.940002,71.019997,72.989998,1563200,68.919138
"86",73.300003,73.690002,72.57,73.120003,1101200,69.041892
"87",72.980003,72.980003,71.290001,72.57,1182100,68.522565
"88",72.269997,73.080002,71.839996,72.82,2220200,68.758621
"89",72.709999,73.720001,72.110001,72.599998,1362600,68.55089
"90",73.120003,73.300003,70.940002,72.620003,1659600,68.569779
"91",72.730003,73.239998,71.580002,72.209999,1024100,68.182642
"92",70.870003,71,68.589996,69.139999,1925400,65.283865
"93",69.699997,71.849998,69.209999,71.379997,1342400,67.398932
"94",71.830002,72.620003,69.75,71.410004,1547800,67.427265
"95",69.870003,69.900002,68.129997,69.309998,2813300,65.444382
"96",70.169998,71.07,69.660004,70.379997,1357400,66.454705
"97",69.870003,70.82,68.779999,69.400002,1240300,65.529366
"98",68.410004,69.190002,67.720001,69.160004,1543900,65.302754
"99",69.639999,70.459999,68.760002,69.720001,891300,65.831519
"100",69.93,71.870003,69.610001,70.949997,1027500,66.992914
"101",71.32,72.449997,70.760002,71.339996,1311700,67.361162
"102",71.949997,72.18,71.209999,71.480003,723200,67.49336
"103",71.169998,71.610001,69.580002,70.839996,1090200,66.889048
"104",72,74.25,72,74.239998,1927900,70.099422
"105",74.139999,75.43,73.870003,75.330002,1447700,71.128634
"106",74.989998,76.300003,74.690002,75.110001,1022800,70.920902
"107",75.690002,76.720001,73.699997,74.169998,995800,70.033327
"108",74.230003,74.599998,72.68,74.440002,1363400,70.288272
"109",73.580002,75.690002,73.059998,74.839996,1042400,70.665957
"110",73.709999,74.449997,71.970001,72.379997,1032000,68.343159
"111",77,79.449997,76.400002,77.769997,7968400,73.432543
"112",76,76.480003,73.739998,74.519997,4584200,70.363805
"113",74.709999,75.449997,73.739998,75.059998,2161600,70.873688
"114",76.510002,76.559998,75.110001,75.580002,2037300,71.36469
"115",75.639999,76.519997,74.879997,76.449997,1624900,72.186163
"116",76.660004,77.419998,75.540001,77.150002,2009000,72.847127
"117",76.199997,76.25,74.360001,75.269997,1900400,71.071975
"118",75.970001,78.540001,75.959999,78.080002,1522100,73.725258
"119",77.57,78.059998,75.910004,76.309998,832400,72.053972
"120",75.5,76.410004,75.050003,76.32,1111000,72.063416
"121",75.529999,76.699997,75.010002,76.32,1319300,72.063416
"122",77.800003,80,77.599998,79.349998,1654200,74.924424
"123",79.150002,79.980003,78.690002,78.830002,1496500,74.597947
"124",78.440002,79.639999,78.279999,79.480003,795400,75.213052
"125",79.370003,80.830002,79.019997,80.5,999300,76.17829
"126",81.57,81.849998,78.620003,79.139999,1678700,74.891302
"127",78.989998,80,77.300003,78.660004,1734100,74.437075
"128",79.580002,79.860001,77.900002,78.360001,1205700,74.153178
"129",78.699997,79.269997,77.760002,79.080002,1234800,74.834525
"130",79.849998,81.610001,79.709999,80.599998,1927900,76.27292
"131",80.910004,81.510002,79.75,80.209999,1902600,75.903858
"132",83.599998,87.110001,83.440002,85.779999,6469900,81.174827
"133",85.330002,86.25,83.839996,85.440002,2261000,80.853084
"134",85.57,85.639999,84.400002,85.550003,2501400,80.957179
"135",85.669998,86.93,85.099998,86.629997,1206700,81.979193
"136",87,88.050003,85.769997,87.589996,1496600,82.887653
"137",87.449997,87.589996,86.260002,86.75,761200,82.092753
"138",86.470001,87.339996,86.349998,86.93,657300,82.26309
"139",86.75,86.879997,85.599998,86.07,692400,81.449259
"140",86.269997,87.709999,86.269997,87,1489400,82.329332
"141",87.360001,87.790001,86.959999,87.019997,654100,82.348255
"142",87,88.209999,86.699997,86.989998,618900,82.319866
"143",87,87.239998,86.120003,86.75,527100,82.092753
"144",87.75,90.459999,87.699997,88.870003,1660400,84.098942
"145",89,89.389999,86.650002,88.459999,1484100,83.710949
"146",87.580002,88.330002,86.709999,87.5,1591200,82.802489
"147",87.769997,87.949997,86.290001,86.540001,853200,81.894028
"148",86.860001,87.68,84.449997,86.190002,1075500,81.562819
"149",86.010002,87.93,85.110001,87.260002,1263000,82.575375
"150",87.690002,88.989998,87.589996,88.709999,1038000,83.947528
"151",89.489998,89.650002,88.190002,89.43,892200,84.628875
"152",89.260002,90.099998,88.650002,89.699997,855800,84.884377
"153",89.610001,91.290001,89.019997,91.18,1333200,86.284925
"154",91.239998,93.5,91.040001,93.209999,2323600,88.205942
"155",92.629997,92.82,90.5,90.879997,1356400,86.001028
"156",89.669998,89.669998,86.550003,87.519997,1776500,82.821412
"157",88.050003,88.970001,85.599998,85.769997,1569100,81.165362
"158",86.120003,86.5,84.650002,86.010002,1353700,81.392483
"159",85.889999,85.919998,83.800003,85.089996,2159100,80.521868
"160",85.650002,88.699997,85.599998,88.260002,2278700,83.521689
"161",89.5,89.650002,86.82,87.139999,1608200,82.461815
"162",87.529999,87.870003,84.599998,85.349998,971800,80.767912
"163",85.550003,88.379997,85.550003,87.18,1186800,82.499668
"164",88.510002,90.720001,87.82,89.839996,1407600,85.01686
"165",89.75,90.989998,89.139999,90.290001,932600,85.442706
"166",90.519997,90.57,88.370003,90.160004,754300,85.319688
"167",90.410004,92.650002,89.849998,92.529999,1289400,87.562448
"168",92.57,94.290001,92.540001,93.989998,1877100,88.944066
"169",94,94.010002,92.32,93.529999,1352000,88.508762
"170",93.220001,93.419998,91.400002,91.970001,1058800,87.032514
"171",91.480003,93.529999,91.239998,92.650002,679000,87.676008
"172",92.029999,94.160004,91.669998,93.889999,1126100,88.849436
"173",94.440002,96.300003,94.410004,95.739998,1350200,90.600115
"174",95.379997,95.400002,93.510002,94.07,893300,89.019772
"175",94.629997,97,94.199997,96.879997,1398100,91.678913
"176",98.650002,98.800003,97.099998,98.07,2264300,92.805029
"177",98.160004,100.580002,97.639999,100.029999,2085100,94.659804
"178",98.720001,100.230003,96.379997,96.519997,1885700,91.338239
"179",96.379997,96.379997,91.050003,93.040001,2534800,88.04507
"180",93.07,94.82,92.139999,93.400002,1732800,88.385744
"181",94.790001,96.529999,93.580002,93.93,25692000,88.887289
"182",96.43,97.379997,94.080002,97.379997,3193500,92.15207
"183",98.529999,98.839996,95.150002,97.169998,3861500,91.953345
"184",94,96.870003,91.669998,94.32,6897700,89.417391
"185",95.419998,97.440002,95.360001,97.330002,2818400,92.270937
"186",96.970001,97.620003,95.620003,96.610001,1361700,91.588361
"187",97.139999,97.269997,92.809998,93.82,1721300,88.94338
"188",93.93,94.459999,92.059998,93.690002,1547400,88.82014
"189",93.32,93.43,90.739998,92.239998,2201100,87.445504
"190",89.830002,90,87.230003,88.400002,2467600,83.805105
"191",87.260002,91.059998,86.75,90.559998,1700500,85.852828
"192",90.050003,91.860001,88.959999,90.610001,1742100,85.900232
"193",87.889999,90.239998,86.769997,89.559998,2034700,84.904806
"194",90.010002,92.160004,88,88.75,2242200,84.136911
"195",90.339996,91.940002,90.059998,91.199997,1727600,86.459561
"196",92.739998,93.769997,91.779999,91.959999,2281200,87.180059
"197",94.510002,94.93,93.760002,94.779999,1337000,89.85348
"198",94.839996,95,92.510002,92.970001,1850800,88.137563
"199",92.650002,93.879997,91.349998,93.480003,1295700,88.621056
"200",94.419998,95.889999,93.360001,95.580002,1212600,90.6119
"201",96.050003,97.75,95.610001,96.010002,1385400,91.019549
"202",96.279999,96.940002,94.75,94.870003,1174700,89.938805
"203",94.650002,95.489998,93.580002,94.489998,1508300,89.578552
"204",95.599998,95.709999,94.18,95.290001,1613500,90.336973
"205",95.349998,98.809998,95.339996,98.809998,2078300,93.674005
"206",99.540001,103.440002,98.800003,101.599998,3484400,96.318986
"207",103.330002,103.330002,101.440002,102.360001,1325500,97.039485
"208",101.839996,102,99.160004,100.82,3049500,95.57953
"209",101.809998,101.809998,98.809998,99.010002,1689500,93.863614
"210",98.629997,100.580002,98,98.809998,1339800,93.674005
"211",99.370003,100.309998,98.089996,98.919998,1115500,93.778288
"212",99.050003,99.419998,95.279999,95.959999,1332100,90.972145
"213",95.269997,95.629997,92.419998,93.389999,2294200,88.53573
"214",94.82,95.449997,93.93,94.800003,2157600,89.872444
"215",94.160004,96.300003,93.489998,95.970001,1637400,90.981627
"216",95.970001,97.620003,95.580002,96.860001,1588400,91.825366
"217",95.370003,95.370003,92.209999,93.309998,1938600,88.459887
"218",93.739998,94.379997,92.82,94.279999,1343800,89.379469
"219",96.239998,97.169998,95.25,96.839996,1182800,91.806402
"220",97.529999,99.150002,97.5,98.459999,802400,93.342199
"221",98.309998,98.339996,96.75,97.5,676900,92.432099
"222",98.349998,100.400002,97.400002,99.860001,1400000,94.669431
"223",100.110001,100.110001,96.919998,99.57,1010900,94.394504
"224",99.730003,100.459999,98.43,99.849998,832700,94.659948
"225",100.129997,102.169998,100.110001,100.949997,2260500,95.702771
"226",101.239998,102.120003,100.5,100.879997,1713700,95.636409
"227",100.43,100.660004,95.190002,96.389999,2791100,91.379795
"228",96,96.230003,92.440002,94.690002,2175900,89.768161
"229",93.43,94.690002,89.599998,89.779999,3300000,85.113372
"230",91.160004,92.089996,89.269997,89.489998,3332100,84.838445
"231",89.660004,92.720001,89.129997,92.07,1628700,87.284342
"232",92.940002,93.099998,91.239998,92.800003,1160500,87.976401
"233",92.269997,92.720001,88.550003,89.029999,2e+06,84.402356
"234",88.279999,88.989998,86.360001,87.959999,2200000,83.387973
"235",88.489998,89.910004,86.779999,87.480003,1797200,82.932927
"236",87.800003,89.830002,87.449997,88.360001,2869900,83.767183
"237",87.970001,88.120003,85.5,86.190002,1954300,81.709978
"238",86.889999,89.190002,85.849998,89.019997,1350700,84.392874
"239",89.93,90.919998,89.580002,90.18,1868200,85.492582
"240",89.900002,91.470001,88.93,90.349998,2150800,85.653744
"241",88.010002,88.410004,86.019997,87.540001,2200000,82.989806
"242",88.160004,88.519997,85.639999,85.959999,2006000,81.49193
"243",85.790001,87.989998,85.18,87.269997,2071000,82.733836
"244",87.150002,88.879997,86.25,88.449997,1190700,83.852502
"245",88.559998,89.82,88.449997,89.199997,1230900,84.563518
"246",90.389999,90.849998,88.260002,89.650002,1751400,84.990132
"247",89.510002,89.82,86.059998,86.059998,2024800,81.586731
"248",88.230003,91.889999,87.860001,90.510002,4747700,85.980266
"249",89.339996,91.25,88.5,88.779999,2478400,84.336844
"250",88.910004,90.629997,88.75,90.040001,2282300,85.533787
"251",90.449997,90.849998,88.980003,89.440002,1699900,84.963816
"252",89.139999,89.730003,88.25,89.300003,1492900,84.830824
"253",89.360001,90.900002,89.309998,90.279999,1858500,85.761774
"254",90.029999,90.32,87.07,87.480003,2256300,83.101909
"255",87.82,88.209999,84.5,84.849998,2381200,80.603527
"256",86.059998,87.870003,85.25,87.440002,2108400,83.06391
"257",86.360001,87.199997,84.43,84.449997,1894000,80.223545
"258",84.68,85.959999,82.610001,83.459999,1746300,79.283093
"259",85.099998,85.099998,82.709999,83.370003,1579700,79.197601
"260",83.169998,84.870003,82.730003,84.790001,1356100,80.546533
"261",85.5,88.839996,85.040001,88.059998,2283500,83.652876
"262",87.540001,89.620003,87.400002,87.5,1336000,83.120905
"263",85.300003,87.800003,83.989998,87.739998,1692200,83.348892
"264",87.739998,88.18,86.269997,86.650002,1557800,82.313446
"265",86.519997,87.57,85.709999,87.110001,941700,82.750424
"266",87.300003,90.32,87.300003,89.889999,988600,85.391292
"267",90.190002,91.889999,89.269997,90.110001,1526400,85.600283
"268",90.720001,95.730003,90.230003,95.239998,2939500,90.473541
"269",94.949997,97.529999,93.690002,97.139999,1975900,92.278453
"270",96.639999,96.989998,95.199997,96.699997,1320000,91.860471
"271",96.800003,97.940002,96.029999,96.720001,1522400,91.879475
"272",97.93,99.309998,97.93,98.910004,1533700,93.959874
"273",96.980003,97.800003,95.900002,97.25,1265800,92.382949
"274",95.970001,96.089996,93.400002,94.470001,1398800,89.74208
"275",94.400002,95.959999,93.480003,93.779999,1331800,89.08661
"276",94.769997,97.239998,94.580002,94.870003,2465600,90.122063
"277",95.849998,98.5,94,95.410004,3117700,90.635038
"278",95.82,97.419998,93.68,97.309998,2787000,92.439943
"279",96.610001,96.730003,94.099998,96.669998,1949900,91.831974
"280",97.760002,99.300003,97.419998,98.519997,1647300,93.589386
"281",99,99,96.209999,97.089996,1506900,92.230953
"282",97.800003,101.440002,97.790001,100.32,2244400,95.299305
"283",98,101,97.559998,99.849998,1882700,94.852825
"284",99.120003,101.099998,98.860001,100.209999,972700,95.194809
"285",100.050003,100.059998,97.809998,98.029999,1159700,93.123911
"286",97.300003,97.389999,93.5,94.360001,1862800,89.637584
"287",94.610001,95.849998,93.379997,93.669998,1510200,88.982114
"288",92.739998,94.910004,90.540001,93.919998,1971300,89.219603
"289",95.559998,95.989998,91.760002,93.029999,1858800,88.374145
"290",91.889999,93.160004,88.629997,88.75,2112200,84.308346
"291",89.139999,89.5,85.150002,88.709999,2171700,84.270347
"292",86.989998,87.150002,81.199997,81.410004,2900000,77.335693
"293",82.610001,84,75.57,79.559998,4045700,75.578274
"294",75.599998,78.559998,71.699997,71.699997,3383100,68.111641
"295",73.82,78.82,71.5,78.68,3788600,74.742318
"296",76.019997,78.760002,74.110001,75.199997,2855400,71.436478
"297",75.660004,80.480003,75.370003,78.860001,2167000,74.91331
"298",79.860001,81.839996,78.190002,80.489998,1855500,76.461731
"299",81.129997,83.129997,80.660004,81.980003,1866600,77.877166
"300",80.68,80.989998,78.650002,79.800003,1861200,75.806268
"301",80.269997,81.769997,78.669998,79.410004,1431400,75.435787
"302",76.629997,76.970001,71.809998,72.629997,2836200,68.995098
"303",71.150002,75.190002,70.629997,71.290001,2581500,67.722164
"304",73.639999,73.849998,69.139999,69.599998,2828100,66.116741
"305",70.400002,72.860001,69.540001,72.650002,2912000,69.014101
"306",72.730003,75.410004,71.660004,75.330002,2126800,71.559976
"307",75.75,76.5,72.940002,73.330002,1577500,69.66007
"308",72.309998,76.339996,71.629997,75.959999,1959100,72.158444
"309",77.540001,81.059998,77.540001,80.82,1944400,76.775217
"310",80.620003,83.290001,79.849998,82.540001,2541400,78.409138
"311",86.800003,88.449997,82.169998,83.449997,5039800,79.442026
"312",83.730003,84.410004,81.389999,82.059998,3160100,78.118786
"313",80.07,80.849998,78.080002,79.389999,1749000,75.577024
"314",76.220001,80.18,75.650002,79.900002,2069500,76.062532
"315",81.82,83.309998,81.040001,83.110001,1690800,79.118359
"316",82.160004,83.93,80.75,81.5,1897700,77.585685
"317",80.360001,81.300003,77.639999,78.529999,1763400,74.758328
"318",76.830002,78.440002,74.519997,76.860001,2760200,73.168537
"319",77.550003,80.239998,77.160004,79.300003,1847400,75.49135
"320",79.82,81.919998,76.900002,80.489998,2038200,76.624191
"321",81.93,82.779999,80.639999,82.139999,1499600,78.194946
"322",82.470001,82.779999,80.82,81.400002,1629000,77.490489
"323",79.889999,80.599998,77.709999,79.93,1506000,76.09109
"324",80.370003,80.370003,75.559998,75.870003,2388000,72.226087
"325",74.25,74.400002,70.440002,70.440002,3568800,67.056881
"326",67.120003,67.379997,62.259998,63.810001,4547700,60.745308
"327",62.27,66.550003,62.200001,65.010002,2475300,61.887675
"328",65.580002,66.309998,62.220001,66.129997,3109900,62.953879
"329",67.940002,71.75,67.849998,69.589996,3291000,66.247699
"330",70.260002,70.5,66.010002,66.190002,1929300,63.011002
"331",68.470001,68.870003,63.669998,65.919998,2407300,62.753966
"332",64.099998,65.110001,62.279999,62.380001,2581400,59.383989
"333",61.580002,63.209999,60.43,60.490002,2643000,57.584763
"334",58.77,61.869999,57.48,61.66,3703500,58.698568
"335",61.950001,66.949997,61.669998,66.349998,3217900,63.163314
"336",66.300003,70.209999,65.75,69.32,2787500,65.99067
"337",69.589996,70.25,66.849998,68.029999,2219900,64.762626
"338",69.889999,73.07,69.639999,73.059998,2157500,69.551042
"339",71.690002,75.93,71.25,75.440002,3231000,71.816739
"340",76.449997,78.5,75.419998,77.010002,2783500,73.311334
"341",77.43,78,74.849998,76.639999,2274600,72.959102
"342",77.889999,79.230003,77.349998,78.82,1587000,75.0344
"343",79.639999,79.720001,75.099998,75.709999,2451900,72.073768
"344",74.68,80.610001,74.510002,79.849998,3120800,76.01493
"345",79.349998,80.139999,77.230003,77.760002,1854000,74.025313
"346",77.690002,78.190002,75.050003,77.68,2476700,73.949153
"347",78.970001,81.919998,78.910004,81.82,2100000,77.890315
"348",84.230003,87.400002,83.949997,86.669998,3090900,82.507376
"349",85.779999,87.209999,84.410004,85.32,2144800,81.222216
"350",86.989998,88.360001,84.300003,87.589996,2171000,83.383188
"351",91.160004,93.839996,91.029999,92.07,3836000,87.648024
"352",91.360001,92.300003,89.919998,91.190002,2382000,86.810292
"353",89.769997,90,87.18,87.199997,2401800,83.01192
"354",84.389999,86.550003,83.099998,84.739998,2292000,80.670071
"355",86.660004,87.779999,85.050003,87.279999,1592600,83.088079
"356",88.830002,90.290001,87.129997,89.989998,1928200,85.667921
"357",88.93,90.400002,87.349998,89.690002,1864600,85.382334
"358",89.349998,90.099998,86.529999,89.040001,1518600,84.763551
"359",89.839996,89.870003,86.639999,89.010002,2278400,84.734993
"360",86.32,86.75,83,83.559998,2221700,79.546744
"361",85.040001,85.25,81.050003,82.059998,3538300,78.118786
"362",83.470001,85.400002,82.970001,85.169998,1792200,81.079419
"363",85.199997,86.800003,83.75,84.889999,1254900,80.812868
"364",84.699997,86.349998,83.889999,86.059998,1491400,81.926673
"365",84.709999,91.970001,84.190002,88.639999,5595500,84.382761
"366",88.550003,89.25,84.949997,85.809998,2542100,81.68868
"367",86.330002,86.82,84.230003,85.879997,1732900,81.755318
"368",83.75,83.900002,81.449997,83.300003,1745400,79.299236
"369",83.019997,83.559998,80.57,81.209999,1524500,77.309612
"370",80.989998,81.290001,79.099998,79.269997,1510400,75.462785
"371",78.550003,81.260002,78.5,78.779999,600300,74.996321
"372",81.589996,85,81.330002,84.720001,1863200,80.651034
"373",85,85.110001,82.620003,82.669998,1405000,78.69949
"374",86.760002,91.300003,86.589996,91.279999,2990700,86.895966
"375",90.970001,91.760002,89.5,91.290001,1564600,87.072416
"376",92.139999,92.949997,89.879997,90.160004,2023800,85.994624
"377",92.220001,92.389999,89.589996,89.650002,3125700,85.508184
"378",89.809998,90.900002,88.949997,90.370003,1173000,86.194921
"379",89.709999,90.779999,88.32,90.349998,1058200,86.175841
"380",90,90.93,86.870003,87.309998,1285900,83.276288
"381",87.550003,89.32,86.220001,89.040001,1214800,84.926366
"382",86.860001,87.629997,84.910004,86.519997,1269300,82.522785
"383",87.010002,87.68,83.120003,84.550003,1505400,80.643805
"384",80.459999,81.099998,73.620003,75.440002,6581300,71.954685
"385",77.349998,77.349998,73.779999,74.209999,3107000,70.781508
"386",74.93,77.769997,74.5,75.169998,2388600,71.697155
"387",76.199997,76.739998,72.589996,73.050003,1460100,69.675103
"388",74.5,76.889999,74.300003,76.620003,1579400,73.080169
"389",76.809998,77,74.029999,75.510002,1154400,72.021451
"390",76.040001,77.25,75.730003,76.690002,1182800,73.146935
"391",77.260002,77.610001,76,77.349998,971500,73.77644
"392",77.360001,77.43,75.910004,76.050003,735900,72.536504
"393",76.330002,76.599998,73.900002,74.290001,917400,70.857813
"394",74.169998,75.699997,74.169998,75.5,755100,72.011911
"395",75.120003,75.610001,74.599998,74.970001,983400,71.506398
"396",77.480003,78.660004,75.949997,76.050003,2286600,72.536504
"397",75.860001,79,75.25,78.160004,2301000,74.549023
"398",77.639999,78.389999,76.860001,77.860001,1240200,74.26288
"399",78.099998,78.199997,76.900002,77.209999,980600,73.642908
"400",77.779999,78.879997,77.400002,78.169998,1435100,74.558555
"401",79.879997,82.839996,79.800003,81.889999,2330400,78.106693
"402",81.480003,82.529999,81.099998,82.209999,1237400,78.411909
"403",81.910004,84.629997,81.209999,84.019997,1545800,80.138285
"404",82.739998,83.699997,81.889999,82.739998,1360700,78.917422
"405",84.239998,85,81.360001,81.400002,1716600,77.639333
"406",81.139999,84,80.620003,83.860001,1649600,79.98568
"407",84.209999,86.099998,84.089996,85.75,1423400,81.788362
"408",85.720001,86.169998,84.900002,85.360001,1306800,81.416381
"409",85.290001,87.050003,85,86.489998,1586500,82.494172
"410",85.300003,90,85.220001,89.139999,2701100,85.021744
"411",89.089996,93.57,88.43,93.029999,3725100,88.732026
"412",94.07,96,91.610001,92.150002,3040300,87.892685
"413",91.989998,94.099998,91.68,93.120003,1426000,88.817872
"414",92.050003,92.730003,90.279999,92.389999,1403000,88.121595
"415",92.790001,93.690002,90.25,90.690002,1210000,86.500137
"416",91.709999,92.720001,90.25,91.269997,1412900,87.053336
"417",91.82,92.440002,90.300003,91.489998,1148600,87.263173
"418",92.699997,95.980003,92.699997,95.709999,2080200,91.288211
"419",94.959999,95.839996,94.059998,95.580002,1276500,91.164219
"420",94.610001,94.839996,92.139999,92.760002,2192800,88.474503
"421",92.779999,92.989998,89.32,89.699997,3030400,85.55587
"422",89.209999,89.220001,85.760002,86.050003,4181600,82.074505
"423",84.779999,84.82,83,83.75,2878400,79.880762
"424",85.239998,86.720001,84.169998,86.599998,2334800,82.599091
"425",86,86.959999,84.5,85.449997,1960900,81.502219
"426",85.849998,86.260002,83.550003,84.07,2261900,80.185978
"427",84.5,85.610001,83.889999,85.059998,2005000,81.130238
"428",85.68,88.699997,85.599998,88.220001,3100300,84.14425
"429",88.730003,91.220001,88.589996,90,3090100,85.842013
"430",90.889999,94,90.57,92.339996,4487200,88.073902
"431",92.650002,92.650002,90.660004,91.480003,1774800,87.25364
"432",91.989998,92.339996,90.339996,90.650002,1434200,86.461984
"433",89.870003,91.889999,88.970001,91.010002,1301100,86.805353
"434",91.43,93.150002,90.730003,91.769997,2107600,87.530236
"435",92.400002,93.099998,85.489998,86.959999,6007100,82.942459
"436",87.879997,89,87.099998,87.5,3575600,83.625803
"437",87.370003,88.129997,84.300003,85.800003,3123900,82.001076
"438",85.290001,85.290001,81.440002,82.349998,3881500,78.703826
"439",79.989998,80.160004,78.019997,78.449997,3828400,74.976503
"440",79.019997,80.379997,78.199997,79.440002,2351800,75.922674
"441",80.82,81.349998,78.5,81.040001,2544700,77.45183
"442",81.559998,81.589996,79.410004,80.309998,2080600,76.754149
"443",80.120003,80.309998,78.099998,78.730003,1919800,75.244112
"444",79.459999,82.019997,79.199997,82.010002,2513400,78.378883
"445",81.709999,82.010002,78.010002,78.639999,2826800,75.158093
"446",77.379997,78.889999,76.5,78.57,3414300,75.091192
"447",79.010002,80.440002,78.870003,80.25,2848600,76.696808
"448",79.860001,81.089996,78.919998,79.360001,1656500,75.846215
"449",77.980003,77.980003,74.559998,75.919998,4465700,72.558524
