"","PLL.Open","PLL.High","PLL.Low","PLL.Close","PLL.Volume","PLL.Adjusted"
"185",54.720001,55.639999,54.669998,55.470001,397000,52.242345
"186",55.330002,55.59,54.740002,55.27,741300,52.053981
"187",55.32,55.91,54.360001,54.619999,1080200,51.441802
"188",54.689999,55.349998,54.27,55.080002,966300,51.875038
"189",55.049999,55.59,54.580002,55.23,803200,52.016308
"190",54.32,55.240002,53.639999,53.689999,1298400,50.565916
"191",56.34,57.560001,55.52,57.02,2509700,53.702153
"192",56.560001,56.830002,54.98,56.349998,1470400,53.071137
"193",54.720001,56.540001,54.099998,56.169998,1933800,52.901611
"194",56,56.880001,54.919998,55.18,1569300,51.969218
"195",56.220001,56.52,55.43,55.84,694700,52.590814
"196",56.59,56.880001,56.189999,56.630001,1147100,53.334847
"197",57.259998,57.66,56.970001,57.450001,899900,54.107133
"198",57.5,57.5,56.290001,56.740002,613200,53.438447
"199",56.540001,56.950001,55.860001,56.720001,692800,53.41961
"200",56.93,56.939999,55.540001,55.869999,1402700,52.619068
"201",56.110001,56.639999,55.75,56.59,890300,53.297174
"202",56.669998,56.98,56.07,56.099998,492300,52.835684
"203",56.049999,57.029999,55.639999,57,846900,53.683317
"204",57.200001,57.389999,56.779999,56.790001,798300,53.485537
"205",56.790001,57.669998,56.790001,57.610001,655600,54.257823
"206",57.799999,58.18,57.66,57.98,891300,54.606293
"207",58.150002,58.57,57.799999,58.57,984300,55.161962
"208",58.52,59.040001,58.299999,58.599998,1138200,55.190215
"209",58.84,59.23,58.549999,58.880001,592500,55.453925
"210",58.799999,59.189999,58.560001,59.09,944000,55.651705
"211",59.400002,59.5,58.240002,58.73,1137600,55.312652
"212",58.77,58.849998,57.59,57.98,641400,54.606293
"213",57.560001,57.630001,57,57.139999,538000,53.81517
"214",57.32,57.59,56.52,57.029999,555800,53.71157
"215",56.509998,57.099998,55.779999,57.049999,1656900,53.730407
"216",57.66,57.959999,57.110001,57.279999,1420600,53.947023
"217",56.52,56.610001,55.25,55.400002,995100,52.176418
"218",55.360001,55.990002,55.360001,55.849998,768300,52.600231
"219",56.93,57.27,56.549999,57.060001,925600,53.739827
"220",57.290001,57.619999,56.900002,57.529999,476900,54.182476
"221",57.52,57.669998,56.830002,56.869999,294000,53.56088
"222",57.299999,58.27,56.959999,58.009998,818700,54.634546
"223",58.130001,58.450001,57.360001,58.27,524500,54.879419
"224",58.200001,58.470001,58.09,58.32,506000,54.926509
"225",58.450001,58.889999,58.380001,58.439999,568000,55.039526
"226",58.740002,58.830002,57.799999,58.34,873300,54.945346
"227",58.060001,58.34,57.349998,57.419998,541400,54.078876
"228",57.209999,57.459999,56.040001,56.189999,671800,52.920447
"229",55.880001,56.419998,55.110001,55.439999,887800,52.214088
"230",56.130001,56.419998,54.950001,54.990002,1553800,51.954273
"231",54.880001,56.299999,54.880001,55.860001,1111900,52.776243
"232",56.049999,56.720001,56.02,56.59,698100,53.465943
"233",56.41,56.450001,55.57,55.869999,889000,52.78569
"234",55.599998,56.02,54.84,55.810001,784000,52.729004
"235",55.799999,56.189999,55.310001,55.369999,954700,52.313292
"236",55.07,55.549999,54.720001,54.799999,631700,51.774759
"237",54.549999,54.549999,53.459999,54.16,925800,51.170091
"238",54.200001,55.220001,54,55.130001,761300,52.086543
"239",55.490002,55.939999,55.110001,55.5,803200,52.436117
"240",55.57,55.57,54.66,54.860001,556300,51.831448
"241",54.060001,54.060001,53.439999,53.77,568800,50.801622
"242",53.860001,54.189999,53.5,53.740002,544000,50.773279
"243",53.400002,54.57,53.169998,54.240002,564000,51.245677
"244",53.959999,54.919998,53.889999,54.700001,547800,51.680281
"245",55.029999,55.43,54.880001,55.060001,719300,52.020408
"246",55.529999,56.119999,55.099998,56.099998,1041400,53.002992
"247",55.810001,56.330002,54.189999,54.220001,958400,51.22678
"248",54.349998,54.84,53.849998,54.189999,1298100,51.198434
"249",53.330002,54.110001,53.18,53.560001,768900,50.603216
"250",53.139999,53.560001,52.779999,53.18,593800,50.244193
"251",53.470001,53.950001,53.130001,53.32,663100,50.376463
"252",53.290001,53.959999,52.849998,52.919998,7e+05,49.998544
"253",52.830002,53.869999,52.779999,53.32,909300,50.376463
"254",53.119999,53.669998,52.75,52.849998,1056300,49.932409
"255",53.049999,53.610001,52.889999,53.310001,981700,50.367017
"256",53.860001,54.790001,53.709999,54.52,833300,51.510218
"257",53.970001,54.32,53.09,53.389999,875900,50.442599
"258",53.34,53.650002,52.43,52.970001,718800,50.045787
"259",53.59,54,53.34,53.59,1002500,50.631558
"260",53.5,54.349998,53.41,54.02,441900,51.037821
"261",54.360001,55.209999,54.25,55.060001,458800,52.020408
"262",54.799999,55.689999,54.799999,55.009998,547800,51.973165
"263",54.119999,54.700001,53.57,54.630001,796200,51.614146
"264",54.779999,54.869999,53.869999,54.169998,861100,51.179538
"265",54.09,54.720001,53.689999,54.419998,456500,51.415736
"266",54.75,55.52,54.52,55.41,516900,52.351085
"267",55.560001,55.77,55.099998,55.490002,8e+05,52.42667
"268",55.59,56.389999,55.369999,56.23,701300,53.125816
"269",56.27,57.959999,55.889999,57.790001,1074600,54.599698
"270",57.619999,57.73,57.130001,57.360001,560000,54.193436
"271",57.169998,57.48,56.700001,57.32,685600,54.155643
"272",58.09,58.09,57.439999,57.619999,855200,54.439081
"273",56.740002,57.209999,56.509998,57.169998,682400,54.013922
"274",56.400002,56.470001,55.59,55.959999,920300,52.870721
"275",55.759998,56.099998,55.470001,55.599998,848400,52.530595
"276",55.950001,56.360001,55.540001,55.669998,513400,52.59673
"277",55.790001,55.91,54.369999,54.470001,1119400,51.462979
"278",54.790001,54.880001,54.009998,54.490002,1193700,51.481875
"279",54.18,54.18,52.75,52.919998,1640800,49.998544
"280",53.299999,54.27,53.240002,54.119999,1070800,51.132299
"281",54.290001,54.580002,53.779999,54.439999,1271000,51.434633
"282",54.740002,55.220001,54.240002,55.009998,881000,51.973165
"283",54.950001,55.290001,54.82,55.049999,607800,52.010958
"284",54.450001,55.25,54.299999,54.830002,894400,51.803106
"285",54.759998,54.759998,53.700001,54.07,945200,51.08506
"286",53.689999,53.689999,51.650002,51.900002,1530000,49.034856
"287",51.91,52.220001,51.23,51.27,1679100,48.439635
"288",50.630001,50.650002,49.490002,49.580002,3913600,46.842933
"289",50.389999,50.57,48.330002,48.93,2675900,46.228814
"290",48.639999,48.860001,47.169998,47.18,2071900,44.575423
"291",47.130001,47.93,46.099998,47.799999,2018200,45.329329
"292",46.939999,46.990002,44.869999,44.990002,2285800,42.664574
"293",46.009998,46.93,43.73,44.540001,4059200,42.237833
"294",43.330002,43.860001,41.369999,41.380001,3279200,39.241166
"295",42.389999,45.34,42.080002,45.32,4982300,42.977515
"296",44.110001,45.209999,43.23,43.349998,3772400,41.109339
"297",43.689999,46.900002,43.52,46.119999,2284100,43.736164
"298",47.09,48.490002,47,48.189999,2545400,45.69917
"299",48.57,49.5,48.34,48.82,2304900,46.296608
"300",48.290001,48.290001,46.959999,47.310001,2663500,44.864658
"301",47.68,48.09,46.889999,47.34,1276300,44.893106
"302",45.610001,46,43.759998,44.16,2194800,41.877473
"303",43.279999,45.150002,43.16,44.080002,2394300,41.80161
"304",45.220001,45.279999,44.279999,44.599998,1483400,42.294729
"305",44.73,46.619999,44.27,46.610001,1307100,44.200839
"306",46.389999,48.07,46.209999,47.950001,998700,45.471578
"307",48.23,48.630001,47.049999,47.400002,1406200,44.950006
"308",46.93,49.080002,46.220001,49.009998,974800,46.476786
"309",49.790001,51.150002,49.790001,51.02,1421900,48.382896
"310",50.599998,51.82,50.360001,51.459999,1084000,48.800152
"311",51.59,52.240002,50.23,51.130001,1993700,48.487211
"312",51.290001,51.970001,49.619999,49.689999,1868900,47.121639
"313",48.450001,49.130001,47.75,48.110001,1627300,45.623307
"314",46.310001,47.880001,46.080002,47.759998,1706700,45.291396
"315",48.689999,49.009998,48.43,48.82,1575600,46.296608
"316",43.740002,45.32,43.419998,44.029999,5652200,41.754191
"317",43.66,43.75,41.970001,42.470001,3038100,40.274826
"318",41.650002,42.209999,41.16,42.189999,2753600,40.009296
"319",42.41,43.389999,42.080002,42.959999,2218800,40.739497
"320",43.169998,44.27,41.91,43.509998,1797600,41.261068
"321",43.959999,44.290001,42.560001,44.25,3039300,41.962821
"322",44.369999,45.279999,44.130001,44.849998,3083200,42.531807
"323",43.889999,44.84,43.59,44.59,1605600,42.285247
"324",45,45.189999,43.82,43.900002,1866100,41.630913
"325",43.630001,44.220001,42.130001,42.139999,1717900,39.961882
"326",40.73,41.630001,40.57,41.380001,3028400,39.241166
"327",41.349998,42.349998,41.110001,42.200001,1843900,40.018782
"328",43.09,43.57,41.799999,43.48,1186900,41.23262
"329",44.689999,45.060001,43.93,44.220001,1940600,41.934373
"330",44.709999,44.720001,42.919998,43.02,2114900,40.796397
"331",44.080002,44.310001,42.779999,43.93,2019100,41.659361
"332",43.18,43.459999,42.32,42.400002,1952000,40.208445
"333",41.84,42.599998,40.389999,41,2269200,38.880806
"334",40.150002,42.580002,39.810001,42.470001,1705400,40.274826
"335",42.48,43.540001,41.959999,43.220001,1719800,40.986061
"336",43.220001,45.049999,43.189999,45.02,1968400,42.693022
"337",45.580002,46.599998,45.119999,46.040001,3357500,43.660301
"338",46.790001,47.32,46.330002,47.009998,1270500,44.580162
"339",46.48,47.25,46.389999,46.720001,1212200,44.470703
"340",47.330002,48.290001,46.950001,47.720001,1504300,45.422559
"341",47.279999,48.040001,46.77,47.93,1395200,45.622448
"342",48.689999,49.09,47.970001,49,1520300,46.640933
"343",48.580002,48.900002,47.650002,47.810001,1214000,45.508226
"344",48.060001,49.509998,47.290001,48.959999,1031700,46.602858
"345",48.740002,49.470001,47.860001,48.130001,1364900,45.81282
"346",48.240002,48.290001,47.099998,47.720001,1400500,45.422559
"347",48.709999,49.799999,48.43,49.790001,1265900,47.3929
"348",49.860001,51.450001,49.759998,51.299999,1119800,48.830201
"349",50.950001,51.16,49.82,50.639999,1073800,48.201976
"350",51.220001,51.529999,50.07,51.18,1010300,48.715979
"351",52.77,54.080002,52.459999,53.369999,926100,50.800542
"352",52.740002,52.880001,51.779999,52.57,1838000,50.039058
"353",51.779999,52.459999,51.16,51.169998,1222700,48.706458
"354",49.189999,50.360001,48.860001,49.639999,1289300,47.25012
"355",50.959999,51.080002,49.790001,50.43,1087800,48.002087
"356",51.130001,52.310001,50.380001,52.240002,1319100,49.724947
"357",51.689999,52.389999,50.950001,52.18,695500,49.667835
"358",51.990002,52.25,50.66,51.84,693600,49.344204
"359",52,52.43,50.990002,52.32,716100,49.801094
"360",50.799999,51.549999,49.98,50.119999,877800,47.707011
"361",51.060001,51.060001,50.080002,50.619999,1011400,48.182939
"362",51.400002,52.650002,51.360001,52.560001,784700,50.029541
"363",52.240002,52.959999,52.110001,52.709999,858000,50.172317
"364",52.459999,53.889999,52.169998,53.639999,1140000,51.057543
"365",53,53.98,52.669998,53.220001,1469100,50.657766
"366",53.110001,53.110001,51.669998,52.34,1286400,49.820132
"367",52.619999,52.810001,52.150002,52.330002,904300,49.810615
"368",51.509998,52.25,51.41,51.98,1004700,49.477463
"369",52.029999,52.049999,51.09,51.610001,939000,49.125277
"370",51.040001,51.110001,49.970001,50.150002,1007900,47.735569
"371",49.84,50.720001,49.790001,49.919998,219300,47.516639
"372",51.540001,52.049999,51.240002,51.720001,1394500,49.229982
"373",52.029999,52.66,51.66,51.950001,896100,49.448908
"374",53.830002,54.549999,53.59,54.490002,1564300,51.866623
"375",54.150002,54.990002,53.98,54.23,770700,51.619138
"376",54.700001,54.990002,53.43,53.540001,1068800,50.962359
"377",54.630001,54.779999,54.150002,54.5,1325500,51.87614
"378",54.459999,54.91,54.169998,54.880001,1122600,52.237846
"379",54.540001,54.700001,53.5,53.880001,1135500,51.28599
"380",53.650002,53.720001,52.470001,52.5,1362000,49.972428
"381",55.98,58.200001,55.98,56.66,4914300,53.932148
"382",56.23,58.09,56.23,57.959999,2002800,55.16956
"383",58.09,58.200001,56.389999,56.759998,1834800,54.027332
"384",56.509998,56.720001,55.73,56.310001,1055500,53.599
"385",57,57.189999,55.720001,55.900002,1004200,53.208739
"386",56.450001,57.23,56.139999,56.599998,1274900,53.875036
"387",56.700001,57.220001,55.290001,55.470001,820600,52.799441
"388",56.34,57.43,56.169998,57.02,994500,54.274817
"389",57,57.259998,55.740002,57.18,914900,54.427114
"390",57.189999,57.59,56.950001,57.220001,594300,54.465189
"391",57.290001,57.580002,57.119999,57.560001,275900,54.78882
"392",57.349998,57.759998,57.189999,57.549999,329300,54.779299
"393",57.419998,57.57,56.509998,56.66,471300,53.932148
"394",56.91,57.610001,56.700001,57.43,386400,54.665078
"395",57.59,57.630001,57.130001,57.150002,407400,54.398559
"396",58.169998,58.84,57.720001,57.860001,621100,55.074376
"397",57.330002,57.73,57.150002,57.299999,710600,54.541335
"398",55.900002,57.290001,54.93,57.080002,1579800,54.33193
"399",57.099998,57.099998,55.73,56.18,900700,53.475258
"400",56.330002,56.779999,56.080002,56.650002,514400,53.922631
"401",57.389999,58.02,57.360001,58.02,517300,55.226673
"402",57.689999,58.060001,57.529999,57.900002,351600,55.112451
"403",58.490002,59.970001,58.240002,59.919998,1119200,57.035197
"404",59.52,59.939999,59.189999,59.860001,886800,56.978087
"405",60.09,60.720001,59.740002,59.950001,820900,57.063755
"406",59.790001,60.049999,59.209999,59.75,913800,56.873383
"407",59.93,60.52,59.77,60.220001,702800,57.320756
"408",60.220001,60.459999,59.77,60.02,835200,57.130384
"409",60.02,60.209999,59.279999,59.509998,452500,56.644936
"410",58.98,59.57,58.900002,59.200001,774700,56.349863
"411",59.09,60.57,59.080002,60.52,762600,57.606312
"412",60.59,60.75,59.16,59.240002,643500,56.387938
"413",59.009998,59.599998,58.73,59.060001,700900,56.216604
"414",58.66,59.419998,58.34,59.419998,672700,56.559269
"415",59.799999,59.849998,58.779999,59.68,754300,56.806753
"416",60.080002,60.599998,59.759998,60.470001,997000,57.55872
"417",60.689999,61.16,60.400002,61.040001,736300,58.101278
"418",61.130001,62.759998,61.130001,62.189999,883200,59.400266
"419",61.93,62.759998,61.82,62.330002,725400,59.533989
"420",62.060001,62.66,61.93,62.529999,471700,59.725015
"421",62.77,63.040001,62.23,62.959999,653700,60.135726
"422",62.669998,63.779999,62.669998,63.73,880800,60.871185
"423",63.080002,63.349998,62.580002,63.27,592900,60.431821
"424",63.720001,64.239998,62.990002,64.239998,519000,61.358306
"425",62.970001,64.150002,62.610001,64.120003,1032400,61.243694
"426",64.550003,64.550003,63,63.259998,452000,60.422268
"427",63.200001,63.82,62.990002,63.810001,531700,60.947598
"428",64.410004,64.489998,63.18,63.66,401900,60.804326
"429",64.019997,64.019997,63.27,63.57,359000,60.718363
"430",63.290001,63.549999,62.970001,63.209999,443300,60.374511
"431",63.189999,63.34,59.360001,63.049999,1631400,60.221689
"432",63,63.849998,62.740002,63.41,672000,60.56554
"433",62.869999,64,62.509998,63.77,476900,60.909392
"434",63.880001,63.91,63.310001,63.48,557900,60.6324
"435",63.610001,63.919998,62.82,63.450001,2135500,60.603747
"436",63.599998,63.66,63.060001,63.279999,778900,60.441371
"437",63.23,63.490002,62.869999,62.98,818400,60.154829
"438",62.73,62.82,61.82,62.099998,668000,59.314303
"439",61.599998,61.599998,59.93,60.09,1425700,57.39447
"440",60.099998,61.290001,59.939999,61.150002,1068100,58.406921
"441",60.73,61.970001,58.73,61.200001,4055400,58.454678
"442",59,60.130001,59,59.299999,2312100,56.639907
"443",59.189999,59.57,59,59.259998,1554500,56.6017
"444",59.32,59.610001,58.779999,58.990002,2233400,56.343815
"445",58.84,59.810001,58.82,59.330002,1615200,56.668564
"446",59.57,60.130001,59.189999,60.09,811100,57.39447
"447",60.110001,60.509998,59.959999,60.02,861300,57.32761
"448",59.889999,60.380001,59.599998,60.07,683300,57.375367
"449",60.119999,60.119999,59.130001,59.700001,759200,57.021965
"450",59.830002,60.16,59.43,59.860001,925500,57.174788
"451",59.529999,59.529999,58.650002,59.27,908300,56.611254
"452",59.369999,59.48,58.669998,59.310001,609400,56.64946
"453",59.799999,60.110001,59.5,59.84,782500,57.155684
"454",59.939999,60.18,59.82,60.18,560300,57.480433
"455",60.040001,60.330002,58.91,59.389999,675600,56.72587
"456",59.049999,59.169998,58.349998,58.91,795100,56.267402
"457",59.509998,60.009998,59.099998,59.630001,727700,56.955106
"458",59.630001,60.84,59.099998,60.009998,778000,57.318057
"459",59.970001,60.279999,59.110001,59.759998,767900,57.079271
"460",59.099998,59.34,58.900002,59.110001,568900,56.458431
"461",58.950001,59.259998,58.610001,58.91,524100,56.267402
"462",58,58.41,57.830002,58.07,417400,55.465083
"463",57.91,58.099998,56.91,57.189999,605500,54.624557
