"","JNJ.Open","JNJ.High","JNJ.Low","JNJ.Close","JNJ.Volume","JNJ.Adjusted"
"34",58.139999,58.25,57.650002,57.830002,13502100,49.203543
"35",58.099998,58.27,57.709999,57.830002,13031000,49.203543
"36",57.630001,58.360001,57.27,58.09,12978000,49.424757
"37",58.5,58.880001,58.41,58.720001,11455600,49.960782
"38",58.75,59.599998,58.709999,59.349998,10855100,50.496803
"39",59.369999,59.93,59.23,59.740002,10508800,50.828629
"40",59.529999,59.889999,59.509998,59.759998,9796700,50.845643
"41",59.52,60,59.25,59.959999,8524100,51.01581
"42",60,60.25,59.790001,60.049999,6674700,51.092385
"43",59.41,59.810001,58.900002,59.43,13550800,50.564871
"44",58.919998,58.950001,58.299999,58.5,11470100,49.773598
"45",58.150002,58.709999,58.099998,58.52,8240500,49.790615
"46",58.490002,58.490002,58.060001,58.150002,8546700,49.475808
"47",57.990002,58.110001,57.470001,58.009998,8751200,49.356689
"48",58.93,59.48,58.5,59.220001,13479100,50.386197
"49",59.459999,59.82,59.029999,59.349998,10534900,50.496803
"50",59.169998,59.18,58.400002,58.720001,11949700,49.960782
"51",58.700001,58.91,58.490002,58.740002,11286200,49.977799
"52",58.98,59.349998,58.810001,58.869999,8842900,50.088404
"53",58.5,58.689999,57.860001,58.009998,14930400,49.356689
"54",58,58.200001,57.84,57.98,11675000,49.331166
"55",58.200001,58.220001,57.779999,57.799999,12834100,49.178016
"56",57.450001,57.880001,56.990002,57.599998,11674800,49.470027
"57",57.599998,57.799999,57.259998,57.299999,9240100,49.212371
"58",57.25,57.439999,57,57.02,14563100,48.971893
"59",57.669998,58.360001,57.439999,58.290001,11603700,50.062638
"60",58.52,58.790001,58.299999,58.610001,8079700,50.337472
"61",58.849998,59,58.5,58.93,7533400,50.612305
"62",58.799999,58.970001,58.630001,58.700001,5625100,50.414769
"63",58.419998,59.029999,58.419998,58.849998,8412500,50.543595
"64",59.389999,60.029999,59.259998,59.82,14077700,51.376685
"65",59.939999,60,59.77,59.98,8358800,51.514102
"66",60.060001,60.380001,59.919998,60.32,10706600,51.806112
"67",60.43,60.970001,60.25,60.580002,9912900,52.029416
"68",60.669998,61.150002,60.5,61.049999,9111500,52.433076
"69",60.82,61.389999,60.759998,61.290001,10496300,52.639202
"70",61.59,61.720001,61.130001,61.57,12240600,52.879681
"71",61.650002,62.23,61.509998,62.09,10991500,53.326285
"72",61.860001,62.23,61.799999,61.939999,9449200,53.197456
"73",61.98,62.5,61.900002,61.970001,9353300,53.223224
"74",61.630001,62,61.57,61.810001,8393800,53.085807
"75",61.98,62.400002,61.830002,62.139999,12636900,53.369228
"76",62.220001,62.32,61.93,62.029999,7687600,53.274753
"77",61.959999,62.599998,61.689999,62.43,12132800,53.618296
"78",62.310001,62.549999,62.130001,62.310001,9590000,53.515235
"79",62.490002,62.700001,61.549999,61.959999,12845600,53.214633
"80",62.09,62.25,61.57,61.75,9773200,53.034275
"81",61.540001,61.98,61.299999,61.669998,8703600,52.965565
"82",62.080002,62.939999,62.009998,62.799999,12439400,53.936071
"83",62.889999,63.259998,62.5,63.209999,11339800,54.288202
"84",63.290001,63.5,63,63.220001,9826600,54.296792
"85",63.380001,63.389999,63.029999,63.23,7354800,54.305379
"86",63.259998,63.310001,63.040001,63.299999,6172100,54.365499
"87",63.130001,63.439999,62.970001,63.290001,8707400,54.356912
"88",63.43,63.790001,63.290001,63.580002,10104700,54.60598
"89",63.790001,63.799999,63.389999,63.740002,8632700,54.743397
"90",63.98,64,63.139999,63.57,13265100,54.59739
"91",63.689999,63.98,63.25,63.860001,10814100,54.846459
"92",62.889999,63.669998,62.5,63.290001,17235400,54.356912
"93",63.32,64.029999,63.060001,63.599998,10206800,54.623155
"94",63.860001,64.220001,63.52,63.990002,11111700,54.958111
"95",64.080002,64.120003,63.639999,63.810001,6774800,54.803516
"96",64.040001,64.230003,63.849998,63.98,7794700,54.94952
"97",63.849998,63.950001,63.610001,63.84,7122900,54.829281
"98",63.580002,63.689999,63.279999,63.57,11916100,54.59739
"99",63.939999,64.110001,63.509998,63.560001,10116000,54.588803
"100",63.639999,63.84,63.32,63.740002,9309900,54.743397
"101",63.880001,64.089996,63.310001,63.689999,9356000,54.700452
"102",63.939999,64.199997,63.720001,63.880001,8632100,54.863636
"103",63.990002,64.199997,63.549999,64.190002,9322100,55.129882
"104",64.32,64.919998,64.239998,64.760002,11337400,55.619429
"105",64.75,64.839996,64.099998,64.650002,9276500,55.524955
"106",64.559998,64.610001,64.099998,64.330002,8484400,55.250121
"107",64.470001,64.5,64.099998,64.309998,9218500,55.232941
"108",64.239998,64.339996,63.549999,63.950001,10795400,54.923756
"109",63.700001,63.950001,63.580002,63.919998,9109500,54.897988
"110",63.689999,64.089996,63.509998,63.669998,12944800,54.683274
"111",64.110001,64.690002,63.98,64.139999,12729400,55.086937
"112",63.650002,63.950001,62.650002,63.139999,15651000,54.228082
"113",63.130001,63.290001,62.919998,63.060001,7416900,54.159375
"114",63.470001,64,63.299999,63.830002,9400100,54.820694
"115",63.889999,64.220001,63.650002,63.830002,12889800,54.820694
"116",63.5,63.82,63.09,63.619999,11179200,54.640332
"117",62.990002,63.25,62.650002,62.869999,14766500,53.996191
"118",63.029999,63.490002,62.93,63.290001,9591400,54.356912
"119",62.5,62.57,62.139999,62.299999,4638800,53.967098
"120",61.810001,62.009998,61.389999,61.91,12019300,53.629263
"121",61.48,61.82,61.25,61.549999,12633500,53.317414
"122",62.18,62.48,61.82,62.419998,15364700,54.071047
"123",62.389999,62.880001,62.27,62.599998,10160400,54.226971
"124",62.509998,62.77,62.23,62.560001,9882800,54.192324
"125",62.310001,62.48,62.200001,62.200001,8989000,53.880475
"126",62.560001,62.740002,62.25,62.310001,9528800,53.975763
"127",62.220001,62.560001,62.139999,62.450001,7871900,54.097036
"128",62.43,62.959999,61.75,62.060001,12965600,53.759201
"129",62.189999,62.330002,61.689999,61.91,11457300,53.629263
"130",61.830002,61.970001,61.560001,61.860001,13672100,53.585951
"131",62.029999,62.939999,61.889999,62.77,13491200,54.374235
"132",62.93,63.16,62.439999,62.57,11534100,54.200985
"133",62.75,62.790001,62.040001,62.400002,11141100,54.053725
"134",62.25,62.540001,61.98,62.540001,15961000,54.174999
"135",62.540001,62.650002,62.23,62.490002,8907000,54.131687
"136",62.790001,62.799999,62.279999,62.34,7908200,54.001749
"137",62.330002,62.400002,61.919998,62.02,8850100,53.724551
"138",62.02,62.459999,62.02,62.25,7229500,53.923787
"139",62.189999,62.240002,61.82,61.93,5163700,53.646588
"140",62.060001,62.299999,61.900002,62.049999,6354200,53.750537
"141",62.119999,62.439999,62.110001,62.130001,4968700,53.819838
"142",62.099998,62.189999,61.900002,61.939999,5770100,53.655249
"143",61.900002,62.09,61.75,61.849998,4981400,53.577287
"144",62.630001,63.18,62.529999,62.82,14894800,54.417546
"145",63.130001,63.349998,62.75,63.349998,12346300,54.876655
"146",63.41,63.540001,62.950001,63.310001,11837900,54.842008
"147",63.43,63.529999,62.900002,63.209999,7606000,54.755382
"148",63.200001,63.25,62.560001,62.599998,11084800,54.226971
"149",62.290001,62.400002,62,62.16,9775000,53.845824
"150",62.220001,62.349998,62,62.27,7372800,53.941112
"151",62.450001,62.880001,62.32,62.5,8312700,54.140348
"152",62.560001,62.98,62.349998,62.91,9489700,54.495509
"153",62.950001,62.970001,62.25,62.549999,11274700,54.18366
"154",62.220001,62.59,62.009998,62.099998,13944900,53.793848
"155",62.049999,62.610001,62.009998,62.560001,9596700,54.192324
"156",62.73,63.099998,62.540001,62.860001,11518600,54.452197
"157",63.25,63.25,62.459999,62.66,12932200,54.278947
"158",62.560001,62.720001,62.16,62.220001,11373000,53.8978
"159",60.889999,61.630001,60.709999,61.080002,28056700,52.910281
"160",61.18,61.25,60.599998,60.599998,20262100,52.49448
"161",60.639999,61.040001,60.599998,60.68,11219500,52.563781
"162",60.91,61,60,60.009998,15298800,51.983395
"163",60.16,60.220001,59.689999,59.77,19056200,51.775498
"164",59.700001,60.740002,59.700001,60.630001,14780500,52.52047
"165",60.459999,60.759998,60.279999,60.619999,9994200,52.511805
"166",60.66,60.970001,60.59,60.799999,10078900,52.66773
"167",60.939999,60.990002,60.650002,60.84,9725500,52.70238
"168",60.880001,60.990002,60.650002,60.869999,8217000,52.728367
"169",60.939999,60.990002,60.75,60.939999,7867600,52.789004
"170",60.93,60.939999,60.639999,60.880001,8541500,52.737031
"171",60.639999,61.07,60.419998,60.93,8627500,52.780343
"172",60.740002,61.169998,60.509998,60.700001,9630800,52.581107
"173",60.689999,60.98,60.650002,60.700001,8130800,52.581107
"174",60.599998,60.700001,60.48,60.619999,8572800,52.511805
"175",60.610001,60.740002,60.5,60.52,9426400,52.425182
"176",60.369999,60.93,60.330002,60.790001,7133700,52.659069
"177",60.889999,61.220001,60.549999,61.110001,12393000,52.936267
"178",60.68,60.990002,60.450001,60.650002,11050500,52.537795
"179",60.759998,61.080002,60.369999,60.389999,12100300,52.312569
"180",60.470001,60.5,60.029999,60.25,11766700,52.191295
"181",59.919998,59.950001,59.360001,59.639999,11863700,52.130109
"182",59.93,61.450001,59.77,61.439999,20031000,53.703452
"183",61.25,61.5,60.599998,60.700001,14035300,53.056635
"184",60.5,60.93,60.360001,60.810001,10264600,53.152784
"185",61.119999,61.200001,60.810001,61.049999,7802700,53.362562
"186",61.290001,61.290001,60.34,61.060001,11432700,53.371304
"187",61.09,61.099998,60.299999,60.400002,9584000,52.794412
"188",60.48,60.990002,60.34,60.709999,8881800,53.065374
"189",60.740002,61.060001,60.32,60.400002,10082600,52.794412
"190",60.139999,60.299999,59.400002,59.610001,14852300,52.103888
"191",59.240002,59.869999,59.110001,59.689999,10426600,52.173813
"192",59.490002,59.490002,58.919998,59.130001,11775000,51.68433
"193",58.790001,58.84,58.02,58.48,16016800,51.116177
"194",58.57,58.57,57.5,57.66,16995600,50.399432
"195",58.209999,58.380001,57.900002,58.130001,12456000,50.810251
"196",58.560001,58.689999,58.099998,58.57,14371900,51.194845
"197",58.669998,59.16,58.669998,58.830002,10692700,51.422107
"198",58.799999,59.150002,58.700001,58.790001,10151800,51.387143
"199",58.720001,58.889999,58.5,58.720001,9899800,51.325958
"200",58.98,59.080002,58.73,59.029999,8655800,51.59692
"201",59.009998,59.09,58.650002,58.98,8077400,51.553217
"202",58.98,59.299999,58.98,59.240002,8382500,51.78048
"203",58.98,59.310001,58.93,59.220001,9280300,51.762998
"204",59.34,59.73,59.240002,59.380001,10736400,51.90285
"205",59.209999,59.700001,59.209999,59.25,9680200,51.789219
"206",59.630001,59.639999,59.060001,59.490002,9908000,51.999
"207",59.5,60.18,59.459999,60.150002,9415100,52.575892
"208",59.75,59.959999,59.48,59.799999,10557700,52.269962
"209",59.700001,59.900002,59.599998,59.66,10011200,52.147591
"210",59.720001,59.759998,59.25,59.48,9232900,51.990257
"211",59.73,59.779999,59.310001,59.459999,7853200,51.972775
"212",59.540001,60.169998,59.5,59.860001,9845800,52.322408
"213",59.66,60.080002,59.66,59.939999,9208000,52.392333
"214",59.66,59.950001,59.509998,59.599998,10509000,52.095145
"215",59.549999,60.119999,59.490002,60.02,10436200,52.462261
"216",60.240002,60.950001,59.98,60.560001,18608500,52.934264
"217",60.450001,61.189999,60.099998,60.459999,20034800,52.846855
"218",62,62.869999,61.799999,62.689999,26083100,54.796052
"219",63.209999,64.540001,63.18,64.389999,26732100,56.281988
"220",63.810001,64.300003,63.77,64.07,11688100,56.002283
"221",63.650002,64.199997,63.509998,64.110001,7226900,56.037247
"222",64.07,65.300003,64.07,64.949997,14500000,56.77147
"223",63.450001,65.599998,63.400002,65.57,23777500,57.313402
"224",65.389999,65.739998,64.93,65.379997,13091400,57.147325
"225",65.589996,65.970001,65.400002,65.720001,12100000,57.444515
"226",65.919998,66.309998,65.809998,66.209999,15456200,57.872812
"227",66.110001,66.459999,66.010002,66.260002,13105500,57.916519
"228",66,66.32,65.370003,65.669998,13408900,57.400809
"229",65.449997,65.610001,64.800003,65.010002,14925200,56.82392
"230",65.25,65.5,65.120003,65.269997,11904600,57.051175
"231",65.110001,65.760002,65.07,65.629997,9003100,57.365845
"232",65.610001,65.800003,65.279999,65.760002,9693100,57.479479
"233",66.32,66.739998,65.809998,66.57,19986100,58.187482
"234",66.040001,67.370003,65.82,67.190002,15622200,58.729413
"235",67.089996,67.25,65.949997,66.620003,11700900,58.231188
"236",66.410004,66.790001,66.190002,66.370003,11513200,58.012668
"237",66.230003,66.480003,65.860001,66.400002,10784100,58.03889
"238",66.169998,66.510002,65.940002,66.5,9028400,58.126296
"239",66.529999,66.529999,65.849998,66.389999,9685100,58.030147
"240",66.25,66.330002,65.279999,65.690002,12367000,57.418294
"241",65.190002,65.690002,65.080002,65.559998,12020200,57.304659
"242",65.739998,66.230003,65.5,65.779999,11017700,57.496958
"243",66.290001,66.589996,66.07,66.290001,14767100,57.94274
"244",65.589996,65.779999,65.279999,65.510002,12044100,57.757594
"245",65.790001,66.970001,65.599998,66.769997,16385700,58.868482
"246",67.309998,67.339996,66.989998,67.290001,16473800,59.326949
"247",67.019997,67.290001,66.459999,66.480003,11003400,58.612806
"248",66.440002,66.760002,66.279999,66.480003,9582900,58.612806
"249",65.839996,66.360001,65.800003,66.089996,10364900,58.268952
"250",65.870003,66.220001,65.839996,66.050003,8397400,58.233692
"251",66,66.279999,65.5,65.5,10426800,57.748776
"252",65.489998,66.230003,65.18,66.139999,10020300,58.313038
"253",66.330002,67.279999,66.169998,66.779999,14054500,58.8773
"254",66.489998,66.68,66.089996,66.089996,9312900,58.268952
"255",66.32,66.959999,66.260002,66.589996,8146200,58.709783
"256",66.949997,67.360001,66.75,67.099998,11389100,59.159432
"257",67,67,65.709999,66.160004,12623500,58.330675
"258",65.699997,66.349998,65.470001,66.32,11683900,58.471737
"259",66.629997,66.949997,66.190002,66.290001,14336400,58.445289
"260",66.080002,66.739998,66.07,66.510002,9309200,58.639255
"261",66.519997,66.75,66.160004,66.489998,9811500,58.621618
"262",66.470001,66.620003,66.050003,66.07,7988100,58.251322
"263",65.540001,65.739998,64.690002,65.669998,16234800,57.898657
"264",65.57,65.610001,64.830002,65.059998,13186200,57.360843
"265",65.290001,65.610001,65,65.25,7199500,57.528361
"266",65.589996,66.120003,65.379997,65.910004,7724600,58.11026
"267",66.230003,66.589996,65.93,66.309998,9227000,58.462919
"268",66.419998,66.910004,66.25,66.519997,9747200,58.648067
"269",66.480003,67.360001,66.269997,67.300003,9216500,59.335768
"270",67.290001,67.669998,67.25,67.620003,9773600,59.617899
"271",67.629997,67.75,67.370003,67.550003,7100400,59.556183
"272",67.82,68.050003,67.400002,67.919998,8415200,59.882393
"273",67.809998,67.989998,67.190002,67.57,7866100,59.573813
"274",66.879997,67.410004,66.830002,67.269997,8918900,59.309312
"275",66.900002,67.68,66.830002,67.029999,10528700,59.097716
"276",67.389999,67.980003,67.209999,67.629997,9031700,59.626711
"277",67.599998,67.93,67.470001,67.660004,9636500,59.653166
"278",67.730003,67.949997,66.989998,67.449997,10245100,59.468012
"279",67.169998,67.349998,66.550003,67.089996,10361000,59.150613
"280",67.099998,67.220001,66.150002,66.720001,13677400,58.824403
"281",66.57,66.900002,66.059998,66.239998,8912600,58.401203
"282",66.449997,66.790001,66.129997,66.470001,11394100,58.603988
"283",66.690002,66.790001,66.489998,66.720001,7721000,58.824403
"284",66.209999,66.43,66.010002,66.25,10247700,58.410021
"285",66.169998,66.32,65.870003,65.919998,10008300,58.119072
"286",65.760002,65.870003,65.139999,65.230003,12810400,57.51073
"287",65.230003,65.620003,64.779999,65.080002,9920400,57.37848
"288",64.739998,64.93,64.129997,64.790001,16829000,57.122798
"289",65.279999,65.330002,63.66,64.410004,15842200,56.787769
"290",64.110001,64.349998,63.43,63.43,17118300,55.923738
"291",63.369999,63.529999,61.860001,63.41,17660300,55.906105
"292",62.610001,63.16,61.810001,61.84,23485600,54.521898
"293",62.119999,63.43,61.049999,62.709999,24037800,55.288942
"294",61.799999,62.580002,61.049999,61.119999,32423200,53.887101
"295",61.709999,62.369999,59.080002,62.200001,36288000,54.839296
"296",61.619999,61.959999,60.009998,60.200001,32688900,53.075975
"297",60.18,64.190002,60.130001,63.439999,33514400,55.932554
"298",63.610001,63.990002,62.900002,63.360001,42324600,55.862022
"299",63.849998,64.620003,63.610001,64.589996,39362000,56.946461
"300",63.77,64.709999,63.689999,64.360001,13142100,56.743683
"301",64.559998,64.849998,63.799999,64.260002,11847600,56.655518
"302",63.189999,63.580002,62.02,63.16,23376400,55.68569
"303",62.91,63.779999,62.740002,63.139999,19394800,55.668056
"304",63.990002,64.099998,63.009998,63.290001,13689300,55.800307
"305",63.52,64.989998,63.419998,64.970001,14879000,57.281497
"306",65.379997,65.699997,64.839996,65.529999,14523000,57.775225
"307",65.489998,65.489998,64.199997,64.550003,13134400,56.911201
"308",63.549999,64.57,62.5,64.279999,14150600,57.178053
"309",64.639999,65.919998,64.559998,65.860001,12867900,58.583489
"310",65.82,66.040001,65.190002,65.769997,11183000,58.503429
"311",66.029999,66.230003,65.339996,65.800003,14555300,58.53012
"312",65.660004,66.139999,65.110001,65.330002,11141100,58.112047
"313",64.830002,65,63.91,64.07,13713600,56.991255
"314",63.169998,64.75,62.5,64.639999,15848300,57.498279
"315",65.040001,65.449997,64.690002,65.43,10759700,58.200997
"316",64.959999,65.93,64.839996,64.949997,15551500,57.774026
"317",64.389999,64.410004,63.290001,63.639999,17008200,56.608763
"318",63.099998,63.610001,62.299999,63.59,13448200,56.564288
"319",63.990002,64.050003,63.18,63.610001,11595300,56.582079
"320",63.950001,64.470001,62.98,63.73,13429500,56.68882
"321",64.279999,64.629997,63.919998,64.400002,10625800,57.284797
"322",64.519997,64.739998,63.959999,64.589996,15688800,57.4538
"323",64.050003,64.389999,63.630001,64.139999,8571800,57.053521
"324",64.419998,64.849998,63.790001,64.220001,10874800,57.124684
"325",64.190002,64.599998,63.099998,63.130001,10041300,56.155112
"326",62.16,62.599998,61.139999,61.919998,19456900,55.078796
"327",61.299999,61.900002,61,61.59,10983700,54.785257
"328",62.049999,62.849998,62.009998,62.689999,10561700,55.763723
"329",63.369999,64.349998,62.709999,63.82,13118200,56.768876
"330",63.900002,64.449997,63.139999,63.25,8964200,56.261853
"331",63.919998,64.239998,63.02,63.900002,8923300,56.840039
"332",63.220001,64.739998,63.150002,63.689999,14556100,56.653238
"333",63.650002,64.209999,62.049999,62.080002,16891100,55.221121
"334",61.549999,62.330002,60.830002,62.169998,18192000,55.301174
"335",62.209999,62.509998,61.599998,62.349998,15405200,55.461288
"336",62.52,62.830002,62.099998,62.810001,9595400,55.870467
"337",63.009998,63.720001,63,63.130001,12361600,56.155112
"338",63.889999,64.43,63.639999,64.43,7104000,57.311481
"339",64.260002,64.360001,63.849998,63.959999,7628700,56.893408
"340",64.129997,64.690002,63.869999,64.330002,9375100,57.222531
"341",64.449997,64.449997,63.57,64.230003,7781100,57.133581
"342",64.690002,64.739998,64.169998,64.720001,6678800,57.569442
"343",64.400002,64.839996,63.619999,63.790001,10797900,56.742192
"344",63.759998,64.739998,63.400002,64.419998,11705300,57.302584
"345",64.510002,64.510002,62.16,62.639999,19964600,55.719248
"346",62.959999,63.130001,62.310001,62.529999,11562600,55.621401
"347",63.110001,63.84,62.889999,63.779999,13175400,56.733295
"348",63.900002,64.790001,63.599998,64.730003,12552700,57.578339
"349",64.559998,64.830002,63.560001,63.689999,10324800,56.653238
"350",64.190002,64.599998,63.790001,64.489998,9932100,57.36485
"351",64.989998,65.690002,64.709999,65.5,16450700,58.263263
"352",65.639999,65.849998,65.029999,65.599998,10390800,58.352213
"353",65.169998,65.860001,64.379997,64.389999,13720400,57.2759
"354",63.68,64.099998,63.18,63.380001,14749900,56.377491
"355",64.389999,64.389999,63.41,63.639999,10136200,56.608763
"356",64.07,64.519997,63.669998,64.339996,10466000,57.231421
"357",64,64.540001,63.41,64.120003,9725200,57.035734
"358",63.959999,64.339996,63.25,64,8783900,56.928989
"359",64.089996,64.989998,63.950001,64.860001,7989500,57.693973
"360",64.07,64.129997,63.099998,63.529999,11072500,56.510916
"361",64.129997,64.419998,63.66,64.120003,7597500,57.035734
"362",64.620003,65.489998,64.620003,65.25,9086800,58.040884
"363",64.970001,65.330002,64.650002,64.910004,8276100,57.738452
"364",64.970001,65.290001,64.510002,64.989998,10726300,57.809608
"365",64.529999,65.160004,64.300003,64.400002,8398100,57.284797
"366",64.169998,64.510002,63.299999,63.939999,13924700,56.875617
"367",64.190002,64.199997,63.560001,63.849998,12659600,56.795561
"368",63.27,63.34,62.880001,62.939999,32806700,55.986102
"369",62.950001,63.200001,62.700001,62.900002,8680000,55.950524
"370",62.59,62.650002,61.990002,61.990002,10362800,55.141065
"371",61.310001,61.639999,61.049999,61.27,5838800,55.006397
"372",61.880001,62.709999,61.779999,62.369999,11678000,55.993943
"373",62.82,63.130001,62.459999,62.779999,8923600,56.362029
"374",63.919998,64.739998,63.799999,64.720001,15032600,58.103706
"375",64.68,64.949997,64.349998,64.449997,9852700,57.861304
"376",64.870003,64.889999,63.299999,63.470001,15792800,56.981492
"377",64.099998,64.25,62.849998,63.360001,15294500,56.882737
"378",63.610001,63.93,63.259998,63.490002,10417800,56.999448
"379",63.57,64.809998,63.369999,64.449997,11504700,57.861304
"380",64.139999,64.449997,63.560001,63.779999,9566800,57.259799
"381",64.32,64.68,63.98,64.529999,8835700,57.933127
"382",63.869999,64.199997,63.349998,63.509998,10808700,57.017401
"383",64.080002,64.080002,63.139999,63.360001,14215500,56.882737
"384",63.380001,63.779999,62.93,63.18,9802400,56.721138
"385",63.650002,64.099998,63.57,64,9656700,57.45731
"386",64.360001,64.370003,63.549999,64.300003,19214300,57.726644
"387",64.18,64.279999,63.360001,63.529999,9024700,57.035357
"388",64.019997,64.730003,64.010002,64.519997,12247700,57.924147
"389",64.809998,65,64.580002,64.959999,8517800,58.319169
"390",65.059998,65.260002,64.620003,65.18,7428000,58.516679
"391",65.230003,66,65.18,65.980003,6503300,59.234898
"392",65.989998,66.32,65.900002,66.019997,4995100,59.270803
"393",65.970001,66.029999,65.300003,65.449997,5943900,58.759074
"394",65.309998,66.029999,65.25,65.879997,5702400,59.145116
"395",65.589996,65.93,65.529999,65.580002,4959700,58.875789
"396",65.589996,66,65.25,65.879997,16116200,59.145116
"397",65.75,65.879997,65.110001,65.480003,9243100,58.786013
"398",65.32,65.599998,64.830002,65.400002,11886900,58.71419
"399",65.440002,65.459999,64.610001,64.830002,15359900,58.202461
"400",64.959999,65.089996,64.410004,64.93,7934600,58.292237
"401",65.110001,65.400002,65,65.199997,8476600,58.534632
"402",65.110001,65.540001,64.839996,65.129997,6784600,58.471788
"403",65.279999,65.410004,64.93,65.230003,7402900,58.56157
"404",64.970001,65.279999,64.360001,65.260002,8978800,58.588502
"405",65.540001,65.690002,64.5,65.120003,8359900,58.462815
"406",65.260002,65.370003,65,65.279999,8095600,58.606455
"407",65.160004,65.25,64.790001,65.190002,11699800,58.525659
"408",65.279999,65.550003,64.540001,65.269997,14715500,58.597475
"409",65.230003,65.330002,64.879997,65,10125000,58.35508
"410",64.339996,65.449997,64.339996,65,12367900,58.35508
"411",64.830002,65.300003,64.760002,65.220001,10531400,58.552591
"412",65.529999,65.879997,65.220001,65.699997,12546100,58.983517
"413",65.620003,65.870003,65.459999,65.559998,10466300,58.857829
"414",65.330002,65.709999,65.129997,65.709999,7482100,58.992496
"415",65.860001,65.949997,65.559998,65.910004,13562900,59.172055
"416",65.970001,66.32,65.650002,65.690002,12275900,58.974544
"417",65.940002,65.970001,65.349998,65.589996,8282400,58.884761
"418",65.900002,66.019997,65.529999,65.639999,9036200,58.929653
"419",65.459999,65.580002,65.050003,65.190002,9535700,58.525659
"420",65.160004,65.389999,65.019997,65.260002,9248100,58.588502
"421",65.199997,65.349998,65.089996,65.239998,6889400,58.570543
"422",65.160004,65.349998,64.82,64.889999,10936200,58.256325
"423",64.709999,64.769997,64.25,64.599998,13954200,57.995971
"424",64.900002,64.949997,64.599998,64.68,9662500,58.067794
"425",64.75,64.860001,64.330002,64.610001,8978500,58.00495
"426",64.510002,64.949997,64.470001,64.650002,9023400,58.040862
"427",64.599998,65.160004,64.440002,64.919998,8194500,58.283257
"428",65.220001,65.279999,64.809998,64.989998,9057500,58.346101
"429",65.230003,65.239998,64.75,65.040001,8081700,58.390992
"430",65.080002,65.339996,64.870003,65,8150600,58.35508
"431",65.190002,66.050003,64.900002,65.099998,8991500,58.444856
"432",64.790001,64.790001,64.190002,64.459999,10478200,58.381458
"433",64.260002,64.639999,64.019997,64.449997,8523000,58.372399
"434",64.599998,65.419998,64.5,65.18,11581400,59.033563
"435",65.220001,65.260002,64.709999,65.080002,11489100,58.942994
"436",65.110001,65.260002,64.639999,64.830002,8813800,58.716569
"437",64.739998,64.870003,64.57,64.769997,6063900,58.662223
"438",64.690002,64.959999,64.540001,64.910004,7601000,58.789027
"439",64.459999,64.730003,64.190002,64.349998,9511100,58.28183
"440",64.269997,64.459999,64.120003,64.300003,8591800,58.236549
"441",64.949997,65.080002,64.739998,64.849998,11311100,58.73468
"442",64.830002,65,64.589996,64.739998,8410600,58.635053
"443",64.550003,65.150002,64.540001,65.099998,7284700,58.961105
"444",65.419998,65.440002,65.029999,65.330002,9884100,59.16942
"445",65.209999,65.379997,65.019997,65.080002,9612200,58.942994
"446",64.93,65.379997,64.849998,65.07,11372900,58.933935
"447",65.199997,65.459999,64.809998,65.120003,17707000,58.979223
"448",64.949997,65.269997,64.900002,65.209999,7321800,59.060733
"449",65,65.129997,64.760002,64.959999,7760400,58.834308
