"","PXD.Open","PXD.High","PXD.Low","PXD.Close","PXD.Volume","PXD.Adjusted"
"126",86.25,86.900002,84.220001,84.550003,1702600,84.302283
"127",84.739998,84.900002,82.809998,83.239998,1189700,82.996116
"128",83.75,84.120003,82.550003,83.25,809500,83.006089
"129",83.470001,84.470001,82.309998,84.290001,1132500,84.043042
"130",84.839996,85.32,84.07,84.199997,1097800,83.953302
"131",84.489998,85.459999,83.919998,84.639999,804200,84.392016
"132",84.470001,85.760002,84.169998,84.599998,802800,84.352132
"133",84.610001,85.660004,83.550003,85.370003,876700,85.11988
"134",85.07,85.650002,84.669998,85.059998,1785900,84.810783
"135",85.220001,86,84.529999,85.610001,803500,85.359175
"136",85.989998,87.559998,85.610001,87.260002,519000,87.004342
"137",87.190002,87.809998,86.650002,87.510002,577200,87.25361
"138",87.410004,87.510002,86.139999,86.620003,460600,86.366218
"139",86.18,86.43,85.660004,86.059998,284300,85.807853
"140",86.459999,86.82,85.660004,85.849998,560500,85.598469
"141",86.019997,87.779999,85.879997,87.529999,655200,87.273548
"142",87.389999,88,86.410004,86.940002,703400,86.68528
"143",86.75,87.339996,86.510002,86.82,462700,86.565629
"144",87.860001,89,87.400002,88.379997,920500,88.121056
"145",88.379997,88.629997,86.139999,87.519997,1035900,87.263575
"146",87.620003,88.760002,87.599998,88.150002,1299900,87.891734
"147",89.25,90.029999,86.959999,87.980003,2772300,87.722234
"148",88.169998,88.580002,86.010002,87.879997,1128000,87.622521
"149",87.559998,88.040001,85.900002,87.860001,983100,87.602583
"150",88.440002,90.360001,88.400002,89.870003,1015800,89.606696
"151",90.470001,92.599998,90.349998,91.889999,1018300,91.620774
"152",92.089996,93.489998,91.68,92.639999,1181100,92.368577
"153",92.330002,93.959999,91.82,93.410004,1153900,93.136325
"154",92.910004,93.809998,91.989998,93.610001,1801300,93.335736
"155",93.629997,94.849998,91.330002,91.949997,1395300,91.680596
"156",91.580002,91.580002,88.75,90.440002,2220600,90.175025
"157",91.400002,91.639999,89.269997,89.849998,1566400,89.58675
"158",89.949997,91.18,89.529999,90.510002,1109500,90.24482
"159",90.059998,90.059998,87.400002,88.449997,1037000,88.19085
"160",88.790001,91.779999,88.75,91.360001,842100,91.092328
"161",90.57,90.970001,89.019997,89.379997,1094300,89.118126
"162",89.790001,91.580002,89.43,91.150002,1244600,90.882944
"163",91.379997,95.25,91.269997,95.160004,1661200,94.881198
"164",95.449997,97.389999,95.160004,95.529999,1694600,95.250109
"165",95.019997,96.889999,94.620003,95.519997,1222500,95.240136
"166",95.410004,96.050003,94.25,94.830002,1115000,94.552163
"167",95.120003,96.620003,94.18,95.75,1622700,95.469465
"168",96.57,96.980003,94.410004,95,1297200,94.721663
"169",94.75,94.900002,92.199997,93.970001,2974700,93.694682
"170",93.620003,94.889999,93.620003,94.279999,1561900,94.003771
"171",93.949997,96.440002,93.57,96.330002,1413500,96.047768
"172",95.949997,97.290001,95.730003,96.400002,1009800,96.117562
"173",96.519997,98.730003,96.519997,98.690002,1136500,98.400854
"174",98.07,98.989998,97.389999,97.760002,1084300,97.473578
"175",98,101.650002,98,99.860001,1849500,99.567424
"176",99.629997,100.839996,99.629997,100.540001,1688300,100.245432
"177",100.389999,100.440002,98.860001,99.230003,1451100,98.939273
"178",99.43,101,97.870003,98.720001,1710400,98.430765
"179",99.059998,101.620003,98.800003,100.669998,1714200,100.375049
"180",100.93,101.43,99.650002,100.400002,1016700,100.105843
"181",100.860001,102.860001,100.5,102.860001,844300,102.558635
"182",103.190002,103.660004,101.110001,102.339996,1194500,102.040154
"183",102.699997,102.879997,98.839996,99.269997,1280300,98.979149
"184",99.230003,99.860001,98.339996,99.349998,941100,99.058916
"185",100.050003,100.669998,98.620003,100.019997,1441600,99.726951
"186",100.080002,101.029999,98.650002,100,956600,99.707013
"187",100.580002,101.239998,97.830002,99.279999,1195700,98.989122
"188",99.339996,99.800003,97.220001,97.449997,777800,97.164481
"189",97.370003,98.669998,96.68,97.370003,777900,97.084722
"190",95.589996,95.849998,93.589996,94.5,1566100,94.223128
"191",93.18,96.050003,92.779999,95.07,1258100,94.791457
"192",94.309998,97.559998,93.650002,97.139999,1576900,96.855392
"193",95.650002,97.949997,94.290001,96.949997,1742400,96.665946
"194",96.959999,99.349998,94.559998,95.75,1609700,95.469465
"195",97.68,100.099998,97,99.690002,1245900,99.397924
"196",101.32,101.32,98.07,98.720001,1836300,98.430765
"197",99.989998,101.349998,99.970001,100.940002,1856200,100.644262
"198",100.830002,101.239998,99.18,99.800003,1433400,99.507602
"199",99.160004,99.860001,97.589996,98,1175200,97.712873
"200",98.449997,99.449997,96.309998,99.349998,874000,99.058916
"201",99.449997,100.800003,98.779999,100.040001,1616900,99.746897
"202",100.129997,101.349998,99.610001,99.900002,1005200,99.607308
"203",101.440002,103.57,100.800003,102.769997,1777500,102.509942
"204",103.220001,104.290001,101.650002,102.809998,1523800,102.549841
"205",103.290001,103.919998,101.779999,101.919998,1063600,101.662094
"206",102.919998,104.839996,102.43,103.809998,2288400,103.547311
"207",103.980003,105.139999,103.849998,104.660004,2030900,104.395166
"208",104.300003,105.300003,103.559998,104.029999,1089900,103.766755
"209",104.5,105.040001,101.860001,102.339996,1530500,102.08103
"210",102.010002,103.779999,101.75,103.75,1007000,103.487465
"211",104.419998,106.07,103.830002,104.379997,1128300,104.115868
"212",104.300003,104.300003,101.610001,102.330002,1544100,102.07106
"213",101.389999,101.389999,96.589996,97.190002,1994500,96.944067
"214",98.400002,99.489998,96.410004,97.400002,1498200,97.153535
"215",96.68,98.739998,95.790001,98.239998,1498700,97.991406
"216",98.510002,100.480003,96.879997,100.040001,1837700,99.786854
"217",98.279999,99.230003,96.809998,98.5,1204600,98.25075
"218",98.610001,99.389999,97.889999,99.32,1302200,99.068675
"219",101.400002,102.860001,100.550003,102,2137100,101.741894
"220",102.43,102.519997,100.330002,100.940002,1061200,100.684578
"221",101.169998,101.459999,99.559998,100.370003,645100,100.116021
"222",100.82,100.830002,99.580002,100.5,846100,100.245689
"223",101.059998,101.379997,98.269997,100.879997,1047800,100.624725
"224",100.459999,101.379997,99.190002,100.120003,784200,99.866654
"225",100.230003,102.419998,99.900002,102.230003,1153800,101.971315
"226",102.620003,103.32,100.099998,101.199997,1347700,100.943915
"227",100.220001,100.220001,93.959999,96.220001,2977100,95.976521
"228",95.580002,95.75,89.18,92.330002,4475300,92.096365
"229",90.830002,91.519997,87.959999,88.709999,3352900,88.485522
"230",90.580002,91.120003,88.239998,89.080002,3173000,88.854589
"231",89.830002,94.620003,89.440002,93.919998,3307100,93.682338
"232",93.849998,95.860001,92.980003,95.199997,2432100,94.959098
"233",94.720001,94.720001,91.790001,93.209999,2546300,92.974135
"234",93.199997,94.440002,91,92.970001,1367500,92.734745
"235",93.099998,94.160004,91.400002,92.150002,1427500,91.91682
"236",91.639999,92.779999,89.720001,89.949997,1437000,89.722382
"237",88.849998,90.480003,88.059998,89.440002,1560800,89.213678
"238",89.959999,93,89.639999,91.830002,1579900,91.59763
"239",92.370003,92.900002,90,90.959999,922900,90.729829
"240",90.93,91.720001,89.260002,90.940002,2727800,90.709883
"241",89.169998,89.629997,88.150002,89.220001,1422300,88.994234
"242",90.5,92.239998,90.139999,90.730003,2982400,90.500415
"243",90.029999,92.07,89.839996,91.300003,1824000,91.068972
"244",90.900002,91.720001,90.32,91.120003,2016600,90.889428
"245",91.790001,92.230003,90.550003,91.139999,2677400,90.909374
"246",92.959999,93.480003,91,91.82,2049800,91.587653
"247",92.739998,94.889999,90.940002,91.279999,2064600,91.049019
"248",91.279999,92.760002,90.239998,91.550003,1148600,91.31834
"249",90.239998,92.529999,89.489998,91.18,1099500,90.949273
"250",90.779999,91.349998,87.75,88.080002,1119100,87.857119
"251",88.720001,89.400002,87.169998,88,1186800,87.77732
"252",87.959999,89.470001,86.739998,86.949997,1231100,86.729974
"253",87.300003,89.230003,87.080002,88.389999,1705500,88.166332
"254",87.82,88.18,86.339996,86.43,1316200,86.211293
"255",86.559998,86.82,82.410004,83.660004,1816600,83.448306
"256",84.82,86.330002,84.82,85.459999,1202000,85.243746
"257",84.379997,85.459999,83.650002,84.230003,1353500,84.016863
"258",84.32,85.489998,83.480003,84.800003,1609900,84.58542
"259",85.68,85.68,83.5,84.400002,1713500,84.186431
"260",83.779999,84.75,83.32,84.489998,1902800,84.2762
"261",85.010002,87.540001,84.839996,87.07,1098700,86.849673
"262",86.519997,87.720001,86.160004,86.360001,1147200,86.14147
"263",84.580002,86.029999,83.660004,85.839996,1708200,85.622782
"264",85.910004,86.050003,84.089996,84.440002,1848300,84.226331
"265",84.209999,85.5,83.629997,85.07,952500,84.854734
"266",85.68,87.5,85.540001,87.139999,1535900,86.919495
"267",87.230003,89.480003,87.150002,88.870003,1387500,88.645121
"268",89.110001,90.410004,89.110001,89.57,1318200,89.343347
"269",89.57,90.43,87.690002,90.099998,1355400,89.872004
"270",90.089996,92,90.089996,90.989998,1149500,90.759752
"271",90.809998,91.349998,89.470001,91.279999,1091900,91.049019
"272",92.650002,93.32,91.790001,92.510002,1208000,92.27591
"273",91.160004,92.190002,90.18,91.139999,1280800,90.909374
"274",89.739998,90.150002,87.32,87.57,1062200,87.348408
"275",87.099998,88.800003,86.739998,87.370003,833300,87.148917
"276",87.93,88.980003,87.440002,87.629997,1473900,87.408253
"277",88.18,88.370003,85.940002,86.089996,1392400,85.872149
"278",90.809998,95.349998,90.470001,95.029999,3600200,94.78953
"279",94.589996,94.93,92.830002,93.360001,1331000,93.123757
"280",94.440002,97.769997,94.379997,97.410004,2229700,97.163512
"281",98.349998,98.550003,96.650002,97.019997,1608400,96.774492
"282",97.75,99.540001,97.510002,98.389999,1292500,98.141028
"283",98.43,99.639999,97.599998,99.529999,910600,99.278143
"284",98.050003,99.57,97.529999,98.400002,880100,98.151005
"285",98.440002,98.879997,97.290001,97.559998,862500,97.313126
"286",96.970001,97.120003,94.510002,94.860001,1422500,94.619962
"287",94.989998,96.050003,93.129997,93.199997,1560500,92.964158
"288",92.599998,94.239998,91.889999,92.989998,2139400,92.754691
"289",94.620003,94.910004,92.010002,93,1492500,92.764668
"290",92.080002,93.839996,88.889999,88.989998,1877900,88.764813
"291",89.610001,89.610001,84.900002,87.589996,3782100,87.368354
"292",85.510002,85.989998,80.889999,81.089996,3919100,80.884802
"293",82.410004,82.800003,75.779999,78.580002,3095600,78.381159
"294",75.239998,75.769997,69.650002,70.580002,3339800,70.401402
"295",72.160004,76.339996,71.080002,76.139999,3965500,75.947331
"296",75.110001,77.220001,73.139999,73.419998,2638000,73.234212
"297",73.900002,78.660004,72.860001,77.400002,1925100,77.204144
"298",78.459999,78.510002,76.260002,77.550003,2263400,77.353766
"299",77.889999,80.860001,77.889999,80.660004,2070400,80.455897
"300",79.260002,79.940002,77.330002,79.139999,2111500,78.939739
"301",79.669998,81.279999,78.120003,78.940002,1138100,78.740248
"302",75.870003,76.190002,72.470001,73.75,3556900,73.563379
"303",72.980003,74.900002,71.699997,71.910004,2547900,71.728039
"304",73.989998,74.660004,70.529999,71.5,2950600,71.319072
"305",71.760002,73.830002,70.839996,73.82,2057500,73.633201
"306",73.389999,74.650002,72.559998,74.480003,1303800,74.291535
"307",75.239998,76.339996,71.989998,72.480003,1970800,72.296596
"308",71.760002,74.370003,70.489998,74.089996,1637600,73.902515
"309",75.410004,76.309998,74.620003,76.220001,1072600,76.02713
"310",75.480003,77.120003,74.650002,76.480003,1640800,76.286474
"311",77.540001,79.910004,77.309998,78.169998,1826100,77.972192
"312",78.949997,79.779999,77.809998,78.190002,1550500,77.992146
"313",76.139999,76.68,73.860001,74.389999,1447300,74.201759
"314",71.510002,73.25,71.279999,73.110001,1816900,72.924999
"315",74.959999,77.190002,74.309998,77.129997,1821300,76.934823
"316",76.209999,77.93,75.089996,75.540001,1929500,75.34885
"317",74.32,75.080002,71.949997,72.699997,1660300,72.516033
"318",71.300003,73.059998,70.940002,72.940002,1560800,72.755431
"319",73.059998,74.349998,71.690002,73.970001,1419700,73.782823
"320",74.279999,76.550003,72.839996,75.419998,1657500,75.229151
"321",76.5,79.190002,75.480003,78.989998,2787900,78.790117
"322",79.410004,80.739998,78.419998,80.629997,2496700,80.425967
"323",78.419998,78.599998,76.269997,77.709999,2439000,77.513357
"324",78.5,79.519997,76.169998,76.279999,1491300,76.086976
"325",76.419998,78.440002,74.290001,74.339996,2058400,74.151882
"326",71.080002,71.269997,66.610001,68.440002,3034500,68.266818
"327",67.699997,68.839996,66.879997,67.559998,1872600,67.38904
"328",67.910004,70.449997,65.949997,70.300003,1535700,70.122112
"329",72.599998,73.989998,71.519997,71.980003,1827700,71.797861
"330",72.239998,73.410004,68.540001,68.660004,1276800,68.524343
"331",70.720001,70.900002,66.68,68.5,1596800,68.364655
"332",67.099998,67.889999,65.730003,65.769997,1622100,65.640046
"333",64.870003,65.639999,61.68,61.82,2818200,61.697854
"334",60.23,65.489998,58.630001,65.309998,2500000,65.180956
"335",64.980003,68.400002,63.709999,68.230003,2614000,68.095192
"336",68.18,70.709999,67.239998,70.410004,1709600,70.270885
"337",71.110001,71.230003,67.559998,68.449997,1633000,68.314751
"338",69.279999,72,68.540001,71.419998,1389000,71.278884
"339",70.400002,72.089996,69.459999,69.870003,1521800,69.731951
"340",70.43,70.949997,69.660004,69.75,2457300,69.612186
"341",68.910004,70.300003,67.760002,69.949997,2335800,69.811787
"342",71.589996,75.529999,71.360001,75.440002,1996300,75.290945
"343",75.209999,76.169998,73.720001,73.93,1599100,73.783927
"344",73.75,79.849998,73.440002,79.190002,2456200,79.033536
"345",78.75,81.860001,78.449997,79.519997,2640700,79.362878
"346",79.330002,80.57,76.970001,80.089996,2673500,79.931752
"347",81.709999,83.260002,80.470001,82.029999,2086400,81.867921
"348",82.720001,84.800003,82.580002,84.669998,1680100,84.502704
"349",83.93,84.029999,81.339996,82.82,1703500,82.656361
"350",84.32,85.309998,81.25,83.959999,1469100,83.794108
"351",86.419998,89.43,85.440002,88.010002,1875100,87.836109
"352",87.199997,89.330002,86.82,88.489998,1536900,88.315156
"353",86.800003,86.970001,83.699997,83.900002,1746300,83.734229
"354",79.07,82.849998,77.849998,80.970001,2683800,80.810018
"355",87.790001,91.25,85.010002,91.160004,4009800,90.979887
"356",91.910004,94.800003,91.470001,94.150002,3038100,93.963977
"357",92.970001,94.050003,91.449997,93.169998,2199900,92.98591
"358",93.57,94.25,91.639999,92.029999,2513300,91.848163
"359",88.849998,89.050003,87.019997,88.589996,7510100,88.414957
"360",86.32,88.82,86.129997,86.300003,4307700,86.129489
"361",87.980003,93.5,87.980003,92.120003,4170100,91.937989
"362",91.169998,93.790001,90.760002,93.370003,2245800,93.185519
"363",92.93,93.529999,91.199997,93.029999,1127000,92.846187
"364",93.120003,94.5,92.150002,93.239998,2284700,93.055771
"365",92.699997,97.099998,92.580002,94.269997,2734300,94.083735
"366",93.949997,94.410004,90.099998,91.07,2397100,90.89006
"367",91.830002,92.389999,89.690002,89.82,1796100,89.64253
"368",88.589996,89.260002,86.709999,88.580002,1282200,88.404982
"369",88.400002,89.779999,86.839996,87.510002,1935000,87.337097
"370",86.440002,86.449997,83.510002,84.07,1562400,83.903891
"371",83.720001,85.18,83.410004,83.440002,274100,83.275139
"372",86.540001,88.809998,86.330002,87.910004,1363100,87.736308
"373",88.260002,90.199997,87.440002,89.379997,1611500,89.203397
"374",93.300003,94.989998,92.93,94.540001,1513600,94.353206
"375",94.160004,95.690002,93,93.739998,1468700,93.554783
"376",94.860001,95,92.580002,92.849998,1860100,92.666542
"377",94.330002,95.379997,92.620003,93.379997,1151800,93.195494
"378",93.68,95.150002,92.419998,94.400002,974400,94.213483
"379",93.93,93.93,90.529999,92.32,1659000,92.137591
"380",91.870003,92.529999,88.099998,88.449997,1747500,88.275234
"381",88.639999,91.709999,88.529999,91.160004,1606100,90.979887
"382",89.519997,89.669998,87.25,88.209999,1284800,88.035711
"383",88.839996,90.709999,85.980003,87.029999,1405400,86.858042
"384",85.599998,85.790001,80.949997,82.839996,2669900,82.676318
"385",84.239998,85.559998,82.279999,82.809998,1885900,82.646379
"386",83.400002,84.849998,82.599998,83.779999,2576500,83.614463
"387",83.949997,84.269997,80.989998,81.379997,1162200,81.219204
"388",83,86.449997,83,86.150002,1397800,85.979783
"389",86.150002,87.650002,84.730003,87.480003,1373300,87.307157
"390",87.599998,89.559998,87.330002,89.290001,1372100,89.113579
"391",89.510002,89.629997,87.839996,88.510002,926100,88.335121
"392",88.599998,90.639999,88.599998,90.019997,1087700,89.842132
"393",89.860001,90.290001,87.440002,87.830002,625500,87.656464
"394",88.199997,89.07,87.529999,88.970001,783700,88.794211
"395",88.699997,90.07,88.400002,89.480003,861300,89.303206
"396",91.839996,93.32,90.260002,92.629997,2276900,92.446976
"397",92.230003,93.669998,91.239998,93.559998,1625000,93.375138
"398",92.699997,95.629997,92.129997,95.5,2161900,95.311308
"399",96.129997,96.290001,94.010002,94.010002,1723900,93.824254
"400",94,95.010002,93.269997,95.010002,1424100,94.822278
"401",96.32,98.830002,96.18,97.660004,2640100,97.467044
"402",97.169998,97.580002,94.099998,94.349998,1633900,94.163579
"403",94.970001,98.620003,94.82,96.559998,3482800,96.369211
"404",95.349998,97.82,95.019997,97.629997,2340200,97.437097
"405",99.379997,99.800003,97.529999,99.150002,1132900,98.954098
"406",99.300003,100.169998,98.199997,99.599998,1785600,99.403205
"407",99.940002,101.690002,99.639999,100.889999,2024900,100.690657
"408",100.610001,100.779999,96.769997,97.709999,2516600,97.51694
"409",97.889999,100.5,97.769997,100.089996,1396900,99.892235
"410",96.860001,98.800003,96.860001,98.230003,1775000,98.035917
"411",98.010002,101.82,96.800003,101.489998,1750700,101.28947
"412",102,102.489998,97.860001,98.709999,1750500,98.514964
"413",98.610001,99.5,96.440002,97.419998,1818500,97.227512
"414",96,97.779999,95.089996,97.639999,1581000,97.447079
"415",98.220001,99.779999,97.339996,99.300003,2246200,99.103803
"416",100.290001,100.290001,98.239998,98.910004,1303600,98.714574
"417",101.690002,104.660004,101,102.660004,2294100,102.457164
"418",103.970001,105.879997,103.269997,104.389999,2302600,104.183742
"419",104.120003,106.839996,104.120003,105.739998,2665400,105.531073
"420",105,108.480003,102.110001,108.349998,3459200,108.135917
"421",108.75,112.410004,108.550003,109.839996,2578000,109.622971
"422",110.18,110.709999,108.349998,110.169998,1641300,109.952321
"423",107.940002,109.190002,107.599998,109.169998,1457900,108.954296
"424",110.440002,112.309998,108.650002,111.849998,1639300,111.629001
"425",112.120003,112.309998,109.730003,110.790001,2521000,110.571098
"426",111.550003,115.230003,111.300003,113.459999,2381900,113.235821
"427",113.290001,115.139999,112.330002,114.879997,1439200,114.653013
"428",115.629997,119.190002,113.099998,113.669998,3110800,113.445405
"429",114.769997,115,112.900002,113.760002,1419700,113.535231
"430",113.440002,114.959999,112.870003,113.699997,1298500,113.475345
"431",113.480003,114.949997,111.949997,114.699997,1721500,114.473369
"432",115.199997,117.910004,114.93,116.239998,2075200,116.010327
"433",115.099998,115.489998,113.760002,113.900002,1847500,113.674954
"434",114.18,114.18,110.989998,111.910004,2101500,111.688888
"435",113.139999,113.410004,108.669998,109.639999,3002000,109.423369
"436",110.620003,112.129997,109.580002,111.900002,1451000,111.678906
"437",110.919998,111.510002,107.690002,108.400002,1576500,108.185821
"438",108.150002,108.150002,103.410004,106.160004,2828600,105.950249
"439",105.139999,105.139999,101.160004,103.269997,2947100,103.065952
"440",103.309998,106.209999,101.620003,105.339996,1624400,105.131862
"441",106.220001,108.150002,104.790001,107.699997,1507500,107.4872
"442",108.230003,109.800003,107.190002,108.550003,1476800,108.335526
"443",108.540001,108.639999,106.480003,106.959999,1099300,106.748664
"444",108.059998,108.059998,105.269997,107.93,1068800,107.716749
"445",107.690002,108.879997,105.809998,106.400002,1002000,106.189773
"446",106.739998,107.629997,105.269997,106.550003,1204600,106.339478
"447",107.209999,110.57,107.209999,110.010002,2267100,109.792641
"448",109.43,111.419998,108.839996,111.309998,2385100,111.090067
