"","HUM.Open","HUM.High","HUM.Low","HUM.Close","HUM.Volume","HUM.Adjusted"
"51",48.419998,48.73,47.919998,48.509998,1908300,46.284523
"52",48.650002,48.91,48.32,48.5,1332100,46.274984
"53",48.009998,48.189999,47.209999,47.689999,1452600,45.502143
"54",47.529999,48.790001,47.43,48.669998,1966400,46.437183
"55",48.91,49.34,48.18,48.32,1255100,46.103241
"56",48.599998,49.009998,47.619999,48.939999,1215000,46.694797
"57",48.939999,48.98,47.98,47.98,918300,45.778839
"58",47.709999,48.299999,47.209999,47.790001,1607100,45.597557
"59",48.34,49.619999,48.130001,49.549999,1891800,47.276813
"60",49.689999,49.810001,49.009998,49.810001,1079000,47.524887
"61",50.23,51.080002,50.040001,51.080002,1327200,48.736624
"62",50.759998,51.07,50.32,50.880001,1292200,48.545798
"63",50.919998,51.110001,50.459999,50.849998,1237900,48.517172
"64",51.290001,51.959999,51.220001,51.84,964000,49.461756
"65",51.98,52.93,51.84,52.779999,1287400,50.358631
"66",52.939999,53.549999,52.43,52.599998,1582300,50.186888
"67",52.310001,52.98,52.029999,52.060001,1879300,49.671664
"68",52,52.169998,51.48,51.790001,2288000,49.414051
"69",51.630001,51.709999,51.139999,51.439999,1901000,49.080105
"70",51.490002,51.810001,50.290001,50.369999,2517300,48.059194
"71",50.77,51.290001,50.759998,50.98,2161300,48.641209
"72",51,51.470001,50.77,51,2554700,48.660292
"73",50.630001,50.689999,49.48,50.240002,3280400,47.93516
"74",49.959999,50.549999,49.650002,49.98,2209600,47.687086
"75",50.400002,50.580002,49.900002,50.25,1514600,47.9447
"76",50.150002,50.450001,49.849998,50.029999,1985600,47.734791
"77",50.240002,50.75,49.75,50.59,2672000,48.269102
"78",50.380001,50.549999,49.869999,50.139999,2070900,47.839746
"79",50.419998,50.57,49.889999,50.240002,1674600,47.93516
"80",50.59,50.75,49.790001,50.130001,1918800,47.830206
"81",50.07,50.490002,49.060001,49.290001,1979200,47.028742
"82",49.790001,50.540001,49.75,50.5,1823500,48.183231
"83",50.360001,50.650002,49.259998,49.59,1616700,47.314978
"84",49.709999,50.41,49,49.889999,1681300,47.601215
"85",50.23,51.009998,50.169998,50.849998,1820500,48.517172
"86",51.119999,51.740002,50.849998,51.290001,1197500,48.936989
"87",51.290001,52.299999,50.900002,52.200001,1975000,49.805241
"88",52.599998,54.27,52.259998,53.799999,3487800,51.331837
"89",53.630001,55.310001,53.48,54.310001,3328800,51.818442
"90",54.77,55.18,53.799999,54.84,3078700,52.324126
"91",54.959999,55.529999,54.549999,55.43,1834600,52.887059
"92",54.57,54.98,53.77,54.119999,2546000,51.637156
"93",54.290001,56.43,54.290001,55.98,2118500,53.411826
"94",56.099998,56.330002,55.509998,56.27,2060300,53.688523
"95",56.279999,57.139999,55.900002,56.970001,1561300,54.35641
"96",57.209999,58.09,57.150002,57.459999,1336500,54.823928
"97",57.130001,57.529999,56.84,57.209999,1432800,54.585398
"98",56.66,57.470001,56.02,57.369999,1780200,54.738057
"99",57.610001,58.040001,57.099998,57.84,1751800,55.186496
"100",57.810001,58.400002,57.560001,58.290001,2439300,55.615853
"101",59.25,59.799999,57.810001,58.68,2936800,55.98796
"102",59.25,61.330002,59.209999,60.639999,3083000,57.858041
"103",60.830002,61.25,58.970001,59.57,2543900,56.837129
"104",60.330002,60.349998,58.849998,59.259998,2418300,56.54135
"105",59.509998,60.060001,59.330002,59.560001,1476300,56.82759
"106",59.220001,59.939999,59.200001,59.619999,968600,56.884835
"107",59.540001,59.779999,58.91,59.119999,890800,56.407773
"108",59.040001,59.650002,58.200001,59.650002,1544000,56.913461
"109",59.360001,60.18,59.240002,59.970001,1051000,57.21878
"110",60.310001,60.310001,59.119999,59.200001,1190800,56.484105
"111",59.450001,59.619999,58.189999,58.549999,1347900,55.863923
"112",58.259998,58.389999,57.259998,57.560001,1258000,54.919343
"113",57.619999,58.369999,56.970001,58.049999,1032200,55.386861
"114",55.049999,56.84,54.57,56.810001,5910200,54.20375
"115",56.48,56.740002,55.610001,56.029999,3343800,53.459532
"116",55.73,58.68,55.119999,58.34,4433700,55.663558
"117",57.880001,57.880001,56.639999,56.889999,2921800,54.280078
"118",57.139999,57.470001,56.73,56.970001,1575800,54.35641
"119",56.48,57.189999,56.23,56.790001,750600,54.184667
"120",56.209999,56.439999,54.939999,56.400002,2326800,53.81256
"121",56.09,56.25,55.43,56.040001,2318400,53.469075
"122",56.900002,57.810001,56.860001,57.09,1753800,54.470904
"123",57.110001,57.540001,56.84,57.470001,1504300,54.833472
"124",56.959999,57.419998,56.639999,57.040001,1390300,54.423198
"125",57.040001,57.299999,56.400002,56.41,863000,53.8221
"126",56.970001,57.040001,55.849998,56.110001,1458800,53.535863
"127",56.200001,56.75,55.939999,56.43,1266000,53.841183
"128",56.450001,56.709999,55.900002,56.080002,1256600,53.507241
"129",56.209999,57.110001,56.200001,56.509998,1247200,53.91751
"130",56.619999,57.799999,56.060001,56.540001,2200400,53.946137
"131",56.529999,56.950001,55.93,56.029999,1065900,53.459532
"132",55.900002,55.900002,54.540001,54.580002,1774800,52.076056
"133",54.540001,55.240002,54.240002,55.040001,1639100,52.514952
"134",54.639999,55.5,54.459999,55.360001,1756500,52.820271
"135",55.439999,55.48,54.799999,54.84,1217900,52.324126
"136",54.869999,56.060001,54.610001,54.799999,1739000,52.28596
"137",54.93,55.93,54.689999,55.849998,1054700,53.287789
"138",55.700001,55.799999,55.25,55.43,631900,52.887059
"139",55.189999,55.369999,54.93,55.040001,489400,52.514952
"140",55.139999,55.220001,54.57,54.799999,630600,52.28596
"141",54.869999,55.049999,54.619999,54.669998,594900,52.161923
"142",54.619999,54.880001,54.5,54.59,556900,52.085595
"143",54.5,55.16,54.349998,54.740002,727500,52.228715
"144",55.060001,55.869999,55.009998,55.099998,1106600,52.572197
"145",54.959999,55.32,54.57,55.299999,1108200,52.763022
"146",55.009998,55.610001,54.959999,55.040001,1515500,52.514952
"147",55.360001,57.23,55.32,57.060001,2147700,54.442281
"148",57.07,57.59,56.209999,56.830002,1146300,54.222833
"149",56.599998,56.619999,55.68,55.810001,2106800,53.249627
"150",55.950001,57.450001,55.950001,57.32,1884900,54.690352
"151",57.34,57.650002,56.5,56.93,1463600,54.318244
"152",56.950001,57.73,56.689999,57.360001,1703100,54.728518
"153",57.470001,59.48,57.299999,59.349998,2040700,56.627221
"154",57.59,59.389999,57.59,59.290001,1978300,56.569976
"155",59.189999,59.349998,57.959999,58.360001,1760400,55.682641
"156",58.099998,58.529999,57.389999,57.799999,2699800,55.148331
"157",58.259998,58.400002,57.790001,58.009998,1885200,55.348696
"158",58.060001,58.380001,57.560001,57.799999,2183000,55.148331
"159",57.689999,58.23,57.5,57.990002,1326000,55.329616
"160",58,59.009998,57.82,58.599998,1361000,55.911628
"161",58.669998,60.41,58.400002,60.080002,1309800,57.323734
"162",60.209999,60.209999,58.040001,58.18,1332400,55.510898
"163",58.240002,58.68,57.77,57.970001,1466000,55.310533
"164",58.32,59.889999,58.209999,59.540001,1170000,56.808507
"165",59.240002,59.52,58.759998,58.950001,884000,56.245574
"166",58.740002,64.209999,57.959999,61.209999,5865800,58.401891
"167",61.799999,62.450001,59.75,60.540001,2838200,57.76263
"168",59.169998,60.439999,58.509998,58.740002,4660800,56.045209
"169",58.470001,58.82,57.970001,58.310001,1770700,55.634935
"170",58.330002,59.23,58.16,58.57,1800600,55.883006
"171",57.849998,58.630001,57.799999,58.580002,1392300,55.892549
"172",58.450001,59.02,58.240002,58.310001,1066700,55.634935
"173",58.349998,58.880001,57.700001,58.720001,992200,56.026126
"174",58.599998,59.5,58.59,59.459999,1763900,56.732175
"175",59.490002,60.66,59.470001,60.549999,1839800,57.77217
"176",60.459999,61.919998,60.439999,61.779999,2618000,58.945741
"177",61.25,61.900002,60.66,61.439999,1693500,58.621339
"178",63.950001,67,63.290001,63.950001,4843100,61.016191
"179",63.470001,64.699997,62.869999,62.919998,2611400,60.033441
"180",61.279999,63.700001,61.279999,62.720001,1458800,59.842619
"181",62.990002,63.169998,62.360001,62.599998,1580700,59.728122
"182",66.489998,66.82,64.900002,65.010002,3950600,62.027563
"183",65.050003,65.290001,63.259998,63.259998,1728000,60.357843
"184",63.169998,64.400002,62.650002,63.310001,2039800,60.405552
"185",63.990002,64.650002,63.779999,64.339996,2554300,61.388295
"186",64.5,64.959999,63.790001,64.559998,1941300,61.598203
"187",64.620003,65,62.66,63.040001,1910800,60.147939
"188",63.220001,63.860001,62.299999,63.18,1331500,60.281515
"189",63.200001,64.669998,62.950001,64.650002,1058400,61.684078
"190",64.099998,64.18,63.209999,63.790001,1384900,60.863531
"191",63.709999,64.730003,63.540001,64.449997,1232000,61.493249
"192",63.990002,64.190002,62.66,63.52,2002100,60.605917
"193",62.400002,64.300003,62.02,64.010002,1843700,61.073439
"194",63.799999,64.07,62.830002,62.889999,2106800,60.004819
"195",63.849998,64.43,63.490002,64.120003,1505700,61.178394
"196",65,65.940002,64.75,64.910004,2080300,61.932152
"197",65.639999,65.730003,64.57,65.239998,1128900,62.247007
"198",65.769997,66.370003,64.769997,64.790001,1163800,61.817655
"199",64.629997,66.029999,64.059998,65.790001,1268300,62.771778
"200",65.93,66.519997,65.830002,66.300003,962800,63.258383
"201",66.43,67.129997,66.010002,66.080002,936100,63.048475
"202",66.290001,66.400002,65.529999,66.099998,1082500,63.067554
"203",66.099998,66.75,65.800003,66.739998,675200,63.678192
"204",67.089996,68.849998,66.970001,68.769997,1525400,65.615061
"205",68.620003,70,68.07,69.940002,2266900,66.731391
"206",69.779999,70.330002,69.510002,69.989998,1747000,66.779093
"207",70,71.059998,69.82,70.980003,1719200,67.723681
"208",69.989998,71.080002,69.330002,70.379997,1602900,67.151201
"209",70.5,70.550003,69.480003,69.629997,1029100,66.435608
"210",69.379997,71.080002,69.379997,69.830002,1833500,66.626437
"211",69.970001,70.629997,69.519997,70.129997,902500,66.91267
"212",69.949997,70.239998,69.18,69.349998,1478500,66.168455
"213",69.360001,70.699997,69.349998,70.580002,1397000,67.34203
"214",71.269997,71.269997,70.32,70.709999,1894000,67.466063
"215",70.519997,71.330002,70.080002,71.190002,1225700,67.924046
"216",71.370003,71.400002,70.160004,70.779999,1583900,67.532852
"217",70.129997,70.129997,69.209999,69.620003,1683500,66.426072
"218",69.739998,70.790001,69.699997,70.550003,837000,67.313407
"219",71.25,71.660004,71.099998,71.400002,754600,68.124411
"220",72.480003,74.650002,72.029999,72.339996,1923700,69.021282
"221",72.32,72.75,71.800003,72.68,947800,69.345687
"222",75.959999,77.800003,75.5,76.690002,2700000,73.171724
"223",76.68,77.059998,75.139999,75.82,2579300,72.341634
"224",76.739998,77.480003,76,77.349998,2106400,73.801442
"225",77.480003,77.75,75.699997,76.120003,1800000,72.627874
"226",76.550003,77.059998,75,76.480003,2216000,72.971359
"227",76.18,76.379997,75.379997,75.419998,1680300,71.959983
"228",75.599998,75.949997,75.139999,75.260002,1588700,71.807327
"229",73.650002,76.110001,72.5,75.239998,1948100,71.788241
"230",76.029999,77.279999,75.989998,76.949997,1620400,73.419791
"231",77.040001,77.790001,76.910004,77.089996,1635500,73.553368
"232",77.160004,78.279999,76.940002,78.18,1208800,74.593366
"233",77.870003,78.769997,77.410004,78.5,1884600,74.898685
"234",78.110001,78.529999,76.650002,78.5,1736300,74.898685
"235",78.5,79.599998,77.669998,78.330002,1277000,74.736486
"236",78.080002,79.239998,77.349998,78.540001,1013700,74.936851
"237",78.150002,78.410004,77.360001,77.660004,1250900,74.097225
"238",77.879997,80.160004,77.660004,80.050003,1536500,76.377579
"239",80.330002,80.379997,79.279999,79.440002,1831800,75.795563
"240",79.68,80.419998,79.239998,79.790001,1622700,76.129505
"241",79.129997,79.800003,78.330002,79.239998,1541000,75.604734
"242",79.269997,79.32,77.260002,78,1762400,74.421623
"243",77.669998,78.980003,77.25,77.519997,2092900,73.963641
"244",77.300003,79.580002,76.690002,79.279999,2597400,75.6429
"245",79.459999,79.779999,78.610001,79.400002,1341400,75.757398
"246",79.860001,80.790001,79.860001,80.529999,1882300,76.835554
"247",80.470001,80.830002,79.900002,79.910004,1094600,76.244003
"248",79.949997,80.779999,79.489998,80.010002,1140900,76.339413
"249",79.110001,79.480003,78,78.019997,1260800,74.440703
"250",77.139999,77.730003,76.82,77.110001,1820000,73.572454
"251",77.510002,78.110001,77.260002,77.290001,943400,73.744197
"252",77.190002,78.529999,76.610001,77.709999,1643400,74.144927
"253",78.370003,80.809998,77.730003,79.989998,1799800,76.320327
"254",79.519997,79.879997,77.709999,78.190002,1286600,74.602909
"255",78.32,79.150002,78.220001,78.220001,1143600,74.631532
"256",78.959999,80.25,78.480003,79.709999,996800,76.053174
"257",79.449997,80.18,78.230003,78.269997,1143200,74.679234
"258",78.459999,78.900002,77.169998,78.199997,921600,74.612445
"259",78.860001,79.279999,77.279999,77.510002,1581000,73.954105
"260",77.089996,80.370003,77.089996,80.260002,1383500,76.577944
"261",80.879997,82,80.349998,81.639999,1228800,77.894632
"262",81.690002,83.400002,81.5,81.620003,2124200,77.875553
"263",80.849998,81.610001,79.010002,81.459999,1778600,77.722889
"264",81.440002,81.589996,79.919998,80.379997,1336000,76.692434
"265",80.5,81.290001,79.669998,80.919998,902300,77.207662
"266",81.209999,82.900002,80.940002,82.550003,1054800,79.006977
"267",82.940002,82.940002,81.449997,81.57,1164400,78.069035
"268",81.849998,82.309998,80.459999,80.540001,1433200,77.083244
"269",80.900002,83.220001,80.900002,83.120003,1267600,79.552513
"270",83.300003,83.419998,82.050003,83.019997,830100,79.456799
"271",83.010002,84.32,82.389999,83.550003,1109600,79.964057
"272",83.959999,84.019997,81.400002,81.739998,2429400,78.231737
"273",80.830002,81.050003,79.82,80.82,1871700,77.351225
"274",80.080002,80.160004,79.480003,79.870003,1412400,76.442002
"275",79.709999,81.529999,79.650002,80.400002,1167200,76.949253
"276",80.400002,82.269997,80.400002,80.900002,1133200,77.427793
"277",81.139999,81.949997,80.690002,80.980003,864500,77.504361
"278",81.160004,81.309998,80.199997,80.550003,991400,77.092817
"279",80.330002,80.879997,79.290001,80.470001,1314600,77.016248
"280",80.610001,80.610001,79.019997,79.739998,1610900,76.317577
"281",80.059998,80.190002,78.529999,79.449997,1544200,76.040023
"282",79.889999,80.970001,79.610001,79.830002,1086700,76.403718
"283",79.809998,80.279999,79.32,79.589996,711800,76.174013
"284",79.18,80.050003,78.779999,79.099998,1662400,75.705046
"285",79.57,79.93,78.260002,79.099998,1378900,75.705046
"286",78.370003,78.370003,74.629997,74.769997,3211100,71.560887
"287",74.989998,76.400002,74.470001,75,2756300,71.781018
"288",74.169998,75.290001,71.269997,74.580002,3522100,71.379046
"289",78.690002,78.760002,70.43,72.360001,8098100,69.254327
"290",72.260002,75.110001,71.599998,73.07,4495400,69.933853
"291",72.870003,73.5,69.790001,73.269997,4112800,70.125266
"292",72.260002,72.82,70.07,70.089996,3306100,67.081751
"293",70.470001,71.620003,68.75,70.919998,3036400,67.876129
"294",69.230003,69.669998,65.5,65.650002,4595900,62.83232
"295",67.629997,71.900002,66.760002,71.75,4718000,68.670508
"296",70.400002,72.550003,68.879997,69.709999,4774400,66.718063
"297",69.400002,75.07,69.160004,74.089996,3230600,70.910072
"298",74.519997,75.449997,73.639999,74.209999,2246000,71.024924
"299",75.099998,75.389999,72.839996,74.040001,2268200,70.862222
"300",73.099998,75.040001,72.900002,74.529999,2002700,71.331189
"301",74.989998,76.050003,73.669998,74.290001,1126100,71.101492
"302",72.160004,72.57,70.790001,72.040001,2021400,68.948062
"303",70.849998,72.519997,69.449997,69.760002,3e+06,66.76592
"304",71.32,71.459999,69.25,69.660004,1760700,66.670213
"305",69.879997,71.900002,69.129997,71.870003,2105700,68.78536
"306",71.419998,73.279999,71.160004,72.669998,2012100,69.55102
"307",73.269997,73.739998,70.489998,70.790001,1819600,67.751711
"308",70.540001,73.419998,68.580002,73.290001,1568600,70.144412
"309",74.209999,74.910004,73.330002,74.889999,1123900,71.675739
"310",74.889999,77.260002,74.199997,76.800003,1458700,73.503766
"311",77.18,78.809998,76.830002,77.639999,1982100,74.30771
"312",77.690002,78.68,76.019997,76.349998,1229000,73.073075
"313",74.919998,75.959999,74.139999,74.18,1273800,70.996213
"314",71.830002,74.379997,71.360001,74.029999,1043300,70.852649
"315",75.330002,76.940002,74.769997,76.480003,988200,73.1975
"316",76.059998,77.339996,75.160004,75.440002,849000,72.202136
"317",74.599998,74.75,71.970001,72.459999,1534800,69.350034
"318",71.660004,73.730003,71.209999,73.5,1466500,70.345398
"319",74.019997,77.010002,72.900002,76.599998,1783300,73.312345
"320",76.510002,78.860001,74.57,77.82,2347500,74.479984
"321",78.470001,78.650002,76.339996,78.260002,1820400,74.901102
"322",78.75,79.529999,77.379997,79.400002,1844900,75.992173
"323",78.260002,79.599998,77.849998,79.239998,1444300,75.839037
"324",79.589996,79.800003,76.739998,76.870003,2477900,73.570761
"325",76.550003,77.709999,74.949997,75,1519600,71.781018
"326",72.57,76.690002,72.57,76.269997,3161500,72.996507
"327",75.260002,77.800003,75.18,77.080002,2338400,73.771747
"328",77.809998,79,76.650002,78.629997,2264700,75.255217
"329",79.809998,80.639999,78.519997,79.410004,1563900,76.001746
"330",79.510002,79.510002,76.139999,76.330002,1793800,73.284653
"331",77.5,77.720001,73.620003,75.07,1631400,72.074921
"332",74.199997,74.889999,72.690002,72.730003,2056200,69.828284
"333",72.720001,72.720001,67.400002,69.160004,3305800,66.400717
"334",68.199997,68.589996,65.199997,68.43,3600000,65.699839
"335",68.43,70.449997,68.050003,69.540001,2245300,66.765553
"336",69.739998,70.889999,69.209999,70.379997,1725800,67.572036
"337",71.029999,71.370003,69.220001,70.110001,1657200,67.312812
"338",71.379997,72.370003,71.120003,72.349998,1111000,69.46344
"339",71.489998,72.5,71.209999,71.809998,1281200,68.944984
"340",73.220001,75.82,73.220001,74.769997,2577300,71.786887
"341",74.620003,75.589996,73.300003,74.019997,1488000,71.06681
"342",74.949997,75.190002,73.989998,75.169998,1052100,72.17093
"343",74.709999,75.860001,74.089996,74.220001,798700,71.258835
"344",73.559998,74.599998,71.599998,73.559998,1969000,70.625164
"345",73.660004,75.589996,73.360001,74.089996,1622900,71.134017
"346",74.540001,74.739998,73.099998,74.290001,1295700,71.326042
"347",75.199997,76.330002,74.919998,76.290001,1309400,73.246248
"348",79.089996,81.489998,78.730003,79.93,3600400,76.741022
"349",79.82,80.550003,79.139999,79.699997,2289700,76.520195
"350",80.599998,81.190002,79.650002,80.540001,1674100,77.326685
"351",82.599998,82.809998,79.889999,80.93,1798000,77.701124
"352",80.239998,81.389999,80.010002,80.349998,1958500,77.144263
"353",82.75,87.32,82.010002,84.889999,6704300,81.503131
"354",82.809998,84.360001,82.760002,83.760002,3483100,80.418217
"355",84.559998,86.660004,83.879997,85.919998,2481500,82.492036
"356",86.93,87.040001,85.599998,86.620003,1574500,83.164112
"357",86.220001,86.889999,84.889999,86.580002,1624400,83.125707
"358",87.010002,88.32,86.089996,87.150002,1901200,83.672965
"359",87.410004,87.470001,85.709999,87.150002,2149500,83.672965
"360",85.839996,87.150002,85.580002,86.309998,1781800,82.866475
"361",86.889999,87.110001,84.959999,86.57,1190500,83.116104
"362",87.379997,88.330002,87.379997,88.110001,1355800,84.594663
"363",87.510002,88.599998,86.790001,87.720001,1278800,84.220224
"364",87.650002,89.220001,87.080002,88.660004,1220400,85.122723
"365",88.93,89.059998,84.910004,85.029999,1676400,81.637545
"366",84.690002,86.199997,83.940002,84.790001,1609500,81.407122
"367",86.440002,86.5,84.849998,85.120003,1405300,81.723958
"368",84.129997,84.669998,83.5,83.940002,1117600,80.591036
"369",83.68,85.160004,83.300003,84.440002,921900,81.071088
"370",83.589996,83.589996,81.5,82.010002,968400,78.738037
"371",81.93,82.43,80.889999,80.889999,534100,77.662719
"372",83.190002,84.610001,82.879997,84.160004,892600,80.80226
"373",84.339996,86.75,84.339996,85.480003,1448900,82.069595
"374",87.559998,88.68,86.540001,88.68,1605600,85.141922
"375",87.989998,89.379997,87.989998,89.029999,1223500,85.477956
"376",89.980003,90,87.980003,89.110001,2133200,85.554766
"377",90.040001,90.760002,86.019997,86.870003,2304800,83.404138
"378",87.099998,87.389999,85.800003,86.559998,1317200,83.106501
"379",86.379997,87.279999,85.360001,86.82,1674100,83.35613
"380",86.510002,87.160004,85.239998,85.370003,757200,81.963983
"381",86.129997,87.07,85.93,86.849998,955700,83.384932
"382",86.489998,87.419998,85.980003,86.540001,1323100,83.087302
"383",87.010002,88.230003,85.660004,86,1522400,82.568846
"384",85.940002,86.519997,84.379997,84.540001,1815800,81.167096
"385",85.110001,85.879997,84.410004,84.589996,1218400,81.215097
"386",85.309998,86.330002,84.470001,84.75,1834100,81.368717
"387",84.709999,85.620003,84.419998,84.669998,765500,81.291907
"388",85.82,86.730003,85.459999,86.629997,906500,83.173708
"389",86.43,88.050003,86.260002,87.93,1196500,84.421844
"390",87.989998,88.769997,87.769997,88.269997,658300,84.748276
"391",88.809998,89.860001,88.559998,89.599998,585000,86.025214
"392",89.699997,90.949997,89.279999,89.830002,741300,86.246041
"393",89.910004,90.400002,87.370003,87.629997,834400,84.368612
"394",88.029999,88.769997,87.589996,88.25,683900,84.96554
"395",88.400002,88.400002,87.5,87.610001,739800,84.34936
"396",89.209999,89.5,87.839996,88.330002,1287300,85.042564
"397",88.339996,90.389999,87.779999,89.93,1972000,86.583015
"398",89.43,91.760002,89.199997,91.68,1954400,88.267884
"399",91.980003,94.849998,91.75,92.25,2809800,88.816669
"400",92.980003,93.449997,91.779999,93.25,1512900,89.779452
"401",93.870003,94.989998,93.720001,94.309998,1269500,90.799999
"402",94.440002,94.769997,93.199997,94.519997,1367500,91.002182
"403",94.879997,94.879997,93.410004,93.889999,989100,90.395632
"404",93.690002,94.760002,93.18,94.709999,976200,91.185113
"405",95.75,96.459999,95.080002,95.5,1276300,91.945712
"406",95.690002,95.779999,93.639999,94.519997,1326700,91.002182
"407",94.440002,95.449997,94,94.940002,1466200,91.406556
"408",93.919998,94.360001,90.949997,92.150002,2211400,88.720393
"409",92.290001,93.629997,91.190002,91.779999,1415000,88.36416
"410",91.529999,92.150002,90.529999,90.82,1574100,87.43989
"411",89.93,90.279999,86.349998,89.550003,3013000,86.21716
"412",89.849998,89.989998,84.550003,87.110001,5521500,83.867969
"413",86.989998,88.82,86.910004,88.260002,1851500,84.97517
"414",87.370003,88.349998,86.760002,88.190002,1197300,84.907775
"415",88.830002,89.93,88.43,89.019997,1430400,85.706879
"416",89.639999,93,89.050003,91.650002,2970600,88.239001
"417",91.410004,91.410004,89.510002,90.279999,1649400,86.919987
"418",91.010002,91.599998,88.690002,90.120003,1988000,86.765946
"419",87.349998,87.720001,84.510002,85.25,5324500,82.077193
"420",85.25,86.220001,84.82,86.169998,2620300,82.962951
"421",86.129997,86.400002,84.75,85.150002,2552700,81.980916
"422",85.160004,85.540001,84.040001,85.160004,2061500,81.990546
"423",84.739998,86.050003,84.360001,85.739998,1371300,82.548954
"424",86.019997,87.230003,85.519997,86.889999,2153300,83.656155
"425",86.879997,89.339996,86.699997,88.599998,2362200,85.302512
"426",89.300003,89.720001,87.260002,87.5,1680200,84.243453
"427",87.32,88.099998,86.910004,87.790001,1728600,84.522661
"428",87.900002,89.230003,87.900002,88.610001,1862500,85.312142
"429",90.489998,93,89.32,90.139999,3324400,86.785198
"430",91.690002,91.690002,88.089996,89.160004,1759200,85.841675
"431",88.889999,89.610001,87.68,87.779999,1828800,84.513031
"432",87.68,89.089996,87.650002,89,1624800,85.687627
"433",89.239998,91.599998,88.580002,88.650002,3587500,85.350654
"434",88.660004,89.269997,87.830002,88.57,1687600,85.27363
"435",88.139999,88.949997,87.019997,87.099998,4390900,83.858339
"436",87.110001,88.07,86.849998,87.720001,1869000,84.455267
"437",87.449997,88.040001,86.93,87.239998,1184800,83.993128
"438",86.830002,87.93,86.790001,87.480003,1197900,84.224201
"439",86.580002,87.860001,85.169998,85.709999,1447000,82.520072
"440",85.790001,86.940002,85.379997,86.440002,1109500,83.222906
"441",87,88.080002,86.739998,87.800003,853700,84.532291
"442",87.699997,88.260002,86.519997,87.059998,1507600,83.819827
"443",86.629997,87.269997,86.019997,86.260002,983500,83.049605
"444",86.650002,87.129997,85.690002,86.959999,1159500,83.72355
"445",86.660004,88.410004,86.540001,87.300003,1646100,84.0509
"446",87.410004,88,86.529999,87.019997,862400,83.781315
"447",86.949997,87.300003,86.529999,86.639999,1583400,83.41546
"448",86.239998,87.760002,86.099998,87.169998,1311800,83.925733
