"","DO.Open","DO.High","DO.Low","DO.Close","DO.Volume","DO.Adjusted"
"33",63.189999,63.5,60.91,62.830002,1783200,48.211873
"34",62.43,62.98,61.060001,61.220001,1734200,46.976457
"35",60.73,61.720001,59.290001,59.810001,2115600,46.559977
"36",59.380001,59.889999,58.75,59.490002,2169100,46.310868
"37",60.34,62.299999,60.130001,61.68,1992600,48.015705
"38",61.52,63.470001,60.830002,63.34,2255300,49.307956
"39",63.5,67.800003,63.5,67.279999,3068100,52.375106
"40",67.290001,67.980003,66.300003,67.489998,2296900,52.538583
"41",66.5,67.190002,65.610001,66.43,1239200,51.713413
"42",67.129997,67.129997,65.379997,65.650002,1191300,51.106211
"43",64.629997,65.080002,63.799999,64.830002,1348500,50.46787
"44",63.93,63.93,61.650002,62.259998,2641900,48.467213
"45",61.25,62.139999,60.779999,61.02,2466600,47.501918
"46",60.939999,61.779999,60.450001,60.509998,1733100,47.1049
"47",60.380001,61.380001,59.790001,61.369999,1503900,47.77438
"48",62.349998,63.32,61.450001,62.189999,1916200,48.412721
"49",62.459999,62.459999,60.849998,61.23,1530300,47.665395
"50",61.16,61.369999,59.75,60.130001,1266400,46.809085
"51",59.990002,59.990002,58.299999,59.029999,1544600,45.952772
"52",59.279999,60,58.939999,59.080002,1247100,45.991698
"53",58,61.189999,57.759998,59.810001,2782100,46.559977
"54",59.59,59.740002,58.5,59.27,1429300,46.139605
"55",59.549999,60.139999,58.330002,58.419998,1295300,45.477908
"56",58.720001,60.110001,58.18,60,1541700,46.707884
"57",59.540001,60.75,59.349998,59.5,1740800,46.318652
"58",59.25,59.869999,57.959999,58.18,1533300,45.291078
"59",59.310001,61.689999,59.130001,60.91,1825000,47.416287
"60",60.959999,61.5,59.400002,60.810001,2128900,47.338442
"61",61.41,61.669998,60.099998,60.48,1389300,47.081547
"62",60.099998,61.009998,59.799999,60.41,1022900,47.027054
"63",60.259998,61.529999,60.259998,61.009998,1117300,47.494132
"64",61.630001,61.73,60.099998,60.360001,1298200,46.988132
"65",60.91,62.82,60.790001,62.259998,1812900,48.467213
"66",63.209999,63.939999,62.77,63.150002,1641300,49.160049
"67",63.279999,64.059998,62.02,63.759998,2518200,49.63491
"68",63.330002,63.59,61.32,62.200001,2483900,48.420507
"69",61.490002,62.450001,61.080002,61.509998,1244300,47.883365
"70",61.470001,62.32,61,61.900002,1397200,48.186968
"71",62.32,63.66,61.529999,63.130001,1470500,49.14448
"72",62.970001,63.360001,62.060001,62.330002,2085600,48.521708
"73",62.66,63.290001,62.09,63.060001,2097800,49.089987
"74",62.189999,62.82,61.560001,61.889999,1506800,48.179182
"75",62.439999,63.34,62.200001,62.82,1370200,48.903154
"76",63,65.480003,62.939999,64.769997,2773400,50.421158
"77",65.099998,66.910004,64,66.629997,3223200,51.869103
"78",66.790001,69.699997,66.599998,68.879997,3207800,53.620649
"79",69.419998,70.440002,66.629997,67.769997,3037100,52.756552
"80",68.910004,69.32,66.209999,66.660004,2930300,51.892462
"81",66.550003,67.050003,64.910004,65.260002,1772900,50.80261
"82",66.230003,67.57,66,66.870003,1737700,52.055939
"83",67.169998,67.5,66.529999,66.800003,1315000,52.001447
"84",67.559998,67.75,65.300003,66.019997,1133000,51.394239
"85",65.989998,67.800003,65.720001,67.129997,1423400,52.258335
"86",67.239998,67.800003,66.300003,66.68,806400,51.908029
"87",66.449997,69.720001,66.139999,69.370003,3945000,54.002101
"88",70.150002,71.209999,69.309998,70.940002,2681000,55.22429
"89",71.129997,72.650002,70.610001,71.709999,2585900,55.823705
"90",72.139999,72.190002,70.110001,71.650002,1610400,55.776999
"91",71.470001,72.910004,71.230003,72,1571700,56.049461
"92",70.849998,70.849998,68.550003,68.660004,2407900,53.449392
"93",69.099998,70.080002,68.010002,68.870003,2728600,53.612868
"94",71.739998,71.739998,67.290001,68.629997,3777600,53.426033
"95",70.309998,70.639999,69.300003,69.510002,1895800,54.111085
"96",70.75,70.790001,69.419998,69.5,2136100,54.103299
"97",68.93,69.290001,68.459999,68.769997,2069500,53.535017
"98",68.269997,68.720001,67.260002,67.800003,2528000,52.779911
"99",67.459999,67.959999,65.730003,66.300003,2556600,52.28701
"100",66.269997,66.449997,65.32,66.160004,2196400,52.1766
"101",67.330002,67.949997,66.120003,66.849998,1911000,52.72076
"102",67.43,67.940002,66.889999,67.809998,1761500,53.477856
"103",68.190002,68.650002,67.349998,68.639999,2045500,54.132431
"104",69.769997,70,68.82,69.730003,3630600,54.992054
"105",69.830002,70,69.050003,69.800003,1531600,55.047259
"106",69.510002,72.529999,69.510002,72.290001,3102200,57.010978
"107",73.349998,76.389999,72.389999,73.059998,4772300,57.61823
"108",73.290001,74.260002,71.699997,74.120003,2459400,58.454195
"109",73.129997,73.739998,71.889999,72.239998,1921800,56.971543
"110",71.190002,72.230003,69.790001,70.470001,2099200,55.575648
"111",71.110001,71.150002,68.309998,68.75,2360400,54.219182
"112",68.230003,68.75,66.620003,67.949997,1919300,53.588265
"113",67.610001,68.660004,67.230003,68.059998,1734900,53.675016
"114",69,69.110001,68.029999,68.339996,2149900,53.895835
"115",67.779999,68.989998,67.779999,68.93,1594300,54.361138
"116",68.610001,68.629997,66.559998,67.529999,1656300,53.257037
"117",66.690002,66.75,65.519997,65.849998,1478300,51.932117
"118",66.160004,66.449997,65.459999,65.730003,1628000,51.837484
"119",65.459999,66.400002,65.019997,65.239998,665100,51.451044
"120",64.970001,66.419998,64.169998,66.110001,1749600,52.137166
"121",64.989998,66.489998,63.369999,64.760002,3948500,51.072499
"122",65.760002,66.199997,65.160004,65.910004,2014300,51.97944
"123",66,67.339996,65.900002,66.75,1804600,52.641897
"124",66.599998,66.860001,65.769997,66.230003,1511900,52.231805
"125",66.099998,66.360001,65.610001,65.720001,1163900,51.829596
"126",66.709999,66.870003,64.519997,64.739998,2485700,51.056723
"127",64.82,65.43,63.869999,65.370003,2230500,51.553572
"128",65.919998,66.150002,64.57,65.220001,1625700,51.435274
"129",65.489998,65.690002,64.660004,65.489998,1697000,51.648205
"130",66.029999,66.239998,65.489998,65.599998,2573900,51.734956
"131",65.760002,66.440002,64.730003,64.839996,2234900,51.135586
"132",64.860001,65.699997,63.119999,63.389999,3261600,49.992057
"133",62.990002,64.190002,62.900002,63.759998,2137200,50.283854
"134",63.900002,64.790001,63.560001,64,1762200,50.473129
"135",64.059998,64.300003,63.41,64.059998,1216600,50.520446
"136",64.32,64.949997,64.169998,64.18,1550700,50.615085
"137",64.199997,65.260002,64.010002,64.910004,1605100,51.190797
"138",64.720001,65.199997,64.389999,65.019997,754400,51.277542
"139",64.82,64.849998,64,64.150002,715900,50.591427
"140",64.43,64.589996,64.110001,64.239998,902300,50.662402
"141",64.260002,66.239998,64.260002,66.050003,1897200,52.089849
"142",66.110001,66.5,65.269997,65.93,1226700,51.99521
"143",65.949997,67.029999,65.709999,66.870003,1113200,52.736536
"144",68,68.209999,65.5,65.690002,2882300,51.805937
"145",65.989998,66.089996,64.5,64.739998,2401000,51.056723
"146",64.669998,68.230003,63.970001,68.139999,4059900,53.738109
"147",68.360001,69.389999,67.010002,67.290001,2598500,53.067764
"148",70.080002,70.849998,69.43,70.57,4619900,55.654511
"149",70.910004,71.400002,69.139999,69.330002,2900600,54.676596
"150",70.230003,70.599998,69.75,70.300003,2188900,55.44158
"151",71.900002,72.410004,70.660004,71.650002,3108600,56.506247
"152",71.860001,72.779999,70.949997,72.139999,2742600,56.89268
"153",71.949997,74.910004,71.940002,74.900002,3709200,59.069335
"154",74.800003,75.290001,73.809998,75.010002,2678200,59.156086
"155",75.089996,75.239998,73.760002,73.940002,2586400,58.312239
"156",73.470001,74.849998,72.110001,74.489998,2721200,58.745989
"157",75.230003,75.699997,73.040001,73.370003,1861400,57.862713
"158",72.5,73.809998,71.43,72.379997,2165800,57.081952
"159",72.269997,72.459999,71.029999,72.32,1848400,57.034636
"160",72.760002,74.75,72.440002,73.959999,2009900,58.328009
"161",73.610001,74.059998,71.330002,72,2582700,56.78227
"162",72.110001,72.599998,70.059998,70.190002,2878400,55.354829
"163",70.300003,72.510002,69.379997,71.709999,3201100,56.553563
"164",72.199997,72.239998,70.839996,71.25,1879500,56.190788
"165",71.029999,72.620003,70.720001,72.349998,1894200,57.058294
"166",73.150002,74.150002,71.650002,72.900002,3321100,57.49205
"167",72.309998,72.489998,71.050003,71.669998,2206800,56.522017
"168",72.489998,72.900002,71.75,72.120003,1799800,56.87691
"169",71.959999,72.040001,70.580002,71.82,1756700,56.640315
"170",70.919998,71.519997,68.870003,69.389999,2339400,55.398853
"171",69.029999,70.739998,68.940002,70.25,1919900,56.085451
"172",69.989998,70.279999,68.900002,69.910004,2108300,55.814008
"173",69.830002,73.099998,69.830002,73.089996,3230200,58.352817
"174",73.809998,73.93,71.699997,72.379997,2090700,57.785976
"175",72.779999,74.739998,72.559998,73.830002,2687700,58.943615
"176",73.980003,76.269997,73.190002,75.970001,3281900,60.652125
"177",75.93,76.43,74.849998,75.620003,2193800,60.372697
"178",76.480003,76.919998,73.959999,74.540001,1883900,59.510456
"179",74.800003,77.169998,74.589996,76.029999,2764200,60.700025
"180",76.349998,78.190002,75.910004,76.32,2597400,60.931553
"181",77,77.699997,76.010002,77.599998,1571300,61.953465
"182",77.410004,78.57,76.059998,78.230003,2156600,62.456441
"183",78.610001,80.150002,76.800003,77,3462600,61.474444
"184",76.669998,79.389999,76.419998,78.959999,2221100,63.039248
"185",79.050003,79.400002,77.220001,78.440002,1827800,62.624098
"186",78.559998,78.900002,77.830002,78.730003,1452200,62.855626
"187",78.940002,79.449997,76.589996,76.830002,1618700,61.338723
"188",77.18,77.18,75.349998,75.870003,1271800,60.572289
"189",75.870003,77.110001,75.529999,75.910004,1101600,60.604225
"190",74.949997,74.949997,72.190002,72.370003,2692500,57.777996
"191",72.360001,74.589996,71.589996,74.110001,1510900,59.167157
"192",73.540001,74.5,72.32,74.360001,1405400,59.36675
"193",71.93,75,71.410004,74.199997,2134900,59.239008
"194",73.800003,74.599998,70.970001,71,3185900,56.684228
"195",72.739998,74.620003,72.510002,74.389999,2207400,59.3907
"196",75.900002,76.739998,75.099998,75.809998,3613900,60.524383
"197",77.339996,78.459999,76.839996,78.290001,2136100,62.504342
"198",78.099998,79.099998,77.82,78.139999,1599900,62.384585
"199",77.839996,78.169998,76.449997,77.5,1583300,61.873629
"200",78.029999,78.580002,76.459999,78.330002,1789700,62.536277
"201",78.25,79.449997,77.620003,78.559998,1795500,62.719899
"202",77.57,79.059998,77.07,77.699997,2149400,62.033301
"203",77.599998,78.989998,77.5,78.610001,2538600,62.75982
"204",79.050003,79.370003,77.709999,78.690002,1636200,62.823691
"205",79.169998,80.199997,77.610001,77.699997,2295300,62.033301
"206",78.269997,78.629997,77.610001,78.029999,1733500,62.296764
"207",78.610001,80.580002,78.489998,79.470001,2043900,63.446418
"208",78.889999,80.370003,78.720001,80.139999,1750500,63.981324
"209",80.599998,81.190002,78.839996,78.919998,1251800,63.007312
"210",79.099998,79.449997,77.940002,78.589996,1847400,62.743849
"211",79.099998,80.209999,78.089996,78.489998,1170900,62.664013
"212",78.660004,79.989998,78.43,78.75,1772500,62.871591
"213",77.910004,77.910004,75.550003,76.080002,1968300,60.739946
"214",76.580002,77.239998,75.230003,75.959999,1105400,60.644139
"215",75.290001,76.019997,74.910004,75.690002,1111800,60.428582
"216",75.580002,76,74.129997,74.989998,2438300,59.86972
"217",73.830002,75.160004,73.07,74.800003,1603200,59.718034
"218",74.790001,76.07,74.589996,75.309998,1599500,60.125198
"219",76.489998,76.790001,75.010002,76.400002,2470000,60.995424
"220",77.190002,78.629997,76.419998,78,2198100,62.272814
"221",78.300003,78.580002,76.779999,77.559998,1398600,61.921529
"222",78.160004,78.169998,77.129997,77.82,1100000,62.129107
"223",78.18,78.349998,76,76.279999,1984700,60.899617
"224",75.650002,77.099998,75.019997,75.459999,1737000,60.944038
"225",75.339996,76.290001,75.050003,75.870003,1300000,61.275171
"226",75.82,75.870003,73.190002,73.75,2282700,59.562985
"227",73.720001,73.75,70.730003,71.120003,3299200,57.438911
"228",71.120003,71.459999,69.510002,70.720001,2381000,57.115856
"229",69.790001,72.580002,69.120003,69.879997,3847300,56.437441
"230",70.870003,71.889999,69,69.769997,2342900,56.3486
"231",70.43,71.529999,70.279999,71.339996,1548400,57.616585
"232",71.279999,72.019997,70.800003,71.639999,1475100,57.858878
"233",71.290001,71.290001,69.339996,69.959999,2046300,56.502053
"234",69.57,70.989998,68.639999,70.32,1655000,56.792801
"235",70.489998,71.610001,69.830002,70.739998,1589300,57.132006
"236",70.330002,71.489998,70.040001,70.32,2052900,56.792801
"237",70.389999,71.980003,69.839996,70.650002,2848500,57.059322
"238",70.870003,73.089996,70.870003,72.75,2132700,58.755352
"239",73.150002,73.349998,71.300003,72.059998,1937000,58.198082
"240",72.160004,72.589996,70.870003,71.849998,1458400,58.02848
"241",70.629997,71.080002,70.080002,70.980003,1526300,57.325843
"242",70.959999,72.690002,70.849998,72.169998,1643200,58.286923
"243",71.790001,73.400002,71.629997,73.209999,1577200,59.126862
"244",73.010002,73.389999,71.980003,72.900002,1343600,58.876498
"245",73.300003,73.440002,72.389999,72.849998,1134600,58.836114
"246",73.739998,74.07,72.730003,73.669998,2249700,59.498373
"247",73.269997,74,71.769997,71.93,2157700,58.093092
"248",72.080002,73.07,71.25,71.879997,1415800,58.052708
"249",70.989998,72.639999,70.849998,71.620003,1795400,57.842728
"250",71.529999,71.980003,69.160004,69.239998,2039700,55.920556
"251",69.730003,70.050003,68.879997,68.879997,1372200,55.629807
"252",68.910004,69.260002,68.059998,68.470001,1739100,55.29868
"253",68.949997,69.32,68.349998,69.18,1418100,55.872099
"254",68.5,69.040001,68.220001,68.220001,1719800,55.096772
"255",68.330002,68.760002,66.379997,67.330002,1695300,54.377978
"256",68.25,68.830002,67.800003,67.839996,1741700,54.789867
"257",67.110001,67.989998,66.220001,66.650002,2185800,53.828787
"258",66.779999,67.660004,65.629997,66.940002,2032900,54.063002
"259",67.43,67.629997,66.68,67.339996,2001400,54.38605
"260",66.970001,67.57,66.25,66.730003,1184500,53.893399
"261",67.559998,68.400002,67.410004,68.019997,1883300,54.935241
"262",68.919998,69.989998,68.620003,68.699997,2601400,55.484433
"263",67.599998,68.349998,66.290001,68.050003,2054100,54.959476
"264",68.800003,69.489998,67.589996,67.709999,2730600,54.684877
"265",67.389999,67.919998,66.870003,67.489998,1459500,54.507197
"266",67.940002,69.339996,67.660004,68.099998,2646400,54.999854
"267",68.400002,70,68,69.410004,2176200,56.057858
"268",69.519997,71.309998,69.43,70.410004,2107900,56.865492
"269",70.169998,70.769997,69.550003,70.339996,1252300,56.808951
"270",70.510002,72.150002,70.449997,71.519997,2082800,57.761959
"271",71.379997,71.489998,70.160004,70.629997,1432000,57.043166
"272",71.379997,71.540001,70.099998,70.879997,1337000,57.245074
"273",69.919998,70.860001,69.849998,70.709999,1238400,57.107778
"274",69.699997,69.93,68.779999,68.940002,1144400,55.678269
"275",68.510002,69.540001,68.389999,68.949997,1335700,55.686341
"276",69.25,70.720001,69.160004,69.470001,1232600,56.106314
"277",69.919998,70.220001,67.900002,68.07,2232500,54.975626
"278",68.75,70.459999,68.75,70.459999,1862000,56.90587
"279",70.120003,70.720001,69.550003,70.169998,2042500,56.671655
"280",70.769997,72.349998,70.639999,72.309998,1646400,58.399991
"281",72.720001,73.150002,71.519997,72.730003,2537100,58.739202
"282",72.629997,72.629997,68.93,70.209999,4902200,56.703961
"283",70.209999,71.110001,70.18,70.790001,2243900,57.17239
"284",70.029999,70.790001,69.82,70,1206500,56.534359
"285",70.040001,70.480003,69.190002,69.800003,1714700,56.372835
"286",69.559998,69.940002,68.519997,69.220001,2388300,55.904406
"287",68.459999,69.220001,67.75,67.82,1935800,55.474966
"288",66.809998,68.449997,66.699997,67.830002,2154900,55.483148
"289",68.949997,69.169998,66.809998,67.269997,1729200,55.025078
"290",66.709999,67.349998,65.610001,65.629997,2640900,53.683602
"291",65.629997,65.769997,64.279999,65.610001,2756600,53.667245
"292",64.519997,64.529999,60.459999,60.619999,3864400,49.585556
"293",61.34,62.73,58.57,62.240002,5869300,50.910675
"294",60.009998,61,56.68,56.68,5016600,46.362741
"295",57.540001,60.549999,56.400002,60.419998,4819800,49.421961
"296",59.279999,60.919998,58.5,58.639999,2833700,47.965969
"297",59.09,62.310001,58.23,61.459999,2240300,50.272654
"298",61.970001,62.66,61.029999,61.810001,1734200,50.558947
"299",62.529999,63.990002,62.470001,63,2462100,51.532334
"300",61.98,62.860001,61.619999,62.310001,1786200,50.967933
"301",62.849998,63.41,61.939999,62.299999,1717900,50.959752
"302",60,60.470001,58.200001,58.810001,2839700,48.105026
"303",57.970001,60.240002,57.700001,58.529999,2391100,47.875991
"304",60.27,60.32,57.919998,58.459999,2845600,47.818733
"305",58.970001,60.23,58.25,60.169998,1569300,49.217467
"306",60.09,60.459999,58.900002,59.93,1375200,49.021155
"307",60.43,60.700001,58.68,59.779999,1607300,48.898458
"308",59.380001,61.68,58.900002,61.490002,1564900,50.297195
"309",62.259998,64.330002,61.919998,64.239998,2235300,52.546619
"310",62.900002,64.589996,62.540001,64.07,2363600,52.407565
"311",64.669998,65.419998,63.48,63.73,1894500,52.129454
"312",63.919998,64.629997,63.130001,63.32,1658900,51.794085
"313",62.220001,62.27,61.110001,61.57,1509300,50.362631
"314",59.669998,61.32,59.220001,61.27,1288100,50.11724
"315",62.32,63.650002,61.799999,63.59,1555300,52.014938
"316",63.110001,64.75,62.82,63.450001,1654900,51.900423
"317",62.43,63.040001,60.84,61.66,1970400,50.436249
"318",60.439999,62.009998,60.040001,61.889999,1444100,50.624383
"319",62.290001,62.75,61.119999,62.32,2034700,50.976112
"320",62.75,63.75,61.59,63.110001,1554900,51.622312
"321",63.919998,64.480003,63.259998,63.849998,1519900,52.22761
"322",64.209999,64.480003,62.790001,63.310001,1931700,51.785907
"323",61.860001,63.41,61.119999,62.93,2292600,51.475076
"324",63.290001,63.91,62.029999,62.139999,1425600,50.828876
"325",61.93,62.580002,60.119999,60.220001,1624700,49.258368
"326",58.099998,58.380001,56.419998,57.380001,3647900,46.935323
"327",56.889999,59.16,56.560001,57.66,2588400,47.164355
"328",58.139999,59.630001,56.57,59.48,2764500,48.653067
"329",59.98,60.77,58.200001,58.650002,1997400,47.97415
"330",58.669998,59.599998,56.02,56.139999,1748100,45.921035
"331",57.380001,57.380001,55.630001,56.799999,2047500,46.460897
"332",55.740002,56.59,54.700001,54.740002,1915800,44.775874
"333",54.310001,55.009998,52.900002,52.900002,1935400,43.270802
"334",51.889999,54.07,51.16,53.970001,2400000,44.146034
"335",54.279999,55.68,53.310001,55.400002,2592100,45.315736
"336",55.07,56.970001,54.560001,56.599998,2129300,46.297302
"337",57.040001,57.080002,55.209999,55.919998,1397500,45.74108
"338",57.200001,58.650002,57.200001,58.25,1416000,47.64696
"339",57.759998,58.919998,57.560001,58.369999,1827500,47.745115
"340",58.740002,59.970001,58.48,58.529999,1444200,47.875991
"341",58.130001,58.720001,57.34,58.509998,1883900,47.859631
"342",59.549999,60.41,58.93,60.150002,1313500,49.201111
"343",59.869999,60.23,58.299999,58.459999,2000800,47.818733
"344",58.360001,60.919998,57.709999,60.610001,1762300,49.577378
"345",60.669998,61.619999,59.540001,59.75,1709300,48.87392
"346",62.279999,62.279999,59.02,61.720001,3528900,50.485329
"347",62.419998,64.559998,61.82,62.82,2718800,51.385098
"348",62.970001,64.93,62.889999,64.57,1721900,52.816552
"349",64.629997,64.879997,63.200001,64.150002,2692600,52.473005
"350",65.290001,65.480003,63.68,65.139999,1917500,53.282797
"351",67.440002,70.160004,67.120003,69.25,4126900,56.644669
"352",68.18,68.68,66.889999,68.510002,1734500,56.756509
"353",67.370003,67.629997,65.470001,65.540001,1656200,54.296037
"354",63.450001,64.68,62.860001,63.419998,2343800,52.53974
"355",65.300003,65.870003,63.310001,64.360001,1847300,53.318476
"356",64.529999,65.879997,63.279999,65.760002,2331200,54.478295
"357",65.339996,66.300003,64.43,65.589996,1636200,54.337455
"358",66.459999,66.730003,64.139999,65.220001,1636000,54.030936
"359",65.650002,66.739998,65.07,66.510002,1332900,55.099626
"360",64.949997,65.139999,63.630001,64.050003,1813500,53.061662
"361",64.949997,65.43,63.369999,64.699997,1353300,53.600143
"362",65.599998,66.160004,65,65.389999,1001200,54.17177
"363",64.919998,65.32,63.779999,64.449997,954800,53.393033
"364",64.220001,64.919998,63.77,64.610001,1192800,53.525587
"365",63.220001,65.660004,63.220001,64.099998,1544800,53.10308
"366",63.919998,64.400002,62.110001,62.740002,1430700,51.976402
"367",63.18,63.439999,62.080002,62.790001,1384000,52.017824
"368",61.639999,61.759998,60.75,61.049999,1987500,50.576335
"369",60.779999,61.599998,59.91,60.48,1306400,50.104124
"370",59.599998,60.040001,58.5,58.560001,1656400,48.513518
"371",58.34,59.07,58,58.049999,443200,48.091011
"372",60.169998,60.669998,58.709999,59.07,2207800,48.936022
"373",58.41,59.689999,58.299999,58.490002,2778600,48.455527
"374",60.27,60.720001,59.75,60.150002,3428400,49.83074
"375",60.139999,60.619999,59.939999,60.330002,1281300,49.979859
"376",60.970001,61.25,60.029999,60.169998,1484700,49.847306
"377",61.16,61.75,60.639999,61.16,1616400,50.667464
"378",61.290001,61.75,60.93,61.279999,1229800,50.766876
"379",60.970001,61.009998,59.93,60.41,1343200,50.046133
"380",59.470001,60.119999,57.799999,57.970001,1494800,48.024738
"381",57.82,59.240002,57.799999,59.029999,1536800,48.902883
"382",58.150002,58.259998,56.93,57.48,1201100,47.6188
"383",57.75,58.529999,56.560001,56.970001,1269700,47.196296
"384",56.400002,56.919998,55.41,55.650002,1880800,46.102754
"385",56.32,56.59,54.540001,54.630001,1473000,45.257744
"386",54.830002,55.349998,53.709999,54.290001,2049600,44.976074
"387",54.330002,54.490002,52.98,53.119999,1530300,44.006796
"388",54.200001,55.919998,54.139999,55.75,3569400,46.185597
"389",55.75,56.110001,54.91,56.029999,1412400,46.41756
"390",56.209999,56.459999,55.639999,56.32,799800,46.657808
"391",56.380001,56.990002,56.060001,56.669998,804600,46.947761
"392",56.450001,56.900002,55.91,56.240002,773400,46.591535
"393",56.189999,56.470001,55.23,55.529999,1205900,46.003339
"394",55.529999,56.34,55.48,56,930500,46.392707
"395",55.939999,56.18,55.25,55.259998,1004400,45.779659
"396",56.849998,57.32,56.330002,56.779999,1228600,47.03889
"397",56.509998,57.040001,56.02,56.080002,810300,46.458984
"398",55.560001,55.860001,54.860001,55.610001,1198800,46.069616
"399",55.779999,56.43,55.110001,56.279999,1385800,46.62467
"400",56.220001,56.720001,55.509998,56.049999,1422100,46.434129
"401",56.93,57.040001,56.41,56.810001,1224600,47.063746
"402",56.560001,57.32,56.299999,57.279999,1507400,47.453111
"403",57.32,58.919998,56.830002,58.380001,2225200,48.364398
"404",57.759998,60.290001,57.330002,59.869999,3298100,49.598774
"405",60.220001,61.150002,59.610001,60.509998,2081100,50.128976
"406",60.580002,61.73,60.279999,61.57,1985300,51.007125
"407",61.880001,62.310001,61.790001,62.049999,2040400,51.404776
"408",61.889999,62.16,61,61.419998,1259100,50.882857
"409",61.709999,61.950001,61.07,61.619999,1588200,51.048546
"410",61.009998,61.580002,60.389999,61.310001,1552300,50.791731
"411",61.290001,62.509998,60.630001,62.34,1540200,51.645025
"412",62.689999,64.07,62.450001,62.580002,2271500,51.843852
"413",62.52,63.169998,62.48,62.759998,1451800,51.992968
"414",61.950001,62.02,60.799999,61.799999,1235300,51.197666
"415",62.310001,62.779999,61.799999,62.299999,1248300,51.611886
"416",62.810001,63.66,62.57,63.07,1848700,52.249786
"417",62.900002,64,62.209999,63.279999,2684800,52.423758
"418",63.549999,63.939999,63,63.130001,1684800,52.299494
"419",62.73,63.580002,62.169998,63.349998,1470500,52.481749
"420",63.299999,63.330002,62.32,62.869999,1568700,52.084098
"421",63.009998,63.360001,62.380001,63.209999,2049800,52.365768
"422",62.639999,62.810001,61.720001,62.59,1531000,52.579989
"423",61.759998,62.950001,61.630001,62.759998,1487600,52.7228
"424",63.209999,63.490002,62.119999,62.360001,1073700,52.386774
"425",62.43,62.950001,62.130001,62.950001,1363100,52.882415
"426",63,63.080002,61.630001,62.310001,1364200,52.344771
"427",62.310001,64.129997,62.060001,63.990002,1703900,53.756089
"428",64.68,64.970001,64.239998,64.779999,1507400,54.419742
"429",64.860001,66.660004,64.849998,65.949997,1997500,55.402622
"430",66.050003,67.110001,65.440002,66.900002,1665300,56.200693
"431",66.889999,67.209999,66.18,67.209999,1562000,56.461113
"432",67.470001,67.970001,67.110001,67.190002,1195400,56.444314
"433",66.790001,67.620003,66.269997,67.440002,1481500,56.654332
"434",68.169998,69.970001,67.559998,68.580002,2683800,57.612011
"435",68.870003,69.379997,68,68.470001,1693300,57.519603
"436",68.790001,68.790001,67.959999,68.489998,1509400,57.536401
"437",68.190002,69.209999,67.870003,68.860001,1864500,57.84723
"438",68.790001,69.199997,68.160004,69.07,2056100,58.023644
"439",67.550003,68.07,67.339996,67.940002,1399900,57.074367
"440",68.32,68.739998,67.980003,68.370003,1101000,57.435597
"441",68.900002,70.400002,68.769997,69.900002,1715400,58.720903
"442",69.949997,70.599998,69.690002,70.190002,917000,58.964524
"443",70.010002,70.400002,68.730003,69.160004,1081000,58.099253
"444",69.370003,69.949997,68.830002,69.870003,1058200,58.695702
"445",69.800003,69.959999,68.669998,68.989998,1199800,57.956436
"446",69.129997,70.080002,68.519997,69.540001,1074100,58.418478
"447",70.139999,72.800003,70.139999,72.43,2854100,60.84628
"448",72.519997,72.769997,71.480003,71.959999,1260500,60.451446
"449",71.489998,71.629997,70.489998,70.93,1241400,59.586174
