"","EW.Open","EW.High","EW.Low","EW.Close","EW.Volume","EW.Adjusted"
"71",55.599998,56.169998,53.099998,54.470001,4003800,54.470001
"72",54.560001,60.189999,54.549999,59.349998,4415500,59.349998
"73",59.389999,59.939999,58.330002,59.700001,2430800,59.700001
"74",66.529999,69.290001,66.300003,67.589996,6380600,67.589996
"75",67.900002,67.959999,65.709999,67.910004,1993400,67.910004
"76",67.959999,68.279999,66.809998,68.120003,1516200,68.120003
"77",66.93,68.739998,65.75,67.959999,1030700,67.959999
"78",67.699997,68.099998,67.540001,67.940002,672000,67.940002
"79",68.050003,68.379997,66.889999,67.050003,1438500,67.050003
"80",67.419998,68.25,66.209999,67.110001,997400,67.110001
"81",66.849998,67,65.980003,66.510002,747100,66.510002
"82",66.980003,67.760002,66.610001,67.699997,767400,67.699997
"83",67.769997,67.980003,67.089996,67.779999,688200,67.779999
"84",68.110001,68.230003,66.949997,67.650002,648400,67.650002
"85",67.610001,68.199997,67.339996,68.019997,473200,68.019997
"86",67.959999,68.199997,66.5,67.510002,611900,67.510002
"87",67.339996,67.410004,66.540001,66.809998,825100,66.809998
"88",67.099998,67.330002,66.809998,67.050003,432000,67.050003
"89",66.82,67.709999,66.82,67.209999,348200,67.209999
"90",67.559998,67.559998,66.68,67.480003,568100,67.480003
"91",67.5,67.510002,66.720001,66.949997,764400,66.949997
"92",66.650002,66.709999,65.019997,65.419998,560400,65.419998
"93",65.660004,66.75,65.510002,66.209999,558500,66.209999
"94",66.519997,66.860001,65.440002,66,367300,66
"95",66.110001,66.389999,65.75,66.239998,430200,66.239998
"96",66.360001,67,64.68,64.779999,1453700,64.779999
"97",64.669998,65.849998,63.400002,64.419998,898500,64.419998
"98",64.269997,64.480003,63.23,63.84,1075100,63.84
"99",64.019997,64.470001,63.68,63.93,621600,63.93
"100",63.91,64.110001,63.369999,63.91,655100,63.91
"101",64,64.860001,63.82,64.209999,649900,64.209999
"102",64.410004,64.949997,64.050003,64.239998,488700,64.239998
"103",64.110001,64.639999,63.580002,64.330002,374000,64.330002
"104",64.720001,65.5,64.519997,65.440002,940300,65.440002
"105",65.419998,65.980003,65.129997,65.629997,482900,65.629997
"106",65.540001,66.239998,65.18,66.160004,577600,66.160004
"107",66.019997,66.489998,65.5,66.459999,608700,66.459999
"108",66.230003,66.550003,65.349998,66.160004,663400,66.160004
"109",65.769997,65.889999,64.559998,65.669998,424100,65.669998
"110",65.43,65.660004,64.75,64.910004,288500,64.910004
"111",65,66.220001,64.839996,65.839996,721000,65.839996
"112",65.339996,65.510002,63.779999,64.339996,750600,64.339996
"113",64.349998,65.540001,64.010002,65.029999,675900,65.029999
"114",65.089996,66.040001,64.959999,65.940002,673400,65.940002
"115",65.82,66.989998,65.57,66.889999,673000,66.889999
"116",66.559998,67.099998,66.230003,66.940002,668700,66.940002
"117",66.540001,66.540001,65.059998,65.449997,431000,65.449997
"118",65.489998,66.199997,65.489998,66.139999,501300,66.139999
"119",65.940002,66.139999,65.199997,65.940002,185100,65.940002
"120",65.599998,66.830002,65.389999,66.639999,537600,66.639999
"121",66.129997,66.589996,66.07,66.360001,573600,66.360001
"122",66.849998,67.779999,66.779999,67.580002,366400,67.580002
"123",67.43,67.919998,67.260002,67.519997,434200,67.519997
"124",67.540001,68.379997,67.529999,68.169998,445400,68.169998
"125",68.129997,68.610001,67.790001,68.550003,297600,68.550003
"126",68.809998,69.120003,67.879997,68.800003,585900,68.800003
"127",69,69.639999,68.389999,69.440002,530300,69.440002
"128",70.099998,70.57,69.330002,70.230003,645800,70.230003
"129",70.190002,71.370003,69.860001,71.290001,618800,71.290001
"130",71.239998,76.82,71.239998,76.050003,2045800,76.050003
"131",76,79,75.040001,78.150002,1839400,78.150002
"132",78,81.589996,77.25,81.260002,1807300,81.260002
"133",81.169998,82,80.419998,81.480003,1742800,81.480003
"134",82.110001,85.190002,81.639999,84.75,2197000,84.75
"135",84.599998,85.470001,83.150002,84.279999,1151200,84.279999
"136",84.589996,84.790001,82.650002,82.860001,997300,82.860001
"137",82.470001,83.599998,81.580002,81.910004,1044800,81.910004
"138",81.760002,82.040001,80.730003,81.32,888100,81.32
"139",81.050003,81.489998,80.540001,80.959999,642900,80.959999
"140",81.279999,81.330002,80.690002,80.860001,467800,80.860001
"141",81,82.220001,81,81.860001,348300,81.860001
"142",81.610001,81.870003,80.18,80.879997,667600,80.879997
"143",81,81.639999,80.620003,80.839996,327700,80.839996
"144",81.529999,81.919998,79.050003,79.25,1089900,79.25
"145",79.400002,80.339996,78.879997,80.269997,669500,80.269997
"146",79.889999,80.410004,78.650002,78.82,763800,78.82
"147",78.779999,79.209999,78.269997,78.809998,647000,78.809998
"148",78.910004,79.809998,78.480003,79.050003,458800,79.050003
"149",78.68,79,77.260002,78.650002,658200,78.650002
"150",79.25,80.839996,79.25,79.980003,597200,79.980003
"151",80.150002,80.400002,78.970001,79.389999,510000,79.389999
"152",79.43,81.919998,79.099998,81.790001,841300,81.790001
"153",81.57,82.099998,80.620003,81.699997,761400,81.699997
"154",82.199997,83.5,81.5,83.480003,1010000,83.480003
"155",83.449997,84.68,82.5,83.800003,1203100,83.800003
"156",83.309998,83.639999,82.510002,83.510002,1145000,83.510002
"157",83.779999,84.190002,82.629997,82.690002,510200,82.690002
"158",83.839996,84.32,83.089996,83.360001,864300,83.360001
"159",84.010002,84.32,82.529999,83.480003,736200,83.480003
"160",84.019997,84.910004,83.279999,84.82,1208700,84.82
"161",84.660004,86.260002,84.660004,84.919998,734000,84.919998
"162",84.919998,86.260002,82.510002,83.18,759900,83.18
"163",83.639999,85,83.5,84.290001,723300,84.290001
"164",85.080002,86.82,85.080002,85.940002,794800,85.940002
"165",86.129997,86.889999,85.949997,86.32,657900,86.32
"166",85.029999,89.940002,84.57,85.550003,1591300,85.550003
"167",85.860001,86.559998,85.519997,85.940002,722700,85.940002
"168",86.32,88,86.209999,86.669998,628800,86.669998
"169",86.75,88.080002,86.75,88.050003,488600,88.050003
"170",87.660004,89.300003,87.660004,88,540700,88
"171",88.059998,89.580002,87.809998,88.5,414500,88.5
"172",88.510002,88.970001,87.849998,88.870003,430700,88.870003
"173",89,89.120003,88,88.919998,487500,88.919998
"174",88.910004,89.269997,88.120003,88.639999,363500,88.639999
"175",88.669998,89.110001,88.230003,88.25,456200,88.25
"176",88.120003,89.25,87.599998,89.150002,556400,89.150002
"177",89.139999,89.5,88.730003,89.5,545200,89.5
"178",88.93,89.339996,87.089996,87.199997,471900,87.199997
"179",87.089996,87.43,84.18,85.139999,659700,85.139999
"180",85.139999,85.599998,83.839996,84.580002,715100,84.580002
"181",84.860001,86.43,84.610001,86.400002,460100,86.400002
"182",86.629997,87.470001,85.040001,85.040001,607300,85.040001
"183",85.43,86.410004,84.540001,84.970001,894900,84.970001
"184",84.709999,89.589996,84.709999,88.690002,831800,88.690002
"185",89.110001,91.82,89.110001,90.870003,767600,90.870003
"186",91.209999,91.209999,88.970001,89.510002,613500,89.510002
"187",89.919998,90.470001,87.57,89.830002,736500,89.830002
"188",89.699997,90.720001,89.440002,90.25,678200,90.25
"189",90.379997,91.540001,90.129997,91.360001,680800,91.360001
"190",90.260002,90.480003,88.239998,88.239998,810500,88.239998
"191",88.209999,89.540001,87.010002,89.269997,442400,89.269997
"192",88.489998,88.970001,87.599998,88.459999,443000,88.459999
"193",87.059998,87.059998,85.279999,86.230003,785600,86.230003
"194",86,86.900002,85.529999,86.260002,580400,86.260002
"195",87.190002,88.139999,86.589996,87.129997,473700,87.129997
"196",87.889999,88.400002,85.989998,86.209999,561000,86.209999
"197",86.980003,88.730003,86.809998,87.639999,521600,87.639999
"198",88,88,86.589996,86.620003,699000,86.620003
"199",86.660004,86.849998,85.07,85.150002,906000,85.150002
"200",86.089996,86.959999,85.300003,85.400002,1125400,85.400002
"201",87.669998,90,87.519997,88.5,2123300,88.5
"202",89.050003,90.040001,88.220001,88.239998,1436000,88.239998
"203",87.910004,88.550003,87.800003,88,1112600,88
"204",88.75,89.040001,87.75,87.919998,1212800,87.919998
"205",88.010002,88.190002,86.720001,87,23206300,87
"206",87.489998,87.620003,85.580002,86.07,2486300,86.07
"207",88.440002,88.620003,83.190002,85.480003,3700900,85.480003
"208",84.800003,85.110001,80.830002,82.260002,3579000,82.260002
"209",82.290001,82.959999,82.150002,82.260002,1678600,82.260002
"210",82.150002,83.050003,82.089996,82.779999,1240100,82.779999
"211",82.709999,83.309998,82.639999,83.059998,918200,83.059998
"212",82.970001,83.669998,82.68,83.349998,710000,83.349998
"213",83.040001,83.290001,82.690002,83.260002,1152700,83.260002
"214",83.449997,84.889999,83.300003,84.459999,765000,84.459999
"215",84.089996,84.959999,83.540001,83.900002,1066500,83.900002
"216",84.150002,84.480003,83.400002,83.949997,1138600,83.949997
"217",83.32,83.360001,81.129997,81.599998,1742500,81.599998
"218",81.519997,81.809998,80.440002,81.809998,1252900,81.809998
"219",82.550003,84.559998,82.43,84.360001,1231200,84.360001
"220",87.5,87.510002,82.150002,83.360001,1920200,83.360001
"221",82.370003,84.370003,82.370003,83.809998,1046700,83.809998
"222",83.82,84.669998,83.269997,83.330002,750100,83.330002
"223",83.400002,84.050003,82.540001,83.970001,654100,83.970001
"224",83.769997,84.519997,83.529999,84.25,422300,84.25
"225",84.349998,86.919998,84.129997,86.349998,1239700,86.349998
"226",86.879997,87.75,86.040001,86.160004,908200,86.160004
"227",85.779999,86.989998,85.019997,85.419998,912300,85.419998
"228",85.290001,85.730003,84.93,85.529999,983000,85.529999
"229",85.349998,87.169998,85.150002,86.599998,1131900,86.599998
"230",87.370003,89,87.25,88.199997,1608700,88.199997
"231",88,88.199997,86.389999,88.07,988300,88.07
"232",88.199997,89.25,88.089996,88.639999,848400,88.639999
"233",88.669998,88.860001,87.370003,87.980003,662900,87.980003
"234",87.980003,89.459999,87.300003,89.230003,716000,89.230003
"235",89.190002,89.5,87.690002,88.25,669300,88.25
"236",88.129997,89.589996,88.110001,89.290001,691600,89.290001
"237",88.580002,88.650002,87.300003,88.470001,577500,88.470001
"238",88.470001,89.669998,88.040001,89.5,991300,89.5
"239",89.610001,90.379997,89.370003,89.830002,455300,89.830002
"240",89.830002,89.830002,88.330002,88.43,772100,88.43
"241",87.160004,88.260002,86.959999,88.169998,688300,88.169998
"242",88.040001,88.18,87.330002,87.910004,653600,87.910004
"243",87.480003,88.389999,87.480003,88.129997,450700,88.129997
"244",87.779999,88.18,87.339996,87.660004,556400,87.660004
"245",88.010002,88.279999,87.870003,88.080002,389600,88.080002
"246",89,89.739998,87.949997,88.730003,942900,88.730003
"247",88.730003,89.150002,87.489998,87.599998,722000,87.599998
"248",87.589996,87.760002,85.879997,86.949997,783300,86.949997
"249",86.230003,86.779999,85.839996,86.440002,674900,86.440002
"250",86.099998,86.559998,85.199997,86.010002,755600,86.010002
"251",85.970001,86.790001,85.470001,86.470001,770900,86.470001
"252",86.059998,86.709999,85.419998,85.940002,987300,85.940002
"253",85.790001,86.629997,85.279999,86.459999,483700,86.459999
"254",86.25,86.25,84.169998,84.199997,646200,84.199997
"255",84.209999,84.68,83.489998,83.580002,567800,83.580002
"256",84.129997,86.099998,83.629997,85.580002,689900,85.580002
"257",86.25,86.25,83.849998,83.879997,607000,83.879997
"258",83.779999,84.029999,82.540001,83.230003,531100,83.230003
"259",84,84.529999,83.82,84.010002,689100,84.010002
"260",84.019997,84.160004,82.879997,83.919998,770100,83.919998
"261",84.25,84.550003,83.849998,84.25,701500,84.25
"262",84.25,84.889999,84.199997,84.75,950100,84.75
"263",83.870003,85.080002,82.790001,85,1244000,85
"264",85.010002,85.150002,84.150002,84.760002,632100,84.760002
"265",84.43,85.5,84.43,85.389999,688200,85.389999
"266",85.300003,85.540001,85.080002,85.449997,571000,85.449997
"267",86,86,85.389999,85.580002,384600,85.580002
"268",85.830002,87.5,85.690002,87.18,808300,87.18
"269",87.129997,88.120003,86.82,88.07,737200,88.07
"270",87.589996,89.410004,87.459999,89.190002,1040100,89.190002
"271",89.110001,91,88.769997,90.849998,832700,90.849998
"272",91.5,91.5,90.879997,91.089996,971300,91.089996
"273",90.470001,90.93,89.790001,90.910004,669600,90.910004
"274",90.120003,90.790001,89.720001,90.129997,582800,90.129997
"275",89.959999,90.540001,88.870003,89.900002,695800,89.900002
"276",90.150002,91.269997,89.809998,90.360001,552400,90.360001
"277",90.410004,90.900002,89.690002,89.949997,467000,89.949997
"278",90.190002,90.190002,88.32,88.940002,845500,88.940002
"279",88.980003,89.970001,87.800003,89.690002,909100,89.690002
"280",89.889999,90.900002,88.830002,89.650002,817300,89.650002
"281",89.75,90.099998,87.360001,87.529999,1224600,87.529999
"282",86.5,86.5,81.629997,82.550003,3537300,82.550003
"283",82.550003,82.550003,76.110001,77.910004,5100700,77.910004
"284",77.889999,77.889999,74.099998,74.389999,3223300,74.389999
"285",74.550003,75.230003,73.309998,73.980003,1597100,73.980003
"286",73.790001,74.099998,71.580002,71.599998,1190100,71.599998
"287",71.5,73,70.879997,72.459999,1737000,72.459999
"288",71.68,72.410004,71.279999,71.349998,1322200,71.349998
"289",71.690002,71.980003,69.779999,70.160004,2166900,70.160004
"290",69.709999,70.709999,69.629997,70.199997,2020500,70.199997
"291",70.190002,72.029999,69.830002,72,2415000,72
"292",70.989998,71.279999,68.650002,68.720001,2626800,68.720001
"293",68.730003,69.720001,66.400002,68.389999,1752800,68.389999
"294",66.339996,67.139999,63.470001,63.93,2466700,63.93
"295",65.059998,66.290001,61.630001,66.029999,2758500,66.029999
"296",64.910004,65.629997,62.66,62.830002,1366800,62.830002
"297",63.130001,66.839996,63.130001,66.089996,860200,66.089996
"298",67.339996,70.440002,67.050003,69.150002,1528700,69.150002
"299",69.419998,70.459999,68.209999,69.339996,1226500,69.339996
"300",68.989998,69.010002,67.510002,68.559998,745700,68.559998
"301",68.949997,69.949997,68.669998,69.019997,724600,69.019997
"302",69.029999,69.489998,66.059998,67.199997,1817600,67.199997
"303",66.830002,69.080002,66.400002,67.730003,1303100,67.730003
"304",68.669998,69.379997,67.260002,68.040001,1316300,68.040001
"305",67.919998,70.720001,67.830002,70.690002,1146100,70.690002
"306",70.349998,72.900002,70,72.290001,1480800,72.290001
"307",72.32,73.260002,70.449997,70.889999,941600,70.889999
"308",70.529999,73.660004,69.199997,73.580002,1172100,73.580002
"309",74.400002,75.059998,74.080002,74.599998,877200,74.599998
"310",74.110001,74.900002,73.190002,74.519997,1160100,74.519997
"311",75.059998,76.419998,74.620003,75.449997,767200,75.449997
"312",75.529999,75.93,74.059998,74.529999,855100,74.529999
"313",73.25,73.860001,72.57,72.699997,810200,72.699997
"314",71.080002,73.220001,70.599998,73.089996,789900,73.089996
"315",74.190002,74.790001,73.709999,74.760002,939400,74.760002
"316",74.220001,74.93,73.029999,73.080002,756000,73.080002
"317",72.410004,72.57,70.410004,70.440002,1125100,70.440002
"318",69.370003,71.32,69.139999,71.190002,1121200,71.190002
"319",71.400002,73.739998,71.400002,73.459999,1430000,73.459999
"320",74.120003,75.400002,72.910004,74.629997,1056200,74.629997
"321",75,76.800003,74.389999,76.32,1037000,76.32
"322",76.82,77.480003,75.730003,77.160004,1051400,77.160004
"323",76.110001,77.580002,75.300003,77.25,907000,77.25
"324",77.5,79.900002,77.050003,78.5,1073700,78.5
"325",78.589996,78.739998,76.419998,76.480003,864100,76.480003
"326",74.370003,75.040001,73.57,74.669998,1232700,74.669998
"327",73.910004,74.959999,72.18,74.540001,933000,74.540001
"328",75.150002,76.739998,74.190002,76.620003,671700,76.620003
"329",78.239998,79.709999,77.379997,77.82,753300,77.82
"330",77.830002,78.529999,75.800003,75.870003,830000,75.870003
"331",72.400002,72.5,67.5,70.879997,5711200,70.879997
"332",69.160004,73.330002,69.160004,71.279999,1764800,71.279999
"333",70.889999,70.889999,68,68.419998,1278700,68.419998
"334",67.220001,69.989998,64.82,69.870003,2e+06,69.870003
"335",70,70.25,68.790001,69.099998,1298500,69.099998
"336",69.199997,70.400002,69.040001,70.339996,1215700,70.339996
"337",70.93,73.019997,70.720001,72.029999,1065200,72.029999
"338",73.040001,73.410004,71.879997,72.190002,891500,72.190002
"339",72.010002,73.199997,71.529999,71.68,802600,71.68
"340",72,72.309998,70.82,70.889999,1072600,70.889999
"341",70.290001,71.589996,70.139999,71.230003,702700,71.230003
"342",71.870003,72.260002,71.139999,72,667300,72
"343",70.5,71.050003,68.410004,68.529999,1442900,68.529999
"344",68.120003,70.730003,68.120003,70.160004,835800,70.160004
"345",70.32,71.5,67.690002,67.790001,1767800,67.790001
"346",70,72.239998,68.300003,72,2155700,72
"347",72.720001,73.75,72.349998,73.379997,1049300,73.379997
"348",73.269997,75.959999,73.269997,75.5,1226000,75.5
"349",75.040001,76,72.82,72.940002,871800,72.940002
"350",73.980003,74.309998,72.510002,73.550003,574800,73.550003
"351",75.5,76.290001,74.209999,75.459999,815300,75.459999
"352",75.639999,76.370003,75.410004,76.059998,726700,76.059998
"353",74.879997,76.57,74.330002,75.419998,977100,75.419998
"354",73.550003,74.699997,72.900002,73.510002,916400,73.510002
"355",74.709999,75.690002,72.120003,74.370003,1212200,74.370003
"356",77.400002,77.400002,75.040001,76.800003,1101700,76.800003
"357",76.410004,77.029999,76,76.440002,738600,76.440002
"358",76.25,76.980003,75.260002,76.209999,435500,76.209999
"359",76.199997,77.169998,75.43,76.279999,739600,76.279999
"360",74.5,74.93,71.589996,71.699997,1349900,71.699997
"361",72.339996,73.209999,68.18,69.019997,3609900,69.019997
"362",69.449997,71.519997,68.309998,70.57,1982100,70.57
"363",70.400002,71.709999,69.849998,70.32,1116800,70.32
"364",70.07,70.650002,68.769997,68.769997,1293300,68.769997
"365",68.290001,68.379997,65.190002,65.349998,3109900,65.349998
"366",65.139999,65.239998,63.130001,63.68,1426700,63.68
"367",63.990002,64.580002,62.900002,63.02,1468700,63.02
"368",62.060001,65.220001,62,64.120003,1870400,64.120003
"369",63.860001,64.82,62.470001,63.060001,903000,63.060001
"370",62.41,63.369999,61.59,62.950001,996900,62.950001
"371",62.610001,63.419998,62.279999,62.5,355100,62.5
"372",63.970001,64.559998,63.34,63.860001,727800,63.860001
"373",63.91,64.290001,63.529999,63.529999,474900,63.529999
"374",65.220001,66.029999,65.050003,66.029999,1010000,66.029999
"375",65.730003,67.410004,65.43,66.830002,685400,66.830002
"376",67.190002,67.190002,64.529999,64.989998,1040900,64.989998
"377",65.970001,66.379997,64.959999,65.239998,927500,65.239998
"378",65.389999,65.57,64.589996,65.18,555500,65.18
"379",64.919998,65.220001,64.139999,64.809998,567500,64.809998
"380",64.25,64.309998,63.759998,63.82,894100,63.82
"381",64.580002,65.529999,62.689999,64.529999,1624100,64.529999
"382",65.129997,68.389999,64.040001,67.849998,2499700,67.849998
"383",67.849998,68.620003,66.629997,67.129997,1656700,67.129997
"384",66.830002,66.900002,65.559998,65.879997,1040900,65.879997
"385",66.110001,66.510002,65.230003,66.300003,952900,66.300003
"386",66.830002,67.709999,66.540001,67.389999,1392400,67.389999
"387",67.419998,67.980003,66.989998,67.599998,937300,67.599998
"388",68.400002,70.599998,68.300003,70.459999,1249200,70.459999
"389",70.190002,70.309998,68.980003,70.029999,610600,70.029999
"390",70.529999,71.82,70.169998,70.410004,671300,70.410004
"391",70.419998,71.019997,70.160004,70.980003,328700,70.980003
"392",70.610001,71.07,70.370003,70.709999,230900,70.709999
"393",70.870003,70.980003,69.800003,70.120003,384900,70.120003
"394",70.339996,71.589996,69.809998,71.419998,375300,71.419998
"395",71.160004,71.699997,70.699997,70.699997,438700,70.699997
"396",72.080002,73.089996,71.849998,72,989900,72
"397",71.790001,72.360001,70.769997,70.839996,669200,70.839996
"398",70.18,72.129997,70.040001,71.949997,772500,71.949997
"399",71.559998,72.970001,71.519997,72.879997,814600,72.879997
"400",72.809998,72.910004,71.879997,72.629997,550300,72.629997
"401",73.110001,74.389999,73.040001,74.389999,986400,74.389999
"402",74.5,74.620003,73.970001,74.290001,1071200,74.290001
"403",74.449997,74.57,73.389999,74.150002,452500,74.150002
"404",73.720001,74.300003,72.769997,73.209999,512100,73.209999
"405",73.860001,74.360001,72.129997,72.25,979600,72.25
"406",73.110001,78.089996,72.190002,77.68,2858500,77.68
"407",77.809998,79,77.309998,77.889999,1535700,77.889999
"408",77.889999,78.970001,76.410004,77.120003,1007900,77.120003
"409",77.260002,79.379997,76.510002,79.309998,1515000,79.309998
"410",78.660004,80,78.18,78.540001,858900,78.540001
"411",78.779999,79.230003,77.559998,79,815900,79
"412",79,79.089996,78,78.269997,771900,78.269997
"413",78.290001,79.5,78,79.18,812900,79.18
"414",78.379997,78.919998,77.779999,78.269997,765600,78.269997
"415",80.040001,83.959999,80.040001,82.669998,2979600,82.669998
"416",82.470001,83.370003,81.529999,81.690002,2031300,81.690002
"417",81.080002,81.349998,79.970001,80.669998,1233900,80.669998
"418",72.269997,75,71,71.540001,6683100,71.540001
"419",71.330002,72.989998,70.18,72.519997,1882800,72.519997
"420",72.529999,73.970001,72.010002,73.629997,1267000,73.629997
"421",73.959999,74.239998,73.349998,74,989300,74
"422",73.690002,74.110001,73.150002,73.309998,974700,73.309998
"423",72.879997,74.019997,72.540001,73.870003,1054500,73.870003
"424",74.129997,74.470001,73.650002,74.129997,830500,74.129997
"425",73.860001,74.900002,73.599998,73.93,1101000,73.93
"426",74.529999,76.040001,73.879997,75.849998,2271800,75.849998
"427",75.660004,76.300003,75.339996,76.260002,1190900,76.260002
"428",76.559998,76.559998,75.099998,75.610001,1171100,75.610001
"429",75.25,76.029999,74.379997,74.639999,886500,74.639999
"430",74.400002,75.360001,74,74.370003,926900,74.370003
"431",74.489998,74.690002,73.160004,73.690002,1151700,73.690002
"432",73.980003,74.849998,73.75,74.260002,707300,74.260002
"433",73.480003,73.779999,72.230003,73.57,912800,73.57
"434",73.57,73.739998,72.830002,73.330002,730500,73.330002
"435",73.260002,73.739998,72.660004,73.129997,843500,73.129997
"436",73.18,73.470001,71.82,72.300003,1996200,72.300003
"437",72.470001,73.050003,71.080002,71.220001,1060700,71.220001
"438",70.919998,71.669998,70.510002,70.800003,803500,70.800003
"439",70.339996,70.660004,68.510002,68.809998,1373300,68.809998
"440",68.760002,69.459999,68.360001,68.43,851700,68.43
"441",69.480003,69.480003,67.949997,68.529999,2296200,68.529999
"442",68.529999,69.230003,68.300003,68.919998,1411000,68.919998
"443",68.739998,70.269997,68.419998,69.239998,1384300,69.239998
"444",69.370003,69.860001,68.599998,69.300003,1054800,69.300003
"445",69.389999,70.580002,69.309998,69.690002,1158500,69.690002
"446",69.620003,70.330002,68.919998,70.010002,539700,70.010002
"447",69.989998,71.620003,69.75,71.419998,1300500,71.419998
"448",70.959999,71.110001,70.050003,70.480003,1081100,70.480003
"449",70.25,71.389999,69.809998,71.150002,1082600,71.150002
"450",71.050003,71.370003,70.449997,71.089996,670200,71.089996
"451",71,72.139999,70.889999,71.5,1194700,71.5
"452",71.370003,71.639999,70.959999,71.279999,956200,71.279999
"453",71.739998,75.709999,71.459999,75.510002,2619200,75.510002
"454",75.25,75.639999,74.010002,74.07,2282100,74.07
"455",74.160004,74.43,72.330002,73.010002,1383500,73.010002
"456",72.769997,73.400002,72.550003,72.879997,783800,72.879997
"457",73.150002,73.349998,72.629997,72.730003,797000,72.730003
"458",72.779999,73.720001,72.690002,73.610001,1008900,73.610001
"459",73.300003,73.93,72.769997,73.160004,788000,73.160004
"460",72.410004,72.860001,71.620003,71.889999,864600,71.889999
"461",71.720001,72.400002,71.379997,71.989998,553600,71.989998
