"","JWN.Open","JWN.High","JWN.Low","JWN.Close","JWN.Volume","JWN.Adjusted"
"133",41.669998,42.369999,41.509998,42.32,1621700,38.672318
"134",41.900002,42.700001,41.82,42.310001,2158200,38.663182
"135",42.470001,42.790001,42.200001,42.689999,1553800,39.010426
"136",42.889999,43.18,42.580002,43.18,1440700,39.458193
"137",43.189999,43.27,42.68,42.849998,1929100,39.156635
"138",42.740002,43.09,42.5,42.790001,1164300,39.101809
"139",42.450001,42.580002,41.759998,42.09,1210300,38.462143
"140",42.139999,42.5,41.740002,42.150002,1410200,38.516973
"141",42.169998,42.869999,42.110001,42.130001,996800,38.498696
"142",42.07,42.580002,42.07,42.439999,1151800,38.781974
"143",42.419998,42.610001,42.25,42.380001,854800,38.727148
"144",42.73,43.900002,42.439999,43.400002,2586500,39.659232
"145",43.310001,43.459999,42.470001,42.57,2270200,38.90077
"146",42.34,43.040001,42.200001,42.860001,2239000,39.165775
"147",42.52,43.689999,42.119999,42.939999,3403700,39.238878
"148",43.369999,43.610001,41.77,42.349998,3091200,38.699732
"149",41.950001,42.310001,41.34,42.150002,2562000,38.516973
"150",42.439999,42.450001,41.389999,41.619999,2285000,38.032653
"151",41.939999,41.990002,41.580002,41.75,1736300,38.151449
"152",41.5,41.93,41.439999,41.630001,1580300,38.041793
"153",41.57,42.189999,41.389999,42.09,1962100,38.462143
"154",41.900002,42.459999,41.810001,42.189999,1491300,38.553523
"155",42.119999,42.360001,40.84,40.91,2813500,37.383851
"156",40.75,41.779999,40.75,41.240002,2441000,37.685409
"157",41.700001,41.990002,41.299999,41.369999,1913900,37.804201
"158",41.43,42.209999,41.32,42.18,1364600,38.544386
"159",42.110001,42.360001,41.25,41.560001,2692200,37.977827
"160",41.740002,41.779999,41.099998,41.529999,1635000,37.95041
"161",41.619999,42.200001,41.48,41.959999,2326800,38.343347
"162",41.869999,41.98,40.639999,40.91,3150500,37.383851
"163",41.27,41.52,40.84,41.18,2205700,37.630579
"164",41.57,41.740002,40.939999,40.939999,2908000,37.411264
"165",40.869999,40.93,40.029999,40.09,4692100,36.634529
"166",41.52,42.599998,41.259998,42.049999,5872200,38.42559
"167",42.060001,44.209999,42,43.709999,3266100,39.94251
"168",43.73,44.900002,43.720001,44.59,2245600,40.746661
"169",44.509998,45,44.360001,44.919998,2122500,41.048216
"170",44.810001,45.630001,44.740002,44.959999,2523300,41.084769
"171",44.68,45.630001,44.490002,45.57,1694400,41.642192
"172",45.290001,46.200001,45.150002,46.150002,1434600,42.172202
"173",46.189999,46.310001,45.560001,45.720001,2031700,41.779264
"174",45.41,46.169998,45.41,45.869999,1563500,41.916333
"175",46.080002,46.959999,46.080002,46.700001,2385200,42.674795
"176",46.84,47.450001,46.119999,46.48,3472200,42.473756
"177",45.669998,47.52,45.52,46.91,4682000,42.866693
"178",46.290001,46.869999,45.32,45.650002,2625700,41.715298
"179",45.740002,46.060001,44.16,44.59,3378700,40.746661
"180",44.490002,45.32,44.110001,45,2739100,41.121322
"181",45.349998,45.880001,44.959999,45.490002,3402800,41.569089
"182",45.029999,45.630001,44.59,45.259998,3001100,41.35891
"183",45.310001,45.610001,43.919998,44.220001,2944400,40.408553
"184",44.07,44.389999,43.450001,44.209999,3025400,40.610639
"185",45.209999,45.279999,44.25,44.619999,4056400,40.987259
"186",44.650002,44.810001,43.599998,44.080002,2463500,40.491226
"187",44.380001,44.400002,43.209999,43.259998,2186500,39.737983
"188",43.240002,44,42.650002,43.77,1811400,40.206463
"189",43.700001,44.709999,43.200001,44.299999,2306400,40.693312
"190",43.490002,44.68,43.490002,44.369999,2214900,40.757613
"191",44.380001,44.799999,44.009998,44.459999,2599900,40.840286
"192",43.970001,44.470001,42.759998,42.990002,3413600,39.489968
"193",42.040001,43.189999,41.790001,42.860001,2542100,39.370551
"194",42.759998,42.919998,41.27,41.5,4728800,38.121275
"195",42.400002,42.919998,41.639999,41.689999,3418100,38.295805
"196",42.439999,42.439999,40.959999,41.330002,4495100,37.965117
"197",41.849998,42.48,41.84,42.299999,1812900,38.856142
"198",43.380001,43.380001,42.599998,42.639999,2742200,39.168461
"199",42.419998,42.470001,41.939999,42.259998,3972800,38.819398
"200",42.5,43.720001,42.07,43.619999,5308000,40.068674
"201",43.700001,44.439999,43.52,43.599998,2504800,40.050302
"202",43.75,44.209999,42.91,42.950001,2531300,39.453224
"203",42.990002,44.060001,42.959999,44,1993800,40.417737
"204",44.150002,44.98,44.009998,44.900002,2079100,41.244465
"205",44.77,45,43.970001,44.880001,2540800,41.226093
"206",45,45.619999,44.91,45.110001,2168400,41.437367
"207",45.240002,45.490002,44.810001,45.169998,1600800,41.49248
"208",44.950001,46.099998,44.790001,45.66,1656000,41.942588
"209",45.880001,46.209999,45.259998,45.900002,2840300,42.16305
"210",46,47.290001,45.98,46.610001,3736400,42.815245
"211",46.73,47.220001,45.919998,46.220001,2527700,42.456997
"212",46.02,46.619999,45.880001,45.959999,1632000,42.218163
"213",45.669998,46.66,45.599998,45.84,2038700,42.107934
"214",46.27,46.5,45.299999,45.950001,1926800,42.208979
"215",45.66,46.150002,45.419998,46.07,1546500,42.319208
"216",46.240002,46.450001,45.950001,46.18,1551000,42.420253
"217",45.52,45.689999,44.740002,45.380001,2093400,41.685386
"218",45.529999,45.950001,45.34,45.790001,1946300,42.062005
"219",46.549999,47.220001,46.400002,47.009998,1999100,43.182677
"220",47.200001,47.330002,46.959999,47.310001,2589500,43.458255
"221",47.310001,47.599998,46.950001,47.48,1879700,43.614413
"222",47.639999,48.700001,47.580002,48.540001,2500000,44.588114
"223",48.48,48.57,47.57,48.139999,2677700,44.220679
"224",47.959999,48.060001,47.48,47.93,1608800,44.027777
"225",48,48.169998,47.52,47.549999,1500000,43.678713
"226",47.75,48.130001,47.279999,47.740002,2466500,43.853247
"227",47.709999,48.48,47.66,48.099998,2763400,44.183934
"228",48.360001,48.619999,47.73,48,3018300,44.092077
"229",46.400002,48.16,46.330002,47.5,4118800,43.632785
"230",48,48.27,47.060001,47.389999,1773200,43.53174
"231",47.560001,47.599998,47.02,47.310001,1359700,43.458255
"232",47.869999,48.419998,47.720001,48.259998,2608400,44.330908
"233",48.740002,49.43,47.950001,48.700001,3662000,44.735087
"234",48.470001,49.349998,48.099998,49.169998,4762800,45.16682
"235",48.77,49.25,47.349998,47.630001,4674400,43.752202
"236",47.509998,47.830002,46.189999,46.23,2569400,42.466181
"237",46.049999,46.529999,45.68,45.860001,2747900,42.126306
"238",45.91,46.560001,45.860001,46.18,2758700,42.420253
"239",46.5,46.5,45.580002,46.450001,2395600,42.668271
"240",46.080002,46.240002,44.959999,45.599998,2285500,41.887472
"241",44.939999,45.93,44.939999,45.619999,1808700,41.905844
"242",45.759998,46.080002,45.490002,45.5,1282100,41.795615
"243",45.009998,45.900002,44.869999,45.599998,1886200,41.887472
"244",45.310001,46.43,45.259998,46.18,2547000,42.635298
"245",46.25,46.970001,46.200001,46.400002,1991600,42.838412
"246",46.75,47.080002,46.18,46.830002,2632900,43.235407
"247",46.549999,46.810001,45.02,45.07,2766000,41.610499
"248",45.43,45.740002,44.150002,44.470001,3536700,41.056556
"249",43.77,44.560001,43.220001,43.529999,2951200,40.188706
"250",43.450001,43.82,42.860001,42.889999,3044400,39.597832
"251",43.169998,43.5,42.549999,42.580002,3633000,39.31163
"252",42.400002,42.619999,42,42.189999,4303300,38.951562
"253",42.369999,43.099998,42.369999,42.639999,4044000,39.367022
"254",42.419998,42.59,41.880001,42.130001,3704100,38.89617
"255",42.27,42.82,42.080002,42.549999,2299200,39.28393
"256",43.139999,44.450001,43.139999,44.200001,2804700,40.80728
"257",43.669998,44.049999,43.32,43.509998,2095300,40.170241
"258",43.459999,44.029999,42.990002,43.380001,1936000,40.050222
"259",43.75,44.439999,43.669998,43.759998,1803500,40.401052
"260",43.540001,44.950001,43.369999,44.93,2078500,41.481246
"261",45.150002,46.139999,45.02,46.099998,2686400,42.561437
"262",45.860001,46.389999,45.279999,45.310001,1907200,41.832079
"263",44.91,45.970001,44.810001,45.880001,2842700,42.358326
"264",45.779999,45.959999,44.82,44.900002,1997800,41.45355
"265",44.77,45.610001,44.57,45.490002,2381900,41.998263
"266",45.669998,46.310001,45.5,46.259998,1888500,42.709156
"267",46.549999,46.91,45.939999,46.060001,2513200,42.52451
"268",46.259998,47,46.25,46.939999,3005500,43.33696
"269",46.849998,48.310001,46.700001,48.240002,2257600,44.537177
"270",48.080002,48.73,47.93,48.419998,2244900,44.703357
"271",48.16,48.509998,48.09,48.48,2032200,44.758753
"272",49.25,50.919998,49.23,50.560001,4516600,46.679097
"273",49.849998,50.259998,49.509998,50.25,2174000,46.392891
"274",49.5,50.049999,49.349998,49.759998,2262700,45.940501
"275",49.48,50.200001,49.299999,49.349998,2274600,45.561972
"276",49.82,50.439999,49.540001,49.610001,1838600,45.802017
"277",49.889999,50.5,49.34,49.93,3447400,46.097454
"278",50.27,50.459999,49.5,50.439999,1922900,46.568306
"279",50.09,50.400002,49.700001,49.970001,1626800,46.134385
"280",50.419998,51.860001,50.27,51.790001,2852500,47.814684
"281",51.880001,51.990002,50.84,51.18,1097300,47.251506
"282",51.509998,52.150002,51.330002,51.400002,1594200,47.45462
"283",51.549999,51.84,51.209999,51.5,1638700,47.546943
"284",50.869999,51.389999,50.779999,51.040001,1520700,47.122253
"285",50.950001,51.299999,50.490002,50.900002,1911500,46.993
"286",50.59,50.669998,49.169998,49.23,2019300,45.451184
"287",49.470001,50.799999,49.470001,50.18,3335200,46.328265
"288",49.509998,50.970001,49.220001,50.16,2427900,46.309799
"289",50.889999,50.889999,49.119999,49.959999,2697300,46.12515
"290",49.34,49.560001,47.009998,47.049999,5421300,43.438517
"291",47.09,47.82,46.110001,47.75,4606700,44.084787
"292",46.380001,47.080002,43.119999,43.150002,7686800,39.837877
"293",44.07,44.450001,42.299999,44.310001,7168100,40.908837
"294",42.5,43.240002,39.18,39.849998,5608300,36.791177
"295",40.900002,41.650002,38.099998,41.599998,6285900,38.40685
"296",40.330002,41.959999,39.93,40.139999,5049000,37.058918
"297",40.57,43.23,40.290001,42.330002,3707200,39.080819
"298",45.68,46,43.919998,44.279999,5805100,40.881138
"299",44.68,44.84,43.360001,44.669998,4647900,41.241201
"300",44.349998,44.349998,42.400002,42.950001,4452500,39.653228
"301",43.43,43.669998,40.599998,41.419998,5705800,38.240666
"302",39.959999,40.07,37.869999,38.299999,5653300,35.360153
"303",37.75,38.75,37.279999,37.450001,4024400,34.575399
"304",38.209999,38.5,37.41,37.779999,2426300,34.880067
"305",37.740002,39.950001,37.299999,39.939999,4048700,36.874269
"306",39.66,41.139999,39.43,41.099998,3002200,37.945229
"307",41.23,42.040001,39.790001,39.959999,5849700,36.892734
"308",39.560001,42.630001,39.560001,42.09,6775300,38.85924
"309",42.830002,44.77,42.540001,44.700001,5845200,41.268901
"310",44.509998,45.939999,44.400002,45.599998,4700100,42.099816
"311",45.959999,46.689999,44.91,45.459999,3461900,41.970563
"312",45.259998,45.959999,44.290001,44.709999,4255800,41.488037
"313",43.75,44.060001,43.009998,43.259998,1948500,40.142529
"314",41.900002,43.849998,41.619999,43.799999,3008300,40.643615
"315",44.669998,46.169998,44.599998,45.939999,3390100,42.629399
"316",45.41,46.400002,44.82,45.139999,3114900,41.88705
"317",44.439999,45.23,43.5,44.049999,3190500,40.875599
"318",43.330002,45.560001,43.049999,45.540001,3195200,42.258226
"319",45.650002,46.34,45.09,45.66,3248800,42.369577
"320",44.869999,46.66,44.169998,45.919998,3838600,42.610839
"321",46.59,47.169998,45.700001,47.02,3630400,43.631572
"322",47.310001,48.060001,47,47.889999,3229100,44.438875
"323",47.110001,48.32,46.66,47.98,1920600,44.52239
"324",48.169998,48.93,47.419998,47.490002,2202700,44.067703
"325",47.59,47.900002,46.099998,46.18,2016400,42.852105
"326",44.25,45.889999,43.630001,44.810001,3676200,41.580833
"327",44.41,45.700001,44.220001,45.52,2405500,42.239667
"328",45.75,48.189999,45.07,48.16,2999300,44.689419
"329",49.09,49.25,47.09,47.349998,2789700,43.937789
"330",47.540001,48.299999,46.889999,46.950001,2187300,43.566616
"331",47.830002,48.040001,45.43,46.650002,3166900,43.288236
"332",46.040001,46.860001,45.470001,45.68,2204700,42.388137
"333",45.25,47.650002,45.200001,45.369999,4241700,42.100475
"334",44.619999,48.560001,44.619999,48.439999,5200000,44.94924
"335",48.380001,48.450001,46.540001,48.220001,5518800,44.745096
"336",48.82,48.98,47.240002,48,5430400,44.540949
"337",48.279999,49.740002,48.080002,48.689999,4441800,45.181224
"338",49.560001,50.810001,48.790001,50.669998,2169400,47.018537
"339",50.169998,50.32,48.540001,49.259998,4529800,45.710147
"340",50.07,51.490002,49.490002,50.18,3303400,46.563851
"341",50.279999,50.919998,49.310001,49.470001,2384100,45.905017
"342",50.470001,51,49.48,50.700001,2619400,47.046378
"343",50.369999,51.290001,49.900002,50.029999,1976300,46.424659
"344",49.93,52.610001,49.060001,51.970001,3262900,48.224858
"345",51.849998,52.099998,51.080002,51.32,1805700,47.621698
"346",51.139999,51.330002,49.880001,50.580002,3069800,46.935027
"347",51.369999,51.610001,50.740002,51.59,2820000,47.872241
"348",51.73,53.349998,51.43,52.77,3019000,48.967206
"349",52.25,52.25,49.75,50.630001,2821600,46.981423
"350",51.57,51.73,49.610001,50.459999,2796800,46.823672
"351",52,53.09,50.669998,52.139999,3252300,48.382605
"352",51.900002,52.34,50.669998,51.169998,2359200,47.482506
"353",50.25,51.330002,49.939999,50.689999,2564500,47.037097
"354",49.080002,50.75,48.869999,50.25,2839500,46.628806
"355",51.080002,51.240002,50.150002,50.57,3100500,46.925745
"356",49.330002,51.139999,48.380001,51.07,4909400,47.389713
"357",50.029999,51,49.93,50.389999,2380500,46.758716
"358",50.240002,50.880001,49.549999,50.630001,1971700,46.981423
"359",50.959999,51.75,49.869999,51.200001,2312200,47.510346
"360",49.970001,50.779999,48.740002,48.93,3006000,45.40393
"361",49.860001,50.060001,48.860001,49.619999,3106900,46.044205
"362",47.889999,49.529999,47.650002,49.48,4672200,45.914294
"363",49.369999,49.73,48.900002,49.09,2604300,45.5524
"364",48.959999,49.650002,48.540001,49.299999,2040200,45.747266
"365",48.849998,49.34,48.07,48.130001,2077500,44.661582
"366",48.07,48.290001,46.57,47.009998,3657700,43.62229
"367",47.310001,47.310001,46.490002,46.98,2987800,43.594453
"368",46.209999,46.700001,45.599998,46.310001,2478000,42.972738
"369",46.27,46.560001,45.419998,45.73,2620200,42.434533
"370",45.189999,45.580002,44.66,44.740002,1677600,41.515878
"371",44.470001,45.07,44.220001,44.290001,804300,41.098306
"372",45.299999,46.049999,44.880001,45.189999,2443100,42.152344
"373",44.700001,45.299999,44.290001,44.66,3478900,41.657972
"374",46.060001,46.200001,44.849998,45.279999,4859500,42.236295
"375",45.650002,47.48,45.25,47.099998,3658700,43.933955
"376",47.689999,48.16,47.130001,47.169998,2463100,43.999249
"377",47.900002,49.029999,47.639999,48.130001,2889400,44.894721
"378",48.07,48.200001,47.240002,47.360001,1612100,44.17648
"379",47.07,47.470001,46.75,47.119999,1572600,43.952611
"380",46.779999,48.52,46.68,47.419998,3118200,44.232444
"381",47.5,48.330002,47.490002,48.200001,2112100,44.960015
"382",47.91,48.619999,47.509998,48.419998,2461900,45.165225
"383",48.720001,48.900002,46.740002,46.98,2713000,43.822022
"384",46.889999,47.650002,46.790001,47.139999,3208600,43.971267
"385",47.5,47.84,47.209999,47.279999,1872900,44.101855
"386",47.650002,48.43,46.93,47.029999,2355400,43.86866
"387",47.209999,47.810001,46.73,46.900002,1876600,43.747401
"388",47.459999,49.049999,47.459999,48.869999,2298600,45.584976
"389",48.830002,49.66,48.369999,49.529999,1850500,46.200611
"390",49.549999,50,49.049999,49.16,1283900,45.855484
"391",49.18,49.869999,49.110001,49.830002,848600,46.480448
"392",49.700001,50.27,49.34,50.07,919600,46.704314
"393",49.830002,50.259998,49.220001,49.91,2221900,46.555069
"394",49.91,50.610001,49.279999,50.029999,1419600,46.667002
"395",49.98,50.209999,49.689999,49.709999,862400,46.368512
"396",50.52,50.669998,49.700001,49.720001,2985500,46.377842
"397",49.599998,50.389999,49.490002,50.080002,2292900,46.713643
"398",49.84,50.84,49.169998,50.610001,2607000,47.208016
"399",49.310001,50.200001,49.07,49.740002,1916200,46.396498
"400",49.779999,49.950001,49.189999,49.66,1731200,46.321874
"401",49.900002,49.91,48.869999,49.360001,2180500,46.04204
"402",49.330002,49.560001,48.68,48.98,2638200,45.687583
"403",49.299999,49.299999,48.419998,48.93,1924200,45.640945
"404",48.689999,49.279999,48.330002,48.48,1711000,45.221193
"405",48.950001,49.52,48.77,48.990002,1690900,45.696913
"406",48.93,49.810001,48.82,49.639999,2033600,46.303218
"407",49.77,50.630001,49.360001,50.369999,2529900,46.984147
"408",50.25,50.57,49.830002,50.02,1631600,46.657675
"409",49.93,50.75,49.34,49.380001,1795600,46.060696
"410",49.139999,49.900002,49,49.619999,1802800,46.284562
"411",49.639999,49.700001,48.369999,48.740002,2842700,45.463718
"412",48.91,49.380001,48.119999,48.459999,1980100,45.202537
"413",48.299999,48.75,48.139999,48.549999,1446600,45.286487
"414",48.189999,49.610001,48,49.529999,2740400,46.200611
"415",49.700001,50.029999,49.080002,49.380001,2048400,46.060696
"416",49.650002,50,49.279999,49.52,2184700,46.191285
"417",49.82,50.009998,48.669998,49.110001,2138200,45.808845
"418",49.52,50.490002,49.48,50.27,2111800,46.89087
"419",49.970001,50.119999,49.639999,49.790001,1945600,46.443136
"420",49.630001,51.110001,49.43,50.599998,2342700,47.198686
"421",50.709999,51.240002,50.48,51.009998,2265600,47.581126
"422",51.02,51.27,50.5,51.150002,1882300,47.711718
"423",50.700001,51.07,50.5,50.779999,984500,47.366587
"424",50.919998,51.099998,50.439999,50.560001,1841300,47.161378
"425",50.540001,51,50.299999,50.669998,1683400,47.26398
"426",50.790001,51.5,50.59,51,2617900,47.5718
"427",51,52.32,50.93,52.18,4153800,48.672481
"428",51.380001,52.439999,50.740002,51.139999,5424400,47.702388
"429",51.369999,53.369999,51.369999,52.790001,3953900,49.241477
"430",52.18,53.07,52.18,52.630001,2347800,49.092233
"431",52.25,53.689999,52.049999,53.25,2269000,49.670556
"432",53.200001,53.5,52.919998,53.169998,2274000,49.595931
"433",52.599998,54.029999,52.459999,53.889999,2606000,50.267534
"434",53.619999,53.959999,53.369999,53.779999,2025000,50.417531
"435",53.849998,54.68,53.610001,53.619999,2915300,50.267535
"436",53.669998,53.849998,52.689999,53.77,2555000,50.408158
"437",54,54.09,53.34,53.549999,1376800,50.201911
"438",53.459999,53.75,53.18,53.5,1294900,50.155038
"439",53.09,53.189999,52.299999,52.41,1585900,49.133188
"440",52.720001,53.349998,52.459999,53.200001,1356000,49.873796
"441",53.630001,53.919998,53.290001,53.68,1131200,50.323784
"442",53.93,54.25,53.630001,54.080002,1127800,50.698777
"443",54.16,54.310001,53.549999,53.669998,1052800,50.314408
"444",53.939999,54.950001,53.16,54.900002,2266600,51.467508
"445",54.650002,54.98,54.389999,54.68,1215200,51.261262
"446",54.639999,55.119999,54.23,55.049999,1612900,51.608127
"447",55.110001,55.360001,54.470001,54.880001,1823100,51.448758
"448",54.75,54.810001,53.990002,54.369999,963300,50.970643
"449",54.220001,54.880001,54,54.740002,1191700,51.317512
"450",54.900002,55.450001,54.740002,55.25,1146500,51.795624
"451",54.830002,55.43,54.689999,54.990002,1268600,51.551881
"452",54.880001,54.900002,53.830002,54.540001,897300,51.130016
"453",54.990002,55.470001,54.639999,55.290001,873500,51.833124
