"","TIF.Open","TIF.High","TIF.Low","TIF.Close","TIF.Volume","TIF.Adjusted"
"136",65.629997,65.760002,65.169998,65.440002,1119800,60.509072
"137",65.339996,65.360001,63.91,64.199997,1649700,59.362501
"138",64.029999,64.279999,63.580002,64.239998,1301900,59.399488
"139",63.880001,64.110001,63.290001,63.84,905400,59.02963
"140",63.91,64.230003,63.259998,63.299999,1002800,58.530319
"141",63.32,64.370003,63.32,64,928000,59.177574
"142",63.869999,64.160004,62.759998,63.110001,1104200,58.354637
"143",63.080002,63.080002,62.110001,62.27,996500,57.577931
"144",62.279999,62.560001,59.68,61.779999,2137700,57.124851
"145",61.709999,61.709999,60.150002,60.610001,1909600,56.043013
"146",60.259998,60.939999,60.16,60.52,1571500,55.959794
"147",60.529999,60.580002,59.490002,60.189999,1747000,55.654658
"148",60.16,60.830002,58.369999,59.349998,1502600,54.877952
"149",58.98,61.150002,58.700001,60.939999,2481800,56.348145
"150",62.810001,62.810001,60,60.560001,4360300,55.996781
"151",61.25,61.450001,60.669998,60.990002,1719800,56.39438
"152",60.830002,60.98,59.740002,59.880001,1348200,55.368019
"153",59.740002,60.540001,59.470001,60.049999,1400700,55.525208
"154",60.029999,60.169998,58.900002,59.02,1774800,54.57282
"155",59.09,59.119999,58.060001,58.220001,1336200,53.833101
"156",57.75,58.799999,57.200001,57.759998,2439300,53.407759
"157",58.360001,58.52,57.610001,57.830002,1304600,53.472488
"158",57.290001,58.32,57.290001,58.130001,965600,53.749882
"159",57.759998,58.650002,57.209999,58.599998,1503900,54.184465
"160",58.669998,59.740002,58.099998,59.110001,1463100,54.656038
"161",59.18,59.52,58.91,59.119999,1180200,54.665283
"162",59.099998,59.25,57.349998,57.540001,1030800,53.204339
"163",57.799999,58.5,57.25,58.130001,966300,53.749882
"164",58.790001,59.599998,58.450001,59.009998,1284900,54.563571
"165",58.790001,59.029999,57.959999,58.549999,1519500,54.138233
"166",59.049999,60.91,59.049999,60.82,2002000,56.237188
"167",62.470001,62.689999,61.139999,61.959999,2398800,57.291288
"168",61.73,62.98,61.73,62.380001,1197500,57.679643
"169",62.459999,62.700001,62.040001,62.25,987200,57.559437
"170",61.880001,63.209999,61.830002,62.790001,1289100,58.058749
"171",62.619999,63.450001,62.34,63.400002,946500,58.622786
"172",62.959999,64.489998,62.52,64.449997,1460100,59.593664
"173",64.589996,65.589996,64.330002,64.720001,2315000,59.843323
"174",64.339996,64.93,63.68,64.059998,1084000,59.233051
"175",64.360001,64.93,63.48,63.990002,1884400,59.168329
"176",63.75,64.709999,63.700001,63.860001,1358900,59.048124
"177",64,64.699997,63.84,64.699997,1372700,59.824826
"178",63.330002,64.599998,62.599998,62.700001,1253000,57.97553
"179",62.73,62.73,58.98,59.959999,2685600,55.441989
"180",59.98,61.110001,59.619999,60.549999,1767000,55.987532
"181",61,61.84,60.360001,61.150002,919800,56.542324
"182",61.389999,62.310001,61.25,61.549999,1242600,56.912182
"183",61.77,62.09,60.23,60.290001,1058600,55.747125
"184",60.189999,61.349998,59.98,60.720001,1104800,56.144725
"185",61.290001,62.23,60.650002,62.119999,1315800,57.439232
"186",62.049999,62.68,61.77,62.59,1334400,57.873818
"187",64.019997,65.190002,62.650002,62.970001,2301500,58.225186
"188",63.099998,64.620003,62.889999,63.700001,2156900,58.90018
"189",63.639999,63.84,62.950001,63.740002,1563100,58.937167
"190",62.959999,63.110001,61.759998,61.900002,1782600,57.235811
"191",61.099998,63.41,60.849998,63.189999,1986000,58.428607
"192",61.450001,61.68,58.880001,59.860001,5629100,55.349525
"193",56.119999,58.09,54.580002,57.68,5404800,53.333789
"194",57.560001,58.18,55.599998,56.27,3389500,52.030033
"195",57.080002,57.419998,55.77,56.669998,2533200,52.633736
"196",57.5,57.689999,56.5,57.290001,3353500,53.209579
"197",61.619999,62.279999,59.73,60.220001,6564900,55.930893
"198",60,60.220001,59.240002,59.490002,2719300,55.252887
"199",59.299999,59.950001,57.900002,59.369999,2173700,55.141432
"200",59.93,60.139999,58.669998,59.599998,1853000,55.35505
"201",59.93,60.580002,59.490002,60,1877000,55.726562
"202",60.09,60.27,58.599998,58.599998,1895700,54.426274
"203",58.540001,60.740002,58.540001,60.740002,1679200,56.413857
"204",60.84,61.669998,60.5,61.599998,1780300,57.212602
"205",61.450001,61.830002,60.689999,61.439999,1585400,57.063998
"206",61.75,62.82,61.689999,62.52,1461400,58.067078
"207",62.389999,62.619999,61.700001,62.43,956300,57.983488
"208",62.16,63.77,62.150002,63.240002,1850400,58.735797
"209",63.619999,63.849998,62.41,62.619999,1117600,58.159954
"210",61.990002,63.09,61.169998,62.209999,1964800,57.779156
"211",62.599998,62.709999,61.119999,61.43,1071100,57.054712
"212",61.75,62.189999,61.34,62.049999,1234000,57.630552
"213",61.57,62.330002,61.290001,61.48,1033800,57.10115
"214",61.709999,62.369999,61.310001,62.310001,2095500,57.872035
"215",61.759998,63.290001,61.52,63.16,2555700,58.661494
"216",63.34,65.18,62.990002,65,2422300,60.370442
"217",64.129997,64.470001,63.220001,63.799999,2033300,59.25591
"218",63.900002,64.75,63.889999,64.099998,1902800,59.534542
"219",64.949997,65.959999,64.779999,65.760002,1874300,61.076313
"220",65.800003,67.260002,65.650002,66.919998,1786700,62.15369
"221",66.610001,67,66.470001,66.849998,1317300,62.088676
"222",67.050003,67.330002,66.379997,66.68,1705800,61.930786
"223",66.910004,68.849998,66.580002,68.75,1754500,63.853352
"224",68.709999,68.940002,68.139999,68.459999,1153000,63.584006
"225",68.559998,69.720001,68.230003,69.440002,1200000,64.494209
"226",69.709999,70.260002,68.720001,68.860001,1282600,63.955518
"227",68.620003,68.989998,67.589996,67.970001,1486400,63.128908
"228",67.889999,68.889999,66.940002,67.389999,1431200,62.590216
"229",66.800003,68.849998,66.480003,68.110001,1727100,63.258936
"230",68.949997,69.160004,67.220001,67.660004,1407500,62.840989
"231",67.760002,68.32,67.139999,68.029999,939000,63.184632
"232",68.449997,69.760002,68.080002,69.349998,1575000,64.410616
"233",68.940002,69.339996,67.419998,68.25,1522600,63.388964
"234",67.970001,69.25,67.379997,69.18,1155700,64.252726
"235",69.349998,69.540001,68.290001,68.949997,1304900,64.039104
"236",68.650002,69.43,68.470001,68.910004,1654200,64.001959
"237",68.470001,69.080002,67.769997,68.449997,2074900,63.574716
"238",68.449997,70.169998,68.18,70.129997,1004500,65.13506
"239",70.449997,70.449997,69.349998,70.260002,1367300,65.255806
"240",70,70.260002,68.779999,69.239998,1107900,64.30845
"241",68.290001,68.900002,68.099998,68.269997,1503900,63.407536
"242",68.620003,69.540001,68.620003,68.860001,1546600,63.955518
"243",68.129997,70.389999,67.57,70.040001,2400300,65.051474
"244",73.169998,76.879997,73.169998,76.040001,7944300,70.62413
"245",76.07,76.610001,75.029999,76.5,1951300,71.051366
"246",76.800003,77.019997,75.169998,75.660004,2802300,70.271198
"247",73.809998,74.790001,73.239998,73.379997,2109100,68.153582
"248",73.449997,74.019997,72.199997,73.580002,1698400,68.339342
"249",72.510002,74.339996,72.059998,73.239998,1911100,68.023554
"250",73.25,74,72.68,72.730003,1435200,67.549883
"251",73.879997,74.860001,73.360001,73.400002,1994700,68.172162
"252",73.419998,73.879997,72.300003,72.580002,1392500,67.410566
"253",72.93,73.279999,72.230003,72.650002,1645300,67.47558
"254",72.400002,72.529999,70.959999,71.410004,1593000,66.323899
"255",71.5,72.860001,71.5,72.510002,1354800,67.345552
"256",73.279999,74.589996,73.010002,74.43,1770800,69.1288
"257",73.550003,74.190002,72.57,73.040001,1577200,67.837802
"258",72.790001,72.970001,71.720001,72.709999,1626400,67.800501
"259",73.349998,74.089996,73.040001,73.800003,1764300,68.816906
"260",73.419998,75.339996,73.190002,74.989998,1404800,69.926551
"261",75.269997,76.989998,74.879997,76.849998,2732300,71.660961
"262",76.57,77.919998,76.309998,76.43,1921200,71.269322
"263",74.690002,76.349998,74.230003,76.269997,2567600,71.120122
"264",75.580002,76.839996,75.370003,75.699997,2004700,70.58861
"265",75.779999,77,75.099998,76.379997,1609600,71.222695
"266",76.800003,78.349998,76.68,77.93,1572200,72.66804
"267",78.18,78.550003,77.139999,77.739998,1934100,72.490866
"268",78.169998,79,78.029999,78.519997,1355900,73.218198
"269",78.800003,79.580002,77.919998,79.400002,1617800,74.038784
"270",79.360001,81.57,79.07,81.139999,1849000,75.661294
"271",81,81.970001,80.639999,81.43,1536700,75.931714
"272",82.080002,84.489998,81.790001,83.050003,3127700,77.442331
"273",81.860001,82.860001,81.650002,82.300003,1979800,76.742973
"274",81.410004,81.989998,80.160004,80.580002,1590800,75.139109
"275",80,81.25,80,80.5,1251000,75.064509
"276",81.169998,83,81.029999,82.080002,1784300,76.537826
"277",82.330002,82.93,80.559998,81.470001,1614300,75.969014
"278",82.709999,82.900002,80.949997,81.879997,1429100,76.351326
"279",81.379997,81.760002,80.639999,81.190002,1072600,75.707921
"280",81.75,84.059998,81.709999,83.82,1783200,78.160337
"281",84.449997,84.449997,82.889999,83.440002,1818100,77.805997
"282",83.910004,84.120003,82.779999,83.089996,1637900,77.479624
"283",82.910004,83.599998,82.739998,82.910004,1125900,77.311785
"284",82,82.57,81.5,81.720001,1421100,76.202133
"285",81.830002,82.389999,81.269997,81.559998,1055700,76.052933
"286",81.269997,81.400002,78.949997,79.050003,1590400,73.712418
"287",79.330002,80.870003,79.230003,79.419998,1221200,74.05743
"288",79.110001,79.970001,77.919998,79.589996,1803900,74.21595
"289",80.720001,80.809998,78.300003,79.970001,1784600,74.570296
"290",79.019997,79.739998,73.300003,73.379997,3506400,68.42526
"291",73.720001,73.760002,70.959999,73.07,3644600,68.136194
"292",72.949997,73.75,67.779999,68,5871100,63.408529
"293",68.790001,70.050003,66.809998,69.139999,5050100,64.471554
"294",66.540001,67.400002,60.630001,62.27,5319300,58.065428
"295",63.630001,66.510002,61.150002,66.5,4201800,62.009811
"296",64.860001,67.919998,63.25,65.410004,4644200,60.993413
"297",65.699997,68.699997,64.75,67.68,3723600,63.110136
"298",68.830002,69.779999,67.300003,68.309998,2383300,63.697595
"299",68.639999,68.669998,66.959999,68.199997,1864600,63.595022
"300",67.010002,67.730003,64.93,65.660004,2932000,61.226533
"301",66.190002,66.239998,63.349998,64.269997,4829800,59.930382
"302",62,62.110001,58.560001,59.209999,5995400,55.212043
"303",58.049999,60.700001,57.209999,57.360001,2998600,53.48696
"304",58.950001,59.830002,58.060001,59.040001,3674400,55.053524
"305",59.23,62.740002,58.810001,62.720001,3358900,58.485044
"306",62.560001,63.84,61.540001,63.669998,2042200,59.370896
"307",65.089996,67.339996,62.700001,63.110001,3335000,58.84871
"308",66.889999,69.5,65.629997,69.010002,7571900,64.350334
"309",70.050003,71.629997,69.5,71.519997,3262700,66.69085
"310",70.959999,71.919998,70.230003,71.25,1679100,66.439084
"311",71.769997,72.839996,70.75,71.959999,2391300,67.101143
"312",71.949997,73.050003,70.800003,71.019997,1942700,66.224611
"313",69.449997,69.489998,67.519997,68,2073900,63.408529
"314",65.790001,68.760002,65.379997,68.650002,2087000,64.014641
"315",69.919998,70.860001,69.610001,70.839996,1322600,66.056764
"316",70.169998,72,69.849998,70.360001,1710800,65.609179
"317",69.389999,70.889999,67.760002,68.489998,1885100,63.865441
"318",67.650002,69.870003,67.139999,69.849998,1872000,65.133613
"319",70.209999,72.739998,69.440002,72.449997,2211800,67.558055
"320",72.769997,74.989998,71.879997,73.989998,2720500,68.994072
"321",74.5,75.849998,73.370003,75.110001,2934100,70.038451
"322",75.309998,76.290001,74.57,75,3158400,70.206946
"323",73.480003,76.779999,73.07,76.07,2647000,71.208565
"324",76.540001,77.839996,75.019997,75.040001,1699800,70.244391
"325",75.25,76.260002,72.129997,72.190002,1580300,67.576528
"326",68.470001,69.889999,66.110001,67.470001,3213800,63.15817
"327",67.139999,71.400002,67.139999,70.529999,2388800,66.022611
"328",70.800003,71.779999,68.019997,69.889999,2858000,65.423512
"329",71.68,73.239998,70.300003,70.849998,2391900,66.32216
"330",70.610001,71.580002,69.339996,69.489998,1669800,65.049074
"331",70.849998,70.889999,61.77,64.699997,5758400,60.565189
"332",63.07,63.73,60.200001,60.82,4846700,56.933153
"333",59.799999,62.18,58.66,58.790001,3524600,55.032886
"334",57.900002,62.25,56.209999,61.959999,3701600,58.000298
"335",62.34,62.860001,60.900002,62.580002,3395200,58.580678
"336",62.029999,67.129997,62.029999,66.580002,3319100,62.325048
"337",67,68.25,65.519997,66.370003,2806700,62.128469
"338",67.760002,70.5,67.760002,69.919998,1858500,65.451594
"339",69.260002,69.970001,68.550003,69.760002,1356900,65.301823
"340",70.660004,73.510002,70.089996,71.339996,2880500,66.780844
"341",70.459999,72.190002,69.790001,70.349998,2341000,65.854114
"342",71.629997,72.720001,70.449997,72.029999,1569100,67.42675
"343",72.610001,73.360001,69.910004,70.120003,1724000,65.638817
"344",70.43,72.339996,68.769997,71.290001,2875200,66.734043
"345",71.32,72.669998,70.699997,71.160004,1669600,66.612354
"346",70.910004,72.660004,70.910004,72.389999,1871900,67.763744
"347",73.190002,74.989998,72.860001,74.599998,3167300,69.832508
"348",74.57,76.400002,74.139999,76.279999,2416500,71.405144
"349",74.919998,76.120003,73.5,74.419998,1908700,69.664011
"350",75.779999,76.019997,73.139999,75.489998,2006800,70.66563
"351",78,80.989998,76.730003,79.489998,3850500,74.41
"352",78.5,79.639999,77.779999,78.900002,1680100,73.857709
"353",77.589996,80.940002,77.449997,79.730003,2872600,74.634667
"354",76.269997,77.889999,74.860001,77.080002,2883700,72.15402
"355",78.580002,79,77.389999,78.75,2072600,73.717293
"356",79,79,75.550003,78.540001,2552500,73.520715
"357",77.540001,78.269997,76.080002,77.940002,2285500,72.959061
"358",78.160004,78.519997,76.169998,77.839996,1322800,72.865446
"359",78.510002,78.889999,76.220001,77.790001,1746900,72.818645
"360",75.699997,76.790001,74.5,75.410004,2529400,70.590748
"361",76.120003,76.330002,74.220001,75.129997,2052800,70.328636
"362",76.330002,78,75.370003,76.849998,1861800,71.938716
"363",76.660004,78.43,76.339996,78.230003,2047000,73.230528
"364",77.940002,78.32,76.440002,77.790001,1691800,72.818645
"365",77.040001,77.470001,75.629997,75.790001,1602100,70.94646
"366",75.830002,76.760002,74.309998,74.940002,1720900,70.150783
"367",75.389999,75.690002,74.339996,75.440002,1467500,70.618829
"368",73.760002,74.410004,70.760002,71.870003,2586700,67.276979
"369",72.110001,73.400002,71.709999,71.959999,1866100,67.361224
"370",71.360001,71.559998,69.099998,69.120003,2638800,64.702724
"371",68.660004,70.239998,68.660004,69.5,1325200,65.058437
"372",73.800003,74.879997,72.489998,73.620003,3703100,68.915141
"373",66.43,68.410004,63.98,67.220001,9847300,62.924147
"374",69.559998,69.900002,65.980003,67.040001,6779600,62.75565
"375",66.260002,68.239998,66.099998,66.349998,4129500,62.109744
"376",67.370003,67.980003,67.120003,67.599998,2581900,63.279859
"377",68.480003,69.480003,67.519997,67.889999,2478400,63.551327
"378",68.07,69.339996,67.779999,68.970001,2304000,64.562309
"379",68.910004,69.889999,67.790001,69.459999,2168600,65.020992
"380",68.800003,69.110001,66.790001,66.93,2021000,62.652679
"381",67.050003,68.290001,66.57,67.879997,1523400,63.541964
"382",67.040001,67.720001,65.900002,67.669998,2172300,63.345386
"383",67.849998,68.25,64.730003,65.190002,2356600,61.02388
"384",64.959999,64.959999,63.25,63.650002,2562500,59.582296
"385",64.5,64.660004,63.490002,63.939999,2354600,59.853761
"386",63.900002,64.120003,62.380001,62.610001,2671100,58.875792
"387",62.549999,63.139999,62.220001,62.43,1752800,58.706527
"388",63.240002,64.139999,62.689999,63.139999,2193300,59.37418
"389",63.27,64.650002,62.599998,64.650002,2302600,60.794122
"390",64.910004,65.370003,64.18,64.57,1748000,60.718892
"391",64.589996,65.190002,63.799999,65.18,1244300,61.29251
"392",65.169998,67.790001,64.639999,67.449997,2029600,63.427119
"393",67.559998,67.559998,66.400002,66.5,1794700,62.533782
"394",66.760002,67.599998,66.410004,67.360001,1377200,63.34249
"395",67.379997,67.440002,66.220001,66.260002,1260000,62.308098
"396",67.57,67.949997,66.18,66.480003,1815100,62.514978
"397",66.260002,67.220001,65.93,66.790001,1616400,62.806487
"398",66.139999,66.769997,65.25,66.68,2424000,62.703047
"399",66.699997,66.849998,65.589996,65.75,1653600,61.828514
"400",65.989998,67.309998,65.389999,66.940002,2240400,62.947542
"401",60.639999,60.860001,58.810001,59.939999,16277800,56.365035
"402",59.400002,60.200001,59.119999,59.98,4070900,56.40265
"403",60.080002,60.200001,58.779999,59.790001,3247800,56.223983
"404",58.799999,60,58.610001,59.099998,3312600,55.575134
"405",59.639999,60.139999,59.310001,59.650002,2418600,56.092334
"406",59.619999,60.549999,59.259998,60.540001,3247700,56.929252
"407",60.869999,63.240002,60.82,63.080002,3094700,59.317761
"408",63.029999,63.189999,61.490002,61.880001,2670500,58.189331
"409",61.400002,63.27,61.169998,63.009998,2752400,59.251932
"410",62.799999,63.700001,62.290001,63.279999,3087500,59.505829
"411",63.02,64.300003,62.490002,63.73,1899600,59.928991
"412",63.990002,64.25,63.07,63.560001,1726000,59.769132
"413",63.25,63.779999,62.919998,63.490002,1864900,59.703307
"414",62.709999,63.41,62.459999,63.299999,1541000,59.524637
"415",63.419998,64.150002,63.259998,63.799999,2259300,59.994816
"416",64.199997,64.610001,63.650002,63.939999,1368100,60.126465
"417",64.269997,64.75,63.52,63.700001,1196300,59.900781
"418",64.269997,65.690002,64.050003,65.209999,1724300,61.32072
"419",65.010002,65.599998,64.580002,65.160004,1330700,61.273706
"420",64.580002,65,63.68,64.639999,1554700,60.784716
"421",64.419998,65.389999,63.490002,64.010002,1898200,60.192294
"422",64.139999,64.589996,63.529999,64.18,1544500,60.352153
"423",63.650002,64.190002,63.290001,63.880001,1192800,60.070046
"424",64.279999,64.889999,63.849998,64.360001,1073400,60.521417
"425",63.91,65.800003,63.91,65.57,1810900,61.659249
"426",65.889999,66.559998,65.290001,65.410004,1701800,61.508796
"427",65.309998,66.239998,65.150002,65.790001,1435700,61.866129
"428",66.099998,66.82,65.949997,66.279999,1127700,62.326902
"429",66.440002,66.959999,65.360001,65.589996,1443000,61.678053
"430",65.709999,65.790001,64.459999,64.489998,1675400,60.643661
"431",64.870003,65.040001,64.220001,64.480003,2444600,60.634263
"432",64.690002,65.080002,64.32,64.68,1455800,60.822332
"433",64.419998,65.360001,64.18,64.889999,1310300,61.019806
"434",65.059998,65.470001,64.760002,65.239998,1411600,61.348929
"435",65.419998,65.419998,64.730003,65.010002,2049600,61.132651
"436",65.029999,66.879997,64.75,66.529999,2194200,62.561992
"437",66.379997,67.650002,66.209999,67.470001,2552000,63.44593
"438",68.169998,68.5,67.290001,68.029999,2208100,63.972528
"439",67.18,67.32,66.099998,67.099998,2239200,63.097995
"440",67.639999,68.220001,67.139999,67.839996,1664500,63.793858
"441",68.110001,69.260002,68,68.900002,2183200,64.790642
"442",69.150002,69.5,68.610001,68.769997,2201700,64.668391
"443",69.080002,69.480003,68.68,69.139999,2341100,65.016326
"444",69.410004,70.580002,69.32,70.440002,2186900,66.238793
"445",70.550003,70.889999,69.860001,70.190002,1506500,66.003704
"446",70.150002,70.150002,68.709999,68.949997,3195900,64.837655
"447",68.879997,68.919998,67.550003,68.029999,2665000,64.242731
"448",68.050003,68.889999,67.290001,68.68,3303800,64.856546
