"","YUM.Open","YUM.High","YUM.Low","YUM.Close","YUM.Volume","YUM.Adjusted"
"54",41.290001,42.529999,41.139999,42.32,4708000,38.472456
"55",42.490002,42.66,42.259998,42.360001,5256000,38.50882
"56",42.57,42.790001,42.060001,42.32,4829600,38.472456
"57",42.290001,42.380001,41.700001,41.700001,2462100,37.908824
"58",41.560001,41.959999,41.349998,41.700001,4691000,37.908824
"59",42,42.700001,41.939999,42.599998,8778200,38.726998
"60",42.810001,43.939999,42.810001,43.849998,5365800,39.863354
"61",43.849998,44.380001,43.669998,44.349998,4472700,40.317896
"62",44.25,44.689999,44.07,44.279999,2875600,40.254261
"63",44.18,44.889999,44.040001,44.509998,3186300,40.46335
"64",44.25,44.380001,43.66,43.849998,3329900,39.863354
"65",44.029999,44.549999,43.84,44.52,3201700,40.472442
"66",44.889999,45.650002,44.799999,45.540001,5800100,41.399709
"67",45.5,46.25,45.290001,45.52,4707600,41.381527
"68",45.380001,46.279999,45.240002,45.919998,3920300,41.745159
"69",45.990002,46.130001,45.52,45.82,2306200,41.654251
"70",45.959999,46.080002,45.610001,45.75,2970600,41.590616
"71",45.799999,46.66,45.700001,46.580002,2571200,42.345158
"72",46.720001,46.91,46.279999,46.439999,4916600,42.217883
"73",46.41,46.630001,46.110001,46.470001,3083000,42.245158
"74",46.279999,46.580002,45.709999,45.82,2637400,41.654251
"75",46.18,46.75,46.09,46.5,3239900,42.272429
"76",46.580002,46.799999,46.32,46.369999,2600900,42.154247
"77",46.419998,46.630001,45.939999,46.439999,6932200,42.217883
"78",46.450001,46.639999,46.07,46.279999,3198300,42.072429
"79",46.560001,46.849998,45.959999,46.060001,4268800,41.872433
"80",46.310001,46.619999,46.130001,46.48,3935400,42.254247
"81",46.369999,46.650002,46.09,46.419998,3405600,42.199701
"82",46.700001,47.5,46.66,46.799999,5868800,42.545154
"83",46.919998,47.450001,46.720001,47.360001,6334400,43.054242
"84",47.630001,47.630001,46.93,47.209999,3616400,42.917878
"85",47.34,48.009998,47.029999,47.650002,4592800,43.317878
"86",47.700001,47.77,47.349998,47.580002,2204500,43.254242
"87",47.349998,47.93,47.16,47.900002,2840500,43.545149
"88",48.009998,48.060001,47.580002,47.959999,3165200,43.828443
"89",48.099998,48.439999,47.720001,48.419998,4052200,44.248815
"90",48.700001,48.900002,48.470001,48.849998,4277000,44.641772
"91",48.790001,48.830002,48.48,48.619999,2442500,44.431586
"92",48.110001,48.23,47.130001,47.689999,3603800,43.581702
"93",48.049999,48.720001,47.830002,48.439999,3714300,44.267092
"94",48.68,49.400002,48.450001,48.799999,4087700,44.59608
"95",48.970001,49.630001,48.779999,49.57,2489400,45.299749
"96",49.77,50.07,49.57,49.880001,3653000,45.583045
"97",49.77,49.900002,49.509998,49.810001,2190100,45.519075
"98",49.360001,49.48,48.450001,49.040001,3549100,44.815407
"99",49.360001,49.389999,48.790001,49.259998,2669500,45.016453
"100",49.060001,49.580002,49,49.560001,2294600,45.290612
"101",49.900002,50.18,49.470001,49.799999,2365800,45.509935
"102",50.18,50.689999,50.080002,50.540001,1708400,46.186188
"103",50.66,51.099998,50.360001,50.84,2928800,46.460344
"104",51.27,52.470001,51.060001,51.48,4209100,47.04521
"105",51.639999,51.66,51.200001,51.330002,2194800,46.908134
"106",51.310001,51.91,51.169998,51.689999,2902600,47.237118
"107",51.799999,51.830002,50.509998,50.66,3444800,46.29585
"108",50.709999,51.720001,50.529999,51.389999,3044700,46.962963
"109",51.099998,52.099998,51.049999,51.900002,3035700,47.42903
"110",51.669998,51.93,50.59,50.790001,2889100,46.414652
"111",51.060001,51.330002,50.459999,51.119999,3428600,46.716222
"112",50.75,50.869999,49.07,49.279999,5376300,45.03473
"113",49.220001,49.68,48.639999,49.639999,5369000,45.363718
"114",50.32,51.060001,50.09,50.549999,4729300,46.195325
"115",50.619999,50.810001,50.299999,50.790001,2954000,46.414652
"116",50.560001,50.889999,49.959999,50.639999,3055100,46.277572
"117",50.119999,50.349998,49.470001,49.700001,3082100,45.418551
"118",50.110001,50.560001,49.91,50.560001,2321100,46.204466
"119",50.369999,50.369999,49.799999,50.049999,959700,45.738398
"120",49.790001,50.18,49.360001,50.02,3365300,45.710984
"121",49.630001,50.48,49.5,50.080002,2802700,45.765816
"122",50.830002,50.959999,50.23,50.41,3662900,46.067386
"123",50.43,51.299999,50.419998,50.939999,2864100,46.551728
"124",50.66,50.799999,50.110001,50.57,2846400,46.213603
"125",50.389999,50.470001,49.740002,49.91,2819800,45.610459
"126",50.27,50.790001,49.950001,50.419998,3063300,46.076523
"127",50.07,50.32,49.240002,50.27,3505400,45.939447
"128",50.639999,50.73,49.5,49.66,5546500,45.381996
"129",49.689999,50.43,49.689999,50.259998,2985100,45.930307
"130",50.34,50.610001,49.459999,49.470001,2901300,45.208365
"131",49.52,49.75,49.240002,49.459999,2620900,45.199224
"132",49.400002,49.66,49.150002,49.34,3308700,45.089563
"133",49.34,50.060001,49.119999,50.02,3304600,45.710984
"134",50.080002,50.279999,49.68,50.049999,3723000,45.738398
"135",50.16,50.169998,49.450001,49.619999,2328600,45.345441
"136",49.709999,50.130001,49.470001,50.02,2072900,45.710984
"137",50.07,50.299999,49.689999,50.09,1466000,45.774953
"138",49.990002,50.27,49.540001,49.66,1631000,45.381996
"139",49.68,49.68,49.200001,49.52,1002900,45.254057
"140",49.57,49.639999,48.919998,49.23,1479800,44.989038
"141",49.380001,49.860001,49.349998,49.599998,1763400,45.327163
"142",49.580002,49.650002,49.18,49.310001,1205200,45.062148
"143",49.18,49.41,49.02,49.049999,1147200,44.824544
"144",49.299999,49.509998,48.98,49.09,3403900,44.861099
"145",49.080002,49.099998,47.77,48.34,4908500,44.175708
"146",48.130001,48.799999,48,48.57,3698900,44.385894
"147",48.950001,49.060001,48.529999,48.91,4095300,44.696605
"148",49.009998,49.619999,48.889999,49.52,3379100,45.254057
"149",49.400002,49.830002,49.099998,49.59,2997500,45.318026
"150",49.950001,49.98,49.189999,49.27,2228500,45.025593
"151",49.41,49.59,49.09,49.150002,2267400,45.145
"152",49.240002,49.419998,48.82,48.900002,2323600,44.915372
"153",48.610001,48.669998,47.799999,47.84,4967900,43.941745
"154",47.830002,49.509998,47.779999,49.25,5576300,45.23685
"155",49.310001,49.41,48.950001,49.290001,3288200,45.273592
"156",49.27,49.509998,48.529999,48.639999,3912800,44.676556
"157",48.759998,48.790001,48.060001,48.27,4008100,44.336706
"158",48.240002,48.419998,48.049999,48.299999,3001500,44.364261
"159",48.27,48.41,47.799999,48,3188900,44.088707
"160",48.150002,48.259998,47.75,47.77,3322100,43.877449
"161",47.77,48.259998,47.549999,47.59,3916800,43.712116
"162",47.75,48.240002,46.27,46.400002,5504900,42.619085
"163",46.490002,46.970001,46.34,46.759998,3755200,42.949747
"164",46.93,47.759998,46.759998,47.419998,3224300,43.555967
"165",47.669998,47.91,47.27,47.73,3843800,43.840708
"166",49.110001,50.169998,49,49.23,8248300,45.21848
"167",49.349998,49.639999,48.779999,49.299999,3622000,45.282775
"168",49.34,49.869999,49.099998,49.400002,3817500,45.374629
"169",49.529999,49.98,49.400002,49.59,2438700,45.549146
"170",49.41,49.790001,49.139999,49.5,2217500,45.466479
"171",49.349998,49.77,49.09,49.740002,2830900,45.686924
"172",49.220001,49.82,49.080002,49.77,2319800,45.714478
"173",49.700001,50.400002,49.299999,50.299999,3073000,46.20129
"174",50.080002,50.860001,49.900002,50.73,3103900,46.596252
"175",50.98,51.48,50.82,51.18,3120300,47.009584
"176",51.130001,51.439999,50.830002,51.380001,2875100,47.193288
"177",51.419998,51.639999,50.849998,51.169998,2372900,47.000397
"178",50.959999,51.049999,49.57,49.720001,4624900,45.668553
"179",49.689999,50.080002,48.560001,49.27,3540600,45.255221
"180",48.98,49.48,48.669998,49.369999,2939400,45.347071
"181",49.470001,50.150002,49.470001,50.009998,2569200,45.93492
"182",50.099998,50.529999,49.959999,50.330002,2479800,46.228848
"183",50.580002,50.580002,49.68,49.849998,3417400,45.787958
"184",49.669998,49.799999,48.91,49.48,2652700,45.448108
"185",49.84,50.66,49.810001,50.66,2606700,46.531956
"186",50.68,51.040001,50.560001,50.970001,3114600,46.816697
"187",51.330002,51.459999,50.459999,50.84,2781900,46.697289
"188",51.040001,52.189999,51.029999,52.150002,4759000,47.900544
"189",52.169998,52.66,52.040001,52.66,4196100,48.368985
"190",52.049999,53.189999,51.860001,52.849998,4578000,48.543502
"191",52.619999,52.790001,51.900002,52.580002,3157600,48.295506
"192",52.189999,52.43,51.52,51.900002,2323100,47.670916
"193",50.439999,51.23,50.310001,50.950001,3093200,46.798326
"194",50.919998,51.380001,50.529999,50.849998,3728300,46.706473
"195",51.23,51.490002,50.720001,50.990002,3724200,46.835068
"196",51.509998,51.689999,50.799999,51,2488900,46.844251
"197",51.540001,51.720001,51.080002,51.25,2618400,47.07388
"198",51.330002,51.349998,50.630001,50.82,1859400,46.678918
"199",50.68,51.34,50.349998,51.09,2457200,46.926918
"200",51.400002,51.919998,51.220001,51.900002,1793800,47.670916
"201",51.950001,52.299999,51.66,51.84,2232300,47.615804
"202",51.98,52.23,51.439999,51.470001,2000300,47.275954
"203",51.439999,51.59,51.189999,51.299999,3493200,47.119805
"204",51.5,51.82,51.41,51.73,4344400,47.514766
"205",51.59,51.669998,51.34,51.380001,3562500,47.193288
"206",51.48,51.880001,51.279999,51.400002,2669000,47.211658
"207",51.490002,51.759998,50.77,50.869999,3090900,46.724843
"208",50.700001,50.77,49.900002,49.959999,5155100,45.888995
"209",50.169998,50.27,49.919998,50.099998,3896100,46.017586
"210",49.959999,50.349998,49.299999,49.419998,4472100,45.392996
"211",49.759998,50.02,49.240002,49.580002,4127500,45.539962
"212",49.580002,50.060001,49.57,49.970001,3828300,45.898182
"213",49.84,50.599998,49.810001,49.860001,3886900,45.797145
"214",49.889999,50.119999,49.709999,49.98,2891000,46.138706
"215",49.75,50.830002,49.59,50.68,4260300,46.784907
"216",50.830002,51.189999,50.57,51.119999,2792800,47.191089
"217",50.580002,50.59,49.900002,50.380001,4151600,46.507965
"218",50.389999,50.939999,50.110001,50.889999,3412500,46.978766
"219",51.349998,51.849998,51.119999,51.549999,3425200,47.588041
"220",54.650002,54.98,53.57,53.650002,7423600,49.526644
"221",53.560001,53.599998,52.52,53.200001,3985900,49.111229
"222",53.200001,53.310001,52.029999,52.18,4500000,48.169622
"223",52.18,52.349998,51.669998,52.299999,2858500,48.280398
"224",52.490002,53.25,52.349998,52.830002,3174600,48.769667
"225",52.889999,53.860001,52.810001,53.639999,4185200,49.517411
"226",53.790001,53.970001,53.400002,53.5,2796400,49.388171
"227",53.580002,54.029999,53.279999,53.970001,3627100,49.82205
"228",53.900002,54.02,53.139999,53.43,2775300,49.323551
"229",53.220001,53.939999,53.02,53.25,2889800,49.157385
"230",53.810001,54.27,53.490002,53.639999,2677200,49.517411
"231",53.700001,54.389999,53.66,54.34,2520600,50.163612
"232",54.490002,55.389999,54.470001,54.880001,3610700,50.66211
"233",54.790001,54.950001,54.16,54.59,3470000,50.394398
"234",54.490002,54.93,54.09,54.73,3163700,50.523637
"235",54.880001,55.169998,54.529999,54.860001,2379500,50.643647
"236",54.77,54.860001,54.029999,54.080002,2490200,49.923596
"237",53.790001,54.68,53.48,54.66,3579400,50.459017
"238",54.75,55.650002,54.59,55.619999,4862700,51.345234
"239",55.98,56.779999,55.779999,56.689999,3632300,52.332997
"240",56.830002,56.98,55.869999,56.259998,5709800,51.936045
"241",55.779999,56.16,55.700001,55.810001,3812600,51.520634
"242",55.810001,56.080002,55.52,55.669998,3341400,51.391391
"243",55.57,56.049999,55.470001,55.860001,2429500,51.56679
"244",55.779999,56.200001,55.560001,56.07,2146400,51.760649
"245",56.32,56.41,55.299999,55.450001,3518800,51.188302
"246",55.849998,55.98,55.040001,55.32,4951600,51.068292
"247",55.299999,55.389999,54.459999,54.459999,3228800,50.274388
"248",54.419998,54.630001,53.93,54.490002,3069800,50.302085
"249",53.91,54.73,53.84,54.419998,4306000,50.237461
"250",54.279999,54.98,53.880001,53.880001,3382400,49.738967
"251",53.98,54.790001,53.98,54.150002,3502800,49.988216
"252",53.959999,54.490002,53.48,53.560001,3236500,49.443561
"253",53.700001,54.029999,53.240002,53.700001,2287100,49.572801
"254",53.459999,53.68,52.73,52.799999,2342400,48.74197
"255",52.860001,53.27,52.5,53.029999,2489300,48.954293
"256",53.990002,54.200001,53.599998,53.98,2185000,49.83128
"257",53.619999,54.419998,53.389999,54.029999,3915400,49.877436
"258",53.970001,54.75,53.880001,54.43,3670400,50.246695
"259",54.990002,55.299999,54.560001,54.830002,3140800,50.615954
"260",54.82,55.049999,54.330002,54.57,3985400,50.375934
"261",54.900002,55.75,54.77,55.490002,3909800,51.225228
"262",55.259998,55.630001,54.720001,54.740002,3231900,50.532871
"263",54.209999,54.779999,53.82,54.400002,6055500,50.219002
"264",54.41,54.68,53.779999,53.84,3918800,49.70204
"265",53.779999,54.639999,53.529999,54.400002,3036300,50.219002
"266",54.5,55.400002,54.439999,55.369999,2880500,51.114448
"267",55.5,55.950001,55.029999,55.23,3151800,50.985209
"268",55.41,55.540001,54.970001,55.240002,2608500,50.994442
"269",55.290001,57.040001,55.290001,56.75,3358700,52.388387
"270",56.970001,56.970001,56.380001,56.599998,2874700,52.249914
"271",56.240002,56.650002,56.02,56.150002,2853600,51.834503
"272",54.880001,56,54.75,55.59,6196300,51.317541
"273",55.150002,55.630001,54.880001,55.610001,3342000,51.336004
"274",55.189999,56.07,55.080002,55.509998,3573100,51.243688
"275",55.360001,55.75,55.18,55.23,3519700,50.985209
"276",55.41,56.549999,55.400002,55.580002,6434900,51.541617
"277",56.91,57.75,55.580002,56.369999,9930500,52.274214
"278",56.66,56.73,55.290001,55.509998,4634100,51.4767
"279",55.360001,55.650002,54.669998,54.849998,3100000,50.864655
"280",55.16,55.200001,54.66,55.16,3136000,51.152132
"281",55.080002,55.139999,54.200001,54.34,2817600,50.391712
"282",54.599998,54.849998,54.09,54.5,4725300,50.540087
"283",54.93,55,54.529999,54.57,2935600,50.605
"284",54.34,54.450001,53.790001,53.84,2756100,49.928042
"285",53.810001,54.189999,53.400002,53.73,2764900,49.826034
"286",53.41,53.560001,52.200001,52.400002,4623000,48.592672
"287",52.330002,53.459999,52.299999,52.68,5522900,48.852326
"288",51.950001,53.23,51.889999,52.82,4175700,48.982154
"289",53.389999,53.389999,52.029999,52.66,3150100,48.833779
"290",52.369999,52.560001,50.950001,50.98,4105300,47.275846
"291",50.77,51.09,49.93,51.049999,5942100,47.34076
"292",50.529999,51.02,50.130001,50.389999,6340800,46.728715
"293",50.52,51.16,49.110001,50.709999,7107800,47.025463
"294",49.77,50.389999,47.77,47.82,8471900,44.345448
"295",48.48,50.419998,47.540001,50.34,10879800,46.682348
"296",49.919998,49.93,48.119999,48.27,10710800,44.762753
"297",48.610001,52.150002,48.610001,51.450001,7656400,47.711697
"298",52.23,52.310001,50.919998,51.34,6065600,47.609689
"299",51.849998,51.959999,51.080002,51.599998,4191500,47.850796
"300",51.330002,51.57,50.709999,51.029999,4555600,47.322212
"301",51.18,51.650002,50.709999,51.34,3099600,47.609689
"302",50.169998,50.389999,48.43,48.93,5035600,45.374798
"303",48.48,50.470001,48.299999,49.41,6470700,45.819921
"304",50.18,51.130001,49.84,49.950001,5300400,46.320686
"305",50.169998,51.630001,49.880001,51.630001,4919100,47.878619
"306",51.580002,53.080002,51.380001,53.049999,5596500,49.195442
"307",53.07,53.52,51.330002,51.709999,4920400,47.952805
"308",51.470001,53.029999,50.900002,52.77,4239200,48.935787
"309",53.549999,54,53.41,54,3058100,50.076416
"310",53.849998,54.380001,53.5,54.02,3383200,50.094964
"311",54.43,54.790001,53.889999,54.369999,3384600,50.419532
"312",54.330002,54.380001,53.400002,53.849998,3606200,49.937314
"313",52.900002,53.400002,52.18,52.650002,3931200,48.824507
"314",51.330002,52.610001,50.990002,52.52,3615100,48.703952
"315",53.110001,53.779999,52.560001,53.779999,3256300,49.8724
"316",53.529999,54.049999,53.110001,53.369999,2640700,49.492191
"317",52.709999,52.709999,51,51.529999,4863000,47.785883
"318",50.849998,52.09,50.52,52.060001,4120500,48.277376
"319",52.119999,52.52,51.799999,52.23,3297700,48.435022
"320",52.57,54.049999,51.970001,53.299999,3108000,49.427277
"321",53.830002,54.029999,53.34,53.650002,2825500,49.751848
"322",54.290001,54.290001,53.259998,53.849998,4532900,49.937314
"323",53.150002,54.990002,52.82,54.77,4197300,50.790469
"324",54.91,55.700001,54.080002,54.540001,3426900,50.577181
"325",54.77,54.889999,52.490002,52.549999,5007200,48.731771
"326",51.049999,51.77,50.310001,50.970001,6403800,47.266574
"327",50.98,52.099998,50.330002,51.66,4062900,47.906438
"328",52.029999,52.75,50.869999,52.599998,4292200,48.778137
"329",53.619999,54.73,53.080002,53.360001,4093800,49.482919
"330",53.459999,54.540001,52.459999,52.57,4058800,48.750318
"331",53.43,53.5,48.380001,49.540001,11955400,45.940476
"332",48.599998,51.220001,48.5,49.389999,9134300,45.801374
"333",49.27,50.049999,48.41,48.450001,6407800,44.929674
"334",47.599998,49.560001,47.150002,49.439999,7400500,45.84774
"335",49.75,50.200001,47.810001,48.119999,14168000,44.62365
"336",48.189999,49.509998,48.139999,49.330002,7187900,45.745735
"337",49.310001,49.82,49.009998,49.240002,5192500,45.662275
"338",49.799999,51.169998,49.720001,50.900002,3883000,47.201661
"339",50.77,51.950001,50.73,51.880001,3866600,48.110454
"340",51.959999,52.82,50.970001,51.029999,5624400,47.58361
"341",50.77,52.98,50.700001,52.610001,6641500,49.056904
"342",52.720001,52.849998,51.580002,52.139999,4820700,48.618645
"343",51.779999,51.990002,51,51.130001,3864200,47.676858
"344",51.209999,52.830002,50.599998,52.279999,3585800,48.749189
"345",52.299999,52.5,51.310001,51.619999,3289600,48.133763
"346",51.73,52.459999,51.240002,52.16,3815900,48.637294
"347",53.060001,53.91,52.849998,53.740002,4332600,50.110588
"348",53.73,53.82,53.169998,53.470001,3119600,49.858823
"349",53.16,53.919998,52.650002,52.84,2399400,49.27137
"350",53.439999,53.869999,51.93,53.049999,3463100,49.467186
"351",54.32,54.889999,53.73,54.389999,3538600,50.716687
"352",54.330002,54.740002,53.330002,54.139999,3277500,50.483572
"353",53.759998,54.509998,53.57,53.57,2536000,49.952068
"354",52.509998,53.259998,52.16,52.619999,4129000,49.066227
"355",53.09,53.349998,52.560001,53.150002,3317700,49.560435
"356",53.630001,54.119999,53.009998,54.040001,3105600,50.390327
"357",54.029999,54.57,53.349998,53.98,3955600,50.334378
"358",54.150002,54.75,53.759998,54.630001,3518900,50.94048
"359",54.849998,55.779999,54.419998,55.630001,4002600,51.872944
"360",54.43,55.610001,54.310001,54.810001,6320600,51.108324
"361",55.259998,55.259998,54.290001,54.740002,3298300,51.043052
"362",55.209999,55.950001,54.93,55.810001,2439500,52.040787
"363",55.549999,55.799999,55.209999,55.290001,1911300,51.555906
"364",55.279999,55.639999,54.810001,55.41,1847800,51.667801
"365",55,55.419998,54.41,54.490002,2586600,50.809936
"366",54.25,54.689999,53.119999,53.77,2728900,50.138561
"367",53.939999,54.07,53.419998,53.84,3143100,50.203833
"368",53.16,53.740002,52.669998,53.490002,2420700,49.877472
"369",53.630001,55.32,53.360001,54.509998,4469300,50.828582
"370",54.09,54.23,53.130001,53.18,2704400,49.588407
"371",53.220001,53.34,52.540001,52.720001,2194300,49.159475
"372",53.84,54.75,53.650002,54.540001,3199600,50.856558
"373",54.59,55.02,54.549999,54.889999,2429800,51.182919
"374",56.07,56.5,55.619999,56.040001,3832300,52.255254
"375",56.099998,56.529999,55.880001,56.290001,3397300,52.488369
"376",56.630001,56.880001,56.09,56.25,2951400,52.45107
"377",56.849998,57.240002,56.599998,57.09,3278300,53.234339
"378",57.040001,57.490002,56.41,57.330002,3058000,53.458132
"379",57.470001,58.110001,57.040001,58.009998,4692000,54.092204
"380",57.84,58.950001,57.389999,57.490002,4624400,53.607326
"381",58.110001,58.560001,57.740002,57.959999,4152200,54.045582
"382",57.59,59.049999,57.23,58.959999,5189900,54.978045
"383",59,59.169998,58.150002,58.279999,4163200,54.34397
"384",58.200001,58.66,57.09,57.369999,4690000,53.495428
"385",57.830002,58.060001,57.16,57.5,3061300,53.616649
"386",57.98,58.150002,57.48,57.700001,4359000,53.803143
"387",57.720001,58.150002,57.450001,57.599998,2489900,53.709894
"388",58.110001,58.610001,57.91,58.330002,3983900,54.390596
"389",58.490002,58.700001,58,58.439999,4235500,54.493164
"390",58.439999,58.529999,58.16,58.389999,2490100,54.446541
"391",58.549999,59.029999,58.5,59.029999,1920600,55.043317
"392",59.02,59.48,58.779999,59.299999,2164000,55.295083
"393",59.330002,59.400002,58.700001,58.98,1805700,54.996695
"394",59.119999,59.790001,59.110001,59.580002,1734200,55.556175
"395",59.5,59.59,59.009998,59.009998,1246200,55.024668
"396",59.610001,59.900002,58.490002,58.57,3404500,54.614385
"397",58.470001,59.5,58.470001,58.970001,3604000,54.987372
"398",58.880001,59.5,58.400002,59.419998,3637400,55.406978
"399",59.330002,59.98,59.200001,59.849998,2704000,55.807937
"400",59.810001,59.889999,59.32,59.619999,2648900,55.593471
"401",60.09,60.450001,59.580002,59.990002,3469400,55.938485
"402",59.77,61.639999,59.77,60.919998,6130400,57.076833
"403",61.07,61.549999,60.68,60.860001,3445500,57.020621
"404",60.68,61.32,60.610001,61.23,3648200,57.367278
"405",61.860001,62.5,61.599998,61.889999,3012800,57.985642
"406",61.830002,63,61.799999,62.66,3772000,58.707066
"407",62.700001,62.98,62.169998,62.470001,3601500,58.529054
"408",62.849998,63.439999,62.389999,62.48,4074200,58.538421
"409",62.509998,62.599998,61.700001,62.27,2765900,58.34167
"410",61.98,62.360001,61.25,62.27,3303400,58.34167
"411",62.150002,62.84,62.07,62.650002,2497700,58.697699
"412",62.889999,63,62.18,62.48,2028100,58.538421
"413",62.400002,63.009998,62.299999,62.849998,3864200,58.885079
"414",62.48,63.830002,62.029999,63.68,3323900,59.66272
"415",63.790001,64.199997,63.040001,63.330002,3469200,59.334801
"416",63.75,64.410004,63.43,64.18,2931900,60.131177
"417",63.98,64.239998,63.48,63.779999,3470500,59.75641
"418",64.510002,64.75,63.799999,63.84,3938600,59.812626
"419",63.650002,64.07,63.060001,63.189999,5622300,59.20363
"420",64.889999,65.790001,64.489998,64.849998,12812600,60.758908
"421",65.489998,65.699997,64.169998,64.440002,6285600,60.374777
"422",64.540001,65.07,64.449997,64.910004,6423800,60.815128
"423",64.510002,65.230003,64.300003,64.739998,3776900,60.655847
"424",65.019997,65.059998,64.459999,64.580002,3248800,60.505944
"425",64.440002,64.449997,63.279999,63.98,5727900,59.943793
"426",64.209999,64.449997,63.369999,63.720001,4097900,59.700197
"427",63.669998,64.870003,63.630001,64.730003,3005000,60.646483
"428",64.93,65.480003,64.730003,65.25,5514800,61.133675
"429",65.459999,65.900002,65.290001,65.5,3292700,61.367904
"430",65.330002,65.989998,65.099998,65.900002,4243400,61.742671
"431",65.839996,65.93,65.220001,65.830002,2995900,61.677087
"432",65.790001,65.849998,65.309998,65.540001,2403600,61.405381
"433",65.220001,65.849998,65.010002,65.559998,1752300,61.424116
"434",65.550003,65.989998,65.449997,65.959999,2147600,61.798884
"435",65.989998,66.550003,65.610001,66.239998,3001700,62.061219
"436",66.230003,66.650002,65.989998,66.220001,2551300,62.042484
"437",66.129997,66.410004,65.949997,66.239998,2078900,62.061219
"438",66.25,66.620003,66.010002,66.360001,1663400,62.173651
"439",65.699997,66.129997,65.080002,65.480003,3204900,61.349169
"440",65.5,66.629997,65.349998,66.510002,2960800,62.31419
"441",65.970001,67.25,65.82,66.989998,3565800,62.763905
"442",67.559998,67.580002,67.080002,67.410004,2089200,63.157414
"443",67.580002,67.839996,66.82,66.93,1911100,62.707692
"444",67.43,68.709999,67.309998,68.629997,2884800,64.300444
"445",68.800003,69.349998,68.199997,68.639999,3419000,64.309815
"446",69.029999,69.029999,68.040001,68.620003,2003700,64.29108
"447",68.669998,68.940002,68.110001,68.400002,2604000,64.084958
"448",68.529999,69.080002,68,69.059998,2039500,64.703317
"449",68.779999,70.410004,68.769997,70.209999,3767200,65.780771
"450",70.07,70.209999,69.629997,69.919998,2190000,65.509065
"451",69.779999,71.120003,69.779999,70.720001,3522700,66.258599
"452",70.809998,70.82,69.620003,70.639999,2735900,66.183644
"453",70.779999,71.470001,70.690002,71.440002,2359900,66.933179
