"","MNST.Open","MNST.High","MNST.Low","MNST.Close","MNST.Volume","MNST.Adjusted"
"94",50.540001,51.110001,49.900002,50.290001,895400,25.145
"95",50.529999,52.84,50.16,51.68,2298000,25.84
"96",52.130001,52.349998,51.549999,51.59,998000,25.795
"97",51.369999,51.619999,50.860001,51.419998,1106800,25.709999
"98",51.009998,51.279999,50.779999,50.900002,1033800,25.450001
"99",51.330002,51.84,51.18,51.380001,876800,25.690001
"100",51.299999,51.52,51,51.209999,931400,25.605
"101",51.459999,51.889999,51.220001,51.48,995200,25.74
"102",51.82,52.16,51.130001,51.220001,1200600,25.610001
"103",51.299999,51.68,50.82,51.290001,1493200,25.645
"104",51.91,51.98,50.950001,51.119999,1892800,25.559999
"105",50.82,52.540001,50.23,51.540001,3230600,25.77
"106",51.43,51.509998,50.720001,50.970001,1501200,25.485001
"107",51,51.209999,49.790001,50.049999,1701600,25.025
"108",49.959999,50.259998,49.189999,49.580002,1454000,24.790001
"109",49.02,49.970001,48.849998,49.849998,1765200,24.924999
"110",49.650002,50.400002,49.34,50.150002,1239600,25.075001
"111",50.029999,50.119999,49.450001,49.650002,917000,24.825001
"112",49.529999,49.900002,49.200001,49.630001,1167400,24.815001
"113",49.57,50.009998,49.34,49.84,1218200,24.92
"114",50.16,50.48,49.900002,50.209999,1939800,25.105
"115",50.310001,53.380001,50.139999,52.860001,3334400,26.43
"116",52.990002,53.200001,52.299999,52.900002,1722000,26.450001
"117",52.5,52.75,52.02,52.470001,1210400,26.235001
"118",52.689999,54.130001,52.599998,54.02,1948800,27.01
"119",53.700001,54.75,53.52,54.389999,1402200,27.195
"120",54.049999,54.049999,53.02,53.130001,1795600,26.565001
"121",52.68,53.560001,52.52,53.220001,1880400,26.610001
"122",53.720001,53.75,52.139999,52.509998,2193600,26.254999
"123",52.459999,53.040001,52.459999,52.939999,1096000,26.469999
"124",52.869999,52.939999,52.41,52.75,685400,26.375
"125",52.580002,53.009998,51.869999,52.939999,1358600,26.469999
"126",53.310001,53.419998,52.599998,52.939999,1006000,26.469999
"127",52,52.110001,50.5,51.040001,4451600,25.52
"128",51.09,51.299999,50.09,50.099998,2085600,25.049999
"129",50.439999,50.490002,48.939999,49.07,3737200,24.535
"130",49.380001,49.549999,48.279999,49.099998,3574200,24.549999
"131",49.139999,51.57,48.900002,51.040001,3778000,25.52
"132",50.77,51.049999,50.459999,50.490002,1988000,25.245001
"133",50.59,50.73,50.34,50.720001,1491600,25.360001
"134",50.799999,53.360001,50.549999,52.75,3943000,26.375
"135",52.700001,52.860001,52.029999,52.759998,1233800,26.379999
"136",53.880001,54.75,53.41,53.84,2329000,26.92
"137",54.029999,54.360001,53.299999,53.98,1311600,26.99
"138",54.02,54.18,53.349998,53.560001,595200,26.780001
"139",53.509998,53.52,52.84,53.259998,372800,26.629999
"140",53.060001,53.169998,52.48,52.529999,754200,26.264999
"141",52.5,52.790001,52.25,52.630001,862800,26.315001
"142",52.580002,52.98,52.509998,52.759998,377600,26.379999
"143",52.610001,52.810001,52.27,52.279999,888200,26.139999
"144",52.650002,54.049999,52.650002,53.549999,1535400,26.775
"145",53.720001,53.720001,52.25,52.290001,1658000,26.145
"146",52.27,52.450001,51.720001,51.959999,981200,25.98
"147",52.209999,54.48,51.669998,53.619999,2129400,26.809999
"148",53.779999,53.970001,52.450001,53.380001,1128200,26.690001
"149",53.189999,53.700001,52.810001,53.540001,878400,26.77
"150",53.66,53.66,53.130001,53.27,787800,26.635
"151",53.639999,53.759998,52.849998,53.209999,1239600,26.605
"152",53.279999,53.5,52.689999,53.150002,1412600,26.575001
"153",52.970001,54.490002,52.779999,54.490002,1204600,27.245001
"154",54.25,54.990002,54.16,54.990002,1277600,27.495001
"155",54.84,54.939999,53.59,54.259998,1817800,27.129999
"156",54.02,55.110001,53.84,55.02,2415800,27.51
"157",55.279999,56.32,55.110001,55.68,2129600,27.84
"158",56.080002,56.080002,54.619999,54.84,1389400,27.42
"159",54.82,55.509998,54.5,55.299999,1295200,27.65
"160",55.540001,56.66,55.470001,56,2001400,28
"161",55.970001,56.139999,55.25,55.650002,1121400,27.825001
"162",55.849998,56.75,54.950001,55.150002,1199400,27.575001
"163",55.09,57.029999,54.740002,56.639999,2371600,28.32
"164",56.959999,58.110001,56.700001,57.950001,2694800,28.975
"165",57.900002,58.48,57.27,57.5,1133000,28.75
"166",57.459999,57.630001,56.189999,57.029999,1536000,28.514999
"167",57.240002,57.799999,56.84,56.91,1208600,28.455
"168",57.130001,57.509998,55.259998,55.759998,2519000,27.879999
"169",55.759998,56.310001,55,55.669998,2003600,27.834999
"170",55.720001,56.16,54.700001,55.07,1591400,27.535
"171",54.880001,55.779999,54.560001,55.209999,1491600,27.605
"172",55,57.720001,54.740002,56.57,1742200,28.285
"173",56.57,57.049999,55.73,56.389999,806200,28.195
"174",56.290001,57.060001,56.169998,56.950001,1005600,28.475
"175",57.139999,57.349998,56.720001,57.259998,1045200,28.629999
"176",57.209999,57.709999,56.580002,57.41,1099000,28.705
"177",57.57,57.849998,56.98,57.27,1072400,28.635
"178",56.790001,56.880001,55.59,55.689999,1389800,27.844999
"179",55.59,56.860001,55.380001,55.860001,1801600,27.93
"180",55.75,55.880001,54.43,54.689999,2412200,27.344999
"181",55.330002,59.849998,55.169998,59,7954600,29.5
"182",58.939999,58.939999,57.380001,57.549999,2948200,28.775
"183",57.279999,57.650002,56.16,56.349998,2010000,28.174999
"184",56.209999,56.630001,55.09,55.380001,2073000,27.690001
"185",55.580002,56.849998,55.580002,56.57,2874600,28.285
"186",56.5,56.5,55.540001,56.189999,978200,28.094999
"187",56.25,56.25,55.16,55.880001,1322600,27.940001
"188",55.82,56.299999,55.450001,56.029999,1471400,28.014999
"189",56,56.509998,55.200001,56.369999,1109000,28.184999
"190",55.810001,56.509998,55.470001,56.369999,1389800,28.184999
"191",54.889999,55.740002,53.540001,55.380001,2296800,27.690001
"192",55.25,55.450001,54.490002,55.290001,1336200,27.645
"193",53.810001,55.23,53.279999,54.849998,1332200,27.424999
"194",54.66,55.779999,54.029999,54.810001,1586600,27.405001
"195",55.529999,55.779999,54.580002,54.939999,1267600,27.469999
"196",55.360001,55.5,54.580002,55.34,1691600,27.67
"197",55.84,56.330002,54.860001,54.889999,1682400,27.445
"198",54.939999,55.189999,54.43,55.009998,2133000,27.504999
"199",54.990002,57.130001,54.740002,56.990002,1528200,28.495001
"200",57.139999,57.82,56.599998,57.779999,1300400,28.889999
"201",58.18,59.849998,58.16,59.080002,1839200,29.540001
"202",59.02,59.450001,58.18,58.349998,769800,29.174999
"203",58.41,59.459999,58.130001,58.91,1127600,29.455
"204",59.169998,60.32,59.09,60.25,1302400,30.125
"205",60.360001,60.52,59.82,60.23,1123200,30.115
"206",60.32,61.099998,59.810001,61,1173400,30.5
"207",60.939999,61.360001,60.619999,61.07,586800,30.535
"208",61,61.490002,60.77,61.009998,1129400,30.504999
"209",61.040001,62.299999,61.040001,61.939999,1541200,30.969999
"210",61.75,62.830002,61.610001,62.040001,2166600,31.02
"211",62.400002,63.23,61.599998,61.98,1089400,30.99
"212",62.110001,63.5,61.939999,62.259998,1202200,31.129999
"213",62.049999,62.27,61.66,61.849998,1126800,30.924999
"214",62.290001,62.400002,61.740002,62.080002,690000,31.040001
"215",62.040001,62.799999,61.650002,62.599998,843800,31.299999
"216",62.82,63.509998,62.349998,63.279999,952400,31.639999
"217",62.869999,63.110001,62.41,62.77,1543800,31.385
"218",62.779999,63.470001,62.73,63.400002,1469000,31.700001
"219",64.040001,64.68,63.529999,63.810001,1724600,31.905001
"220",63.73,65.300003,63.700001,65.290001,2583800,32.645
"221",65.260002,65.269997,64.5,64.599998,1173400,32.299999
"222",64.699997,65.879997,64.279999,65.779999,1341200,32.889999
"223",66.010002,66.269997,65.68,66.099998,1296200,33.049999
"224",65.919998,66.510002,65.510002,66.279999,1225000,33.139999
"225",66.220001,66.489998,65.75,66.150002,1560000,33.075001
"226",66.260002,66.489998,65.050003,65.110001,993000,32.555
"227",64.900002,64.900002,62.68,63.459999,2600000,31.73
"228",63.459999,63.790001,62.720001,62.740002,1371000,31.370001
"229",62.25,62.73,61.509998,61.939999,2009000,30.969999
"230",65,68.580002,64.410004,64.739998,4959600,32.369999
"231",64.959999,65.82,64.099998,65.529999,1930800,32.764999
"232",65.389999,65.790001,65.110001,65.480003,1233000,32.740002
"233",65.25,65.510002,64.769997,65.040001,1418800,32.52
"234",64.709999,66.959999,64.709999,66.760002,1348000,33.380001
"235",66.449997,66.879997,66.099998,66.5,1254000,33.25
"236",66.209999,67.209999,66.019997,66.739998,1563600,33.369999
"237",66.220001,67.190002,66.129997,67.07,1360800,33.535
"238",67.040001,68.220001,66.400002,68.110001,1680400,34.055
"239",68.5,69.150002,68.129997,68.940002,1317800,34.470001
"240",68.949997,70,68.699997,69.559998,1673800,34.779999
"241",68.769997,69.339996,68.75,69.269997,1097200,34.634998
"242",69.5,69.93,69.199997,69.620003,1013400,34.810001
"243",69.480003,71.239998,69,70.720001,1946600,35.360001
"244",70.43,70.839996,70.099998,70.82,1286600,35.41
"245",71.120003,71.360001,70.68,70.889999,591000,35.445
"246",71.610001,71.959999,70.830002,71.650002,1649600,35.825001
"247",71.599998,73.790001,71.480003,72.260002,1730200,36.130001
"248",72.279999,72.669998,71.779999,72.349998,1322800,36.174999
"249",71.540001,73.230003,71.540001,72.779999,1149800,36.389999
"250",72.839996,73.089996,71.779999,72.110001,1122200,36.055
"251",72.459999,72.629997,71.669998,71.68,1371000,35.84
"252",71.790001,72.879997,71.489998,72.75,1786000,36.375
"253",72.900002,73.57,72.760002,73.120003,1432600,36.560001
"254",72.75,73.120003,71.379997,71.589996,1155000,35.794998
"255",71.839996,72.370003,71.199997,71.879997,939200,35.939999
"256",71.839996,73.110001,71.839996,72.980003,931400,36.490002
"257",72.540001,72.839996,71.779999,72.199997,979400,36.099998
"258",72.040001,72.550003,70.639999,70.720001,2033400,35.360001
"259",71.25,72.709999,71.120003,72.309998,2032600,36.154999
"260",72.040001,73.93,72.040001,73.830002,1371000,36.915001
"261",74.129997,75.120003,74.040001,74.970001,1659200,37.485001
"262",75.099998,75.739998,74.480003,74.809998,1552800,37.404999
"263",74.040001,75.199997,73.699997,75.010002,1696400,37.505001
"264",75.300003,79.589996,75.300003,78.050003,4721800,39.025002
"265",78.260002,79.739998,78.25,79.110001,2204600,39.555
"266",79.470001,80.849998,79.18,80.239998,3054200,40.119999
"267",80.720001,81.790001,80,80.040001,2470800,40.02
"268",80.18,81.25,79.5,80.949997,2310400,40.474998
"269",81.120003,83.93,80.910004,83.629997,2783000,41.814999
"270",83.940002,84,81.959999,82.190002,2194400,41.095001
"271",82.589996,83.279999,82.279999,82.989998,2248000,41.494999
"272",83.389999,83.989998,81.540001,81.75,3220200,40.875
"273",80.699997,81.080002,78.25,81,2879000,40.5
"274",80.25,80.330002,78.800003,79.07,2043000,39.535
"275",79,79.050003,77.43,77.910004,2940600,38.955002
"276",78.349998,79.650002,78.32,78.870003,2028600,39.435001
"277",78.889999,80,77.779999,78.239998,1585200,39.119999
"278",78.489998,78.709999,77.800003,78.290001,1730400,39.145
"279",78.220001,78.5,76.900002,77.879997,1550200,38.939999
"280",78.989998,82.169998,78.989998,81.489998,4228800,40.744999
"281",81.139999,81.480003,80.029999,80.800003,1683400,40.400002
"282",81.269997,82.309998,80.730003,81.809998,1558200,40.904999
"283",81.5,81.5,80.110001,80.510002,1249600,40.255001
"284",79.559998,79.949997,78.959999,79.18,1581200,39.59
"285",79.410004,79.620003,77.489998,77.540001,1855400,38.77
"286",77.169998,77.190002,74.550003,75.199997,3403200,37.599998
"287",75.209999,78.709999,75.059998,77.300003,2494000,38.650002
"288",76.360001,77.589996,75.559998,76.620003,1681400,38.310001
"289",77.529999,78.139999,75.860001,76.610001,1883800,38.305
"290",76.019997,76.860001,74.099998,74.169998,2057800,37.084999
"291",74.169998,75.709999,73.300003,75.669998,2187800,37.834999
"292",74.709999,75.290001,69.839996,70.040001,3550800,35.02
"293",71.050003,78.160004,70.239998,75.919998,4846400,37.959999
"294",73.970001,75.019997,68.860001,68.910004,3471000,34.455002
"295",70.300003,75.720001,69.610001,75.709999,4054200,37.855
"296",74.139999,77.940002,72.809998,76.459999,3177200,38.23
"297",76.800003,81.589996,75.82,80.980003,2993000,40.490002
"298",81.760002,82,80,80.879997,1873400,40.439999
"299",81.470001,81.610001,79.68,81.050003,1706000,40.525002
"300",80.110001,81.120003,79.839996,79.949997,1884600,39.974998
"301",80.279999,80.980003,79.800003,80.910004,1295600,40.455002
"302",79.169998,81.050003,78.809998,80.610001,2996800,40.305
"303",79.089996,81.18,79,79.510002,3012800,39.755001
"304",80.82,81.25,78.559998,79.800003,2258400,39.900002
"305",80.489998,85.599998,80,84.75,5180000,42.375
"306",85.5,87.370003,83.800003,86.360001,4033000,43.18
"307",86.760002,86.779999,84.330002,84.510002,2127800,42.255001
"308",84.150002,85.360001,81.300003,84.629997,2823800,42.314999
"309",86,89.129997,86,89.029999,2883600,44.514999
"310",88.900002,90.239998,88,89.580002,2236400,44.790001
"311",89.779999,89.879997,81.720001,85.32,7423400,42.66
"312",85.360001,87.68,83.82,84.080002,2691400,42.040001
"313",81.82,85.419998,79,83.629997,2779400,41.814999
"314",81.300003,85.57,81.290001,85.339996,2196400,42.669998
"315",86.800003,86.839996,84.379997,85.07,2259200,42.535
"316",84.300003,87.839996,83.860001,87.25,2633600,43.625
"317",86.709999,87.309998,85.269997,86.459999,2483600,43.23
"318",84.860001,86.389999,84.580002,86.220001,1952600,43.110001
"319",86.540001,88.839996,85.239998,88.410004,2265600,44.205002
"320",88.389999,89.269997,87.099998,88.379997,2511600,44.189999
"321",89.300003,89.379997,86.620003,87.949997,2837200,43.974998
"322",88.400002,93.370003,88.150002,92.110001,6602400,46.055
"323",91.029999,93.470001,90.550003,92.25,2919400,46.125
"324",92.43,94.139999,91,91.959999,2934200,45.98
"325",92.269997,94.660004,90.989998,91.010002,2546600,45.505001
"326",88.540001,89.879997,86.339996,89.449997,2797200,44.724998
"327",88.919998,89.230003,86.059998,87.809998,2663400,43.904999
"328",88.779999,90.610001,86.790001,90.449997,2037400,45.224998
"329",92.169998,93.389999,89.940002,90.389999,2858600,45.195
"330",90.5,91.980003,89,89.300003,1588200,44.650002
"331",90.839996,91.57,86.699997,88.32,1640400,44.16
"332",87.559998,89.599998,86.010002,87.290001,1426000,43.645
"333",86.849998,87.139999,79.660004,79.760002,4328400,39.880001
"334",78.489998,81.75,76.389999,81.699997,3685000,40.849998
"335",82.129997,83.82,80.879997,83.290001,1991600,41.645
"336",83.290001,85.75,82.790001,84.300003,2344800,42.150002
"337",84.620003,87.559998,84.620003,86.050003,2347400,43.025002
"338",87.269997,88.699997,87.080002,87.709999,1205400,43.855
"339",87.360001,90.449997,86.379997,90.099998,1790000,45.049999
"340",90.93,93.43,90.440002,91.18,2893000,45.59
"341",91.379997,93.129997,91.050003,92.400002,1782200,46.200001
"342",93.809998,96.940002,93.5,94.370003,2502000,47.185001
"343",93.720001,95.93,92.480003,92.949997,1306400,46.474998
"344",93.150002,93.93,92.150002,93.040001,1343200,46.52
"345",93.029999,94.790001,91.489998,91.5,1359000,45.75
"346",91.419998,92.75,90.580002,90.980003,1548800,45.490002
"347",92.260002,93.360001,91.650002,92.75,1630400,46.375
"348",93.099998,93.120003,91.620003,91.949997,2277600,45.974998
"349",91.449997,91.589996,83.349998,84.470001,6070000,42.235001
"350",84.400002,85.400002,81.760002,83.080002,4661000,41.540001
"351",85.190002,88.75,83.919998,85.489998,3400200,42.744999
"352",85.440002,87.290001,84.690002,86.720001,1635400,43.360001
"353",86.360001,91.089996,86.150002,89.089996,3123000,44.544998
"354",86.43,87.169998,84.589996,85.93,2530400,42.965
"355",86.599998,89.510002,86.449997,88.220001,2249600,44.110001
"356",88.959999,90.860001,86.800003,90.129997,2843200,45.064999
"357",88,97.309998,87.019997,95.559998,6378600,47.779999
"358",95.790001,96.360001,92.32,93.470001,1948200,46.735001
"359",93.989998,94.709999,92.040001,94.480003,1389200,47.240002
"360",92.190002,92.589996,89.610001,90.089996,2226600,45.044998
"361",91.400002,91.580002,89.099998,89.989998,2046800,44.994999
"362",90.949997,94,90.230003,93.449997,1281800,46.724998
"363",93.599998,94.099998,92.720001,93.269997,1008200,46.634998
"364",92.809998,95.379997,92.629997,94.919998,1285800,47.459999
"365",94.099998,95.309998,93.040001,93.269997,1692600,46.634998
"366",93.449997,93.639999,90.510002,91.400002,1107200,45.700001
"367",91.730003,91.779999,90.529999,91.010002,679200,45.505001
"368",89.559998,89.970001,87.5,88.139999,1705200,44.07
"369",87.989998,89.25,87.400002,88.900002,890400,44.450001
"370",87.839996,88.239998,85.82,85.82,1278200,42.91
"371",85.669998,86.690002,84.529999,85.019997,851200,42.509998
"372",87.360001,90,87.199997,89.480003,1493400,44.740002
"373",90.209999,91.669998,88.760002,89.110001,1114200,44.555
"374",90.580002,92.910004,90.580002,92.199997,1408400,46.099998
"375",91.379997,93.239998,91.010002,92.080002,956400,46.040001
"376",93.040001,94.529999,92.720001,93.830002,1197600,46.915001
"377",94.400002,94.739998,92.980003,93.540001,1199200,46.77
"378",93.769997,95.360001,93.339996,95.010002,1501000,47.505001
"379",94.660004,95.860001,93.860001,95.769997,1267000,47.884998
"380",95.220001,96.459999,94.889999,95.349998,1232000,47.674999
"381",95.400002,97.169998,94.5,97.139999,1217800,48.57
"382",96.459999,96.580002,94.019997,95.709999,1925200,47.855
"383",96.300003,96.690002,94.330002,94.699997,1681400,47.349998
"384",94.480003,94.480003,92.410004,92.730003,1408000,46.365002
"385",93.459999,93.809998,91.129997,91.940002,2053400,45.970001
"386",93.050003,96.809998,92.599998,95.889999,8021000,47.945
"387",96.239998,98.360001,94.919998,95.269997,1820400,47.634998
"388",96.230003,97.519997,96.230003,97.129997,1472000,48.564999
"389",97.050003,97.419998,95.599998,96.919998,715200,48.459999
"390",97.010002,97.480003,95.540001,95.68,701400,47.84
"391",94.959999,94.959999,92.25,94.940002,1492800,47.470001
"392",94.900002,95.699997,94.669998,94.989998,683800,47.494999
"393",94.830002,94.830002,91.389999,91.660004,1289400,45.830002
"394",92.099998,93.900002,91.760002,93.75,1092000,46.875
"395",93.970001,93.970001,92.129997,92.139999,845600,46.07
"396",93.57,94.690002,91.129997,92.5,1592800,46.25
"397",92.129997,92.980003,91.410004,92.589996,806800,46.294998
"398",93.139999,94.169998,91.940002,93.860001,1401600,46.93
"399",94.400002,96.480003,94.050003,95.379997,1495000,47.689999
"400",95.400002,96.480003,94.589996,95.919998,703400,47.959999
"401",96.330002,96.68,94.790001,95.25,847800,47.625
"402",94.650002,95.099998,92.360001,92.400002,839000,46.200001
"403",93.129997,95.139999,92.150002,95.029999,1005600,47.514999
"404",95.349998,97.139999,94.209999,96.989998,1599200,48.494999
"405",100.209999,101.550003,99.25,100.559998,3496800,50.279999
"406",101.400002,101.669998,99.199997,99.910004,1404200,49.955002
"407",100,102.660004,100,100.959999,2027800,50.48
"408",101.220001,104.75,101.059998,104.519997,2286600,52.259998
"409",104.790001,105.169998,103.080002,105,1558000,52.5
"410",104.269997,106.830002,104,106.339996,1576800,53.169998
"411",105.949997,108.629997,105.290001,108.489998,1480200,54.244999
"412",108.330002,108.699997,106,106.470001,1264600,53.235001
"413",106.660004,108.400002,106.5,107.529999,1333200,53.764999
"414",105.370003,107.43,103.230003,105.510002,1771200,52.755001
"415",105.110001,105.919998,104.43,104.510002,1600400,52.255001
"416",105.550003,105.68,103.650002,104.790001,1820000,52.395
"417",105.980003,106.949997,105.169998,105.839996,1991200,52.919998
"418",106.559998,106.800003,105.139999,105.709999,1675000,52.855
"419",105.480003,106.610001,105.040001,105.389999,978200,52.695
"420",105.099998,106.629997,104.540001,106.089996,902000,53.044998
"421",105.970001,110.260002,105.970001,107,2500200,53.5
"422",107.25,108.529999,107,108.309998,970200,54.154999
"423",106.75,108.610001,106.75,108.290001,887800,54.145
"424",109.650002,109.879997,108.360001,109.269997,811800,54.634998
"425",109.800003,110.300003,108.879997,110.269997,796400,55.134998
"426",110.290001,111.18,106.32,106.510002,2938400,53.255001
"427",53.689999,54.040001,52.439999,52.990002,1464800,52.990002
"428",52.759998,54.029999,52.759998,53.200001,1015200,53.200001
"429",53.34,53.669998,52.919998,53.650002,999000,53.650002
"430",53.200001,55.330002,53.200001,55.060001,1866300,55.060001
"431",55.650002,56.599998,54.380001,54.869999,2341100,54.869999
"432",54.34,56.959999,53.25,56.380001,2764500,56.380001
"433",56.189999,57.93,55.59,57.27,1774200,57.27
"434",57.84,57.84,56.720001,56.990002,1415000,56.990002
"435",57.18,57.580002,56.849998,57.18,1742000,57.18
"436",57.25,57.689999,56.860001,57.450001,1625000,57.450001
"437",57.59,58.59,57.299999,58.59,1459300,58.59
"438",58.619999,58.830002,57.5,57.669998,1645300,57.669998
"439",57.57,58.419998,56.330002,56.470001,1519300,56.470001
"440",56.48,57.040001,56.25,56.720001,753400,56.720001
"441",56.919998,57.810001,56.73,57.689999,1142700,57.689999
"442",58.049999,59.900002,58.009998,59.57,1443900,59.57
"443",59.93,59.93,59.169998,59.59,957400,59.59
"444",59.990002,60.59,59.549999,60.57,1046700,60.57
"445",60.52,60.689999,59.139999,59.240002,1001500,59.240002
"446",59.439999,59.720001,59.150002,59.709999,771300,59.709999
"447",59.610001,60.16,59.110001,59.540001,1155500,59.540001
"448",59.599998,60.07,58.950001,59.700001,595900,59.700001
"449",59.529999,60.669998,59.16,60.439999,620400,60.439999
"450",60.5,61.169998,59.830002,60.400002,1435900,60.400002
"451",60.060001,61.080002,59.84,60.830002,673300,60.830002
"452",60.869999,61.189999,60.279999,60.529999,593800,60.529999
"453",61.32,61.610001,60.860001,61.43,708200,61.43
"454",61.43,62.080002,61.16,61.880001,730800,61.880001
"455",61.66,62.290001,61.18,61.810001,555700,61.810001
"456",62.32,62.82,61.349998,62.57,792700,62.57
"457",63.16,63.18,62.060001,62.09,1073900,62.09
"458",62.150002,63.630001,61.77,63.310001,1014000,63.310001
