"","AZO.Open","AZO.High","AZO.Low","AZO.Close","AZO.Volume","AZO.Adjusted"
"36",207.899994,212.380005,207.679993,211.570007,525500,211.570007
"37",213.509995,213.649994,211.100006,211.850006,604000,211.850006
"38",209.470001,209.470001,205.389999,206.830002,770300,206.830002
"39",207,208.039993,204.910004,205.759995,677000,205.759995
"40",204.710007,206.429993,204,205.850006,498900,205.850006
"41",205.25,207.600006,204.25,207.389999,460700,207.389999
"42",208.100006,208.789993,207,207.270004,672200,207.270004
"43",206.820007,207.75,205.889999,206.830002,686000,206.830002
"44",205.279999,206.320007,204.009995,204.559998,390700,204.559998
"45",203.050003,207.289993,203.050003,206.5,539200,206.5
"46",206.220001,209.300003,206.220001,207.860001,624100,207.860001
"47",206.869995,207.160004,205.949997,207,467200,207
"48",207.850006,210.990005,207.720001,210.070007,395500,210.070007
"49",209.800003,213.789993,209.589996,212.399994,377800,212.399994
"50",212.440002,213.039993,210.110001,211,369600,211
"51",209.520004,213.600006,209.520004,213.070007,369700,213.070007
"52",213.360001,215.210007,212.880005,213.610001,343200,213.610001
"53",213.130005,213.399994,209.300003,209.880005,534200,209.880005
"54",209.020004,211.410004,208.009995,210.5,440800,210.5
"55",211.479996,214.110001,211.080002,211.460007,402000,211.460007
"56",211.660004,215.149994,211.660004,214.649994,375900,214.649994
"57",213.449997,213.600006,210.899994,211.029999,386900,211.029999
"58",210.589996,213.210007,209.529999,209.779999,479200,209.779999
"59",212,214.929993,210.25,214.089996,501800,214.089996
"60",214.25,217.149994,213.639999,216.940002,457600,216.940002
"61",218,219.229996,216.509995,218.449997,264800,218.449997
"62",217.940002,219.5,217.649994,218.550003,323500,218.550003
"63",218.539993,221.539993,218.210007,220.240005,414500,220.240005
"64",221.179993,221.570007,215.880005,217.259995,440200,217.259995
"65",217.399994,218.970001,217.270004,217.899994,275200,217.899994
"66",214.990005,217.279999,213.520004,216.75,494400,216.75
"67",216.860001,219.410004,215.710007,218.270004,349000,218.270004
"68",217.990005,219.309998,217.380005,219.300003,269700,219.300003
"69",218.820007,219.389999,217.889999,218.889999,388000,218.889999
"70",219.949997,220.919998,218.279999,220.880005,682800,220.880005
"71",222,222.869995,219.509995,220.139999,784000,220.139999
"72",221.899994,221.899994,214,217.020004,1168500,217.020004
"73",216.429993,223.25,216.429993,222.100006,820400,222.100006
"74",221.080002,225,220.979996,222.639999,488400,222.639999
"75",224.190002,226.059998,224,225.729996,458700,225.729996
"76",225.589996,226.75,224,225.740005,422900,225.740005
"77",226.309998,228.75,224.740005,228.199997,524800,228.199997
"78",228.149994,231.229996,228.009995,230.559998,734600,230.559998
"79",231.5,231.729996,226.800003,228.910004,679900,228.910004
"80",229.949997,230,227.809998,228.830002,614500,228.830002
"81",229.75,232.130005,228.759995,230.630005,615600,230.630005
"82",232.240005,233.990005,231.509995,233.330002,755200,233.330002
"83",233.100006,233.990005,232.100006,233,480800,233
"84",233.979996,233.990005,232.339996,233,481200,233
"85",233.5,233.779999,231.919998,232.809998,626900,232.809998
"86",234,234.5,232.070007,232.830002,455600,232.830002
"87",233.050003,233.910004,231.529999,232.949997,503900,232.949997
"88",233.699997,233.699997,231.380005,232.550003,733700,232.550003
"89",232.699997,233.369995,231.139999,233,623900,233
"90",233.5,233.75,232.039993,232.960007,621100,232.960007
"91",232.710007,233.100006,231.059998,232.800003,446900,232.800003
"92",231.399994,233,227.699997,229.470001,719500,229.470001
"93",229.919998,233,229.839996,231.899994,444200,231.899994
"94",232.580002,234.470001,229.990005,231.369995,427500,231.369995
"95",231.649994,234.979996,230.720001,234.720001,330600,234.720001
"96",234.899994,236.75,234.759995,235.119995,378300,235.119995
"97",234.470001,237,234.470001,236.5,440500,236.5
"98",234.759995,236.059998,232.940002,235.850006,339000,235.850006
"99",236.929993,237.929993,234.800003,236.800003,425200,236.800003
"100",235.880005,237.690002,235.350006,237.630005,233700,237.630005
"101",237.690002,238,234.339996,235.639999,326200,235.639999
"102",237,238.860001,236.25,237.990005,271200,237.990005
"103",237.839996,238.699997,236,238,533800,238
"104",239.149994,239.479996,237.940002,239.240005,618700,239.240005
"105",239.169998,240.5,239.169998,239.869995,439900,239.869995
"106",238.850006,243.619995,238.589996,242.850006,400400,242.850006
"107",243.050003,243.660004,242.050003,243,328600,243
"108",243.220001,249.529999,242.869995,248.949997,729800,248.949997
"109",248.960007,252.479996,248.550003,252.089996,617400,252.089996
"110",251.210007,252.399994,249.350006,250.679993,340600,250.679993
"111",251.550003,253.470001,250.880005,251.389999,389800,251.389999
"112",250.789993,252.880005,248.600006,249,338400,249
"113",249.139999,250.699997,248.169998,249.229996,329600,249.229996
"114",251.710007,253.5,251.139999,251.169998,369700,251.169998
"115",250.949997,251.850006,250.339996,251.199997,375700,251.199997
"116",250.770004,256,250.770004,255.649994,426900,255.649994
"117",254.309998,255.130005,250.919998,254.910004,248200,254.910004
"118",255.309998,259.140015,255.309998,259.140015,281100,259.140015
"119",258.059998,259.75,257.179993,259.480011,162600,259.480011
"120",259.220001,259.519989,255.229996,257.799988,353500,257.799988
"121",256.869995,260.25,256.720001,259.410004,429500,259.410004
"122",261.890015,262,259.730011,260.559998,362300,260.559998
"123",260.959991,263.48999,259.910004,263.200012,271100,263.200012
"124",263.200012,265.48999,262.399994,265.200012,360500,265.200012
"125",265.98999,266.25,261.769989,261.910004,750600,261.910004
"126",270.309998,271.269989,255.940002,260.149994,1553900,260.149994
"127",260.48999,263.26001,259.399994,262.570007,521200,262.570007
"128",262.609985,264.609985,260.720001,263.899994,301000,263.899994
"129",263.570007,264.950012,262.420013,264.73999,239500,264.73999
"130",264.910004,266.290009,264.480011,264.5,336200,264.5
"131",264.890015,264.890015,261.779999,262.660004,283100,262.660004
"132",262.040009,264.820007,262.040009,262.549988,260600,262.549988
"133",264.01001,269.720001,262.940002,269.109985,452400,269.109985
"134",269.109985,271,269.109985,269.98999,537400,269.98999
"135",271.679993,272.869995,269.200012,272.769989,365400,272.769989
"136",273.040009,273.399994,271.420013,272.190002,355600,272.190002
"137",273,273,271.089996,272.059998,194600,272.059998
"138",272.100006,272.690002,270.980011,271.899994,144200,271.899994
"139",271.549988,271.619995,270,270.920013,106000,270.920013
"140",270.980011,272.559998,270.519989,272.470001,285000,272.470001
"141",272.48999,274.5,272.01001,273.640015,245900,273.640015
"142",273.75,276,273.619995,275.5,153400,275.5
"143",274.959991,275.040009,272.25,272.589996,159100,272.589996
"144",273.48999,273.98999,266.609985,268.399994,618100,268.399994
"145",269.149994,269.149994,257.070007,258.359985,1115900,258.359985
"146",256.910004,258.890015,254.839996,255.199997,825000,255.199997
"147",254.039993,254.940002,246.619995,249.550003,1103100,249.550003
"148",250.759995,253.169998,249.410004,250.669998,817700,250.669998
"149",249.779999,254.179993,249.75,252.740005,618200,252.740005
"150",253.490005,254.720001,250.009995,251.520004,417100,251.520004
"151",252.050003,252.759995,249.619995,251.160004,633100,251.160004
"152",251.270004,252.830002,250.139999,251.929993,477500,251.929993
"153",251.259995,253.220001,249.770004,252.619995,426700,252.619995
"154",251.839996,253.330002,250.220001,250.589996,478800,250.589996
"155",250.850006,252,249.070007,249.990005,666400,249.990005
"156",249.520004,252.809998,249,252.559998,648100,252.559998
"157",253.970001,254.960007,251.770004,252.130005,770300,252.130005
"158",252.5,253.009995,249.919998,251.490005,469100,251.490005
"159",249.5,251.589996,247.350006,248.699997,487100,248.699997
"160",249.199997,251.830002,246.259995,250.070007,523000,250.070007
"161",250.410004,257.98999,250.240005,256.100006,579500,256.100006
"162",256.799988,257.399994,250.619995,251.059998,390100,251.059998
"163",251.389999,255.380005,251.070007,253.529999,360400,253.529999
"164",254.570007,255.210007,251.800003,255,340100,255
"165",254.789993,254.949997,251.059998,251.759995,270400,251.759995
"166",251.360001,255.699997,251.360001,255.009995,421200,255.009995
"167",254.710007,260.179993,254.330002,258.700012,328700,258.700012
"168",259,261.589996,257.350006,258.029999,271400,258.029999
"169",258.029999,259.98999,257.779999,259.829987,218600,259.829987
"170",259.5,263.619995,259.100006,261.76001,285000,261.76001
"171",260.829987,261.5,256.149994,259.640015,361100,259.640015
"172",259.140015,261.720001,258.640015,260.880005,200800,260.880005
"173",261.160004,261.76001,259.700012,260.820007,227300,260.820007
"174",260.519989,260.980011,259.329987,260.809998,287100,260.809998
"175",262,265.540009,261.579987,262.779999,213500,262.779999
"176",262.220001,262.220001,254.710007,255.570007,418400,255.570007
"177",256.480011,259.040009,253.710007,255.639999,338500,255.639999
"178",253.130005,254.580002,249.100006,252.589996,383600,252.589996
"179",252.529999,254.580002,247.360001,250.639999,398600,250.639999
"180",252.089996,254.199997,249.050003,253.25,289300,253.25
"181",254.910004,255.75,252.539993,255.389999,277400,255.389999
"182",255.509995,260,255.449997,257.950012,524800,257.950012
"183",265.540009,267.980011,260.209991,263.519989,1016900,263.519989
"184",263.73999,264.540009,260.679993,262.839996,564700,262.839996
"185",264.459991,266.950012,263.01001,266.529999,483400,266.529999
"186",266.529999,268.75,263.290009,265.420013,261800,265.420013
"187",265.75,267.459991,262.950012,263.25,357600,263.25
"188",263.660004,269.799988,262.980011,267.959991,403800,267.959991
"189",268.019989,269.630005,266.850006,268.209991,272900,268.209991
"190",266.76001,268.799988,265,266.709991,290900,266.709991
"191",266.600006,267.369995,263.119995,265.929993,270500,265.929993
"192",263.890015,265.309998,261.890015,264.809998,236400,264.809998
"193",259.5,264.470001,256.859985,263.140015,345300,263.140015
"194",261.23999,265.709991,260.619995,261.309998,395800,261.309998
"195",264.170013,264.920013,261.570007,261.950012,225100,261.950012
"196",263.630005,264.709991,260.070007,262.980011,5e+05,262.980011
"197",264.329987,266.179993,262.380005,264.089996,423400,264.089996
"198",264.450012,265.790009,261.75,264.720001,376400,264.720001
"199",264.850006,271,262.799988,270.059998,458300,270.059998
"200",271,273.26001,269.440002,272.109985,399200,272.109985
"201",272.75,277.5,270.709991,275.48999,435200,275.48999
"202",276.160004,276.160004,270.820007,270.929993,307900,270.929993
"203",271.119995,273.470001,268.799988,273.440002,314300,273.440002
"204",274.25,276.040009,273,273.940002,271900,273.940002
"205",273.190002,273.869995,270.799988,273.559998,359800,273.559998
"206",274.220001,276.049988,273.269989,274.670013,261400,274.670013
"207",275,275.76001,272.540009,274.279999,213100,274.279999
"208",273.640015,279.940002,273.089996,276.640015,327300,276.640015
"209",276.850006,279.350006,276.51001,276.589996,219800,276.589996
"210",276.559998,277.829987,272.980011,275.839996,256600,275.839996
"211",277.600006,277.600006,274.51001,276.26001,238800,276.26001
"212",272.609985,273.98999,269.679993,272.929993,384600,272.929993
"213",272.149994,279,270,277.769989,661500,277.769989
"214",276.220001,279.98999,276.220001,279.76001,419700,279.76001
"215",278.75,280.73999,277.269989,278.850006,455400,278.850006
"216",279.76001,281.959991,278.720001,280.079987,370300,280.079987
"217",280.279999,280.279999,274.769989,279.320007,244200,279.320007
"218",279.079987,279.089996,276.070007,278.279999,250500,278.279999
"219",280.579987,284.600006,280.450012,283.959991,376900,283.959991
"220",284,284.970001,282.690002,284.850006,310300,284.850006
"221",284.709991,284.940002,281.160004,282.5,145500,282.5
"222",283.059998,283.829987,281.720001,282.070007,306300,282.070007
"223",283.730011,283.920013,281,281.5,619900,281.5
"224",280.019989,284.420013,279.679993,282.480011,298600,282.480011
"225",282.269989,283.26001,281.089996,282.380005,251000,282.380005
"226",283.200012,284.570007,280.5,281.179993,206000,281.179993
"227",284.799988,285,282.390015,283.440002,414000,283.440002
"228",283.700012,284.48999,282.179993,283.350006,280000,283.350006
"229",282,287,281.040009,285.279999,294100,285.279999
"230",286.820007,286.98999,281.130005,281.559998,269000,281.559998
"231",281.170013,285.829987,281.170013,284.640015,253000,284.640015
"232",285.040009,287,285.040009,286.410004,248400,286.410004
"233",288.420013,288.420013,279.350006,286.380005,454000,286.380005
"234",286.179993,288.5,284.019989,287.890015,360000,287.890015
"235",287.890015,288.5,284.26001,286.299988,239400,286.299988
"236",286.23999,287.519989,283.350006,283.649994,238100,283.649994
"237",282.880005,283.089996,279.26001,281.480011,239000,281.480011
"238",281.970001,283.670013,280.420013,282.5,259600,282.5
"239",277.01001,279,274.329987,277.149994,770000,277.149994
"240",276.690002,278.209991,274.559998,276.600006,462100,276.600006
"241",276.290009,277.609985,273.179993,276.779999,473300,276.779999
"242",288.070007,295.170013,286.799988,293.299988,1154000,293.299988
"243",294.440002,298,293,297.980011,607200,297.980011
"244",297.980011,298.470001,296,296.609985,540000,296.609985
"245",295.269989,297.809998,294.839996,296.709991,293900,296.709991
"246",298.859985,299.600006,293.119995,294,486200,294
"247",294,295.179993,293.029999,293.109985,378800,293.109985
"248",294.119995,294.119995,289,289.649994,287000,289.649994
"249",287.299988,290.5,284.829987,285.480011,325900,285.480011
"250",286.630005,287.220001,283.940002,285.640015,316800,285.640015
"251",285,289.390015,284.119995,284.5,338700,284.5
"252",284.809998,289.48999,283.25,288.529999,485300,288.529999
"253",288.369995,292.540009,286.980011,291.940002,305100,291.940002
"254",290.700012,292.230011,288.709991,290.200012,395700,290.200012
"255",291.299988,291.299988,288.23999,288.880005,313500,288.880005
"256",290.230011,290.589996,289.160004,289.869995,345300,289.869995
"257",289.070007,290.519989,288.450012,289.549988,366600,289.549988
"258",288.820007,290.149994,285.209991,289.779999,447100,289.779999
"259",291,293.049988,290.359985,291.709991,804500,291.709991
"260",291.309998,293.149994,290.029999,292.23999,496000,292.23999
"261",292.399994,292.910004,291.429993,292.429993,444600,292.429993
"262",292.170013,294.079987,292.170013,292.869995,387300,292.869995
"263",290.720001,294.269989,290.720001,292.609985,476500,292.609985
"264",292.549988,293.700012,290.329987,291.600006,336900,291.600006
"265",290.98999,293.970001,290,292.839996,267300,292.839996
"266",293.5,293.519989,292.579987,292.899994,437000,292.899994
"267",293.420013,293.540009,290.619995,291.320007,342700,291.320007
"268",292.549988,296.200012,291.869995,294.850006,381100,294.850006
"269",295.380005,298.190002,294.859985,297.619995,255800,297.619995
"270",296.140015,298.529999,294.51001,297.140015,289700,297.140015
"271",295.290009,298.799988,294.76001,297.75,333300,297.75
"272",299,299.450012,298,298.380005,330800,298.380005
"273",295.809998,298.559998,295.149994,298.279999,305700,298.279999
"274",295.940002,297.640015,293.839996,295.5,277500,295.5
"275",293.209991,299.600006,293.100006,297.589996,392400,297.589996
"276",298.480011,300.399994,296.019989,296.940002,312900,296.940002
"277",298.369995,302,295.26001,297.880005,416500,297.880005
"278",298.660004,298.660004,294.079987,297.279999,292100,297.279999
"279",297.079987,297.079987,294.470001,295.359985,177100,295.359985
"280",296.709991,299.209991,296.160004,298.329987,268300,298.329987
"281",298.329987,298.619995,294.779999,295.589996,180800,295.589996
"282",296.359985,297.220001,294.769989,295.519989,293600,295.519989
"283",296.440002,296.609985,295.119995,295.850006,172500,295.850006
"284",294.269989,296.369995,293.220001,294.940002,228400,294.940002
"285",294.820007,296.299988,293.600006,295.160004,150700,295.160004
"286",293.25,293.329987,287,289.149994,399300,289.149994
"287",287.959991,288.549988,284.5,285.839996,255900,285.839996
"288",284.459991,288.089996,282.5,285.450012,287500,285.450012
"289",287,287.359985,280.119995,282.25,349100,282.25
"290",280.850006,284.329987,276.149994,276.709991,337600,276.709991
"291",276.290009,281.859985,274.399994,281.5,368500,281.5
"292",279.589996,281.459991,273.089996,273.290009,390700,273.290009
"293",275.26001,280.670013,270.23999,278.73999,663200,278.73999
"294",275.100006,278.619995,266.25,268.51001,663100,268.51001
"295",269.540009,280.440002,269.170013,280.100006,686600,280.100006
"296",277.859985,281.899994,274.399994,274.820007,716900,274.820007
"297",278,284.040009,278,281.890015,737400,281.890015
"298",286.350006,288.940002,283.049988,287.609985,625400,287.609985
"299",289.209991,289.209991,282.75,287.399994,294000,287.399994
"300",285.549988,289.660004,284.109985,288.269989,252700,288.269989
"301",289.660004,290.480011,284.980011,288.480011,205100,288.480011
"302",284.339996,289.190002,279.929993,289.160004,621200,289.160004
"303",285.950012,294,285.950012,291.420013,572500,291.420013
"304",297.690002,297.690002,290.589996,295.700012,550900,295.700012
"305",296.98999,300,294.179993,299.309998,399000,299.309998
"306",297.540009,304.339996,297.5,304.100006,533600,304.100006
"307",302.950012,306,297.429993,298.429993,300300,298.429993
"308",297.959991,302.76001,295.309998,301.299988,245700,301.299988
"309",304.529999,307.690002,303,307.140015,294100,307.140015
"310",307.630005,310,305.230011,308.529999,431800,308.529999
"311",310.23999,310.869995,304.839996,307,321600,307
"312",304.309998,312.75,304.309998,312.049988,427100,312.049988
"313",308.450012,312.170013,307.869995,310.850006,373800,310.850006
"314",306,314,304.950012,313.829987,485600,313.829987
"315",314.5,317.859985,314.25,316.670013,343000,316.670013
"316",315.959991,318.299988,315,316.100006,357000,316.100006
"317",315.149994,318.790009,312.119995,314.48999,333400,314.48999
"318",312.970001,316.440002,311.140015,316.179993,414500,316.179993
"319",316.48999,320.48999,312.380005,319.480011,475400,319.480011
"320",320.5,326.470001,317.660004,324.380005,449800,324.380005
"321",325.779999,327,324,325.769989,337700,325.769989
"322",327.700012,332.929993,326.690002,331.25,1197800,331.25
"323",329.309998,333.98999,329,331.950012,730700,331.950012
"324",329.679993,332.950012,325.910004,327.75,858200,327.75
"325",327.290009,329,322.589996,322.790009,449200,322.790009
"326",317.869995,320.369995,311.720001,316.130005,713200,316.130005
"327",316.549988,322.619995,316,321.700012,399800,321.700012
"328",323.179993,327.170013,321.470001,327.119995,356000,327.119995
"329",330.100006,330.100006,324.369995,326,650200,326
"330",325.98999,326.309998,321.279999,321.940002,335700,321.940002
"331",337.230011,337.230011,313.179993,317.579987,529500,317.579987
"332",314.570007,325.529999,313.709991,319.190002,535700,319.190002
"333",318.420013,322.019989,311.869995,311.880005,428700,311.880005
"334",308.209991,320,307.160004,320,406100,320
"335",320,320.369995,311.950012,317.420013,382500,317.420013
"336",317.059998,323.190002,316.109985,322.369995,362100,322.369995
"337",323.329987,328.679993,320.420013,324.019989,339900,324.019989
"338",326.869995,331.829987,325.410004,331.700012,330300,331.700012
"339",331.179993,332.679993,325.980011,327.609985,296900,327.609985
"340",328.089996,329.950012,323.73999,327.660004,427500,327.660004
"341",327.140015,328.76001,325,326.559998,359900,326.559998
"342",329,330,326.769989,328.119995,336400,328.119995
"343",325.75,331.429993,325.73999,327,334400,327
"344",326.299988,327.309998,324.529999,326.029999,489900,326.029999
"345",326.029999,327.410004,323.730011,324.98999,509500,324.98999
"346",327.029999,328.609985,325.179993,326.950012,346600,326.950012
"347",331.320007,331.640015,327.109985,327.5,384600,327.5
"348",328,330.890015,327.390015,330.190002,452900,330.190002
"349",330.089996,332.920013,327.399994,327.929993,333600,327.929993
"350",333.779999,333.779999,325.839996,327.790009,304200,327.790009
"351",333.089996,333.75,329.51001,330.730011,456200,330.730011
"352",330.609985,331.640015,326.029999,327.820007,245800,327.820007
"353",326.01001,328.51001,323.589996,323.589996,399800,323.589996
"354",318.579987,329.350006,317.309998,325.670013,491200,325.670013
"355",327.51001,327.619995,323.769989,324.440002,389100,324.440002
"356",325.609985,326.320007,321.579987,324.660004,355600,324.660004
"357",324.670013,326.23999,322.309998,325,300600,325
"358",323.970001,327.600006,323.839996,327.109985,139800,327.109985
"359",326.369995,334,326.369995,333.790009,300900,333.790009
"360",330,332.880005,325.01001,325.640015,277400,325.640015
"361",327.609985,331.209991,327,330.709991,233500,330.709991
"362",332.100006,337.959991,330.480011,337.660004,230200,337.660004
"363",337.850006,341.890015,335.630005,336.230011,202400,336.230011
"364",336.480011,338.26001,334.790009,337.149994,165700,337.149994
"365",336.040009,337.399994,331.23999,332.040009,134800,332.040009
"366",331.589996,332.630005,327.209991,328.320007,154900,328.320007
"367",329.649994,331.140015,327.640015,329.399994,137800,329.399994
"368",327.480011,328.720001,323.470001,325.329987,209400,325.329987
"369",324.410004,325.049988,320.290009,320.820007,264600,320.820007
"370",319.320007,320.720001,316.600006,318.059998,183900,318.059998
"371",316.589996,322.959991,315.26001,322.959991,151600,322.959991
"372",326.230011,329.279999,318.329987,319.51001,272000,319.51001
"373",319.140015,324.459991,318.75,323.429993,175600,323.429993
"374",325.73999,330.700012,325.73999,328.380005,281900,328.380005
"375",329.01001,336.329987,329.01001,335.299988,249000,335.299988
"376",337,339,330.220001,330.220001,207700,330.220001
"377",334.540009,339.440002,332.01001,338.970001,296400,338.970001
"378",341.059998,343.899994,332.869995,337.809998,498500,337.809998
"379",337.75,338.269989,333.369995,333.859985,391600,333.859985
"380",333.579987,334.200012,329.100006,329.670013,263400,329.670013
"381",329.700012,332.299988,329.220001,329.820007,608200,329.820007
"382",324.980011,332.390015,324.970001,330.890015,344600,330.890015
"383",332.459991,334.630005,324.329987,326.100006,243200,326.100006
"384",325.609985,326,322.420013,324.320007,208900,324.320007
"385",325.320007,330.040009,323.700012,327.320007,293900,327.320007
"386",328.959991,330.459991,325.940002,326,392000,326
"387",325.679993,327.01001,323.920013,324.959991,253800,324.959991
"388",325.160004,327.089996,324.220001,325.290009,673400,325.290009
"389",324.940002,331.690002,324.940002,330,369500,330
"390",330.75,331.049988,327.850006,329,272900,329
"391",330.070007,331.170013,327.98999,330.299988,211700,330.299988
"392",330.600006,331.480011,329.420013,330.25,374600,330.25
"393",329.690002,332,327.390015,328.220001,191300,328.220001
"394",328.589996,329.309998,325.399994,326.25,161000,326.25
"395",324.880005,329.399994,324.23999,324.970001,225900,324.970001
"396",327.720001,328.48999,318.119995,319.790009,539700,319.790009
"397",318.230011,327.910004,313.109985,326.959991,916200,326.959991
"398",323.980011,334.100006,321.190002,333.850006,666500,333.850006
"399",333.850006,339.230011,331.929993,338.040009,571800,338.040009
"400",337.980011,340.51001,336.450012,339.5,470200,339.5
"401",340.799988,341.269989,337.75,340.140015,528400,340.140015
"402",340.720001,342.589996,339.029999,341.869995,496500,341.869995
"403",341.589996,343.48999,339.390015,342.980011,337400,342.980011
"404",342.339996,344.440002,340.130005,344.440002,276200,344.440002
"405",345,346,344,345,506000,345
"406",343.970001,346.970001,342.579987,346.279999,523400,346.279999
"407",347.480011,347.480011,344.630005,346.5,671600,346.5
"408",344.959991,350.549988,344.600006,347,800900,347
"409",347.470001,347.799988,345.429993,347.01001,366400,347.01001
"410",346.540009,347.600006,345.190002,346.75,236600,346.75
"411",346.5,348.589996,345,348.579987,262800,348.579987
"412",348.619995,348.899994,347.23999,347.910004,323100,347.910004
"413",347.700012,349,345.029999,347.579987,301900,347.579987
"414",346.540009,349.600006,346.200012,347.670013,217600,347.670013
"415",349.600006,351.220001,346.440002,347.880005,234800,347.880005
"416",348.809998,353.480011,348.200012,352.98999,258200,352.98999
"417",352.600006,353.25,349.140015,349.170013,160000,349.170013
"418",348.179993,356.799988,348.179993,353.179993,160500,353.179993
"419",352.01001,352.01001,350.070007,350.76001,162000,350.76001
"420",350.589996,351.75,347.959991,350.480011,176500,350.480011
"421",350.619995,351.929993,347.200012,349.149994,220500,349.149994
"422",347.269989,354.25,347.269989,354.040009,305600,354.040009
"423",353.200012,354.170013,352.059998,354.100006,355700,354.100006
"424",354.5,360.410004,354.100006,358.459991,425200,358.459991
"425",356.220001,360.109985,356.220001,360.109985,225100,360.109985
"426",361.399994,361.399994,355.019989,356.119995,244600,356.119995
"427",357.01001,359.119995,353.799988,357.959991,451600,357.959991
"428",359.890015,361.980011,356.529999,360.209991,242500,360.209991
"429",360.200012,361.320007,358.230011,359.660004,266700,359.660004
"430",359.98999,360.399994,358.339996,358.950012,126900,358.950012
"431",359.230011,360.390015,358,358.5,219800,358.5
"432",360,360,358.799988,359.799988,326600,359.799988
"433",360.5,367.589996,359.799988,366.089996,557700,366.089996
"434",374.519989,377.779999,371.279999,376.410004,931800,376.410004
"435",374.970001,375.579987,372.220001,374.480011,363400,374.480011
"436",375.119995,378.959991,373.75,378.440002,485600,378.440002
"437",378,379.480011,377.420013,378.450012,232500,378.450012
"438",379.100006,385.609985,377.01001,385.220001,531400,385.220001
"439",384.23999,385.230011,380.299988,385.230011,405400,385.230011
"440",385.829987,385.98999,380.459991,383.73999,357600,383.73999
"441",384.880005,386,380.410004,380.5,426700,380.5
"442",381.829987,383.890015,381.269989,382.230011,416500,382.230011
"443",382,382.059998,380.299988,380.829987,312600,380.829987
"444",381.720001,382.079987,377.619995,379.630005,542000,379.630005
"445",380.230011,382.170013,379.600006,379.920013,386700,379.920013
"446",378.940002,380.519989,377.160004,379,279300,379
"447",376.290009,379.670013,376.290009,378.869995,512900,378.869995
"448",378.839996,380.51001,376,377.359985,300200,377.359985
"449",376.549988,378.660004,376.109985,377.799988,254800,377.799988
"450",377.820007,378.940002,375.420013,375.420013,327700,375.420013
"451",375.48999,379.399994,375.019989,378.130005,273700,378.130005
"452",377.769989,379.320007,375.73999,378.660004,191400,378.660004
"453",377.640015,380.329987,376.73999,379,282800,379
"454",378.670013,381.179993,378.670013,379.579987,428500,379.579987
"455",379.410004,380.350006,375.470001,376.359985,350900,376.359985
"456",375.209991,376.839996,373.549988,374.339996,239600,374.339996
"457",376.100006,376.100006,371.799988,371.799988,308400,371.799988
"458",377.230011,379.170013,371.649994,378.720001,506900,378.720001
"459",384.420013,385.579987,381.799988,381.890015,914600,381.890015
"460",381.809998,384.679993,376.880005,382.399994,419500,382.399994
"461",384.75,385.089996,380.109985,383.799988,715200,383.799988
"462",379.5,384.299988,378.660004,383.5,515400,383.5
"463",382.950012,383.420013,375.609985,375.869995,585300,375.869995
"464",379.75,380.350006,376.480011,377.049988,440000,377.049988
"465",375.910004,379.339996,373.839996,378.730011,273600,378.730011
"466",378.73999,382.959991,375.01001,380.970001,382100,380.970001
