"","KMB.Open","KMB.High","KMB.Low","KMB.Close","KMB.Volume","KMB.Adjusted"
"714",100.360006,101.209998,100.069996,101.120007,2326000,90.290191
"715",100.87,101.680005,100.639997,101.230003,1443600,90.388406
"716",100.899999,101.839998,100.190003,100.21,1854500,89.477644
"717",100.809992,102.02999,100.440002,101.580004,1813900,90.700923
"718",101.28,101.680005,100.329998,100.660002,1929900,89.879452
"719",100.639997,102.480008,100.639997,101.360004,2730800,90.504485
"720",105,106.539999,103.879996,106.099999,4746800,94.736833
"721",105.230002,105.719999,104.609997,105.58999,3652900,94.281445
"722",105.800003,106.240003,104.259996,105.489996,4658100,94.19216
"723",105.160001,105.399998,103.309995,103.400002,3560300,92.326001
"724",104.130003,104.130003,103.319997,103.460001,2146900,92.379575
"725",103.55,104.089993,102.979999,103.120003,2417700,92.07599
"726",103.069998,103.609999,102.799994,103.309995,2336700,92.245634
"727",102.990002,103.319997,102.539999,103.189997,1825500,92.138487
"728",103.250004,104.550006,102.959994,103.289998,2721900,92.227779
"729",103.460001,105,103.269993,104.550006,2477400,93.352841
"730",105.049997,105.680005,104.089993,105.379992,2527200,94.093938
"731",105.110004,105.379992,103.929992,104.469993,1851200,93.281398
"732",104.599994,104.919996,104.160011,104.509996,1702800,93.317116
"733",104.429999,104.62,103.729998,104.269991,1649800,93.102816
"734",104.230004,104.410002,102.640001,102.969997,2636300,91.942049
"735",102.939997,103.449998,102.539999,103.430001,2034300,92.352788
"736",103.460001,104.000002,102.969997,103.709993,1336600,92.602793
"737",103.939995,105.069994,103.870001,105.059991,1501000,93.808208
"738",104.639997,104.760003,104.150008,104.62,2646400,93.415339
"739",104.279993,104.350003,103.509998,103.749995,2307800,92.638511
"740",103.849996,104.389997,103.279995,104.350003,2687200,93.174259
"741",104.130003,104.169997,102.650003,102.870003,1824300,91.852765
"742",103.010007,103.010007,101.489997,101.910007,3107100,90.995583
"743",101.749999,103.029996,101.580004,102.149996,2501700,91.20987
"744",101.309999,103.250004,101.089999,102.539999,7053800,91.558104
"745",102.51,103.529995,102.019988,103.509998,6697900,92.424217
"746",104.259996,104.62,103.859999,104.530001,7275900,93.334979
"747",103.819996,103.879996,99.430002,99.489993,4942900,88.834749
"748",99.759998,100.959998,99.629997,100.309993,2169600,89.566929
"749",100.000003,100.159995,96.819995,96.829998,4217100,86.459636
"750",97.000001,97.12,95.509999,96.699989,4536900,86.343551
"751",96.609998,98.089998,96.489992,97.580004,3125200,87.129318
"752",96.68,96.68,95.680002,95.709994,2016100,86.174915
"753",95.409997,96.350004,94.57,96.350004,3295700,86.751164
"754",97.179999,97.999999,96.560001,97.12,2098000,87.444449
"755",97.089992,97.609996,96.180001,97.570002,2160300,87.84962
"756",96.980004,98.51,96.560001,97.949994,2007800,88.191756
"757",98.769994,98.949992,96.790004,96.809993,2378900,87.165327
"758",96.929991,98.049996,96.570004,97.570002,2601500,87.84962
"759",97.570002,98.749997,97.469992,97.859995,2349400,88.110723
"760",98.309998,99.589995,98.300003,99.539998,2020600,89.623356
"761",99.680001,99.680001,98.870004,99.440004,1730600,89.533324
"762",98.989994,99.399994,96.46,96.499994,2431000,86.886212
"763",95.879997,95.879997,93.809991,94.659999,5664500,85.229526
"764",95.729999,96.419998,94.829994,95.779995,3933600,86.237943
"765",94.639994,96.050008,93.760003,95.089996,2470000,85.616684
"766",95.699991,96.059994,94.41,95.600006,1988100,86.075884
"767",96.410003,97.299997,96.269992,96.989999,2228800,87.3274
"768",97.479995,98.189999,97.150007,97.320002,1758300,87.624527
"769",97.000001,97.540002,96.43,97.140005,2593200,87.462461
"770",96.879995,98.049996,96.879995,97.169996,1545700,87.489465
"771",97.379994,97.910008,96.639998,97.039995,1307000,87.372415
"772",96.839992,97.410001,96.030003,97.029993,980800,87.363409
"773",97.429998,97.580004,96.089994,97.389996,969300,87.687548
"774",97.929997,98.589989,97.540002,98.070001,1611400,88.299807
"775",98.690006,99.080001,98.32,98.529997,1186500,88.713977
"776",98.719998,98.969997,97.999999,98.589989,1928300,88.767991
"777",99.480007,99.849997,98.919993,99.650002,1807200,89.722401
"778",99.419999,99.929993,99.250004,99.879996,1198200,89.929482
"779",99.889999,100.21,99.069999,100.120001,1445400,90.145577
"780",99.889999,100.269991,99.519993,100.190003,2252100,90.208604
"781",100.669997,100.809992,99.519993,99.639999,1464100,89.713395
"782",99.749995,100.019992,98.789999,98.910006,2338900,89.056127
"783",98.939998,99.489993,98.16,99.489993,3047200,89.578333
"784",97.459998,98.910006,96.139991,97.679998,3378600,87.948658
"785",97.679998,98.360002,96.580006,98.199994,2453000,88.416849
"786",98.179997,98.300003,97.669995,97.849993,1675700,88.101717
"787",97.819993,98.789999,97.629993,98.470006,1248200,88.659962
"788",98.339997,98.589989,97.440001,98.389994,1386000,88.587921
"789",98.189999,98.690006,97.910008,98.140002,975300,88.362835
"790",98.54,98.98,97.699995,97.959997,1154300,88.200762
"791",97.910008,99.269993,97.910008,98.800002,2022900,88.957082
"792",99.440004,99.99,98.24999,98.789999,1898100,88.948076
"793",98.670001,99.639999,98.16,99.61,1887000,89.686384
"794",99.269993,99.690004,99.020002,99.319998,1282600,89.425274
"795",99.260007,99.91999,99.12999,99.739993,1254600,89.803426
"796",99.330001,99.55,98.619996,98.959995,1196400,89.101135
"797",99.139992,99.159997,97.829996,98.57,1422100,88.749994
"798",98.419994,98.919993,98.010001,98.529997,1246100,88.713977
"799",98.089998,98.409999,97.449995,98.300003,1079800,88.506895
"800",98.389994,98.969997,97.800004,98.140002,1128600,88.362835
"801",97.94,98.239988,96.599996,96.780001,1827100,87.138323
"802",96.509997,96.699989,95.739993,95.8,1588500,86.255955
"803",95.559996,95.61,94.879999,94.939998,2224600,85.48163
"804",94.900004,94.929996,94.209997,94.599992,1540800,85.175497
"805",94.599992,95.660005,94.399997,94.989995,1280100,85.526646
"806",94.849999,94.929996,94.010002,94.079996,1272700,84.707305
"807",94.120006,96.309994,93.599994,95.61,2161200,86.084883
"808",95.990001,96.24,95.509999,95.889999,1119800,86.336987
"809",95.929993,96.079999,94.510001,94.529998,1061800,85.112476
"810",93.669996,94.049996,92.719995,93.53,1938500,84.212102
"811",93.319995,93.350002,92.499995,92.529994,1459500,83.311722
"812",92.199998,93.309992,91.999996,92.949997,1254900,83.689882
"813",93.209999,93.589991,92.769999,93.480003,1774600,84.167087
"814",94.160008,94.219999,92.449998,92.639998,1925900,83.410767
"815",92.449998,92.709992,91.439998,92.489992,1573400,84.010254
"816",92.389999,92.449998,91.59999,92.269992,1366000,83.810425
"817",92.519992,93.589991,91.999996,93.059993,1620400,84.527996
"818",93.030001,93.609996,92.800007,93.609996,1603200,85.027574
"819",94.100001,94.519995,93.279993,93.899998,1331700,85.290987
"820",93.690001,94.589989,93.230004,94.559998,1319800,85.890476
"821",94.57,95.45,94.389994,94.849999,1413800,86.153889
"822",95.159998,95.919991,95.040007,95.690004,1226200,86.916881
"823",96.549999,96.949996,96.199998,96.43,1133200,87.589032
"824",96.440003,96.87,96.030003,96.359991,1043000,87.525441
"825",96.400001,97.730002,96.050008,97.709997,1473400,88.751675
"826",97.910008,97.980002,96.68,97.199996,1580800,88.288432
"827",97.089992,97.199996,96.190003,96.199998,1747700,87.380117
"828",96.159996,96.279994,95.260007,95.789998,1250000,87.007706
"829",95.749996,96.010006,95.300001,95.370003,1313300,86.626218
"830",95.669999,96.099997,94.599992,94.690007,1736400,86.008565
"831",94.910006,95.529996,94.749998,95.460002,956100,86.707966
"832",95.169993,95.339996,94.089998,94.79,1031500,86.099391
"833",94.399997,94.890001,93.78,94.219999,1852000,85.58165
"834",93.48999,94.619997,93.419996,94.379992,1424800,85.726974
"835",94.230002,94.269996,93.199996,94.259993,1519000,85.617977
"836",94.259993,94.730001,93.309992,94.439999,1844300,85.781479
"837",94.379992,94.79,94.029991,94.259993,1233500,85.617977
"838",93.809991,94.649996,93.550005,93.859996,1027300,85.254652
"839",93.509995,94.120006,93.12,93.190002,2100600,84.646085
"840",93.550005,94.999997,93.199996,94.279999,2147200,85.636148
"841",94.989995,95.939996,94.57,95.929993,1299900,87.134867
"842",95.849997,97.010004,95.300001,96.949996,1237600,88.061353
"843",96.449997,96.970001,96.220003,96.959999,1548400,88.070438
"844",96.910002,96.970001,96.340001,96.549999,1358800,87.698028
"845",97.029993,98.399996,96.859998,97.999999,1598800,89.015088
"846",97.649998,99.240002,97.540002,99.040007,1516100,89.959746
"847",99.629997,99.629997,98.489995,99.179995,1871900,90.086899
"848",98.829994,98.879998,97.999999,98.829994,1994800,89.768987
"849",102.430004,103.480006,100.829997,102.969997,3764700,93.529423
"850",102.219998,105.320001,102.189999,104.959998,3020000,95.336975
"851",104.720001,105.049997,104.169997,104.209999,1853200,94.655739
"852",104.000002,105.559998,103.620002,105.510001,1517600,95.836553
"853",105.510001,107.839993,105.269997,107.309994,2523200,97.471518
"854",107.419998,108.209999,107.010006,108.169997,2294300,98.252673
"855",108.330005,108.56,107.010006,107.899992,1760800,98.007423
"856",107.889998,108.389997,107.149994,108.000002,1436800,98.098263
"857",107.870001,108.289995,107.269992,108.010004,1594100,98.107349
"858",108.049998,108.880001,107.539997,108.849993,1292300,98.870325
"859",108.540003,109.039994,108.049998,108.809991,1039800,98.833991
"860",108.959997,109.719998,108.34,109.629999,1290500,99.578818
"861",109.660007,109.680004,107.729997,107.879995,1648100,97.989259
"862",107.879995,108.100003,106.719997,108.029993,1732600,98.125505
"863",108.029993,108.75,107.829998,107.959999,952500,98.061929
"864",107.889998,108.399999,107.469995,108.209999,1270400,98.289007
"865",107.74,108.849993,107.570004,108.839991,1223200,98.86124
"866",109.100001,109.910006,108.849993,109.709996,1340500,99.65148
"867",111.540004,111.679992,108.279993,109.259993,3462800,99.242736
"868",108.999999,109.439999,107.589994,108.000002,2644900,98.098263
"869",107.74,108.15,107.389999,107.879995,2055800,97.989259
"870",107.839993,108.869998,107.570004,107.819996,1314000,97.934761
"871",108.049998,108.53,107.709992,107.919997,4902600,98.025594
"872",107.74,109.290001,107.74,108.999999,6736500,99.006579
"873",108.989997,109.369997,108.160002,108.359997,1075400,98.425253
"874",108.440001,108.890004,108.129995,108.129995,1770100,98.216338
"875",108.220001,108.389997,107.509997,108.220001,1262200,98.298093
"876",108.249993,109.540001,108.139997,109.16,1545200,99.15191
"877",108.859996,109.399997,107.039998,107.149994,2423100,97.326187
"878",106.589996,106.739994,105.510001,106.480008,3130400,96.717627
"879",105,105.129993,104.039996,104.199997,2809800,95.372162
"880",104.029994,104.299998,103.419999,103.900001,2164100,95.097582
"881",104.750001,105.599992,104.730003,105.579995,1930300,96.635247
"882",105.85,106.23,105.379992,105.829995,1345300,96.864067
"883",105.419995,105.499999,104.580005,104.909993,1690200,96.022008
"884",105.160001,106.169993,104.97,105.379992,1721300,96.452189
"885",105.120006,105.259994,103.74,103.829999,1617000,95.033511
"886",104.019991,104.34,103.359992,103.91999,1031800,95.115877
"887",104.389997,104.890004,103.849996,104.029994,1505400,95.216562
"888",103.780002,103.99,102.529997,102.749997,1846000,94.045006
"889",103.250004,105.179998,102.709995,105.139996,1855800,96.232524
"890",104.329998,105.079996,104.039996,104.379995,1619400,95.536911
"891",104.669988,105.609995,104.169997,105.179998,2106500,96.269137
"892",105.290002,105.389995,104.429999,104.540003,1124900,95.683363
"893",104.699996,105.179998,104.449988,104.790003,403400,95.912183
"894",104.800005,105.129993,104.410002,104.989997,670600,96.095234
"895",105.22,105.800003,105,105.100001,698100,96.195918
"896",105.100001,105.969998,104.949995,105.929996,1049700,96.955596
"897",105.730001,105.739996,104.160011,104.459991,1377800,95.61013
"898",104.320003,104.62,103.519992,103.839994,1494500,95.042658
"899",104.310001,104.919996,103.949997,104.350003,1402000,95.50946
"900",104.78,105.309999,104.089993,104.360005,1647400,95.518615
"901",103.359992,104.859996,102.809996,103.980005,1755400,95.170808
"902",103.879996,103.889998,103.059996,103.279995,1933700,94.530103
"903",103.499995,104.099996,103.309995,103.729998,1513700,94.941981
"904",104.049999,104.869999,103.900001,104.859996,1755200,95.976247
"905",104.389997,105.579995,104.209999,104.730003,1956500,95.857267
"906",104.739998,105.690007,104.429999,105.429997,2056400,96.497957
"907",105.460005,105.690007,104.699996,105.379992,1525800,96.452189
"908",105.179998,106.07,104.530001,106.050003,1350400,97.065435
"909",106.470005,106.489994,105.44,105.460005,2863000,96.525422
"910",105.860002,106.849998,105.339998,106.430003,2058000,97.413242
"911",106.349991,106.819998,105.919994,106.01,1702800,97.028822
"912",105.519996,106.219998,105.129993,105.419995,2381800,96.488802
"913",108.12,110.42,106.749996,107.400001,3493000,98.301062
"914",107.829998,108.190002,106.86,107.44999,2097700,98.346816
"915",107.44999,108.769997,107.239993,108.649999,1956900,99.445159
"916",107.419998,107.819996,106.050003,107.010006,2861700,97.944107
"917",107.589994,108.769997,107.479998,108.399999,2396200,99.21634
"918",107.259998,109.76,106.539999,109.369997,3294300,100.10416
"919",108.999999,109.55999,105.300004,105.489996,2788800,96.552873
"920",106.139993,106.499997,104.929998,105.559998,2598400,96.616944
"921",105.199995,106.059997,104.959998,105.599992,1839200,96.65355
"922",106.07,106.359993,105.559998,106.349991,1791500,97.340008
"923",106.529996,107.249995,106.489994,106.900002,1613700,97.843423
"924",106.900002,107.639998,106.480008,107.609999,1897300,98.493268
"925",107.609999,108.929998,107.149994,108.589991,1778300,99.390236
"926",108.670004,108.819994,107.089995,107.959999,1855500,98.813617
"927",107.639998,108.849993,107.430001,108.75,1504900,99.536689
"928",108.730003,110.440005,108.299998,110.239994,1547400,100.90045
"929",109.990003,110.12999,108.829996,109.730001,1619600,100.433664
"930",109.429997,109.999989,108.670004,108.78,1704300,99.564147
"931",109.120006,110.679994,108.999999,109.969998,1853000,100.653328
"932",110.339988,111.289997,109.76,109.849999,1716800,100.543496
"933",110.379998,111.239992,110.029997,110.159998,1913000,100.827231
"934",110.269994,110.739993,109.879999,109.990003,1385300,100.671638
"935",110.2,110.499996,108.53,108.56,1806200,99.362785
"936",108.440001,109.389994,108.029993,108.900006,1869000,99.673986
"937",108.999999,110.879997,108.849993,110.34999,2044500,101.001128
"938",109.670002,109.670002,108.540003,109.039994,1472500,99.802114
"939",109.799995,111.190003,109.569992,110.86,1828800,101.467929
"940",108.629994,109.699993,108.320003,108.639996,1545400,100.195196
"941",108.919995,109.879999,108.75,109.389994,1770200,100.886896
"942",109.910006,109.990003,108.289995,108.949995,1806900,100.481098
"943",108.97,109.660007,108.800005,109.169995,1218000,100.683997
"944",109.100001,109.450002,108.709998,109.049996,1334700,100.573326
"945",108.670004,109.919993,108.330005,109.749998,2253000,101.218915
"946",109.969998,110.86,108.989997,109.080004,2102700,100.601001
"947",108.589991,109.860002,108.510003,109.660007,1682700,101.13592
"948",110.039999,111.220003,109.799995,111.05,1504700,102.417866
"949",111.139999,111.180001,110.249997,110.800008,1375800,102.187307
"950",110.739993,111.560001,109.510001,109.860002,1460300,101.320369
"951",109.860002,110.400003,109.349992,109.769987,1421700,101.237351
"952",110.459994,111.709999,110.110001,110.159998,2408600,101.597045
"953",110.509999,111.589993,110.369995,110.660005,1663000,102.058186
"954",110.64,111.299999,110.220005,110.560003,2073900,101.965958
"955",110.599998,111.299999,110.379998,110.64,1987900,102.039736
"956",110.870002,111.199998,109.629999,109.640002,2156100,101.11747
"957",110.449992,110.449992,109.389994,109.82,1907100,101.283476
"958",110.359993,110.469997,109.579995,110.249997,2109800,101.680049
"959",109.77999,110.139993,108.56,109.599992,2113600,101.08057
"960",110.179995,110.39,109.100001,109.499998,2011300,100.988349
"961",109.949993,110.359993,109.550003,109.749998,1610800,101.218915
"962",110.159998,111.109999,109.589989,109.769987,1863600,101.237351
"963",109.77999,111.199998,109.529998,110.110001,2241300,101.550935
"964",109.949993,110.939996,109.809997,110.739993,1898200,102.131957
"965",111.010006,111.929999,110.719996,111.230006,2358700,102.583879
"966",111.299999,112.769989,111.069997,111.069997,2635100,102.436308
"967",110.949998,111.629995,109.680004,109.749998,2176300,101.218915
"968",110.159998,110.599998,109.879999,110.359993,1672100,101.781494
"969",110.729999,110.960001,110.139993,110.550001,2250400,101.956733
"970",111.220003,112.550005,111.109999,112.410001,1944900,103.672151
"971",112.09,113.089998,111.800006,112.540002,3012800,103.792047
"972",109.029991,112.5,108.999999,110.939996,2935200,102.316413
"973",111.230006,111.289997,108.019991,108.399999,4678700,99.973855
"974",108.540003,109.029991,108.079998,108.709998,2451100,100.259757
"975",108.809991,109.569992,108.570002,109.029991,1952400,100.554876
"976",109.059999,109.499998,108.769997,109.240004,1910800,100.748565
"977",109.670002,111.489992,109.510001,111.230006,2943500,102.583879
"978",111.109999,112.149999,110.929993,111.109999,1941600,102.473201
"979",111.109999,112.489997,111.029995,112.249993,2106400,103.524581
"980",111.809993,112.100002,110.599998,111.230006,1818700,102.583879
"981",111.000003,111.499994,110.739993,111.029995,1322500,102.399416
"982",110.42,110.729999,110.149995,110.230008,1253300,101.661613
"983",110.230008,110.679994,109.799995,109.860002,1546200,101.320369
"984",110.359993,111.329999,110.110001,110.949998,1694500,102.325638
"985",110.629997,111.149993,110.499996,110.709994,1316600,102.104289
"986",110.719996,111.069997,110.629997,110.809995,1338100,102.196517
"987",111.000003,111.139999,110.009992,110.2,1523500,101.633938
"988",110.589995,111.340001,110.379998,111.279994,1237700,102.629982
"989",111.180001,111.769999,110.879997,111.019992,919500,102.390191
"990",110.86,111.389998,110.509999,110.739993,1252700,102.131957
"991",110.279996,111.309994,110.120004,111.059994,1275600,102.427083
"992",109.959995,110.289999,109.219999,109.719998,2122800,101.191248
"993",109.579995,110.469997,109.529998,109.55999,1385700,101.043677
"994",109.730001,110.189998,109.33999,110.019994,1129200,101.467925
"995",109.910006,110.369995,109.709996,110.12999,927200,101.56937
"996",110.099999,110.800008,110.029997,110.729999,873200,102.122739
"997",110.900002,111.019992,110.479999,110.560003,1302200,101.965958
"998",110.780003,110.919991,110.249997,110.539998,1053500,101.947508
"999",110.909996,111.340001,110.579993,111.259997,1036700,102.61154
"1000",111.069997,112.5,111.069997,112.349994,1618800,103.616809
"1001",112.339991,112.369999,111.819995,112.079997,959100,103.3678
"1002",111.909994,112.230003,111.059994,111.099997,1246400,102.463976
"1003",110.359993,111.449989,110.009992,111.360007,1629200,103.486207
"1004",111.419998,111.560001,110.669999,111.099997,1287600,103.244581
"1005",111.309994,111.970001,111.019992,111.660003,1178600,103.764992
"1006",111.550007,112.249993,111.169998,111.980004,1157100,104.062367
"1007",111.660003,112.059992,111.299999,111.530002,1000400,103.644182
"1008",111.289997,111.570004,110.809995,111.089994,847800,103.235286
"1009",110.759998,110.909996,109.660007,110.12999,1236800,102.34316
"1010",110.169993,111.000003,109.839997,110.660005,1073800,102.835699
"1011",110.39,111.400001,110.120004,110.939996,1121600,103.095893
"1012",110.839995,111.410003,110.39,111.099997,1022600,103.244581
"1013",110.960001,112.01999,110.579993,112.010004,1263000,104.090245
"1014",111.959999,113.209996,111.829998,113.110003,1468100,105.112468
"1015",113.929995,113.929995,112.179999,112.660001,2597000,104.694284
"1016",112.730002,112.730002,111.679992,111.909994,1045800,103.997307
"1017",111.580006,111.889989,111.21,111.589993,1060900,103.699932
"1018",111.410003,111.660003,111.05,111.400001,1080800,103.523373
"1019",111.259997,111.259997,110.249997,110.849997,1136100,103.012258
"1020",110.849997,111.629995,110.400003,111.370001,1298700,103.495495
"1021",111.530002,112.110005,111.010006,111.220003,1254500,103.356102
"1022",110.83,111.819995,110.440005,111.519999,1197400,103.634887
"1023",111.580006,111.919997,111.249995,111.440003,950600,103.560547
"1024",111.130004,112.059992,111.130004,111.879987,896400,103.969421
"1025",111.87,112.249993,111.65,112.139997,837300,104.211047
"1026",111.970001,112.730002,111.679992,112.489997,1172700,104.536301
"1027",112.5,113.219999,112.5,113.059998,1110100,105.065999
"1028",112.45999,113.059998,112.419996,112.809991,955800,104.833669
"1029",112.690008,112.779991,112.379994,112.609996,841100,104.647815
"1030",113.070001,113.709995,112.959997,113.019996,1278500,105.028825
"1031",113.409999,113.969997,113.120005,113.789992,1684200,105.744378
"1032",114.099998,114.449991,113.51,114.239994,1495100,106.162562
"1033",113.739995,114.019994,112.609996,112.670003,1360200,104.703579
"1034",113.059998,113.309998,112.349994,113.290001,1432400,105.279739
"1035",113.019996,113.16,112.039995,112.31,2419800,104.36903
"1036",110.909996,111.199998,108.790002,108.839991,4394100,101.144371
"1037",109.460004,110.050002,109.070001,109.499998,2444200,101.757712
"1038",109.589989,109.959995,109.419994,109.489996,2126800,101.748417
"1039",109.439999,109.619997,108.489998,108.53,1542100,100.856298
"1040",108.37,108.75,107.780002,108.31,1165000,100.651854
"1041",108.299998,108.359997,107.08,107.089995,1732800,99.51811
"1042",107.379996,107.549999,105.429997,106.099999,2641700,98.598113
"1043",104.849994,106.67,103.849996,103.870001,2242200,96.525788
"1044",103.580007,105.550004,103.499995,104.900007,2809300,97.482966
"1045",105.309999,105.41,104.580005,105.230002,2279800,97.78963
"1046",104.720001,105.249991,104.190002,104.62,1460000,97.222757
"1047",104.440002,106.790006,104.350003,106.709994,2733600,99.164977
"1048",106.849998,107.220004,105.919994,106.179996,1600600,98.672453
"1049",106.309997,107.319997,105.769995,107.309994,1445900,99.722554
"1050",108.069995,108.510003,107.3,108.059993,1431100,100.419523
"1051",107.879995,108.000002,107.289997,107.620001,1082500,100.010642
"1052",108.109998,108.599994,107.689995,107.940002,1146900,100.308017
"1053",107.750002,108.239991,107.729997,108.079998,964500,100.438114
"1054",108.469993,108.489998,107.309994,107.719995,1268300,100.103565
"1055",108.31,108.819994,108.12,108.639996,1345200,100.958517
"1056",108.869998,108.929998,108.190002,108.45999,910600,100.791239
"1057",108.15,108.660001,108.039996,108.570002,871100,100.893472
"1058",108.760003,109.499998,108.649999,109.179997,1086900,101.460337
"1059",109.320001,109.460004,108.72,108.769997,880700,101.079326
"1060",109.230002,109.660007,108.809991,109.209997,1071300,101.488215
"1061",109.199994,109.589989,108.12,108.129995,1388900,100.484576
"1062",108.000002,108.919995,108.000002,108.919995,1769000,101.218718
"1063",108.760003,108.760003,108.039996,108.139997,1124700,100.493871
"1064",108.489998,108.489998,107.989999,108.000002,1418600,100.363774
"1065",108.169997,108.56,107.539997,108.000002,1886600,100.363774
"1066",107.709992,107.940002,107.469995,107.549999,1344600,100.729038
"1067",107.650001,108.389997,107.329999,107.539997,1447400,100.71967
"1068",107.639998,107.889998,107.289997,107.499995,1801900,100.682205
"1069",107.199998,107.699989,106.749996,106.979999,1246000,100.195188
"1070",106.979999,107.190004,106.269994,106.849998,2064100,100.073432
"1071",107.059995,107.099997,106.409998,106.89,1548800,100.110897
"1072",106.900002,107.139991,106.499997,107.059995,1484800,100.270111
"1073",107.059995,107.059995,105.550004,106.020003,1277600,99.296076
"1074",106.020003,106.569991,105.839997,106.389993,1664500,99.642601
"1075",107.389999,107.389999,106.169993,106.849998,1705100,100.073432
"1076",106.990001,107.379996,106.599998,106.719997,1428200,99.951676
"1077",106.900002,107.010006,106.489994,106.719997,1038300,99.951676
"1078",107.089995,107.199998,106.699992,106.929994,1896200,100.148355
"1079",107.019993,108.079998,107.000004,107.66999,1899900,100.841419
"1080",107.539997,107.679992,106.470005,106.470005,1399200,99.717539
"1081",106.470005,108.959997,106.460003,108.859996,2372700,101.955953
"1082",108.160002,108.249993,107.120002,107.199998,1685300,100.401235
"1083",107.039998,108.039996,106.870003,107.849996,1255700,101.010008
"1084",107.259998,108.019991,107.08,107.909995,1201200,101.066202
"1085",107.909995,107.959999,107.210001,107.570004,1530900,100.747775
"1086",107.029995,107.790004,106.629998,106.749996,1632300,99.979773
"1087",107.000004,107.829998,106.67,106.809996,1472800,100.035967
"1088",107.430001,108.039996,107.059995,107.699989,1761000,100.869516
"1089",107.709992,108.000002,106.179996,106.830001,1907000,100.054703
"1090",106.519994,107.899992,106.339988,106.969996,1713500,100.18582
"1091",107.249995,109.250007,107.099997,109.209997,2227300,102.283757
"1092",109.070001,109.789992,108.09,108.449988,1685800,101.571949
"1093",108.629994,109.470007,108.429999,108.429999,1474400,101.553227
"1094",108.379994,108.540003,106.550001,106.599998,1736000,99.839288
"1095",106.849998,107.019993,105.959996,106.409998,1782900,99.661337
"1096",105.839997,107.360007,104.239991,105.41,2833200,98.724761
"1097",104.18,105.80999,103.879996,105.039994,1955100,98.378221
"1098",105.919994,106.440006,104.78,106.260008,2464200,99.52086
"1099",106.210003,108.069995,106.129991,108.039996,1723200,101.187959
"1100",109.100001,111.350004,107.660003,111.230006,2134900,104.175654
"1101",111.699997,113.489995,111.540004,112.649998,2379500,105.505589
"1102",113.139994,113.139994,111.279994,112.010004,1841200,104.906183
"1103",112.660001,113.440007,112.359996,113.1,1273200,105.927051
"1104",113.1,113.819999,113.039993,113.290001,1132400,106.105001
"1105",113.670001,113.860001,112.88,113.73,1408400,106.517096
"1106",113.879998,114.019994,112.649998,113.440007,1292700,106.245494
"1107",112.550005,113.919993,112.550005,113.619996,1155700,106.414068
"1108",113.98,114.819997,113.76,114.269993,1923400,107.022842
"1109",109.440002,111.379997,109.07,111.360001,2298700,108.782193
"1110",111.129997,113.309998,111.129997,113.160004,3057400,110.540529
"1111",114.150002,114.150002,111.379997,112.279999,2539800,109.680894
"1112",112.690002,113.389999,112.25,113.050003,1808100,110.433074
"1113",112.690002,113.269997,112.220001,113.239998,2038200,110.618671
"1114",113.029999,113.93,112.650002,113.919998,1327400,111.28293
"1115",113.790001,113.889999,113.050003,113.370003,1308600,110.745667
"1116",112.980003,113.690002,112.599998,113.379997,1401000,110.75543
"1117",113.699997,114.459999,113.07,114.07,2142400,111.42946
"1118",114.089996,114.239998,112.540001,112.650002,1641600,110.042332
"1119",112.650002,114,112.650002,113.650002,1766200,111.019184
"1120",113.82,113.82,113.059998,113.599998,1454300,110.970338
"1121",113.330002,114,112.839996,113.839996,1227300,111.204781
"1122",113.18,113.459999,112.610001,112.730003,1903700,110.120482
"1123",113.849998,114.07,113.199997,113.610001,1885100,110.980109
"1124",113.809998,113.809998,112.709999,113.019997,1903200,110.403763
"1125",113.25,114.059998,113.029999,113.839996,1592900,111.204781
"1126",113.650002,114.190002,113.18,114.160004,1299500,111.51738
"1127",114.660004,116.779999,114.599998,116.589996,1328800,113.891122
"1128",115.610001,116.720001,115.57,115.910004,1564900,113.226871
"1129",115.709999,116.589996,115.199997,116.220001,1720300,113.529692
"1130",115.07,115.190002,113.849998,114.699997,2856300,112.860596
"1131",115,115.330002,114.050003,114.599998,1726200,112.762201
"1132",114.480003,114.699997,113.699997,114.040001,2018800,112.211184
"1133",114.059998,114.82,113.809998,114.120003,1936800,112.289903
"1134",113.110001,114.120003,113.029999,113.699997,1691800,111.876632
"1135",113.870003,114.510002,113.07,113.169998,1482900,111.355133
"1136",113.300003,114.730003,113.139999,114.040001,1415300,112.211184
"1137",113.150002,114.510002,112.650002,112.68,1679500,110.872993
"1138",112.650002,113.900002,111.93,112.349998,1722400,110.548283
"1139",112.220001,114.279999,111.860001,112.400002,1812100,110.597484
"1140",112.860001,114.230003,112.260002,113.860001,1863800,112.03407
"1141",114.860001,115.410004,113.940002,115.410004,2320800,113.559216
"1142",115.839996,116.370003,114.849998,115.839996,3060600,113.982313
"1143",116.120003,116.699997,115.529999,116.449997,1509700,114.582531
"1144",116.970001,118.57,116.639999,117.980003,2016700,116.088002
"1145",118.459999,118.669998,117.769997,117.769997,999200,115.881363
"1146",117.82,118.830002,117.82,118.279999,990300,116.383186
"1147",118,118.25,117.169998,117.440002,1366800,115.556661
"1148",117,118.089996,117,117.349998,1357100,115.4681
"1149",117.010002,117.440002,115.360001,115.540001,1486100,113.687129
"1150",115.25,115.970001,115,115.550003,1280300,113.69697
