"","SJM.Open","SJM.High","SJM.Low","SJM.Close","SJM.Volume","SJM.Adjusted"
"58",58.18,58.619999,57.799999,58.48,998400,52.189638
"59",58.959999,59.799999,58.790001,59.75,581800,53.323031
"60",60,60.02,59.41,59.630001,554100,53.21594
"61",59.799999,60.380001,59.639999,60.380001,462200,53.885267
"62",60.18,60.540001,60,60.23,503500,53.7514
"63",60.25,60.77,60.25,60.610001,619400,54.090526
"64",61.049999,61.209999,60.599998,61.110001,583500,54.536744
"65",61.290001,61.450001,60.900002,61.290001,653100,54.697383
"66",61.459999,61.57,60.580002,61,466300,54.438576
"67",60.790001,60.790001,60.189999,60.41,531000,53.912039
"68",60.279999,61,60.169998,60.68,627100,54.152997
"69",60.5,60.82,60.41,60.77,303100,54.233316
"70",61.009998,61.299999,60.599998,61.07,630500,54.501046
"71",61.299999,61.73,61.150002,61.59,441500,54.965113
"72",61.740002,61.880001,61.369999,61.810001,492300,55.16145
"73",61.849998,62.349998,61.709999,61.93,564600,55.268541
"74",61.580002,61.709999,60.580002,60.650002,490600,54.126225
"75",61.139999,61.549999,60.82,61.18,647500,54.599215
"76",61.299999,61.310001,60.799999,61.049999,468500,54.483197
"77",61.220001,61.380001,60.360001,61.27,454300,54.679534
"78",61.169998,61.25,60.529999,60.75,383500,54.215467
"79",60.830002,61.689999,60.290001,60.529999,560900,54.01913
"80",60.66,61.139999,59.709999,60.27,760400,53.787098
"81",60.279999,61.259998,60.130001,60.759998,841200,54.22439
"82",60.959999,61.77,60.779999,61.77,907400,55.125752
"83",61.709999,62.09,61.52,61.98,717700,55.313162
"84",62.240002,62.41,61.880001,62.040001,638100,55.36671
"85",62.189999,62.189999,61.400002,61.900002,687500,55.241769
"86",61.849998,62.169998,61.529999,62,282100,55.331012
"87",61.990002,62.150002,61.450001,62.040001,567900,55.36671
"88",62.240002,62.93,62.009998,62.830002,634800,56.071735
"89",62.950001,63.439999,62.759998,62.970001,775800,56.196675
"90",63.360001,63.450001,62.66,62.950001,666300,56.178826
"91",62.860001,63.279999,62.709999,63.110001,393800,56.321616
"92",62.740002,63.049999,62.049999,62.16,695100,55.473801
"93",62.34,63.290001,62.34,62.830002,529200,56.071735
"94",62.939999,63.720001,62.84,63.07,730900,56.285917
"95",63.040001,63.18,62.779999,63.029999,293000,56.250219
"96",63.279999,63.82,63.119999,63.169998,504600,56.37516
"97",63.09,63.130001,62.5,62.939999,537000,56.1699
"98",62.639999,62.66,62,62.560001,374200,55.830777
"99",62.860001,63.529999,62.650002,63.5,719200,56.669665
"100",63.529999,64.550003,63.34,64.279999,758700,57.365764
"101",64.349998,64.889999,63.709999,64,530400,57.115883
"102",64.540001,64.879997,64,64.080002,403100,57.187279
"103",64.199997,64.540001,63.400002,63.93,438200,57.053413
"104",64.480003,64.790001,64.239998,64.540001,453300,57.597799
"105",64.459999,64.730003,64.160004,64.410004,463100,57.481785
"106",64.220001,64.480003,63.950001,64.459999,581200,57.526402
"107",64.220001,64.43,63.220001,63.48,511100,57.005558
"108",63.369999,63.369999,62.630001,63.060001,625400,56.628396
"109",62.759998,63.209999,62.639999,63.09,695400,56.655335
"110",62.93,63.380001,62.700001,62.889999,569500,56.475733
"111",63.220001,63.599998,62.75,62.860001,663000,56.448794
"112",62.75,63.59,62.16,63.099998,1245000,56.664314
"113",63.23,63.5,62.740002,63,899300,56.574515
"114",63.349998,63.73,60.459999,62.150002,3068000,55.811209
"115",62.23,62.450001,61.459999,62.23,998600,55.883048
"116",62.060001,63.09,61.950001,62.93,959800,56.511654
"117",62.52,62.939999,61.990002,62.73,786200,56.332052
"118",62.869999,63.369999,62.77,63,675400,56.574515
"119",62.669998,63.23,62.5,63.029999,283400,56.601454
"120",62.450001,62.959999,62.400002,62.849998,742900,56.439812
"121",62.529999,63.509998,62.27,63.25,966600,56.799017
"122",63.619999,64.790001,63.52,64.349998,934300,57.786824
"123",64.519997,65.75,64.220001,65.150002,1218700,58.505233
"124",65.059998,65.480003,64.629997,64.949997,599400,58.325628
"125",65.160004,65.160004,64.639999,64.739998,574900,58.137047
"126",65.139999,65.419998,64.82,65.040001,655600,58.406452
"127",65.279999,65.43,65.110001,65.360001,574200,58.693814
"128",65.709999,65.900002,65.279999,65.300003,607200,58.639936
"129",65.510002,65.699997,65.260002,65.5,647300,58.819535
"130",65.620003,65.849998,65.389999,65.550003,423000,58.864438
"131",65.529999,66.07,65.32,65.529999,563600,58.846474
"132",65.330002,65.739998,65.040001,65.449997,568300,58.774632
"133",65.550003,65.699997,65.339996,65.529999,541400,58.846474
"134",65.309998,65.940002,65.019997,65.860001,1149000,59.142818
"135",65.860001,65.900002,65.370003,65.629997,609300,58.936274
"136",65.800003,66,65.349998,65.529999,340200,58.846474
"137",65.620003,65.989998,65.389999,65.639999,395800,58.945256
"138",65.260002,65.919998,65.129997,65.839996,309400,59.124854
"139",65.599998,65.970001,65.269997,65.839996,281700,59.124854
"140",65.860001,66.279999,65.339996,65.519997,406300,58.837492
"141",65.519997,65.800003,65.279999,65.389999,346900,58.720754
"142",65.379997,65.800003,65.349998,65.529999,259300,58.846474
"143",65.389999,65.93,65.389999,65.650002,300200,58.954238
"144",65.970001,65.980003,65.5,65.57,402300,58.882395
"145",64.269997,64.360001,62.560001,63.290001,1970500,56.834938
"146",63.02,63.439999,63.02,63.25,810100,56.799017
"147",63.16,63.16,62.169998,62.400002,1077800,56.035711
"148",62.740002,63.009998,62.560001,62.75,892200,56.350013
"149",62.560001,63.27,62.5,63.18,790500,56.736156
"150",63.34,63.919998,63.189999,63.77,742100,57.265981
"151",64.139999,64.559998,63.869999,64.18,709200,57.634164
"152",63.810001,64.68,63.740002,64.050003,712500,57.517426
"153",64.089996,64.089996,63.330002,63.400002,888500,56.933719
"154",63.310001,64.089996,63.310001,63.759998,595800,57.256999
"155",63.790001,64.040001,63.080002,63.220001,797200,56.772077
"156",63.27,63.540001,63.23,63.450001,711900,56.978619
"157",63.75,63.75,63.25,63.349998,698100,56.888816
"158",63.349998,64,63.25,63.75,517500,57.248021
"159",63.529999,63.75,62.91,63.110001,863400,56.673296
"160",63.310001,63.310001,62.16,62.34,881000,55.981829
"161",62.439999,62.560001,61.639999,61.73,1417200,55.434044
"162",61.880001,63.549999,61.599998,61.84,1260600,55.532825
"163",61.91,62.240002,61.59,62.16,785800,55.820188
"164",62.389999,62.389999,61.619999,61.709999,608100,55.416083
"165",61.73,62.029999,61.16,61.200001,717800,54.958101
"166",61.259998,62.48,61.259998,62.25,1206300,55.901008
"167",62.150002,62.630001,61.82,62.439999,658700,56.071629
"168",62.650002,63,62.52,62.869999,737600,56.457773
"169",62.869999,63.790001,62.790001,63.669998,795100,57.176178
"170",63.43,63.439999,62.869999,62.970001,543100,56.941076
"171",62.939999,63.23,62.349998,62.52,551100,56.534159
"172",62.279999,62.98,62.09,62.73,560500,56.724052
"173",63.080002,63.130001,62.52,62.849998,465800,56.832562
"174",62.720001,63.09,62.5,62.91,745900,56.886819
"175",63.009998,64,63.009998,63.950001,925700,57.827247
"176",64.800003,66.970001,64.75,66.650002,1901100,60.268742
"177",67.639999,68.43,67.120003,67.330002,1296900,60.883637
"178",66.849998,67.43,66.540001,67.419998,1009200,60.965017
"179",67.370003,68.110001,67.190002,67.440002,961700,60.983106
"180",67.559998,67.790001,67.160004,67.489998,632500,61.028315
"181",67.699997,68.510002,67.360001,68.510002,645500,61.950661
"182",68.669998,68.910004,68.190002,68.839996,756200,62.249061
"183",68.870003,69,67.790001,67.82,687900,61.326722
"184",67.879997,68.379997,67.540001,68.199997,367800,61.670337
"185",68.650002,70.099998,68.650002,69.699997,1059800,63.026723
"186",69.620003,69.959999,69.379997,69.809998,588700,63.126191
"187",69.809998,70,69.029999,69.510002,440900,62.854918
"188",68.639999,70.629997,68.639999,70.379997,579400,63.641618
"189",70.160004,70.949997,70.160004,70.800003,534300,64.021411
"190",70.400002,70.589996,70.110001,70.220001,626000,63.49694
"191",70.419998,72.080002,70.220001,71.400002,801300,64.563964
"192",70.900002,71.099998,70.080002,70.199997,629600,63.478851
"193",69.529999,69.93,68.870003,69.589996,527200,62.927254
"194",69.57,70.040001,68.889999,69.300003,474000,62.665025
"195",70.019997,70.199997,68.889999,69.139999,536500,62.520341
"196",69.989998,70.610001,69.779999,70.43,698600,63.686833
"197",70.709999,72.43,70.639999,72.209999,957300,65.29641
"198",72.279999,72.459999,71.400002,71.720001,552600,64.853326
"199",71.599998,72.099998,71.330002,71.93,573300,65.043219
"200",72.110001,72.400002,71.720001,71.809998,1226200,64.934706
"201",72.019997,72.769997,72.019997,72.449997,614200,65.51343
"202",72.550003,73.129997,72.400002,72.410004,639500,65.477266
"203",72.349998,72.589996,71.669998,71.809998,1179000,64.934706
"204",72.18,72.400002,71.019997,71.260002,1455900,64.437368
"205",71.300003,71.830002,71.220001,71.389999,1096900,64.554919
"206",71.639999,72.699997,71.580002,72.440002,558500,65.504392
"207",72.470001,73.129997,72.32,73.129997,641400,66.128325
"208",72.940002,73.610001,72.940002,73.099998,580900,66.101198
"209",73.239998,73.529999,73,73.410004,459700,66.381523
"210",73.290001,73.580002,72.949997,73.080002,386900,66.083116
"211",73.449997,73.449997,72.919998,73.07,468000,66.074072
"212",73.07,73.82,72.800003,73.029999,411500,66.037901
"213",72.839996,74.040001,72.800003,73.830002,507100,66.761309
"214",73.889999,74.459999,73.730003,74.330002,526100,67.213438
"215",74.139999,74.470001,73.809998,74.419998,631000,67.294818
"216",74.559998,74.720001,74.230003,74.449997,638900,67.321944
"217",74.010002,74.07,73.389999,73.699997,581600,66.643751
"218",73.690002,73.779999,72.900002,73.25,760300,66.236838
"219",73.790001,74.300003,73.790001,74.209999,561200,67.104924
"220",74.32,74.489998,73.290001,73.589996,488800,66.544282
"221",73.940002,73.940002,72.839996,72.970001,673800,65.983647
"222",73.099998,74.470001,73.099998,74.330002,553100,67.213438
"223",74.449997,75,74.279999,74.980003,468900,67.801206
"224",74.730003,75.059998,74.389999,74.980003,403800,67.801206
"225",74.919998,75.459999,74.559998,75.07,506000,67.882586
"226",75.379997,75.440002,75.010002,75.230003,287000,68.027271
"227",75.089996,75.150002,74.68,75.110001,340800,67.918757
"228",75.209999,75.809998,74.860001,75.019997,348700,67.83737
"229",74.699997,74.809998,73.760002,73.889999,514600,66.815562
"230",74.650002,75.25,73.919998,74.040001,424100,66.951202
"231",74.120003,74.709999,73.830002,74.660004,360100,67.511844
"232",74.889999,75.519997,74.82,75.389999,274000,68.171948
"233",75.029999,75.209999,74.480003,74.730003,239100,67.971847
"234",74.739998,76,74.639999,75.870003,462000,69.008751
"235",75.919998,76.050003,75.339996,75.440002,265300,68.617638
"236",75.449997,75.5,75.029999,75.220001,262300,68.417532
"237",75.220001,77.110001,75,76.709999,543900,69.772783
"238",76.660004,76.849998,76.199997,76.32,718100,69.418053
"239",76.5,77.260002,76.129997,77.230003,802100,70.245761
"240",77.150002,78.360001,76.730003,77.809998,704700,70.773304
"241",77.260002,77.510002,76.620003,76.910004,376300,69.9547
"242",77.150002,77.730003,77.150002,77.370003,608100,70.3731
"243",77.059998,77.139999,76.32,76.32,583900,69.418053
"244",76.169998,77.32,75.519997,77.32,748800,70.327619
"245",77.830002,78.440002,77.529999,78.260002,686900,71.182613
"246",78.849998,79.279999,78.290001,79.279999,839000,72.110367
"247",79.300003,79.839996,78.82,79.339996,840900,72.164938
"248",78.279999,79.419998,78.279999,78.949997,1134300,71.810208
"249",78.139999,78.769997,77.940002,78.18,912600,71.109846
"250",78.239998,78.730003,77.129997,77.32,805600,70.327619
"251",77.699997,78.199997,77.410004,77.809998,526000,70.773304
"252",77.860001,77.860001,76.32,76.389999,963300,69.481722
"253",76.830002,78.970001,76.5,78.129997,1522300,71.064365
"254",77.730003,78.199997,76.849998,77.010002,1238900,70.045656
"255",77.190002,77.269997,76.669998,76.889999,630700,69.936505
"256",77.580002,77.989998,77.400002,77.82,625500,70.782401
"257",77.480003,77.550003,76.080002,76.419998,1267200,69.509008
"258",76.400002,76.830002,75.879997,76.089996,884300,69.20885
"259",76.400002,77.150002,76.269997,77.040001,1385800,70.072941
"260",77.07,78.459999,76.669998,77.879997,684100,70.836973
"261",78.230003,78.639999,77.949997,78.43,655800,71.337237
"262",78.110001,78.449997,77.529999,77.639999,491700,70.618679
"263",77.169998,77.169998,75.769997,76.230003,839100,69.336195
"264",76.379997,76.440002,74.900002,74.900002,1539100,68.126471
"265",75.150002,75.870003,75.029999,75.480003,895500,68.654021
"266",75.790001,76.25,75.599998,75.959999,795000,69.090609
"267",76.290001,76.440002,75.889999,76.290001,607700,69.390767
"268",76.589996,77.18,76.059998,76.440002,712700,69.527203
"269",76.419998,76.949997,76.300003,76.860001,602100,69.909219
"270",76.730003,76.949997,76.139999,76.529999,622800,69.609061
"271",76.18,76.639999,76.080002,76.300003,495700,69.399865
"272",76.93,77.099998,76.089996,77.080002,631400,70.109325
"273",76.459999,76.660004,76.07,76.25,534200,69.354384
"274",75.709999,76.18,75.5,76.129997,624800,69.245233
"275",75.620003,77.080002,75.5,76.5,697000,69.581775
"276",76.730003,77.029999,76.290001,76.440002,523400,69.527203
"277",76.449997,76.860001,75.769997,75.959999,434600,69.090609
"278",76.080002,76.470001,75.650002,76.300003,702800,69.399865
"279",75.959999,76.839996,75.360001,76.660004,986200,69.727309
"280",76.82,78.610001,76.800003,78.559998,945200,71.455478
"281",78.720001,78.730003,77.779999,78.489998,656800,71.391809
"282",78.940002,80,78.589996,79.669998,733000,72.465097
"283",79.82,80.25,79.360001,80,537200,72.765255
"284",80,80.099998,79.370003,79.459999,595300,72.274089
"285",79.400002,79.480003,78.769997,78.860001,442300,71.728351
"286",78.75,78.989998,78.300003,78.650002,693000,71.537343
"287",78.669998,79.25,78.449997,78.510002,454900,71.410004
"288",77.970001,78.699997,77.309998,77.919998,580300,70.873357
"289",78.529999,78.610001,77.080002,77.510002,817400,70.500438
"290",76.779999,77,75.360001,75.360001,862700,68.544871
"291",75.410004,75.82,74.739998,75.790001,698500,68.935984
"292",75.349998,75.769997,73.32,73.360001,1072500,66.725739
"293",74.089996,74.580002,72.470001,73.879997,1022000,67.19871
"294",72.029999,73.669998,70.440002,70.480003,2416400,64.106193
"295",71.279999,72.43,70.080002,71.650002,1933900,65.170383
"296",70.470001,73.089996,70.089996,71.860001,2114700,65.802217
"297",71.860001,75,71.839996,74.18,943800,67.926641
"298",74.660004,75.019997,73.620003,74.830002,523400,68.521847
"299",75.160004,75.959999,74.440002,75.910004,417200,69.510805
"300",75,75.639999,74.32,74.889999,1015400,68.576787
"301",75.309998,76.199997,74.980003,75.559998,650600,69.190305
"302",73.870003,74.400002,69.25,70.019997,1787900,64.117325
"303",69.379997,69.440002,67.230003,67.82,2465600,62.102787
"304",68.870003,69.360001,67.540001,67.760002,1114500,62.047847
"305",67.879997,69.110001,67.5,69.110001,774000,63.284041
"306",68.82,69.199997,68.040001,68.720001,729000,62.926919
"307",69.160004,69.330002,67.610001,67.68,615000,61.97459
"308",67.459999,69.540001,66.43,69.199997,887000,63.366451
"309",69.669998,70.830002,69.669998,70.75,568500,64.785789
"310",70.440002,71.419998,69.900002,70.959999,587400,64.978085
"311",71.260002,72.400002,71.110001,72.089996,1024000,66.012824
"312",71.959999,72.779999,71.739998,71.849998,707700,65.793058
"313",70.919998,72.050003,70.760002,71.279999,800100,65.271109
"314",69.669998,70.610001,69.339996,70.470001,1069000,64.529394
"315",71.260002,72.370003,71.099998,72.260002,606400,66.168498
"316",71.839996,72.620003,71.389999,71.919998,455600,65.857157
"317",71.190002,71.269997,70.129997,70.760002,805000,64.794948
"318",70.209999,71,69.190002,70.860001,637500,64.886517
"319",70.980003,71.760002,70.260002,71.650002,612000,65.609921
"320",71.800003,73.050003,71.279999,72.400002,751300,66.296696
"321",74.230003,74.739998,72.940002,73.629997,660600,67.423003
"322",73.93,74.57,73.330002,73.599998,1078000,67.395533
"323",72.769997,74.110001,72.220001,73.790001,812200,67.569518
"324",73.870003,74.809998,73.68,73.75,518300,67.53289
"325",73.709999,74.440002,73.089996,73.129997,668100,66.965153
"326",72.279999,73.019997,70.900002,72.910004,997800,66.763705
"327",72.739998,74.589996,72.269997,74.239998,938400,67.981581
"328",74.910004,75.080002,73.989998,74.900002,720100,68.585946
"329",76.459999,76.459999,74.800003,75.110001,599900,68.778242
"330",75.580002,75.669998,73.639999,73.709999,773900,67.496261
"331",74.599998,75,73.029999,73.900002,713600,67.670246
"332",73.239998,74.449997,72.889999,72.889999,842800,66.745387
"333",72.230003,73.400002,71.370003,71.400002,893600,65.380995
"334",71.370003,71.57,70,71.440002,791000,65.417624
"335",71.93,71.959999,70.349998,71.029999,890100,65.042184
"336",70.809998,72.410004,70.809998,72.400002,588300,66.296696
"337",72.610001,73.540001,72.220001,72.839996,561400,66.699599
"338",73.669998,73.839996,73.190002,73.489998,469400,67.294806
"339",73.419998,74.25,73.360001,73.989998,436200,67.752656
"340",74.089996,74.970001,73.93,74.449997,382700,68.173877
"341",73.900002,75.400002,73.900002,75.190002,401700,68.8515
"342",75.300003,75.739998,75.080002,75.400002,419100,69.043796
"343",75.360001,75.699997,74.260002,74.410004,314400,68.137255
"344",74.279999,76.07,74.059998,75.57,429000,69.199464
"345",75.580002,76.019997,74.629997,74.739998,351300,68.439431
"346",74.800003,75.559998,74.559998,75.470001,517900,69.107895
"347",76.370003,76.660004,75.860001,76.519997,599600,70.069376
"348",76.82,77.360001,76.510002,77.040001,645300,70.545544
"349",77.010002,77.389999,75.870003,76.080002,415700,69.666473
"350",76.580002,76.849998,75.650002,76.309998,769900,69.87708
"351",77.660004,78.290001,76.540001,76.889999,971500,70.408188
"352",76.919998,77.400002,76.589996,76.830002,583000,70.353248
"353",76.57,77.589996,76.120003,77.019997,679100,70.527226
"354",75.699997,77.529999,75.699997,77.260002,1058800,70.746999
"355",77.709999,78.07,77.18,78.019997,657400,71.442926
"356",78.809998,79.589996,78.199997,79.110001,726200,72.441043
"357",78.839996,78.949997,78.269997,78.589996,652400,71.964875
"358",78.769997,79.080002,77.860001,79,420000,72.340316
"359",78.650002,78.970001,77.910004,78.360001,528800,72.192909
"360",76.860001,77.730003,75.889999,75.940002,951500,69.96337
"361",76.290001,77.480003,76.290001,76.93,737700,70.875453
"362",77.68,78.120003,76.769997,76.870003,902300,70.820177
"363",76.800003,76.910004,75.809998,75.949997,981800,69.972578
"364",75.919998,75.989998,74.900002,75.639999,1188600,69.686978
"365",75.209999,75.690002,73.099998,73.18,2024400,67.420586
"366",72.470001,73.900002,71.239998,71.849998,2122900,66.195258
"367",72.309998,74.360001,71.970001,74.290001,1321300,68.443227
"368",72.989998,74.459999,71.279999,74.129997,970900,68.295816
"369",74.059998,74.309998,73.050003,73.589996,768500,67.798314
"370",73.029999,73.139999,72.449997,72.480003,759100,66.77568
"371",72.230003,73.290001,72.059998,73.029999,352100,67.282389
"372",74.099998,74.589996,73.739998,74.040001,642300,68.212902
"373",73.919998,74.559998,73.779999,74.129997,593200,68.295816
"374",75.190002,76,74.730003,75.980003,848300,70.000223
"375",75.720001,76.440002,74.900002,75.080002,761200,69.171053
"376",75.370003,75.75,74.870003,74.900002,746300,69.005219
"377",75.57,76.410004,75.440002,76.010002,596900,70.02786
"378",75.919998,76.839996,75.650002,76.669998,506000,70.635913
"379",76.400002,76.949997,75.910004,76.589996,711700,70.562208
"380",76.389999,76.790001,76,76.150002,582900,70.156842
"381",76.459999,77.889999,76.379997,77.419998,546500,71.326887
"382",77.400002,77.589996,76.260002,76.480003,472300,70.460872
"383",76.620003,77.199997,76.010002,76.279999,472600,70.276608
"384",76.279999,76.93,76.040001,76.389999,724000,70.377951
"385",76.82,77.199997,76.400002,76.519997,426400,70.497717
"386",77.050003,77.349998,76.550003,76.760002,725100,70.718834
"387",76.989998,77.559998,76.440002,76.620003,552800,70.589853
"388",77.370003,78.440002,77.099998,78.389999,619700,72.220547
"389",78.529999,79.239998,78.279999,78.709999,664800,72.515362
"390",78.769997,78.800003,78.360001,78.5,339400,72.32189
"391",78.540001,78.82,78.169998,78.800003,237800,72.598283
"392",78.860001,78.980003,78.580002,78.720001,266500,72.524577
"393",78.739998,78.739998,78.209999,78.360001,308100,72.192909
"394",78.620003,78.790001,78.230003,78.629997,395500,72.441657
"395",78.75,78.82,78.110001,78.169998,255700,72.01786
"396",79.07,79.099998,77.300003,77.300003,432200,71.216336
"397",77,77.849998,76.839996,77.279999,597400,71.197906
"398",77.120003,77.839996,77.050003,77.68,701700,71.566426
"399",77.809998,77.849998,77.260002,77.419998,322400,71.326887
"400",77.599998,78.150002,77.269997,77.959999,282000,71.824389
"401",78.209999,79.07,78,78.800003,320900,72.598283
"402",78.5,78.809998,78.199997,78.809998,297400,72.607491
"403",78.93,79.230003,78.330002,79.080002,460200,72.856245
"404",78.940002,79,78.360001,78.830002,266800,72.62592
"405",79.330002,80.410004,79.330002,80.25,492200,73.934162
"406",80.25,81.080002,80.080002,81.050003,481900,74.671203
"407",81.010002,81.209999,80.75,81.040001,412100,74.661988
"408",80.75,81.019997,79.309998,80.379997,709900,74.053928
"409",80.290001,81.25,80.290001,81.059998,394200,74.680411
"410",80.790001,81.089996,80.650002,81,383800,74.625135
"411",80.769997,81.400002,80.5,81.190002,315200,74.800184
"412",81.07,81.07,78.790001,79.019997,993600,72.800962
"413",78.93,79.220001,78.349998,78.589996,858200,72.404804
"414",78.25,78.339996,77.769997,78.32,393500,72.156057
"415",78.540001,79.120003,78.209999,78.779999,603700,72.579853
"416",79.089996,80,79.089996,79.599998,498100,73.335317
"417",79.68,80.110001,79.489998,79.739998,338700,73.464298
"418",80.339996,80.379997,79.410004,79.559998,275600,73.298464
"419",79.160004,80.239998,79.150002,79.519997,285800,73.261611
"420",79.5,79.690002,79.129997,79.32,267900,73.077354
"421",78.970001,79.269997,78.629997,78.800003,543600,73.040279
"422",78.790001,79.279999,78.599998,79.209999,501700,73.420308
"423",78.720001,79.059998,78.440002,78.839996,310500,73.077349
"424",79.199997,79.440002,78.889999,79.290001,405700,73.494462
"425",79.190002,79.5,78.849998,79.419998,338100,73.614957
"426",79.760002,79.959999,77.739998,78.150002,770000,72.437788
"427",72.230003,72.620003,70.5,71.599998,4812500,66.366544
"428",72.080002,73.5,72.080002,73.07,2799800,67.729099
"429",73.150002,73.230003,72.260002,72.43,1569800,67.135879
"430",72.110001,72.669998,71.809998,72.669998,1070200,67.358335
"431",72.739998,73.849998,72.650002,73.739998,788300,68.350125
"432",73.769997,74.800003,73.199997,74.739998,1285600,69.277032
"433",74.379997,74.940002,74.089996,74.790001,936000,69.32338
"434",74.82,75.230003,74.389999,74.400002,1018700,68.961887
"435",74.379997,75.599998,74,75.32,1002600,69.81464
"436",75.400002,76.059998,74.959999,75.849998,1174400,70.305899
"437",75.989998,76.349998,75.610001,76.349998,842400,70.769353
"438",76.169998,76.480003,75.949997,76.480003,794800,70.889855
"439",75.919998,76.120003,74.839996,74.870003,949000,69.397534
"440",75.25,75.5,74.550003,75.169998,1129700,69.675602
"441",75.5,75.699997,74.879997,75.57,732000,70.046366
"442",75.510002,75.629997,74.93,75.440002,538100,69.925871
"443",74.82,75.760002,74.519997,75.459999,855600,69.944406
"444",75.610001,76.339996,75.349998,76.290001,530500,70.713741
"445",76.099998,76.389999,75.769997,75.989998,659100,70.435666
"446",76.410004,77.769997,76.160004,77.760002,1082100,72.076295
"447",77.709999,78.290001,77.419998,78.080002,1139100,72.372905
"448",77.699997,78.730003,77.489998,78.550003,732900,72.808553
"449",78,79.230003,77.790001,79.120003,779400,73.336889
"450",79,79.550003,78.449997,79.190002,978300,73.401773
"451",78.879997,79.519997,78.540001,79.5,756900,73.689111
"452",79.589996,80.239998,79.5,80,754800,74.152565
"453",80.309998,80.730003,79.940002,80.190002,637400,74.32868
"454",80.07,80.669998,80.07,80.639999,492700,74.745785
"455",80.730003,81.040001,80.550003,81.010002,451300,75.088743
"456",80.779999,81.089996,80.279999,81.089996,603800,75.16289
"457",81.489998,81.660004,80.779999,81.360001,535800,75.413159
"458",81.349998,81.650002,80.809998,81.440002,571500,75.487313
"459",81.470001,81.970001,80.900002,81.419998,681700,75.468771
"460",81.019997,81.580002,80.93,81.139999,816900,75.209238
