"","DE.Open","DE.High","DE.Low","DE.Close","DE.Volume","DE.Adjusted"
"60",66.620003,67.889999,66.349998,67.75,3747900,60.428596
"61",68.050003,69.220001,68,68.629997,4086600,61.213496
"62",68.349998,68.449997,67.309998,67.669998,3922300,60.357239
"63",67.839996,68.68,67.809998,68.089996,3219000,60.73185
"64",68.970001,69,67.199997,67.339996,3211300,60.062899
"65",67.550003,68.419998,67.120003,67.809998,2868000,60.48211
"66",68.809998,69.980003,68.610001,69.779999,4380900,62.239223
"67",69.690002,70.779999,69.260002,70.029999,4381800,62.462206
"68",69.660004,70.559998,69.349998,70.059998,3740100,62.488963
"69",70.120003,70.599998,69.57,69.639999,2627700,62.114352
"70",70.209999,72.470001,69.720001,72.449997,6501600,64.620687
"71",72.709999,73.699997,72.25,73.610001,4694000,65.655335
"72",73.370003,73.620003,72.260002,73.040001,5821300,65.146933
"73",73.07,73.199997,71.849998,72.080002,4396100,64.290676
"74",71.5,72.57,70.510002,71.190002,3911500,63.496854
"75",71.889999,72.989998,71.889999,72.639999,3830800,64.790157
"76",72.849998,72.940002,71.900002,72.099998,2731400,64.308511
"77",71.93,71.989998,70.43,71.589996,4666400,64.120423
"78",71.269997,72.290001,70.849998,71.730003,3121300,64.245822
"79",72.080002,72.290001,69.419998,69.779999,6941400,62.499277
"80",69.150002,69.650002,68.419998,68.57,8339400,61.415527
"81",68.300003,68.849998,67.669998,68.620003,4385500,61.460313
"82",69.419998,71.889999,69.419998,71.300003,4774300,63.860687
"83",71.099998,72.529999,71.099998,71.959999,3651000,64.45182
"84",72.43,72.5,70.849998,71.900002,2694300,64.398083
"85",74.110001,76.830002,74.110001,75.349998,10645300,67.488113
"86",76.099998,76.169998,74.470001,75.309998,3279000,67.452286
"87",75.190002,75.550003,73.879997,74.660004,4244100,66.870111
"88",75.5,76,75.239998,75.279999,4168000,67.425417
"89",75.190002,75.720001,74.199997,75.089996,3280900,67.255239
"90",76.050003,76.309998,75.269997,76.160004,5321200,68.213604
"91",76.120003,76.629997,75.660004,76.050003,3132100,68.11508
"92",74.629997,75.800003,73.629997,74.919998,5163700,67.102978
"93",75.110001,77.150002,74.75,76.440002,4081000,68.464388
"94",77.019997,77.720001,75.919998,77.050003,4372500,69.010742
"95",76.75,77.290001,76.5,77.25,3320800,69.189872
"96",77.989998,78.889999,77.139999,77.239998,3742400,69.180913
"97",76.889999,77.440002,76.25,76.419998,2752300,68.446471
"98",75.900002,75.910004,74.220001,75.839996,4183300,67.926985
"99",76.370003,76.860001,74.589996,75.5,3018200,67.622464
"100",75.019997,77.089996,75.019997,76.800003,2567100,68.786827
"101",77.459999,77.940002,75.720001,76.339996,2707200,68.374816
"102",77.360001,78.339996,76.860001,77.339996,2984600,69.270478
"103",77.489998,77.580002,76.199997,77.519997,2485400,69.431698
"104",78.32,79.260002,77.690002,79.18,3338300,70.918499
"105",79.339996,79.529999,78.620003,79.099998,2282200,70.846845
"106",78.949997,79.019997,77.900002,78.669998,2343600,70.46171
"107",79.209999,79.660004,77.470001,77.870003,3617800,69.745185
"108",78.169998,79.139999,77.599998,78.919998,3057700,70.685625
"109",78.199997,78.919998,78.050003,78.790001,4440400,70.569192
"110",78.190002,78.839996,76.059998,76.860001,5650000,68.840564
"111",77.07,77.75,76.43,76.480003,3084500,68.500215
"112",75.879997,76.010002,74.129997,75.699997,4361600,67.801593
"113",75.760002,76.230003,75.080002,76,2155600,68.070295
"114",77.260002,78.190002,76.889999,77.279999,3597000,69.216741
"115",77.669998,78.150002,76.809998,77.980003,4068300,69.843708
"116",77.160004,77.739998,76.199997,77.25,4049500,69.189872
"117",76.220001,76.760002,75.519997,76.339996,4195700,68.374816
"118",76.230003,77.360001,75.669998,76.230003,8469300,68.2763
"119",75.690002,76.300003,75.260002,76,1750100,68.070295
"120",76.029999,76.449997,75.18,75.18,5992300,67.335852
"121",74.940002,75.139999,74.059998,74.699997,5376600,66.905932
"122",75.889999,76.220001,75.230003,76.139999,4969500,68.195687
"123",76.239998,78.580002,76.160004,78.300003,5231700,70.130319
"124",77.57,78.550003,77.519997,78.309998,2751700,70.139271
"125",78.449997,79.139999,77.709999,79.040001,3191900,70.793107
"126",79.900002,82.5,79.82,81.419998,8160100,72.92478
"127",81.529999,81.730003,79.470001,80.610001,5331300,72.199296
"128",81.440002,81.440002,79.949997,80.550003,3565100,72.145558
"129",80.860001,82.480003,80.440002,82.139999,4063100,73.569657
"130",82.989998,82.989998,81.889999,81.910004,3915700,73.363659
"131",81.919998,82.989998,81.650002,82.540001,3522300,73.927923
"132",82.230003,83.389999,81.360001,81.559998,3957000,73.050172
"133",82.110001,82.459999,81.099998,82.279999,2944700,73.695049
"134",82.260002,82.330002,81.5,81.550003,3370400,73.04122
"135",81.699997,82.669998,81.610001,82.57,2188600,73.954792
"136",82.730003,84.849998,82.620003,84.459999,3698100,75.647592
"137",84.480003,84.669998,83.540001,83.949997,2230900,75.190803
"138",83.980003,83.980003,83.309998,83.580002,1685000,74.859412
"139",83.239998,83.760002,82.93,83.57,1489200,74.850454
"140",83.809998,83.980003,83,83.540001,1643500,74.823585
"141",83.610001,83.809998,83.309998,83.309998,1511600,74.931514
"142",83.360001,83.849998,83.050003,83.300003,1269500,74.922525
"143",83.25,83.290001,82.75,83.050003,1187900,74.697667
"144",83.93,84.75,83.459999,83.589996,3005900,75.183353
"145",84,84.080002,81.800003,83.019997,3117300,74.670679
"146",82.419998,84.639999,82.279999,84.239998,3020600,75.767984
"147",84.410004,84.68,83.459999,84.25,3527500,75.776981
"148",84.419998,85.300003,83.300003,84.339996,4061300,75.857926
"149",84.690002,85.300003,83.650002,84.580002,2958600,76.073794
"150",85.190002,86.650002,85.190002,85.660004,3357700,77.04518
"151",86.559998,87.739998,86.540001,87.449997,3283900,78.655154
"152",89.239998,89.970001,88.75,89.470001,6100300,80.472006
"153",89.470001,89.870003,88.830002,89.519997,4103300,80.516974
"154",89.690002,91.629997,89.690002,90.599998,4488700,81.48836
"155",90.5,91.279999,88.779999,89.400002,4851800,80.409047
"156",89.029999,90,86.889999,89.260002,4193200,80.283127
"157",90.379997,90.639999,88.639999,89.239998,3258300,80.265135
"158",89.470001,90.419998,88.910004,90.120003,2422900,81.056637
"159",89.559998,90.239998,88.239998,89.389999,3156400,80.40005
"160",89.940002,91.389999,89.550003,90.989998,3254700,81.839137
"161",91.400002,91.419998,90.010002,90.980003,3635000,81.830148
"162",91.260002,91.889999,88.68,88.910004,3367700,79.968328
"163",88.379997,91.349998,88.379997,90.900002,4373400,81.758192
"164",91.830002,93.5,91.419998,92.959999,5620000,83.611015
"165",92.870003,94.239998,92.870003,94.089996,4332600,84.627369
"166",93.900002,94.099998,92.370003,93.480003,3496000,84.078723
"167",93.510002,93.919998,92.620003,93.209999,3202300,83.835873
"168",93.639999,94.610001,93.239998,94.139999,2768800,84.672343
"169",94.290001,94.290001,93.010002,93.489998,2675300,84.087712
"170",94.150002,94.739998,93.199997,93.949997,3220400,84.501449
"171",93.629997,94.690002,93.389999,94.519997,2498400,85.014124
"172",94.150002,95.5,94.010002,95.419998,2560000,85.823612
"173",95.809998,95.900002,94.669998,94.760002,3904900,85.229992
"174",94.580002,94.75,93.089996,93.620003,4641900,84.204642
"175",97.199997,97.360001,94.019997,95.860001,12385200,86.219364
"176",96.199997,96.220001,94.650002,95.260002,4663800,85.679707
"177",94.93,95.080002,93.839996,95,5227800,85.445853
"178",93.599998,94.889999,90.940002,91,5469600,81.848133
"179",91.440002,91.440002,86.230003,88.260002,10405500,79.383697
"180",88.5,91.169998,87.650002,88.910004,6684100,79.968328
"181",91.839996,92,90.410004,90.489998,6145100,81.389422
"182",91.639999,91.739998,89.93,90.150002,5112400,81.083619
"183",90.75,91,88.330002,89.059998,5464800,80.103237
"184",88.760002,90.669998,88.699997,89.550003,4184300,80.543963
"185",90.870003,93.160004,90.43,92.629997,4846300,83.314202
"186",92.730003,93.059998,91.110001,92.349998,3610400,83.062363
"187",92.910004,93.150002,89.940002,90.370003,4207200,81.281495
"188",90.580002,92.099998,88.900002,91.510002,4183100,82.306845
"189",90.419998,90.639999,89,89.82,4702100,80.786806
"190",88.010002,89,86.099998,87.550003,5686400,78.745102
"191",85.879997,88,84.589996,87.790001,6210200,78.960964
"192",87.720001,88.129997,86.440002,87.629997,3922600,78.817052
"193",84.900002,88.029999,84.269997,87.68,4658900,78.862026
"194",87.889999,88.910004,85.989998,86.910004,5499800,78.169468
"195",88.75,90.260002,88,89.379997,5865500,80.391054
"196",91.080002,91.480003,89.669998,90.099998,5313300,81.038645
"197",91.480003,92.459999,91.360001,91.610001,4474100,82.396786
"198",91.769997,91.769997,90.160004,91.050003,3614100,81.893108
"199",90.75,91.57,90.120003,91.43,3152800,82.234889
"200",92.089996,93.389999,91.25,93.230003,3758800,83.853865
"201",93.400002,94.940002,92.699997,94.239998,3956500,84.762285
"202",94.669998,94.980003,93.269997,93.300003,3361300,83.916825
"203",93.220001,94.019997,91.75,93.949997,4336400,84.819633
"204",94.800003,94.919998,93.879997,94.449997,3351800,85.271041
"205",94.730003,96.980003,94.650002,96.889999,6140400,87.473917
"206",97.599998,99.800003,97.540001,98.599998,6490900,89.017732
"207",99.040001,99.540001,98.519997,99.239998,2974400,89.595535
"208",98.919998,99.059998,97.980003,98.209999,3149700,88.665634
"209",98.660004,98.660004,96.510002,97.010002,3613100,87.582257
"210",96.669998,98.120003,96.050003,96.470001,3671900,87.094735
"211",97.080002,97.669998,95.129997,95.93,3018600,86.607213
"212",95.900002,96.18,94.709999,94.989998,3615800,85.758563
"213",94.07,94.290001,92.860001,93.449997,4038800,84.368225
"214",94.57,94.709999,92.690002,93.580002,2816500,84.485595
"215",92.940002,94.370003,92.610001,94.25,2813600,85.090481
"216",94.32,94.489998,93.190002,93.760002,3986500,84.648103
"217",92.529999,92.529999,90.650002,91.529999,4715800,82.634818
"218",92.349998,92.580002,91.029999,92.379997,3775200,83.402211
"219",94.480003,94.639999,93.389999,93.889999,3685800,84.765466
"220",94.580002,95.370003,94.019997,95.25,3026100,85.993298
"221",95.199997,95.5,94.199997,94.720001,1945200,85.514806
"222",96.540001,97.779999,96.029999,97,4800000,87.573227
"223",97.080002,97.260002,94.650002,96.760002,3509500,87.356553
"224",96.410004,96.839996,95.459999,95.910004,2668100,86.58916
"225",96.800003,97.550003,95.870003,97.5,3856900,88.024635
"226",98.220001,98.300003,96.870003,97.389999,4282400,87.925325
"227",97.279999,97.279999,94.790001,94.980003,4142700,85.74954
"228",95.059998,95.5,91.720001,93.029999,4679300,83.989043
"229",91.940002,93.080002,91,91.540001,4612100,82.643848
"230",93.519997,94.169998,91.510002,91.529999,5191700,82.634818
"231",91.589996,93.540001,91.540001,92.800003,3254800,83.781399
"232",93.709999,94.610001,93.32,94.489998,3600400,85.307155
"233",93.779999,93.940002,90.809998,91.290001,6537600,82.418144
"234",90.809998,91.18,89.099998,90.360001,4656600,81.578524
"235",90.279999,90.589996,87.57,87.720001,6757500,79.195088
"236",87.330002,89.449997,86.629997,88.129997,4933000,79.56524
"237",87.300003,88.099998,86.160004,86.959999,6083000,78.508946
"238",86,86.669998,84.650002,86.5,12671600,78.093651
"239",86.860001,87.730003,85.879997,86.040001,7202600,77.678356
"240",85.75,85.949997,84.269997,84.75,5995700,76.513721
"241",83.019997,83.470001,82.25,83.059998,6543700,74.987959
"242",83.800003,84.760002,83.419998,83.449997,5391100,75.340057
"243",83.489998,85.139999,82.510002,84.709999,4635400,76.477608
"244",84.610001,85.300003,84,84.940002,3936500,76.685259
"245",85.379997,86.300003,85.260002,85.739998,3538400,77.407508
"246",87.059998,87.150002,85.050003,86.080002,4736600,77.714469
"247",85.5,85.889999,82.730003,82.760002,5797000,74.717118
"248",83.449997,84.68,83.169998,84.230003,6042800,76.04426
"249",82.309998,83.650002,81.519997,82.199997,5352300,74.211536
"250",82.120003,82.730003,81.339996,81.699997,3897700,73.760128
"251",82.25,82.290001,81.099998,81.209999,3679300,73.317749
"252",80.980003,81.199997,79.610001,79.959999,6612200,72.189228
"253",81.230003,82.790001,80.870003,82,6933400,74.030975
"254",81.779999,82.510002,80.75,81.800003,6783700,73.850415
"255",81.669998,82.139999,79.769997,80.199997,4821400,72.405902
"256",81.550003,82.660004,80.900002,82,4483900,74.030975
"257",81.360001,82.18,80.089996,80.209999,4537800,72.414932
"258",80.099998,80.839996,78.230003,79.269997,5510200,71.566283
"259",80.480003,80.529999,78.300003,78.529999,5970100,70.8982
"260",78.279999,80.089996,77.809998,80.059998,4328200,72.279509
"261",80.690002,82.440002,80.300003,82.129997,4298700,74.148339
"262",82.190002,83,81.5,81.57,4882900,73.642764
"263",79.849998,81.839996,78.800003,81.730003,5785400,73.787218
"264",81.660004,81.699997,79.779999,79.980003,4673000,72.207288
"265",80.150002,81.059998,79.959999,80.690002,3177200,72.848288
"266",80.839996,82,80.5,81.949997,3153000,74.36369
"267",82.589996,82.989998,81.779999,82.43,6328700,74.799258
"268",81.690002,82.949997,80.309998,82.449997,7497600,74.817404
"269",82.199997,84.730003,81.709999,84.540001,5947800,76.713931
"270",84.760002,85.970001,84.5,84.839996,4819600,76.986155
"271",84.769997,85.139999,83.75,84.589996,4070000,76.759298
"272",85.449997,87.120003,85.309998,86.440002,6305100,78.438045
"273",84.629997,86.309998,84.300003,86.110001,5412000,78.138592
"274",84.959999,85.199997,83.019997,83.489998,4866500,75.761129
"275",82.889999,83.150002,81.5,81.650002,7589600,74.091466
"276",82.529999,83.650002,81.760002,81.889999,4834400,74.309246
"277",82.099998,82.910004,80.769997,81.43,4976800,73.89183
"278",81.809998,82.110001,80.510002,81.690002,4540700,74.127764
"279",81.220001,81.489998,79.199997,79.800003,6235300,72.412726
"280",80.75,81.459999,79.93,80.879997,4756700,73.392743
"281",81.629997,81.629997,80.379997,80.480003,3511400,73.029777
"282",81.18,82.660004,80.599998,82.300003,5251100,74.681295
"283",81.129997,81.480003,80.25,81.239998,4624400,73.719417
"284",80.290001,82.540001,80.139999,81.889999,4019800,74.309246
"285",82.489998,82.489998,80.82,80.900002,3769000,73.410895
"286",80.300003,80.379997,78.309998,79.419998,7382200,72.067899
"287",79.449997,80.629997,79.120003,79.389999,6089800,72.040677
"288",78.139999,79.589996,77.790001,78.510002,5197900,71.242144
"289",81.110001,81.139999,77.550003,78.720001,5108300,71.432702
"290",78.360001,79.900002,76.82,76.82,6441600,69.708589
"291",77.339996,77.690002,74.540001,77.07,6289100,69.935446
"292",75.910004,75.910004,72.370003,72.410004,8001800,65.706836
"293",73.489998,74.300003,70.5,72.660004,9047300,65.933693
"294",69.279999,70.739998,66.809998,67.050003,8852300,60.843024
"295",69.139999,70.980003,66.059998,70.93,8675500,64.363841
"296",69.5,70.529999,67.580002,67.989998,7040800,61.696001
"297",68.779999,74.57,68.709999,73.480003,10600800,66.677784
"298",75.690002,75.919998,73.879997,74.970001,5923200,68.029849
"299",75.779999,76.599998,75.370003,76.5,4690300,69.418212
"300",75.669998,75.889999,74.230003,75.160004,4652100,68.202262
"301",73.449997,75.489998,73,74.260002,11444200,67.385576
"302",71.309998,71.32,68.889999,70.150002,8715700,63.656048
"303",69.18,72.300003,68.970001,69.010002,7352000,62.621581
"304",70.739998,70.970001,69.599998,70,7311800,63.519933
"305",70.480003,72.699997,70.010002,72.660004,5259300,65.933693
"306",72.540001,75.190002,72.050003,75.099998,5586100,68.147812
"307",75.510002,76,72.769997,73.059998,5315800,66.296659
"308",72.349998,76.330002,71.440002,76.029999,5451700,68.99172
"309",77.620003,79.059998,77.139999,78.910004,4783300,71.605116
"310",78.379997,80.730003,77.800003,80.110001,6183700,72.694026
"311",81,82.559998,79.730003,80.82,6896100,73.338299
"312",80.730003,82.220001,79.639999,79.889999,4947100,72.494391
"313",77.519997,79.160004,77.120003,78.029999,4078600,70.806575
"314",74.980003,77.410004,74.209999,77.139999,4998000,69.998965
"315",78.970001,79.480003,78.099998,79.349998,4133100,72.004379
"316",78.419998,79.010002,76.779999,77.260002,5212000,70.107859
"317",76.220001,76.690002,74.379997,75.260002,6061300,68.293004
"318",74.120003,75.82,72.68,75.040001,5696100,68.093369
"319",75.25,77.099998,74.809998,76.559998,4681000,69.472656
"320",77.139999,78.379997,74.559998,77.290001,5228200,70.135081
"321",78.449997,78.980003,77.410004,78.639999,4724800,71.360107
"322",79.139999,79.220001,77.440002,78.019997,4968800,70.797499
"323",76.57,77.730003,75.150002,77.190002,4142500,70.044339
"324",77.660004,78.290001,75.980003,75.980003,3641000,68.946353
"325",75.919998,76.419998,72.82,72.82,4565700,66.078878
"326",69.709999,70.239998,67.099998,68.589996,8937300,62.240456
"327",68.269997,69.120003,66.879997,67.470001,7114400,61.224142
"328",68.360001,68.599998,66,68.440002,6157000,62.104348
"329",70.379997,71.459999,69.019997,69.480003,5059800,63.048073
"330",69.480003,70.32,67.300003,67.419998,4949200,61.541924
"331",68.860001,69.07,66.129997,68.040001,4434200,62.107871
"332",66.839996,66.940002,64.559998,64.57,6281900,58.940405
"333",63.900002,64.730003,61.630001,61.720001,7637000,56.338886
"334",60.73,63.619999,59.919998,63.48,8600000,57.945437
"335",63.740002,66.459999,63.099998,66.160004,5073200,60.391783
"336",65.779999,67.220001,64.580002,66.57,5691600,60.766033
"337",67.080002,67.220001,65,65.699997,5400200,59.971882
"338",67.760002,69.580002,67.519997,69.379997,4711700,63.331038
"339",69.639999,72.370003,68.839996,71.68,7753500,65.430514
"340",72.050003,72.93,69.709999,71.050003,6456600,64.855443
"341",70.790001,71.470001,68.410004,69.800003,8142500,63.714426
"342",70.889999,71.559998,69.599998,71.389999,4189700,65.165797
"343",71.089996,71.389999,69.18,69.57,3774900,63.504475
"344",69.480003,70.589996,68.510002,70.129997,6713900,64.015649
"345",70.220001,71.029999,68.699997,69.110001,4385200,63.084582
"346",69.379997,69.639999,67.779999,69.25,4571900,63.212375
"347",70.480003,72.230003,69.900002,72.230003,5678500,65.932564
"348",73.739998,75.010002,73.360001,74.550003,5347600,68.050293
"349",73.760002,74.589996,71.669998,73.120003,4444200,66.744968
"350",74,74.279999,72.25,73.93,3941500,67.484345
"351",76.849998,78.75,76.849998,77.739998,6253000,70.962165
"352",77.169998,78.989998,77.169998,78.669998,4644900,71.811082
"353",77.080002,77.690002,75.870003,75.900002,3905500,69.28259
"354",72.620003,75.300003,71.760002,73.699997,6488100,67.274395
"355",75.050003,75.610001,73.129997,74.07,5008500,67.612139
"356",75.139999,76.040001,74.059998,75.730003,4442200,69.127413
"357",75.309998,75.870003,73.400002,75.389999,3087200,68.817053
"358",75.040001,76.010002,74.040001,75.150002,3369500,68.59798
"359",75.419998,76,74.5,75.629997,5699500,69.036126
"360",73.75,74.830002,72.389999,72.779999,5151700,66.434608
"361",73.730003,74.199997,72.400002,73.580002,3584300,67.164862
"362",74.120003,76.639999,74.059998,75.790001,3620400,69.18218
"363",75.900002,76.57,74.139999,74.699997,3463300,68.187209
"364",74.68,76.629997,74.480003,76.330002,3367600,69.6751
"365",75.529999,78.519997,75.459999,76.43,4978400,69.76638
"366",76.760002,77.089996,74.300003,75.019997,4210300,68.479309
"367",75.559998,75.660004,74,74.269997,3089000,67.794699
"368",72.839996,73.150002,71.519997,72.68,3830800,66.343328
"369",72.07,72.400002,70.519997,71.919998,5891500,65.649587
"370",75.57,75.980003,73.589996,74.720001,12085500,68.205469
"371",74.639999,75.5,73.620003,73.639999,2278200,67.219628
"372",76.129997,76.559998,75.589996,76.5,5387300,69.830277
"373",76.57,77.150002,75.739998,75.839996,4495600,69.227817
"374",78.260002,79.300003,78.209999,79.25,6284400,72.340516
"375",78.650002,79.419998,77.919998,78.730003,3341400,71.865856
"376",79.489998,79.699997,76.849998,77.690002,5226900,70.916528
"377",78.970001,78.970001,77.5,78.139999,3554100,71.327292
"378",78.150002,79.029999,77.25,78.379997,3512300,71.546365
"379",77.610001,79.25,77.029999,78.910004,4639400,72.030162
"380",78.550003,79.470001,76.720001,76.879997,4023500,70.177144
"381",76.75,78.599998,76.75,78.339996,2838200,71.509852
"382",77.470001,77.580002,76,76.970001,3203800,70.259301
"383",77.379997,77.809998,74.559998,75.220001,5101400,68.661876
"384",74.389999,75.309998,73.230003,73.809998,4542600,67.374805
"385",74.949997,75.110001,73.400002,73.720001,3765500,67.292655
"386",74.300003,75.5,73.309998,73.650002,4979300,67.228758
"387",74.18,74.730003,73.279999,73.559998,3251000,67.146602
"388",74.639999,76.75,74.489998,76.639999,3360000,69.958071
"389",76.75,77.379997,75.57,76.919998,3802900,70.213657
"390",76.980003,78.089996,76.980003,77.760002,3037700,70.980425
"391",78.459999,78.690002,77.870003,78.690002,2301700,71.829342
"392",78.410004,78.830002,78.209999,78.440002,1712000,71.601139
"393",78.120003,78.349998,76.790001,76.919998,2416600,70.582586
"394",76.949997,77.839996,76.790001,77.589996,2102700,71.197383
"395",77.389999,78.220001,77.349998,77.349998,1481200,70.977159
"396",79.120003,79.989998,78.839996,79.309998,3317300,72.775674
"397",79.129997,81.099998,79.129997,80.470001,4381900,73.840106
"398",80.449997,81.75,80.120003,81.639999,3498500,74.913708
"399",82,82.57,81.139999,82.300003,3839500,75.519334
"400",82.620003,82.970001,82.220001,82.730003,3501300,75.913907
"401",83.779999,84,82.639999,83.75,4850400,76.849867
"402",83.410004,84.660004,83.110001,84.5,3591400,77.538074
"403",83.470001,84.849998,82.660004,84.440002,4715900,77.48302
"404",83.879997,84.82,83.169998,84.660004,3036100,77.684895
"405",85.110001,85.639999,84.739998,84.910004,3729300,77.914298
"406",84.889999,86.220001,84.32,86.220001,3322500,79.116365
"407",86.300003,87.129997,85.669998,86.940002,3736700,79.777046
"408",86.540001,87.089996,86.400002,87.040001,2626800,79.868805
"409",87.190002,87.900002,86.68,86.900002,4021500,79.740341
"410",85.519997,86.610001,84.480003,86.419998,5341700,79.299885
"411",86.370003,87.980003,85.480003,87.760002,5457100,80.529486
"412",88.209999,88.889999,87.379997,87.660004,5098800,80.437726
"413",87.410004,88.330002,87.089996,87.989998,3370200,80.740532
"414",86.830002,87.599998,86.339996,87.410004,3101700,80.208324
"415",87.900002,88.190002,85.370003,86.150002,4364400,79.052133
"416",87.269997,87.599998,86.5,86.919998,2868400,79.75869
"417",87.099998,87.93,86.760002,87.419998,2638000,80.217495
"418",88.300003,88.980003,87.919998,88.400002,4070800,81.116756
"419",87.709999,88.199997,87.120003,87.82,2810700,80.58454
"420",87.529999,88.120003,86.790001,87.940002,2110900,80.694656
"421",88.260002,88.75,87.860001,88.5,3060800,81.208516
"422",88.699997,88.949997,87.660004,87.93,3479100,80.685478
"423",87.230003,87.580002,86.370003,87.550003,2779300,80.336789
"424",88.849998,88.970001,88,88.68,3735500,81.373686
"425",88.589996,89.699997,87.900002,89.050003,4420900,81.713204
"426",87.190002,87.639999,84.040001,84.279999,11666300,77.336199
"427",84.260002,84.260002,82.519997,83.110001,9176600,76.262597
"428",83.669998,84.120003,83.230003,83.870003,4364400,76.959982
"429",84.220001,84.75,83.779999,84.190002,3709300,77.253617
"430",84.379997,85.029999,84.059998,84.370003,2516200,77.418788
"431",84.059998,84.419998,83.449997,84.099998,2771900,77.171029
"432",84.129997,84.400002,83.089996,83.269997,2964000,76.409411
"433",82.940002,83.839996,82.190002,83.389999,2512600,76.519526
"434",83.449997,84.099998,83.18,83.330002,2515100,76.464472
"435",83.720001,83.989998,82.43,82.93,3176300,76.097426
"436",83,83.75,82.760002,83.080002,2905200,76.235069
"437",82.879997,83.150002,81.93,82.279999,2674900,75.500978
"438",82.099998,82.169998,80.519997,81.830002,3946600,75.088056
"439",80.300003,80.669998,78.690002,79.209999,5799000,72.683915
"440",79.809998,79.980003,78.800003,79.209999,4118600,72.683915
"441",79.870003,80.589996,79.089996,80.379997,4843700,73.757517
"442",80.510002,80.900002,79.949997,80.169998,3542500,73.56482
"443",80.279999,80.279999,79,79.459999,2878300,72.913317
"444",79.910004,81.830002,79.68,81.660004,4713300,74.932064
"445",81.910004,82.029999,80.919998,81.589996,3493400,74.867825
"446",81.93,82.089996,81.110001,81.639999,3251200,74.913708
