"","BEAM.Open","BEAM.High","BEAM.Low","BEAM.Close","BEAM.Volume","BEAM.Adjusted"
"462",58.92,59.11,58.5,58.57,1284000,57.01143
"463",58.45,59.39,58.37,58.99,785900,57.42025
"464",58.23,58.88,58.18,58.54,1105700,56.98223
"465",58.17,58.32,57.75,57.86,710900,56.32032
"466",57.63,57.87,57.35,57.76,792800,56.22298
"467",57.76,57.76,57.76,57.76,0,56.22298
"468",57.28,57.3895,56.765,57.09,377100,55.57081
"469",56.89,56.94,55.15,55.33,1090200,53.85765
"470",55.78,56.72,55.72,56.69,936400,55.18145
"471",56.84,57.05,56.36,57.01,509700,55.49294
"472",56.82,57.39,56.46,57.02,747300,55.50267
"473",57.25,57.33,56.78,57,499300,55.48321
"474",57.35,57.48,56.93,57.48,639100,55.95043
"475",57.06,57.15,56.48,56.6,611300,55.09385
"476",56.63,56.97,56.17,56.53,375100,55.02571
"477",56.64,57.49,56.48,57.02,491700,55.50267
"478",55.84,56.45,55.6,56,1316900,54.50982
"479",56.02,56.31,55.72,56.02,1002300,54.52928
"480",56.5,57.33,56.15,56.71,967300,55.20092
"481",56.66,57.04,56.345,56.9,741600,55.38587
"482",57.19,57.3,56.73,56.96,527700,55.44427
"483",56.8,57,56.04,56.78,728400,55.26906
"484",56.85,57.49,56.47,57,1145800,55.48321
"485",56.83,57.72,56.66,57.69,1005400,56.15484
"486",58.52,60.38,58.24,59.92,2180700,58.3255
"487",59.8,60,58.79,58.83,1130800,57.26451
"488",58.54,59.82,58.5,59.36,1277200,57.98245
"489",59.19,59.77,58.71,59.7,1409800,58.31456
"490",59.51,59.51,58.05,58.43,1462300,57.07403
"491",58.92,59.25,58.37,58.47,1481400,57.1131
"492",58.06,59.16,58.06,58.81,851400,57.44521
"493",58.2,58.75,57.63,58.4,887400,57.04473
"494",58.35,58.96,57.96,58.1,805500,56.75169
"495",58.2,58.3287,57.19,57.41,1212100,56.0777
"496",57.52,57.52,56.09,56.09,1233200,54.78834
"497",56.35,56.35,55.33,56.03,1600800,54.72973
"498",56.05,56.17,55.62,55.89,732400,54.59298
"499",56.01,57.14,55.8099,56.91,1330000,55.58931
"500",57.8,57.8,55.78,56.36,1437700,55.05207
"501",56.41,57.57,56.27,57.54,758500,56.20469
"502",57.64,58.2,57.59,57.99,804700,56.64424
"503",57.99,57.99,57.99,57.99,0,56.64424
"504",58.23,59.71,58.18,59.71,1522800,58.32433
"505",59.28,60.13,58.91,59.84,2286500,58.45131
"506",59.72,60.75,59.09,60.56,1517800,59.1546
"507",59.8,59.97,58.41,59.35,1835100,57.97268
"508",59.36,59.37,58.23,58.69,594300,57.328
"509",58.44,59.22,58.37,58.99,636900,57.62104
"510",59.38,60.78,59.35,60.78,904900,59.36949
"511",61,61.28,60.52,60.6,700100,59.19367
"512",60.69,61.6397,60.37,61.25,875900,59.82859
"513",61.66,61.75,60.52,60.53,675900,59.1253
"514",60.77,61.15,60.3,60.93,758600,59.51602
"515",60.86,61.81,60.68,61.09,1160500,59.6723
"516",61.36,62.91,61.21,62.84,767400,61.38169
"517",62.59,62.98,62.29,62.35,1559600,60.90306
"518",62.23,62.73,62.05,62.63,793900,61.17656
"519",62.81,63.68,62.73,63.15,667800,61.6845
"520",63.85,63.88,63.08,63.51,659600,62.03614
"521",63.23,64,62.39,62.44,377000,60.99097
"522",62.55,62.96,61.65,61.7,768700,60.26815
"523",61.43,61.6,60.81,60.9,677100,59.48671
"524",61.04,62.055,61.04,61.81,765900,60.37559
"525",62.11,62.35,60.96,61.03,936400,59.61369
"526",60.79,61.27,59.94,61.2,795400,59.77975
"527",62.12,62.5,61.83,62.49,806500,61.03981
"528",62.5,63.21,62.44,63.21,732800,61.7431
"529",63.07,63.18,62.43,62.71,429000,61.25471
"530",62.71,62.71,62.71,62.71,0,61.25471
"531",62.43,62.75,61.85,61.86,710000,60.42443
"532",61.45,61.45,60.83,61,835000,59.58439
"533",61.04,61.1871,59.97,60.08,689900,58.68574
"534",60.52,61.18,60.27,60.66,456100,59.25228
"535",60.64,62.05,60.49,61.75,1166800,60.31699
"536",61.3,61.5,60.53,61.22,375200,59.79929
"537",61.28,62.1726,61.1,61.94,315100,60.50257
"538",61.94,62.05,61.28,61.5,265000,60.07279
"539",61.76,62.45,61.63,62.39,358400,60.94213
"540",62.17,63.14,62.07,62.87,451400,61.41099
"541",62.87,63.24,62.71,62.97,329000,61.50867
"542",62.56,62.97,61.43,61.87,529000,60.4342
"543",61.01,61.27,59.75,60.56,374700,59.1546
"544",60.6,61.19,60,60.31,480100,58.9104
"545",60.55,61,60.21,60.23,399900,58.83226
"546",61.02,61.77,60.98,61.2,563400,59.77975
"547",61.61,63.5,61.47,63.04,811400,61.57705
"548",63,63.33,62.57,62.68,412500,61.2254
"549",62.63,63.195,62.41,62.88,644600,61.42076
"550",63.28,63.5,61.36,61.54,754300,60.11186
"551",61.45,62.5,59.78,60.42,1521300,59.01785
"552",61.57,63.46,61.19,61.94,648700,60.50257
"553",61.94,62.12,61.14,61.18,455100,59.95866
"554",61.46,61.57,60.66,61.09,823600,59.87045
"555",61.11,61.13,60.37,60.94,576900,59.72344
"556",60.74,61.02,60.14,60.54,652600,59.33143
"557",60.28,61.13,60.02,60.37,613600,59.16482
"558",60.15,60.2199,59.68,59.97,335200,58.77281
"559",60.27,60.318,59.66,59.83,380300,58.63561
"560",59.9,59.9088,58.94,59.4,720800,58.21419
"561",59.4,60.2,59.36,60.11,518600,58.91002
"562",59.98,60.26,59.4,60.2,840300,58.99822
"563",59.87,59.89,58.07,58.41,1404400,57.24395
"564",58.56,58.61,57.52,57.81,893000,56.65593
"565",57.8,58.38,57.49,58.35,741300,57.18515
"566",58.37,58.39,57.63,57.9,499300,56.74414
"567",57.74,58.33,57.58,58.2,619200,57.03815
"568",58.21,58.48,57.91,57.99,473200,56.83234
"569",57.86,58.65,57.722,58.38,400800,57.21455
"570",58.37,59.37,58.2525,58.83,561900,57.65557
"571",58.6,58.6,57.89,58.1,473300,56.94014
"572",58.38,58.83,58.09,58.36,624200,57.19495
"573",58.36,58.36,58.36,58.36,0,57.19495
"574",58.35,59.24,58.2,59.14,859000,57.95938
"575",58.97,59.48,58.715,59.34,682600,58.15539
"576",59.6,61.35,59.6,61.34,1052500,60.11546
"577",61.13,61.13,60.58,60.78,817100,59.56664
"578",60.93,60.99,60.24,60.28,469300,59.07662
"579",60.37,60.67,59.93,60.13,334400,58.92962
"580",60.16,60.21,59.33,59.47,572200,58.28279
"581",59.19,59.68,58.64,59.4,772900,58.21419
"582",59.84,59.84,58.83,58.97,652000,57.79277
"583",58.97,59.03,57.98,58.08,772200,56.92054
"584",58.05,58.08,57.62,57.7,1003500,56.54813
"585",57.7,58.19,57.261,57.81,821500,56.65593
"586",57.44,57.795,57.01,57.51,779300,56.36192
"587",57.61,58.085,57.57,57.76,1165700,56.60693
"588",57.47,57.96,57.38,57.71,425400,56.55793
"589",57.98,58.26,57.2,57.29,389000,56.14631
"590",57.36,57.79,56.72,56.76,353200,55.62689
"591",56.9,57.64,56.78,57.5,384000,56.35212
"592",57.18,57.69,57.03,57.54,550200,56.39132
"593",57.63,58.18,57.43,58.1,560600,56.94014
"594",58.07,59.17,58.02,58.72,711400,57.54777
"595",59.01,59.825,58.6,59.75,874400,58.5572
"596",59.75,59.9499,59.22,59.42,373300,58.23379
"597",59.52,59.96,59,59.27,439500,58.08678
"598",59.22,59.36,58.78,59.21,272400,58.02798
"599",59.2,59.32,58.53,58.55,446300,57.38116
"600",58.57,58.57,57.26,57.31,1007200,56.16591
"601",57.6,57.7,56.51,56.53,799900,55.40148
"602",56.93,57.08,56.29,56.8,665900,55.66609
"603",56.96,57.08,56.54,57.05,867500,55.9111
"604",57.08,57.32,56.74,57.3,1570800,56.15611
"605",57.04,57.49,57.04,57.49,633100,56.34232
"606",57.49,57.7,56.895,56.91,549300,55.7739
"607",56.9,56.9,55.235,55.3,855300,54.19604
"608",55.94,56.96,55.425,56.23,1128800,55.10747
"609",55.82,55.88,55.09,55.8,702200,54.68606
"610",56,56.39,55.72,55.97,695000,54.85266
"611",56.84,56.84,56.01,56.48,499500,55.35248
"612",56.55,56.61,55.66,55.69,495900,54.57825
"613",55.69,55.69,55.69,55.69,0,54.57825
"614",55.69,55.69,55.69,55.69,0,54.57825
"615",56.08,56.29,55.52,55.56,689800,54.45085
"616",55.45,56.15,55.04,55.58,1356600,54.47045
"617",56.8,58.75,56.8,57.15,994500,56.00911
"618",56.95,57.29,56.6,57.09,715200,56.15172
"619",57.17,57.7171,56.868,57.43,567100,56.48614
"620",56.93,57.21,55.91,55.91,817600,54.99112
"621",55.79,55.97,54.49,54.5,656400,53.60429
"622",54.26,55,52.6901,54.5,1487300,53.60429
"623",54.56,54.65,54.18,54.53,684100,53.6338
"624",54.41,55.11,54.16,54.55,805400,53.65347
"625",54.6,54.9299,53.595,53.85,769400,52.96497
"626",53.83,53.99,53.38,53.65,842700,52.76826
"627",54.99,54.99,53.07,53.44,825400,52.56171
"628",53.99,54.36,53.71,54.3,763200,53.40758
"629",54.24,55.06,54.0401,54.68,1027600,53.78133
"630",54.64,54.93,54.38,54.71,379400,53.81084
"631",54.71,54.71,54.71,54.71,0,53.81084
"632",54.94,55.51,54.7168,55.51,256100,54.59769
"633",55.27,55.84,54.22,54.43,1321600,53.53544
"634",54.38,54.68,53.11,53.16,2477700,52.28631
"635",53.07,54.17,52.88,54.16,1012600,53.26988
"636",54.51,55.61,54.22,55.6,977500,54.68621
"637",55.7,56.29,55.61,56.11,1071900,55.18783
"638",56.31,56.62,56.03,56.57,1399200,55.64027
"639",56.19,56.885,56.13,56.76,1398600,55.82715
"640",56.92,57.77,56.34,57.74,1446400,56.79104
"641",57.54,58.99,57.54,58.83,1581500,57.86313
"642",58.89,59.81,58.89,59.73,1081600,58.74834
"643",59.82,60.18,59.08,59.9,1151600,58.91554
"644",60.1,62.19,60.1,61.56,2261500,60.54826
"645",61.59,61.92,61.2,61.39,1067100,60.38105
"646",61.4,61.745,61.1,61.42,1083400,60.41056
"647",61.21,61.5,60.9,61.06,1101600,60.05648
"648",61.21,61.92,60.969,61.86,1725600,60.84333
"649",61.92,61.95,61.3901,61.64,759800,60.62694
"650",61.67,61.67,61.16,61.16,757000,60.15483
"651",61.27,61.59,61.02,61.53,710400,60.51875
"652",61.34,61.69,60.5,61.28,1237600,60.27286
"653",61.02,61.57,60.74,61.43,249300,60.4204
"654",61.43,61.43,61.43,61.43,0,60.4204
"655",61.37,61.38,60.09,60.66,596600,59.66305
"656",60.66,61.07,60.007,60.94,567100,59.93845
"657",60.57,60.905,60.04,60.05,548000,59.06308
"658",60.05,61.12,59.84,61.09,838500,60.08598
"659",61.09,61.09,61.09,61.09,0,60.08598
"660",61.99,62.56,61.73,62.56,911600,61.53183
"661",62.31,62.3575,60.77,60.93,771600,59.92861
"662",61.03,61.345,60.5,61.09,1033200,60.08598
"663",60.76,60.97,60.51,60.75,368800,59.75157
"664",60.49,60.935,60.22,60.69,427900,59.69256
"665",60.94,60.9498,59.83,59.9,649500,58.91554
"666",60.32,60.67,60.09,60.25,510300,59.25979
"667",60.27,60.5,59.42,59.7,709400,58.71883
"668",59.79,61.19,59.7,60.89,720500,59.88927
"669",60.57,61.33,60.505,61.22,558100,60.21385
"670",60.96,61.35,60.78,61.03,379700,60.02697
"671",61.14,61.69,60.93,61.61,465700,60.59744
"672",61.66,61.75,60.91,61.73,603600,60.71547
"673",61.73,61.73,61.73,61.73,0,60.71547
"674",61.5,61.75,61.14,61.49,559400,60.47941
"675",61.54,61.79,60.92,61.39,500100,60.38105
"676",61.38,61.87,61.2,61.39,433600,60.38105
"677",61.72,62,61.62,61.98,662100,60.96136
"678",62,63.05,61.97,62.97,878600,61.93509
"679",62.94,62.94,62.35,62.63,723500,61.60068
"680",62.47,62.83,62.16,62.26,1112500,61.23675
"681",62.18,62.39,61.3,61.34,1858700,60.33188
"682",61.14,61.59,60.36,60.95,1854900,59.94829
"683",60.33,60.555,60.06,60.31,1200800,59.5386
"684",60.68,61.61,60.32,61.3,1062700,60.51593
"685",61.03,61.91,61.03,61.7,1013400,60.91082
"686",61.71,61.96,61.215,61.49,926800,60.7035
"687",61.59,61.75,61.37,61.52,584300,60.73312
"688",61.62,61.77,61.12,61.22,312400,60.43696
"689",61.54,61.54,60.85,61.49,395400,60.7035
"690",61.7,61.7,60.36,60.61,846600,59.83476
"691",60.74,61.88,60.69,61.63,993900,60.84171
"692",61.72,62.12,61.3,61.5,945400,60.71337
"693",61.5,61.5,61.5,61.5,0,60.71337
"694",61.61,62.67,61.51,62.6,1073600,61.7993
"695",62.44,62.63,61.39,61.46,535100,60.67388
"696",61.45,61.81,61.11,61.42,556900,60.63439
"697",61.58,62.05,61.24,62.03,558600,61.23659
"698",62.24,62.26,60.48,60.48,868900,59.70642
"699",60.67,60.8799,59.66,60.19,548500,59.42013
"700",60.22,61.14,60.01,61.07,538200,60.28887
"701",61.19,61.51,61,61.03,642300,60.24938
"702",60.63,61.26,60.24,61.03,680500,60.24938
"703",60.87,60.87,60.19,60.87,557200,60.09143
"704",61.03,61.77,60.8,61.57,482500,60.78248
"705",61.85,61.85,61.07,61.21,722200,60.42708
"706",61.28,61.44,60.63,60.69,636900,59.91373
"707",60.85,60.96,59.72,60.51,637500,59.73603
"708",60.53,61.485,60.4,61.46,941800,60.67388
"709",61.33,61.52,60.925,61.37,856200,60.58503
"710",61.44,61.7899,61.28,61.59,540200,60.80222
"711",61.65,63.15,61.55,63,879200,62.19419
"712",62.56,63.089,62.538,62.81,981900,62.00662
"713",62.32,63.2,62.12,62.98,661700,62.17444
"714",62.97,63.49,62.78,62.99,964900,62.18432
"715",63.28,63.77,62.945,63.42,516800,62.60881
"716",63.07,63.65,62.77,62.94,423700,62.13495
"717",62.85,63.12,62.48,62.8,418700,61.99674
"718",62.98,63.25,62.415,62.73,391200,61.92764
"719",62.77,62.85,62.27,62.76,462700,61.95726
"720",62.42,62.6,62.21,62.58,330600,61.77956
"721",62.68,63.61,62.34,63.54,721200,62.72728
"722",63.54,63.54,63.54,63.54,0,62.72728
"723",63.4,63.56,62.97,63.28,324700,62.4706
"724",63.66,66.21,63.5,64.3,2529700,63.47756
"725",64.31,64.4,62.28,62.44,1610300,61.64135
"726",62.42,62.47,61.19,61.55,1864200,60.76273
"727",61.3,61.3,60.13,60.54,1011700,59.76565
"728",60.5,61.14,60.22,61.14,554200,60.35798
"729",61.2,61.4199,60.25,61.13,778200,60.34811
"730",61.65,61.76,61.18,61.73,697700,60.94043
"731",61.73,62.7,61.54,62.16,694600,61.36493
"732",61.81,62.2,61.56,62.13,537800,61.33532
"733",61.88,61.88,60.74,60.74,775000,59.9631
"734",60.98,62.42,60.95,62.41,697900,61.61173
"735",62.08,62.13,61.18,61.82,853000,61.02928
"736",61.94,63.89,61.82,63.58,1228200,62.76677
"737",63.76,65.03,63.67,64.87,1092500,64.04027
"738",64.75,64.95,64.22,64.64,531700,63.81321
"739",64.79,65.58,64.4,65.55,644300,64.71157
"740",65.55,65.87,64.58,64.64,698600,63.81321
"741",64.91,65.05,64.05,64.2,761400,63.37884
"742",64.13,64.57,63.92,64.49,449500,63.66513
"743",64.8,65.12,64.24,64.63,438900,63.80334
"744",64.48,64.86,63.88,64.71,519100,63.88231
"745",64.23,65.11,64.19,64.29,507800,63.46769
"746",64.65,67.3699,64.58,66.11,1614900,65.26441
"747",67.65,68.165,65.98,66.86,1169300,66.00482
"748",66.5,66.94,65.91,66.74,680800,66.10882
"749",66.6,67,66.13,66.86,577200,66.22769
"750",66.71,67.97,66.67,67.2,958600,66.56447
"751",67.14,67.56,66.8,67,1064200,66.36636
"752",67.04,67.64,66.86,67.51,434500,66.87154
"753",67.24,67.655,67.055,67.59,353800,66.95078
"754",69.01,69.01,67.62,68.43,688100,67.78284
"755",68.16,68.92,68.1506,68.63,696200,67.98094
"756",69.07,69.78,68.6,68.65,1004200,68.00076
"757",68.73,69.05,68.35,68.94,617500,68.28802
"758",68.81,68.82,68.16,68.33,299500,67.68379
"759",68.32,68.66,67.44,68.37,472800,67.72341
"760",68.24,69.1,67.26,67.64,496000,67.00031
"761",66.82,67.65,66.64,67.39,427800,66.75267
"762",66.94,67.66,66.6,67.26,545200,66.6239
"763",67.26,67.26,67.26,67.26,0,66.6239
"764",67.92,68.51,67.18,67.3,599900,66.66353
"765",66.89,67.27,66.19,66.64,551500,66.00977
"766",66.51,66.96,66.45,66.63,380300,65.99986
"767",66.31,66.67,64.83,64.84,938900,64.22679
"768",64.95,65.13,63.4301,65.08,851600,64.46452
"769",65.22,65.78,64.68,65.39,696400,64.77159
"770",65.09,65.47,64.39,64.79,850100,64.17726
"771",64.67,64.92,63.8,64.2,785400,63.59284
"772",64.41,65.51,64.41,65.18,937200,64.56357
"773",65.65,65.65,65,65.49,815300,64.87064
"774",64.75,65.835,64.2,65.34,612300,64.72206
"775",65.74,65.78,64.48,64.48,455000,63.8702
"776",64.36,65.43,63.926,65.22,770800,64.6032
"777",65.01,65.6,64.78,65.35,558400,64.73196
"778",65.75,65.998,64.84,64.99,515800,64.37537
"779",65.14,65.525,64.68,65.01,641400,64.39518
"780",65.04,65.32,63.86,63.86,545800,63.25606
"781",63.38,63.58,61.64,61.75,827700,61.16601
"782",62.2,63.2,61.7,62.88,1064000,62.28533
"783",62.26,63.35,61.985,62.84,637400,62.2457
"784",63.3,63.3,62.08,62.25,651100,61.66128
"785",62.88,63.17,62.39,62.39,585300,61.79996
"786",62.83,63.49,62.71,63.11,381800,62.51315
"787",62.91,63.59,62.64,63.11,882600,62.51315
"788",63.51,63.83,63.04,63.23,840200,62.63202
"789",63.28,63.88,62.9705,63.7,648000,63.09757
"790",63.58,63.85,63.25,63.53,316400,62.92918
"791",63.53,63.53,63.53,63.53,0,62.92918
"792",63.81,64.14,63.05,63.46,367900,62.85984
"793",63.58,63.84,63.02,63.24,602400,62.64192
"794",63.49,64,62.98,63.23,975100,62.63202
"795",63.23,63.54,62.66,63.27,845600,62.67164
"796",64.12,64.65,64,64.55,547100,63.93953
"797",64.5,65.345,64.5,65.27,612600,64.65272
"798",65.09,65.48,64.92,64.99,531100,64.37537
"799",64.75,65.3,64.405,64.82,345500,64.20698
"800",65.18,65.59,65.07,65.39,483700,64.77159
"801",65.44,65.95,65.33,65.49,343000,64.87064
"802",65.44,65.5,64.95,65.39,381500,64.77159
"803",65.33,65.88,64.79,65.64,572000,65.01922
"804",65.64,65.83,64.95,65.07,343600,64.45461
"805",65.16,65.49,64.04,64.19,531300,63.58294
"806",64.19,65.5,63.81,65.23,642200,64.6131
"807",64.77,64.94,63.89,64.77,461400,64.15745
"808",64.5,64.7,63.83,63.95,537000,63.34521
"809",64.21,64.815,63.99,64.12,451800,63.5136
"810",64.33,65.43,64.33,64.99,661100,64.37537
"811",65.39,65.9954,65.278,65.81,569300,65.18761
"812",65.57,66.13,65.13,65.77,491900,65.14799
"813",65.74,66.17,65.585,65.8,337600,65.17771
"814",65.67,65.94,65.08,65.21,567300,64.59329
"815",64.95,65.19,64.42,64.43,812700,63.82067
"816",65.33,66.87,64.6801,66.28,1886000,65.65317
"817",65.58,66.27,65.53,65.68,1054200,65.05885
"818",64.76,65.152,63.77,64.02,989600,63.63253
"819",64.12,64.44,63.61,63.74,804100,63.35423
"820",63.5,63.85,62.95,63.1,1106400,62.7181
"821",62.67,62.67,62,62.08,688600,61.70427
"822",62.2,62.56,61.8,62.2,711400,61.82355
"823",62,62.39,61.64,61.67,522800,61.29675
"824",61.98,62.805,61.59,62.52,774100,62.14161
"825",62.2,62.5,61.77,61.82,587500,61.44585
"826",61.81,62.658,61.55,62.47,394700,62.09191
"827",62.5,62.79,61.99,62.12,588300,61.74403
"828",62.15,62.3,61.75,61.99,485200,61.61482
"829",61.55,61.81,60.92,61.42,685700,61.04826
"830",61.33,61.7,60.82,61.08,832300,60.71033
"831",60.86,62.525,60.86,62.41,996200,62.03227
"832",62.4,62.75,62.21,62.65,1008400,62.27082
"833",62.65,62.65,62.65,62.65,0,62.27082
"834",63,63.39,61.87,62.18,959100,61.80367
"835",61.72,63.17,61.38,62.56,898600,62.18137
"836",62.51,63.49,62.51,63.32,939200,62.93677
"837",63.64,63.83,62.91,63.75,1213100,63.36416
"838",63.7,64.55,63.7,64.43,1128200,64.04005
"839",64.62,65.11,64.58,64.96,948500,64.56684
"840",64.96,65.27,64.65,65.27,577000,64.87496
"841",65.28,65.35,64.85,65.12,709100,64.72588
"842",65.2,65.4035,65.065,65.3,713000,64.90479
"843",65.6,66.12,65.39,65.44,500700,65.04394
"844",65.5,65.95,65.47,65.71,412400,65.3123
"845",65.75,67,65.18,66.92,1036600,66.51498
"846",67,67.21,66.3,66.39,1264700,65.98819
"847",66.56,66.64,65.71,65.74,1055700,65.34212
"848",65.51,65.9,65.3,65.66,566600,65.26261
"849",65.56,65.69,64.96,65.02,843200,64.62648
"850",65.16,65.21,64.39,64.81,1279600,64.41775
"851",64.64,64.98,64.08,64.51,881800,64.11957
"852",64.12,64.92,64.02,64.37,714100,63.98042
"853",63.99,65,63.8,64.65,1027200,64.25872
"854",64.47,65.72,64.425,65.72,759800,65.32224
"855",65.52,67.0002,64.925,66.81,1681800,66.40564
"856",66.69,66.88,65.9,66.59,1211700,66.18697
"857",66.54,68.08,66.51,67.17,1604900,66.76346
"858",66.58,67.55,66.51,67.26,999800,66.85292
"859",67.3,67.68,66.73,66.75,1575500,66.34601
"860",66.88,67.07,66.2601,66.42,1168600,66.018
"861",66.8,67.39,66.68,67.38,676600,66.97219
"862",67.42,68.28,67.33,68.26,671800,67.84687
"863",67.93,68.415,67.7,68.33,660000,67.91645
"864",68.16,68.216,67.0264,67.23,466700,66.82311
"865",67.76,68.3,67.62,68.19,638800,67.7773
"866",68.04,69.66,67.97,69.61,766500,69.1887
"867",69.5,69.94,68.95,69.83,991600,69.40737
"868",69.95,69.97,69.46,69.76,361800,69.33779
"869",69.98,70.63,69.64,69.89,595200,69.467
"870",69.74,70.005,69.35,69.44,631300,69.01973
"871",69.7,69.9,68.16,68.18,738500,67.76735
"872",68.18,68.78,68.1601,68.65,628400,68.23451
"873",68.73,69.7,68.59,69.48,844200,69.05949
"874",69.56,70.34,69.5,70.3,803900,69.87453
"875",70.28,70.35,67.72,67.83,1744500,67.41947
"876",66.11,67.89,65.21,67.3,2043500,66.89268
"877",67.24,67.51,66.29,67.01,988600,66.60444
"878",67.09,67.38,66.92,67.14,1071800,66.95848
"879",67,67.45,66.716,66.99,1252000,66.80888
"880",67.07,68.7,67.07,68.59,1124500,68.40455
"881",68.5,68.5,67.09,67.54,885000,67.3574
"882",67.25,68.13,67.02,68.12,712000,67.93583
"883",68.2,68.72,67.38,67.87,408900,67.6865
"884",67.62,67.88,67.32,67.44,334100,67.25767
"885",67.26,67.87,66.67,67.86,460500,67.67653
"886",68.03,68.54,67.79,68.27,474000,68.08542
"887",68.45,68.74,67.57,68.02,349900,67.83609
"888",68.01,68.22,67.51,67.66,411100,67.47707
"889",67.62,68.25,67.53,67.64,899700,67.45712
"890",67.61,68.23,67.275,67.38,580100,67.19782
"891",67.69,68.25,67.51,67.98,470000,67.79621
"892",67.9,68.11,67.51,67.85,404700,67.66655
"893",67.91,68.12,67.38,67.63,352900,67.44715
"894",67.4,67.55,66.9,66.99,705300,66.80888
"895",67.09,67.83,66.71,67.73,390600,67.54688
"896",67.73,67.73,67.73,67.73,0,67.54688
"897",67.74,67.89,67.4,67.53,230500,67.34742
"898",67.5,67.5,66.43,66.55,489900,66.37007
"899",66.19,66.94,66.0601,66.8,361000,66.6194
"900",66.58,66.75,65.66,66.65,463600,66.4698
"901",66.53,66.8,65.83,66.15,673800,65.97115
"902",66.75,66.75,65.89,66.71,905500,66.52964
"903",66.83,67.46,66.41,67.45,1123500,67.26763
"904",67.2,67.33,66.86,67.23,776500,67.04824
"905",67.4,67.92,67.19,67.38,1269300,67.19782
"906",67.14,67.16,65.72,65.94,964700,65.76172
"907",66.04,66.11,65.43,65.77,1115200,65.59218
"908",66.03,66.59,65.88,65.93,463500,65.75175
"909",66.29,66.55,65.93,66.19,699900,66.01105
"910",66.1,67.29,65.2,67.27,787200,67.08812
"911",66.93,67.34,66.7,66.94,488600,66.75902
"912",67.34,67.44,66.99,67.34,754700,67.15793
"913",67.58,67.714,67.02,67.14,434500,66.95848
"914",67.08,67.32,66.9,67.08,105000,66.89864
"915",67.08,67.08,67.08,67.08,0,66.89864
"916",67.2,67.295,66.8,67.18,310300,66.99837
"917",67.19,67.42,67.01,67.29,225500,67.10807
"918",67.36,67.97,67.23,67.64,369900,67.45712
"919",67.7,68.17,67.7,68.06,354600,67.87599
"920",68.06,68.06,68.06,68.06,0,67.87599
"921",67.91,67.91,66.645,67,767000,66.81885
"922",67.01,67.49,66.56,66.65,419200,66.4698
"923",66.72,66.94,65.9748,66.09,787700,65.91131
"924",66.16,66.62,65.91,66.1,628400,65.92129
"925",66.06,66.12,65.43,66.05,837700,65.87143
"926",66.16,66.67,66,66.48,498800,66.30026
"927",66.48,67,66.48,66.97,393900,66.78894
"928",83.44,83.61,82.98,83.42,36166100,83.19446
"929",83.26,83.4,83.15,83.18,10632700,82.95511
"930",83.15,83.45,83.15,83.4,4860500,83.17452
"931",83.31,83.65,83.3,83.52,5414600,83.29419
"932",83.45,83.54,83.33,83.34,5024600,83.11467
"933",83.34,83.34,83.34,83.34,0,83.11467
"934",83.4,84,83.31,84,4010900,83.77289
"935",83.8,83.84,83.5,83.5,2257900,83.27424
"936",83.5,83.72,83.485,83.55,2443300,83.32411
"937",83.55,83.66,83.45,83.45,2383300,83.22438
"938",83.45,83.5499,83.36,83.4,6878000,83.17452
"939",83.4,83.48,83.33,83.42,2402300,83.19446
"940",83.41,83.49,83.18,83.28,6514000,83.05484
"941",83.31,83.6,83.3,83.4,9560800,83.17452
"942",83.3,83.42,83.29,83.3,4261800,83.07479
"943",83.33,83.36,83.22,83.22,4727600,82.995
"944",83.05,83.22,83.02,83.15,3656300,83.15
"945",83.06,83.25,83.06,83.25,4322200,83.25
"946",83.21,83.27,83.16,83.23,2123600,83.23
"947",83.23,83.4,83.2,83.4,1558800,83.4
"948",83.31,83.4,83.27,83.38,2825600,83.38
"949",83.3,83.4,83.26,83.4,1673200,83.4
"950",83.34,83.4,83.26,83.27,2088300,83.27
"951",83.29,83.3601,83.26,83.32,1292900,83.32
"952",83.3,83.35,83.24,83.28,1889900,83.28
"953",83.28,83.28,83.28,83.28,0,83.28
"954",83.27,83.3,83.15,83.21,1277500,83.21
"955",83.2,83.29,83.13,83.19,2260300,83.19
"956",83.21,83.28,83.21,83.21,1416900,83.21
"957",83.22,83.26,83.21,83.23,1450800,83.23
"958",83.24,83.34,83.17,83.22,4298300,83.22
"959",83.23,83.26,83.2,83.22,1586900,83.22
"960",83.26,83.26,83.14,83.14,5270800,83.14
"961",83.14,83.161,83.1,83.11,4172400,83.11
"962",83.12,83.16,82.96,82.96,5392700,82.96
"963",83.05,83.12,83.02,83.11,5326300,83.11
"964",83.1,83.11,83.06,83.09,3916700,83.09
"965",83.09,83.1,83.06,83.07,4076600,83.07
"966",83.12,83.1983,83.09,83.19,2112500,83.19
"967",83.18,83.25,83.15,83.25,1566300,83.25
"968",83.22,83.25,83.19,83.25,1754100,83.25
"969",83.23,83.25,83.2,83.23,1069400,83.23
"970",83.21,83.23,83.18,83.2,2779700,83.2
"971",83.22,83.22,83.16,83.19,2383400,83.19
"972",83.19,83.2,83.17,83.19,3188200,83.19
"973",83.19,83.2,83.17,83.19,1588000,83.19
"974",83.21,83.21,83.17,83.17,2065100,83.17
"975",83.19,83.25,83.16,83.17,3211300,83.17
