"","SPG.Open","SPG.High","SPG.Low","SPG.Close","SPG.Volume","SPG.Adjusted"
"35",89.639999,90.289995,87.589998,87.929996,2395000,71.412722
"36",87.739994,89.569993,86.700002,89.219996,2783300,72.460401
"37",90.929991,93.789999,90.500005,93.529999,4314100,75.960788
"38",93.160002,93.639995,92.410002,93.160002,2771000,75.660294
"39",93.219992,94.489993,92.600004,94.449994,2903900,76.707967
"40",93.609996,94.440003,92.940001,93.130003,2671300,75.63593
"41",92.199992,93.139995,91.559996,92.839996,2597200,75.4004
"42",93.54999,93.939994,92.830005,93.669994,2353000,76.074486
"43",92.579996,93.569998,91.449991,92.570005,2704800,75.181125
"44",90.859993,91.869994,89.959997,90.64,2747700,73.613664
"45",89.509995,91.109994,89.179997,89.629999,2641000,72.793387
"46",88.57,90.469989,88.57,89.260003,2070700,72.98144
"47",88.890006,90.249996,88.32,89.399998,1565700,73.095905
"48",90.269996,92.459992,89.639999,91.709991,2381100,74.984618
"49",91.920001,92.410002,91.009997,91.859994,1856100,75.107265
"50",91.539996,91.620002,89.079992,89.389999,2857300,73.087729
"51",89.000003,89.569993,88.459995,88.969996,2372100,72.744323
"52",89.369999,89.759995,87.999994,88.029993,1653300,71.97575
"53",86.919995,88.960004,86.619996,88.250002,2779900,72.155636
"54",87.379997,89.869992,87.379997,89.429998,2442600,73.120433
"55",89.939998,90.469989,88.479995,88.899998,2237500,72.68709
"56",89.36,90.619993,87.889997,90.519996,2996300,74.011645
"57",89.939998,91.259989,89.709997,89.769995,1818200,73.398424
"58",89.549994,90.789995,88.779994,90.449998,2715800,73.954413
"59",92.069996,93.789999,91.609994,93.559998,3594000,76.497235
"60",93.789999,95.490002,93.529999,95.35999,2878200,77.968958
"61",96.61,97.000004,95.82,96.479996,2385600,78.884706
"62",95.349999,95.790001,94.440003,94.529992,2339300,77.290329
"63",94.859998,95.509994,94.319998,94.909996,1633500,77.601031
"64",96.429997,96.429997,93.909995,94.220002,1425500,77.036872
"65",94.629997,95.119998,93.76,94.849998,1276000,77.551975
"66",94.819999,95.769994,94.440003,94.979994,2344500,77.658263
"67",94.54,95.260001,93.979993,94.33999,1968500,77.134978
"68",93.979993,95.869999,93.720001,95.419996,2235100,78.018021
"69",95.31,95.439996,94.189994,94.589998,1511200,77.339392
"70",94.849998,95.419996,94.009992,95.319991,1867900,77.936254
"71",95.889998,97.479997,95.61999,97.239996,2629600,79.506103
"72",97.649992,98.390001,96.179989,96.280002,2382900,78.721185
"73",96.210004,96.659998,94.949995,95.3,1856600,77.919909
"74",94.659996,94.759993,92.71,92.779998,2306200,75.859486
"75",93.829998,95.409997,93.749992,95.239994,2698200,77.870846
"76",95.029992,95.260001,93.629996,93.839997,1576900,76.72617
"77",93.909995,94.180003,92.349995,93.869996,2294000,76.750698
"78",93.5,93.720001,92.729991,93.039998,1399400,76.072069
"79",93.929994,94.789992,92.309988,92.739999,3103600,75.826782
"80",93.470001,93.669994,92.129994,93.589989,2414000,76.521756
"81",93.409995,94.440003,93.390003,94.319998,2069200,77.118632
"82",95.319991,95.939996,94.309991,95.61999,2950800,78.181542
"83",95.109998,95.689988,94.710002,95.460003,1500500,78.050732
"84",95.839991,96.329992,95.099998,95.679996,1145500,78.230604
"85",95.449996,96.199996,94.809999,95.56,1515600,78.132492
"86",95.679996,96.199996,95.339999,95.729995,1260500,78.271484
"87",95.260001,97.000004,94.909996,96.440005,2021400,78.852008
"88",97.219997,98.090002,96.559993,97.139999,1902600,79.424343
"89",96.989996,97.809995,96.159998,96.740004,1637900,79.097296
"90",97.820002,98.090002,96.759995,97.479997,2127000,79.702334
"91",97.64,98.319995,96.969997,98.219998,2115900,80.30738
"92",97.249996,97.879992,95.87999,96.119999,3128600,78.590362
"93",96.35,98.969999,96.35,98.199999,3326200,80.291028
"94",98.479998,99.459992,97.37,97.969998,1931700,80.102973
"95",98.109993,98.689999,97.260004,97.689998,1600700,79.874037
"96",98.549996,98.589995,97.479997,97.9,1623800,80.04574
"97",97.100001,97.699998,96.459996,97.169998,1454000,79.448871
"98",96.599992,97.269995,95.969995,96.779994,1975900,79.129993
"99",97.459989,97.809995,95.270001,96.399998,1906900,78.819298
"100",96.369991,96.979996,96.020002,96.020002,2378800,78.508602
"101",97.009995,98.979999,96.35,98.619994,2537400,80.634427
"102",99.479999,100.720001,98.929992,100.569997,2695100,82.228804
"103",100.569997,101.27,99.809997,100.879996,2022100,82.482267
"104",101.879997,103.950005,100.619996,103.839992,3808600,84.902442
"105",104.259995,105.949991,103.249995,105.769997,3790100,86.480467
"106",106.45,106.499998,105.089994,106.24999,2918800,86.872922
"107",106.409993,106.539997,100.469992,101.179995,5230800,82.727554
"108",101.500001,103.139998,101.309999,103.139998,2500000,84.330107
"109",102.539992,103.019994,100.899995,101.460002,2334800,82.956496
"110",100.089996,101.189994,99.459992,100.399995,2170000,82.742224
"111",100.75,101.829998,99.649994,99.729999,2034500,82.190063
"112",99.25999,99.7,95.500002,96.13999,4150200,79.231444
"113",96.429997,97.289995,96.039993,96.939998,1992800,79.890751
"114",98.399992,98.870002,97.619992,97.94999,2000600,80.723112
"115",97.649992,98.390001,96.629991,98.169991,1756300,80.904421
"116",97.769996,99.049996,97.63,98.580003,1618400,81.242322
"117",97.030003,97.820002,97.000004,97.569994,1495100,80.409947
"118",98.369993,100.309989,98.329995,100.269999,1845700,82.635091
"119",99.419993,99.419993,98.099994,98.840003,1196600,81.456594
"120",98.130001,98.910001,97.179998,98.729998,1698700,81.365937
"121",97.239996,99.679993,97.139999,98.499997,2968600,81.176387
"122",99.939993,100.22,98.68,99.839996,1797800,82.280714
"123",100.159994,102.039992,99.829996,101.929995,2121000,84.003137
"124",101.229993,102.269993,100.999992,102.079991,1406500,84.126752
"125",101.579998,102.209995,100.599996,101.899996,1435600,83.978414
"126",102.710003,103.179997,101.369997,101.500001,2397900,83.648767
"127",101.609997,102.169996,99.030005,99.829996,2016800,82.272473
"128",100.249999,100.549998,98.350002,98.43,2348300,81.1187
"129",98.840003,99.579996,98.529996,98.949999,1512000,81.547245
"130",99.18,99.590004,98.640001,98.929992,1450500,81.530757
"131",98.809996,100.299998,97.549995,97.669999,1876700,80.492364
"132",97.279995,97.429998,95.200003,95.279993,2855900,78.522698
"133",95.339999,95.950004,94.299991,94.710002,2623500,78.052955
"134",94.740002,95.679996,94.440003,95.429996,2893000,78.64632
"135",95.429996,97.059994,95.35999,96.889999,2067200,79.849546
"136",97.490005,98.759997,96.649998,98.619994,1806400,81.275279
"137",98.509989,99.999999,98.229998,98.640001,1955700,81.291768
"138",98.449999,98.809996,97.719989,97.779996,1278500,80.583015
"139",97.469997,99.529998,97.289995,99.489991,1115900,81.992266
"140",99.539997,99.920002,98.699991,98.959991,1033000,81.55548
"141",99.660002,100.369996,98.669992,100.259999,1388700,82.62685
"142",99.820005,100.289998,99.539997,99.660002,1154500,82.132376
"143",99.499998,100.289998,99.269998,99.489991,1297000,81.992266
"144",100.209992,101.059998,100.099996,100.929994,2448700,83.17901
"145",100.769991,100.999992,97.469997,97.939999,2634200,80.714878
"146",97.699998,98.719999,97.699998,98.249997,2081400,80.970355
"147",98.449999,98.499997,95.289992,95.349999,2534700,78.580392
"148",95.889998,97.169998,95.87999,96.949997,2468900,79.898992
"149",96.529994,98.569995,96.510003,97.539995,2781000,80.385224
"150",98.130001,98.899993,97.309994,97.569994,2545200,80.409947
"151",98.319995,98.729998,97.149999,97.709998,1891700,80.525328
"152",97.549995,98.269996,97.019995,98.15,1133500,80.887945
"153",98.099994,98.959991,97.509996,98.94,1360100,81.539004
"154",98.859994,99.789989,98.130001,99.789989,1493500,82.239503
"155",99.909994,99.96,98.189999,98.729998,1834100,81.365937
"156",98.699991,99.920002,98.509989,98.779997,1427300,81.407142
"157",99.2,99.539997,98.540004,99.529998,1524200,82.025237
"158",99.899994,100.049989,98.709999,99.749991,1552700,82.206539
"159",99.579996,100.640003,99.039997,100.559998,1896300,82.874087
"160",100.720001,101.189994,99.660002,100.710001,1530800,82.997708
"161",101.119996,101.559991,99.999999,101.349997,1664700,83.525146
"162",101.58999,102.109998,99.549997,99.97,1783700,82.387854
"163",100.080005,101.639996,100.080005,101.449994,1421700,83.607556
"164",102.03,102.769993,100.769991,102.469995,1769500,84.448164
"165",102.339991,103.479995,101.839998,102.86999,1774200,84.777811
"166",102.619998,104.929991,102.619998,104.699998,2268800,86.285967
"167",104.239996,104.999997,102.889998,103.469996,2577400,85.272291
"168",103.729996,105.099993,103.61,105.029996,2919300,86.557927
"169",105.279996,106.339995,104.759996,106.269997,1744900,87.579844
"170",105.839995,106.910002,105.619993,106.259998,1339400,87.571603
"171",105.329994,106.799997,105.019996,106.409993,1845500,88.360462
"172",106.299996,107.449993,105.809996,107.159994,1327000,88.983246
"173",107.449993,107.599996,106.009997,107.029998,1274600,88.8753
"174",106.45,107.829997,106.130002,106.849995,943500,88.72583
"175",107.459992,108.389996,107.099996,107.809998,1358300,89.522995
"176",107.539998,108.289999,107.319997,108.129996,896100,89.788714
"177",108.509992,108.509992,107.149994,107.939994,1495700,89.63094
"178",106.880003,108.589998,106.859995,107.879996,1904700,89.581119
"179",107.599996,108.509992,105.819995,106.979999,2096200,88.833783
"180",106.959992,106.959992,104.250004,105.640001,1653600,87.721078
"181",106.169992,107.079996,105.71999,106.979999,2243500,88.833783
"182",107.269998,110.269994,107.269998,110.039993,2199900,91.374732
"183",110.32,110.489995,106.979999,107.039989,2357700,88.883597
"184",107.049997,107.779999,105.259997,105.429991,1976400,87.546691
"185",106.669993,107.539998,106.619994,107.379995,1421900,89.16593
"186",107.059997,107.759991,105.879993,106.650002,1163200,88.55976
"187",107.140003,107.499999,105.259997,105.949991,1031500,87.978487
"188",106.339995,107.899995,106.139993,107.229992,1234300,89.04137
"189",106.880003,107.779999,106.039996,106.519998,1231300,88.451807
"190",105.579995,106.319988,105.189999,105.389992,1412700,87.513477
"191",105.45999,107.029998,104.999997,106.859995,1230100,88.734134
"192",106.069995,106.729999,105.359993,105.630001,1487900,87.712774
"193",102.659997,105.849994,102.659997,104.88,1939800,87.089991
"194",104.609993,104.819994,102.180004,102.909997,1892500,85.454144
"195",104.389999,104.590001,102.309992,103.239995,2014200,85.728167
"196",104.580002,105.059995,103.489995,103.879991,2440800,86.259605
"197",105.189999,106.109994,104.749996,105.300003,1492000,87.438752
"198",105.159992,105.45999,104.320002,104.909999,1689200,87.114901
"199",104.659999,104.699998,102.669997,102.879998,1672700,85.429234
"200",103.369999,104.049994,102.359998,103.679997,1433600,86.093535
"201",103.739995,105.029996,103.409998,104.639992,1143500,86.890693
"202",104.759996,105.71999,104.699998,105.14,1367000,87.305889
"203",105.219998,106.049996,103.839992,105.93,1377200,87.961887
"204",106.319988,106.809989,105.769997,106.680001,1867200,88.58467
"205",106.229999,107.769999,106.229999,107.159994,1550300,88.983246
"206",107.509999,108.039999,106.629994,107.109995,1532700,88.941728
"207",107.319997,107.879996,106.680001,106.95,1163900,88.808872
"208",106.749999,107.849996,106.559996,107.149994,1194500,88.974942
"209",107.409994,107.47,106.629994,107.319997,793800,89.116109
"210",106.880003,107.129995,104.569994,106.369994,3552100,88.327248
"211",107.009998,107.21,105.169999,105.649992,1590800,87.729375
"212",105.649992,106.569996,105.14,105.749997,1422200,87.812417
"213",105.269988,105.819995,104.539995,104.759996,1410400,86.990342
"214",104.999997,105.600002,104.769996,105.049995,1082000,87.23115
"215",104.679998,107.769999,104.419998,107.449993,1812900,89.224055
"216",107.599996,109.159996,107.370003,108.729993,1868000,90.286938
"217",108.179994,108.359997,107.330005,108.04999,1282600,89.722279
"218",108.069998,108.78,107.519999,108.369996,1280000,89.988005
"219",109.639997,109.639997,108.139996,109.619998,1340000,91.025978
"220",109.999994,110.629999,109.010001,110.469996,1315400,91.731797
"221",110.479995,112.360001,109.779993,111.729989,1287900,92.778067
"222",112.049995,112.599994,111.149999,112.019996,1384000,93.018882
"223",112.459998,113.739999,111.849993,113.459991,1561600,94.214622
"224",113.410001,115.740001,113.410001,114.950001,2041000,95.451893
"225",115.099997,115.839998,113.019997,114.539998,1488200,95.111435
"226",115.099997,116.03,114.299997,115.659995,1369900,96.041456
"227",116.000001,117.210003,114.420002,116.069999,2362500,96.381913
"228",115.82999,116.399996,115.119996,115.589997,1906300,95.983331
"229",114.969993,116.099998,114.499999,115.239992,1391900,95.692695
"230",116.460003,116.460003,114.349996,114.909994,1680100,95.418672
"231",115.03999,116.209994,114.589996,115.749992,949400,96.116187
"232",116.129997,117.459996,115.869997,117.399989,1426700,97.486308
"233",117.029993,117.470003,116.589999,116.699995,1884500,96.905048
"234",116.119997,117.009994,115.409995,116.949987,1594500,97.112636
"235",116.669996,116.689995,115.229992,115.269991,1638900,96.376875
"236",115.279999,116.760001,114.950001,115.839998,1012200,96.853456
"237",115.56999,115.719993,114.639995,115.55999,1450200,96.619342
"238",115.539999,116.689995,114.749999,116.649989,1178300,97.530686
"239",117.129998,117.240003,115.55999,116.239993,1490000,97.187891
"240",116.03,116.329999,114.390003,114.390003,2494300,95.641119
"241",113.129993,113.839995,112.66,112.999997,1991700,94.47894
"242",113.219999,114.769999,113.089995,113.979999,1434600,95.298317
"243",113.75999,114.99,113.029996,114.469992,1476500,95.707998
"244",114.039997,116.079998,113.479999,115.689994,1418700,96.728038
"245",116.059991,116.499993,115.279999,116.249993,1150100,97.196251
"246",117.210003,118.1,116.599998,118.059993,2593200,98.709587
"247",117.979996,117.979996,114.889995,115.210001,2641700,96.326718
"248",115.189994,116.260001,114.420002,114.430001,1744900,95.674562
"249",113.079987,116.109997,113.079987,115.329997,1652400,96.427046
"250",115.180002,115.549999,113.900002,113.900002,1378000,95.231431
"251",114.349996,116.359998,113.94,114.99,1701500,96.142775
"252",114.569997,115.78,114.469992,114.869996,1627600,96.04244
"253",115.189994,115.409995,113.159992,113.589995,2002400,94.972236
"254",113.049996,113.539997,110.729996,110.889999,2651300,92.714777
"255",110.989995,112.39,110.099999,111.629992,1754100,93.333483
"256",112.949999,113.519997,112.009996,113.389993,2135700,94.805015
"257",112.489997,112.789996,110.309992,111.379999,1989700,93.124465
"258",111.11,112.92,110.85,112.539996,2339800,94.094334
"259",113.640002,114.219992,112.839994,113.999999,2678800,95.315038
"260",113.459991,115.409995,113.299996,115.059998,1265500,96.2013
"261",115.740001,115.869997,114.2,114.959993,1521000,96.117686
"262",114.46,115.599989,114.139994,114.219992,1317600,95.498974
"263",112.729998,112.819995,110.290001,111.979997,2540700,93.626121
"264",111.979997,113.009989,111.469989,112.439999,2173800,94.010727
"265",112.829995,113.979999,112.369993,113.75999,1226800,95.114368
"266",114.099995,114.329996,113.099994,114.039997,1675600,95.348481
"267",114.580005,115.949994,114.049997,115.740001,1346200,96.769849
"268",115.859989,116.579991,114.909994,116.230002,1918300,97.179537
"269",115.979993,118.67999,115.889996,118.569993,1647300,99.135996
"270",118.549994,119.489997,117.899998,119.240005,1653000,99.696191
"271",118.750004,120.389993,118.36,120.229998,1730600,100.523921
"272",121.080004,121.699993,120.379993,121.579996,1687600,101.65265
"273",120.299996,121.359995,119.540003,121.169993,1263800,101.309848
"274",119.859993,120.209999,118.899999,119.159999,1254300,99.629298
"275",118.6,120.879994,118.6,119.249996,1355600,99.704545
"276",119.610001,120.100002,118.15999,118.179997,1531400,98.809922
"277",118.67999,118.999996,117.169997,117.519994,1211000,98.258095
"278",117.88999,118.829993,117.079999,118.789995,1337600,99.319939
"279",118.579993,118.649991,116.750002,117.859991,1376500,98.542366
"280",118.330001,120.409992,118.049993,120.229998,1765400,100.523921
"281",120.989999,120.989999,119.789996,120.499998,1348000,100.749667
"282",121.279998,121.940001,120.620002,121.26999,1563800,101.393455
"283",121.399994,122.069997,120.649993,121.849996,1027200,101.878396
"284",120.299996,121.150002,119.819995,120.469999,1179800,100.724585
"285",120.759998,123.480002,120.269997,122.390003,1790700,102.329895
"286",121.829997,122.28999,119.039995,119.209989,2020500,99.671095
"287",119.479997,121.759991,118.339992,120.639993,1600000,100.866717
"288",119.610001,120.660001,118.11,120.509997,2224500,100.758028
"289",121.819997,122.669995,118.659999,119.739997,2484300,100.114233
"290",118.89,119.579994,115.78,115.789991,2546000,96.811645
"291",115.719993,115.970002,112.290003,115.409995,2029400,96.493932
"292",114.009998,114.529998,110.669997,110.899998,3472900,92.723138
"293",112.309995,112.339994,106.880003,108.83999,3590700,91.000771
"294",105.779996,107.349996,99.599995,99.739999,5508400,83.392298
"295",101.219993,111.229996,99.97,111.080001,6481700,92.873637
"296",107.979992,113.049996,106.819996,107.890003,5127200,90.206491
"297",108.190002,116.579991,107.960001,114.529998,4905300,95.758169
"298",115.199993,116.999994,113.279997,114.259999,2170800,95.532423
"299",114.73,116.109997,113.979999,116.03,2560800,97.696349
"300",114.01999,117.810001,113.129993,117.249994,3354100,98.723574
"301",118.059993,118.879992,116.639997,117.58,2398600,99.001437
"302",114.190001,115.069997,111.37,112.70999,4287500,94.900927
"303",111.570002,113.809996,109.999994,110.260002,3322300,92.838056
"304",112.65,112.65,109.259993,110.469996,2398700,93.014869
"305",110.6,113.7,109.999994,113.659993,1866900,95.700821
"306",113.279997,115.949994,112.349993,115.449994,2332600,97.207988
"307",116.169995,117.709996,112.049995,113.340003,2450600,95.431392
"308",112.789996,115.389996,109.979995,115.159995,2351800,96.963811
"309",116.669996,117.339991,115.009991,117.219995,2062700,98.698315
"310",116.79,117.339991,114.789998,116.329999,2188700,97.948945
"311",116.969995,117.969996,115.629996,117.499994,2642900,98.934072
"312",117.869999,118.93999,116.779993,117.459996,2668400,98.900394
"313",114.769999,116.490002,114.279998,114.589996,2185200,96.483877
"314",111.549994,116.959995,111.139991,116.139996,2917400,97.788965
"315",118.199997,119.479997,116.190003,119.38,3230000,100.517023
"316",118.820002,119.989998,117.639998,118.709997,1855500,99.952885
"317",117.159997,118.169998,114.249991,115.839998,2536200,97.536368
"318",114.059989,116.159988,113.249998,116.059991,2344000,97.721601
"319",116.309999,116.609998,114.299997,116.34999,2409300,97.965778
"320",117.039993,117.31,114.420002,116.499993,2269900,98.092079
"321",117.379998,119.12,116.639997,119.080002,2674600,100.264426
"322",119.329994,120.759998,117.529993,120.7,2978400,101.628452
"323",118.649991,120.039996,117.969996,118.829993,2226700,100.053921
"324",119.409999,121.180001,118.409998,119.579994,1931400,100.685416
"325",119.91,120.17,111.999996,112.499997,3575600,94.724114
"326",110.049992,112.799996,109.28,110.820001,4510400,93.30957
"327",109.8,113.429992,109.010001,112.70999,2862600,94.900927
"328",113.029996,113.670001,111.16999,113.49999,2681600,95.5661
"329",115.329997,116.239993,112.850002,113.600003,2458800,95.65031
"330",113.860003,114.589996,111.069993,111.270003,2447200,93.688469
"331",113.279997,113.49999,110.989995,112.579994,2064700,94.791471
"332",111.189997,113.399993,109.939996,109.979995,3697100,92.602292
"333",109.059999,112.199998,106.489999,106.499998,5539900,89.672162
"334",105.089994,111.099992,103.319992,110.789994,4996100,93.284304
"335",110.339992,110.569992,106.139993,109.399989,4149900,92.113931
"336",109.229994,112.719998,107.330005,112.559995,2826500,94.774632
"337",113.140001,113.45,109.379997,109.500002,2700400,92.198141
"338",111.800003,114.679993,111.500004,114.599996,2481000,96.492297
"339",113.739999,114.489999,112.060003,112.839994,1882300,95.010389
"340",113.619994,116.479994,112.719998,115.229992,2118600,97.022749
"341",114.279998,114.349996,111.830002,113.19,1658700,95.305091
"342",114.409994,116.209994,113.989991,115.889996,1445700,97.578467
"343",115.399995,115.629996,112.759997,112.939991,2143400,95.094586
"344",113.340003,117.649998,112.96999,117.210003,2257200,98.689902
"345",117.189996,117.749995,115.129996,115.55999,2211500,97.300604
"346",115.379996,116.939996,113.799989,116.739994,1849700,98.294158
"347",118.279994,120.759998,117.269993,120.7,3050100,101.628452
"348",120.620002,123.259992,119.729989,122.869997,2569500,103.455572
"349",122.019991,123.269992,120.819988,121.109995,2251900,101.973664
"350",121.76999,124.259994,121.429993,123.589998,2327700,104.061808
"351",125.979996,130.099989,125.519995,129.099996,2987700,108.701183
"352",127.479998,129.499992,126.959998,129.429994,2303200,108.979038
"353",127.629993,129.839989,127.299996,128.440001,2339400,108.145472
"354",125.129999,129.349988,124.209995,125.35,3507000,105.543715
"355",127.46999,128.479999,124.839992,127.68,2197200,107.505557
"356",128.379994,129.889996,125.840001,129.399995,2108600,108.953779
"357",128.430001,129.179994,125.909999,128.839996,1520000,108.482265
"358",128.949993,130.669996,127.559996,129.789999,1111500,109.28216
"359",130.259992,131.209995,127.359994,130.8,1803400,110.132572
"360",128.339996,128.499999,124.799993,125.189997,2515100,105.408994
"361",127.069995,127.199999,124.57,125.840001,1451600,105.956292
"362",127.629993,128.239999,126.039995,127.969991,1964400,107.749727
"363",126.429999,127.059995,124.179996,124.989995,1604400,105.985978
"364",124.749994,127.319995,124.479995,126.279995,1642600,107.079841
"365",125.299993,126.4,123.729994,123.849998,1630500,105.019311
"366",123.579999,124.109998,121.380003,122.109996,1702500,103.543866
"367",122.929995,123.520001,121.45,123.209994,1519300,104.476616
"368",120.469999,121.919994,119.080002,119.499997,1751100,101.330703
"369",119.149999,120.159992,117.909998,119.099993,1266000,100.991517
"370",117.789993,118.049993,115.709994,115.78,1642400,98.17631
"371",115.629996,118.539994,115.210001,116.329999,826000,98.642685
"372",119.829994,120.109994,117.389998,118.549994,1939400,100.525142
"373",118.93999,119.499997,118.189989,119.179999,1525900,101.059358
"374",122.909995,124.61999,121.289997,124.339999,3091600,105.43481
"375",123.829991,124.169996,122.049998,122.999992,1349100,104.298544
"376",124.279993,124.999995,122.699994,122.799999,1700600,104.128958
"377",124.209995,124.439996,122.139995,122.969993,1648100,104.273106
"378",122.929995,123.349998,121.940001,122.839997,1329100,104.162875
"379",122.119996,124.689988,121.48,124.3,1286700,105.400893
"380",123.259992,123.440003,121.099995,121.499991,1483500,103.026609
"381",122.24,125.060001,121.719992,124.3,1816000,105.400893
"382",123.229993,123.239993,120.679992,121.749999,1747300,103.238605
"383",122.54999,123.199994,119.679999,120.539997,1614100,102.212576
"384",120.100002,121.999999,119.629993,120.509997,1756700,102.356975
"385",121.649994,123.269992,121.049989,122.249992,1429300,103.834865
"386",123.449995,124.969996,122.620004,123.33999,2416300,104.760672
"387",124.010001,124.949988,123.069998,123.259992,1450000,104.692725
"388",124.939997,127.569995,124.82,127.279988,2004300,108.107169
"389",126.9,127.840003,125.840001,127.639993,1629700,108.412944
"390",128.119994,129.49,127.759997,129.059997,2447100,109.619046
"391",129.399995,130.309999,128.890003,130.259992,947400,110.63828
"392",130.339998,131.919997,129.549998,130.999993,1333900,111.266811
"393",131.520001,131.520001,128.969992,129.029998,1200300,109.593566
"394",129.029998,130.500001,128.759999,129.829998,1279700,110.273057
"395",130.219993,130.709994,128.939993,128.939993,1083100,109.517119
"396",131.199995,132.289994,127.709999,129.380004,2272100,109.890848
"397",128.400002,129.099996,126.959998,127.139993,1672800,107.988261
"398",126.860001,129.119987,126.529987,127.809996,2244200,108.557339
"399",127.789997,128.229991,126.669999,126.820003,1792600,107.716473
"400",126.419991,127.540004,126.269995,126.71999,1225300,107.631525
"401",127.819996,128.549997,127.319995,127.479998,1458000,108.27705
"402",126.779996,128.279997,126.619993,128.039997,1226200,108.752693
"403",128.649994,128.679993,125.949997,127.009997,1462600,107.877847
"404",125.789994,126.929999,125.529994,126.919991,1258200,107.8014
"405",126.999997,128.999999,126.999997,128.2,1403100,108.888594
"406",128.289997,129.249999,127.929992,128.479999,1420100,109.126416
"407",128.769998,131.529993,128.309996,131.220003,2206100,111.453679
"408",131.359998,131.89999,130.489993,131.659997,2411700,111.827395
"409",131.63999,132.619991,130.829999,131.629998,1201700,111.801915
"410",131.079991,133.739989,130.819991,133.739989,1663800,113.594067
"411",133.299994,135.859995,132.87,135.799997,1907500,115.343766
"412",136.290006,137.289991,135.439992,136.529999,1608800,115.963804
"413",136.229992,137.019991,135.359995,136.689994,1374900,116.099698
"414",135.699992,136.009999,134.600002,135.50999,1274900,115.097444
"415",135.939993,136.24,134.709999,135.859995,2205800,115.394726
"416",136.810006,137.389988,135.579988,136.499991,1411800,115.938317
"417",136.53999,137.720002,135.650002,137.450002,1417800,116.745223
"418",138.950004,139.629999,136.879996,138.729995,1840200,117.832403
"419",138.449987,138.519993,136.599988,137.519992,1247800,116.804669
"420",137.220001,137.889988,136.829989,137.479993,1411100,116.770696
"421",137.30999,138.139989,136.169994,137.640004,1155500,116.906604
"422",137.559991,138.3,135.690001,137.899996,1341800,117.127432
"423",136.409986,137.459994,135.72,136.76,1574500,116.159158
"424",137.379996,137.459994,136.119987,136.879996,821400,117.07433
"425",136.459993,136.509999,134.93,135.77999,976200,116.133488
"426",136.279998,137.029999,135.399993,136.069997,1063000,116.381533
"427",136.069997,138.200003,135.950001,137.930003,1635100,117.972408
"428",138.189995,138.479994,136.850005,137.759984,1206900,117.82699
"429",138.09999,138.3,134.799996,135.809989,1459400,116.159146
"430",135.569996,136.259999,134.419992,134.900001,987200,115.380828
"431",134.999998,135.789997,134.339986,135.76999,1201900,116.124935
"432",136.200001,137.339998,135.029997,136.660003,856100,116.886169
"433",135.420001,137.26,134.71999,136.819998,928300,117.023013
"434",137.049999,137.600006,135.799997,136.299998,1077200,116.578254
"435",136.669994,137.749993,135.2,135.479991,1356300,115.876897
"436",135.77999,136.549998,135.2,136.399995,971700,116.663782
"437",136.599988,137.53,136.379995,137.249992,1032100,117.390791
"438",137.269992,138.459995,136.509999,138.409988,1213800,118.382943
