"","RRC.Open","RRC.High","RRC.Low","RRC.Close","RRC.Volume","RRC.Adjusted"
"48",35.880001,36.240002,35.220001,35.91,3805700,35.434644
"49",35.740002,35.740002,34.759998,35.099998,3580400,34.635365
"50",34.98,35.099998,34.220001,34.57,3676300,34.112382
"51",34.27,34.27,33.349998,33.470001,4159200,33.026945
"52",33.720001,34.09,33.52,33.990002,3553200,33.540062
"53",33.529999,33.889999,32.91,33.389999,3662100,32.948002
"54",33.119999,33.380001,32.25,32.799999,4399600,32.365812
"55",33.02,33.849998,32.709999,32.93,4113100,32.494092
"56",33.150002,33.939999,32.549999,33.860001,3376700,33.411782
"57",33.779999,34.689999,33.779999,34.029999,2628100,33.57953
"58",33.740002,34.25,33.360001,33.810001,3091300,33.362444
"59",34.669998,35.259998,34.439999,35.18,3392100,34.714308
"60",35.169998,35.200001,34.509998,35.200001,1580200,34.734044
"61",35.529999,36.119999,35.490002,36.040001,2273500,35.562924
"62",35.77,35.779999,35.150002,35.400002,2169500,34.931397
"63",35.5,36.32,35.380001,36.23,2277500,35.750408
"64",36.77,36.919998,36.18,36.470001,2746600,35.987233
"65",36.580002,37.380001,36.349998,37.040001,2249600,36.549687
"66",37.110001,37.110001,35.580002,36.040001,4314400,35.601372
"67",35.959999,36.279999,35.529999,36.02,2963200,35.581615
"68",35.700001,35.869999,35.259998,35.869999,2710300,35.433439
"69",35.669998,35.77,34.860001,35.209999,3239100,34.781472
"70",35.34,35.439999,34.720001,35.07,4464800,34.643176
"71",35.130001,36.290001,34.84,36.220001,3414200,35.779182
"72",36.220001,36.619999,35.389999,36.049999,3642900,35.611249
"73",36.060001,36.389999,35.240002,35.32,3042500,34.890134
"74",34.880001,35.700001,34.759998,35.200001,2618700,34.771595
"75",35.689999,36.220001,35.279999,36.060001,2049300,35.621129
"76",36.150002,36.18,35.290001,35.380001,2459600,34.949405
"77",35.549999,37.23,34.93,36.939999,6173400,36.490416
"78",36.740002,38.759998,36.34,38.75,5433100,38.278389
"79",39.09,39.32,37.669998,38.130001,3667200,37.665936
"80",38.610001,38.740002,37.16,37.830002,5098900,37.369588
"81",37.790001,37.970001,36.919998,37.119999,3074300,36.668226
"82",37.619999,38.07,37.349998,37.759998,2925900,37.300436
"83",37.880001,38.43,37.66,37.790001,2786400,37.330073
"84",38,38.169998,36.689999,36.860001,3165600,36.411392
"85",36.82,36.959999,36.34,36.68,4635000,36.233582
"86",36.630001,36.75,35.830002,35.900002,3666000,35.463077
"87",35.919998,35.919998,35.110001,35.849998,4490100,35.413682
"88",36.080002,36.790001,35.740002,36.709999,3508000,36.263216
"89",36.73,37.52,36.52,37.310001,3643000,36.855916
"90",37.619999,37.830002,37.27,37.59,3829300,37.132507
"91",37.52,38.349998,37.099998,38.220001,2818700,37.75484
"92",37.419998,37.650002,36.25,36.48,2436700,36.036016
"93",36.48,36.950001,36.459999,36.860001,2079700,36.411392
"94",37,37.950001,36.619999,36.990002,4758700,36.539811
"95",37.09,37.32,36.419998,36.75,1957400,36.30273
"96",37.110001,37.459999,36.130001,36.419998,2577700,35.976744
"97",36.34,36.490002,35.43,35.73,2756000,35.295144
"98",35.360001,36.75,35.110001,36.66,3539300,36.213825
"99",37.849998,38.049999,36.060001,36.77,4341100,36.322487
"100",36.650002,37.41,36.310001,37.389999,2932700,36.93494
"101",38.099998,39.540001,37.5,38.009998,5716400,37.547393
"102",38.400002,39.02,37.880001,38.939999,2568300,38.466075
"103",39.110001,39.5,37.950001,38.57,3038300,38.100579
"104",39.220001,39.34,38.330002,39.150002,3313700,38.673522
"105",39.259998,39.450001,38.73,39.400002,1552800,38.920479
"106",39.290001,40.84,39.169998,40.73,2997900,40.23429
"107",43.290001,44.700001,42.189999,42.59,8188500,42.071654
"108",42.720001,43.060001,41.720001,42.75,3394700,42.229706
"109",42.470001,43.41,42.299999,43.400002,2311300,42.871797
"110",42.77,42.779999,41.560001,42.07,3027900,41.557982
"111",42.560001,42.700001,41.470001,41.59,2052800,41.083824
"112",41.389999,41.610001,40.48,40.799999,3862700,40.303438
"113",40.740002,41.330002,40.5,41.02,1336300,40.520762
"114",41.540001,42.150002,41.450001,41.939999,1592600,41.429563
"115",41.889999,43.470001,41.389999,43.389999,3724300,42.861917
"116",43.110001,43.619999,42.360001,43.43,2257600,42.901431
"117",42.93,42.959999,41.75,42.220001,2017500,41.706158
"118",42.619999,43.110001,42.200001,42.990002,1636000,42.466787
"119",42.57,43.18,42.25,42.52,648800,42.002506
"120",42.290001,42.669998,41.68,42.560001,1924400,42.04202
"121",42.07,42.57,41.700001,41.990002,2055100,41.478958
"122",42.759998,43.220001,42.66,42.830002,2390400,42.308734
"123",42.880001,44.029999,42.830002,43.990002,3370400,43.454616
"124",43.75,45.849998,43.310001,45.639999,4706500,45.084533
"125",45.759998,45.759998,45.040001,45.490002,3348000,44.93636
"126",46.150002,46.25,44.970001,45.110001,1570400,44.560984
"127",44.290001,44.529999,43.209999,43.860001,4486700,43.326198
"128",43.959999,44.099998,41.27,42.439999,6214300,41.923478
"129",42.509998,42.68,42.009998,42.360001,1949400,41.844453
"130",42.57,43,42.23,42.279999,1833400,41.8049
"131",42.27,42.43,41.73,41.869999,1752600,41.399507
"132",41.759998,42.68,41.529999,41.990002,1801700,41.518161
"133",42,42.369999,41.630001,42.259998,2379900,41.785124
"134",42.18,42.73,42.18,42.709999,2790400,42.230068
"135",42.91,43.57,42.560001,43.529999,1733500,43.040854
"136",43.740002,44.599998,43.619999,44.200001,1926600,43.703327
"137",44.380001,44.75,44.23,44.700001,1812900,44.197708
"138",44.529999,44.860001,44.380001,44.560001,1810900,44.059282
"139",44.41,44.919998,44.25,44.77,1145300,44.266922
"140",44.91,45.330002,44.580002,45.049999,1313700,44.543774
"141",45.099998,45.330002,44.689999,44.810001,1699000,44.306473
"142",44.82,45.349998,44.619999,44.970001,1550300,44.464675
"143",44.959999,45.349998,44.669998,44.98,1019500,44.474561
"144",45.630001,45.860001,45.209999,45.619999,1641000,45.107369
"145",46.029999,46.23,44.5,44.799999,2131100,44.296583
"146",44.27,45,44.200001,44.77,1663100,44.266922
"147",44.349998,45,44.310001,44.740002,1979500,44.23726
"148",45.040001,45.900002,44.84,45.869999,3499400,45.354559
"149",45.669998,46.610001,45.150002,46.459999,2904200,45.93793
"150",47.09,48.169998,47.029999,47.669998,3276500,47.134332
"151",48.259998,48.259998,47.209999,47.84,2061300,47.302424
"152",47.709999,48.18,47.130001,48.16,3392100,47.618828
"153",48.049999,48.439999,47.700001,48.419998,2749100,47.875904
"154",47.759998,48.380001,47.549999,47.990002,2841600,47.45074
"155",48.040001,48.189999,47.279999,47.639999,2341900,47.10467
"156",47.080002,47.290001,45.580002,45.849998,5678500,45.334784
"157",46.23,46.240002,45.25,45.619999,3815500,45.107369
"158",45.130001,46.759998,45.130001,46.720001,2784000,46.19501
"159",46.639999,47.709999,46.130001,46.540001,3859400,46.017033
"160",46.75,48.07,46.700001,47.900002,1627800,47.361751
"161",47.830002,48.150002,47.34,47.919998,1516900,47.381523
"162",47.93,48.259998,47.490002,47.66,1955900,47.124446
"163",47.740002,50.02,47.740002,49.869999,2200700,49.309611
"164",48.810001,50,48.75,49.18,2559200,48.627366
"165",49.009998,49.650002,48.860001,49.119999,1606200,48.568039
"166",49.02,49.82,48.799999,49.669998,1374800,49.111858
"167",49.610001,50.169998,48.779999,49.060001,2710200,48.508716
"168",49.299999,49.98,48.990002,49.029999,1498000,48.47905
"169",48.98,49.939999,48.799999,49.630001,2105500,49.07231
"170",49.349998,49.490002,47.639999,47.84,2842100,47.302424
"171",47.599998,48.959999,47.599998,48.880001,2376300,48.330738
"172",48.779999,49.400002,48.509998,48.779999,1960700,48.23186
"173",48.830002,49.360001,48.720001,49.169998,2251900,48.617477
"174",49.07,49.310001,48.209999,48.73,1979000,48.182422
"175",48.970001,49.32,48.650002,49.18,1760500,48.627366
"176",49.279999,49.73,48.330002,48.689999,2245100,48.142871
"177",48.599998,48.599998,47.810001,48.310001,1867200,47.767144
"178",48.52,49.32,48.139999,48.66,2564600,48.113209
"179",48.689999,53.34,48.689999,52.25,6114000,51.662869
"180",52.900002,53.93,51.900002,52.09,3108300,51.504667
"181",52.450001,54.459999,51.5,54.279999,2838700,53.670056
"182",55.07,55.490002,53.68,54.299999,3179600,53.689832
"183",51.790001,52.740002,50.119999,50.34,6975100,49.774331
"184",50.139999,50.470001,49.27,49.860001,3128100,49.299725
"185",50.259998,50.75,49.459999,50.580002,2531700,50.011636
"186",50.540001,51.049999,49.639999,50.580002,2312600,50.011636
"187",50.66,51.25,49.5,50.16,1689400,49.596354
"188",50.25,50.299999,48.919998,49.02,1645300,48.469164
"189",48.77,49.740002,48.75,49.549999,1717300,48.993208
"190",48.77,48.77,46.73,47.139999,2216700,46.610289
"191",46.939999,48.830002,46.18,48.5,1515400,47.995733
"192",48.459999,50.23,48.25,49.919998,3541900,49.400967
"193",48.18,50.849998,48.049999,50.139999,3073000,49.618681
"194",50.119999,52.959999,50.119999,52.049999,4837300,51.508822
"195",52.970001,54.299999,52.34,53.810001,3608200,53.250525
"196",54.299999,54.470001,51.990002,52.330002,3744700,51.785913
"197",53.240002,53.810001,52.279999,52.779999,2726300,52.231232
"198",52.91,53.75,52.450001,53.610001,2232400,53.052604
"199",53.560001,53.959999,52.98,53.669998,1679600,53.111977
"200",54.040001,55.110001,53.09,55,2047500,54.428151
"201",55.169998,56.830002,54.389999,56.720001,2443900,56.130269
"202",56.66,57.25,54.98,55.080002,1707900,54.507321
"203",55.029999,56.200001,54.23,55.950001,2426500,55.368274
"204",56.639999,59.23,56.450001,57.549999,4139600,56.951637
"205",57.900002,58.759998,57.48,58.459999,2415900,57.852176
"206",58.98,59.43,57.75,58.049999,2308000,57.446439
"207",58.279999,58.650002,58.049999,58.529999,1475600,57.921447
"208",58.330002,59.029999,58.18,58.849998,1750300,58.23812
"209",59.25,59.639999,57.040001,57.360001,2071300,56.763614
"210",57.16,58.09,56.68,57.759998,1656300,57.159453
"211",58,58.599998,56.880001,57.330002,2144800,56.733927
"212",57.52,58.029999,55.880001,56.360001,1440100,55.774011
"213",55.709999,55.810001,53.709999,54.029999,3929500,53.468235
"214",54.599998,55.240002,53.290001,53.830002,2795500,53.270318
"215",53.41,53.48,52.220001,52.790001,4392400,52.24113
"216",53.16,53.669998,52.360001,53.25,2215800,52.696346
"217",52.470001,53.060001,51.799999,52.57,1543800,52.023416
"218",52.599998,53.139999,51.900002,52.57,1919300,52.023416
"219",53.200001,53.560001,52.610001,52.950001,1850400,52.399466
"220",53.91,54.380001,53.099998,54.209999,3353800,53.646364
"221",54.23,54.23,52.849998,53.110001,1668500,52.557802
"222",53.169998,53.900002,52.900002,53.209999,1695600,52.656761
"223",53.48,54.009998,51.509998,53.900002,2251800,53.339589
"224",53.580002,55.389999,52.959999,54.919998,2779900,54.348981
"225",54.740002,56.639999,54.599998,56.450001,2671200,55.863076
"226",56.880001,57.529999,55.939999,56.349998,2410500,55.764113
"227",55.939999,55.990002,54.060001,54.389999,2201200,53.824493
"228",54.599998,54.610001,53.029999,53.459999,2291300,52.904162
"229",52.77,53.650002,51.509998,52.080002,2711800,51.538513
"230",52.639999,53.959999,50.919998,52.009998,2269200,51.469237
"231",52.279999,54.060001,52.279999,53.810001,1981500,53.250525
"232",53.880001,54.619999,52.970001,54.369999,1226200,53.8047
"233",54.169998,54.169998,51.279999,51.830002,2617200,51.291112
"234",51.610001,52.799999,50.68,52.130001,1640100,51.587992
"235",52.189999,52.540001,51.099998,52.060001,1362100,51.51872
"236",51.810001,53.040001,51.349998,51.599998,1436500,51.0635
"237",51.400002,52.099998,51.139999,51.790001,1988500,51.251527
"238",51.98,53.5,51.98,52.349998,2027000,51.805702
"239",52.48,53.099998,51.560001,52.450001,2067100,51.904665
"240",52.43,54.419998,51.419998,54.240002,2822600,53.676055
"241",53.16,54.470001,52.990002,53.349998,2005000,52.795305
"242",53.650002,54.779999,53.23,53.540001,1567500,52.983332
"243",53.419998,55.540001,53.41,55.009998,1920300,54.438045
"244",55,55.650002,54.169998,55.59,1227900,55.012017
"245",55.810001,56.810001,55.09,55.509998,1569400,54.932847
"246",56.549999,56.669998,54.41,55.919998,1892300,55.338584
"247",55.810001,56,53.209999,53.43,2105100,52.874475
"248",53.509998,54.330002,52.580002,53.970001,1622000,53.408861
"249",53.150002,55.279999,52.77,54.43,1615900,53.864078
"250",54.189999,54.48,52.400002,52.48,2223600,51.934352
"251",53.18,53.93,52.549999,52.959999,1808900,52.40936
"252",53.060001,54.549999,53.060001,53.849998,1695400,53.290106
"253",54.150002,54.57,53.700001,54.040001,1693600,53.478133
"254",53.689999,54.150002,52.740002,52.779999,1508400,52.231232
"255",52.990002,53.18,50.549999,51.299999,1766700,50.76662
"256",51.869999,52.57,51.599998,52.150002,1099100,51.607785
"257",51.599998,52.419998,50.810001,51.48,1401400,50.983856
"258",51.599998,52.720001,51.330002,52.119999,1821500,51.617688
"259",52.599998,52.889999,51.599998,52.009998,1656400,51.508747
"260",51.709999,52.549999,51.52,52.18,1701100,51.677111
"261",52.549999,53.860001,52.549999,53.470001,1185000,52.954679
"262",53.259998,54.669998,53.049999,53.619999,1206600,53.103231
"263",52.689999,52.849998,51.330002,52.759998,1296300,52.251519
"264",52.720001,52.75,51.91,52.279999,1708300,51.776145
"265",51.689999,52.209999,51.259998,52.060001,2134900,51.558268
"266",52.57,53.849998,52.380001,53.82,1544200,53.301304
"267",54.200001,55.5,53.849998,54.919998,1231400,54.390702
"268",55.220001,56,55.130001,55.5,1426900,54.965114
"269",55.5,56.470001,54.740002,56.400002,1366300,55.856441
"270",56.450001,57.099998,56.02,56.549999,1880900,56.004993
"271",56.810001,57.5,56,56.77,2055500,56.222874
"272",57.439999,58.299999,56.369999,57.080002,2389100,56.529888
"273",55.950001,56.5,55.48,56.150002,1439900,55.608851
"274",55.369999,55.369999,53.549999,53.880001,2436000,53.360727
"275",53.669998,55.779999,53.349998,54.880001,2508000,54.35109
"276",54.860001,56.779999,54.860001,56,1779000,55.460295
"277",56.18,56.18,54.790001,55.099998,1998700,54.568967
"278",57.900002,61.990002,57.639999,61.779999,8390000,61.184588
"279",61.400002,61.599998,59.439999,61,5232800,60.412107
"280",61.98,63.959999,61.98,63.52,3855200,62.90782
"281",63.830002,63.889999,62.32,62.950001,3576500,62.343314
"282",63.48,64.330002,62.759998,63.049999,3100400,62.442349
"283",62.98,64.629997,62.959999,64.43,2532400,63.80905
"284",63.549999,64.419998,63.119999,63.790001,1906200,63.175219
"285",64.220001,65.339996,63.369999,64.589996,3316700,63.967504
"286",63.650002,65.290001,63.650002,64.300003,4359800,63.680306
"287",64.300003,66.449997,64.300003,65.300003,2747800,64.670668
"288",64.449997,66.18,64,65.160004,2338600,64.532018
"289",66.07,66.610001,65.379997,66.330002,2821500,65.69074
"290",65.82,67.330002,64.510002,64.580002,3932600,63.957606
"291",64.889999,65,62.419998,64.400002,3158700,63.77934
"292",62.900002,62.98,59.220001,59.48,3674400,58.906755
"293",60.75,61.169998,54.84,57.130001,6271000,56.579405
"294",55.169998,55.360001,51.560001,51.900002,4771100,51.39981
"295",53.130001,56.75,51.66,56.5,4711600,55.955476
"296",55.48,57.98,54.790001,55.279999,4063800,54.747233
"297",56.009998,60.73,55.18,59.889999,3368500,59.312804
"298",60.84,61.919998,59.299999,60.040001,2338600,59.46136
"299",60.91,62.549999,60.68,62.52,2139000,61.917458
"300",61.48,64.82,61.200001,62.380001,3536900,61.778808
"301",62.990002,64.209999,62.029999,62.720001,2119800,62.115531
"302",60.400002,60.459999,57.34,58.049999,3137400,57.490537
"303",56.330002,59.759998,56.330002,57.450001,2182000,56.896321
"304",59.080002,59.470001,55.869999,56.5,1935000,55.955476
"305",56.849998,59.209999,55.950001,59.200001,2295700,58.629455
"306",58.900002,60.509998,58.139999,60.380001,2196500,59.798083
"307",60.709999,61.970001,58.080002,58.310001,1763300,57.748033
"308",57.759998,59.889999,56.990002,59.759998,1852300,59.184056
"309",60.950001,62.880001,60.700001,62.779999,1557800,62.174951
"310",62.349998,65.82,62.02,65.300003,3708500,64.670668
"311",65.690002,66.709999,64.269997,64.760002,3058200,64.135872
"312",65.239998,66.610001,65,65.160004,1829600,64.532018
"313",63.119999,64.610001,62.119999,63.619999,1488200,63.006855
"314",62.200001,64.080002,60.66,63.889999,2071900,63.274254
"315",65.019997,66.089996,64.669998,66,1958700,65.363919
"316",65.629997,66.919998,64.839996,65.389999,1762500,64.759797
"317",64.309998,64.800003,61.959999,62.799999,1902300,62.194758
"318",61.380001,63.150002,60.75,62.799999,1938900,62.194758
"319",63.119999,63.709999,61.599998,63.369999,1854100,62.799261
"320",63.369999,63.599998,61.349998,62.25,4086900,61.689349
"321",63.290001,64.139999,62.349998,63.27,2339100,62.700163
"322",63.23,63.740002,62.380001,63.439999,3112900,62.86863
"323",61.66,70.449997,60.110001,65.830002,10213800,65.237108
"324",65.519997,67.099998,64.110001,64.889999,3041700,64.305571
"325",64.75,77.239998,64.220001,67.959999,16178000,67.347921
"326",65.209999,73.089996,64.510002,66.099998,7672800,65.504673
"327",65.400002,65.599998,57.77,58.529999,8647100,58.002852
"328",58.970001,60.529999,56.919998,60,3684700,59.459614
"329",61.540001,65.400002,61.540001,63.41,5728300,62.838901
"330",63.970001,64.790001,59.049999,59.310001,3452600,58.775829
"331",61.150002,61.799999,57.23,59.880001,3441700,59.340695
"332",58.470001,60.41,57.560001,58.459999,3005300,57.933483
"333",57.560001,57.959999,55.560001,55.720001,2803300,55.218162
"334",55.02,57.099998,52.209999,56.720001,4498500,56.209156
"335",56.799999,60.799999,55.369999,60.18,3013000,59.637993
"336",59.68,61.970001,58.799999,60.709999,2849900,60.163218
"337",61.119999,61.439999,59.080002,59.98,2138700,59.439793
"338",61.130001,63.869999,61.040001,63.299999,2310500,62.729892
"339",62.439999,63.830002,62.07,62.93,2027100,62.363225
"340",63.330002,64.879997,62.82,62.919998,2305200,62.353313
"341",62.52,69.349998,61.279999,68.440002,7220000,67.823602
"342",69.010002,72.489998,67.400002,72.459999,4916500,71.807392
"343",71.730003,74.050003,71.610001,72.940002,3675400,72.283073
"344",73.410004,74.93,71.370003,74.400002,3617000,73.729922
"345",72.230003,74.019997,70.529999,71.279999,4132600,70.63802
"346",71.209999,73,70.400002,72.629997,2142500,71.975859
"347",73.360001,74.43,72.129997,73.980003,1766500,73.313707
"348",74.739998,74.739998,73,74,1975300,73.333523
"349",74.279999,74.279999,70.269997,70.370003,2171100,69.736219
"350",73.459999,73.459999,66.610001,70.019997,3547000,69.389366
"351",71.639999,72.489998,68.349998,71.150002,4000700,70.509193
"352",70.129997,73.5,70.129997,73.25,3092400,72.590278
"353",71.790001,71.82,68.839996,68.839996,2261800,68.219993
"354",66.459999,69.620003,66.459999,68.720001,2963200,68.101079
"355",70.660004,70.889999,68.709999,70.150002,3463500,69.5182
"356",71,72.220001,69.760002,71.25,2242700,70.608291
"357",70.470001,72.389999,69.93,71.980003,2583600,71.33172
"358",71.419998,72.860001,69.610001,70.959999,1593600,70.320902
"359",71.410004,71.410004,69.349998,71.120003,1619300,70.479465
"360",69,69.459999,67.419998,67.669998,2226300,67.060532
"361",69,71.57,68.279999,71.190002,2239200,70.548834
"362",72.040001,73,71.43,72.919998,1752000,72.263249
"363",72.370003,72.370003,70.150002,70.800003,1182700,70.162347
"364",70.519997,71.709999,69.889999,71.25,1107200,70.608291
"365",70.830002,72.669998,70.110001,70.330002,1589200,69.696579
"366",69.870003,72.720001,67.879997,68.5,3206700,67.883059
"367",68.93,70.25,68.480003,69.760002,2093300,69.131713
"368",68.480003,68.599998,65.720001,67.669998,2284000,67.060532
"369",67.669998,68.239998,66.129997,66.970001,1569600,66.36684
"370",65.860001,66.720001,64.510002,64.550003,1688100,63.968637
"371",64.25,65,63.650002,63.900002,562900,63.32449
"372",66.25,67.410004,66.220001,66.879997,1288300,66.277647
"373",67.639999,69.510002,67.300003,68.580002,1586200,67.96234
"374",71.410004,73.739998,71.349998,71.709999,2377700,71.064147
"375",71.330002,73,70.129997,71.43,2600600,70.78667
"376",72.169998,72.349998,70.260002,70.529999,1565700,69.894775
"377",71.489998,72.129997,69.699997,70.629997,1274700,69.993872
"378",70.540001,71.279999,69.529999,70.739998,1320900,70.102882
"379",70.709999,70.709999,67.239998,68.040001,1797800,67.427203
"380",67.739998,69.389999,67.379997,67.949997,2064100,67.338009
"381",68.199997,68.529999,67.550003,68.129997,1537100,67.516388
"382",67.419998,67.419998,64.169998,64.919998,1984400,64.3353
"383",65.18,66.040001,61.560001,61.950001,5105500,61.392052
"384",60.82,61.029999,58.919998,59.759998,3842800,59.26004
"385",60.75,60.75,58.91,59.709999,2242900,59.210459
"386",60.279999,61.450001,59.41,60.200001,2263200,59.696361
"387",60.110001,61.139999,59.150002,59.450001,2029400,58.952636
"388",60.700001,62.759998,60.68,62.509998,1694100,61.987033
"389",62.139999,62.610001,60.75,62.450001,1374200,61.927537
"390",62.919998,63.950001,62.119999,63.490002,1833500,62.958837
"391",63.540001,63.82,62.310001,62.619999,840600,62.096113
"392",62.43,63.720001,62.43,63.110001,1013400,62.582016
"393",63.02,63.360001,61.400002,61.810001,1030300,61.292892
"394",62.130001,62.849998,61.790001,62.490002,979100,61.967204
"395",62.619999,63.279999,61.549999,61.939999,1095500,61.421802
"396",63.73,63.970001,61.080002,61.18,2444600,60.668162
"397",61.16,61.57,60.290001,61.189999,3323300,60.678076
"398",60.939999,62.009998,60.150002,61.389999,2118900,60.876404
"399",61.650002,61.970001,60.59,60.740002,1577200,60.231844
"400",60.599998,60.860001,58.41,58.650002,2336300,58.159329
"401",59.330002,59.68,56.709999,58.02,3484300,57.534599
"402",57.330002,57.330002,53.610001,54.360001,6196900,53.905219
"403",54.369999,55.860001,53.220001,54.360001,5555600,53.905219
"404",53.349998,54.830002,53.290001,54.16,3128900,53.706891
"405",54.439999,54.950001,52.34,54.529999,4104700,54.073795
"406",54.470001,56.52,54.130001,56.369999,3387900,55.898401
"407",56.349998,56.639999,53.439999,54.060001,3031100,53.60773
"408",54.66,54.849998,53.290001,54.02,2998200,53.568063
"409",55.970001,59.259998,55.970001,59,6352200,58.5064
"410",58.25,58.490002,56.73,57.200001,3793300,56.721459
"411",57.02,60.119999,56.16,59.860001,3453600,59.359205
"412",59.889999,60.049999,55.580002,55.919998,4376900,55.452165
"413",55.580002,57.66,55.580002,57.43,2950300,56.949535
"414",56.720001,58.060001,56.34,57.759998,2140200,57.276772
"415",58.32,58.549999,56.580002,57.52,2782300,57.038782
"416",57.84,59.060001,56.810001,58.529999,3155400,58.04033
"417",58.560001,60.139999,58.169998,58.380001,2566600,57.891588
"418",59.09,59.389999,58.32,59.200001,1815600,58.704727
"419",59.09,60.98,58.25,60.810001,2199000,60.301258
"420",60.759998,62.490002,59.73,62.23,2494600,61.709377
"421",61.98,62.75,60.959999,61.68,2390700,61.163979
"422",62.060001,63.93,61.959999,63.349998,2558700,62.820006
"423",61.639999,63.23,61.580002,62.82,1987700,62.294441
"424",63.509998,63.66,62.330002,63.290001,1839400,62.76051
"425",63.34,63.639999,62.560001,63.25,1614800,62.720844
"426",63.689999,64.25,62.639999,63.110001,2130000,62.582016
"427",63.150002,63.84,62.450001,63.369999,2407300,62.839839
"428",64.419998,65.919998,64.209999,65.720001,2743900,65.170181
"429",66.209999,66.629997,63.810001,64.269997,3038100,63.732307
"430",66.089996,68.5,65.330002,66.099998,4904400,65.546999
"431",66.150002,66.449997,64.779999,66.07,2124100,65.517251
"432",66.110001,66.949997,65.739998,65.940002,2008600,65.388341
"433",65.019997,65.120003,63.93,64.099998,2219800,63.563731
"434",64.080002,64.290001,63,63.720001,2560200,63.186913
"435",63.860001,64.190002,62.66,63.68,2382600,63.147247
"436",63.700001,64.940002,62.709999,64.599998,2113300,64.059548
"437",64.18,64.529999,62.380001,62.75,1499400,62.225027
"438",62.68,63.700001,62.299999,63.48,2372700,62.948919
"439",62.259998,62.77,61.5,62.560001,2710400,62.036618
"440",62.549999,63.459999,61.509998,63.349998,2507800,62.820006
"441",63.740002,64.699997,63.509998,64.290001,1274500,63.752144
"442",64.300003,64.959999,63.02,63.509998,1504300,62.978667
"443",63.5,63.5,61.93,62.049999,1223800,61.530882
"444",62.439999,62.700001,61.080002,62.02,1711800,61.540804
"445",62,62.5,60.52,60.84,1526600,60.36992
"446",60.900002,62.330002,60.09,60.59,1983400,60.121852
"447",60.93,62.560001,60.900002,62.310001,2810900,61.828564
"448",62.389999,64,62.029999,63.459999,1350900,62.969676
"449",62.720001,62.759998,61.91,62.459999,1772600,61.977402
"450",62.48,62.709999,61.82,62.450001,1820100,61.967481
"451",61.450001,61.450001,58.540001,58.900002,2688200,58.444911
