"","RL.Open","RL.High","RL.Low","RL.Close","RL.Volume","RL.Adjusted"
"68",84.400002,85.93,84.25,85.830002,721100,82.039375
"69",85.599998,86.449997,85.449997,86.389999,1062400,82.57464
"70",86.529999,87.769997,86.309998,87.669998,1481700,83.798109
"71",87.68,89.919998,87.120003,89.82,1059800,85.853157
"72",89.809998,90.07,88.449997,89.190002,1114900,85.250983
"73",89.129997,89.449997,87.139999,87.830002,1060900,83.951046
"74",87.510002,87.790001,85.809998,86.040001,1327600,82.240099
"75",87.419998,89.510002,87.419998,89.260002,921800,85.317891
"76",89.160004,90.110001,88.790001,89,643600,85.069372
"77",89.230003,91.410004,87.949997,91.089996,677400,87.067065
"78",91.669998,91.669998,89.860001,90.089996,716900,86.205872
"79",90.830002,91.760002,88.989998,89.860001,955700,85.985792
"80",90.790001,90.830002,89.339996,90.309998,704800,86.416388
"81",90,91.32,89.660004,91.25,1132000,87.315863
"82",92.339996,93.370003,91.809998,92.959999,785300,88.952138
"83",92.800003,92.989998,90.169998,91.629997,955100,87.679477
"84",92.029999,92.629997,90.57,91.080002,1156100,87.153194
"85",91.010002,94.160004,90.980003,92.910004,851500,88.904298
"86",93.07,94.269997,93.07,93.720001,720200,89.679373
"87",93.279999,94,92.620003,93.720001,650400,89.679373
"88",94.370003,95.410004,93.669998,94.400002,616800,90.330056
"89",94.410004,94.900002,93.239998,94.07,468600,90.014282
"90",94.860001,95.660004,93.900002,95.269997,744000,91.162542
"91",95.400002,95.980003,94.209999,95.660004,637300,91.535735
"92",93.480003,94.870003,92.260002,93.139999,1152700,89.124378
"93",92.800003,94.349998,92.730003,93.620003,655700,89.583686
"94",94.209999,95.050003,92.349998,93.150002,516700,89.133948
"95",93.269997,94.25,93.139999,94.029999,437700,89.976006
"96",94.720001,95.779999,94.669998,94.830002,744400,90.741517
"97",94.410004,96.919998,93.910004,96.489998,1333900,92.329945
"98",95.43,96,92.699997,94.32,1605800,90.253503
"99",95.169998,95.169998,92.919998,93.919998,1072600,89.870748
"100",94.150002,97.790001,93.970001,96.879997,1548900,92.70313
"101",97.330002,97.440002,95.82,96.459999,746600,92.301239
"102",97.559998,97.620003,96.580002,97,659700,92.817959
"103",96.849998,97.220001,95.160004,96.629997,853400,92.463908
"104",97.989998,99.400002,97.010002,99.330002,1251000,95.047505
"105",98.889999,100.620003,98.889999,99.620003,769700,95.325003
"106",99.5,101.419998,99.379997,101.07,1060300,96.712485
"107",101.489998,101.870003,100.190002,100.919998,1446200,96.568951
"108",107,109.279999,105.730003,108.279999,4197700,103.611634
"109",106.220001,107.139999,104.980003,106.5,1760400,101.908377
"110",104.279999,106.260002,102.790001,103.709999,1097700,99.238664
"111",104.07,106.589996,103.889999,104.349998,895200,99.851071
"112",103.739998,105.129997,101.830002,102.449997,762600,98.032985
"113",102.650002,105.75,102.389999,105.419998,1097900,100.874939
"114",106.370003,107.150002,106,106.260002,1128400,101.678727
"115",106.470001,107.5,105.620003,107.160004,571800,102.539926
"116",106.599998,108.019997,106.370003,107.779999,383700,103.13319
"117",106.480003,107.139999,105.57,106.559998,965600,101.965788
"118",107.830002,109.870003,107.529999,109.82,1111200,105.085239
"119",108.940002,110.449997,108.75,109.82,400700,105.085239
"120",108.940002,109.050003,106.900002,108.699997,683700,104.013524
"121",107.860001,109.910004,107.339996,109.239998,1075300,104.530243
"122",111.279999,111.760002,110.209999,110.589996,656700,105.822038
"123",110.57,113.209999,110.57,113.050003,810200,108.175985
"124",112.949997,113.410004,111.199997,112.120003,766500,107.28608
"125",111.940002,112.400002,110.769997,111.25,546800,106.453587
"126",112.300003,113.370003,111.779999,111.849998,1165200,107.027717
"127",111.730003,113.010002,111.290001,112.760002,516800,107.898487
"128",113.480003,113.949997,112.68,113.019997,573300,108.147272
"129",112.32,113.099998,111.639999,112.989998,551200,108.118567
"130",113.610001,114.010002,111.639999,111.739998,1113000,106.922459
"131",111.790001,112.82,111.279999,111.82,685100,106.999011
"132",111.419998,112.07,111.18,111.919998,840600,107.094699
"133",111.93,113.260002,111.029999,113.260002,654200,108.37693
"134",113.040001,114.5,112.699997,114.160004,1325700,109.238129
"135",114.290001,114.760002,112.860001,113.589996,859800,108.692697
"136",113.870003,115.449997,113.080002,115.32,675700,110.348113
"137",115.07,115.129997,113.360001,113.769997,575300,108.864937
"138",113.269997,113.790001,110.75,111.650002,1023500,106.836343
"139",111.43,113.019997,110.690002,112.82,334800,107.955898
"140",112.730003,113.290001,111.5,112.279999,571600,107.439178
"141",112.220001,112.419998,111.339996,111.529999,611700,106.816642
"142",111.360001,112.769997,111.260002,112.57,361800,107.812692
"143",112.510002,112.510002,110.860001,110.919998,326500,106.232421
"144",112.080002,112.290001,111.199997,111.690002,854400,106.969884
"145",113.489998,114.540001,108.169998,108.360001,2161800,103.780611
"146",108.18,109.849998,107.699997,108.300003,1695100,103.723149
"147",108.160004,109.139999,107.209999,107.940002,777600,103.378362
"148",107.989998,107.989998,105.019997,106.760002,838800,102.24823
"149",106.489998,107.940002,105.760002,107.589996,662600,103.043148
"150",108.32,108.510002,107.029999,107.75,597700,103.19639
"151",108.389999,108.779999,107.699997,108.639999,470200,104.048777
"152",108.360001,108.589996,107.800003,108.510002,446700,103.924273
"153",108.07,110.300003,107.720001,110.010002,527100,105.360882
"154",110.059998,110.860001,108.779999,109.559998,504400,104.929895
"155",109.510002,109.510002,105.559998,105.690002,1000900,101.223449
"156",105.540001,107,104.110001,105,1292500,100.562607
"157",105.389999,105.870003,103.290001,103.949997,908400,99.556978
"158",104.309998,105.360001,103.940002,104.75,592500,100.323172
"159",104.239998,104.589996,102.330002,104.449997,680800,100.035848
"160",105,106.839996,103.379997,106.080002,909700,101.596967
"161",106.300003,106.480003,105.379997,105.440002,640100,100.984015
"162",105.690002,106.550003,103.400002,103.980003,737000,99.585716
"163",104.230003,107.540001,104.120003,107.18,1142000,102.650479
"164",107.900002,108.419998,106.599998,106.910004,1217600,102.391892
"165",106.620003,107,105.330002,106.82,702400,102.305692
"166",106.860001,109.870003,106.860001,108.589996,721500,104.000887
"167",108.760002,112.980003,108.589996,112.559998,1545400,107.803112
"168",112.660004,115.150002,112.559998,113.839996,870700,109.029017
"169",114.25,115.870003,113.870003,115.769997,1132000,110.877454
"170",120.410004,128.039993,120.25,125.349998,3488800,120.052597
"171",124.510002,127.5,124.059998,126.980003,1612700,121.613716
"172",126.239998,127.629997,125.629997,126.870003,663600,121.508364
"173",126.870003,128.559998,126.07,126.459999,902000,121.115688
"174",125.720001,127.32,124.519997,125.040001,851500,119.7557
"175",125.75,126.709999,125.150002,125.559998,488800,120.253721
"176",124.93,126.5,124.010002,124.919998,730300,119.640768
"177",125.050003,128.020004,125.029999,127.980003,918000,122.571455
"178",126.489998,127.830002,123.629997,123.779999,985500,118.548946
"179",123.940002,123.980003,120.769997,122.099998,1418100,116.939944
"180",121.93,124.440002,121.540001,123.790001,1112700,118.558526
"181",124.419998,126.080002,123.970001,125.290001,819800,119.995135
"182",125.43,127.160004,125.279999,126.709999,811200,121.355122
"183",126.910004,127.480003,123.309998,124.099998,1041300,118.855423
"184",124.110001,125.129997,123.010002,124.290001,743300,119.037395
"185",125.830002,127.040001,125.410004,126.459999,624800,121.115688
"186",126.449997,126.599998,124.209999,125.290001,637500,119.995135
"187",126.059998,126.440002,123.389999,124.620003,469800,119.353451
"188",124.870003,126.940002,123.809998,126.599998,747000,121.24977
"189",126.019997,127.5,125.099998,126.779999,546500,121.422164
"190",125.150002,127.209999,124.260002,125.510002,709000,120.205838
"191",123.959999,127.970001,123.550003,127.230003,776200,121.853151
"192",126.410004,126.599998,122.660004,123.720001,1021600,118.491484
"193",119.849998,123.879997,119.089996,123.190002,1673600,117.983884
"194",122.93,123.550003,120.139999,121.18,1276800,116.058826
"195",123,123.129997,121.290001,121.690002,1099200,116.547275
"196",122.209999,122.209999,116.650002,117.290001,2343200,112.333222
"197",119.43,120.669998,117.360001,119.75,1013200,114.689259
"198",119.93,120.610001,118.269997,118.489998,743300,113.482506
"199",118.059998,119.910004,117.129997,119.480003,431200,114.430673
"200",120.660004,120.660004,118.650002,119.639999,535400,114.583907
"201",120.089996,122.129997,119.769997,120.510002,683800,115.417143
"202",120.690002,122.279999,119.339996,119.43,678200,114.382783
"203",119.610001,123.57,119.43,123.519997,586400,118.299932
"204",123.75,125.279999,123.330002,124.849998,589100,119.767656
"205",124.360001,124.629997,122.980003,123.650002,502300,118.616508
"206",124.519997,127.889999,124.220001,126.629997,838300,121.475195
"207",126.889999,128.820007,125.93,128,723900,122.789429
"208",127.470001,130.190002,127.129997,128.589996,599200,123.355408
"209",128.820007,129.389999,125.07,125.489998,622000,120.381603
"210",125.379997,127.32,124.5,126.080002,534000,120.947589
"211",126.32,126.739998,122.489998,123.599998,582500,118.568541
"212",123.800003,125.25,123.07,124.480003,400800,119.412723
"213",123.440002,124.93,123.190002,124.309998,334300,119.249637
"214",125.169998,128.880005,125,128.389999,713800,123.163552
"215",127.459999,128.75,126.610001,128,475500,122.789429
"216",128.669998,129.940002,127.790001,129,553200,123.748721
"217",127.459999,127.940002,125.510002,127.379997,662400,122.194665
"218",127.879997,130.5,127.879997,128.490005,708000,123.259487
"219",130.199997,133.029999,129.820007,131.770004,642400,126.405965
"220",132,133.470001,131.009995,133,420900,127.585891
"221",132.759995,134.139999,131.740005,132.240005,297400,126.856834
"222",132.479996,132.729996,130.660004,130.990005,560000,125.657718
"223",131.679993,132.619995,130.839996,132.309998,374400,126.923977
"224",132.210007,132.429993,131.139999,131.559998,493500,126.204507
"225",131.639999,131.839996,130.070007,130.770004,650000,125.446673
"226",131.520004,132.399994,128.699997,129.289993,515300,124.026909
"227",129.240005,129.919998,126.870003,127.760002,439400,122.559201
"228",127.699997,129.100006,126.989998,128.270004,582000,123.048442
"229",127.279999,130.460007,126.800003,130.020004,709800,124.727203
"230",130.440002,131.449997,128.350006,129.610001,631100,124.33389
"231",129.589996,130.449997,128.889999,129.559998,326000,124.285923
"232",130.320007,133.229996,130.029999,132.690002,718200,127.288512
"233",132.779999,133.729996,130.419998,131.869995,418200,126.501886
"234",131.929993,134.660004,130.979996,134.580002,627000,129.101575
"235",134.869995,135.740005,133.190002,133.309998,488400,127.883269
"236",132.970001,134.149994,131.979996,132.25,419900,126.866421
"237",131.289993,132.380005,129.529999,131.360001,575400,126.012652
"238",131.490005,134.020004,131.490005,134.009995,434400,128.554771
"239",134.720001,136.5,134.050003,136.100006,660500,130.559703
"240",134.770004,135.550003,128.889999,130.210007,1658100,124.909471
"241",129.25,130.179993,127.75,128.619995,1008700,123.384185
"242",128.979996,133.419998,127.809998,129.389999,1698300,124.122845
"243",117.949997,122.199997,114.599998,114.699997,8424000,110.030837
"244",116.209999,118.550003,114.910004,118.32,3573900,113.503478
"245",118.419998,126.599998,118.419998,126.43,4497900,121.28334
"246",126.110001,127.860001,125.43,126.769997,3963800,121.609496
"247",126.120003,127.349998,121.379997,121.449997,3344200,116.50606
"248",122.5,123.5,120.739998,120.839996,1899000,115.920892
"249",119.25,124.589996,119.25,122.739998,1632500,117.743549
"250",122.300003,123.300003,120.389999,121.349998,1699300,116.410133
"251",122.239998,123.449997,121.949997,122.07,1628700,117.100824
"252",121.099998,121.879997,118.730003,119.489998,1491800,114.625848
"253",119.919998,122.809998,119.919998,121.830002,1075800,116.870596
"254",121,121.510002,119.32,119.629997,997500,114.760149
"255",120.279999,122.919998,119.68,120.459999,1097600,115.556363
"256",121.650002,122.769997,121.059998,122.480003,917700,117.494138
"257",120.989998,121.75,120.129997,120.57,1357500,115.661886
"258",120.57,122.400002,119.349998,122.260002,1336900,117.283092
"259",124,124.650002,122.75,124.040001,1397700,118.990632
"260",123.190002,127.120003,122.919998,126.160004,828300,121.024334
"261",127.349998,128.100006,126.410004,127.830002,752700,122.626351
"262",127.779999,129.460007,126.82,127.190002,868600,122.012404
"263",125.760002,128.179993,123.809998,127.949997,1800000,122.741461
"264",127.75,128.509995,125.129997,125.580002,951400,120.467943
"265",126.120003,127.25,125.5,126.209999,1109000,121.072294
"266",126.620003,130.029999,126.620003,129.899994,949500,124.612078
"267",129.779999,132.539993,128.490005,131.029999,1004600,125.889904
"268",131.119995,133.589996,131.029999,132.610001,887000,127.407925
"269",132.100006,134.570007,131.5,134.300003,713000,129.031632
"270",134.5,136.130005,133,135.539993,618500,130.222979
"271",135.179993,137.080002,134.770004,135.929993,532300,130.597679
"272",137.669998,140.289993,137.580002,139.190002,849600,133.729804
"273",137.059998,138.5,136.380005,137.610001,677400,132.211783
"274",135.369995,137.199997,133.240005,134.300003,895400,129.031632
"275",133.830002,135.110001,133.539993,134.039993,809800,128.781822
"276",134.929993,135.869995,133.899994,134.5,845700,129.223783
"277",134.740005,135.509995,133.300003,135.020004,699300,129.723388
"278",135.539993,135.539993,133.520004,134.770004,624600,129.483195
"279",134.729996,136.160004,133.809998,134.539993,878500,129.262207
"280",135.970001,138,135.339996,137.919998,580500,132.50962
"281",137.720001,138.710007,136.710007,138.199997,924500,132.778635
"282",139.410004,141.369995,138.970001,140.089996,1041100,134.594493
"283",140,140.220001,138.770004,139.389999,289000,133.921956
"284",137.889999,139.600006,137.399994,138.529999,383200,133.095691
"285",138.080002,138.5,136.149994,137.399994,594900,132.010015
"286",137.240005,137.309998,132.619995,133.029999,692700,127.811447
"287",133.610001,137.729996,133.460007,135.580002,988100,130.261418
"288",134.179993,135.929993,133.5,135.070007,851800,129.77143
"289",136.919998,136.919998,133,135.449997,910400,130.136513
"290",133.850006,134.869995,126.279999,126.599998,1862100,121.633686
"291",127.169998,129.669998,123.970001,129.520004,1635600,124.439144
"292",127.209999,128.669998,120.25,120.269997,1559300,115.552
"293",122.339996,125.510002,119.610001,124.519997,1867600,119.635279
"294",120.669998,123.900002,113.949997,114.160004,2416200,109.681692
"295",116.620003,120.279999,105.110001,119.849998,4792300,115.148477
"296",128.990005,132.300003,123.099998,125.279999,6254500,120.365467
"297",127.300003,132.380005,126.589996,130.550003,2543600,125.428738
"298",132.809998,139.089996,131.75,137.679993,2346700,132.27903
"299",138.449997,140.910004,137.100006,140.690002,1930300,135.170962
"300",139,141.710007,136.380005,137.589996,2026200,132.192564
"301",138.570007,138.990005,132.110001,133.740005,2017900,128.493602
"302",129.580002,129.619995,124.309998,126.940002,2349100,121.960352
"303",125.110001,129.729996,121,121.120003,2113800,116.368661
"304",122.980003,124.599998,119.410004,121.110001,1897200,116.359052
"305",121.099998,130.630005,120.089996,130.509995,2174600,125.390299
"306",129.839996,132.940002,128.779999,132.839996,1229700,127.628899
"307",133.389999,134.160004,128.910004,129.259995,1291900,124.189334
"308",128.149994,132.149994,127.139999,131.649994,1258800,126.485578
"309",132.860001,135.729996,132.740005,135.600006,1188800,130.280638
"310",134.910004,136.669998,133.869995,135.820007,980800,130.492009
"311",136.979996,139.729996,135.580002,137.110001,1279400,131.731397
"312",136.759995,139.179993,134.699997,135.75,907000,130.424747
"313",133.580002,135.289993,131.259995,131.830002,712700,126.658524
"314",127.459999,131.270004,126.190002,131.039993,1138300,125.899507
"315",132.929993,136.929993,131.710007,136.800003,707300,131.433561
"316",135.5,139.759995,135.429993,137.320007,1185400,131.933166
"317",135.270004,138.539993,132.509995,133.979996,1374700,128.724178
"318",132.5,135.830002,131.169998,134.949997,999300,129.656127
"319",135.029999,139,133.5,138.490005,845300,133.057267
"320",138.720001,145.160004,135.690002,143.220001,2016300,137.601713
"321",144.100006,148.539993,143.630005,147.860001,1871300,142.059692
"322",147.520004,148.490005,144.679993,147.369995,1667000,141.588909
"323",145.029999,151.699997,144.740005,150.520004,1588700,144.615348
"324",152.039993,154.619995,150.020004,151.770004,2042300,145.816313
"325",151.830002,153.279999,146.669998,146.830002,1283300,141.070099
"326",140.990005,145.100006,137.820007,143.699997,3154400,138.062879
"327",142.580002,147.149994,142.580002,146.529999,1016600,140.781864
"328",147,147.380005,142.289993,146.820007,1315300,141.060496
"329",150,152.389999,147.899994,148.770004,1356200,142.933998
"330",144.429993,147.479996,143.210007,143.559998,1731800,138.114046
"331",145.699997,145.929993,134,139.800003,1926000,134.496687
"332",137.210007,137.210007,129.080002,129.699997,2383900,124.779825
"333",126.910004,132.279999,125.639999,125.669998,1393000,120.902704
"334",123.779999,132.139999,121.300003,131.679993,1900000,126.68471
"335",131.029999,133.399994,128.610001,132.880005,1266300,127.839199
"336",135,141.690002,134.809998,141.289993,1712800,135.930155
"337",141.880005,143.660004,138.889999,141.050003,1400500,135.699269
"338",142.449997,145.679993,142.369995,144.820007,1035100,139.326258
"339",142.889999,144.460007,142.169998,143.279999,960700,137.844669
"340",144.660004,146.509995,143.839996,144.850006,1085400,139.355118
"341",143.339996,146.289993,143.320007,145.75,644400,140.220971
"342",147.669998,148.75,146.270004,148.220001,824500,142.597273
"343",148,148.550003,143.880005,144.270004,667200,138.797119
"344",146.050003,149.529999,139.080002,148.320007,1790900,142.693485
"345",147.559998,148.240005,143.289993,143.729996,957700,138.277596
"346",142.779999,146.699997,141.389999,145.279999,1116300,139.768799
"347",146.960007,150.770004,146.960007,150.740005,1225600,145.021681
"348",151.770004,159.369995,151.770004,157.550003,1581700,151.573341
"349",155.779999,156.889999,153.009995,153.610001,873300,147.782802
"350",155.190002,155.869995,150.029999,153.240005,987000,147.426843
"351",158.699997,161.429993,156.279999,159.270004,1493900,153.228094
"352",158.479996,162.979996,157.199997,162.070007,967000,155.921879
"353",160.679993,164.550003,158.770004,158.789993,1213000,152.766292
"354",154.350006,158.949997,153.75,157.309998,1328500,151.34244
"355",159.479996,160.550003,157.240005,159.539993,898200,153.487841
"356",157.619995,158.75,150.020004,157.389999,2413000,151.419407
"357",155.520004,158.419998,154.75,157.339996,936700,151.371301
"358",156.820007,159.229996,154,157.320007,958500,151.35207
"359",158.759995,160.399994,154.800003,159.050003,1621300,153.016438
"360",149.050003,151.820007,147,149.940002,3180300,144.252026
"361",152.100006,153.470001,148.309998,151.220001,1201400,145.483468
"362",153.190002,156.669998,150.850006,155.5,1006700,149.601105
"363",154.800003,157.570007,154.259995,156.110001,850100,150.187965
"364",155.860001,157.059998,153.820007,155.410004,888800,149.514522
"365",153.580002,154.940002,151.550003,152,935300,146.233877
"366",151.899994,152.589996,146.839996,148.220001,1490500,142.597273
"367",149.660004,149.720001,145.380005,146.220001,1061800,140.673143
"368",143.300003,144.009995,140.899994,143.039993,1315500,137.613768
"369",142.399994,143.679993,140.990005,142.179993,772600,136.786392
"370",140.089996,142.910004,138.080002,141.789993,985000,136.411187
"371",141.270004,142.050003,138.800003,138.800003,561000,133.534622
"372",143.320007,146.75,143.320007,145.339996,972900,139.826521
"373",143.490005,143.570007,139.75,140.660004,1736300,135.324064
"374",146.190002,146.850006,139.880005,141.860001,1602100,136.478539
"375",140.889999,143.990005,139.830002,143.320007,1591000,137.88316
"376",145.089996,148.080002,144.360001,144.710007,770900,139.22043
"377",147.300003,151.600006,146.5,150.149994,1650100,144.454051
"378",150.619995,152,149.520004,150.630005,1100200,144.915853
"379",150.669998,151.509995,148.190002,149.350006,924300,143.684411
"380",148.550003,150,145.649994,146.339996,807900,140.788586
"381",146.289993,147.990005,143.580002,147.179993,797000,141.596717
"382",145.300003,146.100006,143.470001,145.199997,785400,139.691832
"383",145.820007,146.539993,139.470001,141.009995,685300,135.660778
"384",140.25,140.639999,137.110001,138.880005,1191700,133.611589
"385",140,140.919998,137.570007,140.110001,761600,134.794925
"386",141.309998,141.940002,138.259995,139.130005,916400,133.852106
"387",139.660004,140.490005,135.720001,135.979996,800600,130.821592
"388",138.119995,138.5,136.460007,137.300003,875500,132.091525
"389",136.759995,137.380005,135.800003,136.619995,722300,131.437313
"390",136.919998,137.309998,135.350006,135.970001,464200,130.811977
"391",136.600006,139.350006,136.070007,139.300003,551200,134.015655
"392",138.830002,141.839996,137.660004,140.639999,354500,135.304818
"393",140.270004,141.050003,138.5,138.720001,466000,133.647712
"394",138.820007,139.460007,137.580002,138.399994,564100,133.339406
"395",138.380005,139.25,137.710007,138.080002,470500,133.031114
"396",140.839996,141.720001,136.919998,137.119995,751500,132.10621
"397",137.039993,144.210007,137.039993,142.880005,1027400,137.655605
"398",141.309998,142.550003,138,142.160004,1059100,136.961931
"399",141.699997,141.800003,139.789993,140.699997,578700,135.555309
"400",145.550003,147.5,144.259995,146.360001,1539000,141.008355
"401",145.729996,147.690002,141.820007,147.320007,1594000,141.933259
"402",144.080002,145.440002,143.089996,144.539993,999600,139.254896
"403",143.699997,144.639999,141.289993,144.440002,860200,139.158562
"404",143.470001,145.240005,143.220001,143.669998,503000,138.416712
"405",144.979996,145.649994,141.589996,142.190002,914600,136.990833
"406",142.550003,146.029999,140.699997,145.710007,922100,140.382128
"407",146.110001,147.100006,144.809998,146.669998,1310500,141.307018
"408",147.160004,147.820007,146.070007,146.940002,710800,141.567149
"409",145.910004,147.899994,143.039993,145.970001,770700,140.632616
"410",145.759995,151.990005,145.759995,150.729996,1439000,145.218562
"411",149.800003,152.470001,148.690002,151.729996,644800,146.181997
"412",151.729996,152.940002,149.130005,150.279999,609300,144.785019
"413",149.800003,152.380005,148.740005,151.520004,572700,145.979683
"414",150.5,151.389999,149.089996,151,724800,145.478693
"415",151.910004,153.119995,151.160004,152,905600,146.442128
"416",152.860001,154.660004,152.25,153.910004,1269800,148.282293
"417",153.169998,156,152.449997,153,667700,147.405563
"418",154.720001,156.869995,154,155.970001,797500,150.266967
"419",155.580002,157.809998,154.479996,157.410004,881200,151.654315
"420",157,158,154.509995,157.070007,1257900,151.326751
"421",170.710007,178.470001,170.020004,171.490005,5736700,165.219483
"422",171.600006,175.979996,168.199997,172.539993,2000900,166.231078
"423",169.949997,174.100006,169.949997,172.600006,1274700,166.288896
"424",173.050003,174.490005,171.259995,172.369995,853500,166.067296
"425",171.270004,174.869995,171,174.779999,891500,168.389178
"426",175,176,172.360001,172.619995,1022500,166.308154
"427",173.990005,176.470001,173.050003,174.429993,881400,168.051969
"428",174.990005,176.729996,173.960007,174.470001,643300,168.090515
"429",174.559998,174.970001,170.919998,172.580002,620500,166.269623
"430",172.089996,172.899994,171.289993,171.509995,896300,165.238741
"431",171.710007,173.850006,171.520004,173.240005,688900,166.905494
"432",173.479996,173.710007,172.339996,173.320007,567100,166.982571
"433",171.860001,176.25,171.25,174.460007,633500,168.080886
"434",174.339996,175.139999,172.949997,174.699997,419100,168.312101
"435",175.279999,176.100006,173.5,173.729996,643400,167.377568
"436",174.869995,178.309998,174.770004,177.910004,706000,171.404734
"437",177.5,178.190002,175.979996,176.610001,521900,170.152265
"438",176.199997,177.949997,175.110001,176.779999,543000,170.316048
"439",174.389999,174.389999,169.589996,170.509995,1362600,164.275306
"440",172.479996,172.740005,170.679993,171.339996,797700,165.074959
"441",172.839996,174.699997,172.149994,173.779999,662500,167.425742
"442",174.169998,177.380005,173.669998,176.389999,527800,169.940309
"443",176.949997,178.929993,176.190002,177.639999,516500,171.144602
"444",178.889999,180.169998,176.360001,179.869995,622000,173.293058
"445",181.380005,182.479996,177.779999,178.529999,730200,172.002059
"446",177.740005,178.710007,176.309998,178.050003,622100,171.539614
"447",178.050003,178.5,176.559998,177.75,744800,171.250581
"448",177.770004,177.990005,174.899994,176.600006,572800,170.142636
"449",177.690002,179.039993,175.039993,176.990005,764600,170.518375
"450",176.990005,177.949997,175.839996,176.580002,500500,170.123364
"451",174.479996,176.729996,174.339996,175.5,600900,169.082852
"452",175.979996,175.979996,171.259995,174.160004,511600,167.791853
"453",176.399994,177.539993,173.570007,177.139999,503900,170.662885
"454",177.110001,177.259995,175.559998,176.130005,436800,169.689821
