"","S.Open","S.High","S.Low","S.Close","S.Volume","S.Adjusted"
"1036",7.75,7.78,7.6,7.64,8648900,7.64
"1037",7.64,7.74,7.63,7.68,6626600,7.68
"1038",7.7,7.78,7.67,7.77,6830600,7.77
"1039",7.8,7.81,7.69,7.72,4932200,7.72
"1040",7.75,7.76,7.63,7.64,5809800,7.64
"1041",7.9,8.08,7.69,8,29043600,8
"1042",8.17,8.2,7.74,7.76,25066700,7.76
"1043",7.68,7.97,7.07,7.35,76639100,7.35
"1044",7.38,7.6,7.3,7.45,19882700,7.45
"1045",7.4,7.41,7.2,7.37,14769200,7.37
"1046",7.34,7.48,7.16,7.28,17148000,7.28
"1047",5.97,6.14,5.83,5.9,159400500,5.9
"1048",6,6.04,5.82,5.88,44891500,5.88
"1049",5.88,5.9,5.53,5.67,56022400,5.67
"1050",5.76,5.79,5.59,5.74,24546400,5.74
"1051",5.76,5.89,5.71,5.86,19977000,5.86
"1052",5.84,5.87,5.72,5.82,16586300,5.82
"1053",5.8,5.84,5.67,5.71,28152500,5.71
"1054",5.71,5.76,5.61,5.69,25722900,5.69
"1055",5.74,5.75,5.58,5.62,32819300,5.62
"1056",5.6,5.63,5.36,5.39,44402300,5.39
"1057",5.44,5.55,5.37,5.5,27300400,5.5
"1058",5.53,5.61,5.45,5.56,25151300,5.56
"1059",5.56,5.57,5.48,5.54,16134900,5.54
"1060",5.56,5.62,5.54,5.58,16345600,5.58
"1061",5.58,5.83,5.58,5.77,23669900,5.77
"1062",5.8,5.85,5.66,5.69,21250700,5.69
"1063",5.65,5.73,5.61,5.66,12943000,5.66
"1064",5.68,5.7,5.59,5.61,10933200,5.61
"1065",5.65,5.66,5.5,5.54,18318700,5.54
"1066",5.57,5.71,5.56,5.64,19888400,5.64
"1067",5.66,5.78,5.62,5.77,19913700,5.77
"1068",5.75,6.03,5.73,5.89,39989500,5.89
"1069",5.89,5.93,5.77,5.78,9500400,5.78
"1070",5.8,5.92,5.75,5.77,17701900,5.77
"1071",5.81,6.38,5.71,6.15,55028800,6.15
"1072",6.07,6.7,5.97,6.57,79388300,6.57
"1073",6.87,7.15,6.86,7,99785100,7
"1074",7.03,7.03,6.86,6.94,31784300,6.94
"1075",6.84,6.87,6.63,6.77,35811700,6.77
"1076",6.75,6.82,6.59,6.69,21509900,6.69
"1077",6.69,6.87,6.6,6.85,20242300,6.85
"1078",6.86,6.98,6.81,6.88,25873100,6.88
"1079",6.84,6.86,6.72,6.8,16726200,6.8
"1080",6.69,6.75,6.56,6.67,16190300,6.67
"1081",6.71,6.78,6.61,6.64,12497800,6.64
"1082",6.69,6.69,6.34,6.39,22828000,6.39
"1083",6.41,6.48,6.26,6.42,22994500,6.42
"1084",6.33,6.43,6.3,6.35,11169300,6.35
"1085",6.35,6.46,6.3,6.34,14601300,6.34
"1086",6.39,6.45,6.23,6.25,19948100,6.25
"1087",6.25,6.32,6.15,6.25,19933600,6.25
"1088",6.27,6.31,6.14,6.25,20725400,6.25
"1089",6.28,6.33,5.97,6,28118200,6
"1090",5.93,6.12,5.88,6.04,15247800,6.04
"1091",5.97,6.09,5.81,6.07,25385400,6.07
"1092",6.06,6.16,5.95,5.98,19244200,5.98
"1093",5.92,5.98,5.71,5.8,20459300,5.8
"1094",5.77,6.04,5.77,5.9,23797400,5.9
"1095",5.84,6.09,5.83,6.04,23114100,6.04
"1096",5.99,6.12,5.83,6.11,20419700,6.11
"1097",5.92,6.15,5.92,5.94,26995500,5.94
"1098",6,6.08,5.98,6.03,19864700,6.03
"1099",6,6.15,5.98,6.1,10771800,6.1
"1100",6.14,6.27,6.12,6.24,17437300,6.24
"1101",6.27,6.3,6.04,6.06,19744000,6.06
"1102",6.1,6.18,6.06,6.09,14043100,6.09
"1103",6.13,6.14,6.04,6.08,10993100,6.08
"1104",6.09,6.11,6.01,6.04,9300300,6.04
"1105",6.1,6.19,6,6.04,33202700,6.04
"1106",6.05,6.09,5.98,6,17347900,6
"1107",6.1,6.11,5.97,6,31505900,6
"1108",6.03,6.08,5.91,5.93,30141800,5.93
"1109",5.92,6.25,5.91,6.2,36218900,6.2
"1110",5.44,5.46,4.86,5.18,160674000,5.18
"1111",5.13,5.18,4.91,4.92,42666200,4.92
"1112",4.94,4.94,4.65,4.69,45511900,4.69
"1113",4.72,4.81,4.68,4.72,27541700,4.72
"1114",4.76,4.9,4.72,4.88,24858700,4.88
"1115",4.91,4.94,4.82,4.89,24425100,4.89
"1116",4.89,5.19,4.84,5,39086400,5
"1117",5.03,5.07,4.97,5,19349300,5
"1118",5.01,5.1,5,5.05,17303400,5.05
"1119",5.02,5.05,4.9,4.91,12922100,4.91
"1120",4.9,4.91,4.75,4.76,18401400,4.76
"1121",4.8,4.8,4.69,4.71,13312700,4.71
"1122",4.7,4.89,4.64,4.83,16682500,4.83
"1123",4.84,4.97,4.81,4.96,15188600,4.96
"1124",4.99,5,4.86,4.89,18811500,4.89
"1125",4.85,5.11,4.84,5.09,24804700,5.09
"1126",5.01,5.1,4.99,5.07,8418800,5.07
"1127",5.1,5.15,5.06,5.12,5499100,5.12
"1128",5.09,5.09,4.81,4.87,17489100,4.87
"1129",4.92,4.93,4.7,4.72,19925700,4.72
"1130",4.75,4.8,4.67,4.69,22007800,4.69
"1131",4.67,4.91,4.67,4.86,23306000,4.86
"1132",4.89,4.92,4.8,4.85,7812700,4.85
"1133",4.83,4.83,4.72,4.75,14878700,4.75
"1134",4.63,4.67,4.53,4.57,20678800,4.57
"1135",4.46,4.48,4.22,4.36,45011600,4.36
"1136",4.38,4.57,4.37,4.4,22763500,4.4
"1137",4.35,4.39,3.98,4.08,30614000,4.08
"1138",4.13,4.19,4.03,4.05,25001900,4.05
"1139",4.03,4.05,3.8,3.81,32316500,3.81
"1140",3.81,4.01,3.79,3.97,31239300,3.97
"1141",3.99,4.14,3.98,4.08,21307100,4.08
"1142",4.08,4.16,3.99,4.16,38906100,4.16
"1143",4.1,4.24,4.08,4.21,32116700,4.21
"1144",4.24,4.28,4.19,4.24,25045200,4.24
"1145",4.17,4.23,4.16,4.19,18107200,4.19
"1146",4.2,4.35,4.2,4.34,7850000,4.34
"1147",4.3,4.34,4.2,4.22,9571500,4.22
"1148",4.19,4.22,4.07,4.12,13880700,4.12
"1149",4.12,4.21,4.09,4.15,14459100,4.15
"1150",4.18,4.31,4.17,4.24,12840000,4.24
"1151",4.24,4.32,4.2,4.21,17368700,4.21
"1152",4.26,4.27,4.1,4.19,34281100,4.19
"1153",4.18,4.26,4.18,4.22,9979400,4.22
"1154",4.36,4.39,4.15,4.16,24722000,4.16
"1155",4.19,4.24,4.1,4.13,20447400,4.13
"1156",4.12,4.15,4.01,4.13,15522000,4.13
"1157",4.16,4.21,4.1,4.15,12247900,4.15
"1158",4.06,4.15,4.06,4.13,9636000,4.13
"1159",4.13,4.14,4.07,4.09,11259500,4.09
"1160",4.06,4.11,4.04,4.08,7767600,4.08
"1161",4.11,4.2,4.07,4.16,14805900,4.16
"1162",4.15,4.49,4.11,4.39,23174900,4.39
"1163",4.42,4.45,4.22,4.29,16807500,4.29
"1164",4.31,4.31,4.21,4.26,8858200,4.26
"1165",4.23,4.45,4.18,4.37,11738500,4.37
"1166",4.35,4.4,4.26,4.38,5561600,4.38
"1167",4.42,4.55,4.35,4.36,11945000,4.36
"1168",4.34,4.37,4.16,4.25,16507500,4.25
"1169",4.27,4.41,4.22,4.3,19985700,4.3
"1170",4.32,4.39,4.21,4.27,16748200,4.27
"1171",4.3,4.57,4.26,4.49,18907200,4.49
"1172",4.49,4.64,4.46,4.58,24683500,4.58
"1173",4.65,4.97,4.55,4.82,37897900,4.82
"1174",4.87,4.96,4.67,4.92,28295900,4.92
"1175",4.9,4.98,4.8,4.87,17824500,4.87
"1176",4.93,4.99,4.85,4.92,13181700,4.92
"1177",4.94,5.07,4.92,5.03,14411200,5.03
"1178",5.05,5.17,5.03,5.15,13905000,5.15
"1179",5.17,5.25,5.16,5.23,10384500,5.23
"1180",5.27,5.28,5.1,5.18,21079300,5.18
"1181",5.16,5.19,4.93,4.98,22181400,4.98
"1182",4.99,5.05,4.8,4.88,21010700,4.88
"1183",4.81,4.84,4.7,4.83,14217600,4.83
"1184",4.8,4.8,4.54,4.67,18313100,4.67
"1185",4.48,4.65,4.43,4.63,18112700,4.63
"1186",4.63,4.99,4.61,4.96,32525000,4.96
"1187",4.93,5.02,4.77,4.77,13984400,4.77
"1188",4.84,5.15,4.83,5.12,36986900,5.12
"1189",5.14,5.16,5.08,5.09,16689200,5.09
"1190",5.11,5.25,5.1,5.24,14895100,5.24
"1191",5.22,5.25,5.11,5.21,12088900,5.21
"1192",5.24,5.45,5.23,5.38,17228500,5.38
"1193",5.38,5.42,5.15,5.23,12288500,5.23
"1194",5.23,5.35,5.17,5.34,11605300,5.34
"1195",5.27,5.28,5.01,5.04,19808700,5.04
"1196",5.11,5.12,5.01,5.05,13442600,5.05
"1197",5.11,5.13,5.02,5.1,8418200,5.1
"1198",5.08,5.18,5.05,5.12,13547900,5.12
"1199",5.14,5.15,5.01,5.15,10899900,5.15
"1200",5.12,5.14,5.05,5.09,6820600,5.09
"1201",5.09,5.1,4.95,5.08,10023100,5.08
"1202",5.09,5.09,4.94,4.99,10928400,4.99
"1203",5.01,5.11,4.94,4.95,15839200,4.95
"1204",4.95,5.08,4.94,5.08,11208700,5.08
"1205",5.01,5.09,4.95,4.97,11811300,4.97
"1206",4.99,5,4.76,4.76,15188100,4.76
"1207",4.71,4.87,4.65,4.79,12227800,4.79
"1208",4.77,4.79,4.69,4.72,9546100,4.72
"1209",4.75,4.85,4.71,4.75,8845300,4.75
"1210",4.74,4.76,4.65,4.74,13094300,4.74
"1211",4.75,4.76,4.65,4.73,18877300,4.73
"1212",4.72,4.87,4.72,4.85,17193400,4.85
"1213",4.81,5,4.8,4.97,23280500,4.97
"1214",5.04,5.07,4.97,4.99,8044700,4.99
"1215",5,5.02,4.89,4.91,11331600,4.91
"1216",4.93,4.96,4.84,4.93,14737300,4.93
"1217",4.96,5.03,4.95,4.97,8723900,4.97
"1218",5.01,5.04,4.95,4.98,7508400,4.98
"1219",4.99,5.01,4.96,4.99,9307800,4.99
"1220",4.99,5.05,4.97,5.04,8621400,5.04
"1221",5.03,5.16,5.01,5.1,14239200,5.1
"1222",5.07,5.12,5.03,5.11,6661300,5.11
"1223",5.12,5.12,4.98,4.99,8643400,4.99
"1224",4.99,5.01,4.93,4.98,8403400,4.98
"1225",4.98,5.08,4.94,5.08,7081700,5.08
"1226",5.07,5.3,5.06,5.24,16034900,5.24
"1227",5.27,5.39,5.18,5.27,12333500,5.27
"1228",5.27,5.34,5.19,5.26,7916700,5.26
"1229",5.26,5.36,5.25,5.29,8753000,5.29
"1230",5.29,5.33,5.25,5.3,7086400,5.3
"1231",5.28,5.28,5.06,5.13,15291800,5.13
"1232",5.15,5.22,5.09,5.22,10981400,5.22
"1233",5.2,5.28,5.1,5.15,27307300,5.15
"1234",5.15,5.29,4.89,4.99,43900800,4.99
"1235",5.02,5.03,4.77,4.84,37950900,4.84
"1236",4.81,4.83,4.69,4.73,18994600,4.73
"1237",4.8,4.83,4.74,4.77,7590900,4.77
"1238",4.77,4.79,4.67,4.7,12457800,4.7
"1239",4.66,4.7,4.61,4.66,12126900,4.66
"1240",4.67,4.72,4.66,4.67,9970900,4.67
"1241",4.71,4.75,4.66,4.74,8680000,4.74
"1242",4.74,4.88,4.74,4.82,32851200,4.82
"1243",4.84,4.87,4.77,4.81,9011200,4.81
"1244",4.81,4.83,4.7,4.73,13339800,4.73
"1245",4.73,4.75,4.68,4.7,8664700,4.7
"1246",4.7,4.77,4.68,4.72,12053700,4.72
"1247",4.72,4.73,4.66,4.69,12861400,4.69
"1248",4.69,4.75,4.54,4.73,20255600,4.73
"1249",4.73,4.77,4.61,4.72,17311200,4.72
"1250",4.69,4.74,4.62,4.63,21297500,4.63
"1251",4.63,4.65,4.59,4.65,13087500,4.65
"1252",4.65,4.68,4.54,4.64,10410200,4.64
"1253",4.6,4.71,4.59,4.69,7194700,4.69
"1254",4.72,4.8,4.71,4.75,12426200,4.75
"1255",4.53,4.61,4.43,4.46,31582600,4.46
"1256",4.45,4.53,4.41,4.42,12704600,4.42
"1257",4.47,4.55,4.42,4.5,10722900,4.5
"1258",4.52,4.64,4.5,4.53,11924700,4.53
"1259",4.54,4.56,4.51,4.54,9615000,4.54
