"","GD.Open","GD.High","GD.Low","GD.Close","GD.Volume","GD.Adjusted"
"38",62.610001,63.200001,62.439999,62.669998,1561400,55.089899
"39",62.93,63.459999,62.720001,63.34,1584500,55.678862
"40",63.07,63.790001,62.889999,63.77,1617000,56.056853
"41",63.279999,64.019997,62.970001,63.779999,2403300,56.065642
"42",64.050003,64.400002,63.869999,64.32,1192700,56.540328
"43",63.630001,64.440002,63.09,64.089996,2083600,56.338144
"44",63.169998,63.18,61.02,61.32,2317600,53.903186
"45",60.279999,61.02,60.209999,60.720001,2083400,53.375759
"46",60.52,61.16,60.400002,60.669998,1895100,53.331804
"47",60.27,60.700001,59.75,60.419998,1551100,53.112042
"48",61.099998,62.790001,61.029999,62.34,2721300,54.799815
"49",62.549999,62.669998,62,62.490002,1825200,54.931673
"50",62.310001,62.349998,60.389999,60.619999,2418900,53.287852
"51",60.169998,60.509998,59.709999,60.23,2368000,52.945024
"52",60.139999,60.360001,59.240002,59.330002,1987600,52.153883
"53",58.450001,58.790001,57.619999,57.869999,2138400,50.870472
"54",57.509998,57.709999,56.27,56.990002,4329000,50.096912
"55",57.150002,57.720001,56.650002,56.830002,2066100,49.956265
"56",56.59,57.41,55.459999,57.369999,2812500,50.430948
"57",57.130001,57.529999,56.52,56.57,2045800,49.727711
"58",56.259998,56.43,55.68,55.869999,2418800,49.112377
"59",56.700001,58,56.23,57.779999,1940100,50.791357
"60",58.139999,58.959999,57.810001,58.950001,2034900,51.819845
"61",59.540001,59.990002,59.25,59.720001,1639300,52.496711
"62",59.240002,59.299999,57.720001,58.490002,2226000,51.415484
"63",58.799999,59.849998,58.59,59.490002,2807400,52.294531
"64",60,60.419998,59.259998,59.82,1839700,52.584615
"65",60.110001,61.25,59.849998,61.130001,2462300,53.736168
"66",61.759998,62.880001,61.759998,62.18,2813200,54.659167
"67",61.939999,62.07,61.150002,61.459999,2156100,54.026252
"68",61.02,61.299999,60.529999,61.27,2314000,53.859234
"69",61.169998,61.369999,60.869999,61.310001,1887000,53.894397
"70",61.52,62.810001,61.439999,62.689999,3122300,55.10748
"71",63.110001,63.73,62.349998,63.630001,1824500,55.933787
"72",63.610001,64.209999,63.25,63.610001,1347600,55.916205
"73",63.630001,63.919998,62.580002,62.869999,1642900,55.265709
"74",62.34,62.849998,61.860001,61.98,1484800,54.483357
"75",62.549999,63.75,62.549999,63.68,1270400,55.977738
"76",63.830002,63.959999,63.02,63.130001,1288500,55.494263
"77",63.25,63.349998,62.23,63.27,2395700,55.617329
"78",62.970001,63.189999,62.349998,63.060001,2165700,55.43273
"79",63.490002,64.599998,62.619999,62.810001,2454000,55.212968
"80",63.330002,63.43,62.380001,62.459999,1756900,54.905299
"81",62.419998,62.73,61.509998,61.75,1935500,54.281177
"82",62.389999,63.48,61.889999,63.41,2735600,55.740395
"83",63.139999,63.77,63.02,63.639999,2134800,56.315584
"84",63.810001,64.029999,62.799999,63.130001,1519500,55.864282
"85",63.139999,63.650002,62.689999,63.369999,1454000,56.076658
"86",63.48,63.529999,62.990002,63.130001,790100,55.864282
"87",62.970001,63.57,62.130001,63.369999,1415800,56.076658
"88",63.580002,64.519997,63.580002,64.059998,1554200,56.687244
"89",64.120003,64.199997,62.919998,63.169998,1760200,55.899676
"90",63.5,64.050003,62.900002,63.93,2961800,56.572208
"91",63.939999,64.480003,63.549999,64.370003,1271700,56.96157
"92",63.450001,63.669998,62.169998,62.959999,2166700,55.713846
"93",63.259998,64.349998,63.23,63.830002,1795000,56.483719
"94",64.169998,65.160004,64.169998,64.550003,1741500,57.120854
"95",64.540001,64.730003,64.040001,64.5,1218900,57.076606
"96",65.110001,65.129997,63.990002,64.059998,1762900,56.687244
"97",63.830002,64.43,63.43,64.089996,2025500,56.71379
"98",64.239998,65.529999,63.48,65.419998,3872300,57.89072
"99",66.32,67.879997,66.019997,67.779999,5072000,59.979105
"100",67.389999,68.129997,67.290001,68.120003,3459400,60.279977
"101",68.330002,68.849998,67.309998,67.860001,1852400,60.049899
"102",68.540001,69.099998,67.980003,67.989998,2069700,60.164935
"103",68.209999,68.769997,67.269997,67.949997,2405600,60.129538
"104",68.809998,69.300003,68.25,69.169998,2283900,61.209127
"105",69.099998,69.970001,68.900002,69.660004,1778300,61.642737
"106",69.139999,69.800003,68.959999,69.400002,1342900,61.412659
"107",69.529999,69.610001,68.900002,69.199997,1714000,61.235674
"108",69.059998,69.099998,67.980003,68.209999,1632100,60.359616
"109",67.720001,68,67.080002,67.419998,1976300,59.660537
"110",67.059998,67.18,66.25,66.5,1752400,58.846423
"111",66.589996,67.190002,66.220001,66.550003,1278200,58.890671
"112",66.040001,66.379997,65.080002,65.540001,2031300,57.996912
"113",65.589996,65.730003,64.830002,65.389999,1722100,57.864174
"114",65.919998,67.059998,65.440002,67.050003,2321900,59.333125
"115",67.089996,67.220001,66.239998,66.599998,1654900,58.934913
"116",66.300003,66.599998,65.57,66.260002,1482000,58.634047
"117",65.629997,66.620003,65.480003,66.480003,1896600,58.828728
"118",66.779999,68.470001,66.779999,68.019997,1924100,60.191481
"119",67.400002,67.699997,66.839996,67.120003,555800,59.395069
"120",66.510002,66.519997,65.050003,66.309998,2452500,58.678288
"121",65.82,66.589996,65.440002,66.089996,2141900,58.483607
"122",67.029999,67.809998,67.029999,67.620003,1712900,59.837523
"123",67.849998,68.400002,67.379997,67.800003,2093800,59.996807
"124",67.559998,67.870003,67.279999,67.580002,1844400,59.802126
"125",67.589996,67.800003,66.959999,67.629997,1998400,59.846367
"126",68.330002,69.129997,68.129997,68.730003,2380900,60.819772
"127",68.720001,68.769997,67.919998,68.470001,1532700,60.589694
"128",68.910004,69.18,67.959999,68.889999,2334000,60.961354
"129",68.910004,69.730003,68.779999,69.559998,1982900,61.554241
"130",69.709999,69.839996,68.529999,69.400002,2564000,61.412659
"131",69.18,70.389999,69.18,69.980003,2731000,61.925908
"132",69.699997,69.980003,69.260002,69.349998,1685800,61.368411
"133",69.760002,70.489998,69.309998,70.419998,1685600,62.315263
"134",70.32,70.5,69.730003,70.279999,2935600,62.191376
"135",70.389999,70.470001,69.629997,70.010002,1714700,61.952454
"136",70.18,70.720001,70.010002,70.190002,1255900,62.111738
"137",70.510002,70.529999,70.099998,70.529999,915700,62.412604
"138",70.370003,71.339996,70.309998,71.019997,1226000,62.846207
"139",70.830002,71.330002,70.519997,71.099998,1074900,62.917001
"140",71.110001,71.239998,70.440002,71.019997,1305800,62.846207
"141",71.110001,71.440002,70.769997,70.830002,1397600,62.678079
"142",70.540001,71.110001,70.32,70.769997,1385400,62.62498
"143",70.599998,71.330002,70.239998,70.959999,1454900,62.793115
"144",70.260002,70.57,69.870003,69.970001,2769300,61.917057
"145",70.230003,70.419998,69.449997,70.290001,2362800,62.200227
"146",69.959999,70.82,69.839996,70.610001,2379900,62.483398
"147",70.440002,71.989998,70.199997,71.389999,2030800,63.173626
"148",71.739998,72.300003,71.400002,72.010002,3318200,63.722271
"149",71.75,71.75,70.860001,71.18,1910000,62.987796
"150",71.449997,71.779999,71.019997,71.25,1902600,63.049739
"151",71.519997,71.900002,71.059998,71.160004,1187700,63.343494
"152",71.849998,72.150002,71.440002,71.779999,2041300,63.895386
"153",71.669998,72.279999,71.220001,72.18,1529000,64.25145
"154",72.379997,73.040001,71.610001,72.730003,3287800,64.741038
"155",72.160004,72.669998,71.860001,72.669998,2221100,64.687624
"156",72.489998,73.470001,72.470001,73.449997,2407700,65.381945
"157",73.699997,73.860001,72.879997,72.970001,1884600,64.954674
"158",72.459999,73.089996,72.269997,72.739998,1570400,64.749935
"159",72.68,74.279999,72.580002,74.169998,2882000,66.022858
"160",74.199997,75.190002,72.919998,74.639999,3572900,66.441232
"161",74.599998,76.5,74.599998,76.199997,3116400,67.829873
"162",76.050003,76.199997,73.849998,74.129997,2331000,65.987251
"163",74.25,75.410004,74.160004,75.400002,2152400,67.117753
"164",75.489998,76.129997,75.059998,76.029999,1233900,67.678548
"165",75.830002,76.75,75.769997,76.080002,1664900,67.723059
"166",76.440002,76.440002,75.32,75.660004,1438500,67.349195
"167",75.860001,75.980003,75.290001,75.620003,1319900,67.313588
"168",75.93,76.489998,75.720001,76.440002,1409500,68.043515
"169",77.040001,77.959999,76.639999,77.849998,1981000,69.298632
"170",77.580002,78.209999,77.18,77.900002,1711600,69.343142
"171",77.889999,77.900002,77.050003,77.260002,2082900,68.773443
"172",77.080002,77.720001,76.589996,77.449997,1332100,68.942568
"173",77.589996,77.650002,76.5,76.870003,1329800,68.426283
"174",76.410004,77.720001,76.080002,77.620003,1864500,69.0939
"175",77.699997,77.800003,76.220001,77.050003,1458400,68.586511
"176",76.769997,77.510002,76.57,77.300003,962300,68.80905
"177",77.849998,78.269997,77.690002,78.110001,1971300,69.530074
"178",77.300003,77.339996,75.949997,76.220001,1371300,67.84768
"179",76.040001,76.730003,74.889999,75.449997,1683900,67.162256
"180",75.540001,76.449997,75.129997,76.110001,1606600,67.749762
"181",76.290001,76.800003,75.559998,75.940002,1320000,67.598438
"182",76.269997,76.790001,75.93,76.120003,2031200,67.758666
"183",76.349998,76.870003,74.900002,75.07,1779500,66.824
"184",74.739998,75.440002,74.18,75.110001,1825200,66.859607
"185",75.860001,78.120003,75.860001,77.660004,2069300,69.129507
"186",76.129997,76.599998,74.879997,76.32,3654400,67.936694
"187",76.419998,77,75.07,75.449997,1941300,67.162256
"188",75.540001,76.879997,75.480003,76.559998,1479600,68.15033
"189",76.32,77.010002,75.809998,76.980003,1529800,68.5242
"190",76.160004,76.290001,75.160004,75.349998,1478000,67.073242
"191",75.550003,76.660004,74.370003,76.129997,1899900,67.767563
"192",75.43,75.93,74.650002,75.480003,1372500,67.188967
"193",73.510002,75.279999,73.309998,74.830002,2311400,66.610364
"194",74.769997,74.830002,73.220001,73.75,3142400,65.648994
"195",75,75.389999,73.57,73.959999,2936100,65.835926
"196",75.150002,75.279999,73.739998,74.379997,4492100,66.20979
"197",75.029999,76.440002,74.959999,75.709999,1397800,67.393699
"198",75.830002,76.279999,75.669998,76.040001,1375100,67.687452
"199",76.029999,76.620003,75.639999,76.230003,1185900,67.856584
"200",76.559998,76.980003,76.010002,76.849998,1006600,68.408476
"201",76.93,77.139999,76.339996,76.510002,1166500,68.105826
"202",76.589996,76.739998,75.720001,75.93,1570100,67.589534
"203",75.910004,76.5,75.559998,76.269997,1270900,67.892184
"204",76.709999,76.709999,75.519997,76,1876700,67.651845
"205",75.830002,76.989998,75.699997,76.559998,1646100,68.15033
"206",76.830002,78,76.730003,77.419998,1700300,68.915864
"207",74.699997,74.699997,72.120003,73.370003,11382300,65.310737
"208",73.25,74.889999,73.019997,74.599998,3090000,66.405625
"209",74.68,74.879997,74.099998,74.739998,2022400,66.952063
"210",74.660004,75.199997,74.269997,74.949997,1703500,67.14018
"211",75.239998,75.370003,74.269997,74.510002,1660000,66.746033
"212",74.440002,74.760002,73.559998,73.75,2040800,66.065223
"213",73.470001,73.589996,72.629997,72.919998,1756400,65.321708
"214",73.32,73.440002,70.980003,71.809998,2997300,64.32737
"215",71.440002,71.800003,70.93,71.459999,2316100,64.013841
"216",71.809998,72.379997,71.139999,71.879997,1994400,64.390075
"217",71.010002,71.190002,70.470001,70.790001,2118100,63.413657
"218",71,71.43,70.849998,71.059998,1443000,63.65552
"219",71.830002,72.730003,71.279999,72.370003,1424000,64.829022
"220",72.860001,72.860001,72.150002,72.25,1058800,64.721524
"221",72.349998,72.510002,71.949997,72.139999,944700,64.622985
"222",72.559998,73.150002,72.25,72.639999,1800000,65.070885
"223",72.919998,73.639999,72.260002,72.720001,1669200,65.142551
"224",72.419998,72.550003,70.540001,71.550003,3576700,64.094467
"225",71.760002,72.949997,71.730003,72.82,2066900,65.232129
"226",73.150002,74.25,73.059998,73.589996,2571000,65.921892
"227",73.419998,74.449997,73.169998,74.309998,1884600,66.566869
"228",74.400002,74.860001,73.639999,73.709999,2645600,66.02939
"229",73.360001,74.589996,73.040001,73.690002,2601600,66.011477
"230",74.510002,74.800003,73.93,74.440002,2408900,66.683327
"231",74.330002,75.07,74.059998,74.57,1381300,66.799779
"232",74.169998,74.800003,73.779999,74.489998,1966500,66.728113
"233",74.32,74.970001,74.160004,74.739998,1579000,66.952063
"234",74.610001,75.290001,74.330002,74.809998,1155200,67.014769
"235",74.739998,74.989998,73.730003,74.370003,1879600,66.620621
"236",74.220001,74.629997,73.660004,74.239998,1388300,66.504163
"237",73.980003,74.339996,72.860001,73.5,1586500,65.841273
"238",73.739998,74.300003,73.269997,74,1403900,66.289173
"239",74.529999,74.980003,73.760002,73.879997,2009300,66.181675
"240",73.800003,73.889999,72.860001,73.029999,1833400,65.420246
"241",72.220001,72.769997,71.379997,71.389999,2498000,63.951136
"242",71.540001,71.959999,70.800003,70.949997,2774700,63.556982
"243",70.800003,70.800003,70.169998,70.529999,2721300,63.180747
"244",70.290001,70.610001,69.830002,70.199997,2005500,62.885132
"245",70.529999,71.540001,70.459999,71.260002,2903000,63.834684
"246",73.190002,74.68,72.769997,74.220001,5001600,66.48625
"247",73.830002,74.139999,71.790001,71.800003,2946500,64.318417
"248",71.970001,72.5,71.349998,71.419998,2423400,63.978008
"249",70.529999,70.860001,70.040001,70.599998,2751300,63.243453
"250",70.410004,71.110001,70.32,70.699997,2139900,63.333032
"251",71.050003,71.150002,70.589996,70.660004,2269800,63.297206
"252",70.629997,70.849998,70.040001,70.400002,2010400,63.064296
"253",70.68,70.940002,70.059998,70.489998,1547100,63.144914
"254",70.169998,70.639999,69.199997,69.370003,2812100,62.141623
"255",69.690002,69.879997,69.230003,69.639999,1929700,62.383486
"256",70.330002,70.82,70.300003,70.440002,1634300,63.100129
"257",69.980003,71.07,69.949997,70.849998,3247600,63.467403
"258",71.080002,72.050003,70.849998,71.279999,1771800,63.852597
"259",71.879997,72.550003,71.480003,71.669998,1672700,64.201958
"260",71.269997,72.879997,71.220001,72.769997,1744000,65.187337
"261",73.019997,73.739998,73.019997,73.400002,1627800,65.751695
"262",73.080002,74.050003,73.010002,73.360001,1842600,65.715862
"263",72.459999,73,72,72.900002,2211500,65.303795
"264",72.879997,73.199997,72.059998,72.290001,2355400,64.757357
"265",72.470001,73.480003,72.199997,73.260002,1644600,65.626283
"266",73.459999,74.040001,73.300003,73.739998,1487500,66.056263
"267",73.82,73.989998,73.459999,73.900002,1527800,66.624242
"268",74.089996,74.980003,73.830002,74.519997,1481300,67.183196
"269",74.440002,75.93,74.339996,75.809998,1454400,68.346191
"270",75.540001,75.809998,74.419998,74.900002,1883200,67.525788
"271",75.029999,75.330002,74.489998,74.629997,1593100,67.282367
"272",75.43,75.639999,74.5,75.599998,2238000,68.156867
"273",75.050003,75.050003,74.300003,74.660004,1978400,67.309419
"274",73.900002,74.379997,73.580002,73.739998,1612200,66.479991
"275",73.519997,73.879997,72.900002,72.980003,1505200,65.794822
"276",73.400002,73.68,72.410004,72.650002,1321200,65.49731
"277",72.730003,72.739998,71.199997,71.370003,2359900,64.343332
"278",71.480003,71.480003,69.699997,70.360001,2593400,63.432769
"279",69.949997,70.129997,69.029999,69.459999,1773300,62.621376
"280",69.849998,70.029999,69.389999,69.93,2070600,63.045104
"281",70.620003,70.849998,69.660004,69.940002,2723000,63.054121
"282",70.260002,71.919998,70.07,71.57,1822300,64.523639
"283",71.610001,71.610001,70.720001,70.800003,1550800,63.829451
"284",70.480003,71.5,70.080002,71.150002,2185100,64.144991
"285",70.919998,71.089996,70.269997,70.32,1672200,63.396706
"286",71.019997,71.040001,68.160004,68.629997,3072500,61.873091
"287",68.540001,69.669998,67.660004,67.75,2606400,61.079734
"288",67.370003,68.629997,66.559998,68.139999,2525200,61.431336
"289",68.449997,68.449997,66.339996,67.510002,4057800,60.863364
"290",67.139999,68.050003,66.160004,66.160004,3024900,59.646279
"291",66.089996,66.5,64.730003,65.900002,2686000,59.411875
"292",64.620003,65.129997,63.169998,63.220001,3974000,56.995732
"293",64.059998,64.879997,62.66,64.440002,4895200,58.095619
"294",62.880001,63.720001,60.779999,60.799999,5830400,54.813989
"295",60.779999,62.560001,58.119999,62.419998,7067800,56.274492
"296",61.169998,61.169998,58.209999,58.380001,4580800,52.63225
"297",58.650002,62.34,58.580002,61.509998,3805200,55.454086
"298",62.119999,62.240002,60.82,61.18,3947800,55.156577
"299",61.84,62.830002,61.630001,62.77,2338200,56.590035
"300",61.470001,62.5,61.23,62.040001,1756000,55.931907
"301",62.299999,62.580002,61.040001,61.880001,2461500,55.78766
"302",59.889999,60.09,57.75,58.23,3686300,52.497016
"303",57.459999,58.860001,57.389999,57.470001,3800900,51.811843
"304",58.57,58.900002,57.900002,58.200001,2636800,52.469971
"305",58.389999,59.509998,58,59.509998,2238700,53.650994
"306",59.48,61.119999,59.34,61,1758400,54.994299
"307",61.32,61.689999,59.790001,60,1826700,54.092753
"308",59.619999,61.490002,58.709999,61.279999,1987300,55.246731
"309",61.950001,63.049999,61.880001,63.009998,1382600,56.806405
"310",62.959999,64.290001,62.299999,63.950001,2115900,57.65386
"311",64.43,64.889999,63.459999,64.080002,1744900,57.771062
"312",64.080002,64.660004,62.919998,63.099998,1657300,56.887544
"313",62.060001,62.060001,60.740002,60.939999,2223500,54.940205
"314",59.27,60.41,58.720001,60.299999,2616800,54.363216
"315",61.119999,61.849998,60.610001,61.349998,2647500,55.309838
"316",60.650002,61.630001,60.299999,60.400002,2276900,54.453373
"317",59.560001,59.790001,58.400002,59,2599200,53.191207
"318",58.59,58.950001,57.77,58.900002,2698400,53.101054
"319",58.970001,60.009998,58.450001,58.990002,2523000,53.182193
"320",59.330002,60.66,57.939999,59.860001,3188500,53.966537
"321",60.23,61.439999,60.209999,61.220001,2426700,55.19264
"322",61.75,61.75,60.200001,60.599998,4340900,54.633679
"323",59.669998,60.400002,59.299999,60.169998,2474900,54.246014
"324",60.43,60.650002,59.5,59.549999,2007000,53.687057
"325",59.799999,59.919998,57.220001,57.27,2595100,51.631533
"326",56.080002,56.200001,55.27,55.869999,3434000,50.369367
"327",53.970001,56.689999,53.950001,55.919998,2845400,50.414444
"328",56.490002,57.450001,56.049999,56.849998,2866500,51.252882
"329",57.59,59.16,57.59,58.290001,2511700,52.55111
"330",58.369999,58.950001,57.349998,57.439999,2081200,51.784794
"331",58.380001,59.240002,57.09,58.18,1766700,52.45194
"332",57.450001,58.360001,56.880001,56.889999,2432100,51.288945
"333",56.849998,57.720001,55.599998,55.669998,2220900,50.189058
"334",55.02,57.200001,54.720001,57.110001,3300000,51.487286
"335",56.779999,57.84,56.400002,57.709999,2513500,52.459943
"336",57.849998,58.970001,57.57,58.950001,1507100,53.587138
"337",59.439999,60.290001,58.959999,59.549999,2423800,54.132552
"338",60.560001,61.68,60.560001,61.68,1585400,56.068781
"339",61.189999,61.790001,61.139999,61.48,1769800,55.886975
"340",62.040001,63.220001,61.740002,62.52,1771900,56.832364
"341",61.900002,62.049999,60.91,61.810001,1325500,56.186955
"342",62.580002,62.740002,61.59,62.040001,1630900,56.396031
"343",61.860001,62.310001,60.790001,60.93,1736000,55.387011
"344",61.02,63.279999,60.349998,62.639999,1969300,56.941446
"345",62.700001,63.25,62.349998,62.470001,1809300,56.786913
"346",62.630001,63.459999,61.810001,63.150002,1996900,57.405051
"347",63.599998,65.330002,63.580002,65.32,3229700,59.377638
"348",65.279999,65.910004,64.949997,65.629997,1865700,59.659434
"349",65.239998,66.080002,64.599998,65.260002,2382600,59.323099
"350",66.419998,66.419998,63.560001,63.889999,4161900,58.077729
"351",65.559998,66.169998,64.32,65.610001,2695100,59.641257
"352",65.529999,66.25,65.029999,65.470001,2010100,59.513994
"353",64.970001,65.529999,64.190002,64.190002,2022500,58.35044
"354",62.790001,63.200001,60.790001,61.43,2959900,55.841524
"355",62.439999,62.619999,61.77,61.950001,2760300,56.314218
"356",62.470001,63.970001,62.470001,63.630001,2589200,57.841384
"357",63.150002,63.529999,62.470001,63.450001,1291900,57.677759
"358",63.25,64.279999,62.849998,64.199997,1341600,58.359526
"359",64.690002,65.169998,63.84,65.129997,1712500,59.204921
"360",63.650002,63.889999,62.720001,62.959999,1932300,57.232334
"361",63.900002,63.970001,62.939999,63.380001,1822500,57.614127
"362",64.300003,65.879997,64.300003,65.720001,1874700,59.74125
"363",65.5,66.379997,65.120003,65.309998,1676700,59.368546
"364",65.300003,66.349998,64.839996,65.989998,1408500,59.986685
"365",65.360001,65.589996,64.760002,65.019997,2504000,59.104927
"366",64.830002,64.830002,62.889999,63.419998,1714700,57.650486
"367",64.129997,64.129997,63.009998,63.84,2046600,58.032279
"368",62.84,63.310001,61.279999,63.07,2679200,57.332328
"369",63.130001,63.82,62.150002,63.619999,3633300,57.832292
"370",62.720001,62.75,60.599998,60.639999,2923200,55.123392
"371",60.77,62.150002,60.75,61.130001,913100,55.568817
"372",63.900002,64.349998,63.240002,64.059998,2506900,58.232262
"373",64.349998,64.550003,63.75,63.889999,1935700,58.077729
"374",65.849998,66.379997,65.519997,66.059998,3294800,60.050316
"375",66.07,66.949997,65.980003,66.5,1428200,60.45029
"376",66.870003,67.360001,65.629997,65.720001,2176900,59.74125
"377",66.830002,66.879997,65.330002,65.650002,2105500,59.677619
"378",65.709999,66.339996,65.529999,65.860001,1403500,59.868514
"379",65.199997,66.040001,64.699997,65.660004,1344600,59.686711
"380",65.410004,65.769997,63.98,64.150002,1694400,58.314078
"381",64.629997,65.279999,64.519997,65.07,1775400,59.150381
"382",64.589996,64.970001,63.549999,64.010002,1154800,58.186815
"383",64.510002,64.949997,63.189999,63.5,1404400,57.723209
"384",63.389999,63.759998,63.110001,63.209999,1197400,57.459591
"385",63.919998,64.110001,63.150002,63.299999,1576200,57.541403
"386",63.380001,64.389999,62.599998,63.200001,2748400,57.450502
"387",63.049999,63.889999,62.310001,62.459999,1140700,56.777821
"388",63.43,65.129997,63.419998,64.839996,1481700,58.941302
"389",64.800003,64.980003,64.059998,64.779999,1509100,58.886763
"390",64.980003,66.360001,64.709999,66.139999,1186500,60.12304
"391",66.220001,66.57,65.57,66.360001,883000,60.323027
"392",66.389999,66.790001,66,66.559998,651500,60.50483
"393",66.580002,66.879997,65.699997,65.949997,1137100,59.950323
"394",66.220001,67.019997,66.010002,66.919998,1091300,60.83208
"395",67.010002,67.290001,66.400002,66.410004,1008300,60.368481
"396",67.970001,68.57,67.839996,68,1683500,61.813831
"397",68.57,68.989998,67.889999,68.120003,1880800,61.922916
"398",67.75,67.809998,66.760002,67.400002,1677800,61.268416
"399",67.599998,67.760002,67.18,67.620003,1788100,61.468403
"400",67.830002,68.480003,67.290001,68.370003,2064900,62.150173
"401",69.699997,70.440002,68.989998,69.93,2779500,63.568253
"402",69.540001,70.190002,69.449997,70.089996,1282700,63.713694
"403",70.269997,71.089996,70.050003,70.940002,4528500,64.486372
"404",70.239998,70.970001,70.010002,70.599998,3780300,64.177299
"405",71.300003,71.830002,71.300003,71.449997,2438400,64.949971
"406",70.980003,71.690002,70.790001,71.620003,1779600,65.535604
"407",71.839996,72.440002,71.550003,72.209999,1267700,66.075478
"408",72.330002,72.660004,71.769997,72.470001,1984600,66.313392
"409",72.349998,72.889999,71.669998,71.739998,1744800,65.645405
"410",71.339996,71.839996,70.940002,71.339996,1899200,65.279385
"411",70.489998,71.760002,69.470001,71.57,3543700,65.489849
"412",70.580002,71.870003,70.389999,71.510002,1764100,65.434948
"413",71.260002,71.260002,70.25,70.349998,1413300,64.373491
"414",69.620003,69.82,69.029999,69.169998,2328000,63.293737
"415",69.629997,69.839996,68.870003,69.160004,1844900,63.284591
"416",69.82,69.910004,69.389999,69.709999,2805700,63.787863
"417",69.910004,70,69.25,69.739998,1374700,63.815313
"418",70.160004,70.93,69.970001,70.510002,1730800,64.519902
"419",70.120003,71.199997,70.029999,71.150002,1456700,65.105531
"420",70.82,71.459999,70.669998,71.300003,1283000,65.242789
"421",71.389999,71.730003,71.019997,71.589996,1660500,65.508147
"422",71.769997,71.82,70.75,70.849998,1561700,64.831014
"423",70.360001,70.57,70.160004,70.300003,1427800,64.327743
"424",70.690002,70.769997,70.07,70.120003,1802900,64.163035
"425",70,70.230003,69.099998,70.160004,1978600,64.199637
"426",70.220001,70.300003,69.559998,70.050003,1941600,64.098982
"427",70.160004,70.419998,69.75,70.419998,1253900,64.437544
"428",70.800003,71.040001,70.379997,70.879997,1115900,64.858465
"429",71.220001,71.809998,70.900002,71.129997,1327300,65.087226
"430",70.959999,71.18,70.239998,70.400002,1423200,64.419247
"431",70.529999,70.779999,70.089996,70.599998,1052600,64.602253
"432",70.800003,73.050003,70.800003,72.400002,1816100,66.249339
"433",72.260002,73.010002,71.739998,72.489998,1357400,66.33169
"434",72.580002,73.150002,72.410004,72.739998,1286100,66.560451
"435",73,73.669998,72.739998,73.230003,1841000,67.008829
"436",72.760002,73.360001,72.580002,72.93,1606000,66.734312
"437",72.82,73,72.43,72.650002,1057800,66.4781
"438",72.410004,72.610001,71.800003,72.5,1887800,66.340842
"439",71.639999,71.970001,70.690002,70.849998,2307300,64.831014
"440",70.949997,71.32,70.699997,71.25,1085400,65.197034
"441",71.860001,72.290001,71.480003,72.010002,1197900,65.892471
"442",72.07,72.290001,71.540001,71.779999,1129900,65.682008
"443",71.919998,71.919998,71.290001,71.739998,1181700,65.645405
"444",72.209999,73.120003,71.75,73.080002,1532000,66.87157
"445",73.080002,73.290001,72.769997,73.099998,1113500,66.889868
