"","LYB.Open","LYB.High","LYB.Low","LYB.Close","LYB.Volume","LYB.Adjusted"
"462",42.82,42.889999,42.259998,42.470001,1698600,36.54665
"463",42.490002,42.529999,40.720001,40.950001,3242800,35.238646
"464",41.810001,42.200001,41,41.220001,3356300,35.470989
"465",41.52,42.880001,41.290001,42.830002,3618500,36.856441
"466",42.66,44.439999,42.619999,44.07,4332400,37.923495
"467",44.419998,44.599998,43.59,44.279999,3779800,38.104205
"468",44.889999,45.150002,44,44.130001,3275000,37.975128
"469",43.98,44.279999,43.400002,43.869999,2153300,37.751388
"470",43.919998,44.709999,43.77,44.09,3038800,37.940706
"471",44.23,44.610001,43.889999,44.16,2261000,38.000942
"472",43.209999,43.950001,42.720001,43.75,2011800,37.648126
"473",43.59,44.259998,43.07,44.09,1959000,37.940706
"474",44.599998,45.369999,44.459999,45.18,2032600,38.878682
"475",44.630001,45.860001,44,45.529999,2352100,39.179866
"476",45.689999,46.130001,45.209999,45.73,4676100,39.351972
"477",43.950001,44.549999,41.779999,41.779999,9554100,35.952883
"478",42.380001,43.709999,41.900002,42.860001,5835800,36.882256
"479",42.779999,43.349998,42.130001,43.139999,3178400,37.123203
"480",43.25,43.27,41.09,41.25,4471500,35.496804
"481",41,41.52,39.240002,39.48,7864400,33.973668
"482",39.259998,40.009998,39.09,39.23,5300000,33.758536
"483",38.91,39.049999,37.669998,38.849998,5677800,33.431534
"484",38.720001,41.279999,38.369999,40.099998,7675500,34.507195
"485",40.869999,40.880001,39.779999,40.459999,6688800,34.816986
"486",39.990002,40.740002,39.869999,40.080002,3858400,34.489987
"487",39.599998,39.619999,38.830002,39.32,5081000,33.835984
"488",39.459999,40.130001,39.310001,39.740002,3906900,34.197408
"489",40.279999,40.540001,38.810001,39.220001,4560200,33.749932
"490",38.900002,38.919998,36.950001,36.959999,5529000,32.132854
"491",37.049999,38.02,36.779999,37.040001,4279900,32.202408
"492",37.099998,39.16,37.040001,39,2979400,33.906422
"493",39.43,39.720001,38.970001,39.259998,5605400,34.132463
"494",38.91,39.09,37.860001,38.959999,3671000,33.871645
"495",39.299999,39.77,38.349998,38.970001,3206600,33.880341
"496",39.130001,39.84,38.849998,39.599998,2099600,34.428058
"497",40.09,41.07,39.919998,40.889999,3912900,35.549579
"498",39.830002,40.02,38.919998,39.349998,2469800,34.210709
"499",39.529999,39.66,38.400002,39.459999,4627200,34.306343
"500",37.23,38.200001,37.040001,37.259998,5158900,32.393672
"501",37.290001,37.290001,35.970001,36.759998,2974500,31.958975
"502",36.41,37.630001,36.139999,37.52,4176500,32.619717
"503",38.110001,38.939999,37.790001,38.439999,4048700,33.419559
"504",39.360001,40.09,37.82,38,4350600,33.037027
"505",37.75,38.389999,36.970001,38.23,2480700,33.236987
"506",38.73,38.84,36.990002,37.060001,1763400,32.219796
"507",37.509998,38.099998,37.200001,37.830002,2234000,32.889231
"508",37.450001,38.349998,37.27,37.77,2907600,32.837066
"509",37.68,37.970001,37.07,37.599998,2861800,32.689267
"510",37.950001,39.150002,37.669998,38.939999,3270100,33.854257
"511",38.77,40.68,38.48,40.529999,3667800,35.236596
"512",40.75,41.91,40.599998,41.48,2858200,36.062522
"513",41.48,41.990002,41.040001,41.419998,2564800,36.010357
"514",41.439999,41.580002,39.169998,39.259998,4267100,34.132463
"515",39.869999,39.869999,38.59,39.619999,4051200,34.445446
"516",38.959999,39.290001,38.509998,39.119999,2140700,34.010748
"517",39.150002,39.919998,38.810001,39.529999,1802200,34.3672
"518",39.77,39.77,38.439999,38.900002,3174800,33.819484
"519",38.290001,38.869999,37.919998,38.619999,3221300,33.576051
"520",40.040001,40.41,39.549999,40.27,3822600,35.010555
"521",40.59,41.860001,40.349998,40.849998,3164900,35.514802
"522",40.939999,42.099998,40.939999,41.939999,1372600,36.462443
"523",41.82,42.599998,41.48,42.310001,2727600,36.784122
"524",41.790001,42.130001,40.77,41.150002,2397400,35.775623
"525",41.709999,41.939999,40.580002,40.810001,2986700,35.480029
"526",41.209999,41.529999,40.169998,40.470001,2625100,35.184434
"527",40.439999,40.509998,39.27,39.68,2778300,34.497611
"528",39.16,39.970001,38.439999,39.619999,2727500,34.445446
"529",40.02,41.310001,40,40.779999,2657000,35.453945
"530",40.549999,41.52,40.200001,41.209999,2711100,35.827785
"531",41.450001,42.02,40.93,41.970001,2256400,36.488527
"532",41.599998,42.560001,41.59,42.240002,2570700,36.723265
"533",42.389999,42.689999,41.860001,41.959999,2425500,36.479832
"534",41.049999,41.66,40.330002,41.599998,2194400,36.166849
"535",40.41,41.189999,40.029999,41.029999,2614700,35.671294
"536",40.959999,41.299999,39.740002,40.43,3699800,35.149658
"537",40.59,40.830002,40.049999,40.419998,1542200,35.140962
"538",41.380001,41.669998,40.099998,40.900002,4470200,35.558275
"539",43.450001,44.990002,42.889999,44.509998,8802700,38.696789
"540",44.689999,44.990002,44.32,44.580002,2787200,38.75765
"541",44.669998,44.93,44.34,44.529999,3146200,38.714178
"542",44.810001,44.810001,43.970001,44.23,2991300,38.45336
"543",43.73,44.709999,43.349998,44.41,3331300,38.609851
"544",45.459999,45.84,44.720001,45.369999,3401700,39.44447
"545",45.580002,46.689999,45.560001,45.959999,3691000,39.957413
"546",46.259998,47.040001,46.18,46.709999,2438900,40.60946
"547",46.099998,47.439999,46.09,47.209999,2725400,41.044158
"548",46.970001,47.439999,46.66,47.349998,2558800,41.165873
"549",46.970001,47.43,46.619999,47.279999,2195700,41.105015
"550",47,47.599998,46.610001,47.360001,2081700,41.174568
"551",47.48,48.150002,47.380001,47.549999,3439400,41.339752
"552",47.560001,47.93,47.16,47.77,2588400,41.53102
"553",47.970001,48.709999,47.779999,48.52,2076800,42.183067
"554",48.68,49.32,48.400002,49.240002,2187300,42.809033
"555",49.16,49.869999,49.099998,49.860001,2986200,43.348057
"556",49.959999,49.959999,48.939999,49.060001,2687800,42.652541
"557",48.700001,48.93,47.759998,48.580002,2142200,42.235232
"558",48.049999,48.330002,47.25,47.73,2338000,41.496244
"559",47.830002,48.32,47.66,47.900002,1938400,41.644043
"560",46.52,47.400002,46.310001,47.130001,2639400,40.974608
"561",46.740002,48.029999,46.610001,47.48,2961200,41.278895
"562",47.470001,47.720001,46.639999,47.290001,3057600,41.113711
"563",48.93,49.040001,48.470001,48.669998,12324900,42.674435
"564",48.990002,49.09,48.610001,48.84,4806500,42.823494
"565",47.799999,48.200001,46.880001,47.009998,41142800,41.218927
"566",47.110001,47.529999,46.66,46.970001,10549500,41.183857
"567",47.439999,49.419998,47.200001,48.459999,5913600,42.490305
"568",48.639999,49.709999,48.400002,49.459999,3160100,43.367117
"569",49.259998,50.02,49.23,49.330002,3123500,43.253134
"570",49.59,50.23,49.169998,49.400002,2210800,43.31451
"571",49.490002,49.720001,48.75,49.610001,2819600,43.49864
"572",49.59,52.349998,49.580002,51.919998,7525900,45.524073
"573",52.650002,53.77,52.18,53.419998,6534100,46.839291
"574",53.150002,53.200001,51.810001,51.98,3217300,45.576683
"575",51.869999,52.09,51.360001,51.939999,4171600,45.54161
"576",52.41,53.619999,52.220001,52.5,4732000,46.032626
"577",51.880001,52.619999,50.57,52.52,4663800,46.050163
"578",52.950001,53.209999,52.130001,52.369999,6893900,45.918639
"579",52.43,52.880001,51.57,52.040001,2775600,45.629293
"580",52.52,52.689999,50.689999,50.799999,4550800,44.542045
"581",50.98,51.18,50.150002,50.959999,3356800,44.682335
"582",51.23,52.209999,50.889999,51.880001,2210200,45.489003
"583",51.459999,51.790001,50.919998,51.66,2527700,45.296104
"584",52.060001,52.75,51.950001,52.200001,2844100,45.769583
"585",52.389999,52.91,52.02,52.91,3158200,46.392119
"586",52.990002,52.990002,52.099998,52.34,3184600,45.892336
"587",52.939999,53.369999,51.93,52,3639300,45.59422
"588",52.689999,53.18,52.450001,52.68,3932200,46.190452
"589",52.450001,52.5,51.990002,52.380001,1969700,45.927409
"590",52.41,52.560001,51.169998,51.220001,3021400,44.910308
"591",51.330002,51.459999,50.470001,50.700001,2428500,44.454365
"592",51.369999,51.889999,51.310001,51.349998,2672300,45.024291
"593",51.25,51.709999,50.580002,50.860001,3602800,44.594655
"594",50.919998,51.48,50.619999,51.419998,2848400,45.085667
"595",51.959999,55.380001,51.959999,54.360001,9418500,47.663497
"596",54.790001,55.759998,54.5,55.740002,4689300,48.873498
"597",55.349998,56,54.700001,55.23,3071400,48.426322
"598",55,55.09,54,54.330002,3232700,47.637193
"599",54.310001,55.549999,53.759998,55.470001,2880900,48.636758
"600",54.150002,54.27,52.5,53.029999,4477200,46.497335
"601",53.889999,54.759998,53.07,53.830002,4199600,47.198787
"602",54.330002,54.57,52.919998,53.400002,3619300,46.821758
"603",51.860001,55.630001,50.91,53.75,8962500,47.128641
"604",53.810001,54.040001,52.700001,53.389999,4680600,46.812988
"605",53.540001,55.25,53.509998,55.049999,5695100,48.268496
"606",53.599998,53.75,52.869999,53.060001,10595600,46.523642
"607",53.18,53.509998,52.740002,53.41,3529200,46.830525
"608",53.689999,54.09,53.259998,53.82,8930300,47.190017
"609",53.360001,53.360001,51.919998,52.779999,4930200,46.278132
"610",52.810001,53.139999,51.830002,51.919998,2221000,45.524073
"611",52.189999,52.189999,50.700001,50.849998,5490700,44.585885
"612",51.02,51.200001,50.450001,50.650002,2926400,44.410525
"613",49.720001,51.009998,49.110001,50.060001,5199300,43.893206
"614",50.68,50.68,49.040001,49.209999,5946300,43.147914
"615",46.18,46.610001,44.869999,45.41,6339300,42.539008
"616",45.5,47.040001,45.349998,46.869999,6006500,43.9067
"617",47.759998,48.110001,47.439999,48,5382700,44.965259
"618",48,48.099998,46.950001,47.549999,3610000,44.543709
"619",47.689999,48.529999,47.5,47.990002,2726500,44.955892
"620",48.400002,50.939999,48.029999,48.619999,1914000,45.546059
"621",48.349998,48.599998,47.549999,48,3504500,44.965259
"622",47.970001,48.150002,47.330002,47.549999,3792200,44.543709
"623",47.07,48.119999,46.860001,48.07,2783100,45.030833
"624",48.200001,49.02,48.150002,48.740002,4104000,45.658475
"625",49,49.939999,48.779999,49.73,7392200,46.585881
"626",49.889999,50.23,48.459999,48.880001,4396200,45.789623
"627",48.799999,49.82,48.73,49.759998,4102800,46.613983
"628",49,51.849998,48.77,51.849998,19056900,48.571846
"629",51.849998,52.150002,51.52,51.900002,5978200,48.618687
"630",52.48,53.860001,52.400002,53.810001,5393100,50.40793
"631",53.610001,54.740002,53.16,54.369999,4280600,50.932522
"632",54.560001,54.720001,53.630001,54.049999,4627000,50.632754
"633",54.400002,54.630001,53.82,54.02,3597400,50.604652
"634",54.02,54.25,52.810001,52.98,2586300,49.630404
"635",53.009998,53.970001,52.790001,53.790001,4282000,50.389194
"636",54.099998,54.77,53.810001,54.75,3251100,51.288498
"637",54.810001,55.110001,54.549999,54.900002,3091400,51.429016
"638",55.119999,55.25,54.77,54.849998,3289100,51.382174
"639",54.830002,55.57,54.41,55.560001,3457600,52.047288
"640",54.849998,55.220001,54.119999,55.139999,6381600,51.65384
"641",55.5,56.060001,55.16,55.860001,1752800,52.32832
"642",56.130001,57.049999,55.830002,56.490002,4722300,52.91849
"643",56.57,56.639999,55.189999,56.389999,2458600,52.824811
"644",55.91,56.389999,55.43,55.509998,2363700,52.000446
"645",55.450001,57.16,55.290001,57.09,2679300,53.480555
"646",58.41,59.59,57.939999,59.169998,4491100,55.429047
"647",58.419998,58.880001,57.349998,57.639999,3561500,53.995781
"648",58.009998,58.650002,57.889999,58.41,2963600,54.717099
"649",58.009998,59.150002,57.77,59.139999,2329800,55.400945
"650",58.93,59.799999,58.279999,59.740002,3778700,55.963013
"651",60.099998,60.169998,59.43,59.599998,2962700,55.831861
"652",60.189999,60.740002,59.549999,60.610001,3617100,56.778007
"653",60.720001,60.959999,60.200001,60.91,1993300,57.059039
"654",60.779999,61.419998,60.73,61.200001,3198300,57.330705
"655",60.93,61.650002,60.880001,61.34,2181400,57.461854
"656",61.02,61.07,60.259998,60.52,2614700,56.693697
"657",61.16,62.220001,61.02,62.130001,3670600,58.201908
"658",62.049999,62.59,61.529999,62.59,2672400,58.632824
"659",62.599998,62.700001,61.459999,61.470001,3583900,57.583635
"660",61.25,62.16,61.16,62.110001,4122200,58.183172
"661",62.259998,62.82,62.209999,62.52,2664000,58.56725
"662",62.91,62.970001,62.18,62.75,2332800,58.782708
"663",62.669998,62.689999,60.860001,61.240002,5244700,57.368177
"664",61.5,63.549999,61.5,63.259998,5482900,59.260462
"665",63.220001,63.549999,62.759998,63.02,2485300,59.035638
"666",62.560001,64.199997,62.200001,63.419998,4498800,59.410346
"667",61.900002,63.220001,60.32,61.369999,8406600,57.489956
"668",61.139999,62.43,61.040001,61.09,4986900,57.227659
"669",61.709999,62.27,61.220001,61.25,3935300,57.377544
"670",61.290001,61.490002,60.459999,61.060001,3376400,57.199557
"671",61.200001,61.75,60.369999,61.419998,2842100,57.536794
"672",61.560001,62.23,60.939999,62.110001,3317300,58.183172
"673",61.82,61.82,60.290001,60.540001,3176500,56.712433
"674",60.619999,60.889999,60.119999,60.509998,2779700,56.684328
"675",61.709999,63.299999,61.599998,62.299999,3862200,58.361158
"676",61.57,61.900002,61.060001,61.169998,9634700,57.3026
"677",61.189999,61.290001,59.880001,60.400002,7182900,56.581285
"678",60.84,61.18,60.380001,61.18,3519300,57.311969
"679",61.150002,61.400002,60.169998,60.259998,8481500,56.450133
"680",59.040001,59.310001,56.91,57.68,1058600,54.394318
"681",58.299999,59.32,57.970001,59.32,3972500,55.940896
"682",59.380001,59.68,56.970001,56.98,4838100,53.734192
"683",57.459999,57.720001,55.939999,56.84,7557200,53.602168
"684",57.009998,58.439999,56.5,58.200001,5336900,54.884697
"685",58.380001,59.459999,58.169998,58.619999,3648900,55.28077
"686",58.189999,60.639999,57.43,59.689999,5650000,56.289819
"687",59.470001,60.439999,58.75,60.439999,3376500,56.997096
"688",60.540001,61.419998,60.529999,60.77,4684700,57.308299
"689",61.900002,62.790001,61.41,62.52,4936700,58.958612
"690",62.720001,62.73,62.080002,62.130001,2085300,58.590829
"691",62.790001,63.849998,62.59,63.599998,3132600,59.977089
"692",63.32,63.830002,62.200001,63.73,3089700,60.099685
"693",63.77,64.400002,63.619999,64.080002,4514200,60.42975
"694",64.089996,64.519997,63.189999,63.299999,4699200,59.694179
"695",63.939999,65.349998,63.860001,64.769997,4700700,61.08044
"696",64.440002,65.690002,63.869999,64.010002,5085600,60.363738
"697",63.389999,64.059998,63.080002,63.75,3358000,60.118546
"698",63.73,64.459999,62.849998,64.010002,5836900,60.363738
"699",64.519997,65.669998,64.459999,65.419998,4508000,61.693415
"700",65.010002,65.690002,64.230003,64.410004,3722900,60.740953
"701",64.660004,64.93,64.25,64.5,2185500,60.825823
"702",64.910004,65.139999,63.189999,63.349998,3528700,59.74133
"703",63.740002,64,63.360001,63.450001,3756100,59.835636
"704",63.009998,63.52,62.57,63.369999,2227300,59.760192
"705",63.560001,64.150002,63.18,63.290001,2877400,59.684751
"706",63.09,63.169998,61.560001,61.75,3734600,58.232474
"707",62.43,62.610001,59.540001,59.84,6255400,56.431276
"708",59.77,59.799999,57.779999,58.650002,10159800,55.309064
"709",58.799999,59.32,58.610001,58.779999,3655200,55.431656
"710",57.669998,59.040001,57.110001,58.98,4232100,55.620264
"711",59.029999,59.099998,58.200001,58.799999,4337600,55.450517
"712",58.84,60.349998,58.689999,60.220001,3583700,56.78963
"713",60.419998,60.869999,59.919998,60.77,2354300,57.308299
"714",60.75,62.130001,60.549999,61.380001,3175700,57.883552
"715",61.07,61.200001,58.669998,59.459999,4362800,56.072921
"716",58.639999,58.709999,55.470001,55.509998,7147600,52.347928
"717",56.150002,57.549999,55.700001,57.330002,4901800,54.064257
"718",56.66,56.66,55.419998,56.099998,6444600,52.904319
"719",56.240002,56.349998,55.02,55.810001,4929300,52.630842
"720",56.25,58.009998,56.16,57.860001,4639600,54.564065
"721",58.150002,59.110001,57.369999,58.639999,2878100,55.299632
"722",58.889999,59.700001,58.689999,59.34,2779300,55.959758
"723",59.560001,60.560001,59.130001,60.330002,3638700,56.893365
"724",61.900002,63.27,60.77,60.919998,4978300,57.449753
"725",61.990002,62.240002,58.57,60.139999,4348200,56.714186
"726",60.389999,61.639999,59.68,61.459999,3344900,57.958993
"727",61.439999,61.490002,60.48,60.700001,3456000,57.242287
"728",60.549999,60.75,57.41,57.540001,5845600,54.262293
"729",57.959999,59.470001,57.330002,58.900002,5113500,55.544823
"730",60.169998,61.060001,60.07,60.950001,4445700,57.478046
"731",62.59,62.650002,61.23,62.650002,4331500,59.081208
"732",62.939999,63.799999,62.110001,63.279999,4320500,59.675318
"733",63.299999,63.52,61.91,62.84,3595700,59.260384
"734",62.66,62.91,61.369999,61.470001,5334000,57.968425
"735",61.110001,61.610001,60.41,61.549999,4563000,58.043866
"736",62.5,62.779999,61.34,62.299999,5771000,58.751143
"737",62.07,64.989998,61.990002,64.639999,6491800,60.957848
"738",64.419998,65.360001,64.360001,64.68,3677600,60.99557
"739",64.349998,66.199997,64.279999,66.110001,5269500,62.344112
"740",66.339996,67.32,65.739998,67.32,5283700,63.485185
"741",67.269997,67.449997,66.800003,66.949997,2870000,63.136259
"742",66.919998,67.279999,65.809998,65.849998,4137800,62.09892
"743",65.589996,67.050003,64.639999,65.07,3481700,61.363354
"744",64.800003,66.220001,62.709999,65.830002,4929900,62.080063
"745",65.260002,65.919998,64.849998,65.720001,2250300,61.976328
"746",66.739998,68.089996,66.32,67.18,4458900,63.35316
"747",66.540001,67.080002,65.720001,66.279999,3045700,62.504426
"748",66.25,67.589996,65.839996,66.790001,3137600,63.464135
"749",66.610001,68.07,66.010002,66.650002,6467400,63.331107
"750",66.82,67.370003,65.220001,67.309998,4076400,63.958238
"751",67.089996,68.459999,67.089996,67.68,4081400,64.309816
"752",67.410004,67.639999,65.400002,65.68,4468500,62.409408
"753",65.559998,66.580002,65.300003,66.400002,4045600,63.093556
"754",65.489998,65.599998,64.620003,64.870003,7591100,61.639745
"755",65.059998,65.839996,64.769997,65,3366200,61.763269
"756",64.230003,65.220001,63.669998,64.190002,3285900,60.993606
"757",65.040001,65.290001,64.029999,64.120003,2382100,60.927092
"758",64.050003,66.900002,64,66.589996,7208400,63.27409
"759",66.480003,68.110001,66.300003,67.419998,4428000,64.062761
"760",68.099998,68.529999,67.449997,68.139999,3489500,64.746909
"761",68.480003,69.449997,68.389999,68.809998,3209500,65.383544
"762",68.970001,69.419998,68.489998,68.610001,2692200,65.193506
"763",67.449997,68.160004,66.699997,67,3979700,63.663677
"764",67.540001,67.690002,65.230003,66.75,5077300,63.426126
"765",65.059998,65.75,63.889999,65.029999,4875000,61.791774
"766",65.690002,66.889999,65.690002,66.459999,3535800,63.150566
"767",66.949997,67.230003,65.580002,66.980003,3619100,63.644676
"768",67.699997,68.019997,67.07,67.5,4610100,64.138779
"769",67.449997,67.75,66.260002,66.260002,9611400,62.960528
"770",67,68.379997,66.07,66.279999,6962200,62.979529
"771",66.309998,66.699997,64.940002,65.410004,5823100,62.152856
"772",64.959999,66.610001,64.739998,66.5,1988000,63.188575
"773",67.330002,67.690002,66.709999,67.68,2870300,64.309816
"774",68.330002,68.620003,67.769997,68.300003,2207100,64.898945
"775",69,69.489998,68,68.970001,2485700,65.53558
"776",68.629997,69.919998,68.580002,69.809998,3841600,66.333748
"777",70.610001,70.639999,69.110001,69.389999,3655800,65.934664
"778",69.389999,70.18,68.779999,70,2900900,66.514289
"779",70.440002,71.330002,69.889999,70.889999,3633100,67.35997
"780",71.260002,71.279999,68.739998,69.260002,3074300,65.81114
"781",69.730003,70.019997,67.839996,67.940002,4318400,64.556871
"782",68.300003,68.620003,67.529999,67.540001,4580900,64.176788
"783",67.519997,68.879997,67.199997,68.410004,3750100,65.003468
"784",68.610001,69.050003,68.349998,68.459999,1821100,65.050974
"785",69.050003,69.260002,67.849998,67.900002,2511000,64.518862
"786",68,68.269997,67.230003,67.419998,2020600,64.062761
"787",67.410004,68.279999,67.389999,68.050003,2231400,64.661394
"788",69.830002,70.269997,66.5,67.400002,3382500,64.04376
"789",67.400002,68.029999,66.349998,67.720001,2935300,64.347825
"790",67.650002,69.470001,67.019997,68.919998,3626300,65.488067
"791",68.889999,69.470001,68.25,68.709999,2319400,65.288525
"792",68.300003,68.93,67.860001,67.989998,9263800,64.604377
"793",68,69.239998,67.739998,68.949997,4138500,65.516572
"794",68.940002,69.709999,68.919998,69.470001,3867000,66.010682
"795",69.370003,69.519997,68.370003,68.580002,4236700,65.165001
"796",68.389999,68.559998,67.959999,67.989998,3351900,64.604377
"797",68.75,69,68.239998,68.589996,3046500,65.174498
"798",68.769997,69.510002,68.139999,68.699997,2596500,65.279021
"799",68.419998,68.800003,68.050003,68.300003,3386100,64.898945
"800",68.480003,70.400002,68.120003,70.080002,3925700,66.590307
"801",70.169998,70.529999,69.550003,69.580002,2854600,66.115205
"802",69.349998,69.519997,68.18,68.339996,4126500,64.936947
"803",68.07,69,67.739998,68.870003,2948200,65.440561
"804",68.510002,69.300003,68.349998,68.519997,2247000,65.107984
"805",68.519997,68.599998,67.519997,68.239998,2535800,64.841928
"806",68.18,68.400002,67.669998,67.75,2283300,64.37633
"807",67.889999,69.959999,67.75,69.5,2325200,66.039187
"808",69.699997,70.190002,69.300003,70.120003,2065300,66.628316
"809",70.300003,71.040001,70.089996,70.120003,3131400,66.628316
"810",69.199997,69.620003,68.529999,68.790001,3209500,65.364543
"811",68.870003,69.699997,68.32,69.480003,2049400,66.020186
"812",69.25,70.669998,69.040001,70.300003,2661700,66.799354
"813",70.43,70.669998,69.779999,70.150002,2800100,66.656821
"814",71.190002,71.889999,69.800003,70.470001,4316300,66.960886
"815",69.230003,69.669998,68.940002,69.459999,6404900,66.001178
"816",69.400002,70.629997,69.239998,70.339996,4686800,66.837355
"817",70.629997,71,69.980003,70.32,3255000,66.818354
"818",70.349998,70.889999,70.260002,70.739998,2886600,67.217438
"819",71.309998,71.669998,70.82,70.900002,4361000,67.369475
"820",71.089996,71.089996,70.260002,70.730003,3891700,67.207942
"821",70.739998,70.949997,70.080002,70.190002,4248800,66.69483
"822",70.480003,71.230003,70.389999,71,3647000,67.464494
"823",71.959999,72.169998,71.160004,71.389999,4312500,67.835073
"824",71.639999,72.900002,71.410004,72.68,2937200,69.060837
"825",72.879997,73.519997,72.510002,73.370003,4927700,69.71648
"826",73.459999,75.669998,73,73.790001,5150700,70.596664
"827",73.889999,74.220001,72.93,73.029999,12059100,69.869552
"828",72.599998,72.949997,71.779999,72.629997,3255100,69.486861
"829",72.660004,72.970001,72.309998,72.419998,2537000,69.285949
"830",72.470001,73.400002,72.089996,72.919998,2448500,69.764311
"831",73.389999,74.230003,73.110001,74.010002,3188800,70.807144
"832",73.699997,74.220001,73.300003,73.389999,2364100,70.213973
"833",72.370003,73.589996,72.099998,73.230003,2032900,70.060901
"834",73.290001,74.110001,73.25,74.110001,1805000,70.902815
"835",73.760002,74.150002,72.919998,74.040001,2122700,70.835845
"836",73.940002,74.209999,72.57,73.980003,3364200,70.778444
"837",73.860001,75.470001,73.650002,75.389999,2933400,72.127421
"838",74.75,75.57,74.349998,74.580002,1764400,71.352477
"839",74.400002,74.449997,72.800003,73.169998,3140300,70.003492
"840",73.290001,73.339996,72.269997,72.730003,2939800,69.582539
"841",74.629997,75.309998,73.779999,75.089996,2726500,71.840401
"842",75.150002,76.129997,74.879997,75.970001,1822800,72.682323
"843",75.559998,76.080002,75.089996,75.709999,1990400,72.433572
"844",75.669998,76.040001,75.089996,75.190002,2472400,71.936079
"845",75.75,76.540001,75.209999,76.5,2543900,73.189385
"846",76.169998,77.739998,76.169998,77.57,1882000,74.213079
"847",77.639999,78.5,77.150002,77.910004,3210200,74.538369
"848",78.129997,78.5,77.730003,78.360001,2250300,74.968892
"849",78.220001,79.169998,78.07,78.760002,2174800,75.351583
"850",78.540001,79.339996,78,78.669998,2738600,75.265474
"851",78.860001,79.080002,77.889999,78.050003,2580800,74.67231
"852",78.080002,78.150002,75.639999,77.099998,3630700,73.763418
"853",77.190002,77.32,75.32,75.510002,4249300,72.24223
"854",73.029999,75.639999,72.529999,75.559998,6004000,72.290062
"855",75.959999,77.059998,75.029999,75.300003,2821100,72.041319
"856",75.290001,76.099998,74.599998,74.599998,3089700,71.371608
"857",74.260002,74.300003,73.599998,73.93,6373600,70.730605
"858",74.160004,74.529999,73.690002,74.489998,3461700,71.266368
"859",74.239998,74.629997,73.720001,74.300003,2836200,71.084595
"860",74.709999,75.370003,74.550003,75.169998,2712400,71.91694
"861",75.519997,76.010002,74.510002,74.809998,4737700,71.572519
"862",74.940002,75.5,74.629997,75.389999,3882000,72.127421
"863",75.400002,75.82,75.089996,75.620003,3104800,72.347471
"864",75.599998,75.900002,75.269997,75.330002,2408500,72.07002
"865",75.300003,76.57,75.220001,76.519997,3490600,73.208516
"866",76.889999,78.470001,76.660004,78.260002,3362400,74.873221
"867",78.239998,78.870003,78.169998,78.57,2660300,75.169803
"868",78.639999,79.290001,78.239998,78.470001,2095500,75.074133
"869",78.389999,78.620003,77.459999,77.650002,2947900,74.289619
"870",77.629997,78.110001,77.019997,77.510002,2700500,74.155678
"871",77.080002,78.220001,77.080002,77.760002,2569900,74.975236
"872",77.980003,79.339996,77.709999,79.290001,2354500,76.450442
"873",78.419998,78.519997,76.260002,76.550003,7441600,73.80857
"874",76.800003,77.559998,76.300003,76.339996,3745600,73.606084
"875",76.739998,77.82,76.599998,77.459999,2782300,74.685977
"876",77.75,78.190002,77.040001,77.18,1780100,74.416006
"877",77.440002,78.010002,76.769997,77.849998,2775600,75.06201
"878",77.449997,78,76.760002,77.120003,3398500,74.358157
"879",76.93,77.010002,75.5,76.559998,4103900,73.818207
"880",76.199997,76.360001,74.510002,75.150002,4283400,72.458706
"881",76.220001,76.959999,75.760002,76.550003,2320400,73.80857
"882",77,77.550003,76.339996,76.800003,3342000,74.049617
"883",76.830002,77.169998,76.629997,76.870003,1897300,74.11711
"884",77.300003,77.599998,75.290001,75.550003,2503000,72.844382
"885",76.5,78.260002,76.029999,76.5,3057900,73.760358
"886",76.709999,76.839996,76,76.190002,2229000,73.461462
"887",77.190002,77.830002,76.910004,77,2859000,74.242451
"888",76.709999,77.82,76.639999,77.629997,3256100,74.849887
"889",78.019997,78.519997,76.599998,78.440002,4491300,75.630884
"890",78.349998,78.949997,77.510002,77.959999,3258600,75.168071
"891",77.949997,78.709999,77.68,78.599998,4287600,75.78515
"892",79,79.099998,77.629997,78.080002,2684100,75.283776
"893",78.209999,79.269997,78.089996,79.169998,1168100,76.334737
"894",79.300003,79.669998,78.949997,79.330002,1633500,76.489011
"895",79.349998,79.57,79.110001,79.43,1035100,76.585428
"896",79.589996,79.769997,78.860001,79.449997,3309700,76.604708
"897",79.650002,80.330002,79.32,80.279999,1618600,77.404986
"898",80.050003,80.209999,77.900002,78.779999,4918500,75.958704
"899",78.949997,79.129997,78.330002,78.709999,1528500,75.891212
"900",79.059998,79.059998,77.709999,77.970001,3119200,75.177715
"901",78.160004,79.25,77.900002,78.940002,2730700,76.112978
"902",80.370003,80.419998,78.519997,79.730003,3419200,76.874687
"903",79.809998,80.82,79.779999,80.480003,3499600,77.597828
"904",80.650002,81.620003,80.019997,80.349998,2350400,77.472479
"905",80.419998,80.599998,79.629997,79.82,3218600,76.96146
"906",80.169998,82.18,80.050003,81.809998,3530400,78.880192
"907",82.019997,82.809998,81.760002,82.75,2785700,79.786531
"908",82.419998,82.970001,81.910004,82.220001,2352000,79.275512
"909",82.029999,82.099998,80.900002,81.400002,2520700,78.484879
"910",82.129997,82.610001,80.690002,80.949997,2860600,78.05099
"911",81.209999,81.43,78.910004,80.220001,5102600,77.347137
"912",80.190002,80.190002,76.489998,77.760002,10501700,74.975236
