"","SIAL.Open","SIAL.High","SIAL.Low","SIAL.Close","SIAL.Volume","SIAL.Adjusted"
"100",62.689999,63.66,62.130001,63.490002,860400,60.55278
"101",64,64.57,63.27,63.700001,668200,60.753064
"102",64.18,65.129997,64.18,64.43,639300,61.449292
"103",64.459999,64.599998,63.349998,64.330002,532300,61.35392
"104",64.940002,66,64.699997,66,1079600,62.946659
"105",66,66.010002,65.040001,65.339996,557400,62.317189
"106",64.980003,65.620003,64.980003,65.620003,537200,62.584242
"107",65.699997,65.910004,64.230003,64.550003,682800,61.563743
"108",64.660004,65.040001,63.900002,65.010002,522600,62.002461
"109",64.379997,65.639999,64.279999,65.599998,470300,62.565163
"110",65.230003,65.230003,63.849998,64.190002,440300,61.220397
"111",64.379997,64.760002,63.310001,63.560001,726900,60.619541
"112",63.209999,63.459999,62.009998,62.369999,836600,59.484592
"113",62.400002,63.080002,62.029999,62.59,612000,59.694415
"114",63.259998,64.519997,63.23,63.599998,563200,60.657688
"115",63.540001,64.519997,63.139999,64.519997,678400,61.535125
"116",63.93,64.720001,63.34,64.580002,456000,61.592354
"117",63.700001,63.740002,62.459999,63.18,692300,60.25712
"118",63.810001,65.25,63.77,64.489998,639600,61.506514
"119",63.959999,64.489998,63.610001,64.300003,207600,61.325309
"120",63.82,63.970001,62.240002,63.779999,536700,60.981101
"121",62.91,63.669998,62.639999,63.220001,672600,60.445679
"122",64.239998,65.25,64.169998,64.870003,636700,62.023272
"123",65.150002,65.580002,64.75,65.379997,761900,62.510886
"124",65.290001,65.620003,65.120003,65.519997,589300,62.644742
"125",65.400002,65.400002,64.699997,65.120003,349800,62.262301
"126",65.849998,65.970001,65.160004,65.25,454000,62.386594
"127",65.440002,65.849998,64.650002,65.139999,343100,62.28142
"128",65.68,65.910004,65.050003,65.699997,417200,62.816843
"129",66,66.370003,65.760002,66.239998,346500,63.333147
"130",66.300003,66.709999,66.139999,66.440002,710000,63.524375
"131",66.739998,66.959999,66.419998,66.580002,541600,63.65823
"132",66.32,66.790001,66.040001,66.379997,549300,63.467003
"133",66.190002,67.139999,65.910004,67.040001,407500,64.098043
"134",66.860001,67.019997,66.089996,66.75,1129900,63.820768
"135",67.110001,67.220001,66.360001,67.080002,499500,64.136288
"136",67.480003,67.760002,67.019997,67.160004,476400,64.212779
"137",67.32,67.650002,67.110001,67.400002,274100,64.442245
"138",67.419998,67.599998,66.839996,66.93,279400,63.992869
"139",66.910004,67.040001,66.379997,66.790001,402100,63.859014
"140",66.870003,67.129997,66.43,67,465100,64.059797
"141",67,67.300003,66.839996,67.230003,340700,64.279707
"142",67.470001,67.470001,66.580002,66.800003,345600,63.868577
"143",66.849998,66.849998,66.410004,66.559998,236300,63.639104
"144",67.099998,67.919998,67.099998,67.300003,637900,64.346635
"145",67.440002,67.540001,66.059998,66.57,554000,63.648667
"146",66.160004,66.300003,65.730003,65.970001,766400,63.074999
"147",66.080002,66.089996,65.260002,65.5,373600,62.625623
"148",65.650002,65.980003,64.519997,64.830002,441100,61.985027
"149",64.510002,64.739998,63.919998,64.580002,403600,61.745997
"150",64.800003,64.980003,64.279999,64.620003,554700,61.784243
"151",63.799999,65.059998,63.23,64.800003,727200,61.956344
"152",64.889999,65.059998,63.860001,64.150002,965500,61.334867
"153",63.939999,64.410004,63.59,64.410004,865700,61.583459
"154",64.300003,65.239998,64.300003,64.949997,521500,62.099756
"155",64.720001,64.919998,63.509998,63.970001,705100,61.162766
"156",64.040001,64.260002,63.32,63.580002,843300,60.789881
"157",63.73,64.169998,63.099998,63.299999,740000,60.522166
"158",63.549999,63.959999,63.07,63.549999,546000,60.761195
"159",63.290001,63.82,62.970001,63.82,747200,61.019347
"160",63.849998,64.559998,63.599998,64.339996,479500,61.516524
"161",64.190002,64.459999,63.619999,63.82,401000,61.019347
"162",64,64.169998,62.18,62.400002,553700,59.661663
"163",62.709999,64.209999,62.709999,63.650002,726400,60.856809
"164",63.990002,65.510002,63.810001,65.339996,675200,62.472641
"165",65.07,65.580002,64.290001,64.370003,519800,61.545214
"166",64.160004,64.589996,63.459999,64.129997,821800,61.315741
"167",63.939999,64.370003,63.25,63.529999,634900,60.742072
"168",63.549999,64.639999,63.439999,64.309998,669600,61.487842
"169",64.300003,65.480003,64.040001,65.440002,727700,62.568258
"170",64.720001,64.860001,60.939999,61.57,2777700,58.868085
"171",61.57,62.93,61.57,62.419998,1365400,59.680783
"172",62.200001,62.639999,61.939999,62.400002,762100,59.661663
"173",62.5,62.790001,61.959999,62.490002,618500,59.747714
"174",62.23,62.849998,62.060001,62.849998,492200,60.091913
"175",62.810001,63.32,62.630001,62.950001,675900,60.187527
"176",63.009998,63.849998,62.869999,63.700001,651300,60.904614
"177",63.57,64,63.220001,63.830002,877500,61.02891
"178",63.23,63.790001,62.52,62.57,922800,59.824201
"179",62.580002,62.939999,61.580002,62.279999,740800,59.546927
"180",62.400002,62.66,61.790001,62.25,706900,59.518245
"181",62.310001,63.240002,62.119999,62.889999,379300,60.304533
"182",63.029999,63.889999,63.029999,63.889999,536800,61.263422
"183",63.950001,64.260002,62.290001,62.299999,711000,59.738788
"184",62.16,63.34,62.080002,63.009998,590000,60.419599
"185",63.490002,64.809998,63.48,64.580002,765500,61.925058
"186",64.510002,64.739998,63.540001,64.339996,544000,61.694919
"187",64.699997,64.980003,62.369999,62.650002,811000,60.074402
"188",62.540001,63.860001,62.130001,63.419998,525600,60.812743
"189",63.110001,63.509998,62.169998,63.07,456000,60.477133
"190",62.16,62.549999,61.630001,61.849998,727400,59.307287
"191",61.599998,62.66,61.48,62.369999,358100,59.80591
"192",62.009998,62.529999,61.459999,62.240002,508800,59.681257
"193",60.34,61.869999,58.869999,61.509998,886100,58.981265
"194",61.25,61.25,60,60.689999,1039600,58.194976
"195",61.630001,62.18,61.02,61.299999,753500,58.779899
"196",62.040001,62.619999,61.66,62,1208300,59.451122
"197",62.860001,63.470001,62.169998,63.459999,1006500,60.851099
"198",63.439999,63.490002,62.959999,63.41,738100,60.803156
"199",63.34,63.509998,62.139999,63.310001,505100,60.707268
"200",63.740002,63.740002,62.68,63.32,610900,60.716855
"201",63.52,64.279999,63.34,63.419998,526300,60.812743
"202",63.73,63.959999,63.02,63.09,434800,60.496311
"203",63.02,64,62.599998,63.950001,446700,61.320957
"204",64.349998,64.489998,63.279999,63.889999,471100,61.263422
"205",63.91,64.360001,63.580002,63.639999,698800,61.0237
"206",64.019997,64.339996,63.68,63.939999,559500,61.311366
"207",64.07,65,63.93,64.879997,622700,62.21272
"208",64.68,66.089996,64.589996,65.760002,723500,63.056547
"209",66.230003,66.25,64.910004,65.370003,529200,62.682581
"210",65.290001,65.739998,64.459999,64.839996,371800,62.174364
"211",65.25,65.32,64.339996,64.82,311200,62.155189
"212",64.860001,65.120003,64.260002,64.360001,305600,61.714101
"213",63.779999,64.360001,63.470001,63.849998,512600,61.225065
"214",64.449997,64.480003,62.77,63.619999,477000,61.004521
"215",63.110001,64.010002,63.040001,63.619999,333900,61.004521
"216",64.019997,65.470001,63.779999,65.239998,884400,62.557921
"217",64.550003,65.059998,64.269997,64.730003,623700,62.068893
"218",64.870003,65.379997,64.690002,65.370003,310600,62.682581
"219",66.129997,66.970001,66.129997,66.739998,505400,63.996254
"220",66.599998,67.190002,66.599998,66.959999,452500,64.207211
"221",66.919998,67.529999,66.900002,67.269997,431800,64.504464
"222",69.959999,72.370003,69.68,70.389999,1400000,67.496201
"223",70.660004,70.970001,69.529999,70.519997,823600,67.620854
"224",70.620003,70.620003,69.709999,70.309998,744300,67.419488
"225",70.269997,70.93,70.239998,70.580002,859000,67.678392
"226",70.830002,71.330002,70.400002,70.529999,505100,67.630445
"227",70.580002,70.68,68.870003,69.519997,619700,66.661965
"228",69.43,69.800003,68.610001,69.139999,684700,66.29759
"229",68.860001,69.480003,68.010002,68.139999,701600,65.3387
"230",69.199997,69.699997,68.25,68.720001,417200,65.894858
"231",68.889999,69.239998,68.330002,69.150002,383200,66.30718
"232",69.209999,70.580002,69.089996,70.57,687300,67.668801
"233",70.410004,70.470001,69.389999,69.629997,885700,66.767443
"234",69.540001,70.260002,69.029999,70.129997,557000,67.246888
"235",70.07,70.209999,68.800003,68.879997,472800,66.048276
"236",68.849998,69.779999,68.400002,68.849998,463900,66.019511
"237",68.800003,69.019997,67.720001,68.470001,456500,65.655136
"238",68.540001,69.980003,68.120003,69.919998,459900,67.045522
"239",70.18,70.419998,69.610001,69.900002,434900,67.026347
"240",69.870003,70.18,68.769997,69.699997,567400,66.834565
"241",68.870003,68.879997,67.550003,68.260002,630100,65.45377
"242",68.290001,68.949997,67.639999,68.199997,362400,65.396231
"243",68.260002,69.110001,67.940002,68.870003,506100,66.038693
"244",68.669998,69.690002,68.389999,69.449997,533600,66.594843
"245",69.389999,70.160004,69.370003,69.760002,438700,67.065925
"246",70.5,70.809998,69.800003,70.290001,823000,67.575456
"247",70.050003,70.459999,68.669998,68.690002,558100,66.037248
"248",69.040001,69.449997,68.400002,68.910004,523400,66.248753
"249",68.029999,68.110001,67.349998,67.410004,588100,64.806682
"250",67.410004,67.889999,66.779999,66.839996,397200,64.258688
"251",67.25,68.07,66.959999,67.389999,748600,64.78745
"252",67.269997,67.419998,66.650002,66.93,512500,64.345216
"253",67.300003,68.849998,66.910004,68.510002,643200,65.864199
"254",68.160004,68.489998,67.129997,67.129997,586400,64.537489
"255",67.260002,67.559998,66.610001,67.050003,548700,64.460584
"256",67.650002,68.510002,67.650002,68.199997,447100,65.566166
"257",67.690002,68.099998,66.629997,66.769997,525100,64.191391
"258",66.900002,66.910004,65.580002,66.230003,571400,63.672252
"259",67.190002,67.379997,66.519997,66.57,733500,63.999118
"260",66.540001,67.849998,66.540001,67.650002,288100,65.037411
"261",68.010002,69.300003,67.830002,69.199997,513900,66.527547
"262",69.089996,69.639999,68.690002,68.809998,508600,66.152609
"263",68,68.889999,67.160004,68.82,632500,66.162225
"264",69.019997,69.139999,68.5,68.760002,899800,66.104544
"265",68.809998,69.75,68.089996,69.330002,469000,66.652531
"266",69.5,71.230003,69.379997,70.989998,710500,68.24842
"267",71.389999,71.849998,70.82,71.669998,610900,68.902159
"268",71.910004,73.599998,71.290001,73.379997,1169200,70.546119
"269",73.540001,74.269997,73.07,74.239998,679700,71.372907
"270",74.110001,74.43,73.739998,74.150002,718800,71.286386
"271",74.110001,75.209999,73.970001,74.839996,692100,71.949734
"272",75.529999,76.160004,75.209999,75.809998,812300,72.882275
"273",75.150002,75.809998,74.620003,75.690002,763300,72.766914
"274",74.699997,74.940002,73.57,73.739998,1008100,70.892217
"275",73.919998,74.540001,73.5,73.709999,615100,70.863376
"276",74.330002,74.650002,73.599998,73.800003,567200,70.949904
"277",73.949997,74.32,72.660004,73.010002,663400,70.190413
"278",73.32,73.379997,72.580002,73.220001,667400,70.392302
"279",72.870003,73.050003,71.379997,72.019997,784900,69.238641
"280",72.900002,73.940002,72.650002,73.790001,687400,70.940289
"281",73.470001,73.610001,72.699997,72.790001,446600,69.978908
"282",73.230003,74.57,73.040001,74.519997,551300,71.642092
"283",74.589996,74.589996,73.43,73.529999,424500,70.690328
"284",72.989998,74.559998,72.910004,73.699997,855000,70.853761
"285",71.32,71.639999,69.589996,70.150002,1286800,67.440863
"286",70,70.050003,68.040001,68.160004,985400,65.527717
"287",68.410004,68.629997,67.269997,67.389999,569000,64.78745
"288",66.93,67.830002,66.529999,67.099998,749700,64.508649
"289",67.68,68.010002,65.75,66.480003,655200,63.912597
"290",66.169998,66.550003,63.869999,63.900002,819200,61.432233
"291",63.889999,64.43,62.34,64.339996,748800,61.855236
"292",63.07,63.93,60.889999,60.91,1016600,58.557703
"293",61.779999,62.34,58.860001,60.950001,1289000,58.596159
"294",59.400002,60.48,56.18,56.650002,1566900,54.462223
"295",57.049999,60.389999,56.360001,60.330002,1633800,58.000104
"296",59,60.130001,57.939999,57.990002,1917500,55.750473
"297",58.599998,62.759998,57.950001,61.91,1297800,59.519084
"298",62.369999,63.700001,61.700001,63.169998,826300,60.730422
"299",63.41,64.620003,63.110001,64.550003,784500,62.057132
"300",63.720001,64.889999,63.279999,63.939999,761200,61.470686
"301",63.939999,64.919998,62.630001,63.169998,1011100,60.730422
"302",61.43,62,59.130001,59.580002,1592500,57.279069
"303",58.669998,60.810001,58.650002,58.970001,995600,56.692626
"304",60.18,60.389999,58.68,58.889999,885800,56.615714
"305",59.080002,61.150002,58.799999,60.299999,1508300,57.97126
"306",60.299999,61.759998,60.110001,61.59,664300,59.211442
"307",61.84,61.990002,59.900002,59.990002,1013700,57.673235
"308",59.540001,61.880001,58.950001,61.73,840800,59.346035
"309",62.439999,63.98,62.299999,63.98,542100,61.509142
"310",63.630001,64.779999,63.279999,64.360001,729400,62.049036
"311",64.739998,65.779999,64.050003,64.389999,849100,62.077957
"312",64.419998,65.089996,63.23,63.330002,715400,61.056021
"313",62.09,63.049999,61.810001,61.990002,699400,59.764136
"314",60.130001,61.740002,59.75,61.610001,814500,59.397779
"315",62.209999,62.720001,61.939999,62.720001,755500,60.467923
"316",62.57,62.68,60.66,60.830002,903500,58.645788
"317",60.23,60.459999,58.77,59.18,1493400,57.055033
"318",58.59,59.439999,57.599998,58.77,891900,56.659755
"319",59.07,59.98,58.490002,59.849998,769200,57.700973
"320",60.150002,63.110001,60.060001,62.459999,1746700,60.217257
"321",63.029999,63.779999,62.419998,63.73,949400,61.441656
"322",64.129997,65.650002,63.759998,64.739998,1395400,62.415388
"323",63.599998,64.010002,62.450001,63.57,845800,61.287401
"324",63.580002,65.139999,62.889999,64.400002,802000,62.0876
"325",64.169998,64.699997,62.110001,62.139999,608100,59.908748
"326",60.560001,60.560001,59.02,59.990002,1118200,57.83595
"327",59.799999,61.16,59.110001,60.41,619900,58.240867
"328",60.759998,62.889999,59.91,62.860001,911400,60.602896
"329",64.360001,66.669998,63.889999,64.870003,1029000,62.540725
"330",65.190002,65.529999,62.66,62.75,605100,60.496845
"331",64.089996,65.019997,62.360001,63.509998,648600,61.229554
"332",62.779999,63.849998,61.779999,61.790001,1005100,59.571317
"333",61.290001,62.75,60.290001,60.740002,1064600,58.559019
"334",59.849998,62.419998,59.34,62.310001,957700,60.072645
"335",62.5,63.630001,61.619999,63.389999,611500,61.113864
"336",63.529999,64.550003,62.380001,64.32,546100,62.010471
"337",62.48,63.759998,61.279999,62.509998,1671100,60.265461
"338",62.509998,64.989998,62.509998,64.989998,714300,62.656412
"339",64.860001,65.529999,64.5,65,507500,62.666055
"340",65.389999,65.519997,64.629997,64.809998,1099800,62.482875
"341",64.489998,64.779999,63.77,64.650002,427800,62.328624
"342",65.330002,65.43,64.449997,65.419998,626800,63.070972
"343",65.209999,66,64.120003,64.5,526300,62.184008
"344",64.650002,66.900002,63.790001,66.559998,537300,64.170038
"345",66.290001,66.610001,65.110001,65.360001,642200,63.013129
"346",65.589996,65.900002,64.25,65.489998,507900,63.138458
"347",66.5,68.300003,66,68.290001,935100,65.837922
"348",68.300003,69.919998,67.720001,69.790001,679500,67.284062
"349",69.540001,69.919998,66.199997,66.410004,1172800,64.02543
"350",67.940002,68.059998,64.059998,65.699997,1166600,63.340917
"351",67.620003,69.230003,67.309998,68.889999,902200,66.416376
"352",68.559998,68.559998,67.529999,67.779999,740200,65.346232
"353",66.93,67.610001,65.459999,65.480003,806200,63.128823
"354",63.25,64.809998,63,63.459999,1024400,61.18135
"355",63.939999,64.660004,63.259998,63.599998,1144500,61.316323
"356",64.300003,64.589996,63.459999,64.279999,1177800,61.971906
"357",63.889999,64.040001,62.919998,63.580002,790700,61.297044
"358",63.919998,63.919998,62.450001,63.48,790200,61.200633
"359",64.010002,64.809998,63.490002,64.620003,630000,62.299702
"360",63.34,63.549999,61.75,61.869999,940400,59.648442
"361",62.889999,62.959999,61.459999,61.990002,953500,59.764136
"362",62.799999,63.740002,62.549999,63.560001,631300,61.277762
"363",63.169998,63.630001,62.48,62.900002,486900,60.641461
"364",62.91,63.93,62.52,63.580002,549800,61.297044
"365",63.009998,64.120003,62.540001,62.59,802000,60.34259
"366",62.080002,62.5,60.099998,60.529999,780900,58.356557
"367",60.540001,60.849998,59.689999,60,1323400,57.845589
"368",59.34,60.52,58.860001,59.810001,967100,57.662413
"369",59.810001,60.830002,59.599998,59.889999,586000,57.739538
"370",58.639999,59.549999,58.599998,59.009998,857300,56.891135
"371",58.709999,59.700001,58.669998,58.889999,317200,56.775445
"372",60.630001,61.759998,60.48,60.939999,1007400,58.751835
"373",60.950001,61.689999,60.549999,61.060001,643900,59.041921
"374",63.150002,64.940002,63.060001,64.809998,1398200,62.667977
"375",65.089996,65.68,64.269997,64.709999,737000,62.571283
"376",65.459999,65.690002,64.190002,64.419998,446800,62.290867
"377",65.68,66.089996,64.849998,65.470001,647500,63.306167
"378",65.559998,66.239998,65.330002,65.519997,454700,63.35451
"379",65.370003,66.339996,64.75,66.010002,577200,63.82832
"380",65.419998,65.690002,64.599998,64.82,550400,62.677648
"381",64.879997,66.459999,64.68,65.949997,603900,63.770298
"382",65.089996,65.160004,63.439999,63.950001,624400,61.836404
"383",64.059998,65.019997,62.59,62.959999,620400,60.879122
"384",62.700001,62.759998,61.360001,61.700001,782400,59.660768
"385",62.560001,62.619999,61.529999,62.349998,485300,60.289283
"386",62.82,63.98,62.380001,63.150002,1024900,61.062845
"387",63.299999,64.110001,62.66,62.91,866400,60.830776
"388",63.990002,65.580002,63.919998,65.019997,564500,62.871035
"389",65.089996,65.25,63.330002,63.450001,1240700,61.352929
"390",63.709999,63.709999,62.779999,62.790001,734200,60.714743
"391",63.09,63.099998,62.48,62.860001,598300,60.782429
"392",62.84,63.48,62.66,63.02,250000,60.937141
"393",63.029999,63.049999,61.599998,61.779999,435500,59.738122
"394",61.880001,62.77,61.880001,62.549999,445300,60.482673
"395",62.599998,62.799999,62.209999,62.459999,371400,60.395648
"396",63.959999,64.669998,63.330002,63.470001,644300,61.372268
"397",63.259998,63.549999,62.57,62.82,541200,60.74375
"398",62.759998,63.189999,61.779999,63.119999,553300,61.033834
"399",61.970001,63.470001,61.959999,62.34,849200,60.279615
"400",62.509998,62.68,61.68,61.849998,675600,59.805808
"401",62.57,63.630001,62.540001,63.419998,445900,61.323918
"402",63.43,64.050003,63.23,64,343500,61.88475
"403",64.339996,65.75,63.880001,65.230003,800900,63.074101
"404",65.040001,65.129997,63.75,64.169998,774800,62.04913
"405",65.18,65.220001,64.550003,64.940002,556600,62.793685
"406",65,66.190002,64.75,66.089996,699700,63.905671
"407",66.379997,66.660004,65.889999,66.620003,598500,64.41816
"408",66.610001,66.989998,65.900002,66.93,752000,64.717912
"409",66.730003,67.730003,65.989998,67.510002,601700,65.278744
"410",66.93,68.980003,66.839996,68.519997,915900,66.255358
"411",68.129997,70.25,67.949997,70.209999,954400,67.889504
"412",71.089996,71.089996,67.949997,68.220001,989700,65.965277
"413",68.120003,68.639999,67.709999,68.260002,1021800,66.003956
"414",67.43,68.379997,67.199997,68.290001,402200,66.032963
"415",68.559998,68.760002,67.099998,68.040001,525600,65.791226
"416",69.040001,69.860001,68.639999,69.540001,788700,67.24165
"417",69.459999,69.860001,69.25,69.489998,463200,67.1933
"418",70.330002,70.949997,70.089996,70.769997,473600,68.430993
"419",70.400002,71.209999,70.379997,70.970001,460100,68.624388
"420",70.779999,71.550003,70.57,71.32,635200,68.962818
"421",71.279999,71.529999,70.93,71.510002,736300,69.146541
"422",70.900002,71.889999,69.68,70.5,1485500,68.16992
"423",69.160004,69.779999,69,69.519997,907000,67.222307
"424",70.279999,71.150002,69.519997,70.809998,537200,68.469672
"425",70,70.32,69.68,70.32,508100,67.995869
"426",70.870003,71.160004,70.540001,70.910004,553400,68.566373
"427",71,72.019997,70.93,71.910004,533200,69.533322
"428",71.739998,72.089996,71.389999,71.959999,581900,69.581665
"429",71.989998,72.269997,71.139999,71.559998,406500,69.194884
"430",71.540001,72.279999,71.339996,71.93,561600,69.552658
"431",72.029999,72.5,71.650002,72.400002,464700,70.007125
"432",72.5,72.800003,71.93,72.599998,587900,70.200512
"433",72.010002,72.910004,71.629997,72.739998,351100,70.335885
"434",72.760002,72.970001,72.239998,72.790001,413200,70.578293
"435",71.629997,72.709999,71.5,71.790001,735900,69.608678
"436",72.209999,72.669998,71.339996,71.660004,594400,69.48263
"437",71.760002,72.290001,71.349998,71.910004,527200,69.725034
"438",71.559998,71.769997,71.139999,71.620003,454700,69.443845
"439",70.970001,71.209999,69.839996,70.480003,705400,68.338484
"440",70.870003,70.870003,70.400002,70.57,412600,68.425746
"441",71.199997,71.57,70.730003,71.5,364300,69.327488
"442",71.620003,71.910004,71.269997,71.610001,340300,69.434147
"443",71.440002,71.730003,70.809998,71.139999,258900,68.978426
"444",71.550003,72.129997,71.07,72.089996,611900,69.899558
"445",72.010002,72.239998,71.559998,71.879997,252600,69.695939
"446",71.900002,72.949997,71.669998,72.900002,416800,70.684951
"447",72.790001,73.779999,72.699997,73.410004,989100,71.179457
"448",72.959999,74.089996,72.879997,73.529999,382000,71.295806
"449",73.129997,73.150002,72.709999,73.010002,260300,70.791609
"450",72.860001,73.120003,72.129997,72.75,312500,70.539507
"451",72.220001,72.25,71.139999,71.889999,330100,69.705638
"452",72.239998,72.68,71.260002,72.540001,377700,70.335889
"453",73.339996,74.07,73.129997,74.07,420300,71.819399
"454",74.309998,74.309998,73.830002,74.080002,598300,71.829097
"455",74.089996,74.260002,72.940002,73.510002,711600,71.276417
"456",73.230003,73.330002,72.199997,73,696600,70.781911
"457",73.629997,73.629997,72.080002,73.059998,1043400,70.840086
"458",73.230003,74.589996,72.970001,74.43,632100,72.168461
"459",74.07,74.410004,73.330002,74,501800,71.751526
"460",74.089996,74.089996,72.440002,73.07,417200,70.849784
