"","CHRW.Open","CHRW.High","CHRW.Low","CHRW.Close","CHRW.Volume","CHRW.Adjusted"
"93",71.900002,72.830002,71.800003,72.360001,1216600,65.136356
"94",72.699997,72.720001,71.739998,72.400002,1048100,65.172363
"95",72.529999,72.550003,71.849998,72.519997,685800,65.280379
"96",72.720001,73.32,72.620003,72.779999,1325800,65.514426
"97",72.440002,73.129997,71.830002,71.980003,1699100,64.794293
"98",69.580002,71.709999,69.150002,71.489998,1570600,64.353205
"99",71.050003,71.330002,69.870003,70.18,1899400,63.173983
"100",70.050003,70.870003,69.949997,70.480003,1205800,63.444037
"101",70.57,71.389999,70.290001,70.489998,973100,63.453034
"102",71.040001,71.349998,70.68,71.089996,693500,63.993135
"103",71.050003,71.239998,69.709999,70.540001,1369300,63.498045
"104",71.18,72.389999,70.919998,72.25,1509400,65.037336
"105",72.300003,72.459999,71.410004,71.790001,944500,64.623258
"106",71.370003,72.309998,71.32,72.169998,751600,64.965321
"107",72.169998,72.32,70.860001,71.190002,779000,64.083157
"108",71.370003,71.550003,70.410004,70.690002,1153000,63.633072
"109",70.309998,71.889999,70.25,71.800003,1137700,64.632262
"110",71.330002,71.699997,70.720001,71.199997,834500,64.092154
"111",71.610001,72.080002,71.239998,71.400002,698100,64.272192
"112",71.059998,71.239998,70.160004,70.82,1110100,63.750092
"113",70.690002,71.25,70.290001,71.080002,1130400,63.984138
"114",71.589996,72.919998,71.32,72.25,1185300,65.037336
"115",72.300003,72.849998,72.07,72.849998,1095100,65.577437
"116",72.440002,73.230003,72.080002,72.879997,718200,65.604441
"117",72.269997,72.400002,71.699997,72.330002,656100,65.109352
"118",72.809998,74.580002,72.699997,74.220001,1240600,66.810674
"119",73.860001,74.379997,73.699997,74.110001,323300,66.711654
"120",73.949997,74.07,72.940002,73.519997,1544800,66.18055
"121",72.949997,74.169998,72.870003,73.709999,2224300,66.351585
"122",74.529999,75.5,74.269997,75.059998,1414600,67.566814
"123",75.050003,75.82,74.849998,75.809998,1385400,68.241942
"124",75.650002,76.419998,75.459999,76.349998,751800,68.728035
"125",76.32,76.480003,75.75,75.940002,1398600,68.358968
"126",76.459999,76.75,76.050003,76.43,1192200,68.80005
"127",76.440002,77.18,76.18,77.150002,1110400,69.448174
"128",77.330002,78.059998,77.080002,77.760002,1288400,69.997279
"129",77.949997,78.209999,77.239998,78.120003,1058400,70.584581
"130",78.360001,78.489998,77.709999,78.07,897100,70.539401
"131",78.339996,78.709999,78.019997,78.459999,736300,70.891782
"132",78.290001,79.209999,78.209999,78.519997,1169100,70.945992
"133",78.370003,79.559998,78.110001,79.199997,1195200,71.825674
"134",78.599998,79.480003,78.110001,79,2765000,71.644299
"135",79.139999,79.290001,78.25,79,1301700,71.644299
"136",79.279999,80.610001,79.110001,80.029999,959900,72.578394
"137",79.889999,80.239998,79.559998,79.910004,842100,72.469572
"138",79.68,80.07,79.519997,79.709999,637700,72.28819
"139",79.5,80.059998,79.300003,79.760002,536900,72.333537
"140",79.760002,80.230003,79.209999,79.690002,675200,72.270055
"141",80,81.019997,79.620003,80.5,1035400,73.004633
"142",80.5,80.629997,79.730003,80.080002,839700,72.623741
"143",79.919998,80.489998,79.639999,80.190002,1182100,72.7235
"144",80.910004,82.050003,80.910004,81.510002,1718400,73.920594
"145",80.32,80.870003,80.050003,80.449997,1758900,72.959286
"146",79.209999,80.489998,79.160004,79.879997,1984100,72.442359
"147",79.790001,80.260002,79.190002,79.639999,1618600,72.224708
"148",79.910004,80.349998,79.160004,79.559998,1782400,72.152155
"149",79.239998,79.830002,78.699997,79.580002,1533300,72.170296
"150",79.709999,80.089996,78.940002,79.510002,764600,72.106814
"151",79.910004,79.949997,79.540001,79.75,616500,72.324466
"152",79.620003,79.959999,79.120003,79.379997,596800,71.988914
"153",79.32,79.660004,78.82,78.879997,1479100,71.535469
"154",79.059998,79.489998,78.970001,79.330002,924700,71.943574
"155",79.010002,79.010002,77.389999,77.720001,1618500,70.483481
"156",77.82,78.5,77.419998,77.800003,1154200,70.556034
"157",78.050003,78.050003,77.209999,77.620003,1008100,70.392793
"158",77.739998,78.120003,77.290001,77.75,731300,70.510686
"159",77.360001,77.879997,76.82,77.830002,1093800,70.583239
"160",77.849998,78.370003,77.459999,78.120003,903600,70.846238
"161",77.849998,78.139999,77.660004,77.739998,1391100,70.501615
"162",77.980003,78.080002,75.900002,76.029999,1670600,68.950835
"163",76.110001,77.279999,75.849998,77.089996,1224400,69.912136
"164",77.43,78.639999,77.269997,78.199997,1725300,70.918784
"165",75.199997,78.199997,73.699997,73.739998,5322600,66.874056
"166",73.599998,75.07,73.57,74.440002,2037200,67.508883
"167",74.400002,74.400002,73.309998,74.059998,1373000,67.164261
"168",74.050003,74.370003,73.389999,74.110001,1132300,67.209608
"169",74.019997,74.080002,73.010002,73.57,1389700,66.719886
"170",73.309998,74.080002,73.080002,73.919998,816100,67.037296
"171",73.349998,74.75,73.349998,74.599998,1004800,67.653982
"172",74.110001,75.370003,73.900002,75.07,1527000,68.080221
"173",75.080002,75.470001,73.870003,73.910004,1348800,67.028233
"174",73.940002,74.370003,73.529999,74.050003,1098500,67.155197
"175",74.099998,75.510002,73.879997,74.919998,929700,67.944186
"176",74.639999,75.449997,74.519997,75.010002,758800,68.02581
"177",75.010002,75.440002,74.790001,74.989998,1359900,68.007668
"178",74.449997,74.5,71.529999,71.709999,2409700,65.033071
"179",71.730003,72.129997,70.330002,70.699997,1958800,64.11711
"180",70.919998,72.25,70.839996,71.809998,1758200,65.123758
"181",71.980003,72.599998,71.449997,72.550003,1191300,65.794862
"182",72.709999,72.900002,72.18,72.389999,1197600,65.649756
"183",72.660004,72.660004,70.32,70.870003,1290900,64.271287
"184",70.529999,71.860001,70.459999,71.410004,1212400,65.027099
"185",71.949997,73.919998,71.93,73.860001,1671800,67.258106
"186",73.639999,73.779999,72.139999,72.839996,1087300,66.329273
"187",73.279999,73.279999,70.919998,72.220001,1258400,65.764696
"188",72.25,73.68,72.080002,73.339996,979200,66.784581
"189",73.050003,73.870003,72.580002,73.610001,987600,67.030452
"190",72.889999,73.639999,71.720001,72.699997,1185100,66.201788
"191",72.559998,73.25,71.839996,72.75,606000,66.247321
"192",72.269997,72.510002,71.480003,72.32,815600,65.855756
"193",70.559998,72.129997,70.540001,71.75,1532000,65.336705
"194",71.410004,72.059998,70.599998,71.089996,1455000,64.735695
"195",72.489998,72.970001,71.339996,71.790001,829100,65.373131
"196",72.620003,73.029999,72.269997,72.660004,1377600,66.165369
"197",73.550003,73.949997,73.330002,73.669998,844600,67.085086
"198",73.050003,73.730003,70.940002,71.550003,3206700,65.154585
"199",71.440002,71.610001,70.839996,71.419998,1965300,65.0362
"200",71.720001,72.309998,71.389999,72.199997,1183500,65.74648
"201",72.510002,72.889999,71.889999,72.519997,1620700,66.037877
"202",72.489998,72.809998,72.330002,72.650002,1568600,66.156261
"203",72.599998,73.290001,72.120003,73.099998,942200,66.566036
"204",73.419998,73.790001,73.019997,73.110001,920700,66.575144
"205",73.07,74.199997,72.82,74.129997,1121200,67.503969
"206",74.550003,75.370003,74.519997,74.900002,1280700,68.205147
"207",75.279999,75.809998,74.879997,75.639999,880500,68.879001
"208",75.449997,75.919998,74.809998,75.43,1118400,68.687773
"209",75.93,76.050003,75.080002,75.620003,814100,68.860792
"210",75.360001,75.620003,74.279999,74.769997,1120700,68.086763
"211",75,75.07,73.739998,74.279999,950800,67.640563
"212",74.43,74.589996,73.300003,73.910004,942500,67.303639
"213",73.540001,74.510002,73.449997,74.239998,940300,67.604137
"214",74.650002,74.75,73.900002,74.370003,738600,67.722522
"215",73.940002,75.599998,73.800003,75.389999,1307200,68.651347
"216",76.150002,76.889999,75.849998,76.639999,1588900,69.789617
"217",76.019997,76.059998,74.919998,75.879997,889100,69.097547
"218",76.040001,76.18,75.529999,76.120003,751200,69.3161
"219",76.800003,77.910004,76.470001,77.110001,1037900,70.217608
"220",77.199997,78.25,77.190002,78.040001,1089700,71.064481
"221",78,78.699997,77.589996,78.510002,802500,71.492472
"222",78.82,79.709999,78.639999,79.239998,1391100,72.157218
"223",79.07,80.309998,78.68,80.089996,1643700,72.93124
"224",80.050003,81.139999,79.949997,80.949997,1300000,73.714371
"225",81,81.529999,80.099998,80.18,1741700,73.013199
"226",80.769997,80.980003,79.639999,80.150002,941400,72.985882
"227",80.199997,80.599998,79.059998,79.389999,1e+06,72.293812
"228",79.199997,79.739998,78.610001,78.849998,1152100,71.802078
"229",78.57,80.099998,78.269997,79.260002,1091800,72.175434
"230",80.18,80.360001,79.419998,79.529999,817400,72.421297
"231",79.449997,80.43,79.260002,80.309998,931500,73.131577
"232",80.589996,81.129997,80.300003,80.949997,754000,73.714371
"233",80.860001,81.040001,80.160004,80.43,1003200,73.240853
"234",80.220001,80.82,79.519997,80.68,881000,73.468507
"235",80.860001,80.940002,79.440002,79.769997,807600,72.639843
"236",80.300003,80.300003,79.010002,79.800003,958300,72.667168
"237",79.480003,79.629997,78.669998,79.220001,1024100,72.139009
"238",79.290001,80.459999,78.599998,80.239998,818700,73.067834
"239",80.5,81.209999,80.120003,80.800003,893000,73.577784
"240",80.730003,81,80.230003,80.57,773300,73.368339
"241",79.559998,80.160004,79.099998,79.980003,802600,72.831079
"242",80.059998,80.18,79.220001,79.57,878900,72.457723
"243",79.510002,79.910004,79.099998,79.620003,1005200,72.503256
"244",79.529999,80.220001,79.010002,79.989998,1018000,72.84018
"245",79.959999,80.419998,79.629997,79.919998,591700,72.776437
"246",80.589996,80.900002,79.709999,80.220001,934100,73.049625
"247",79.949997,80.519997,78.220001,78.220001,837600,71.486822
"248",78.379997,79.209999,78.190002,78.860001,753400,72.071731
"249",78.190002,78.25,77.339996,77.760002,748000,71.06642
"250",77.389999,77.790001,76.900002,76.970001,645600,70.344422
"251",77.139999,77.480003,76.730003,76.830002,657000,70.216474
"252",76.82,76.980003,76.040001,76.300003,529600,69.732098
"253",76.360001,76.720001,76.07,76.419998,602900,69.841764
"254",76.309998,76.379997,75.75,75.830002,640000,69.302554
"255",75.779999,76.389999,75.669998,76.110001,769800,69.558451
"256",76.730003,77.540001,76.489998,77.379997,893200,70.719126
"257",76.620003,77,76.139999,76.440002,951600,69.860046
"258",76.440002,77,76.059998,76.230003,987500,69.668124
"259",77.260002,77.470001,76.610001,76.879997,1562300,70.262166
"260",76.800003,77.830002,76.650002,77.300003,544200,70.646018
"261",77.669998,78.199997,77.25,77.959999,612000,71.249201
"262",77.800003,78.379997,77.510002,77.599998,676900,70.920189
"263",76.730003,77.580002,76.169998,77.410004,969000,70.746549
"264",77.330002,77.709999,76.059998,76.089996,989300,69.540168
"265",75.949997,76.989998,75.849998,76.949997,793800,70.32614
"266",77.040001,78.220001,76.830002,77.980003,522100,71.267484
"267",78.279999,78.580002,77.769997,78.089996,656500,71.368008
"268",78.190002,79.690002,78.010002,78.839996,806600,72.053448
"269",79.099998,80.989998,78.839996,80.620003,978600,73.680232
"270",80.800003,80.940002,80.099998,80.470001,833000,73.543142
"271",80.5,81.449997,80.370003,81.160004,864500,74.173749
"272",81.669998,82.610001,81.339996,82.099998,844700,75.032829
"273",81.07,81.830002,81.010002,81.480003,827200,74.466203
"274",80.510002,80.93,79.849998,80.449997,939200,73.52486
"275",80.470001,80.620003,79.43,79.510002,791000,72.66578
"276",79.989998,80.5,79.360001,79.599998,626800,72.748029
"277",79.620003,80.019997,78.489998,78.919998,692500,72.126564
"278",79.059998,79.160004,77.779999,78.559998,997600,71.797552
"279",78.309998,78.440002,77.660004,78.07,866400,71.349733
"280",78.639999,79.449997,78.540001,79.300003,599200,72.473858
"281",79.010002,79.169998,78.260002,78.690002,599600,71.916366
"282",79.019997,80.330002,79.019997,79.790001,789500,72.921676
"283",79.709999,80.970001,79.669998,80.43,870300,73.506585
"284",80.059998,81.459999,79.760002,81.209999,1004900,74.219441
"285",80.93,80.93,79.860001,80.25,1170200,73.342079
"286",76.82,77,73.290001,73.879997,3916300,67.520406
"287",73.610001,74.300003,72.510002,72.709999,2292600,66.451121
"288",72.220001,73.269997,71.529999,72.309998,1239600,66.085552
"289",73.18,73.18,70.970001,71.690002,1096900,65.518926
"290",71.269997,71.739998,70.150002,70.410004,1673100,64.34911
"291",70.660004,72.139999,70.220001,71.510002,1461200,65.35442
"292",70.489998,71.050003,68.32,68.339996,1642000,62.457288
"293",69.120003,69.519997,66.540001,68.129997,2282300,62.265366
"294",68.160004,68.199997,64.150002,64.260002,2735800,58.7285
"295",67.389999,67.730003,63.150002,65,6686900,59.404799
"296",64.18,65.040001,62.299999,62.950001,4139900,57.531264
"297",63.27,67.129997,63.189999,66.080002,1779400,60.391834
"298",66.43,68.879997,66.129997,68.400002,2155900,62.512128
"299",68.5,68.809998,67.389999,68.489998,1013300,62.594378
"300",67.93,68.199997,66.739998,67.480003,1203300,61.671324
"301",67.610001,68.050003,66.470001,67.199997,1051200,61.41542
"302",65.559998,66.050003,63.59,64.239998,1891900,58.710218
"303",63.389999,64.809998,63.130001,63.669998,1687000,58.189284
"304",64.989998,65.470001,64.040001,64.529999,1022300,58.975256
"305",64.610001,66.709999,64.099998,66.510002,1236200,60.78482
"306",66.300003,67.589996,66.07,67.470001,974000,61.662183
"307",67.720001,68.209999,66.07,66.309998,1353800,60.602032
"308",66.089996,68.110001,64.580002,67.989998,1391400,62.137418
"309",68.889999,70.5,68.790001,70.470001,1291600,64.403942
"310",70.309998,71.809998,70.169998,71.279999,1343700,65.144215
"311",71.599998,72.190002,69.93,70.5,1006600,64.694568
"312",70.540001,71.370003,69.160004,69.349998,1226800,63.639265
"313",68.110001,68.349998,66.510002,66.989998,1256800,61.473602
"314",65.25,65.540001,64.440002,65.400002,2083400,60.014536
"315",66.269997,68.010002,66.18,68,960200,62.400434
"316",67.529999,68.300003,66.900002,67.089996,1139500,61.565366
"317",66.440002,67.18,65.940002,66.550003,1437900,61.069839
"318",65.519997,66.889999,64.940002,66.75,1330600,61.253367
"319",66.949997,68.459999,66.809998,67.93,1215600,62.336199
"320",68.339996,70,66.870003,69.089996,1293600,63.400673
"321",70.050003,70.190002,68.989998,69.980003,1076100,64.217391
"322",70.32,70.709999,69.290001,70.32,1727600,64.52939
"323",69.529999,70.419998,68.879997,70.040001,872500,64.272448
"324",70.410004,70.550003,69.089996,69.139999,1133800,63.446558
"325",69.150002,69.150002,66.459999,66.459999,1118200,60.987247
"326",65.099998,66.07,64.309998,65.190002,1924000,59.82183
"327",64.690002,66.269997,64.389999,66.019997,1306100,60.583477
"328",66.339996,68.220001,66,68.150002,1131200,62.538083
"329",69.470001,70.220001,68.589996,69.059998,1025700,63.373144
"330",68.919998,69.610001,67.510002,67.529999,692000,61.969136
"331",68.760002,69.480003,66.910004,68.370003,802700,62.739968
"332",67.769997,68.860001,66.910004,68.470001,2187600,62.831732
"333",67.809998,69.550003,66.18,66.269997,1709100,60.81289
"334",65.610001,67.970001,64.900002,67.889999,1448400,62.299492
"335",68.220001,70.970001,67.790001,70.589996,1430600,64.777153
"336",70.5,72.150002,70.190002,71.529999,1122600,65.63975
"337",71.610001,71.839996,70.419998,70.870003,1253200,65.034102
"338",72,73.080002,71.910004,73.080002,821900,67.062115
"339",72.690002,73.739998,72.690002,73.349998,677500,67.309879
"340",72.32,73.349998,72.290001,72.43,1387900,66.465639
"341",72.209999,72.470001,71.5,71.970001,837000,66.043519
"342",72.879997,73.620003,72.150002,73.5,658800,67.447528
"343",73.120003,73.419998,71.949997,72.309998,647100,66.355518
"344",72.309998,74.580002,71.75,73.949997,697800,67.860469
"345",73.800003,74.419998,73.010002,73.440002,1053900,67.392471
"346",73.489998,73.940002,72.150002,73.639999,1014800,67.575999
"347",74.330002,75,73.989998,75,912800,68.824008
"348",75.199997,76.760002,75.099998,76.349998,1064300,70.062839
"349",75.739998,75.970001,74.709999,74.879997,1375600,68.713887
"350",69.699997,71.470001,67,68.75,4486500,63.088674
"351",70,70.82,69.540001,70.260002,1980400,64.474333
"352",69.949997,71.300003,69.949997,70.400002,1348700,64.602804
"353",69.800003,70.370003,69.389999,69.43,1239100,63.712679
"354",68.209999,68.739998,66.639999,66.980003,1502500,61.464431
"355",67.879997,68.949997,67.129997,68.169998,1118100,62.556433
"356",68.410004,69.129997,67.660004,68.949997,1199200,63.272202
"357",68.470001,68.910004,67.32,68.720001,1117000,63.061146
"358",68.419998,69.07,67.57,68.849998,1251600,63.180438
"359",69.260002,70.559998,68.910004,70.519997,911400,64.712918
"360",68.93,69.050003,66.68,67.160004,1401800,61.629608
"361",68.110001,68.419998,67.150002,67.690002,1095300,62.115964
"362",68.589996,69,68.300003,68.760002,865900,63.097853
"363",68.449997,69.050003,67.919998,68.269997,426000,62.648197
"364",68.110001,68.93,67.879997,68.57,526600,62.923496
"365",67.910004,68.309998,66.849998,66.93,821600,61.418545
"366",66.760002,67.260002,65.379997,65.650002,1494000,60.24395
"367",65.639999,66.629997,65.540001,66.010002,1258500,60.574306
"368",65.419998,66.050003,64.739998,65.669998,1204800,60.2623
"369",65.410004,65.919998,64.650002,64.730003,1175800,59.39971
"370",64.209999,64.510002,63.43,63.740002,1001400,58.491232
"371",63.389999,64.25,63.209999,63.630001,6e+05,58.390289
"372",65.25,66.540001,65.25,65.870003,9e+05,60.445835
"373",65.919998,67,65.540001,65.599998,888400,60.198064
"374",67.25,68.540001,67.120003,68.510002,1757800,62.868439
"375",68.279999,68.400002,67.589996,67.650002,822900,62.079257
"376",67.959999,68.889999,67.82,67.980003,685900,62.382084
"377",68.93,69.5,68.82,69.5,1032300,63.776914
"378",70.220001,70.220001,68.400002,68.540001,1352200,62.895968
"379",68.190002,69.220001,67.809998,68.809998,906900,63.143731
"380",68.510002,68.510002,67.07,67.25,776400,61.712194
"381",67.760002,68.760002,67.5,68.440002,626600,62.804204
"382",67.93,68.080002,66.919998,67.660004,632600,62.088435
"383",68.190002,68.529999,66.279999,66.699997,733600,61.207482
"384",66.57,67.019997,66.220001,66.309998,732400,60.849597
"385",67.139999,67.339996,66.389999,66.690002,570500,61.19831
"386",66.919998,68.260002,66.389999,66.589996,1260600,61.410412
"387",67.089996,67.489998,65.290001,65.440002,623100,60.349868
"388",66.419998,68.32,66.290001,68.230003,909500,62.922854
"389",68.419998,68.650002,67.589996,68.489998,686000,63.162625
"390",68.779999,69.870003,68.779999,69.360001,877200,63.964956
"391",69.690002,70.110001,69.519997,70.019997,492200,64.573615
"392",69.900002,71.010002,69.629997,70.730003,466200,65.228395
"393",70.82,70.919998,69.419998,69.550003,614100,64.140179
"394",69.870003,70.129997,69.389999,70.080002,501100,64.628953
"395",70.220001,70.5,69.75,69.779999,407200,64.352285
"396",71.419998,71.760002,69.699997,69.839996,1119900,64.407616
"397",69.699997,69.699997,68.690002,68.720001,864100,63.374738
"398",67.709999,67.970001,66.5,67.809998,1698800,62.535517
"399",67.800003,68.360001,67.669998,67.980003,724100,62.692299
"400",68.040001,68.150002,67.260002,67.580002,782500,62.323411
"401",68.389999,68.940002,67.330002,67.370003,1131400,62.129747
"402",67.25,67.669998,65.919998,66.519997,1774800,61.345857
"403",66.68,67.029999,66.290001,66.339996,1043000,61.179857
"404",66.370003,66.860001,65.279999,66.730003,1027200,61.539528
"405",67,67.199997,66.019997,66.470001,827700,61.29975
"406",66.489998,67.330002,66.269997,67.290001,933300,62.055968
"407",67.300003,68.910004,67.279999,68.870003,1257500,63.513072
"408",68.870003,68.870003,67.360001,67.660004,1405400,62.39719
"409",67.559998,68.230003,66.790001,68.050003,1278200,62.756854
"410",67.809998,67.980003,67.239998,67.629997,1338400,62.369518
"411",67.43,68.160004,67,68.110001,1294000,62.812185
"412",68.529999,69.889999,68.300003,69.470001,1599300,64.0664
"413",69.330002,69.360001,68.209999,68.519997,1456000,63.19029
"414",68.269997,68.300003,67.75,67.93,1187300,62.646186
"415",68.239998,68.940002,67.400002,68.839996,1783200,63.485399
"416",64.900002,65.199997,63.369999,64.010002,6750500,59.031098
"417",64.870003,65.489998,63.990002,64,2778700,59.021873
"418",64.779999,65,64.290001,64.419998,1369500,59.409203
"419",64.07,64.279999,63.880001,64.040001,1242900,59.058763
"420",63.98,64.290001,63.48,64.089996,944300,59.10487
"421",63.990002,64.199997,63.43,63.599998,1148500,58.652985
"422",63.84,63.84,63.48,63.650002,1351200,58.699099
"423",63.259998,63.599998,62.84,63.5,1179800,58.560765
"424",63.77,64.760002,63.68,64.75,1033400,59.713536
"425",64.449997,65.480003,64.120003,65.480003,1728100,60.386757
"426",65.550003,65.599998,63.560001,63.59,1847900,58.643765
"427",63.84,66.260002,63.799999,66.199997,1610900,61.050748
"428",66.050003,66.309998,65.480003,66.110001,1289900,60.967751
"429",66.379997,66.379997,65.57,66.120003,1048600,60.976976
"430",66.199997,66.660004,65.949997,66.239998,1227600,61.087637
"431",66.160004,67.790001,66.139999,67.5,1138400,62.249632
"432",67.800003,67.980003,67.050003,67.209999,1106500,61.982188
"433",66.860001,67.470001,66.529999,66.93,1309400,61.723969
"434",66.989998,67.32,66.459999,66.940002,1093700,61.733193
"435",66.57,66.970001,66.080002,66.169998,1451600,61.325405
"436",66.330002,67.400002,66.230003,66.849998,1262200,61.955619
"437",66.720001,66.93,66.139999,66.220001,857200,61.371747
"438",66.160004,66.269997,65.370003,65.720001,893400,60.908354
"439",65.25,65.300003,64.68,64.900002,1030400,60.14839
"440",65.129997,65.230003,64.529999,65.059998,739500,60.296672
"441",65.43,65.93,65.050003,65.760002,765300,60.945426
"442",65.919998,66.389999,65.309998,66.349998,598700,61.492226
"443",66.620003,66.660004,65.43,65.940002,723000,61.112248
"444",66.349998,66.660004,65.75,66.400002,1270600,61.538568
"445",66.389999,66.389999,65.209999,65.349998,1093900,60.565441
"446",65.32,65.510002,64.900002,65.349998,2096600,60.565441
"447",65.139999,65.860001,64.970001,65.669998,1740700,60.862012
"448",65.660004,66.010002,65.43,65.620003,813900,60.815677
"449",65.379997,65.459999,64.389999,64.5,1226900,59.777674
