"","CME.Open","CME.High","CME.Low","CME.Close","CME.Volume","CME.Adjusted"
"48",247.019997,250.890007,245.559998,247.830009,2643000,40.083303
"49",248.09,249.750004,244.319992,245.820007,2803000,39.758211
"50",245,246.229992,240,240.760002,3562000,38.939821
"51",240.769997,240.979996,236.580009,237.689991,4113500,38.443286
"52",238.880005,239.93,236.439991,237.849998,3528000,38.469165
"53",235.499992,240.179996,234.500008,238.770008,4220000,38.617965
"54",236.709995,246.32,236.119995,245.890007,4870500,39.769533
"55",247.730007,252.830009,246.590004,250.919991,5673000,40.583068
"56",251.32,256.860008,250.130005,256.739998,4906000,41.524379
"57",255.100002,257.789993,248.649998,248.999996,3203500,40.272533
"58",247.070007,248.959999,245.799999,248.16,2802500,40.136675
"59",252.639999,256.369991,250.170002,256.280003,3077000,41.44998
"60",256.690006,263.239994,255.340004,262.450008,3165000,42.447899
"61",265.879993,267.999992,262.840004,265.109997,2794000,42.878118
"62",263.999996,265.400009,257.910004,258.439999,2322000,41.799332
"63",258.059998,263.309994,258.050003,260.699997,2263000,42.35332
"64",264.780006,265.310001,259.720001,262.350006,1885500,42.62138
"65",262.029991,265.580006,261.91,264.899998,1806500,43.035652
"66",268.530006,272.049999,267.159996,271.030006,2819500,44.031533
"67",269.090004,270.879993,268.279991,269.319992,1371500,43.753724
"68",267.5,272.099991,266.049995,271.490002,1855500,44.106264
"69",271.000004,272.229996,266.450005,268.059998,1758500,43.549025
"70",269.200001,270.499992,262.320004,263.869991,4782500,42.868317
"71",264.330006,274.979992,263.470001,271.919994,4332500,44.17612
"72",272.5,272.730007,266.259995,268.939991,2442500,43.691989
"73",268.780003,271.170006,266.299992,266.340008,2072500,43.269596
"74",264.839993,265.240002,260.639992,261.019993,2485000,42.405306
"75",264.239998,270.979996,263.509998,269.629993,3140000,43.804087
"76",268.82,269.769993,265.799999,266.159992,2594500,43.240351
"77",267.910004,267.910004,262.950001,264.519997,2866500,42.973917
"78",263.659992,265,259.200001,259.549999,3353000,42.166491
"79",261.25,264.200001,260.179996,260.450001,3334500,42.312705
"80",261.000004,261.989994,256.529999,260.009995,2119500,42.241222
"81",259.589996,263.330002,257.999992,259.899998,2081000,42.223352
"82",262.369995,269.720001,258.220005,267.630005,3525500,43.479169
"83",268.689995,270.900002,265.349998,267.240009,1941500,43.41581
"84",267.950001,269.880009,263.239994,263.869991,1971000,42.868317
"85",263.570004,263.570004,260.499992,262.380009,2246500,42.626254
"86",262.380009,262.380009,258.700008,259.570007,2111000,42.169742
"87",259.500008,264.869995,255.620003,264.169998,5570500,42.917056
"88",265.079994,266.200008,259.829998,263.770008,3819000,42.852074
"89",263.279991,265.499992,261.000004,264.93,2594000,43.040526
"90",265.830002,269.500008,262.840004,267.509995,3206000,43.459672
"91",270.919991,282.870007,270.049992,280.869999,5434500,45.630138
"92",277.950001,282.220001,275.599995,280.769997,4679500,45.613892
"93",279.529991,285,278.16,280.779991,4441500,45.615515
"94",283.500004,286.18,279.759998,282.250004,3123500,45.854334
"95",281.900005,284.699993,280.529995,283.689995,1829000,46.088275
"96",285.370007,285.799999,280.73,282.980003,3068000,45.972929
"97",281.32,283.150005,279.860001,280.529995,3556500,45.574901
"98",278.929996,283.059998,278.129997,282.450008,4795500,45.886826
"99",284.249992,289.580002,281.200008,289.400005,4670500,47.015923
"100",287.880001,292.159996,286.499996,289.650002,3768000,47.056537
"101",290.909996,291.049995,284.529991,287.000008,2371000,46.626019
"102",287.619991,290.720005,287.619991,288.950005,2012500,46.942816
"103",289.370003,291.439991,284.990005,289.589996,1421500,47.046789
"104",292.000008,297.119999,290.200005,297.119999,3151500,48.270113
"105",296.189995,299.489994,292.719994,295.030003,2538500,47.930572
"106",293.689995,296.369991,292.689991,295.820007,2131500,48.058916
"107",296.499996,297.000008,291.369991,293.190002,2337500,47.631646
"108",293.549995,295.020008,288.689995,294.689999,1788500,47.875335
"109",293.600006,297.000008,290.739994,293.169994,2073500,47.628395
"110",291.480007,292.590008,287.360001,289.220009,1983000,46.986681
"111",289.860001,292.999992,289.489994,289.549999,2050000,47.040291
"112",288.549995,291.889992,285.540009,286.650009,2432500,46.569159
"113",286.200008,291.870003,282.119999,291.200008,3000500,47.308351
"114",293.869991,298.630009,292.639999,294.750004,2700500,47.885084
"115",294.349995,296.140003,292.43,295.470009,2256500,48.002056
"116",294.489994,295.230007,285.389996,287.810001,2817500,46.757611
"117",285.139999,286.870003,279.769993,281.240005,3242500,45.690249
"118",285.039997,289.750004,283.16,289.389992,2330500,47.014296
"119",286.800003,291.989994,285.119991,289.829998,940000,47.08578
"120",287.390003,287.980003,281.580009,285.900002,2193500,46.447312
"121",282.679996,288.500004,282.010002,288.059998,2666500,46.798225
"122",292.910004,301.219997,292.210007,300.039997,5774500,48.744496
"123",302.779999,314.939995,302.010002,312.5,5938000,50.768748
"124",311.989994,312.830009,308.220005,311.019993,2390000,50.528306
"125",311.480007,316.32,308.929996,312.830009,3001500,50.822361
"126",315.970001,317.369995,312.770004,313.980007,2639000,51.00919
"127",313.549995,322.840004,313.02,321.220016,3833500,52.377243
"128",322.999992,326.570015,319.680004,321.780014,2687500,52.468555
"129",323.260002,324.329987,315.939999,321.650009,1932500,52.447356
"130",321.850014,327.999992,321.360016,322.719994,1898000,52.621825
"131",322.789993,325.600014,320.999985,323.250008,1635000,52.708248
"132",322.929993,324.93,318.400002,318.400002,2124000,51.917419
"133",318.400002,322.109985,316.240005,322.109985,1998000,52.522359
"134",320.890007,321.860008,318.279991,319.260006,3703000,52.057649
"135",320.159988,322.779999,320,321.629982,2100500,52.444091
"136",321.910019,326.949997,321.199989,326.080017,1528500,53.169701
"137",325.270004,327.000008,323.540001,327.000008,1736500,53.319712
"138",325.999985,326.990013,323.740005,324.259987,967500,52.872932
"139",323.510017,326.290016,323.250008,326.209984,1211000,53.190893
"140",326.160011,327.980003,322.140007,324.220009,1448500,52.866413
"141",324.090004,325.680008,321.609993,324.640007,1001500,52.934897
"142",323.68,325.940018,321.069984,322.060013,1042000,52.51421
"143",321.209984,323.359985,319.200001,321.749992,1166000,52.463659
"144",322.999992,323.429985,315.240002,316.439991,3688500,51.597825
"145",315.979996,318.279991,315.009995,316.989994,2728000,51.687507
"146",314.029999,317.210007,310.340004,311.359997,3481000,50.769495
"147",312.000008,316.580009,306.739998,313.640003,2921000,51.141267
"148",312.150002,312.220001,304.150009,307.660007,3064000,50.166186
"149",311.019993,318.369999,310.389996,314.869995,3829500,51.341826
"150",315.009995,317.5,309.060001,310.839996,2076000,50.684706
"151",313.180008,315.830002,311.32,314.93,1812000,51.35161
"152",315.349998,315.349998,310.189991,313.600006,1809000,51.134745
"153",313.610001,317.719994,313.010006,316.959991,2181500,51.682615
"154",317.169991,317.900009,313.239994,313.999996,1657000,51.199966
"155",313.269997,313.999996,305.330009,306.259995,2196000,49.937903
"156",306.84,312.140007,305.340004,309.209995,1469000,50.418922
"157",311.310005,314.34,308.269997,309.869995,1768000,50.52654
"158",308.999996,310.990009,307.880001,309.549999,1429500,50.474362
"159",308.040009,309.459991,301.219997,306.900005,3160500,50.042262
"160",307.199993,308.729992,304.500008,305.580006,2266000,49.827026
"161",305.909996,311.000004,305.720005,309.880009,2193000,50.528173
"162",309.699993,312.5,303.500004,304.890003,2104000,49.714516
"163",304.890003,311.469994,304.769993,308.560009,1928000,50.312937
"164",309.750004,317.369995,309.34,315.930004,2718500,51.514668
"165",315.009995,317.269993,313.400002,315.139999,2704000,51.385852
"166",303.75,306.84,297.360001,300.860004,7762500,49.057396
"167",300.860004,307.830009,300.499992,304.179993,4666000,49.598744
"168",306.060009,306.159992,301.499996,303.68,2448500,49.517217
"169",303.810005,304.599991,299.659996,301.040001,2919000,49.086746
"170",302.5,309.669991,299.720001,302.509995,4188500,49.326439
"171",302.180004,308.309994,301.989994,307.719994,2743000,50.175967
"172",306.639996,311.469994,306.130009,308.759995,2948500,50.345546
"173",308.279991,311.499996,301.970005,302.57,4427000,49.336223
"174",302.339993,303.920002,290.499992,291.329994,13078500,47.503459
"175",293.379993,297.339993,292.180004,293.68,5250500,47.886644
"176",292.819996,303.959999,292.819996,302.600002,5675500,49.341115
"177",303.09,306.849995,300.540009,302.840004,3426500,49.380249
"178",300.720005,305.450001,297.609997,300.079994,3486000,48.93021
"179",300,304.389992,297.010002,301.399994,3110500,49.145445
"180",301.219997,306.200008,299.909992,304.559994,2343500,49.660706
"181",305.370007,314.41,304.610004,313.549995,3366000,51.126591
"182",314.740009,316.679993,311.18,311.280003,3191000,50.756452
"183",311.459999,312.089996,303.670006,306.499996,3048500,49.977037
"184",305.139999,308.899994,303.880005,304.039993,2202000,49.575916
"185",306.889992,311.550007,306.009998,308.139992,2350000,50.24445
"186",308.369999,310.380001,302.000008,304.799995,1885500,49.69984
"187",306.539993,310.429993,303.040009,303.869991,3256000,49.548196
"188",304.850006,305.450001,301.660004,303.509998,2023000,49.71856
"189",303.490009,304.220009,297.660007,299.860001,3311500,49.120647
"190",297.040005,300.149994,295.739994,295.939999,3908500,48.478504
"191",295.599995,297.560005,292.530003,295.569992,2799500,48.417892
"192",294.060001,296.739998,289.050007,291.340008,3567500,47.72497
"193",286.350002,289.93,283.600006,285.900002,4053000,46.833832
"194",285.100002,287.409992,279.580002,280.289993,3511000,45.914846
"195",284.440002,288.799992,283.619995,287.189999,3642500,47.045149
"196",289.419994,291.18,284.179993,285.790005,3626500,46.815813
"197",287.649994,290,284.589996,289.950008,3054500,47.497272
"198",289.009991,292.000008,288.759995,290.919991,2161500,47.656166
"199",288.869991,300.919991,288.869991,298.829994,3399000,48.951919
"200",300.499992,300.879993,295.319996,298.309994,1809500,48.866737
"201",298.309994,298.759995,294.179993,295.860004,1720500,48.4654
"202",295.410004,298.180008,294.570007,295.499992,2141500,48.406425
"203",296.599998,298.02,294.099998,298.02,1547000,48.819233
"204",299.500008,303.869991,298.220005,303.250008,2357000,49.67597
"205",302.229996,302.999992,298.829994,301.550007,2257000,49.39749
"206",303.439999,307.679996,301.130009,304.27,3026000,49.843057
"207",305.779991,307.180004,304.650002,305.109997,1472500,49.980659
"208",304.810009,306.91,304.500008,304.869995,1480500,49.941344
"209",306.000004,310.499992,305.100002,308.600006,2671500,50.552364
"210",307.730007,309.990005,304.500008,305.930004,1501000,50.114986
"211",307.320004,307.999992,304.179993,305.359993,1421500,50.021611
"212",305.160007,306.940002,302.950001,303.999996,1640000,49.798827
"213",302.989998,304.540005,300.499992,301.669998,1365500,49.417146
"214",302.779999,305.909996,301.119995,304.629993,1378500,49.902028
"215",303.869991,306.790009,301.650009,305.529995,1577000,50.049459
"216",306.989994,309.470005,304.319992,306.800003,1501000,50.257502
"217",303.439999,306.049995,302.840004,303.899994,1696000,49.782446
"218",305.340004,305.949993,301.630001,302.000008,1819000,49.471205
"219",305.73,310,303.500004,309.960003,1803500,50.775148
"220",310.450001,312.999992,308.789997,309.740009,1042500,50.73911
"221",309.109993,311.91,306.580009,307.250004,1349500,50.331217
"222",309.319992,310.799999,306.919994,310.73,1465500,50.901282
"223",310.930004,311.170006,304.130001,309.890003,2266000,50.763681
"224",309.009991,309.009991,302.549992,304.050007,2608000,49.80702
"225",303.470001,303.470001,294.909992,295.769997,3400000,48.450655
"226",297.900009,298.950005,295.499992,297.140007,2054000,48.675079
"227",296.340008,297.999992,289.379997,291.720009,2378500,47.787219
"228",291.089993,291.709995,285.720005,287.229996,2503500,47.051701
"229",286.189995,287.579994,284.319992,286.030006,2121500,46.855129
"230",288.810005,294.589996,288.810005,291.590004,3952500,47.765922
"231",292.730007,297.290001,289.640007,295.009995,1895500,48.326158
"232",296.490002,298.810005,294.020004,298.789997,1654000,48.945367
"233",299.370003,300.919991,295.550003,297.040005,2746000,48.658698
"234",296.000004,298.169994,292.840004,297.639999,1905000,48.756984
"235",297.639999,298.490009,290.939999,294.360008,2537000,48.219682
"236",293.840008,301.110001,293.029995,298.430004,2808500,48.886396
"237",296.879997,299.549999,293.080006,295.240002,1624000,48.363836
"238",295.629997,297.819996,294.489994,297.240009,1507500,48.691461
"239",297.830009,299.500008,296.000004,299.419994,1682500,49.048568
"240",298.719997,299.969997,297.110004,298.349991,1734500,48.873289
"241",294.880009,296.170006,293.239994,295.340004,1812000,48.380217
"242",295.849991,296.049995,289.529991,290.090008,3440500,47.520205
"243",289.249992,292.43,285.760002,286.289997,3183000,46.897718
"244",285.960007,287.999992,282.940006,284.109993,2852000,46.540607
"245",285.650005,285.949993,282.800007,283.150005,2728000,46.38335
"246",286.369991,287.660007,283.199997,285.760002,3213500,46.810899
"247",284.34,285.200005,277.579994,277.870007,2606500,45.518423
"248",278.980007,281.389999,277.269993,278.530006,2684000,45.626539
"249",274.880009,276.289997,271.970005,272.070007,2356500,44.568314
"250",270.860004,272.210007,265.720005,266.140003,3457500,43.596909
"251",268.339996,270.489998,265.769997,265.979996,2081500,43.570698
"252",265.499992,268.290005,261.100006,262.240009,2854000,42.958043
"253",263.700008,267.590008,262.080002,266.25,2237000,43.614927
"254",271.110001,271.700001,267.000008,268.269997,2562500,43.945827
"255",270.100002,273.349991,268.400002,272.019997,2678500,44.560122
"256",274.699993,276.879997,272.929993,274.780006,2221500,45.012244
"257",271.299992,274.500008,269.880009,271.159992,2369500,44.419243
"258",270.639992,276.389999,270,275.020008,2663500,45.285368
"259",277.5,278.759995,275.170002,277.880001,3088500,45.756301
"260",276.499996,279.500008,271.550007,278.920002,1679500,45.92755
"261",279.799995,283.729992,277.999992,282.810001,1963500,46.568085
"262",282.259998,285,280.160007,281.329994,1993000,46.324384
"263",278.759995,280.900002,274.549999,279.370003,2399500,46.001648
"264",279.080009,280.650005,275.849991,280.209999,1775000,46.139963
"265",280.249996,283.640003,277.819996,281.009998,1504500,46.271693
"266",281.469994,285.149994,279.720001,283.980007,1260500,46.760741
"267",284.330006,288.239994,282.800007,288.02,1620000,47.425974
"268",288.010006,293.129997,286.879997,291.590004,2204500,48.013819
"269",290.049992,297.280006,290.020008,296.720009,1638000,48.858536
"270",295.149994,297.980003,292.180004,296.700001,1632000,48.855241
"271",296.149998,297.299995,295.009995,296.350002,987500,48.79761
"272",298.139992,300,296.919994,298.990002,1458500,49.232318
"273",295.550003,296.140003,292.339993,294.500008,1997000,48.492986
"274",291.130009,292.849998,286.009998,287.189999,2028000,47.289305
"275",288.199997,292.670002,286.310005,289.090004,1832000,47.602163
"276",290.130005,293.369999,288.840008,289.489994,1049500,47.668027
"277",290.760002,290.760002,287.5,289.290009,1532500,47.635097
"278",290.440006,293.129997,287.479992,292.450008,2213500,48.155429
"279",291.040001,292.000008,285.200005,285.930004,1844500,47.081831
"280",286.900005,289.969997,286.100006,289.400005,1531500,47.653209
"281",290.039997,290.400009,285.380001,285.499992,1603000,47.011025
"282",287.199993,288.050003,285.020008,286.690006,2238000,47.206975
"283",286.299992,287.220001,285.090008,285.699997,1346500,47.043958
"284",284.309998,286.790009,281.690006,284.790001,2124500,46.894116
"285",285.59,287.000008,282.889996,285.100002,1622000,46.945161
"286",284.029999,285,276.760006,278.509998,2167000,45.860038
"287",281.790009,287.460003,281.149998,283.829994,2850500,46.736039
"288",279.829998,294.370003,279.829998,289.190006,4215500,47.61863
"289",294.419994,294.559994,284.400005,287.819996,2273000,47.393041
"290",284.419994,287.220001,279.93,280.240002,2101500,46.144904
"291",280.839996,282.460003,275.009995,279.829998,2277000,46.077391
"292",277.380009,279.319992,265.389996,265.610008,3089000,43.735898
"293",268.619995,274.939995,262.000008,269.419994,5001500,44.363259
"294",262.000008,267.409992,246.569996,247.409992,5074000,40.739046
"295",253.190002,266.569996,247.320004,266.049995,6001000,43.808347
"296",260.270004,263.16,238.999996,239.209995,9044500,39.388817
"297",242.010002,259.880009,242.010002,256.91,4960500,42.303337
"298",259.669991,261.849995,253.500004,254.950008,1941500,41.9806
"299",257.649994,260.580006,255.119991,260.580006,1848000,42.907648
"300",257.859993,260,249.130001,256.679993,3874000,42.265463
"301",258.220005,260,250.510006,254.120007,2552500,41.843931
"302",248.649998,248.649998,238.299999,240.699997,5771000,39.634164
"303",237.649994,244.549999,236.499996,237.169991,3714500,39.052906
"304",241.539993,241.989994,237.450008,239.220009,2177500,39.390466
"305",239.570007,250.890007,238.850002,250.370007,2490500,41.226448
"306",248.369999,254.239998,246.650009,253.910007,2017000,41.809352
"307",254.890003,256.959991,244.169998,246.32,2698000,40.559565
"308",245,252.5,241.499996,250.919991,2882000,41.317009
"309",254.960003,264.48,253.579998,263.920002,3356500,43.457618
"310",263.279991,267.469997,259.740009,265.330009,2262500,43.689793
"311",267.649994,268.999996,263.530006,267.119999,2074000,43.984536
"312",267.560005,269.990005,264.41,265.610008,2405500,43.735898
"313",260.750008,263.670006,255.109997,258.700008,2913500,42.598083
"314",252.189999,256.499996,248.150005,254.790001,3116000,41.954253
"315",259.009991,267.420006,257.150002,265.949993,3016000,44.033834
"316",263.460007,265.279999,256.299992,258.490009,2630000,42.798671
"317",255.189991,260.470009,254.230003,255.930004,2957500,42.374806
"318",252.709999,260.410004,251.569996,260.240002,1875500,43.08842
"319",261.919994,264.799995,258.630009,264.500008,3459000,43.793757
"320",264.150009,273.509998,260.009995,269.619999,3334500,44.641484
"321",272.970009,272.970009,265.760002,271.860008,2117500,45.012366
"322",272.959995,273.23,267.000008,272.070007,2683500,45.047136
"323",267.450008,269.459991,261.499996,265.799999,2083000,44.008999
"324",266.18,269.589996,261.940002,263.659992,2188000,43.654674
"325",263.339996,266.77,257.619991,257.980003,2858500,42.714228
"326",251.499996,263.500004,251.000004,258.850002,3009500,42.858275
"327",258.190002,261.779995,255.909996,257.980003,2825500,42.714228
"328",260.599995,264.41,255.66,264.069996,2271500,43.722559
"329",269.290009,270,260.300007,262.290001,3125500,43.427842
"330",262.070007,262.709999,253.980007,254.319992,2860000,42.108233
"331",258.939991,261.609993,249.699993,257.180004,2610500,42.581771
"332",253.530006,256.399994,246.270008,246.399994,2902500,40.796904
"333",244.370003,253.09,244.370003,248.500004,3616500,41.144607
"334",245.370007,252.5,238.290005,252.360001,3797000,41.783714
"335",252.740002,257.350006,250.300007,255.979996,2353500,42.383083
"336",256.849995,267.119999,254.400005,266.450005,3161500,44.116622
"337",267.010002,268.029995,253.16,253.950005,3999000,42.046974
"338",259.500008,267.619991,258.299999,266.060009,3322500,44.05205
"339",262.560005,264.190006,254.500008,257.000008,3896000,42.551968
"340",260.499992,261.499996,255.919991,259.599991,3450000,42.982452
"341",257.57,259.710007,254.039993,256.299992,2305000,42.436065
"342",258.969994,261.189995,257.320004,259.710007,2999500,43.000668
"343",258.339996,261.620007,252.329998,253.199997,2623500,41.922794
"344",253.549995,260.930004,249.300003,260.060005,2803500,43.058618
"345",259.230003,262.849998,256.580009,257.360001,2719500,42.611573
"346",257.229996,264.319992,256.499996,261.450005,3093000,43.288763
"347",264.069996,267.089996,262.119999,264.489994,3366500,43.792099
"348",264.279995,269.650002,264.279995,268.689995,3468500,44.487501
"349",266.049995,267.910004,257.57,258.430004,3298000,42.788736
"350",261.800003,266.399994,260.489998,263.430004,3255500,43.616595
"351",270.389996,277.999992,267.870007,276.77,5818000,45.825323
"352",275.319996,280.760002,273.549995,280,3251500,46.36012
"353",274.839993,280.400009,274.820004,275.559998,4769000,45.62498
"354",260.279999,267.989998,250,251.879997,7635000,41.704239
"355",256.830006,261.499996,253.999996,259.389992,4210000,42.947682
"356",261.019993,270.170002,257.409992,268.549995,3904000,44.464321
"357",265.289993,273.640003,264.799995,271.329994,4559500,44.924611
"358",274.109993,275.489998,269.169998,275.100002,3282500,45.548818
"359",276.019993,279.920006,273.050003,278.939991,3386500,46.184612
"360",271.539993,273.579998,264.890003,265.790005,3378000,44.007345
"361",269.540005,270.090008,259.099998,260.100002,3998500,43.06524
"362",264.769993,266.639996,259.260006,263.570004,3383000,43.639775
"363",261.259995,262.970009,256.350002,257.880001,3718500,42.697671
"364",256.650009,260.119991,253.75,257.509995,3033000,42.636408
"365",253.999996,254.559994,238.929996,241.18,9497500,39.93262
"366",241.110001,242.660007,235.230007,238.050003,7557000,39.414381
"367",241.049995,251.170006,236.98,248.889999,7697000,41.209179
"368",243.670006,246.480007,239.020004,241.529999,4953000,39.99057
"369",240.799999,243.700008,239.039993,240.569992,3280000,39.83162
"370",236.520004,242.229996,235.499992,239.029999,4297000,39.576641
"371",238.23,241.399994,235.769997,237.889996,1081000,39.387888
"372",241.790009,245.429993,240.960007,245.130005,3635000,40.58663
"373",246.219997,246.219997,239.459991,239.610004,3101500,39.672673
"374",246.420002,249.720001,245.160007,249.279995,3075500,41.273752
"375",247.280006,252.220001,245.380001,250,2733000,41.392964
"376",254.379997,259.750004,249.969997,253.309994,3548500,41.941006
"377",256.760006,258.460007,247.150002,249.109993,2995000,41.245604
"378",249.050007,250.779991,246.800003,248.840008,2213000,41.200902
"379",248.040009,255.470009,245.100002,253.150005,2663000,41.914516
"380",250.569992,252.180004,243.059998,244.580002,2838500,40.495565
"381",245.900002,252.150002,244.099998,248.059998,2470500,41.071754
"382",246.399994,247.360001,240,243.509998,3076000,40.318402
"383",244.449997,245.739994,238.239994,241.000004,2105500,39.902818
"384",239.440002,241.669998,238.339996,238.889999,2064000,39.553461
"385",240.979996,242.110004,237.999992,239.090004,2438000,39.81994
"386",241.060009,242.999992,239.829998,242.000008,3830500,40.304595
"387",242.000008,242.849998,240.720005,242.000008,2636500,40.304595
"388",244.990005,249.41,243.82,248.129997,2132500,41.325532
"389",247.999992,248.880005,237.099991,241.340008,3614500,40.194673
"390",244.829998,246.949997,243.120003,245.750008,2143500,40.929149
"391",246.989994,246.989994,242.849998,246.389999,2110500,41.035739
"392",246.159992,247.520008,245,245.209999,1178000,40.839212
"393",244.790001,245.869999,242.000008,242.560005,1160000,40.397861
"394",243.990002,247.749996,242.590008,245.319996,1133500,40.857532
"395",245.039997,245.200005,242.250004,243.670006,1156500,40.582729
"396",247.420006,249.519997,245.149994,245.629997,2076500,40.909162
"397",244.190006,245.849991,240.109997,241.009998,2698500,40.139711
"398",239.939995,241.000004,236.599998,238.619995,3895500,39.741661
"399",235.389996,236.000004,229.529991,233.999996,6486500,38.972209
"400",232.369995,235.429993,226.060009,228.239994,7035500,38.012893
"401",229.249992,230.359993,226.459999,227.530003,4882500,37.894646
"402",227.590008,228.540001,224.689999,226.000004,3895000,37.639827
"403",225.939999,233.390007,225.52,233.23,3358000,38.843968
"404",231.800003,236.000004,230.249996,234.500008,3310500,39.055485
"405",236.490002,239.890003,227.140007,229.150009,4900000,38.164454
"406",229.220009,232.959995,226.000004,232.649994,2478500,38.747369
"407",233.169994,243.729992,232.929993,237.549992,7455000,39.563454
"408",237.479992,240.499992,235.289993,239.880009,2559000,39.951513
"409",239.720001,241.280003,238.220005,238.439999,2089000,39.711683
"410",236.459999,241.000004,235.060005,240.52,1861500,40.058103
"411",240.079994,245.330009,240.079994,242.110004,2351000,40.322914
"412",241.919994,244.230003,240.020008,240.450001,1757500,40.046444
"413",239.389992,242.000008,238.110008,240.879993,1224500,40.118059
"414",238.939991,241.229992,238.239994,240,1888500,39.971498
"415",240.060005,241.350002,236.550007,239.510002,3479500,39.889889
"416",241.889992,247.099991,240.799999,245.480003,3761500,40.884181
"417",249.610004,266.130009,248.439999,266.009998,10082500,44.303408
"418",267.520008,274.669991,266.240005,273.430004,6232500,45.539195
"419",273.320007,275.499992,271.280003,275.319996,4568000,45.853969
"420",273.460007,277.129993,270.790005,276.049995,3324000,45.975549
"421",277.989998,285.300007,277.579994,284.820004,6230000,47.436175
"422",285.809994,287.339993,282.730007,283.369999,3556000,47.19468
"423",280.559998,292.299995,280.559998,291.590004,5571500,48.563705
"424",292.369995,292.639999,287.000008,291.000004,3507000,48.465441
"425",289.34,290.979996,285.799999,290,4637000,48.298893
"426",289.680004,291.410007,287.150002,290.639992,3479500,48.405482
"427",290,296.970005,286.550007,295.650005,4065000,49.239889
"428",296.989994,296.989994,290.690002,293.980007,4646500,48.961755
"429",293.670006,294.470005,286.620007,290.079994,5055000,48.312216
"430",288.430004,290.380001,285,288.150005,3532500,47.99078
"431",288.180008,292.439995,287.159996,291.790009,7784000,48.597015
"432",292.870007,292.870007,288.889999,292.390003,6842500,48.696943
"433",290.949993,292.460003,287.549992,289.780006,9268500,48.262253
"434",290.459995,294.759998,287.630005,290.799999,2521500,48.432131
"435",291.369991,294.750004,289.300003,289.489994,4020000,48.213952
"436",287.070007,290.939999,287.000008,289.540005,3077000,48.222282
"437",289.589996,292.089996,288.390007,289.599991,2250000,48.232272
"438",289.680004,289.939995,280.559998,281.019993,4710000,46.803291
"439",280,281.25,273.969994,274.93,6637500,45.789016
"440",272.089996,276.849995,271.389999,275.209999,3254000,46.724489
