Date,Open,High,Low,Close,Volume,Adj Close
2010-06-10,53.610001,54.290001,53.279999,54.009998,6195300,50.000311
2010-06-11,53.630001,54.459999,53.529999,54.099998,4252400,50.083629
2010-06-14,54.209999,54.82,54.029999,54.07,4265400,50.055857
2010-06-15,54.16,55.16,54.080002,55.119999,4855600,51.027905
2010-06-16,54.880001,55.52,54.700001,55.220001,4742700,51.120483
2010-06-17,55.189999,55.450001,54.509998,55.439999,5723700,51.324148
2010-06-18,55.439999,55.82,54.599998,55.200001,10851900,51.101968
2010-06-21,56.860001,58.32,56.310001,56.52,10162100,52.323971
2010-06-22,56.34,57.200001,56.040001,56.119999,5819800,51.953665
2010-06-23,55.759998,56.639999,55.369999,56.200001,5859200,52.027728
2010-06-24,55.91,56.779999,55.720001,56.150002,9048100,51.981441
2010-06-25,56.610001,57.080002,55.5,56.259998,33297400,52.083271
2010-06-28,56.049999,56.09,55.0,55.41,6204700,51.296376
2010-06-29,54.830002,54.959999,53.830002,54.119999,8307300,50.102145
2010-06-30,53.869999,54.490002,52.599998,52.599998,8538100,48.694989
2010-07-01,52.59,52.59,51.0,52.02,9754700,48.15805
2010-07-02,52.009998,52.5,51.41,51.700001,5238100,47.861807
2010-07-06,52.040001,52.240002,50.75,51.299999,6093000,47.491501
2010-07-07,51.759998,51.900002,50.560001,51.400002,7568900,47.584079
2010-07-08,51.509998,52.259998,51.02,52.23,6758600,48.352458
2010-07-09,52.349998,52.610001,51.900002,52.560001,4810900,48.657961
2010-07-12,52.240002,52.560001,51.900002,52.439999,4254900,48.546867
2010-07-13,52.66,53.290001,52.540001,52.759998,3907400,48.84311
2010-07-14,52.299999,53.0,52.279999,52.619999,4083000,48.713504
2010-07-15,52.540001,53.220001,52.290001,52.919998,4685300,48.991232
2010-07-16,52.91,53.130001,51.93,52.169998,8027500,48.296912
2010-07-19,52.459999,53.610001,52.310001,53.599998,7830300,49.620749
2010-07-20,52.959999,53.200001,52.080002,53.200001,5630400,49.250447
2010-07-21,53.099998,53.310001,52.09,52.25,6019900,48.370974
2010-07-22,52.619999,53.830002,52.619999,53.310001,5049300,49.352281
2010-07-23,53.02,53.18,51.610001,52.75,8760900,48.833854
2010-07-26,52.580002,53.889999,52.580002,53.669998,4091300,49.685552
2010-07-27,53.919998,55.060001,53.779999,54.509998,7667700,50.463191
2010-07-28,54.599998,54.68,52.759998,53.759998,4945400,49.768871
2010-07-29,54.139999,54.400002,52.830002,53.369999,5908400,49.407825
2010-07-30,53.209999,55.040001,52.43,54.529999,7205400,50.481706
2010-08-02,55.25,55.34,54.68,54.869999,5526600,50.796465
2010-08-03,54.52,55.279999,54.490002,54.709999,3964700,50.648343
2010-08-04,55.009998,55.959999,54.68,55.759998,4815700,51.620391
2010-08-05,55.380001,55.610001,55.169998,55.32,3067400,51.213058
2010-08-06,54.709999,56.0,54.52,55.939999,3474200,51.787028
2010-08-09,55.970001,56.0,55.419998,55.66,3318100,51.527816
2010-08-10,55.369999,56.130001,54.830002,55.720001,4151200,51.583363
2010-08-11,54.75,54.900002,53.5,53.689999,5466100,49.704068
2010-08-12,53.630001,54.98,53.040001,54.75,6232300,50.685375
2010-08-13,54.389999,55.360001,54.18,55.02,5511900,50.93533
2010-08-16,54.380001,54.599998,53.57,54.080002,5639300,50.065117
2010-08-17,53.889999,54.380001,53.689999,53.959999,4999100,49.954023
2010-08-18,53.689999,54.299999,53.150002,54.139999,5547500,50.12066
2010-08-19,53.91,53.990002,52.290001,52.720001,4895600,48.806083
2010-08-20,52.549999,52.669998,52.07,52.34,4386200,48.454293
2010-08-23,52.470001,52.970001,51.93,51.950001,3466100,48.093247
2010-08-24,51.700001,51.700001,50.91,51.060001,5937600,47.269321
2010-08-25,50.880001,52.02,50.709999,51.84,5125900,47.991412
2010-08-26,51.959999,52.07,50.73,50.93,5266500,47.148971
2010-08-27,51.0,52.41,50.259998,52.080002,7091200,48.213597
2010-08-30,51.720001,52.580002,51.630001,51.630001,4689400,47.797004
2010-08-31,51.389999,51.66,50.849998,51.040001,6636000,47.250805
2010-09-01,51.610001,52.75,51.279999,52.59,4772000,48.685733
2010-09-02,52.59,52.66,52.18,52.509998,3272800,48.61167
2010-09-03,52.57,53.07,52.57,52.91,5355300,48.981976
2010-09-07,52.650002,52.869999,52.310001,52.509998,2760100,48.61167
2010-09-08,52.470001,53.139999,52.259998,52.939999,4900300,49.009747
2010-09-09,53.330002,53.900002,53.18,53.790001,5580900,49.796646
2010-09-10,53.860001,54.619999,53.700001,54.349998,4862800,50.315069
2010-09-13,54.740002,54.75,54.099998,54.400002,6323600,50.36136
2010-09-14,54.200001,54.970001,54.119999,54.52,6371300,50.47245
2010-09-15,54.220001,55.41,54.07,55.299999,5081600,51.194542
2010-09-16,55.200001,55.220001,54.77,55.099998,4061600,51.009389
2010-09-17,55.189999,55.43,55.0,55.220001,6500700,51.120483
2010-09-20,55.189999,56.080002,54.970001,55.939999,6304000,51.787028
2010-09-21,55.880001,56.0,55.34,55.75,5147500,51.611135
2010-09-22,55.509998,56.84,55.509998,56.27,5071000,52.092531
2010-09-23,55.889999,56.439999,55.66,55.720001,4592400,51.583363
2010-09-24,55.779999,56.369999,55.299999,56.32,5286500,52.138818
2010-09-27,55.939999,56.43,55.639999,55.689999,4416800,51.555588
2010-09-28,55.900002,56.5,55.18,56.0,4609400,51.842575
2010-09-29,55.970001,55.990002,54.07,54.939999,8491000,50.861268
2010-09-30,55.02,55.57,54.650002,55.110001,6269000,51.018649
2010-10-01,55.57,55.73,54.860001,55.509998,4586600,51.388951
2010-10-04,55.32,55.610001,54.68,55.049999,4844300,50.963102
2010-10-05,55.240002,56.25,55.200001,56.119999,5601900,51.953665
2010-10-06,55.880001,56.110001,55.32,55.830002,4666300,51.685198
2010-10-07,55.970001,56.27,54.16,55.959999,5906400,51.805544
2010-10-08,56.099998,56.66,55.889999,56.389999,4481900,52.203621
2010-10-11,56.279999,56.349998,55.860001,56.099998,4345600,51.93515
2010-10-12,55.77,56.119999,55.48,55.939999,6272500,51.787028
2010-10-13,55.889999,56.099998,55.439999,55.490002,8059000,51.370439
2010-10-14,55.110001,55.5,54.599998,54.860001,9063400,50.787209
2010-10-15,55.259998,56.810001,55.02,56.709999,11232400,52.499864
2010-10-18,56.369999,57.959999,56.209999,57.959999,10188400,53.657064
2010-10-19,57.669998,58.740002,56.849998,57.330002,8711800,53.073838
2010-10-20,57.830002,58.360001,57.169998,57.73,6176700,53.44414
2010-10-21,57.810001,57.990002,56.950001,57.619999,4702900,53.342306
2010-10-22,57.59,57.790001,57.25,57.549999,3728000,53.277503
2010-10-25,57.98,58.419998,57.720001,57.950001,5179400,53.647808
2010-10-26,57.110001,57.5,56.599998,57.259998,7050800,53.009031
2010-10-27,56.75,57.18,56.459999,57.029999,5668700,52.796107
2010-10-28,57.360001,57.630001,56.91,57.27,4181300,53.018291
2010-10-29,56.950001,57.459999,56.799999,57.189999,3384000,52.944229
2010-11-01,57.02,57.950001,56.91,57.43,4081600,53.166413
2010-11-02,57.610001,57.849998,57.209999,57.34,4076500,53.083094
2010-11-03,57.259998,57.720001,57.07,57.299999,4425800,53.046063
2010-11-04,56.990002,57.400002,55.650002,56.009998,9590100,51.851831
2010-11-05,56.02,56.09,54.880001,55.419998,6902400,51.305632
2010-11-08,55.130001,55.43,54.990002,55.290001,4527900,51.185286
2010-11-09,55.18,55.439999,54.75,54.93,7671600,50.852012
2010-11-10,54.759998,54.939999,53.970001,54.700001,6174200,50.639087
2010-11-11,54.279999,54.82,54.09,54.619999,5385900,50.565025
2010-11-12,54.279999,54.700001,54.23,54.470001,5015300,50.426163
2010-11-15,54.32,54.830002,54.23,54.509998,3929700,50.463191
2010-11-16,54.080002,54.57,53.759998,54.029999,6811400,50.018826
2010-11-17,53.75,54.060001,53.439999,53.869999,5871700,49.870705
2010-11-18,54.0,55.43,53.91,55.139999,8362700,51.046421
2010-11-19,55.529999,55.580002,54.720001,55.0,9153900,50.916815
2010-11-22,54.990002,55.080002,54.060001,54.740002,5289800,50.676119
2010-11-23,54.279999,54.330002,53.509998,53.599998,7065900,49.620749
2010-11-24,53.75,54.25,53.720001,53.830002,4303700,49.833677
2010-11-26,53.529999,53.900002,53.369999,53.560001,1755400,49.583721
2010-11-29,53.080002,53.580002,52.189999,53.32,6368500,49.361537
2010-11-30,52.610001,53.029999,52.419998,52.689999,6027300,48.778307
2010-12-01,53.32,53.77,53.0,53.52,5721000,49.54669
2010-12-02,53.349998,53.919998,53.189999,53.84,3971400,49.842933
2010-12-03,54.0,54.25,53.459999,53.73,7120600,49.741099
2010-12-06,53.400002,53.639999,53.150002,53.400002,4075000,49.4356
2010-12-07,53.619999,53.720001,52.98,53.130001,5837200,49.185644
2010-12-08,53.040001,53.549999,53.0,53.279999,4666400,49.324506
2010-12-09,53.310001,53.580002,53.099998,53.400002,4701300,49.4356
2010-12-10,53.32,54.0,53.290001,53.889999,6567800,49.88922
2010-12-13,53.939999,54.34,53.849998,54.110001,5523100,50.092889
2010-12-14,56.450001,57.220001,55.240002,56.759998,23617700,52.546151
2010-12-15,56.529999,56.950001,55.349998,55.669998,14247900,51.537072
2010-12-16,55.700001,56.799999,55.639999,56.630001,12950800,52.425805
2010-12-17,57.0,57.900002,56.580002,57.419998,21618900,53.157153
2010-12-20,57.560001,57.98,57.439999,57.650002,6980600,53.370081
2010-12-21,57.57,57.700001,57.169998,57.389999,5598000,53.129381
2010-12-22,57.200001,57.369999,56.630001,56.950001,4411800,52.722048
2010-12-23,56.700001,57.07,56.459999,56.709999,4074800,52.499864
2010-12-27,56.529999,56.669998,56.009998,56.439999,2758400,52.249908
2010-12-28,56.380001,56.560001,55.939999,55.959999,4025200,51.805544
2010-12-29,56.150002,56.369999,55.869999,55.869999,3601700,51.722225
2010-12-30,55.689999,56.169998,55.459999,55.529999,3414000,51.407467
2010-12-31,55.470001,55.610001,54.77,54.900002,3997500,50.82424
2011-01-03,55.200001,56.279999,55.18,55.549999,5453300,51.425982
2011-01-04,55.77,57.240002,55.689999,56.75,8429500,52.536895
2011-01-05,56.459999,57.16,56.400002,56.73,4552000,52.51838
2011-01-06,56.68,57.18,56.07,56.549999,3561400,52.351743
2011-01-07,56.5,57.189999,56.459999,56.98,4680800,52.74982
2011-01-10,56.470001,56.950001,56.209999,56.439999,4758900,52.249908
2011-01-11,56.549999,56.880001,56.09,56.189999,5863900,52.018468
2011-01-12,56.299999,56.919998,56.049999,56.849998,4566400,52.62947
2011-01-13,56.720001,57.0,56.23,56.32,4660300,52.138818
2011-01-14,56.049999,57.279999,56.049999,56.5,5893700,52.305455
2011-01-18,56.400002,57.34,56.349998,57.290001,10611900,53.036807
2011-01-19,57.209999,57.43,56.599998,56.98,5771500,52.74982
2011-01-20,56.779999,57.650002,56.68,57.310001,6313600,53.055322
2011-01-21,57.41,57.41,56.740002,56.970001,6032900,52.740564
2011-01-24,57.060001,57.869999,56.810001,57.290001,5647800,53.036807
2011-01-25,56.91,58.189999,56.740002,57.16,8944000,52.916457
2011-01-26,57.27,57.470001,56.32,56.48,6833600,52.28694
2011-01-27,56.459999,56.869999,56.060001,56.48,4686000,52.28694
2011-01-28,56.610001,56.610001,55.110001,55.290001,6928300,51.185286
2011-01-31,55.220001,55.459999,54.849998,55.080002,6021300,50.990877
