"","WYNN.Open","WYNN.High","WYNN.Low","WYNN.Close","WYNN.Volume","WYNN.Adjusted"
"1",78.839996,81.419998,78.519997,81.339996,3020300,59.813406
"2",80.059998,82.849998,79.660004,82.830002,1837300,60.909082
"3",83.82,85.440002,82.199997,82.57,2948300,60.71789
"4",83.099998,85.230003,82.599998,84.900002,2834400,62.431258
"5",84.029999,86.849998,84.029999,85.550003,2592500,62.909237
"6",86,86.519997,84.199997,85.550003,1975700,62.909237
"7",85.529999,86.300003,84.550003,85.029999,2148100,62.526851
"8",86.970001,88.5,86.050003,86.860001,2912500,63.872544
"9",87.43,88,84.330002,84.449997,2168600,62.100347
"10",84.849998,86.57,83.629997,85.769997,1827100,63.071009
"11",86.739998,88.419998,85.82,86.029999,3908500,63.262202
"12",86.309998,89.129997,85.419998,89.040001,4954400,65.475608
"13",89.099998,89.639999,85,85.099998,2803900,62.578326
"14",82.739998,83,78.139999,78.550003,5325300,57.761783
"15",79.370003,80.93,75.830002,76.269997,3424700,56.085179
"16",77,77.839996,73.290001,76.129997,3886500,55.982231
"17",76.940002,76.959999,73.120003,74.790001,2525000,54.996864
"18",76.199997,77.480003,74.029999,74.959999,2301300,55.121872
"19",75.879997,78.699997,75.169998,78.5,2754300,57.725013
"20",79.339996,80.099998,76.910004,78.849998,2045100,57.982385
"21",78.949997,80.43,78.699997,79.599998,2636400,58.533898
"22",79.32,80,76.599998,77.809998,2251600,57.21762
"23",78.989998,82.050003,77,81.220001,3203100,59.725168
"24",81.370003,83.349998,80.550003,83.269997,3168600,61.232633
"25",83.279999,84,81.349998,83.019997,2589700,61.048795
"26",83.019997,83.269997,79.199997,79.57,2445800,58.511838
"27",80,80.529999,77.370003,80.010002,2146400,58.835394
"28",78.059998,83.339996,78,83.25,2730400,61.217928
"29",83.980003,84.949997,81.519997,81.959999,2970600,60.269325
"30",83.580002,86,83.209999,85.480003,2480800,62.857762
"31",85,88.480003,84.669998,87.68,2187600,64.475531
"32",87.540001,89.169998,86.25,88.639999,1945800,65.181467
"33",89.099998,89.349998,86.839996,87.529999,1911800,64.365227
"34",87.449997,89.199997,86.720001,87.870003,2300100,64.61525
"35",88.730003,89.830002,85.75,87.849998,3530800,64.600539
"36",84.5,87.690002,83.260002,87.68,5578500,64.475531
"37",89,90.330002,87.980003,89.230003,3340900,65.615327
"38",88.760002,91.650002,87.709999,91.5,2979900,67.28457
"39",91.860001,92.360001,90.5,91.970001,2241700,67.630185
"40",91.139999,92.440002,89.739998,90.309998,2508800,66.409501
"41",89.209999,91.720001,88.720001,91.519997,2178000,67.299274
"42",92,93.980003,90.919998,93.760002,2095600,68.946463
"43",92.059998,92.720001,90.300003,91.440002,2546300,67.420216
"44",88.5,89.580002,87,87.190002,2355800,64.286621
"45",85.980003,88.120003,85.550003,86.93,2226900,64.094917
"46",86.760002,88.239998,86.699997,87.260002,1746400,64.338233
"47",86.099998,87.93,85.82,87.290001,1687200,64.360352
"48",88.389999,91.209999,88.040001,89.550003,2355500,66.026689
"49",89.370003,91,88.809998,89.919998,2289400,66.299492
"50",89.400002,89.650002,86.029999,86.529999,2009900,63.79999
"51",86.540001,87.860001,85.050003,87.599998,1922700,64.588918
"52",88.580002,88.739998,86.029999,86.080002,1886200,63.4682
"53",85.150002,86.099998,82.050003,82.400002,2959700,60.754875
"54",81.660004,84.610001,80.5,84.300003,2850700,62.155777
"55",84.709999,85.099998,81.349998,81.860001,2380200,60.356723
"56",82.760002,85.110001,80.5,84.339996,2595100,62.185265
"57",84.309998,84.309998,81.760002,81.760002,1532600,60.282993
"58",81.379997,83.120003,80,80.610001,4180800,59.435078
"59",81.279999,82.919998,79.889999,82.57,3247200,60.880217
"60",82.75,84.860001,82.190002,84.669998,1909500,62.428581
"61",86.279999,88.580002,86.199997,87.809998,3212300,64.743754
"62",87.129997,87.940002,86.279999,86.669998,1905700,63.903214
"63",87.349998,89.5,87.099998,88.419998,1625700,65.193517
"64",89.830002,90.580002,88.459999,88.839996,2152700,65.503189
"65",89.110001,89.839996,88.419998,89.550003,1409300,66.026689
"66",91,91.330002,90.269997,90.879997,1580800,67.007315
"67",90.980003,91.5,89.949997,90.129997,1472300,66.454328
"68",89.800003,90.75,89.370003,90.279999,1619200,66.564926
"69",90.269997,90.610001,89.120003,89.809998,1192400,66.218387
"70",90.480003,92.230003,90.010002,91.910004,4244900,67.766756
"71",92.699997,95.129997,91.279999,94.93,3151900,69.993449
"72",95,95.879997,92,92.730003,3427300,68.371355
"73",92.650002,93.790001,90.599998,91.18,2761600,67.228512
"74",90.279999,91,86.059998,87.050003,4474200,64.183397
"75",89.089996,90.440002,87.169998,90.199997,4416300,66.50594
"76",89.489998,89.599998,87,87.120003,3914200,64.235009
"77",88.080002,88.870003,86.080002,87.639999,3144300,64.618411
"78",87.059998,87.540001,85.720001,86.480003,2516900,63.763127
"79",87.349998,88.690002,85.910004,86.769997,2619000,63.976944
"80",87.599998,87.940002,85.800003,87.089996,2243800,64.212885
"81",87.660004,92.160004,87.610001,90.510002,4713700,66.734512
"82",91.949997,93.199997,91,92.709999,2720100,68.356606
"83",92.050003,92.489998,89.559998,90.169998,2667800,66.483821
"84",90.730003,91,88.550003,89.269997,1781700,65.820235
"85",89.5,94.220001,88.879997,93.849998,4291700,69.197146
"86",95.339996,102.75,95.050003,101.779999,9281500,75.044065
"87",100.129997,104.580002,99.809998,102.360001,7210600,75.47171
"88",101.690002,103.860001,100,102.190002,5018600,75.346368
"89",102.300003,102.739998,100.32,101.589996,2820600,74.903973
"90",102.5,103.129997,100.300003,101.940002,2742700,75.162039
"91",101.230003,102.470001,100.959999,102.040001,1548600,75.235769
"92",100.480003,100.639999,97.300003,97.889999,2768600,72.175905
"93",98.889999,102.489998,98.550003,101.160004,2777300,74.586933
"94",103,107.360001,101.699997,103.239998,4911100,76.120547
"95",102.940002,105.279999,102.589996,104.419998,1948900,76.99058
"96",104.25,106.199997,103.25,103.349998,1809300,76.201652
"97",102.699997,105.720001,102.199997,105.120003,1830400,77.506705
"98",104.610001,104.889999,102.730003,104.540001,1515800,77.07906
"99",108.970001,109,105.690002,107.050003,2346800,78.929726
"100",106.400002,108.459999,106.010002,107.160004,1471500,79.010831
"101",108.870003,111.110001,108.190002,109.260002,2399300,80.559195
"102",111.730003,113.959999,108.839996,112.57,6128200,82.99971
"103",109.18,112.449997,108.5,111.139999,5311700,81.945348
"104",110,113.580002,108.269997,112.519997,5402900,82.962842
"105",112.519997,115.440002,112.519997,113.07,4887700,83.368368
"106",112.970001,116.93,112.129997,116.540001,5250300,85.926857
"107",117.5,117.5,113,113.870003,3142000,83.958224
"108",114.139999,115.190002,112.059998,114.25,2257300,84.238402
"109",112.980003,115.139999,112.889999,114.559998,1696700,84.466968
"110",114.07,114.309998,110.120003,111,2612300,81.842124
"111",112,114.599998,111.639999,111.739998,2052500,82.387736
"112",110.919998,113.07,107.349998,108.059998,3172100,79.674412
"113",108.330002,109.199997,105.269997,105.5,3531200,77.786883
"114",107.910004,110.410004,106.900002,108.949997,3167600,80.330623
"115",101.330002,103.699997,101.25,102.989998,3846900,81.953949
"116",103.269997,105.959999,102.209999,105.209999,2173100,83.720508
"117",103.110001,103.339996,101,101.650002,1833900,80.887652
"118",103.419998,104.489998,102.370003,103.160004,1571000,82.089231
"119",102.080002,103.5,102,102.089996,621200,81.237776
"120",101.989998,102.790001,100.389999,102.230003,1755000,81.349186
"121",101.050003,103.5,100.900002,101.099998,2719400,80.449989
"122",104.5,106.339996,103.300003,104.790001,5110100,83.386296
"123",105.059998,106.120003,101.709999,103.470001,4642700,82.33591
"124",102.5,104.959999,102.370003,103.339996,2441900,82.232459
"125",102.93,103.580002,102.459999,102.959999,1480900,81.930078
"126",104.93,105,101.330002,101.470001,2139600,80.744417
"127",101.790001,102.279999,100.470001,101.449997,2168900,80.728499
"128",101.809998,103.489998,101.209999,101.360001,1715900,80.656884
"129",101.970001,101.970001,100.269997,101,1441400,80.370415
"130",102.269997,102.559998,100.160004,100.260002,1582600,79.781564
"131",100.279999,101.68,99.209999,99.599998,1975700,79.256369
"132",99.739998,101.93,99.459999,100.739998,3583100,80.163519
"133",103.370003,107,103.019997,105.589996,3979500,84.022889
"134",105.970001,107.25,104.449997,104.949997,2408800,83.513612
"135",106,107,105.199997,105.769997,2158200,84.166124
"136",106.730003,106.949997,105.150002,105.910004,1621200,84.277534
"137",106.220001,106.25,103.620003,104,1320600,82.757655
"138",104.110001,104.599998,102.510002,103,950300,81.961908
"139",102.559998,102.599998,100.510002,102.120003,1049200,81.261654
"140",102.459999,102.949997,100.989998,101.690002,718400,80.919482
"141",102.209999,103.129997,101.629997,102.610001,1719900,81.651568
"142",102.190002,102.580002,101.019997,101.709999,784100,80.935395
"143",101.580002,104.199997,100.849998,103.839996,1390100,82.630333
"144",106.25,109.089996,106.080002,108.989998,3174100,86.728429
"145",109.410004,112.5,109.339996,112.389999,3656300,89.433969
"146",111.550003,114.690002,111.550003,113.839996,2624900,90.5878
"147",113.919998,115.050003,112.550003,114.669998,2051200,91.248271
"148",115.660004,119.330002,115.379997,118.730003,3966000,94.479006
"149",118.07,119.669998,116.629997,118.699997,2180900,94.455129
"150",119.75,119.900002,116.339996,117.089996,2353900,93.173976
"151",117.75,118.209999,115.550003,116.779999,1969600,92.927297
"152",118.410004,119.18,116.349998,116.720001,2351000,92.879554
"153",116.389999,118.82,116.25,118.82,1679100,94.550621
"154",120.5,121.739998,118.269997,118.860001,1677000,94.582451
"155",118.489998,121.190002,117.260002,118.18,2457700,94.041343
"156",117.540001,118.089996,114,116.239998,1993300,92.497593
"157",116.559998,118.080002,115.389999,115.949997,1538300,92.266826
"158",116.129997,116.860001,114.5,115.379997,1449100,91.81325
"159",114.739998,115.120003,112.459999,114.82,1826300,91.367634
"160",115.699997,119.239998,114.849998,118.660004,2000800,94.423304
"161",118.699997,119.989998,116.900002,118.870003,1681300,94.590411
"162",119.440002,120.75,114.400002,114.510002,2190000,91.120954
"163",114.760002,117.419998,114.709999,116.330002,1794400,92.569213
"164",117,119.5,115.5,119.18,2245500,94.83709
"165",119.480003,119.699997,117.639999,118.870003,1414500,94.590411
"166",119.059998,121,117.879997,119.400002,2402600,95.012155
"167",118.07,119.25,117.379997,118.059998,2198900,93.945852
"168",116.809998,119.25,115.550003,118.010002,2038400,93.906068
"169",119.839996,122.889999,118.75,120.18,4494700,95.632837
"170",119.559998,122.410004,118.620003,121.529999,2411400,96.707094
"171",120.82,122.389999,119.760002,120.150002,3207200,95.608965
"172",119.510002,129.369995,118.5,129.100006,5643900,102.730902
"173",128.979996,129.279999,127.019997,127.949997,2078100,101.815786
"174",127.529999,129.5,127,128.199997,1587100,102.014722
"175",129.130005,129.600006,127.169998,127.879997,1420000,101.760084
"176",128.160004,129.490005,127.550003,128.460007,1292500,102.221624
"177",128.460007,128.940002,126.550003,127.699997,1273200,101.616849
"178",126.040001,126.940002,122.699997,123.07,1803000,97.932544
"179",123.150002,124,116.360001,120.339996,2631700,95.760153
"180",120.120003,120.800003,117.330002,119.290001,1563700,94.924623
"181",120.82,123.449997,120.129997,121.839996,1215300,96.953773
"182",123.129997,124.07,121,122.93,1196000,97.82114
"183",123.760002,126.059998,122.589996,125.830002,3349700,100.128807
"184",125.75,126.989998,124.540001,126.080002,1789600,100.327743
"185",126.75,131.080002,126.75,130.529999,2434400,103.868814
"186",130.529999,132.25,129.089996,130.809998,2114200,104.091622
"187",131.440002,131.539993,124.5,126.400002,2228600,100.582382
"188",126.620003,128.479996,125.839996,127.059998,1632100,101.107572
"189",126.709999,128.880005,125.529999,128.089996,1685200,101.92719
"190",126.550003,126.550003,122.400002,123.089996,2353900,97.948456
"191",121.739998,124.300003,120.639999,123.790001,1779100,98.505483
"192",122.480003,124.360001,120.599998,123.989998,1799300,98.66463
"193",120.169998,121.970001,117.209999,121.169998,2450800,96.420624
"194",119.68,121.059998,116.550003,117.040001,2680700,93.134193
"195",119.910004,119.970001,117.790001,118.18,1272200,94.041343
"196",120.199997,120.199997,116.389999,116.459999,2067100,92.672658
"197",117.849998,122.639999,117.379997,121.760002,2526500,96.890118
"198",122.260002,123.43,118.209999,118.410004,3390700,94.224368
"199",118.650002,121.239998,116.510002,120.970001,1926400,96.261477
"200",121.989998,124.82,121.730003,124.239998,2134200,98.863566
"201",126.190002,128.570007,125.029999,127.029999,2108400,101.0837
"202",127.68,127.720001,124.639999,125.120003,1551900,99.563827
"203",125.190002,127,124,125.879997,1140100,100.16859
"204",126.5,127.720001,125.540001,127.660004,1439000,101.585025
"205",126.620003,127.970001,125.089996,127.160004,1428400,101.187151
"206",130,135.850006,129.710007,133.009995,3809300,105.842262
"207",135.279999,136.429993,132.309998,132.960007,2220500,105.802484
"208",132.5,134.309998,131.669998,133.139999,1693200,105.945713
"209",135,137.100006,132.350006,134.300003,2179400,106.868782
"210",134.630005,136.339996,133.130005,135.380005,1643000,107.72819
"211",135.759995,136.080002,131.800003,132.570007,1627000,105.492144
"212",133.080002,133.75,130.880005,131.970001,1161200,105.014691
"213",130.479996,131.309998,129.050003,130.139999,1223000,103.558473
"214",132.110001,135.710007,131.630005,135.149994,2038900,107.545159
"215",134.020004,135.580002,133.360001,134.960007,1391300,107.393978
"216",135,140.369995,134.539993,138.460007,2962300,110.179091
"217",136.600006,141.199997,134.300003,140.5,2816900,111.802409
"218",141.25,141.339996,136.929993,138.929993,2943100,110.553081
"219",143.759995,149.800003,143,147.919998,5512100,117.706848
"220",146.5,149.270004,145.270004,147.710007,1779200,117.539748
"221",148.25,148.740005,145.580002,147.169998,1330500,117.110038
"222",147.690002,147.729996,145.080002,146.190002,1600000,116.33021
"223",146.839996,147.600006,144.429993,146.759995,1489800,116.783779
"224",146.570007,147.330002,143.740005,145.710007,1595600,115.948255
"225",145.369995,149.179993,144.399994,147.149994,2956200,117.497306
"226",148.360001,151.690002,147.229996,147.869995,2302100,118.072217
"227",147.699997,148.5,144.360001,146.080002,1500000,116.642931
"228",145.699997,145.699997,140.660004,143.130005,2068800,114.287398
"229",142.039993,146.389999,141.429993,143.690002,1500000,114.734549
"230",145.949997,147.380005,144,144.339996,1413300,115.25356
"231",144.5,146.899994,144.5,144.710007,1258100,115.549008
"232",145.570007,150.199997,145.25,149.740005,2269400,119.565395
"233",149.25,151.729996,146.860001,148.630005,2092500,118.679075
"234",147.589996,148.5,146.199997,146.830002,1700000,117.241796
"235",147.229996,149.520004,145.720001,146.270004,1545700,116.794646
"236",146.449997,147.289993,139.800003,140.539993,2860700,112.219308
"237",140.580002,143.25,140.070007,142.850006,2156100,114.063823
"238",143.179993,147.460007,142.350006,146.860001,1999100,117.26575
"239",148,148.619995,146.029999,147.009995,1574000,117.385518
"240",146.270004,147.130005,144.490005,144.979996,1339100,115.764591
"241",142.649994,143.320007,140.149994,142.470001,1800000,113.760394
"242",143.690002,143.75,140.800003,141.75,1092200,113.185483
"243",141.789993,143.899994,140.669998,143.149994,1650000,114.303359
"244",143.139999,145.779999,142.75,145.339996,1303200,116.052047
"245",145.169998,147.490005,145.169998,146.399994,1227400,116.898441
"246",147.820007,149.100006,145.75,146.520004,1342600,116.994267
"247",146.070007,149.800003,145.449997,145.860001,2366000,116.467263
"248",146.339996,147.419998,143.399994,146.259995,1611000,116.786653
"249",144.759995,145.889999,142.529999,143.410004,1723900,114.510973
"250",143.320007,144.75,141.210007,141.300003,1547300,112.826166
"251",142.300003,143,136.070007,136.089996,3236200,108.666045
"252",136.190002,137.770004,134.139999,134.600006,2777300,107.476308
"253",134.580002,135.699997,133.699997,135.199997,2180900,107.955393
"254",134.419998,134.839996,131.289993,131.990005,2271700,105.392257
"255",132.130005,133.440002,128.559998,129.779999,2352600,103.627596
"256",132.5,133.839996,131.429993,133.059998,1423900,106.246632
"257",131.309998,133.169998,129.520004,130.369995,1533200,104.098701
"258",129.839996,131.460007,128.149994,129.949997,1940000,103.763338
"259",132.720001,133.479996,129.279999,129.399994,2120900,103.324168
"260",129.25,133,128.410004,132.270004,1789700,105.615833
"261",132.639999,136.809998,132.149994,135.429993,1675400,108.139041
"262",134.580002,136.419998,132.940002,133.070007,1153900,106.254624
"263",131.399994,132.910004,128.910004,132.850006,1931400,106.078956
"264",132.899994,133.199997,130.220001,131.330002,1330600,104.865253
"265",130.820007,135.199997,130.289993,134.300003,1539400,107.23676
"266",135,139.949997,135,139.429993,1965300,111.332988
"267",141.179993,142,138.910004,140.210007,1772900,111.955819
"268",141,145.880005,140.449997,143.539993,2006900,114.614768
"269",144.520004,150.529999,143.539993,149.570007,2573700,119.429654
"270",149.869995,151.440002,148.410004,151.160004,1548900,120.699245
"271",150.990005,154.149994,150.199997,153.289993,1790500,122.400013
"272",155.139999,159.169998,155.130005,157.490005,1929200,125.753667
"273",155.440002,161.740005,154.660004,161.149994,2194200,128.676119
"274",159.169998,160.610001,155.960007,156.809998,2006100,125.21069
"275",157.190002,159.5,156.320007,156.869995,1740100,125.258597
"276",158.649994,159.770004,155.860001,156.350006,1709700,124.843393
"277",157.039993,159.710007,156.529999,158.779999,1821800,126.783709
"278",160.320007,162.699997,158.149994,162.619995,1830200,129.849895
"279",163.050003,165.309998,161.779999,164.889999,3312200,131.662463
"280",169.149994,172.580002,160.720001,162.270004,5837000,129.570432
"281",163.100006,163.179993,157.679993,160.179993,2170300,127.901586
"282",161.309998,164.5,160.279999,163.759995,1834000,130.760169
"283",163.330002,166.899994,163.020004,165.25,1963000,131.949919
"284",163.740005,165,163.309998,164.619995,1078900,131.446868
"285",164.479996,164.919998,163.139999,164.130005,862800,131.454888
"286",164.229996,164.610001,158.100006,159.169998,1932000,127.482323
"287",159.169998,159.820007,155.009995,155.429993,2421600,124.48688
"288",153.339996,155.25,149.679993,153.679993,2537900,123.085271
"289",157.740005,158.270004,152.559998,154.210007,2545400,123.50977
"290",153.580002,155.080002,146.449997,146.830002,2703600,117.598981
"291",146.960007,151.979996,142.910004,151.75,3280600,121.539503
