"","ARG.Open","ARG.High","ARG.Low","ARG.Close","ARG.Volume","ARG.Adjusted"
"1",63.099998,63.099998,62.650002,63,756800,57.280863
"2",62.169998,63,62.02,63,747300,57.481591
"3",63.080002,63.490002,62.630001,62.75,634900,57.253489
"4",63,63.389999,62.740002,63.389999,660100,57.837429
"5",63.040001,63.52,62.849998,63.400002,497700,57.846555
"6",63.490002,63.75,63.23,63.700001,403600,58.120276
"7",63.700001,64.470001,63.209999,63.759998,509800,58.175018
"8",63.509998,64.010002,62.82,63.220001,525000,57.682321
"9",63,63.650002,62.75,62.75,454300,57.253489
"10",63.029999,63.07,62.360001,62.720001,526800,57.226118
"11",62.52,63.119999,62.25,62.27,816700,56.815535
"12",62.5,63.060001,62.240002,62.93,1837400,57.417723
"13",63.23,63.23,62.59,62.799999,1202100,57.299109
"14",62.119999,62.700001,61.98,62.07,1254500,56.633053
"15",62.220001,62.709999,61.959999,62.200001,977500,56.751667
"16",62.529999,62.529999,61.470001,62.040001,1160100,56.605682
"17",62.139999,63.009998,62.09,62.57,924100,57.089256
"18",62.75,63,62.349998,63,656600,57.481591
"19",62.849998,63.540001,62.799999,63.5,1038000,57.937794
"20",63.759998,63.880001,63.32,63.869999,777000,58.275383
"21",64.379997,64.93,64.160004,64.900002,3715500,59.215164
"22",64.970001,65.029999,64.580002,64.849998,720500,59.169541
"23",64.989998,65.050003,64.760002,64.980003,1244700,59.288158
"24",64.900002,65.139999,64.779999,65.040001,858300,59.3429
"25",65.019997,65.07,64.790001,65,728000,59.306403
"26",64.889999,65,64.620003,64.739998,1717100,59.069176
"27",64.839996,64.900002,64.410004,64.839996,484900,59.160415
"28",64.449997,65.199997,64.279999,65.160004,794800,59.452392
"29",65.379997,65.510002,64.550003,64.730003,1285300,59.060057
"30",64.559998,65.160004,64.550003,65.160004,1312700,59.452392
"31",65.360001,65.519997,64.949997,65.480003,754300,59.744361
"32",65.599998,65.709999,65.209999,65.57,414400,59.826475
"33",65.790001,65.919998,65.419998,65.660004,801300,59.908595
"34",65.339996,65.93,65.339996,65.5,784000,59.762607
"35",65.720001,65.800003,65.099998,65.290001,1037000,59.571002
"36",65.120003,65.620003,65.099998,65.290001,537400,59.571002
"37",65.760002,66,65.519997,65.699997,961000,59.945085
"38",65.360001,66,65.18,65.269997,1743800,59.55275
"39",65.370003,65.769997,65.129997,65.620003,744600,59.872098
"40",65.720001,65.970001,65.370003,65.849998,472600,60.081947
"41",65.57,65.989998,65.470001,65.980003,1530000,60.200565
"42",65.989998,66,65.550003,65.800003,317700,60.036331
"43",65.360001,66.099998,65.360001,65.980003,1141900,60.200565
"44",65.529999,65.910004,65.379997,65.379997,855800,59.653115
"45",65.120003,65.440002,64.839996,65.110001,1209300,59.406769
"46",64.889999,65.25,64.870003,64.949997,457500,59.26078
"47",65.089996,65.970001,65,65.93,1049400,60.154941
"48",65.879997,66.410004,65.669998,66.279999,712600,60.474282
"49",66.160004,66.639999,65.980003,66.599998,642700,60.766252
"50",66.400002,66.400002,65.970001,66.25,684500,60.446911
"51",66.040001,66.360001,65.959999,66.25,829900,60.446911
"52",66.410004,66.720001,66.169998,66.529999,527800,60.702384
"53",66.25,66.5,66.099998,66.449997,704900,60.62939
"54",66.360001,66.629997,65.959999,66.279999,764100,60.474282
"55",66.459999,66.730003,66.260002,66.279999,494000,60.474282
"56",66.730003,66.989998,66.349998,66.720001,793500,60.875743
"57",66.5,66.599998,66.290001,66.379997,383400,60.565521
"58",66.099998,66.199997,65.489998,65.800003,1291600,60.036331
"59",66.230003,66.370003,65.870003,66.199997,1128800,60.401288
"60",66.279999,66.489998,65.919998,66.150002,703100,60.355672
"61",66.489998,66.879997,66.059998,66.669998,1374800,60.83012
"62",66.120003,66.400002,65.510002,65.75,3048600,59.990708
"63",65.690002,65.849998,64.410004,64.589996,6709600,58.932314
"64",63.900002,64.93,63.549999,64.830002,5560700,59.151296
"65",64.709999,65.690002,64.540001,65.019997,2275900,59.324648
"66",65.099998,65.099998,63.02,64.629997,3047200,59.196421
"67",64.860001,65.43,64.209999,64.849998,2718400,59.397926
"68",65.470001,67.629997,65.190002,67.160004,8938400,61.513724
"69",67.099998,67.400002,66.839996,67.300003,1260600,61.641954
"70",67.43,67.959999,67.129997,67.699997,2589000,62.008319
"71",67.68,67.879997,67.519997,67.75,846600,62.054118
"72",67.480003,67.989998,67.459999,67.650002,889900,61.962527
"73",67.68,67.879997,67.559998,67.720001,551900,62.026642
"74",67.32,67.989998,67.32,67.629997,383000,61.944205
"75",67.940002,68,67.690002,67.949997,707300,62.237301
"76",67.660004,67.970001,67.599998,67.839996,364800,62.136549
"77",67.800003,68.199997,67.599998,68.040001,630200,62.319738
"78",67.660004,68.089996,67.650002,68,384700,62.2831
"79",68.199997,68.300003,67.870003,67.949997,610700,62.237301
"80",68.230003,68.330002,67.949997,68.300003,943800,62.557882
"81",68.010002,68.279999,67.779999,68.25,784200,62.512082
"82",68.639999,68.639999,68.080002,68.32,553000,62.576197
"83",68.129997,68.739998,68.110001,68.730003,979900,62.951731
"84",68.769997,68.790001,68.360001,68.57,425500,62.805179
"85",68.910004,68.93,67.370003,67.849998,2409600,62.14571
"86",69.709999,70,69.5,69.779999,5902100,63.913451
"87",69.510002,70.019997,69.510002,69.919998,995300,64.04168
"88",69.910004,70,69.660004,69.809998,2254600,63.940928
"89",69.910004,70.040001,69.470001,69.650002,1174900,63.794383
"90",69.900002,70,69.550003,69.709999,855900,63.849336
"91",69.510002,69.900002,69.410004,69.82,1379400,63.950089
"92",69.470001,70.040001,69.470001,69.949997,707000,64.069157
"93",69.949997,70.110001,69.800003,70.029999,469800,64.142433
"94",69.93,70.230003,69.879997,70.150002,1029600,64.252347
"95",70,70.230003,69.900002,70.129997,693600,64.234024
"96",70.239998,70.25,69.900002,69.989998,582600,64.105795
"97",70.099998,71.089996,70.099998,70.839996,2389100,64.884332
"98",70.419998,70.860001,70.339996,70.800003,966800,64.847701
"99",71.099998,71.150002,70.559998,70.790001,567900,64.83854
"100",70.559998,70.949997,70.510002,70.889999,728500,64.930132
"101",71.050003,71.089996,70.620003,71,800900,65.030884
"102",71.050003,71.279999,70.239998,70.43,1772800,64.508806
"103",70.300003,70.400002,69.019997,69.309998,2114100,63.482964
"104",69.720001,69.720001,68.480003,68.599998,1814300,62.832656
"105",68.339996,68.730003,67.970001,68.559998,687200,62.796018
"106",68.389999,68.709999,68.370003,68.620003,633600,62.850978
"107",68.550003,68.650002,67.980003,68.010002,673900,62.292262
"108",68.010002,68.120003,67.050003,67.160004,2513500,61.513724
"109",67.449997,68.059998,67.300003,67.870003,1824100,62.164032
"110",67.620003,68.010002,67.300003,67.489998,487300,61.815975
"111",67.529999,67.860001,67.169998,67.199997,484800,61.550355
"112",67.209999,67.239998,66.239998,66.25,2519300,60.680226
"113",66.199997,66.900002,66,66.75,773400,61.13819
"114",67.089996,67.489998,66.93,67.400002,964500,61.733545
"115",67.470001,67.470001,66.720001,66.949997,1376700,61.321373
"116",66.599998,66.75,65.879997,65.900002,2913800,60.359653
"117",65.529999,66.32,60.310001,62,11809000,56.787533
"118",61.91,62.220001,60.639999,62.07,3943300,56.851647
"119",61.889999,62.59,61.459999,61.610001,476200,56.430321
"120",61.48,61.790001,60.560001,61.75,2094400,56.558551
"121",61.5,61.5,60.860001,61.099998,2107000,55.963196
"122",61.700001,62.040001,61.290001,61.939999,1931200,56.732576
"123",62.849998,64.190002,62.52,63.709999,3185800,58.353769
"124",64.669998,66.5,64.5,66.260002,4329700,60.689388
"125",66.260002,66.309998,64.959999,65.110001,1716600,59.636069
"126",65.419998,65.699997,64.739998,65.5,2136900,59.993281
"127",65.550003,65.989998,65.080002,65.970001,895700,60.423768
"128",66.120003,66.449997,60.619999,61.84,12338600,56.640984
"129",62.32,64.900002,62.32,63.400002,9414400,58.069833
"130",64.089996,64.739998,63.200001,63.5,4140200,58.391675
"131",63.689999,64.07,63.259998,63.580002,1980500,58.465241
"132",63.459999,63.869999,63.330002,63.330002,629900,58.235352
"133",63.360001,63.52,62.959999,63.200001,842700,58.115809
"134",63.209999,63.389999,62.939999,63.040001,1575300,57.968681
"135",63.459999,63.529999,62.790001,62.91,791300,57.849138
"136",62.880001,63.5,62.880001,63.220001,489600,58.134201
"137",61.299999,61.57,60.549999,61.439999,5312700,56.497393
"138",61.549999,62.580002,61.43,62.52,3203500,57.490512
"139",62.5,62.860001,62.16,62.599998,6e+05,57.564075
"140",62.369999,62.68,62.220001,62.450001,733900,57.426144
"141",62.5,62.75,62.310001,62.459999,615900,57.435338
"142",62.450001,62.66,62.450001,62.599998,666800,57.564075
"143",62.509998,62.82,62.450001,62.459999,552100,57.435338
"144",63.07,63.740002,62.950001,63.580002,1888500,58.465241
"145",63.91,63.93,63.150002,63.48,1615000,58.373283
"146",63.5,63.799999,63.259998,63.43,1030100,58.327306
"147",63.549999,63.869999,63.439999,63.650002,741100,58.529609
"148",63.59,63.799999,63.369999,63.639999,831600,58.520412
"149",63.75,63.869999,63.419998,63.59,944800,58.474435
"150",63.619999,63.709999,63.419998,63.5,490100,58.391675
"151",63.68,63.82,63.450001,63.630001,463200,58.511218
"152",63.52,63.650002,63.330002,63.470001,639400,58.364089
"153",63.349998,63.790001,63.330002,63.720001,985300,58.593978
"154",63.540001,63.650002,63.23,63.490002,718700,58.382481
"155",63.490002,63.849998,63.400002,63.73,690100,58.603172
"156",63.59,63.68,63.23,63.549999,876500,58.437652
"157",64.18,64.279999,63.299999,63.849998,2219700,58.713517
"158",63.75,63.779999,63.200001,63.27,1284000,58.180178
"159",63.209999,63.279999,61.950001,62.029999,1654600,57.039929
"160",62.049999,62.5,61.93,61.970001,2093600,56.984759
"161",62.110001,62.549999,61.900002,62.099998,1584200,57.104298
"162",62.669998,62.73,62.220001,62.380001,1020500,57.361775
"163",62.41,62.740002,62.310001,62.669998,532300,57.628443
"164",62.790001,63.700001,62.689999,63.580002,934500,58.465241
"165",63.5,63.84,63.16,63.389999,406700,58.290523
"166",63.259998,63.540001,62.98,63.450001,622400,58.345698
"167",63.43,63.709999,63.27,63.709999,984700,58.58478
"168",63.599998,63.75,62.98,63.18,996900,58.097418
"169",63.049999,63.189999,61.990002,62.509998,1874600,57.481315
"170",62.32,64.660004,62.290001,63.52,1865000,58.410066
"171",63.290001,64.470001,63.200001,64,856000,58.851452
"172",63.799999,64.43,63.709999,63.82,1063500,58.685932
"173",63.919998,64.230003,63.02,63.32,1277300,58.226155
"174",63.360001,64,63.32,63.73,706100,58.603172
"175",62.349998,64.730003,62.349998,64.349998,14428400,59.173294
"176",63.939999,64.349998,63.75,64.150002,3596200,58.989386
"177",64.300003,64.339996,63.849998,64.080002,2738300,58.925018
"178",63.59,64,62.700001,62.790001,2143600,57.738792
"179",62.709999,63.18,61.599998,61.77,2628400,56.800847
"180",61.639999,62.93,61.450001,62.130001,1404700,57.131887
"181",62.41,62.849998,62.34,62.509998,573600,57.481315
"182",62.720001,63.240002,62.43,62.580002,832200,57.545687
"183",62.639999,62.849998,62.009998,62.240002,1040000,57.233038
"184",62.07,62.439999,61.759998,62.380001,1034200,57.361775
"185",62.66,63.240002,62.66,63,786000,57.931898
"186",62.849998,63.310001,62.34,63.25,838900,58.161786
"187",63.240002,63.5,62.5,62.799999,1143100,57.747986
"188",62.700001,63.849998,62.459999,63.349998,1468200,58.25374
"189",63.299999,63.5,62.59,63.290001,900500,58.198569
"190",62.610001,62.869999,62.07,62.330002,997000,57.315798
"191",61.560001,62.75,61.560001,62.549999,759300,57.786958
"192",62.310001,63.599998,61.779999,63.450001,1970700,58.618427
"193",62.400002,62.68,61.880001,62.259998,2475000,57.51904
"194",62.189999,62.939999,60.759998,60.869999,3154400,56.234886
"195",61.400002,61.709999,61.119999,61.610001,780600,56.918539
"196",61.939999,62.220001,61.639999,62.09,994600,57.361987
"197",62.349998,62.75,62,62.73,952900,57.953252
"198",62.779999,63.34,62.389999,62.869999,985900,58.082591
"199",62.68,63.389999,62.029999,63.240002,1023000,58.424419
"200",63.5,65.860001,63.450001,65.709999,3099900,60.706331
"201",65.68,66.940002,65.410004,66.470001,1445300,61.408461
