"","GS.Open","GS.High","GS.Low","GS.Close","GS.Volume","GS.Adjusted"
"41",154.539993,156.059998,153.770004,155.179993,8082600,145.401346
"42",155.929993,156.199997,154.589996,155.399994,4209800,145.607484
"43",154.020004,154.770004,153.179993,153.899994,5861700,144.202007
"44",151.720001,152,148.910004,149.25,7734400,139.845031
"45",147.809998,150.589996,147.809998,149.419998,4949300,140.004317
"46",149.380005,150.449997,148.080002,148.080002,4218700,138.748761
"47",147.580002,149.179993,147,147.759995,3760100,138.448918
"48",148.679993,149.789993,148.139999,148.589996,4391600,139.226618
"49",148.539993,149.940002,147.729996,149.199997,4460600,139.798179
"50",148.669998,149.660004,146.279999,147.050003,5290900,137.783667
"51",147.440002,148.970001,147.25,148.240005,5276800,138.898682
"52",148.119995,148.5,146.600006,146.740005,3729200,137.493204
"53",144.800003,145.490005,143.820007,143.949997,6372300,134.879007
"54",142.809998,145.330002,142.75,144.679993,5638400,135.563002
"55",144.940002,145.160004,141.660004,141.809998,6818100,132.87386
"56",141.130005,141.740005,138.25,139.75,11252000,130.943673
"57",138.830002,140.110001,136.649994,136.660004,6205800,128.36989
"58",136.25,138.009995,135.789993,136.929993,7064100,128.6235
"59",139.009995,140.339996,137.800003,139.740005,6897700,131.263051
"60",139.929993,140.149994,138.449997,139.779999,4992000,131.300618
"61",141.619995,147.990005,141.330002,147.289993,13588500,138.355039
"62",146.149994,146.240005,144.149994,145.210007,6211300,136.401229
"63",145.380005,149.660004,145.360001,147.539993,8310300,138.589874
"64",149.789993,150.679993,148.5,149.139999,6729800,140.09282
"65",149.460007,150.75,148.809998,150.389999,4417200,141.266992
"66",152.320007,154.699997,152.300003,154.369995,7653600,145.005552
"67",153.539993,153.75,152.229996,152.529999,5688200,143.277174
"68",151.669998,152.800003,150.669998,152.559998,5698200,143.305353
"69",152.279999,152.479996,151.160004,152.229996,4388600,142.99537
"70",152.110001,152.470001,150.559998,150.979996,4835600,141.821198
"71",150.979996,152.399994,149.889999,151.899994,5640500,142.685386
"72",152.110001,154.570007,151.089996,151.399994,6876000,142.215718
"73",149.949997,150.550003,147.690002,148.070007,8986100,139.087736
"74",146.360001,146.869995,143.979996,144.910004,9152400,136.119425
"75",146.25,147.600006,145.820007,147.279999,5623700,138.345651
"76",147.009995,148.410004,145.779999,146,5205900,137.1433
"77",146.509995,146.690002,144.059998,145.009995,5504800,136.21335
"78",145.020004,145.020004,142.539993,144.419998,6944900,135.659145
"79",145.25,146.979996,144.300003,144.580002,6854400,135.809442
"80",145.199997,148.5,144.820007,147.699997,7439800,138.740171
"81",147.699997,148.470001,144.699997,146.570007,5866700,137.678729
"82",147.559998,150.279999,146.070007,149.570007,8724700,140.496742
"83",149.75,152.330002,149.130005,150.839996,6330600,141.689691
"84",152.110001,152.360001,150.029999,151.110001,4471500,141.943316
"85",151.149994,153.399994,150.619995,152.660004,5225100,143.399292
"86",152.669998,153.089996,151.270004,152.199997,4454400,142.967191
"87",151.300003,155.449997,151.009995,155.210007,6378000,145.794606
"88",156.300003,156.690002,154.389999,154.729996,5626200,145.343714
"89",154.229996,154.289993,150.550003,151.589996,6891100,142.394194
"90",152.690002,152.690002,150.660004,150.690002,6901500,141.548796
"91",150.929993,154.380005,150.850006,153.699997,6972300,144.376197
"92",155.139999,159.699997,154.110001,156.720001,14491200,147.213001
"93",156.210007,160.25,154.860001,159.600006,10631200,149.918298
"94",159.580002,161.5,158.100006,159.300003,6350900,149.636494
"95",159.889999,159.979996,157.5,157.759995,4051700,148.189906
"96",159.360001,159.449997,156.270004,157.389999,5728300,147.842355
"97",156.720001,158.729996,156.529999,158.289993,4068500,148.687754
"98",157.190002,160.589996,157,160.149994,6570900,150.434922
"99",160.860001,163.789993,160.440002,163.240005,9918800,153.337487
"100",162.149994,163.600006,160.949997,161.130005,4536600,151.355483
"101",161.770004,162.960007,160.169998,161.570007,4514400,151.768794
"102",162.059998,163,161.800003,162.820007,3332400,152.942966
"103",163.179993,163.179993,160.570007,162.630005,4462800,152.76449
"104",163.619995,166.399994,162.690002,166.389999,8162600,156.296394
"105",165.990005,171.179993,165.919998,171.070007,11989300,160.692502
"106",169.949997,171.610001,169.100006,169.199997,5516100,158.935931
"107",170.300003,170.850006,166,166.550003,7343900,156.446692
"108",166.309998,168.649994,165.570007,167.220001,6328100,157.076046
"109",165.789993,168.889999,165.789993,167.710007,3931500,157.536327
"110",166.389999,168.119995,164.649994,165.830002,4735600,155.770368
"111",165.679993,169.350006,165.009995,167.220001,5199000,157.076046
"112",165.800003,167,164.660004,165.100006,5914100,155.084655
"113",165.119995,165.729996,164,164.889999,3726300,154.887388
"114",165.690002,168.929993,165.600006,167.350006,4987500,157.198165
"115",167.5,167.75,165.699997,166.669998,4584500,156.559408
"116",164.300003,164.380005,158.449997,161.050003,11364000,151.280335
"117",159.100006,160.899994,157.660004,157.779999,7315000,148.208697
"118",158.960007,160.699997,158.550003,160.259995,4258200,150.53825
"119",158.460007,159.350006,158.070007,158.220001,1876900,148.622007
"120",157.490005,160,157,159.279999,4819900,149.617703
"121",158.070007,159.330002,156.139999,156.139999,5416900,146.991181
"122",158.449997,159.199997,157,158.449997,6024000,149.165827
"123",159.160004,163.25,158.839996,162.5,7208600,152.978525
"124",161.309998,162.5,160.949997,162.309998,4658000,152.799656
"125",161.660004,163.190002,161.490005,162.649994,3686300,153.119731
"126",164.520004,164.770004,161.440002,161.589996,5527700,152.121842
"127",161.960007,166.139999,161.889999,166.139999,5259500,156.405244
"128",167,167.75,165.75,166.449997,5746400,156.697077
"129",166.410004,168.470001,165.899994,168.470001,4543600,158.598722
"130",168.25,170.919998,167.899994,169.479996,5325200,159.549537
"131",169.669998,169.990005,166.839996,167.330002,4892700,157.52552
"132",166.639999,167.289993,165.110001,165.210007,4358100,155.529743
"133",165.690002,165.910004,163.210007,164.460007,4164400,154.823688
"134",163.919998,165,163.119995,164.039993,5343000,154.428285
"135",163.740005,166.899994,163.649994,166.050003,3719100,156.320521
"136",166.539993,168.880005,166.5,168.229996,4546900,158.372779
"137",168.669998,169.679993,167.899994,169.600006,3858500,159.662516
"138",169.100006,169.699997,167.169998,167.600006,2494000,157.779703
"139",166.789993,170,166.410004,169.830002,2715000,159.879035
"140",170,171.229996,168.830002,169.190002,2862900,159.276536
"141",169.399994,169.779999,166.570007,167.630005,3329800,157.807944
"142",168.089996,168.25,166.990005,167.639999,1745400,157.817353
"143",167.580002,168.800003,167.009995,168.160004,1636300,158.306888
"144",170.550003,173.25,169.850006,173.050003,5717100,162.910365
"145",173.869995,174,172,173.080002,3335500,162.938606
"146",172.050003,174.490005,172,174,4140600,163.804698
"147",174.509995,174.589996,171.979996,172.210007,5375200,162.119587
"148",172.699997,172.889999,169.360001,170.690002,4916100,160.688645
"149",170,171.289993,169.199997,169.759995,3650300,159.81313
"150",170.5,171.429993,168.320007,169.360001,4572300,159.436573
"151",169.389999,172.309998,169.179993,171.669998,5592900,161.611219
"152",172.039993,172.600006,171,171.570007,3183800,161.517087
"153",171.190002,175,171.190002,175,5885100,164.746104
"154",174.75,175.339996,173.050003,174.679993,4981200,164.444847
"155",169.460007,171.490005,165.860001,166.490005,13372700,156.734742
"156",166.550003,167.059998,164.009995,165.690002,8914900,155.981614
"157",165.880005,169.199997,165.119995,166.199997,5876500,156.461726
"158",165.990005,167.070007,165.75,166.300003,4624300,156.555872
"159",163.050003,164.789993,160.119995,161.979996,11259800,152.48899
"160",161.699997,162.839996,161.039993,161.309998,6738000,151.85825
"161",161.130005,164.25,161.110001,164.029999,6036000,154.418876
"162",164.160004,165.089996,161.419998,161.770004,4570000,152.291303
"163",161.380005,163.720001,161.229996,163.619995,3792800,154.032896
"164",163.860001,166.25,163.610001,165.330002,4138400,155.642707
"165",165.149994,166.639999,164.199997,165.050003,2986200,155.379114
"166",164.990005,164.990005,161.839996,164.639999,4710400,154.993134
"167",164.880005,164.979996,162.759995,164.830002,3354500,155.172004
"168",164.789993,168.100006,164.600006,167.130005,5036700,157.337241
"169",167.020004,168.720001,166.259995,168.550003,4718700,158.674036
"170",168.229996,168.229996,164.660004,166.009995,5663900,156.282856
"171",165.149994,166.649994,164.679993,165.339996,4265800,155.652116
"172",165.110001,167.690002,164.809998,166.660004,4257100,156.894779
"173",166.149994,167.800003,165.509995,167.520004,3547200,157.704389
"174",167.320007,168.440002,166.820007,167.910004,4025900,158.071537
"175",168.559998,169.899994,168,168.809998,4606300,158.918797
"176",168.539993,168.690002,167,167.160004,4448100,157.365482
"177",167.039993,168.300003,166.850006,168.039993,3728100,158.19391
"178",165.669998,165.759995,162.350006,162.940002,5448200,153.392746
"179",162.630005,164.800003,161.770004,163.089996,4560400,153.533952
"180",162.199997,163.899994,161.320007,163.440002,4619300,153.86345
"181",164.050003,165.880005,163.520004,165.119995,4636200,155.445005
"182",165.529999,166.25,163.110001,163.779999,4235200,154.511041
"183",163.550003,164.490005,161.300003,161.309998,7015500,152.180827
"184",161.580002,163.330002,161.110001,161.690002,4658400,152.539326
"185",162.710007,165.179993,162.690002,164.490005,4581200,155.180866
"186",162.880005,163,160.360001,161,7810800,151.888373
"187",161.410004,161.839996,158.5,159.149994,7004100,150.143066
"188",159.429993,161.779999,159.039993,161.300003,4845900,152.171398
"189",161.850006,163.720001,161.580002,162.350006,4125200,153.161977
"190",160.800003,161,159.990005,160.270004,4563400,151.199691
"191",159.850006,161.550003,159.839996,160.679993,2883900,151.586476
"192",159.940002,160.5,158.020004,158.429993,4376100,149.463813
"193",156.059998,158.050003,154.850006,157.25,5243600,148.350601
"194",157.229996,157.240005,153.259995,154.380005,7223400,145.64303
"195",155.929993,156.350006,153.949997,155.75,5293900,146.935492
"196",156.600006,160.25,155.240005,159.960007,10170600,150.907237
"197",161.619995,162.149994,159.899994,160.210007,4663300,151.143089
"198",160.639999,162.210007,160.119995,160.789993,3538900,151.690252
"199",160.020004,160.229996,158.240005,159.529999,3603300,150.501565
"200",160.350006,160.5,158.830002,159.910004,2734400,150.860064
"201",160.509995,160.509995,157.699997,157.970001,4020700,149.029854
"202",158.199997,159.289993,156.410004,156.470001,3686800,147.614745
"203",156.600006,158.699997,155.529999,158.470001,3769400,149.501557
"204",159.029999,160.429993,157.470001,159.070007,2967200,150.067607
"205",157.380005,160.070007,157.320007,158.600006,3317700,149.624205
"206",159.770004,162,159.660004,160.229996,3787900,151.161947
"207",160.759995,160.880005,158.600006,158.899994,2816800,149.907215
"208",158.460007,159.149994,157.619995,158.910004,3173700,149.916658
"209",159.889999,161.990005,158.850006,161.889999,4198700,152.728004
"210",161.990005,164.399994,161.570007,162.399994,4589200,153.209136
"211",163.490005,163.619995,160.820007,160.960007,3280800,151.850643
"212",160.539993,162.910004,160.539993,161.470001,3126900,152.331775
"213",160.25,161.440002,159.449997,160.419998,3328100,151.341196
"214",162.5,163.979996,159.830002,160.169998,5145000,151.105345
"215",157.509995,157.600006,155.25,155.789993,7982300,146.973221
"216",156.179993,156.949997,154.630005,155.130005,5608300,146.350584
"217",154.050003,154.880005,151.520004,153.779999,5992900,145.076981
"218",156.089996,156.100006,149.550003,151.860001,13463800,143.265643
"219",153.169998,154.149994,151.5,152.699997,7181300,144.0581
"220",153.089996,154.330002,152.699997,153.509995,3977500,144.822257
"221",152.580002,152.589996,151.179993,152.190002,3711600,143.576968
"222",151.889999,153.949997,151.779999,153.270004,4400000,144.595849
"223",153.600006,153.850006,152,152.860001,4207000,144.209049
"224",152.550003,152.600006,150.199997,150.600006,5906700,142.076956
"225",150.279999,151.869995,149.639999,151.009995,6075500,142.463742
"226",152.199997,153.070007,151.070007,151.300003,4362700,142.737338
"227",150.970001,152.800003,150.679993,151.869995,3557400,143.275072
"228",152.25,152.460007,150.949997,151.520004,3768000,142.944888
"229",150.869995,151.220001,149.949997,150.410004,4100200,141.897707
"230",151.470001,151.970001,149.529999,150.100006,5429300,141.605253
"231",149.699997,149.869995,148.800003,149.119995,3152400,140.680705
"232",149.020004,150.740005,148.520004,150.399994,4033800,141.888263
"233",150,150,147.649994,147.880005,5310500,139.510891
"234",145.990005,146.779999,140.660004,142.75,20659200,134.671213
"235",142.389999,142.520004,139.25,141.460007,14256700,133.454226
"236",140.889999,143.389999,140.259995,140.600006,6458800,132.642896
"237",140.259995,141.949997,139.080002,140.809998,7071400,132.841003
"238",140.929993,141.820007,140.210007,140.839996,4768900,132.869304
"239",141.229996,141.300003,138.429993,139.339996,7331500,131.454195
"240",138.179993,139.639999,134.789993,134.990005,11284500,127.350387
"241",133.639999,137.190002,133.639999,135.839996,8406500,128.152274
"242",136.270004,136.759995,135.029999,136.339996,6605300,128.623977
"243",135.669998,137.589996,135.509995,136.240005,6528800,128.529645
"244",136.199997,136.699997,135.339996,136.259995,5332300,128.548503
"245",136.25,138.960007,136.229996,138.660004,5275700,131.149558
"246",140.820007,142.300003,139.880005,140.729996,7023200,133.10743
"247",139.949997,140,136.100006,136.169998,6768100,128.794422
"248",136.649994,136.729996,131.5,134.380005,12423400,127.101383
"249",132.979996,137.169998,132.889999,135.330002,5457600,127.999924
"250",134.75,135.220001,133.139999,133.899994,5287800,126.647372
"251",134.380005,135.759995,132.990005,132.990005,6191500,125.786672
"252",132.630005,134.889999,131.5,131.589996,6795100,124.462494
"253",131.990005,135.100006,131.830002,133.529999,4498100,126.297417
"254",133.210007,137.25,132.520004,135.919998,7556800,128.557964
"255",136.130005,137.970001,135.919998,137.529999,5272900,130.080759
"256",138.199997,138.949997,136.539993,137.100006,5849900,129.674057
"257",136.070007,137.589996,134.009995,134.850006,5715200,127.545927
"258",134.630005,136.889999,134.149994,136.089996,5230700,128.718754
"259",137.830002,138.789993,137.210007,137.229996,6758300,129.797006
"260",136.419998,136.729996,134.360001,135.139999,4019900,127.820213
"261",135.5,137.190002,134.300003,135.960007,4213300,128.595805
"262",135.589996,137.779999,134.429993,134.520004,4224400,127.2338
"263",133.100006,133.830002,131.639999,132.360001,6706600,125.190791
"264",132.809998,133.449997,130.820007,130.910004,5774800,123.819333
"265",130.75,131.860001,129.800003,130.710007,5831800,123.630169
"266",131.339996,131.339996,128.300003,129.259995,8056000,122.258696
"267",129.729996,133.229996,129.5,132.529999,8170800,125.351582
"268",133.050003,133.800003,131.5,133.089996,4980900,125.881247
"269",133.429993,136.720001,133.089996,136.649994,5103500,129.24842
"270",135.899994,136.050003,133,134.5,4458300,127.214879
"271",133.779999,134.440002,132.820007,133.889999,3029100,126.637919
"272",135.089996,136.199997,134.720001,135.009995,3857500,127.69725
"273",133.320007,134.399994,133.169998,134.080002,4141600,126.81763
"274",132.75,133.429993,131.070007,132.020004,4722900,124.869211
"275",131.419998,132.660004,130.100006,130.309998,4330900,123.251826
"276",130.740005,131.770004,129.699997,129.919998,4410500,122.88295
"277",131.699997,132.199997,129.75,129.889999,5357200,122.854577
"278",131.309998,131.509995,129.179993,130.160004,5255100,123.109956
"279",129.580002,130.160004,127.5,129.330002,5836500,122.324911
"280",125.730003,129.929993,125.5,128.490005,15297700,121.530413
"281",128,133.800003,127.580002,132.75,8578300,125.559667
"282",133.520004,135.979996,133.25,135.580002,7671000,128.236383
"283",135.029999,136.470001,134.440002,135.490005,4925500,128.151261
"284",134.169998,137.130005,133.5,136.850006,5856700,129.437598
"285",136.610001,139.25,136.020004,137.600006,5464700,130.146975
"286",136.789993,137.25,134.440002,134.720001,5250000,127.422964
"287",134.970001,138.130005,134.649994,135.839996,4429700,128.482295
"288",134.100006,136.600006,133.130005,134.970001,5340300,127.659423
"289",136.919998,137.339996,133.75,134.149994,5880700,126.883831
"290",132.080002,134.759995,131.179993,131.229996,7594500,124.121993
"291",131.350006,133.270004,130.710007,132.080002,6499400,124.925959
"292",130.839996,131.889999,126.209999,126.230003,8193300,119.392822
"293",127.75,129.229996,122.349998,125.18,11167300,118.399692
"294",122.080002,125.440002,112.110001,117.660004,17378000,111.287012
"295",120.510002,123.150002,111.599998,122.730003,15913400,116.082398
"296",119.580002,119.669998,110.040001,110.339996,18592000,104.363489
"297",112.940002,119.75,112.25,118.099998,11842200,111.703175
"298",119.82,120.879997,115.290001,116.470001,9607900,110.161465
"299",117.57,119.699997,116,119.129997,7257200,112.677384
"300",117.599998,119.779999,115.5,116.870003,7413100,110.539801
"301",117.360001,118.75,116.550003,117.25,4828600,110.899216
"302",112.150002,114.5,112.040001,113.139999,9284600,107.011831
"303",111.870003,115.300003,111.110001,111.760002,6829000,105.706581
"304",114.169998,114.489998,105.099998,106.510002,11286600,100.740944
"305",106.019997,108.800003,103.160004,106.860001,24482500,101.071985
"306",106.900002,110.739998,106.389999,110.309998,10169800,104.335115
"307",114.510002,118.099998,108.110001,109.839996,11939500,103.890571
"308",108.629997,112.580002,107.720001,111.75,7355700,105.697121
"309",113.650002,116.540001,112.330002,116.07,5177900,109.78313
"310",115.330002,116,113.25,115.18,5298800,109.270835
"311",115.400002,117.800003,114.669998,116.220001,6488100,110.25748
"312",115.550003,115.550003,111.599998,112.160004,9855500,106.405776
"313",108.580002,109.239998,105.800003,107.059998,8380900,101.567419
"314",103.669998,105.599998,103.43,104.559998,7749300,99.195678
"315",106,108.790001,105,108.339996,6526400,102.781749
"316",107.129997,108,104.739998,104.790001,6508800,99.413882
"317",104.379997,105.82,102.220001,102.25,8613700,97.004192
"318",100.790001,103,99.779999,102.919998,8769600,97.639817
"319",103.410004,105.18,101.5,104.089996,7119200,98.74979
"320",104.910004,105.879997,103.529999,104.540001,6602200,99.176707
"321",105.169998,108.190002,105.099998,107.970001,6354500,102.430736
"322",109.07,109.660004,105.910004,107.489998,7999300,101.975358
"323",105.32,105.599998,103.25,104.809998,5821600,99.432852
"324",105,105.269997,102.529999,102.610001,4978100,97.345723
"325",102.809998,102.830002,97.720001,97.860001,8586100,92.839416
"326",95.959999,96.029999,91.400002,93.980003,12381300,89.158477
"327",92.839996,96.519997,92.800003,95.18,17489100,90.29691
"328",96.190002,99.730003,95,99.139999,7038600,94.053746
"329",101.199997,104.080002,98.779999,99.550003,8583800,94.442715
"330",99.980003,100.809998,96.209999,96.32,5676800,91.378423
"331",98.650002,99.980003,97.199997,99.870003,5949200,94.746298
"332",98.279999,98.400002,94.459999,94.550003,5780200,89.699234
"333",93.739998,95.720001,89.879997,90.080002,7745200,85.45856
"334",88.32,95.220001,84.269997,94.580002,1.2e+07,89.727694
"335",93.870003,95.540001,90.82,94.290001,8455400,89.452571
"336",94,98,91.760002,97.93,7604000,92.905825
"337",98.07,98.07,92.25,92.690002,7636900,87.934658
"338",94.919998,96.389999,93.949997,96.139999,6123500,91.207657
"339",94.559998,98.809998,94,96.699997,7065300,91.738925
"340",98.199997,101.129997,96.389999,99.110001,8237900,94.025286
"341",97.870003,98.019997,94.519997,96.150002,6571500,91.217146
"342",96.790001,97.839996,94.650002,96.730003,5557400,91.767392
"343",95.510002,97.889999,95.169998,96.900002,7227800,91.928669
"344",98.190002,103.739998,96.550003,102.25,16777200,97.004192
"345",101.550003,104.940002,100.32,100.790001,9959400,95.619096
"346",101.690002,102.169998,98.279999,100.860001,7351200,95.685505
"347",101.739998,103.059998,100.589996,102.089996,5854800,96.852397
"348",102.650002,104.730003,102.580002,103.980003,5616600,98.64544
"349",103.050003,103.169998,100.080002,100.440002,5150100,95.287054
"350",101.900002,106.739998,101.360001,106.330002,11751700,100.874875
"351",110.330002,117.529999,110,116.400002,16477900,110.428246
"352",114.339996,118.07,114,115.860001,8249500,109.915949
"353",112.790001,113.889999,109.480003,109.550003,8071700,103.929678
"354",103.489998,107.099998,102.709999,103.540001,10225400,98.228011
"355",106.449997,107.25,104.75,106.129997,5602800,100.685131
"356",108.029999,108.709999,102.089996,107.68,8295100,102.155613
"357",106.330002,106.57,103.809998,105.040001,6074600,99.651056
"358",104.949997,106.150002,103.75,105.57,4696900,100.153863
"359",106.410004,109.260002,106.199997,108.580002,6138600,103.009441
"360",104.989998,105,98.830002,99.669998,10596500,94.556554
"361",101.870003,101.940002,98.139999,99.5,8536500,94.395277
"362",100.889999,102.199997,100.260002,101.660004,4770400,96.444465
"363",100.519997,100.610001,98.379997,99.290001,4826400,94.196052
"364",98.300003,101.019997,98.059998,99.75,5664100,94.632452
"365",98.870003,98.989998,95.25,95.599998,8889900,90.695361
"366",95.989998,96.440002,91.82,92.349998,8994900,87.612098
"367",92.470001,93.389999,91.309998,91.910004,6228700,87.194676
"368",90.18,92.290001,88.900002,91.300003,7802900,86.615971
"369",90.709999,91.800003,88.610001,89.400002,7087400,84.813447
"370",88.980003,89.279999,87.599998,87.889999,6608600,83.380913
"371",88.059998,91.440002,87.739998,88.75,3675000,84.196793
"372",92.720001,93.75,89.370003,90.779999,8730600,86.122645
"373",90.349998,91.290001,88.650002,88.809998,5877300,84.579807
"374",92.400002,96.010002,91.370003,95.860001,10871200,91.294005
"375",94.580002,95.620003,93.199997,94.43,6036600,89.932118
"376",95.529999,102.419998,95.529999,97.25,15122900,92.617796
"377",99.559998,102.190002,99.050003,99.82,8527400,95.065382
"378",99.639999,102.099998,99,101.160004,6401800,96.341559
"379",100.269997,106.099998,99.050003,105.129997,10620400,100.122454
"380",103.68,104.690002,99.379997,99.919998,9218200,95.160617
"381",101.120003,103.580002,100.790001,101.449997,7014600,96.617739
"382",99.339996,99.449997,97.519997,98.029999,6133300,93.360642
"383",99.190002,99.940002,93.349998,95.040001,10105700,90.513063
"384",93.779999,95.709999,92.449997,93.25,8376300,88.808324
"385",94.739998,95.099998,91.900002,91.900002,8163200,87.522628
"386",92.709999,93.589996,89.900002,90.099998,10053500,85.808363
"387",90.620003,90.919998,86.900002,87.699997,9545300,83.522678
"388",89.82,91.5,88.150002,90.980003,8610800,86.646451
"389",91.040001,92.209999,89.279999,92,6422500,87.617863
"390",92.120003,94.949997,91.790001,94.419998,8280500,89.922592
"391",94.800003,95,92.730003,93.790001,3919500,89.322603
"392",93.5,93.839996,91.830002,91.900002,3672000,87.522628
"393",91.660004,92.440002,90.040001,90.120003,3917400,85.827414
"394",90.589996,91.43,90.25,91.010002,4290500,86.675021
"395",90.529999,91.139999,90.139999,90.43,4182800,86.122646
"396",92.970001,96.43,92.830002,95.360001,8645200,90.817821
"397",94.730003,95.129997,93.68,94.739998,7406200,90.22735
"398",93.949997,95.800003,92.5,94.580002,8131300,90.074975
"399",93.800003,93.959999,92.419998,93.419998,5940900,88.970224
"400",93.489998,95.110001,92.959999,94.690002,5018200,90.179736
"401",97.360001,99.480003,97.040001,98.330002,7682700,93.646355
"402",97.940002,100.620003,97.5,99.760002,7223000,95.008242
"403",100.559998,101.449997,98.260002,101.209999,6858700,96.389173
"404",98,99.43,97,98.959999,7615800,94.246344
"405",98.620003,101.839996,96.949997,97.68,8041500,93.027314
"406",99,105.830002,97.800003,104.309998,17960300,99.341512
"407",106.25,108.300003,104.879997,107.68,11480900,102.550995
"408",107.32,109.43,106.599998,108.739998,8439700,103.560503
"409",108.489998,110.900002,107.519997,108.190002,7091800,103.036705
"410",106.790001,109.099998,106.25,108.870003,4543900,103.684316
"411",106.230003,108.949997,105.93,108.269997,7927600,103.112889
"412",108.610001,110.300003,108.029999,108.559998,6909600,103.389077
"413",107.769997,112.199997,107.620003,111.769997,8403600,106.446177
"414",110.370003,110.419998,108.769997,109.730003,6356900,104.503353
"415",110.690002,112.5,109.160004,111.470001,8028400,106.160471
"416",112.610001,116.650002,111.610001,113.449997,11333000,108.046156
"417",114.339996,115.410004,112.709999,113.389999,6624200,107.989016
"418",115.610001,117.57,115.400002,117.529999,7454500,111.931819
"419",116.389999,117.599998,116.330002,117.389999,3421900,111.798488
"420",116.769997,116.980003,115.309998,115.980003,5727300,110.455653
"421",116.610001,117.040001,114.540001,116.150002,4958200,110.617554
"422",117.190002,117.389999,115.050003,115.879997,4769800,110.360411
"423",114.519997,115.660004,113.260002,114.120003,5849400,108.684248
"424",115.860001,116.07,113.980003,114.529999,3990000,109.074715
"425",113.660004,113.849998,111.400002,112.870003,4870300,107.493788
"426",113.279999,115.25,112.910004,113.169998,6111800,107.779494
"427",112.449997,114.980003,111.620003,114.739998,6372400,109.274712
"428",115.459999,116.650002,114.830002,115.910004,5182300,110.388988
"429",116.220001,117.910004,115.93,116.629997,5320400,111.074687
"430",116.220001,117.139999,114.290001,114.360001,4508500,108.912814
"431",114.620003,115.82,113.220001,115.800003,5609600,110.284227
"432",116.32,116.970001,115.110001,115.870003,4877500,110.350892
"433",114.519997,116.650002,113.940002,116.230003,4370200,110.693745
"434",116,118.660004,115.25,117.110001,6448200,111.868689
"435",116.510002,118.129997,115.139999,115.139999,6650700,109.986856
"436",115.970001,121.239998,115.839996,121.129997,10485800,115.708769
"437",121.410004,122.18,119.860001,119.959999,7044100,114.591134
"438",119.599998,119.949997,117.510002,118.629997,5612700,113.320657
"439",116.120003,116.239998,113.110001,113.669998,8161100,108.582645
"440",114.660004,116.730003,114.290001,116.400002,5595000,111.190466
"441",117.730003,118.68,116.080002,117.169998,4784100,111.926001
"442",117.620003,118.489998,116.239998,117.290001,5000600,112.040633
"443",117.699997,117.870003,116.279999,116.989998,4060000,111.754057
"444",118.400002,124.849998,118.400002,124.540001,11884700,118.966156
"445",124.519997,124.870003,119.82,120.370003,14837200,114.982788
