"","NFLX.Open","NFLX.High","NFLX.Low","NFLX.Close","NFLX.Volume","NFLX.Adjusted"
"76",160.5,166.160004,159.380005,164.990005,5956700,164.990005
"77",164.850006,164.990005,159.490005,161.860001,5471800,161.860001
"78",160.389999,170.75,160.220001,170.630005,7783500,170.630005
"79",171.850006,174.399994,161.880005,162.160004,10286100,162.160004
"80",160.600006,160.699997,153.809998,154.660004,8416100,154.660004
"81",153.020004,158.789993,151.570007,156.389999,6772400,156.389999
"82",159.5,160.009995,154.210007,156.160004,5864700,156.160004
"83",154.490005,158.75,148.460007,150.270004,6783900,150.270004
"84",150.669998,154.089996,148.839996,151.429993,4109700,151.429993
"85",152.039993,153,148.050003,149.639999,3482500,149.639999
"86",150.740005,156.479996,150.229996,153.690002,4088900,153.690002
"87",153.720001,155.830002,151.509995,155.389999,3635600,155.389999
"88",158.100006,159.5,154.009995,154.610001,3280100,154.610001
"89",153.910004,156.759995,151.539993,152.779999,3132800,152.779999
"90",153.529999,155.830002,152.059998,155.720001,3439300,155.720001
"91",156.410004,156.649994,152.020004,153,2853800,153
"92",150.309998,152.429993,147.350006,149.330002,3661100,149.330002
"93",150,155.770004,148,153.149994,9040300,153.149994
"94",169.539993,174.940002,166.580002,172.690002,15967000,172.690002
"95",167.100006,171.479996,165.940002,168.100006,7042700,168.100006
"96",169.229996,169.850006,165.059998,166.839996,3694900,166.839996
"97",167.100006,179.559998,167.050003,177.619995,10520800,177.619995
"98",179.300003,184.740005,175.559998,178.5,9261600,178.5
"99",179,179.220001,173.050003,175.699997,3770300,175.699997
"100",174.940002,175.800003,169.320007,173.570007,5944400,173.570007
"101",173.949997,174,165.699997,167.369995,4936200,167.369995
"102",166.690002,173.380005,166.559998,171.610001,5457600,171.610001
"103",172.639999,174.039993,169.029999,171.460007,3911000,171.460007
"104",173.350006,173.429993,166.600006,167.820007,5888400,167.820007
"105",170.839996,170.910004,166.860001,168.100006,3142000,168.100006
"106",166.830002,170.539993,165.259995,169.130005,4114200,169.130005
"107",169.75,174.899994,169.419998,170.460007,5753700,170.460007
"108",170,177.259995,168.649994,176.869995,5502700,176.869995
"109",174.919998,178.690002,173.550003,175.139999,4202500,175.139999
"110",174.589996,176.889999,170.100006,173,4166700,173
"111",171.929993,173.539993,167.679993,168.300003,4568100,168.300003
"112",166.759995,169.229996,163.570007,165.399994,3909400,165.399994
"113",164.710007,168.509995,164.020004,166.679993,2687200,166.679993
"114",169.589996,170.800003,168.020004,168.330002,2539500,168.330002
"115",168.360001,173.25,167.809998,173.039993,3227800,173.039993
"116",181.070007,188.699997,181,188.320007,10257800,188.320007
"117",186.229996,192.100006,186.039993,187.710007,6815500,187.710007
"118",190.910004,191.830002,186.820007,188.770004,4028900,188.770004
"119",188.350006,192.479996,187.800003,191.899994,3041800,191.899994
"120",194.009995,200,192.5,198.919998,7055400,198.919998
"121",198,206.800003,195.550003,205.899994,11881500,205.899994
"122",207.820007,209.240005,197.869995,200.139999,10712400,200.139999
"123",194.229996,196.449997,191.339996,193.419998,8540400,193.419998
"124",194.710007,195.199997,184.600006,185.449997,8981400,185.449997
"125",186.910004,193.669998,186.289993,193.470001,6825300,193.470001
"126",197.25,199.399994,189.509995,189.809998,7043600,189.809998
"127",185.110001,188.490005,181.389999,188.229996,10477700,188.229996
"128",190,192.139999,185.589996,191.050003,6762200,191.050003
"129",197.380005,197.970001,192.5,194.630005,6787400,194.630005
"130",192.550003,192.610001,182.5,183.800003,7149600,183.800003
"131",181.139999,182.699997,177.110001,178.449997,9075700,178.449997
"132",178.259995,181.419998,175.559998,178.5,6358800,178.5
"133",178.550003,182.729996,178.300003,181.649994,4868700,181.649994
"134",183.059998,184.5,179.589996,180.020004,14772500,180.020004
"135",180.800003,181.050003,176.539993,178.050003,4713700,178.050003
"136",180.669998,186.509995,179.509995,186.240005,5797700,186.240005
"137",187.119995,189.759995,184.600006,185.350006,4168200,185.350006
"138",185.380005,185.389999,181.550003,184.580002,3002100,184.580002
"139",180.149994,180.839996,177.759995,180.009995,3741300,180.009995
"140",179.130005,184.369995,178.520004,183.669998,3887900,183.669998
"141",184.050003,184.5,180.179993,180.270004,2771300,180.270004
"142",180,180.350006,178.720001,179.800003,2106200,179.800003
"143",179.050003,179.740005,175.529999,175.699997,3080400,175.699997
"144",175,180.869995,173.5,178.410004,5708000,178.410004
"145",181.350006,184.899994,178.289993,181.369995,6295100,181.369995
"146",181.149994,182.789993,178.710007,179.729996,4542800,179.729996
"147",176.179993,179.690002,175.649994,177.990005,4570200,177.990005
"148",178.669998,180.550003,176.380005,179.300003,3165000,179.300003
"149",179.699997,187.949997,179.179993,187.880005,6239200,187.880005
"150",189.419998,191.300003,185.770004,186.649994,4646100,186.649994
"151",188.009995,189,184.75,188.899994,3014100,188.899994
"152",188.440002,192.350006,187,191.490005,4271900,191.490005
"153",190.809998,193.25,188.789993,191.479996,2796500,191.479996
"154",191.470001,194.839996,189.570007,193.679993,2654400,193.679993
"155",192.809998,193.850006,189.020004,190.869995,3105800,190.869995
"156",186.820007,188.229996,181.300003,185,5461600,185
"157",184.860001,185.580002,181.690002,182.089996,3558300,182.089996
"158",179.990005,184.419998,176.070007,183.960007,3853100,183.960007
"159",182.990005,186.850006,181.559998,186.740005,3066300,186.740005
"160",187.399994,187.589996,181.830002,183.029999,8548800,183.029999
"161",207.149994,211.789993,204.580002,210.869995,18434600,210.869995
"162",211.690002,218,208.649994,217.979996,8972200,217.979996
"163",213.100006,216.509995,210.259995,214.080002,5866300,214.080002
"164",214.630005,216.779999,212.050003,212.899994,4094400,212.899994
"165",208.729996,213.669998,208.25,211.259995,4765500,211.259995
"166",211.050003,213.320007,209.720001,211.490005,3035100,211.490005
"167",212.960007,221,212.039993,220.070007,6323200,220.070007
"168",222.789993,222.809998,217.860001,218.020004,3633200,218.020004
"169",218.25,218.389999,216.139999,217.630005,2481100,217.630005
"170",217.289993,223.979996,217.289993,222.289993,4136300,222.289993
"171",220.970001,225,220.309998,223.199997,3108100,223.199997
"172",224.240005,231.600006,223.919998,231.070007,6614200,231.070007
"173",235.679993,247.550003,234.570007,247.550003,11217700,247.550003
"174",243.490005,244.649994,238.009995,240.789993,6867700,240.789993
"175",242.710007,244.889999,236.339996,237.720001,6507900,237.720001
"176",235.869995,241.800003,234.059998,235.630005,5635600,235.630005
"177",237.779999,238.369995,231.389999,235.509995,4587600,235.509995
"178",225.369995,229.410004,220.710007,221.600006,7910600,221.600006
"179",215.550003,217.899994,205.389999,211.199997,9847600,211.199997
"180",212.5,216.389999,210.279999,215.179993,4518400,215.179993
"181",214.630005,217.490005,211.050003,212.440002,4209800,212.440002
"182",213.850006,214.309998,203,206.669998,5789200,206.669998
"183",206.199997,207.460007,200.75,204.630005,5691300,204.630005
"184",205,207.5,201.75,204.229996,4718400,204.229996
"185",206.5,207.089996,200.350006,203.369995,5037600,203.369995
"186",203.75,211.279999,203.75,210.720001,6311200,210.720001
"187",214.729996,214.889999,204.25,207.399994,5304200,207.399994
"188",200.199997,202.25,194.360001,195.449997,9714300,195.449997
"189",195.289993,199.440002,191.119995,192.990005,7177000,192.990005
"190",191.080002,203.740005,188.889999,200.020004,9984300,200.020004
"191",202.220001,205.240005,200.110001,204.539993,5139800,204.539993
"192",203.229996,207,198.820007,201.199997,4273400,201.199997
"193",202.479996,219.199997,202,217.110001,10962400,217.110001
"194",221.029999,223.369995,212.25,213.839996,8507900,213.839996
"195",216.940002,219.669998,212.850006,213.899994,4101400,213.899994
"196",213.559998,214.440002,207.320007,209.399994,5479200,209.399994
"197",211.850006,216.679993,207.550003,212.839996,4650000,212.839996
"198",220.770004,222.699997,218,221.389999,6698900,221.389999
"199",222.050003,230,218.610001,229.059998,8268400,229.059998
"200",231.979996,233.119995,226.320007,229.130005,6284700,229.130005
"201",226.960007,232.009995,226.580002,230.009995,4313200,230.009995
"202",233.5,241.300003,233.339996,237.320007,7334800,237.320007
"203",237.970001,238.880005,235,237.380005,3832100,237.380005
"204",238.690002,242.169998,237.070007,237.949997,3862500,237.949997
"205",237.279999,239.699997,235.039993,237.779999,3546100,237.779999
"206",241,244.440002,240.399994,242.089996,5395200,242.089996
"207",244.830002,247.210007,242.770004,244.720001,3431700,244.720001
"208",244.600006,248.649994,242.270004,244.229996,3795600,244.229996
"209",248,248.880005,238.320007,239.970001,5749600,239.970001
"210",235.380005,236.470001,231.029999,233.960007,5978600,233.960007
"211",235.940002,239.699997,232.690002,234.860001,5514500,234.860001
"212",232.779999,235.710007,226.479996,228.160004,4475900,228.160004
"213",224.869995,233.919998,224.410004,233.919998,5781400,233.919998
"214",236.479996,238.850006,232.270004,238.75,4347200,238.75
"215",237.979996,240.449997,233.75,236.729996,5135500,236.729996
"216",236.630005,236.960007,233.229996,235.490005,3134100,235.490005
"217",232.009995,234.169998,228.020004,233.330002,3109900,233.330002
"218",233.770004,242.289993,231.860001,241.550003,5155400,241.550003
"219",243.389999,245.509995,239.410004,244.429993,4218900,244.429993
"220",244.139999,252.320007,243.589996,252.220001,5277500,252.220001
"221",254.710007,254.979996,248,251.669998,10150200,251.669998
"222",237.110001,242.229996,227.300003,228.910004,15809100,228.910004
"223",228.669998,236.610001,225.149994,235.960007,8070500,235.960007
"224",233,239.440002,232.639999,234.369995,4407400,234.369995
"225",232.800003,235.470001,231.699997,232.669998,3058900,232.669998
"226",238.220001,239.869995,234.399994,237.190002,5078600,237.190002
"227",235.690002,235.940002,228,231.240005,4600000,231.240005
"228",231.800003,232,225.300003,229.190002,4789700,229.190002
"229",226.389999,233.779999,226.220001,230.309998,3900000,230.309998
"230",232.770004,233.139999,229,229.470001,3160400,229.470001
"231",231.800003,236.800003,231.360001,236.410004,4121900,236.410004
"232",237.160004,239.5,235.009995,237.630005,3839500,237.630005
"233",239.050003,242.5,238.009995,240.669998,4800000,240.669998
"234",241.199997,246.75,239.389999,245.770004,5200000,245.770004
"235",244.130005,249.619995,243.330002,246.520004,5045300,246.520004
"236",246,246.070007,234.300003,237.089996,4845900,237.089996
"237",235,238.080002,231.110001,236.940002,4236600,236.940002
"238",237.399994,243.699997,237.259995,242.539993,4421000,242.539993
"239",243.5,245.389999,241.100006,242.729996,3390400,242.729996
"240",241.580002,246.889999,241.160004,245.899994,4393700,245.899994
"241",243.020004,249.880005,240,247.830002,5e+06,247.830002
"242",249.889999,252.679993,246.619995,247.600006,4543200,247.600006
"243",247.940002,259.940002,247.169998,259.470001,7949700,259.470001
"244",259.299988,265.880005,258.559998,263.75,5955800,263.75
"245",264.5,265.089996,261.519989,264.51001,2803900,264.51001
"246",267.25,270.799988,264.399994,270.799988,4808400,270.799988
"247",269.470001,273.640015,265.5,267.26001,5954900,267.26001
"248",266.049988,272.980011,264.119995,271.700012,4291600,271.700012
"249",270,276.23999,269.5,273.700012,4990700,273.700012
"250",273.369995,277.700012,260.609985,262.589996,6557000,262.589996
"251",262.75,267.440002,260.779999,263.690002,5201600,263.690002
"252",263.26001,265.440002,258.5,262.26001,3980600,262.26001
"253",262.220001,264.480011,258.200012,262.570007,3084500,262.570007
"254",261.619995,264.600006,257.820007,258.619995,4357400,258.619995
"255",259.779999,263,254.740005,257.220001,3320900,257.220001
"256",259.799988,261.600006,255.940002,261.130005,3045600,261.130005
"257",259.480011,262.769989,256.290009,257.119995,3178300,257.119995
"258",256.450012,257.690002,244.259995,249.300003,5624800,249.300003
"259",251.050003,251.839996,244.699997,245.669998,4079200,245.669998
"260",241.860001,247.809998,240.119995,245.630005,2807000,245.630005
"261",245.690002,254.800003,242.860001,253.649994,3087700,253.649994
"262",251.800003,253.240005,247.679993,248.660004,3125200,248.660004
"263",245.139999,260.850006,244.699997,255.720001,5249400,255.720001
"264",257,260.5,254.089996,256.959991,4866200,256.959991
"265",254.899994,262.459991,251.639999,260.119995,3308600,260.119995
"266",261.920013,266.589996,260.570007,265.089996,2355800,265.089996
"267",266.98999,268.73999,263,264.940002,2605700,264.940002
"268",264.700012,265,260.799988,262.690002,2566700,262.690002
"269",262.059998,268.26001,262.059998,267.98999,3991500,267.98999
"270",276,291.230011,275.709991,289.630005,8986300,289.630005
"271",286.649994,291.779999,284.5,290.959991,4655400,290.959991
"272",293.429993,297.350006,291.630005,292.420013,3824300,292.420013
"273",288.26001,295.799988,287.119995,295.140015,2962600,295.140015
"274",294.829987,301.5,286.899994,290.73999,5273900,290.73999
"275",291.929993,296.290009,286.799988,291.269989,5191400,291.269989
"276",300.700012,304.790009,296.600006,298.730011,7035000,298.730011
"277",299.5,300,285.26001,286.619995,5840200,286.619995
"278",287.959991,289.75,281.619995,286.929993,4065600,286.929993
"279",282.459991,282.470001,274.23999,279,4120600,279
"280",284,289.309998,283.940002,287.290009,2735600,287.290009
"281",283,284.899994,278.019989,281.399994,2844900,281.399994
"282",281.5,284.779999,275.109985,275.809998,3238400,275.809998
"283",272.98999,278.700012,270.549988,276.579987,3391400,276.579987
"284",280.570007,285.5,277.399994,281.529999,7529800,281.529999
"285",255.600006,268.290009,251.460007,266.910004,13859700,266.910004
"286",269.570007,274,267.200012,269.420013,5461300,269.420013
"287",264.329987,270.709991,263.109985,266.619995,4045600,266.619995
"288",261.089996,266.720001,260.5,265.98999,3336000,265.98999
"289",268.540009,269.5,258.76001,263.380005,3698100,263.380005
"290",261.73999,267.600006,256.940002,257.200012,3336600,257.200012
"291",257.5,261.5,251.130005,260,3559600,260
"292",257.049988,260.269989,244.759995,245.770004,4744900,245.770004
"293",248.539993,250.869995,236.429993,241.110001,5408500,241.110001
"294",229.949997,235.660004,221.5,226.639999,5327400,226.639999
"295",227.160004,240.100006,224.130005,237.800003,5278200,237.800003
"296",233.5,239.990005,231.139999,232.419998,3153100,232.419998
"297",235.110001,245.699997,233.610001,243.130005,3080700,243.130005
"298",247.039993,247.850006,242.070007,244,2578000,244
"299",245.669998,246.779999,236.210007,246.279999,3313000,246.279999
"300",244.330002,245.339996,235.899994,239.039993,2635300,239.039993
"301",240.610001,241.080002,228.539993,232.240005,3685300,232.240005
"302",223.399994,226,214.979996,217.479996,4997700,217.479996
"303",214.369995,221,205,205.210007,4695800,205.210007
"304",212.369995,212.369995,203.350006,205.210007,4793000,205.210007
"305",207,219.75,204.089996,219.539993,4210200,219.539993
"306",219.039993,220,209.5,216.029999,4407100,216.029999
"307",217.789993,223.710007,214.419998,215.830002,3721500,215.830002
"308",214.380005,222.5,212.5,221.889999,3659500,221.889999
"309",226.970001,226.979996,222.25,225.039993,2788000,225.039993
"310",224.5,238.809998,223.5,236.279999,4498400,236.279999
"311",238.929993,241.880005,230.889999,235.009995,3942200,235.009995
"312",234.529999,238.5,232.529999,233.270004,3012200,233.270004
"313",208.710007,214.889999,207.619995,213.110001,7946300,213.110001
"314",209.100006,218.949997,208.729996,218.770004,4022400,218.770004
"315",221.490005,221.979996,212.570007,216,4242500,216
"316",214.059998,218.75,209.809998,211.199997,3937500,211.199997
"317",210.220001,212.100006,203.190002,203.970001,4554200,203.970001
"318",201.309998,210.630005,198.619995,210.050003,4557000,210.050003
"319",209.960007,209.979996,204.050003,208.75,3140500,208.75
"320",209.070007,211.25,205.419998,208.710007,2609800,208.710007
"321",176.729996,185.399994,168.130005,169.25,21249200,169.25
"322",167.800003,168,154.139999,155.190002,17847400,155.190002
"323",156.690002,162.990005,142.589996,143.75,19972200,143.75
"324",141.399994,142.979996,129.369995,130.029999,32049000,130.029999
"325",130.380005,134.279999,125.019997,128.5,22637700,128.5
"326",132.130005,132.899994,125.25,128.529999,16443000,128.529999
"327",128.050003,134.190002,127.519997,129.360001,10637900,129.360001
"328",136.220001,137.880005,126.559998,132.220001,11567500,132.220001
"329",134.380005,134.990005,126.419998,127.489998,11110800,127.489998
"330",128.539993,132.300003,126.57,127.139999,8003600,127.139999
"331",128.070007,128.429993,107.739998,113.190002,19417400,113.190002
"332",109.220001,115.75,107.629997,113.269997,10983100,113.269997
"333",115.139999,119.940002,112.620003,113.25,8449500,113.25
"334",114.68,117,110,114.900002,7216000,114.900002
"335",115.589996,119.860001,112,119.760002,7488400,119.760002
"336",119.699997,124.25,118.480003,123.239998,5785300,123.239998
"337",123,124.18,117,117.209999,5770500,117.209999
"338",127.559998,128.5,107.309998,111.620003,21677800,111.620003
"339",109.32,110.940002,103.129997,108.660004,20153900,108.660004
"340",109.400002,116.239998,107.07,113.620003,10312600,113.620003
"341",112.599998,118.970001,111.25,117.010002,9873600,117.010002
"342",121.470001,122,114.400002,116.040001,7045600,116.040001
"343",115.910004,119.25,115.230003,117.330002,5621000,117.330002
"344",117.25,117.489998,110.580002,111.739998,6002300,111.739998
"345",110.660004,114.089996,105.589996,109.419998,8636700,109.419998
"346",110.050003,111.989998,109.080002,111.480003,3654000,111.480003
"347",113.690002,117.129997,110.940002,117.040001,6274800,117.040001
"348",119.099998,120.279999,115.099998,118.839996,17208600,118.839996
"349",74.900002,79.389999,74.25,77.370003,45077400,77.370003
"350",78.730003,81.419998,75.400002,79.400002,21247700,79.400002
"351",82.18,82.720001,79.25,80.860001,10170000,80.860001
"352",80.279999,84.660004,79.599998,84.139999,8252800,84.139999
"353",83.639999,84.089996,81.449997,82.080002,5664800,82.080002
"354",80.110001,81,78.739998,80.089996,4716600,80.089996
"355",80.709999,84.400002,80.110001,83.389999,5912000,83.389999
"356",84.129997,92.599998,81.800003,92.290001,13526500,92.290001
"357",91.470001,92.889999,87.75,90.019997,12069100,90.019997
"358",91,93.839996,89.980003,90.830002,6783600,90.830002
"359",91.230003,92.599998,89.650002,90.470001,4558000,90.470001
"360",89,90.440002,88,88.050003,4108000,88.050003
"361",89.290001,90.300003,84.839996,85.120003,5659200,85.120003
"362",85.900002,87.949997,83.699997,87.75,5448600,87.75
"363",87.989998,88.099998,85.449997,85.720001,3115900,85.720001
"364",85.150002,87.050003,84.5,86.279999,3053200,86.279999
"365",86.459999,86.459999,80.889999,81.18,4937200,81.18
"366",80.769997,81,75.790001,76.459999,7546200,76.459999
"367",76.699997,79,76.040001,78.059998,4961300,78.059998
"368",77,79.980003,73.260002,74.470001,6344000,74.470001
"369",69.209999,74.199997,69,70.449997,15242400,70.449997
"370",69.650002,70.779999,68.419998,68.5,6375200,68.5
"371",68.169998,69.620003,62.900002,63.860001,5435000,63.860001
"372",67.199997,70.760002,66.809998,69.949997,8071900,69.949997
"373",69.330002,69.389999,65.650002,67.57,7154500,67.57
"374",69.029999,69.32,62.369999,64.529999,15476100,64.529999
"375",64.419998,68.440002,64,67.169998,7486100,67.169998
"376",66.220001,67.889999,65.110001,66.370003,5672900,66.370003
"377",66.949997,71.910004,65.300003,70.120003,9696000,70.120003
"378",70.080002,70.769997,66.809998,68.139999,8495800,68.139999
"379",68.300003,72.769997,67.5,71.959999,8435200,71.959999
"380",71.529999,72.949997,69.089996,69.419998,6602300,69.419998
"381",69.540001,71.68,69.529999,70.889999,4701300,70.889999
"382",69.739998,76.830002,69.519997,75.260002,13342900,75.260002
"383",75.449997,77.589996,71.599998,72.110001,10374500,72.110001
"384",69.580002,71.650002,68.919998,71.040001,5312000,71.040001
"385",71.599998,71.959999,69.400002,69.720001,3749600,69.720001
"386",70.190002,70.849998,69.160004,69.82,4651500,69.82
"387",69.790001,69.790001,66.93,67.150002,3457200,67.150002
"388",68.650002,71.589996,68.220001,71.400002,4411500,71.400002
"389",71.290001,72.410004,70.190002,70.970001,3626700,70.970001
"390",71.120003,74.400002,71.120003,73.839996,3694400,73.839996
"391",74.129997,74.580002,72.300003,72.620003,3222300,72.620003
"392",72.300003,72.489998,70.199997,70.599998,3134400,70.599998
"393",70.519997,71,68.57,69.199997,3371000,69.199997
"394",68.980003,69.889999,67.610001,69.300003,3737600,69.300003
"395",69.110001,70.589996,68.830002,69.290001,3115600,69.290001
"396",70.279999,72.720001,70.129997,72.239998,4173400,72.239998
"397",72.349998,80.970001,71.809998,80.449997,14355700,80.449997
"398",79.419998,81.860001,77.279999,79.300003,12364700,79.300003
"399",79.120003,87.300003,78.699997,86.290001,17944400,86.290001
"400",89.610001,99.650002,87.139999,98.18,30581900,98.18
"401",99.800003,99.839996,92.5,95.830002,20905000,95.830002
"402",94.989998,95.599998,91.449997,92.150002,12449800,92.150002
"403",92.480003,93.370003,89.199997,92.150002,8749000,92.150002
"404",91.470001,96.550003,90.199997,94.379997,12691300,94.379997
"405",96,97.849998,94.330002,94.720001,8404600,94.720001
"406",93.18,98.919998,92.25,98.540001,9441600,98.540001
"407",99.660004,104.599998,99.660004,103.459999,11255700,103.459999
"408",102.599998,104.769997,99.690002,100.239998,7694400,100.239998
"409",98.709999,99.620003,93.599998,93.959999,8726700,93.959999
"410",92.099998,94.690002,91.480003,92.669998,5989900,92.669998
"411",92.699997,95.5,91.650002,95.040001,11136200,95.040001
"412",113.900002,119.370003,112.059998,116.010002,22706300,116.010002
"413",115.800003,123.989998,114.279999,123.790001,14604100,123.790001
"414",124.760002,129.479996,123.220001,125.43,15118000,125.43
"415",124.989998,125.489998,117.75,120.199997,12039100,120.199997
"416",121.410004,123.75,118.25,122.970001,7472400,122.970001
"417",123.5,125.75,122.25,124,5875200,124
"418",125,127.489998,123.339996,126.43,6684000,126.43
"419",123.220001,130.600006,121.849998,129.25,11659600,129.25
"420",128.729996,133.429993,126.809998,127.879997,11633600,127.879997
"421",125.870003,127.389999,123.43,124,7287500,124
"422",124.410004,126.980003,122.150002,124.839996,5787800,124.839996
"423",124.050003,126.25,122.870003,123.93,4843000,123.93
"424",124.970001,124.980003,118.129997,118.300003,7507200,118.300003
"425",118.989998,124.25,118.550003,123.07,7486800,123.07
"426",123.629997,125.32,121.089996,122.059998,5303800,122.059998
"427",122.209999,124.129997,120,121.910004,5796500,121.910004
"428",122.129997,122.870003,120.050003,121.849998,3704900,121.849998
"429",123.849998,126.150002,116.68,117.400002,11498700,117.400002
"430",114.910004,115,108.540001,112.400002,13313100,112.400002
"431",111.550003,114.150002,111.160004,112.989998,5680300,112.989998
"432",112.879997,113.949997,111.300003,111.669998,3869900,111.669998
"433",108.050003,110.389999,106.639999,109.410004,6439700,109.410004
"434",108.410004,114.870003,108.099998,113.32,6028100,113.32
"435",113.080002,113.889999,109.760002,110.730003,5367000,110.730003
"436",109.099998,113.669998,108.519997,112.75,5268000,112.75
"437",112.489998,117.839996,111.599998,115.099998,5807600,115.099998
"438",114.699997,116.519997,110.709999,110.809998,3943600,110.809998
"439",109.489998,109.580002,106,107.129997,4603100,107.129997
"440",111.440002,111.440002,102.529999,105.190002,10971000,105.190002
"441",105.949997,108.440002,104,108.07,6536100,108.07
"442",107,110.260002,105.650002,109.129997,5309600,109.129997
"443",107.75,110.75,105.550003,106.199997,4937100,106.199997
"444",107.879997,109.300003,105.150002,106.349998,4391400,106.349998
"445",105.82,105.949997,102.900002,105.25,5172600,105.25
"446",105.349998,110.650002,105,110.169998,5840000,110.169998
"447",110.260002,111.709999,107.559998,109.959999,5314100,109.959999
"448",109.510002,115,108.809998,114.330002,5299300,114.330002
"449",113.910004,116.75,113.110001,115.019997,4501100,115.019997
"450",116,120.889999,115.620003,120.099998,6760200,120.099998
