"","CTXS.Open","CTXS.High","CTXS.Low","CTXS.Close","CTXS.Volume","CTXS.Adjusted"
"59",58.950001,60.599998,58.77,60.380001,4030600,60.380001
"60",60.650002,61.580002,60.509998,61.52,2462600,61.52
"61",62,62.860001,61.860001,61.939999,2855900,61.939999
"62",61.860001,62.27,61.23,61.66,1956100,61.66
"63",61.98,63.900002,61.77,63.52,4701200,63.52
"64",63.779999,63.830002,62.310001,62.790001,3154500,62.790001
"65",63.080002,64.239998,62.689999,63.689999,3188200,63.689999
"66",64.019997,65.870003,64.010002,65.68,3801200,65.68
"67",65.419998,68.279999,65.330002,67.400002,5845700,67.400002
"68",67.300003,67.550003,66.480003,66.959999,2527400,66.959999
"69",66.620003,67.5,66.239998,67.029999,2544100,67.029999
"70",67.169998,68.739998,66.989998,68.209999,3325400,68.209999
"71",68.690002,70.220001,68.32,70.089996,2149700,70.089996
"72",70.470001,70.489998,68.419998,69.209999,2691700,69.209999
"73",69.160004,69.980003,67.120003,67.279999,3373000,67.279999
"74",67.029999,69.260002,66.389999,68.43,3000800,68.43
"75",69.650002,71,69.199997,70.550003,2435700,70.550003
"76",70.290001,70.690002,69.419998,69.480003,1512600,69.480003
"77",69.370003,71.93,68.120003,71.059998,3498800,71.059998
"78",71.440002,71.440002,69.57,70.209999,2675700,70.209999
"79",70.75,71.620003,68.139999,68.239998,3597100,68.239998
"80",69.199997,70.809998,67.650002,67.940002,3044200,67.940002
"81",67.989998,68.309998,65.830002,67.410004,4407700,67.410004
"82",68.129997,70.440002,67.889999,70,2627900,70
"83",69.330002,69.339996,59.580002,60.150002,17987400,60.150002
"84",61.029999,61.099998,58.029999,60.459999,8777500,60.459999
"85",60.830002,60.950001,58.540001,59.66,5077700,59.66
"86",59.450001,59.540001,55.450001,55.689999,10108000,55.689999
"87",55.830002,57.66,55.119999,57.439999,7289900,57.439999
"88",57.43,58.950001,56.549999,58.709999,6228800,58.709999
"89",58.689999,59.099998,57.709999,58.919998,3405700,58.919998
"90",59.259998,59.599998,58.549999,59.189999,3626700,59.189999
"91",59.169998,60,57.73,58.529999,3864600,58.529999
"92",57,57.75,56.290001,56.759998,4321200,56.759998
"93",57.400002,57.630001,56.57,56.720001,4112000,56.720001
"94",57.209999,59.57,57,58.419998,7015100,58.419998
"95",57.990002,61.950001,57.599998,60.799999,10849700,60.799999
"96",60.490002,61.860001,60.16,61.380001,5128400,61.380001
"97",61.200001,63.5,61,63.16,4269900,63.16
"98",63.419998,65.360001,63.200001,65.309998,4761600,65.309998
"99",65.410004,65.800003,63.599998,64.760002,2807100,64.760002
"100",64.739998,65.190002,63.689999,64.129997,3650200,64.129997
"101",65.360001,65.360001,63.709999,64.209999,2992900,64.209999
"102",64.43,65.75,64.43,65.440002,2211900,65.440002
"103",65.239998,65.599998,63.98,65.370003,1906700,65.370003
"104",66.110001,66.5,65.080002,65.919998,2324900,65.919998
"105",66.309998,66.309998,64.650002,65.309998,1955200,65.309998
"106",65,65.510002,64.5,65.379997,1484300,65.379997
"107",65.309998,65.739998,64.199997,64.620003,1994900,64.620003
"108",64.690002,66.389999,64.300003,66.389999,2684200,66.389999
"109",65.199997,67.5,64.32,66.800003,3603300,66.800003
"110",65.919998,66.790001,64.110001,64.790001,2536800,64.790001
"111",65.18,65.279999,63.720001,63.919998,2371900,63.919998
"112",63.23,63.98,61.59,62.259998,3111900,62.259998
"113",62.259998,64.120003,62.200001,63.41,3193700,63.41
"114",64.220001,66.190002,64,64.940002,2774400,64.940002
"115",65.239998,67.050003,65.050003,65.93,2922600,65.93
"116",65.959999,68.25,65.559998,68.019997,2877900,68.019997
"117",67.129997,67.440002,65.099998,66.300003,4295700,66.300003
"118",66.75,69.769997,66.550003,68.629997,3463200,68.629997
"119",68.160004,69.440002,67.790001,68.739998,1186500,68.739998
"120",67.910004,68.760002,66.120003,67.379997,2698200,67.379997
"121",66.470001,67.410004,66.029999,66.43,5373000,66.43
"122",67.559998,69.599998,67.410004,68.900002,2324300,68.900002
"123",68.910004,70.050003,68.860001,69.620003,3082600,69.620003
"124",69.43,71.419998,68.949997,70.260002,2416600,70.260002
"125",69.910004,70.580002,68.760002,69.559998,1760900,69.559998
"126",70.129997,71.57,69.790001,70.879997,2993400,70.879997
"127",71.239998,71.489998,69.459999,70.290001,2280600,70.290001
"128",70.379997,70.730003,69.400002,70.199997,1204700,70.199997
"129",70.330002,71.25,69.349998,70.879997,1504400,70.879997
"130",71.040001,71.199997,68.989998,69.080002,1937800,69.080002
"131",68.900002,69.330002,67.489998,68.540001,3692800,68.540001
"132",68.449997,69.830002,67.529999,67.68,2371900,67.68
"133",67.529999,69.389999,66.959999,69.169998,1829000,69.169998
"134",69.239998,70,68.75,69.209999,3459800,69.209999
"135",69.43,69.589996,68.099998,68.879997,1167300,68.879997
"136",69,69.779999,68.360001,69.75,982900,69.75
"137",69.540001,69.709999,67.959999,68.449997,128700,68.449997
"138",68.139999,68.839996,67.43,68.669998,1090500,68.669998
"139",68.610001,69.529999,67.360001,69.080002,770500,69.080002
"140",69.120003,69.529999,68,68.5,634400,68.5
"141",68.660004,68.949997,68.129997,68.699997,788800,68.699997
"142",68.660004,68.800003,67.900002,68.379997,549300,68.379997
"143",68.239998,68.580002,67.330002,68.410004,1124300,68.410004
"144",69.129997,70.940002,67.790001,67.959999,3289600,67.959999
"145",67.779999,67.849998,65.07,67.07,4107900,67.07
"146",66.690002,68.480003,66.639999,67.959999,2060000,67.959999
"147",67.870003,69.900002,67.5,68.900002,2187100,68.900002
"148",69.120003,69.120003,67.389999,68.419998,1539700,68.419998
"149",68.440002,70.019997,68.32,69.739998,2520200,69.739998
"150",69.889999,70.040001,67.800003,67.980003,2194600,67.980003
"151",68.559998,68.910004,67.669998,68.089996,1886900,68.089996
"152",68,68.220001,67.239998,67.669998,2056600,67.669998
"153",67.709999,68.209999,67.459999,68.050003,2570100,68.050003
"154",68,68.459999,67.279999,67.889999,1670700,67.889999
"155",67.75,68.080002,67.279999,67.790001,2847300,67.790001
"156",66.239998,66.300003,63.09,65.360001,5897600,65.360001
"157",65.830002,66.599998,65.059998,65.230003,2844100,65.230003
"158",65.150002,65.690002,64.330002,64.699997,2974600,64.699997
"159",63.919998,63.950001,61.450001,61.950001,5593000,61.950001
"160",61.790001,64.529999,61.240002,63.509998,5270700,63.509998
"161",66.599998,67.449997,64.209999,64.830002,6773400,64.830002
"162",65.080002,65.769997,62.84,63.759998,2949700,63.759998
"163",63.43,63.709999,62.759998,63.18,2290300,63.18
"164",63.509998,65.489998,63.220001,65.059998,2908000,65.059998
"165",64.769997,66.139999,64.739998,65.779999,2071900,65.779999
"166",65.370003,65.489998,63.900002,65.18,1746800,65.18
"167",65.160004,66.57,64.620003,66.400002,2046700,66.400002
"168",66.489998,66.940002,65.699997,66.330002,1795600,66.330002
"169",66.18,66.360001,65.449997,65.669998,1430600,65.669998
"170",65.379997,65.75,64.839996,65.169998,1451600,65.169998
"171",64.800003,68.910004,64.699997,68.629997,3416800,68.629997
"172",68.010002,70.639999,68,69.809998,3100300,69.809998
"173",69.779999,73.620003,69.779999,72.769997,4657000,72.769997
"174",72.239998,73.199997,71.610001,71.900002,2583400,71.900002
"175",72.260002,72.830002,71.559998,72.419998,2229300,72.419998
"176",72.010002,72.849998,71.879997,72.400002,1706100,72.400002
"177",72.440002,73.050003,71.470001,72.629997,2165700,72.629997
"178",71.629997,72.029999,69.139999,69.400002,2679900,69.400002
"179",69.25,69.629997,66.75,67.440002,2558500,67.440002
"180",67.419998,68.900002,66.949997,68.239998,1812100,68.239998
"181",68.709999,71.660004,68.650002,70.93,2467300,70.93
"182",70.910004,71.370003,69.190002,70.160004,1982100,70.160004
"183",70.419998,71,67.93,68.599998,2518800,68.599998
"184",68.489998,70.459999,68.410004,69.900002,1796400,69.900002
"185",70.480003,71.309998,70.019997,70.5,1903400,70.5
"186",70.43,72,70.209999,71.879997,2184800,71.879997
"187",71.889999,72.589996,70.379997,71.199997,2361200,71.199997
"188",71.410004,73.190002,70.949997,72.489998,2318400,72.489998
"189",72.019997,73.989998,71,72.800003,2647000,72.800003
"190",71.809998,71.809998,69.610001,70.400002,2398900,70.400002
"191",70.099998,72,70,71.739998,1412800,71.739998
"192",71.050003,71.849998,70.050003,71.059998,1516700,71.059998
"193",68.470001,70,68.190002,69.339996,2533400,69.339996
"194",68.68,70.129997,67.220001,67.739998,3677400,67.739998
"195",68.879997,68.919998,67.169998,67.760002,2713000,67.760002
"196",68.389999,69.370003,66.5,66.639999,3046600,66.639999
"197",67.440002,68.800003,67.010002,68.330002,1364800,68.330002
"198",68.300003,68.339996,66.580002,66.839996,1856400,66.839996
"199",66.660004,68.199997,65.839996,67.919998,1795200,67.919998
"200",68.599998,70.620003,68.589996,70.339996,2633700,70.339996
"201",70.879997,71.239998,69.82,70.139999,1605200,70.139999
"202",70.449997,70.449997,69.519997,69.610001,1256900,69.610001
"203",69.599998,70.529999,68.639999,70.040001,1610200,70.040001
"204",70.690002,73.089996,70.629997,72.239998,2530600,72.239998
"205",72.529999,73.709999,71.949997,73.459999,1903400,73.459999
"206",74.080002,75.849998,73.68,75.260002,3228800,75.260002
"207",75.860001,76.599998,74.830002,75.410004,1747300,75.410004
"208",75.720001,76.830002,75.150002,75.650002,2293000,75.650002
"209",76.040001,76.230003,72.019997,73.18,2622600,73.18
"210",73.199997,74.300003,72.75,74.110001,1687700,74.110001
"211",74.379997,74.440002,72.739998,73.419998,1590200,73.419998
"212",73.559998,75.489998,73.529999,74.860001,2553300,74.860001
"213",74.5,74.970001,73.389999,73.650002,2159100,73.650002
"214",74.25,75.410004,73.779999,74.809998,2039600,74.809998
"215",74.059998,75.300003,73.720001,74.07,2040900,74.07
"216",74.400002,74.480003,72.93,74.459999,1853900,74.459999
"217",73.330002,73.550003,71.43,72.739998,1808000,72.739998
"218",72.93,72.980003,71.57,72.589996,1676600,72.589996
"219",74.050003,76.519997,74.050003,75.879997,2819100,75.879997
"220",76.010002,77.059998,75.82,76.370003,1245300,76.370003
"221",76.580002,77.879997,76.489998,77.870003,1273700,77.870003
"222",78.029999,78.18,76.199997,77.190002,2403200,77.190002
"223",77.550003,77.839996,76.349998,77.830002,2636100,77.830002
"224",82.449997,86.949997,81.839996,85.370003,6800000,85.370003
"225",84.980003,85.110001,84.029999,84.339996,4512700,84.339996
"226",84.690002,84.790001,82.410004,82.559998,2451800,82.559998
"227",82.129997,83.029999,80.089996,81.410004,1900000,81.410004
"228",80.910004,81.449997,78.760002,80.589996,2441800,80.589996
"229",80.07,82.839996,79.519997,81.099998,2200000,81.099998
"230",82.5,83.099998,81.010002,81.760002,1943400,81.760002
"231",81.82,82.330002,80.599998,81.639999,1117000,81.639999
"232",82,84.239998,81.400002,83.889999,1600500,83.889999
"233",83.779999,85.849998,81.910004,82.339996,2100000,82.339996
"234",82.169998,84.849998,81.050003,83.980003,2100000,83.980003
"235",84.139999,85.25,83.459999,83.730003,1198600,83.730003
"236",83.580002,83.660004,80.550003,81.139999,1763100,81.139999
"237",80.870003,81.639999,79.980003,81.559998,1759100,81.559998
"238",81.199997,82.970001,80.660004,82.809998,1505500,82.809998
"239",83.239998,83.720001,82.040001,83.040001,1364200,83.040001
"240",84.019997,85.120003,83.440002,84.279999,2086800,84.279999
"241",82.989998,83.160004,81.269997,82.099998,1900000,82.099998
"242",82.459999,83,81.059998,81.650002,1380400,81.650002
"243",81.580002,82.959999,81.260002,82.440002,1231800,82.440002
"244",82.120003,86.5,81.510002,86.389999,3507700,86.389999
"245",86.650002,87.980003,86.169998,87.160004,2704800,87.160004
"246",87.769997,88.349998,86.339996,87.620003,2891700,87.620003
"247",87.370003,88.489998,84.720001,84.830002,2599300,84.830002
"248",84.660004,86.82,84.400002,86.099998,1698600,86.099998
"249",84.910004,85.07,83.339996,83.559998,1689400,83.559998
"250",83.330002,83.959999,82.019997,82.150002,1329500,82.150002
"251",80.489998,82.580002,80.010002,81.980003,2630500,81.980003
"252",81.610001,81.629997,79.480003,80.309998,2141500,80.309998
"253",80.620003,81.790001,80.089996,81.489998,1669500,81.489998
"254",80.790001,81.489998,79.82,80.010002,1471900,80.010002
"255",80.349998,80.970001,78.870003,79.800003,1614600,79.800003
"256",80.239998,81.949997,79.800003,81.540001,1645000,81.540001
"257",80.599998,81.050003,77.260002,77.419998,2831100,77.419998
"258",77.419998,77.599998,74.910004,75.809998,3062500,75.809998
"259",76.940002,76.980003,73.5,74.190002,5800400,74.190002
"260",73.860001,74.839996,73.260002,74.790001,3202600,74.790001
"261",75.150002,77.389999,74.32,77.209999,2302000,77.209999
"262",76.660004,76.959999,75.889999,76.099998,1176500,76.099998
"263",75.470001,77.360001,74.589996,77.150002,1885400,77.150002
"264",76.639999,77.779999,75.959999,76.239998,1932600,76.239998
"265",76.080002,79.410004,75.440002,78.940002,2262300,78.940002
"266",78.980003,80.309998,78.639999,79.300003,1932800,79.300003
"267",79.489998,79.559998,78.129997,78.300003,1468400,78.300003
"268",78.690002,80.019997,78.550003,80,1611700,80
"269",80.309998,81.32,79.970001,80.779999,1686600,80.779999
"270",80.739998,81.489998,79.93,81.059998,1285000,81.059998
"271",81.089996,82.709999,80.400002,82.220001,1691200,82.220001
"272",83.099998,84,82.599998,82.690002,1384600,82.690002
"273",81.75,82.980003,81.269997,82.980003,894800,82.980003
"274",81.919998,82.599998,78.75,79.190002,2068400,79.190002
"275",79.410004,79.739998,75.830002,76.370003,2993200,76.370003
"276",77.089996,77.540001,74.989998,75.879997,2529500,75.879997
"277",76.349998,76.349998,73.709999,74.400002,3287700,74.400002
"278",74.919998,76.639999,74.269997,76.470001,2056600,76.470001
"279",75.989998,76.470001,74.230003,75.18,1360800,75.18
"280",75.919998,77.470001,75.919998,77.43,1553900,77.43
"281",78.110001,78.910004,75.150002,75.290001,2156000,75.290001
"282",75.199997,76.190002,72.889999,73.879997,2751100,73.879997
"283",73.980003,75.800003,73.980003,75.269997,1524300,75.269997
"284",74.629997,75.440002,74.199997,74.480003,1032500,74.480003
"285",74.699997,74.860001,72.599998,74.510002,2180800,74.510002
"286",73.830002,73.949997,70.75,70.940002,3795300,70.940002
"287",69.699997,74.169998,69.57,72.82,5250900,72.82
"288",71.870003,73.400002,70.760002,72.040001,3447200,72.040001
"289",72.660004,72.839996,69.790001,70.870003,2707600,70.870003
"290",70.150002,71.230003,68.120003,69.32,4324700,69.32
"291",69.360001,70.93,67.900002,70.830002,2990900,70.830002
"292",69.660004,69.949997,65.209999,65.339996,3604500,65.339996
"293",66.82,68.699997,62.27,64.410004,5256200,64.410004
"294",61.799999,63.27,56.77,58.18,6651100,58.18
"295",59.110001,61.91,57.560001,61.900002,5890200,61.900002
"296",60.529999,62,59.16,59.27,2892200,59.27
"297",59.470001,62.509998,59.369999,61.740002,3407900,61.740002
"298",61.830002,62.290001,60.439999,60.75,4081700,60.75
"299",61.139999,62.599998,60.799999,62.02,2133200,62.02
"300",61.279999,61.52,58,59.66,5397300,59.66
"301",59.98,60.279999,57.299999,58.700001,4054600,58.700001
"302",56.139999,56.299999,51.310001,51.959999,6771600,51.959999
"303",51.52,53.23,50.209999,50.310001,4815900,50.310001
"304",51.439999,53.349998,51.040001,51.77,4688800,51.77
"305",52.049999,54.459999,51.310001,54.459999,4201900,54.459999
"306",54.27,55.849998,53.02,55.080002,3492400,55.080002
"307",54.919998,56.07,53.490002,53.810001,2553600,53.810001
"308",53.509998,55.970001,53.080002,55.209999,3508700,55.209999
"309",56.110001,57.759998,55.77,57.73,2992600,57.73
"310",57.34,58.759998,56.650002,58.310001,4123700,58.310001
"311",58.759998,61.610001,58.75,60.43,5435200,60.43
"312",60.389999,61.540001,59.07,59.369999,3003400,59.369999
"313",57.950001,58.5,56.919998,57.349998,2440200,57.349998
"314",55.57,56.330002,54.279999,56.139999,2741200,56.139999
"315",57.259998,58.34,56.759998,57.959999,2169000,57.959999
"316",57.91,57.98,56.080002,56.310001,2871200,56.310001
"317",55.669998,56.450001,52.950001,53.580002,3797700,53.580002
"318",53.080002,54.720001,52.700001,54.720001,2280100,54.720001
"319",55.009998,55.279999,54.18,55.139999,2375100,55.139999
"320",55.369999,57.389999,54.560001,56.59,2954800,56.59
"321",57.110001,58.330002,56.5,57.75,3034000,57.75
"322",57.990002,58.540001,57,58.240002,2289900,58.240002
"323",57.259998,57.509998,55.52,56.049999,2464600,56.049999
"324",56.720001,57.110001,54.709999,54.84,2722200,54.84
"325",55.240002,57.450001,54.959999,55,3541200,55
"326",53.310001,54.599998,51.209999,52.189999,3788300,52.189999
"327",51.490002,53.32,51.490002,53.119999,2897700,53.119999
"328",53.290001,55.740002,53.119999,55.580002,2878800,55.580002
"329",56.639999,58.970001,56.599998,57.950001,2990700,57.950001
"330",58,58.82,57.439999,57.610001,3130400,57.610001
"331",58.599998,59.209999,55.450001,56.860001,3419000,56.860001
"332",55.91,56.990002,54.529999,54.529999,3045400,54.529999
"333",53.990002,54.459999,52.790001,52.950001,2911400,52.950001
"334",52.060001,56.040001,51.599998,55.959999,2718100,55.959999
"335",55.779999,56.130001,54.48,55.959999,2467200,55.959999
"336",56.060001,56.509998,55.200001,55.639999,4000900,55.639999
"337",55.709999,55.919998,53.619999,54.939999,4284100,54.939999
"338",56.09,58,55.939999,58,3075700,58
"339",57.599998,61.330002,57.220001,61.189999,3835800,61.189999
"340",62.5,63.639999,61.950001,62.119999,4130000,62.119999
"341",61.860001,62.700001,61.5,62.34,2110600,62.34
"342",63.389999,64.730003,61.939999,63.02,2451500,63.02
"343",62.77,63.5,61.610001,62.209999,1731100,62.209999
"344",62.540001,65,61.950001,64.5,2703200,64.5
"345",65.309998,66.349998,63.389999,64.18,3198100,64.18
"346",64.32,64.860001,62.240002,64.010002,1879000,64.010002
"347",64.760002,65.019997,63.369999,64.440002,1486400,64.440002
"348",64.519997,66.580002,64.480003,66.120003,1458100,66.120003
"349",66.010002,66.059998,65,65.290001,1822500,65.290001
"350",66.209999,66.629997,62.59,64.220001,4409400,64.220001
"351",74.889999,78,72.949997,75.349998,7867400,75.349998
"352",73.959999,75.580002,71.43,73.370003,3971800,73.370003
"353",72.800003,73.980003,71.910004,72.830002,3304100,72.830002
"354",70.910004,72.150002,69.300003,70.110001,2604500,70.110001
"355",70.93,72.43,70.239998,71.559998,2432600,71.559998
"356",72.43,74.779999,70.93,74.529999,3172600,74.529999
"357",73.620003,74.970001,72.660004,74.230003,1840600,74.230003
"358",74.099998,74.589996,71.529999,73.589996,1558000,73.589996
"359",74.190002,74.489998,72.5,74.279999,1511900,74.279999
"360",72.349998,72.760002,70.510002,70.779999,1752600,70.779999
"361",71.760002,71.889999,69.620003,71.089996,1565300,71.089996
"362",72.139999,74.650002,71.910004,73.989998,1774600,73.989998
"363",74.019997,76.050003,73.809998,74.580002,2102300,74.580002
"364",74.279999,76.43,74.279999,75.949997,1662800,75.949997
"365",75.389999,77.739998,74.970001,75.290001,2114600,75.290001
"366",75.040001,75.110001,71.199997,72.449997,2204200,72.449997
"367",71.870003,72,70.050003,70.540001,2207000,70.540001
"368",69.800003,69.910004,67.279999,68.93,2348900,68.93
"369",68.860001,69.279999,67.68,68.169998,1490200,68.169998
"370",67.610001,67.940002,65.169998,65.480003,1635200,65.480003
"371",64.940002,66.32,64.43,64.470001,670500,64.470001
"372",66.260002,68.809998,66.260002,68.389999,1977000,68.389999
"373",68.239998,68.839996,66.190002,66.309998,1987800,66.309998
"374",68.57,71.440002,68.519997,71.389999,2867100,71.389999
"375",71.160004,72.290001,70.75,71.349998,1154900,71.349998
"376",72.059998,72.720001,70.699997,70.779999,850400,70.779999
"377",72.489998,74.739998,72.400002,73.010002,1873100,73.010002
"378",73.290001,74.139999,72.699997,73.230003,1062800,73.230003
"379",72.900002,72.900002,71.010002,72.139999,1114600,72.139999
"380",71.379997,71.959999,69.639999,69.82,1181800,69.82
"381",70.110001,71.690002,69.839996,71.260002,1342300,71.260002
"382",70.300003,70.43,67.800003,68.800003,1904400,68.800003
"383",69.419998,69.989998,66.059998,66.370003,1787500,66.370003
"384",65.769997,65.989998,63.150002,63.93,1862600,63.93
"385",65.050003,65.349998,62.860001,63.889999,1699300,63.889999
"386",64.25,66.489998,63.43,64.080002,2800000,64.080002
"387",64.489998,64.779999,61.32,61.52,2029600,61.52
"388",62.709999,63.490002,61.599998,63.380001,1759800,63.380001
"389",61.619999,61.700001,56.790001,58.459999,4825500,58.459999
"390",58.939999,61.360001,58.459999,61.32,2431100,61.32
"391",61.220001,62.34,60.77,62.040001,1461300,62.040001
"392",61.959999,62.77,61.889999,61.98,883000,61.98
"393",61.639999,62.119999,60.549999,60.779999,1481300,60.779999
"394",60.950001,61.48,60.470001,61.34,1108400,61.34
"395",61.099998,61.389999,60.27,60.720001,1357400,60.720001
"396",62.41,63.330002,61,61.959999,1968900,61.959999
"397",62,62.77,61.09,61.869999,2511400,61.869999
"398",61.5,64.190002,61.380001,63.650002,2575900,63.650002
"399",63.43,63.490002,60.150002,62.02,4008600,62.02
"400",62.25,62.790001,61.360001,62.299999,1422600,62.299999
"401",63.299999,64.720001,62.810001,64.110001,2266000,64.110001
"402",64.389999,65.860001,64.199997,65.07,1714800,65.07
"403",65.540001,65.739998,64.540001,65.440002,2308300,65.440002
"404",66.879997,67.209999,64.150002,64.849998,1888300,64.849998
"405",65.690002,66.739998,65.370003,65.669998,1581900,65.669998
"406",65.699997,68.139999,65.639999,67.559998,2354200,67.559998
"407",68.910004,70.779999,68.650002,69.379997,2965500,69.379997
"408",68.860001,68.870003,67.650002,68.120003,2775800,68.120003
"409",68.309998,68.720001,66.800003,68.120003,2205800,68.120003
"410",68.75,70.330002,67.660004,67.839996,3638300,67.839996
"411",68,68.790001,66.480003,67.610001,4857500,67.610001
"412",69,70.349998,64.059998,65,6071400,65
"413",64.260002,66.089996,63.75,65.139999,2547900,65.139999
"414",64.459999,65.830002,63.75,65.040001,1651100,65.040001
"415",65.410004,65.559998,64.300003,65.199997,1301500,65.199997
"416",65.639999,66.980003,65.220001,66.529999,1735700,66.529999
"417",66.360001,67.699997,66.279999,67.279999,1726800,67.279999
"418",68.080002,68.980003,67.68,68.779999,1739600,68.779999
"419",68.629997,69.529999,68.309998,69.449997,1860400,69.449997
"420",69.489998,71.650002,69.209999,70.690002,3033300,70.690002
"421",70.699997,71.489998,70.120003,71.309998,2246500,71.309998
"422",71.309998,72.339996,71.089996,71.980003,1559300,71.980003
"423",71.349998,71.580002,70.699997,71.459999,1398000,71.459999
"424",72.010002,73.919998,71.93,73.620003,1734400,73.620003
"425",73.18,74.019997,72.980003,73.870003,1246900,73.870003
"426",74.839996,76.449997,73.949997,74.160004,2811000,74.160004
"427",74.410004,75.93,74.120003,75.550003,1437100,75.550003
"428",75.900002,75.980003,74.470001,74.769997,1700000,74.769997
"429",74.620003,75.089996,73.190002,73.620003,1887700,73.620003
"430",73.730003,74.050003,73.169998,73.330002,1462200,73.330002
"431",73.209999,73.93,72.120003,73.779999,1409600,73.779999
"432",74.769997,75.580002,73.830002,75.160004,1710900,75.160004
"433",74.309998,75.769997,73.779999,75.239998,1031100,75.239998
"434",75.279999,75.760002,74.400002,74.849998,881000,74.849998
"435",75,76.5,74.650002,74.739998,1651500,74.739998
"436",75.230003,76.720001,74.720001,76.260002,1269800,76.260002
"437",75.900002,76.199997,74.830002,75.43,1117400,75.43
"438",75.239998,75.449997,72.269997,73.510002,2163500,73.510002
"439",72.989998,73,71.239998,71.82,1620900,71.82
"440",72.080002,72.400002,71.300003,71.82,2127500,71.82
"441",72.43,75.349998,72.389999,75.25,3930000,75.25
"442",75.370003,76.800003,75.370003,76.269997,1709900,76.269997
"443",76.269997,77.239998,75.879997,77.220001,1430400,77.220001
"444",77.82,79.75,77.620003,79.709999,1985500,79.709999
"445",79.330002,79.980003,78.029999,78.239998,1794000,78.239998
"446",78.559998,79.269997,77.620003,79.190002,1003400,79.190002
"447",78.970001,79.389999,78.019997,78.199997,1557300,78.199997
"448",78.099998,78.970001,77.419998,78.199997,1031500,78.199997
"449",77.620003,77.769997,76.639999,76.809998,1628300,76.809998
"450",77.019997,79.059998,77,78.470001,1205400,78.470001
