"","INTU.Open","INTU.High","INTU.Low","INTU.Close","INTU.Volume","INTU.Adjusted"
"56",42.560001,43.080002,41.950001,42.939999,4666700,41.229147
"57",42.48,43.139999,42.220001,42.220001,3610500,40.537836
"58",42.080002,42.880001,41.830002,42.740002,4584900,41.037118
"59",42.959999,43.799999,42.939999,43.619999,6272100,41.882054
"60",43.66,44,43.040001,44,3712500,42.246915
"61",44,44.41,43.330002,44.009998,4220100,42.256515
"62",44.169998,44.689999,44.029999,44.41,4404800,42.640579
"63",44.369999,45.099998,44.25,44.330002,4323100,42.563768
"64",44.59,44.82,43.799999,43.98,2995400,42.227711
"65",43.330002,43.66,43.200001,43.470001,4332200,41.738033
"66",44.119999,44.389999,43.84,44.080002,4533700,42.323729
"67",44,44.16,43.790001,43.900002,4242900,42.150901
"68",43.740002,44.18,43.560001,44.099998,3802600,42.342929
"69",44.099998,45,44.080002,44.869999,4331000,43.082251
"70",45,45.099998,44.560001,44.880001,9948200,43.091854
"71",44.98,45.990002,44.939999,45.52,5229800,43.706354
"72",45.400002,46.220001,45.279999,45.830002,5537800,44.004004
"73",45.799999,46.43,45.040001,45.689999,5181900,43.869579
"74",45.560001,45.849998,44.869999,45.07,3479600,43.274283
"75",45.560001,45.700001,45.220001,45.459999,4362600,43.648743
"76",45.27,45.450001,44.849998,44.959999,3082400,43.168665
"77",45.459999,45.459999,44.57,44.810001,5535700,43.024643
"78",44.84,44.91,44.369999,44.450001,3606300,42.678986
"79",44.48,44.880001,43.639999,43.810001,4525200,42.064486
"80",44.310001,45.169998,44.23,44.91,3486200,43.120658
"81",44.939999,44.990002,43.68,44.150002,3590000,42.39094
"82",44.869999,45.689999,44.599998,45.459999,3199800,43.648743
"83",45.240002,45.599998,44.509998,44.919998,3578400,43.130258
"84",45.220001,46.009998,44.77,45.91,4937100,44.080815
"85",45.900002,46,45.060001,45.830002,2832500,44.004004
"86",45.66,46.259998,45.509998,45.860001,3559800,44.032808
"87",45.869999,46.970001,45.439999,46.919998,4409900,45.050572
"88",47.029999,47.900002,46.860001,47.57,4975800,45.674676
"89",47.220001,47.330002,46.68,47.310001,3772100,45.425036
"90",47.09,47.09,46.040001,46.630001,5092500,44.772129
"91",46.639999,46.709999,45.970001,45.990002,3185800,44.157629
"92",45.77,46.360001,45.349998,45.849998,3499600,44.023204
"93",45.900002,46.310001,45.560001,46.02,3453400,44.186433
"94",46.110001,46.669998,45.689999,46.119999,2684400,44.282447
"95",45.990002,47.209999,45.790001,47.209999,2496500,45.329018
"96",47.439999,47.939999,47.189999,47.189999,2910700,45.309815
"97",47.009998,47.779999,46.73,47.630001,2576300,45.732286
"98",47.290001,47.779999,47.110001,47.709999,2066800,45.809097
"99",47.860001,48.25,47.130001,48.23,3344200,46.308379
"100",48.200001,48.310001,47.720001,47.98,2533400,46.06834
"101",48.029999,48.5,47.889999,48.16,2530700,46.241168
"102",48.5,48.759998,48.290001,48.439999,2040700,46.510011
"103",48.43,48.52,47.59,48.18,2117600,46.260372
"104",48.52,48.939999,48.299999,48.700001,2467500,46.759654
"105",48.860001,48.880001,47.959999,48.450001,1723000,46.519615
"106",48.209999,48.75,48.119999,48.549999,1170400,46.615629
"107",48.619999,48.889999,48.259998,48.52,1850800,46.586826
"108",48.540001,48.919998,48.02,48.830002,2163000,46.884476
"109",48.349998,48.869999,47.75,48.799999,2185500,46.855668
"110",48.459999,48.57,47.709999,48.040001,2669100,46.125951
"111",48.330002,48.549999,47.970001,48.23,2089800,46.308379
"112",47.810001,47.810001,46.68,46.889999,3130600,45.021768
"113",46.790001,47.880001,46.689999,47.549999,3409300,45.655472
"114",48.32,48.790001,47.830002,48.200001,2515300,46.279576
"115",46,46.419998,44.400002,44.93,12908600,43.139861
"116",44.900002,45.68,44.240002,45.549999,5518600,43.735158
"117",45.27,45.34,44.189999,44.66,4955900,42.880618
"118",45,46.259998,44.959999,45.650002,5326900,43.831176
"119",45.189999,45.889999,45.07,45.549999,1131400,43.735158
"120",45.099998,45.610001,44.509998,45.450001,2815000,43.639143
"121",44.98,45.240002,44.59,44.889999,3976300,43.101454
"122",45.540001,46.959999,45.470001,46.209999,5314800,44.368861
"123",46.09,46.66,45.959999,46.419998,3424000,44.570493
"124",46.310001,47,46.310001,46.93,2211100,45.060176
"125",46.82,46.869999,46.290001,46.810001,2245100,44.944958
"126",47.110001,47.43,46.709999,46.77,2887900,44.906551
"127",46.799999,47.889999,46.509998,47.700001,3140300,45.799497
"128",47.740002,48.080002,47.52,47.720001,2217700,45.818701
"129",47.790001,48.549999,47.439999,48.389999,3680400,46.462004
"130",48.639999,48.689999,48.040001,48.299999,3032400,46.37559
"131",48.5,48.66,48.139999,48.48,2244800,46.548418
"132",48.419998,48.759998,47.630001,47.91,3051200,46.001129
"133",48.049999,49.490002,47.98,49.349998,6051800,47.383754
"134",49.259998,49.709999,48.830002,49.389999,5652000,47.422161
"135",49.52,49.990002,49.099998,49.630001,2318500,47.652601
"136",49.630001,50.330002,49.59,50.080002,2574600,48.084672
"137",50.049999,50.200001,49.439999,49.91,1733800,47.921444
"138",49.779999,50.150002,49.68,49.790001,1256400,47.806226
"139",49.560001,49.869999,48.860001,49.759998,1894200,47.777418
"140",49.700001,49.889999,49.48,49.77,1314600,47.787022
"141",49.759998,50.150002,49.759998,49.950001,1382900,47.959851
"142",50.009998,50.139999,49.470001,49.529999,1134200,47.556583
"143",49.439999,49.66,49.049999,49.299999,1397000,47.335747
"144",49.68,50.540001,49.68,49.830002,3190300,47.844633
"145",49.790001,50.200001,48.84,49.290001,2220600,47.326147
"146",49.029999,49.52,48.240002,48.740002,3441500,46.798061
"147",48.869999,48.900002,48.169998,48.299999,3327700,46.37559
"148",48.41,48.740002,47.959999,48.389999,2298700,46.462004
"149",48.099998,48.18,47.66,47.75,2698400,45.847504
"150",47.810001,47.84,46.959999,47.049999,4317700,45.175393
"151",47.16,47.279999,46.419998,46.580002,4392600,44.724122
"152",46.509998,47.040001,46.150002,46.360001,3267500,44.512886
"153",46.18,47,45.900002,46.98,2512600,45.108183
"154",46.82,47.5,46.5,47.349998,4457200,45.46344
"155",47.25,47.759998,47.07,47.400002,3161700,45.511451
"156",47.48,47.540001,46.849998,47.18,3188500,45.300215
"157",47.209999,47.470001,46.810001,46.860001,2523500,44.992965
"158",47,47.360001,46.650002,47.119999,1777800,45.242604
"159",46.900002,46.900002,46.169998,46.5,2805700,44.647308
"160",46.419998,47.330002,46.169998,47.119999,3463800,45.242604
"161",47.189999,47.529999,47.080002,47.310001,1995600,45.425036
"162",47.540001,47.669998,46.02,46.77,2800800,44.906551
"163",46.630001,46.939999,46.060001,46.93,2264000,45.060176
"164",47.150002,47.669998,46.98,47.57,2151700,45.674676
"165",47.5,48,47.439999,47.810001,1906800,45.905115
"166",47.57,48.299999,47.490002,48.200001,1827000,46.279576
"167",47.919998,48.540001,47.630001,48.400002,1988300,46.471608
"168",48.34,48.900002,48.130001,48.790001,1672700,46.846069
"169",48.950001,49.189999,48.599998,49.029999,1863300,47.076504
"170",49.279999,49.389999,48.580002,48.869999,2001500,46.922879
"171",48.66,50.720001,48.66,50.540001,3493700,48.526344
"172",50.330002,50.700001,50.07,50.619999,2010500,48.603154
"173",50.459999,51.099998,50.189999,50.790001,2391100,48.766383
"174",50.439999,50.93,49.720001,49.779999,3514900,47.796622
"175",49.900002,50.549999,49.419998,50.119999,3215400,48.123076
"176",50.240002,50.66,49.720001,50.439999,3203800,48.430326
"177",51.549999,54.68,51.549999,54.110001,8126500,51.954104
"178",53.360001,53.68,52.400002,52.84,4715000,50.734704
"179",52.669998,52.889999,51.32,52,3148600,49.928172
"180",51.869999,52.25,50.669998,51.68,4265600,49.620922
"181",51.869999,52.799999,51.689999,52.400002,2252400,50.312236
"182",52.470001,52.970001,52.189999,52.580002,2393900,50.485065
"183",52.599998,52.900002,51.119999,51.419998,2226800,49.371279
"184",51.540001,52.02,51.34,51.779999,1294000,49.716936
"185",52.200001,53.610001,52.16,52.900002,2808700,50.792315
"186",52.849998,53.18,52.110001,52.810001,1822100,50.705901
"187",53.110001,53.240002,51.18,51.93,2070700,49.860961
"188",51.970001,52.549999,51.52,52.110001,2189100,50.03379
"189",51.990002,52.049999,50.950001,51.66,2086300,49.601719
"190",50.860001,50.939999,49.599998,49.849998,5058300,47.863833
"191",49.73,50,49.259998,49.459999,2855700,47.489372
"192",49.240002,49.98,48.84,49.43,2190500,47.460569
"193",48.049999,49.259998,47.849998,48.98,2099500,47.028497
"194",48.669998,49.02,48.259998,48.509998,2806400,46.577222
"195",49.240002,49.240002,48.389999,48.43,2636800,46.500411
"196",50,51.669998,49.709999,49.919998,7522700,47.931043
"197",50.450001,51.349998,50.080002,50.459999,2413800,48.449529
"198",50.380001,50.400002,49.73,49.810001,2099800,47.825429
"199",49.84,50.610001,49.5,50.419998,2229000,48.411122
"200",50.650002,51.360001,50.650002,51.16,2314500,49.12164
"201",51.27,51.849998,50.91,51.369999,1957900,49.323272
"202",51.380001,51.630001,51.040001,51.060001,2059300,49.025626
"203",50.98,51.830002,50.869999,51.75,1517000,49.688133
"204",51.970001,52.369999,51.790001,52.18,2008200,50.101001
"205",52.060001,53.130001,52.049999,53.110001,3419700,50.993947
"206",53.470001,54.23,53.27,53.950001,3204800,51.800479
"207",53.950001,54.139999,53.759998,54.080002,1900500,51.925301
"208",53.849998,54.009998,53.369999,53.490002,2411200,51.358808
"209",53.759998,54.139999,53.07,53.66,2388600,51.522033
"210",53.470001,54.330002,53.16,53.700001,2570600,51.56044
"211",53.91,53.919998,52.84,53.139999,1816400,51.022751
"212",53.23,53.900002,53.23,53.560001,1570700,51.426019
"213",53.32,53.41,52.580002,52.779999,1695700,50.677094
"214",53.130001,53.509998,52.529999,53.139999,1704200,51.022751
"215",52.75,54.369999,52.720001,54.279999,2626400,52.117329
"216",54.490002,55.119999,53.959999,54.459999,3529300,52.290158
"217",53.849998,54.209999,53.130001,54.150002,2053500,51.992511
"218",54.110001,54.799999,54.07,54.459999,2576400,52.290158
"219",55.150002,56.27,55.150002,56.07,2815500,53.836011
"220",55.919998,56.400002,54.790001,55.349998,2980700,53.144697
"221",55.23,55.77,54.93,55.029999,1292700,52.837447
"222",55.16,55.310001,54.599998,54.990002,2200900,52.799044
"223",55.25,55.779999,54.700001,55.740002,1752500,53.519161
"224",55.66,55.900002,55.209999,55.599998,1500000,53.384736
"225",55.560001,55.939999,54.970001,55.560001,5635400,53.346333
"226",55.799999,55.98,54.990002,55.119999,1488800,52.923861
"227",55.029999,55.470001,54.529999,55.23,1700000,53.029479
"228",55.200001,55.34,53.560001,54.549999,2211100,52.376572
"229",54.360001,55,53.810001,53.98,1800000,51.829283
"230",54.490002,54.880001,53.549999,53.779999,2392900,51.637251
"231",53.959999,54.389999,53.630001,54.139999,1411800,51.982908
"232",54.41,55.169998,54.279999,54.889999,1375300,52.703026
"233",54.75,55.220001,53.869999,54.439999,1900000,52.270954
"234",54.419998,55.990002,54.119999,55.889999,2500000,53.663183
"235",55.84,56.459999,55.32,55.349998,2375700,53.144697
"236",55.32,55.32,54.119999,54.299999,1873700,52.136533
"237",54.200001,54.82,54.060001,54.73,1602800,52.549401
"238",54.580002,54.740002,53.93,54.279999,2452400,52.117329
"239",54.630001,56,54.27,55.900002,3378500,53.672786
"240",54.130001,55.529999,54,54.98,5317800,52.78944
"241",54,54.080002,52.66,52.93,3300000,50.821119
"242",53,53.439999,52.540001,52.799999,3112100,50.696297
"243",52.709999,53.389999,52.650002,53.07,2346700,50.95554
"244",52.82,53.82,52.759998,53.610001,1552900,51.474026
"245",53.5,53.869999,53.240002,53.369999,1709000,51.243586
"246",53.880001,53.98,53.400002,53.970001,2524900,51.819683
"247",53.860001,54.009998,53.27,53.32,2663600,51.195579
"248",53.209999,53.259998,52.400002,52.48,2809200,50.389047
"249",52.080002,52.310001,51.389999,51.419998,2343000,49.371279
"250",51.040001,51.450001,50.880001,51.18,2688100,49.140844
"251",51.360001,51.98,50.950001,51.560001,2540100,49.505704
"252",51.25,51.549999,50.84,51,2512600,48.968015
"253",51.16,51.189999,50.57,50.799999,2459900,48.775983
"254",50.740002,50.93,50.220001,50.360001,2284400,48.353515
"255",50.349998,50.540001,50.110001,50.380001,2102800,48.372719
"256",50.740002,50.939999,50.470001,50.740002,2019300,48.718376
"257",50.299999,50.639999,49.59,49.66,2529800,47.681404
"258",49.66,50.080002,48.709999,49.200001,2731000,47.239733
"259",49.919998,50.18,49.130001,49.16,3530200,47.201326
"260",49.18,49.93,49.18,49.400002,2079700,47.431765
"261",49.459999,50.57,49.119999,50.389999,2522500,48.382319
"262",50.080002,50.869999,49.880001,50.369999,2656000,48.363115
"263",49.849998,50.779999,49.450001,50.720001,2587800,48.699172
"264",50.59,50.68,50.130001,50.5,3283900,48.487936
"265",50.110001,51.07,49.91,50.82,2128600,48.795186
"266",51.110001,51.810001,50.900002,51.490002,2100700,49.438494
"267",51.52,51.939999,51.18,51.75,2218700,49.688133
"268",52,52.220001,51.549999,51.860001,1969100,49.793751
"269",51.970001,52.369999,51.630001,52.240002,1607800,50.158611
"270",52.290001,52.700001,51.990002,52.360001,2100300,50.273829
"271",51.66,52.549999,51.139999,52.34,3341300,50.254626
"272",52.720001,52.75,52.02,52.25,2768700,50.168211
"273",51.869999,52.119999,51.23,51.689999,2732100,49.630522
"274",51.150002,51.57,50.77,50.889999,1590600,48.862397
"275",50.66,50.959999,50.220001,50.259998,2118400,48.257497
"276",50.490002,50.939999,49.689999,49.860001,2530000,47.873436
"277",49.860001,50.439999,49.049999,49.189999,2329900,47.230129
"278",49.439999,49.540001,48.59,49.349998,2348400,47.383754
"279",49.049999,49.200001,48.150002,48.400002,2496200,46.471608
"280",48.82,49.240002,48.5,48.959999,2924900,47.009293
"281",48.869999,48.959999,47.740002,47.790001,3023400,45.885911
"282",47.98,48.119999,47.369999,47.450001,3556000,45.559458
"283",47.439999,48.009998,47.310001,47.959999,3230900,46.049136
"284",48.240002,49.150002,47.959999,48.68,5195200,46.740451
"285",48.68,48.950001,48.299999,48.610001,3915700,46.67324
"286",48.169998,48.310001,47.16,47.25,3612000,45.367426
"287",47.110001,47.59,46.919998,47.16,2439900,45.281011
"288",46.830002,47.040001,46.360001,46.700001,4077900,44.83934
"289",46.98,47.130001,45.41,46.099998,3210600,44.263243
"290",45.709999,46.349998,45.360001,45.400002,3738800,43.591136
"291",45.450001,45.98,44.509998,45.91,3955400,44.080815
"292",45.400002,45.779999,44.369999,44.389999,4821700,42.621376
"293",44.68,44.830002,42.610001,43.599998,5987800,41.862851
"294",42.57,42.93,40.799999,40.939999,6936600,39.308833
"295",41.5,43.200001,40.189999,42.779999,5975400,41.075522
"296",42.009998,42.009998,39.889999,39.939999,7547800,38.348675
"297",40.290001,42.41,40.27,42.049999,4511200,40.374608
"298",42.209999,42.650002,41.700001,42.389999,2788700,40.701061
"299",42.650002,43.130001,42.470001,43.130001,2004400,41.411579
"300",42.68,43.139999,42.25,42.880001,2751200,41.17154
"301",42.799999,43.529999,41.73,42.380001,2807300,40.691461
"302",41.040001,41.619999,39.869999,40.299999,5205200,38.694333
"303",42.200001,45.509998,42.16,43.650002,10828500,41.910861
"304",44.48,44.959999,43.41,43.900002,7298800,42.150901
"305",44.099998,45.419998,43.540001,45.419998,5907400,43.610336
"306",45.25,45.880001,44.82,45.849998,4150600,44.023204
"307",45.919998,45.970001,44.459999,44.619999,3417300,42.842211
"308",44.439999,46.669998,44.439999,46.560001,4754600,44.704919
"309",47.07,48.439999,46.880001,48.400002,4878600,46.471608
"310",48.080002,49.110001,47.990002,48.73,4027400,46.788458
"311",49.049999,49.700001,48.689999,49.330002,3714900,47.364554
"312",49.349998,49.860001,48.41,48.580002,3299200,46.644436
"313",47.700001,48.200001,47.060001,47.349998,2693400,45.46344
"314",46.43,47.5,46.209999,47.099998,5070700,45.223401
"315",47.84,47.990002,47.110001,47.73,5286700,45.828301
"316",47.630001,47.75,46.900002,46.950001,4307900,45.079379
"317",46.470001,47.029999,45.84,46.240002,3886000,44.397669
"318",45.450001,46.810001,45.200001,46.799999,3326400,44.935354
"319",46.52,47.040001,46.279999,46.490002,4925700,44.637708
"320",46.75,48,46.299999,47.490002,5955200,45.597865
"321",48,48.59,47.400002,48.43,2956400,46.500411
"322",48.580002,49.560001,48.290001,49.310001,10276800,47.345351
"323",48.959999,49.52,48.369999,49.360001,3622800,47.393358
"324",49.380001,49.900002,48.900002,48.939999,2433500,46.99009
"325",49.259998,49.490002,47.669998,47.689999,3013200,45.789893
"326",46.580002,47.540001,45.98,46.700001,5364800,44.83934
"327",46.470001,47.380001,45.799999,47.27,3346200,45.386629
"328",47.540001,48.119999,46.709999,48.029999,3204900,46.116347
"329",48.650002,49.5,48.529999,48.77,2975200,46.826865
"330",49.099998,49.32,47.98,48.330002,2892700,46.404397
"331",49.029999,49.459999,47.41,48.439999,3206100,46.510011
"332",47.93,49.259998,47.41,47.439999,4172100,45.549854
"333",47.259998,47.73,45.799999,45.84,2957100,44.013604
"334",45.27,46.93,44.82,46.900002,2914000,45.031372
"335",46.860001,47.610001,46.400002,47.240002,3311000,45.503359
"336",47.189999,48.779999,47.189999,48.77,2300500,46.977112
"337",48.73,49.310001,48.259998,48.529999,1580300,46.745933
"338",49.25,50.279999,48.419998,50.27,1766300,48.421969
"339",50,51.41,50,51.18,2936700,49.298515
"340",51.5,52.299999,51.32,52,2439100,50.08837
"341",51.709999,52.139999,51.41,51.990002,2069800,50.078739
"342",52.490002,53.009998,52.279999,53.009998,1592000,51.061238
"343",52.720001,53.18,51.91,52.279999,1820200,50.358075
"344",52.240002,52.75,51.57,52.5,3055400,50.569989
"345",52.310001,52.849998,51.830002,51.939999,1654300,50.030574
"346",52.110001,52.59,51.400002,52.279999,1802700,50.358075
"347",52.830002,53.5,52.560001,53.5,2378400,51.533227
"348",53.459999,54.290001,53.330002,54,2166800,52.014846
"349",54.990002,54.990002,53.240002,53.32,1577000,51.359844
"350",53.830002,53.830002,51.77,52.970001,2648200,51.022712
"351",54.169998,55.43,54,55.209999,2503900,53.180363
"352",53.900002,54.990002,53.75,54.610001,2401400,52.602421
"353",53.93,54.619999,53.669998,53.669998,1952800,51.696975
"354",52.299999,53.060001,51.75,51.900002,2840500,49.992048
"355",52.52,53.18,52.02,52.41,2604600,50.483297
"356",53.09,54.049999,52.450001,53.950001,2085000,51.966684
"357",53.459999,53.91,53.060001,53.720001,1121000,51.74514
"358",53.389999,53.599998,52.610001,53.330002,1822200,51.369478
"359",53.860001,54.119999,53.16,54.07,1847900,52.082272
"360",52.959999,53.540001,52.049999,52.34,1975500,50.415871
"361",52.900002,53.169998,52.27,52.799999,1789600,50.858959
"362",53.389999,54.07,53.389999,54.02,1680500,52.034111
"363",53.810001,54.639999,53.169998,53.259998,2128500,51.302048
"364",53.02,54.16,52.709999,53.889999,1633100,51.908889
"365",53.490002,54.900002,53.169998,53.450001,2666400,51.485066
"366",53.119999,53.419998,51.290001,51.75,2812200,49.84756
"367",51.509998,52.740002,51.509998,52.040001,2939900,50.1269
"368",51.389999,51.490002,50.130001,50.759998,2989400,48.893953
"369",50.790001,51.099998,49.779999,50.389999,2383500,48.537556
"370",49.950001,50.099998,49.240002,49.290001,1794000,47.477996
"371",49,49.689999,48.91,49.27,939800,47.458731
"372",50.639999,51.349998,50.360001,50.919998,1640200,49.048071
"373",50.93,51.5,50.59,50.860001,1633600,48.990279
"374",51.900002,53.279999,51.900002,53.240002,2498500,51.282786
"375",53,53.59,52.790001,52.919998,2170700,50.974547
"376",53.049999,53.669998,52.689999,52.720001,1875000,50.781902
"377",53.5,54.57,53.07,54.560001,2538900,52.55426
"378",54.400002,54.790001,53.98,54.16,1890000,52.168964
"379",54.009998,54.07,53.009998,53.650002,2130500,51.677714
"380",53.169998,53.849998,52.459999,52.560001,1982000,50.627784
"381",52.759998,53.5,52.73,53.27,1944000,51.311682
"382",52.630001,52.950001,51.98,52.84,2236000,50.89749
"383",53.349998,54.32,53.040001,53.369999,2633300,51.408005
"384",53.110001,53.240002,51.759998,51.799999,2249900,49.895722
"385",52.43,52.52,51.049999,51.290001,1998600,49.404472
"386",51.59,52.43,51.34,51.779999,3406400,49.876456
"387",52.02,52.220001,50.889999,51.02,1641000,49.144397
"388",52.09,53.84,51.93,53.77,3679500,51.793301
"389",53.580002,53.860001,52.810001,53.07,2829600,51.119034
"390",53.049999,53.360001,52.919998,53.209999,1938000,51.253887
"391",53.259998,53.48,52.889999,53.099998,1434600,51.14793
"392",53.009998,53.41,52.810001,53.169998,1217900,51.215356
"393",52.939999,53.02,52.279999,52.41,1394900,50.483297
"394",52.630001,52.93,52.540001,52.77,1238400,50.830063
"395",52.93,52.959999,52.59,52.59,1084400,50.65668
"396",53.23,53.880001,52.41,52.459999,1949700,50.531458
"397",52.360001,52.529999,51.880001,52.299999,2170900,50.37734
"398",52.080002,52.720001,51.919998,52.540001,1809300,50.608519
"399",52.389999,53.310001,52.09,53.119999,1886800,51.313695
"400",53.200001,53.439999,52.889999,53.18,1982300,51.371656
"401",53.459999,54.919998,53.360001,54.75,2611700,52.888269
"402",54.779999,55.52,54.689999,55.18,2203200,53.303648
"403",55.360001,55.599998,54.810001,55.290001,1410900,53.409908
"404",55.09,55.220001,54.139999,54.830002,1723000,52.965551
"405",55.5,55.849998,55.029999,55.25,1426600,53.371267
"406",55.490002,56.459999,55.27,56.450001,1784400,54.530463
"407",56.529999,57.139999,56.360001,57.099998,2034600,55.158358
"408",57.16,57.450001,56.869999,57.09,2059400,55.1487
"409",56.91,57.599998,56.57,57.41,1843900,55.457818
"410",57.209999,57.599998,57.09,57.330002,1698400,55.38054
"411",57.52,57.669998,56.630001,57.52,1565300,55.564078
"412",57.759998,58.060001,57.299999,57.490002,1512500,55.5351
"413",57.360001,57.869999,57.060001,57.349998,1467500,55.399857
"414",56.77,56.869999,56.369999,56.560001,2311500,54.636723
"415",56.790001,56.869999,55.52,56.439999,2779100,54.520801
"416",56.990002,58.439999,56.639999,57.880001,2456400,55.911837
"417",57.880001,58.450001,57.689999,57.860001,1060300,55.892517
"418",58.25,58.900002,58.169998,58.470001,1561300,56.481775
"419",57.880001,58.450001,57.82,57.900002,2157100,55.931158
"420",57.709999,57.84,57.279999,57.619999,2011500,55.660676
"421",57.560001,57.68,56.439999,57.560001,1752300,55.602719
"422",57.549999,57.93,57.220001,57.599998,1623300,55.641356
"423",56.98,57.099998,56.330002,56.68,2246300,54.752642
"424",57.049999,57.169998,56.580002,56.59,1819600,54.665702
"425",56.419998,56.779999,56.400002,56.77,2055100,54.839581
"426",57.049999,57.23,56.43,56.650002,1743600,54.723663
"427",56.830002,58.09,56.700001,58.009998,1657000,56.037414
"428",57.889999,58.009998,57.310001,57.380001,1827900,55.428839
"429",57.790001,57.939999,57.209999,57.52,2203800,55.564078
"430",59.080002,62.330002,58.380001,60.919998,6631300,58.848462
"431",59.080002,60,58.529999,58.68,6261100,56.684633
"432",58.73,59.169998,58.029999,58.060001,2519000,56.085717
"433",57.709999,58.279999,57.549999,57.889999,1783400,55.921496
"434",57.990002,58.220001,57.459999,57.779999,1621400,55.815235
"435",57.790001,58.009998,57.459999,57.84,2588900,55.873197
"436",58.23,58.349998,57.720001,57.939999,2281200,55.969795
"437",57.889999,57.93,57.18,57.27,1426600,55.322579
"438",57.130001,57.41,56.439999,56.869999,1441600,54.936179
"439",56.509998,57.07,55.939999,56.080002,1661000,54.173046
"440",56.439999,57.5,56.259998,57.130001,2840500,55.18734
"441",57.369999,57.529999,57.07,57.220001,1678300,55.27428
"442",57.619999,58.169998,57.150002,58.169998,1604300,56.191973
"443",58.299999,58.75,58.16,58.619999,1065700,56.626672
"444",58.779999,59.82,58.490002,59.810001,1486400,57.776209
"445",59.630001,59.869999,59.439999,59.689999,1555400,57.660287
"446",59.669998,60.209999,59.169998,60.18,1569000,58.133627
"447",60.049999,60.560001,59.900002,60.139999,2709700,58.094986
"448",59.82,60.759998,59.82,60.330002,1109600,58.278528
"449",59.880001,60.119999,59.650002,60.040001,929000,57.998388
"450",60.040001,60.279999,59.77,60.119999,1125100,58.075666
"451",58.57,59.07,57.66,57.73,4433800,55.766936
"452",57.860001,58.029999,56.970001,57.709999,2836900,55.747616
