"","BA.Open","BA.High","BA.Low","BA.Close","BA.Volume","BA.Adjusted"
"38",69.309998,70,68.93,69.540001,3773400,61.958311
"39",69.419998,69.93,69.160004,69.25,3860000,62.07484
"40",68.730003,69.25,68.330002,68.709999,4312900,61.59079
"41",68.029999,68.720001,67.360001,68.699997,4498800,61.581824
"42",69.169998,69.470001,68.449997,68.989998,2904300,61.841777
"43",68.290001,68.970001,67.540001,68.620003,4126200,61.510118
"44",67.18,67.260002,64.919998,65.599998,5230700,58.803024
"45",64.650002,65.269997,64.440002,64.699997,3847700,57.996274
"46",64.589996,65.699997,64.540001,64.839996,3665200,58.121767
"47",64.269997,64.93,63.650002,64.400002,3033200,57.727361
"48",65.160004,66.910004,64.650002,65.989998,4303900,59.152614
"49",66.050003,66.360001,64.989998,66,2812800,59.16158
"50",65.739998,65.82,64.150002,64.620003,4200700,57.924568
"51",64.199997,64.730003,63.59,64.599998,3865900,57.906636
"52",65.089996,65.239998,63.209999,63.299999,3887800,56.741333
"53",62.549999,62.810001,60.529999,60.93,9981400,54.616895
"54",60.490002,61.110001,59.48,60.759998,5143200,54.464508
"55",61.360001,62.560001,61.07,61.32,4883300,54.966486
"56",61.130001,63.34,60.57,63.16,6851600,56.615839
"57",63,63.189999,62.099998,62.099998,3279200,55.665667
"58",62,62.18,60.799999,61.130001,5309500,54.796174
"59",61.790001,63.09,61.66,62.290001,5688800,55.835983
"60",62.34,63.389999,62.200001,63.389999,3465800,56.822008
"61",64.470001,65.419998,64.089996,64.639999,3471600,57.942492
"62",64.25,64.25,63.290001,63.419998,2529800,56.848898
"63",63.599998,65,63.580002,64.5,3747800,57.816999
"64",65.510002,65.629997,62.950001,63.439999,4190700,56.866827
"65",63.380001,64.099998,62.959999,63.84,3210300,57.225383
"66",64.730003,64.980003,63.919998,64.190002,3119100,57.539121
"67",64.019997,64.349998,62.43,62.759998,6025500,56.257283
"68",62.490002,62.790001,61.889999,62.73,4928100,56.230392
"69",62.389999,63.349998,62.200001,62.580002,4676500,56.095936
"70",63.259998,63.34,62,62.950001,10702700,56.427599
"71",62.990002,63.900002,62.529999,63.720001,4169100,57.117818
"72",63.799999,64.5,63.389999,64.230003,5361200,57.574977
"73",64.379997,64.860001,63.630001,63.900002,3635500,57.279168
"74",63.310001,63.490002,62.560001,62.650002,3656800,56.158683
"75",63.52,64.830002,63.330002,64.599998,4626900,57.906636
"76",64.610001,64.699997,63.799999,63.889999,2762400,57.270202
"77",63.849998,64.669998,62.939999,64.519997,3561500,57.834923
"78",64.709999,66.260002,64.440002,65.970001,5874700,59.13469
"79",67.089996,67.970001,66.050003,66.540001,8214300,59.64563
"80",67.540001,67.980003,66.669998,66.830002,4483000,59.905583
"81",66.57,67.889999,65.860001,66.330002,4073700,59.45739
"82",67.019997,68.980003,67.019997,68.599998,7517800,61.492186
"83",68.610001,69.389999,68.410004,68.580002,4718400,61.474262
"84",68.970001,69.139999,67.800003,68.459999,5501400,61.366693
"85",68.470001,69.709999,68.150002,69.230003,3335700,62.056915
"86",69.510002,70.25,69.230003,69.989998,3469400,62.738165
"87",70.160004,70.599998,68.910004,70.220001,4381600,62.944337
"88",70.730003,72.169998,70.660004,71.470001,6038900,64.064821
"89",71.730003,72,70.849998,71.360001,3841500,63.966218
"90",71.849998,71.900002,70.050003,70.110001,5641300,62.845734
"91",70.190002,71.050003,70.029999,70.230003,4818500,62.953303
"92",69.57,69.959999,68.349998,69.050003,4493400,61.895565
"93",70,71.940002,69.57,71.360001,8067700,63.966218
"94",71.610001,71.879997,70.57,71.5,4622700,64.091712
"95",71.379997,71.629997,70.610001,71.260002,3062400,63.876581
"96",71.68,72.489998,71.470001,71.660004,4802900,64.235137
"97",71.099998,71.650002,70.730003,71.300003,3544500,63.912437
"98",70.870003,71.110001,69.709999,70.860001,3808200,63.518024
"99",71.300003,71.790001,70.349998,71.269997,4119800,63.88554
"100",71.150002,71.459999,70.360001,70.639999,3192300,63.320818
"101",70.709999,71.889999,69.910004,70.480003,3321400,63.177399
"102",70.849998,70.980003,68.800003,69.779999,6339800,62.549924
"103",69.660004,69.730003,68.040001,68.940002,4670800,62.171165
"104",70,71.580002,69.779999,70.849998,5758100,63.893629
"105",70.849998,71.650002,70.5,71.269997,3625800,64.27239
"106",70.059998,70.410004,69.75,70.209999,4171600,63.316468
"107",70.269997,70.550003,68.830002,69.25,4587500,62.450726
"108",67.690002,67.690002,66.790001,67.07,10494700,60.484768
"109",66.550003,66.699997,65.040001,65.370003,10033700,58.951684
"110",65.010002,65.25,63.009998,63.09,16721500,56.895542
"111",63.349998,64.099998,62.619999,63.610001,10964500,57.364487
"112",63.349998,63.349998,61.84,62.779999,9615800,56.615978
"113",62.669998,63.02,62.169998,62.5,8173300,56.363471
"114",63.349998,64.720001,62.720001,64.610001,11578500,58.266302
"115",64.529999,64.739998,63.389999,63.59,8824700,57.34645
"116",63.02,64.169998,62.799999,64.029999,5908600,57.743248
"117",63.43,64.110001,63.099998,63.599998,6567900,57.355467
"118",64.379997,65.580002,64.019997,65.410004,6205700,58.987757
"119",65.089996,65.459999,64.669998,64.800003,2279600,58.437649
"120",64.330002,64.699997,63.439999,64.360001,4385000,58.040848
"121",63.73,64.209999,63.470001,63.77,5814100,57.508777
"122",64.660004,65.790001,64.519997,65.720001,7515200,59.267318
"123",65.620003,66.800003,65.550003,66.589996,4760700,60.051893
"124",66.580002,66.68,65.949997,66.540001,3355900,60.006806
"125",66.410004,66.959999,65.970001,66.589996,3455000,60.051893
"126",67.040001,67.389999,66.010002,66.230003,4732800,59.727246
"127",66.190002,66.559998,64.919998,65.18,5230600,58.780337
"128",65.610001,65.610001,64.400002,64.610001,5188300,58.266302
"129",64.629997,64.769997,63.959999,64.160004,5501700,57.860488
"130",64.230003,64.379997,63.630001,63.790001,4819600,57.526814
"131",63.849998,65.110001,63.68,64.489998,6304500,58.158082
"132",64.290001,64.690002,64.089996,64.239998,3434800,57.932628
"133",64.330002,64.849998,63.709999,64.400002,5169100,58.076922
"134",64.889999,65.290001,64.349998,65.029999,8884700,58.645063
"135",64.739998,64.769997,62.82,63.27,9711000,57.057869
"136",63.610001,64.349998,63.279999,64.190002,5092900,57.887541
"137",64.449997,65.139999,64.010002,64.610001,5256000,58.266302
"138",64.559998,65.120003,64.330002,65.059998,3328900,58.672116
"139",64.730003,64.910004,64.330002,64.75,2548500,58.392556
"140",64.809998,65,64.330002,64.860001,2635100,58.491756
"141",65,65.199997,64.620003,65.050003,2504700,58.663103
"142",65.110001,65.230003,64.730003,65.010002,2342900,58.62703
"143",64.900002,65.290001,64.620003,65.260002,2137400,58.852484
"144",66.150002,66.68,66,66.400002,8072900,59.880553
"145",66.790001,67.610001,66.510002,66.940002,7979900,60.367534
"146",66.550003,67.550003,66.489998,67.480003,5890000,60.854515
"147",67.459999,69.349998,67.459999,68.800003,7507200,62.044911
"148",69.160004,70.099998,68.800003,69.379997,6797000,62.567959
"149",69.419998,69.660004,68.349998,69.089996,4397400,62.306432
"150",69.470001,69.879997,68.669998,68.959999,4443600,62.189198
"151",69.599998,70.489998,69.510002,70.150002,5935800,63.262361
"152",70.290001,70.5,69.620003,69.830002,4040100,62.97378
"153",69.550003,70.199997,69.389999,70.07,4551500,63.190214
"154",70.860001,72.57,70.230003,72.470001,9630700,65.354573
"155",72.68,72.989998,71.18,71.730003,8590500,64.687231
"156",71.349998,71.959999,70.360001,71.120003,6909400,64.137123
"157",71.910004,72.220001,71.339996,71.68,4441200,64.642138
"158",71.519997,72.82,71.510002,72.730003,5497100,65.589047
"159",72.489998,72.730003,71.309998,72.239998,5186700,65.147152
"160",69.989998,70.480003,69.110001,70.019997,13111000,63.145121
"161",70.010002,71,70,70.559998,5743600,63.632102
"162",70.800003,70.949997,69,69.230003,5376400,62.432692
"163",69.260002,69.959999,69.120003,69.480003,4559800,62.658146
"164",70,70.5,69.599998,70.290001,4780400,63.388615
"165",69.830002,71.190002,69.800003,71,4249100,64.028903
"166",71,71.379997,70.620003,70.980003,5092000,64.01087
"167",70.900002,71.639999,70.68,71.379997,4079200,64.37159
"168",71.43,72.110001,71.150002,71.93,4153200,64.867592
"169",72.169998,72.82,72.019997,72.709999,4083900,65.571007
"170",72.389999,72.709999,72,72.629997,4565700,65.879404
"171",72.43,72.989998,71.849998,72.660004,4917000,65.906621
"172",72.239998,72.690002,71.93,72.139999,4076100,65.434949
"173",72.699997,72.699997,71.599998,72.260002,4091200,65.543798
"174",71.919998,72.019997,71.089996,71.400002,4387500,64.76373
"175",71.709999,72.620003,71.459999,72.480003,4456600,65.743351
"176",72.419998,72.510002,71.940002,72.239998,3046400,65.525653
"177",72.129997,73.519997,72.129997,73.040001,5358600,66.2513
"178",72.349998,72.489998,70.379997,70.93,5560100,64.337413
"179",70.940002,71.489998,70,70.230003,5551900,63.702477
"180",70.349998,72.5,70.089996,70.760002,7015600,64.183215
"181",73.940002,74.290001,72.059998,72.300003,8127200,65.580081
"182",72.470001,72.900002,71.699997,72.010002,4098500,65.317034
"183",71.93,72.230003,69.989998,70.120003,5186200,63.602701
"184",70.110001,70.400002,68.599998,69.57,7069500,63.103817
"185",70.129997,71.830002,70.129997,71.709999,5457700,65.044915
"186",71.800003,71.870003,70.279999,71.800003,5702900,65.126553
"187",71.599998,72.07,69.910004,70.879997,5132000,64.292057
"188",71.480003,72.5,71.18,72.040001,5656300,65.344244
"189",72.010002,72.419998,71.330002,72.089996,5379600,65.389593
"190",71.309998,72.389999,70.510002,71.290001,5505700,64.663953
"191",70.290001,71.889999,70.260002,71.639999,3855800,64.981421
"192",71.169998,71.230003,69.900002,70.739998,4378000,64.16507
"193",68.339996,70.230003,68.339996,69.690002,6247600,63.212667
"194",69.230003,69.669998,67.339996,67.690002,9623800,61.398557
"195",68.580002,69.029999,67.849998,68.300003,4408800,61.951861
"196",69.209999,69.580002,68.669998,69.099998,5061200,62.677501
"197",70.290001,71.68,70.040001,71.199997,5297900,64.582315
"198",71.18,72.099998,70.720001,71.849998,4725000,65.171902
"199",71.620003,73.07,71.139999,72.720001,5332400,65.961042
"200",73.239998,73.330002,72.330002,72.760002,4360200,65.997325
"201",72.940002,73.5,72.330002,73.339996,4696900,66.523412
"202",73.5,73.690002,73.110001,73.300003,3857300,66.487136
"203",73.07,73.93,73.029999,73.620003,4782500,66.777393
"204",73.93,74.139999,73.349998,73.800003,3875400,66.940663
"205",73.809998,74.470001,73.470001,73.93,4199200,67.058578
"206",74.290001,74.849998,73.940002,74.010002,3867600,67.131144
"207",73.379997,74.110001,73.370003,73.949997,3697100,67.076716
"208",73.510002,74.449997,72.709999,73.230003,5217600,66.423642
"209",73.330002,73.93,72.800003,73.720001,4803600,66.868097
"210",73.739998,74.580002,73.68,74.290001,4373400,67.385118
"211",74.660004,74.849998,73.040001,73.470001,3099500,66.641333
"212",73.650002,74.279999,73.5,73.760002,2694600,66.90438
"213",73.220001,73.580002,72.959999,73.080002,3441100,66.287583
"214",73.330002,73.709999,71.550003,72.129997,5078400,65.425876
"215",71.830002,72.470001,70.879997,72.300003,4091600,65.580081
"216",72.449997,72.980003,72.019997,72.599998,4176600,65.852193
"217",72.720001,73.279999,71.75,72.790001,6225500,66.024536
"218",72.970001,73.629997,72.639999,73.150002,4352000,66.351076
"219",74.209999,75.32,74.150002,75.07,6356300,68.09262
"220",75.43,75.739998,75.080002,75.440002,3157100,68.428233
"221",75.510002,75.559998,74.68,74.900002,2524200,67.938422
"222",75.309998,75.849998,75.010002,75.550003,5100900,68.52801
"223",76.029999,77.309998,75.050003,76.120003,7462400,69.045031
"224",76.029999,78.860001,76.019997,78.550003,7359700,71.249175
"225",78.849998,80.339996,78.849998,79.779999,8050400,72.364848
"226",80.349998,80.650002,79.160004,79.529999,5633300,72.138085
"227",79.239998,80.209999,79.010002,79.510002,4728000,72.119947
"228",79.699997,80,78.760002,78.839996,5735200,71.512214
"229",78.519997,79.739998,78.089996,78.449997,4718900,71.158464
"230",79.139999,80.040001,78.970001,79.309998,4565800,71.938531
"231",79.309998,80.150002,79.150002,79.639999,3137600,72.237861
"232",79.760002,80.419998,79.760002,79.949997,3852400,72.519046
"233",79.639999,79.800003,78.730003,79.080002,3853700,72.108721
"234",79.040001,79.75,78.480003,79.410004,3700000,72.409631
"235",79.610001,80.089996,78.559998,79.029999,3808500,72.063126
"236",78.660004,78.809998,77.650002,77.769997,3800400,70.914199
"237",77.610001,77.730003,75.830002,76.68,5191100,69.920291
"238",76.779999,77.489998,76.599998,77.139999,3634200,70.339739
"239",77.410004,78.449997,77.25,78.019997,3340900,71.14216
"240",77.889999,77.989998,77.260002,77.519997,4000400,70.686237
"241",76.550003,76.760002,75.769997,76.279999,3587300,69.555551
"242",76.459999,76.709999,75.239998,75.57,3783700,68.908142
"243",75.260002,76.779999,75.129997,76.32,4134000,69.592026
"244",76.540001,76.919998,75.940002,76.660004,4377000,69.902057
"245",77.029999,77.5,76.620003,76.989998,3202700,70.202961
"246",77.800003,78.349998,77.410004,78.029999,4706400,71.15128
"247",77.949997,78.099998,75.260002,75.349998,5259100,68.707535
"248",75.440002,76.339996,75.300003,75.690002,3606200,69.017566
"249",74.709999,75.050003,74.089996,74.839996,4239300,68.242492
"250",74.760002,75.269997,74.419998,74.580002,3310200,68.005417
"251",74.790001,75.099998,74.160004,74.18,3387500,67.640678
"252",74.129997,74.400002,73.650002,73.849998,3772100,67.339767
"253",73.830002,74.550003,73.43,74.18,2960800,67.640678
"254",73.809998,74,72.610001,72.690002,5139600,66.28203
"255",73.059998,73.410004,72.690002,72.940002,4087300,66.509992
"256",73.339996,75.019997,73.190002,74.639999,4775700,68.060126
"257",74.07,75.510002,73.57,73.849998,6531900,67.339767
"258",73.739998,74.580002,73.449997,74.010002,4446500,67.485666
"259",74.620003,74.93,73.760002,74.160004,5536100,67.622444
"260",73.959999,74.800003,73.510002,74.519997,3809600,67.950702
"261",75.019997,75.019997,73.779999,73.980003,5493900,67.458311
"262",73.589996,73.660004,72.059998,72.120003,7232200,65.762279
"263",71.169998,71.629997,70.290001,71.25,8038400,64.968971
"264",71.370003,71.57,70.730003,71.260002,6088500,64.978091
"265",71.440002,71.940002,71.330002,71.620003,4028200,65.306356
"266",71.82,72.239998,71.400002,72.089996,3837900,65.734918
"267",72.220001,72.959999,71.860001,72.720001,3913800,66.309385
"268",73,74.099998,72.900002,73.93,4245300,67.412716
"269",73.809998,74.730003,73.800003,74.269997,3647800,67.72274
"270",74.169998,74.730003,73.849998,74.150002,3130300,67.613324
"271",74.129997,75.160004,74.010002,74.739998,3757800,68.151309
"272",75.330002,76.199997,74.849998,75.989998,4976900,69.291115
"273",75.580002,75.580002,74.57,75.07,4051200,68.452219
"274",74.169998,74.730003,73,73.349998,4379000,66.883845
"275",73.620003,73.860001,71.790001,71.93,5773000,65.589026
"276",72.559998,73.25,71.860001,72.169998,4707700,65.807867
"277",71.940002,72.32,71,71.190002,5691200,64.914263
"278",71.699997,71.709999,70.849998,71.279999,4058500,64.996325
"279",70.660004,70.699997,69.07,69.550003,7294900,63.418837
"280",70.110001,70.989998,69.309998,70.529999,7434200,64.312441
"281",71.120003,73.300003,70.760002,72.07,8026000,65.716684
"282",72.580002,73.25,72,72.889999,4301500,66.464397
"283",73.190002,73.190002,72.239998,72.669998,2921300,66.26379
"284",71.379997,72.010002,71.010002,71.309998,3990800,65.02368
"285",71.379997,71.440002,69.860001,70.160004,7061900,63.975063
"286",71.730003,73.199997,70.529999,70.629997,9806900,64.403624
"287",71,72.330002,70.589996,70.660004,5448400,64.430986
"288",70,71.110001,69.25,70.470001,5962000,64.257733
"289",71.610001,71.629997,69.529999,70.330002,5554600,64.130075
"290",69.559998,70.290001,67.690002,67.699997,7052400,61.731918
"291",67.889999,68.110001,66.099998,67.339996,6749800,61.403653
"292",66.360001,66.379997,63,63.09,10707100,57.528314
"293",64.089996,64.449997,61.41,62.75,11643100,57.218287
"294",61.099998,61.810001,58.610001,58.709999,13561000,53.534431
"295",60.040001,62.459999,58.759998,62.34,14122800,56.84443
"296",60.919998,61.200001,57.23,57.41,13549600,52.704114
"297",57.650002,59.57,56.009998,58.849998,15539100,54.026076
"298",59.950001,61.869999,59.16,61.75,10082800,56.688365
"299",62.060001,62.73,61.369999,62.700001,6933400,57.560494
"300",61.73,62.98,61.41,62.23,6841400,57.129019
"301",62.439999,62.919998,61.610001,62.18,6263400,57.083118
"302",60.400002,60.720001,58.220001,58.93,8108800,54.09952
"303",58.299999,59.43,57.470001,57.540001,9229900,52.823459
"304",59.139999,59.360001,58.040001,58.380001,6862800,53.594604
"305",58.700001,60.77,58.189999,60.77,6527700,55.788696
"306",60.59,61.91,60.450001,61.689999,4852000,56.633282
"307",62.049999,62.389999,60.5,61.099998,6440000,56.091644
"308",60.639999,62.970001,60.130001,62.799999,6199200,57.652296
"309",63.990002,64.779999,63.599998,64.599998,4303900,59.30475
"310",65.230003,66.540001,64.800003,66.029999,6984200,60.617533
"311",66.690002,67.290001,66.139999,66.860001,6807400,61.3795
"312",66.959999,67.730003,66,66.050003,6169500,60.635898
"313",65.010002,65.150002,63.709999,64.029999,4735100,58.781473
"314",61.91,62.900002,61.220001,62.77,6478800,57.624756
"315",63.939999,65.209999,63.419998,64.900002,5530300,59.580162
"316",64.339996,64.5,62.610001,62.810001,6866500,57.661478
"317",62.110001,63.09,61.439999,61.790001,5415700,56.725087
"318",60.830002,62.529999,60.330002,62.389999,5520600,57.275904
"319",62.299999,63.59,62.029999,62.849998,5283600,57.698197
"320",63.049999,64.07,61.639999,63.029999,5782600,57.863443
"321",63.650002,64.610001,63.450001,64.32,5263700,59.047702
"322",64.779999,65.75,64.519997,65.379997,6926700,60.020812
"323",64.080002,64.400002,62.950001,64.150002,4836800,58.891639
"324",64.360001,64.639999,63.5,63.560001,3431600,58.350001
"325",63.540001,63.82,60.990002,61.02,4517200,56.018203
"326",59.330002,59.59,57.529999,58.720001,12055700,53.906735
"327",58.57,59.77,58.060001,59.509998,6239400,54.631976
"328",60.799999,62.27,60,62.009998,7031800,56.927051
"329",64.129997,64.290001,62.41,62.779999,6410300,57.633935
"330",63.279999,64.050003,61.810001,61.919998,4695500,56.844428
"331",63.200001,63.700001,61.360001,62.369999,6094200,57.257543
"332",61.5,62.18,60.450001,60.509998,5464300,55.550006
"333",60.099998,61.529999,57.849998,58.25,8290400,53.475259
"334",57.529999,59.23,56.900002,59.139999,7800000,54.292306
"335",58.900002,60.040001,58.650002,59.959999,5825600,55.04509
"336",60.009998,61.790001,59.450001,61.48,5565900,56.440496
"337",61.91,62.959999,61.43,61.810001,5580800,56.743448
"338",62.869999,64.190002,62.75,64.029999,4597500,58.781473
"339",63.66,64.25,63.5,63.970001,3192200,58.726393
"340",64.459999,65.230003,64.129997,64.32,5136500,59.047702
"341",63.779999,64.089996,63.049999,63.529999,3154300,58.322458
"342",64,64.279999,63.41,63.889999,3839900,58.652949
"343",63.34,63.509998,61.66,61.779999,4873400,56.715905
"344",61.93,64.239998,61.330002,63.470001,6167800,58.267378
"345",62.610001,64.269997,62.529999,63.110001,4849500,57.936887
"346",63.009998,63.73,62.18,62.490002,6291500,57.367709
"347",63.310001,64.639999,63.099998,64.589996,6250400,59.295567
"348",64.410004,65.059998,63.93,64.75,5190800,59.442456
"349",64.809998,64.949997,63.549999,63.720001,6529500,58.496886
"350",67.559998,67.900002,65.800003,66.559998,12700300,61.104088
"351",68.589996,68.760002,67.18,67.489998,8606900,61.957856
"352",67.550003,68.389999,67.309998,68.169998,6102900,62.582117
"353",67.120003,67.489998,65.739998,65.790001,6879500,60.397208
"354",64.230003,64.339996,62.369999,63.169998,8962200,57.991966
"355",63.970001,64.760002,63.830002,64.400002,5782800,59.121146
"356",65.160004,66.370003,64.5,66.190002,4896800,60.764421
"357",65.589996,65.949997,65,65.800003,3458000,60.40639
"358",65.709999,66.400002,65.169998,66.290001,3624200,60.856223
"359",66.440002,66.800003,65.449997,66.650002,4827000,61.576852
"360",65.169998,65.699997,64.330002,64.550003,5753500,59.636698
"361",65.089996,65.599998,64.589996,64.830002,3853400,59.895384
"362",65.43,67.260002,65.43,66.919998,4397700,61.826298
"363",68.889999,68.970001,67.699997,67.940002,6366100,62.768663
"364",67.900002,68.339996,67.050003,67.940002,5112800,62.768663
"365",67.129997,67.660004,66.199997,66.339996,5352800,61.290444
"366",67.199997,67.349998,65.410004,66.089996,7122800,61.059473
"367",66.93,67.849998,66.290001,67.459999,7055300,62.325196
"368",66.32,66.449997,64,65.559998,8102900,60.569815
"369",65.300003,65.440002,63.880001,64.349998,5000300,59.451917
"370",63.619999,63.75,62.330002,62.360001,4273000,57.61339
"371",62.16,63.619999,62.119999,62.779999,2122300,58.00142
"372",64.529999,65.629997,64.529999,64.989998,4621100,60.043202
"373",65.019997,66,64.839996,65.260002,5317900,60.292655
"374",67.080002,68.75,66.989998,68.690002,8601100,63.461576
"375",68.699997,71.709999,68.510002,70.980003,12018200,65.577271
"376",71.699997,71.980003,70.93,71.300003,7252600,65.872913
"377",72.279999,72.760002,70.349998,71.089996,8133700,65.678891
"378",70.919998,71.589996,70.800003,70.870003,4624300,65.475643
"379",70.300003,71.510002,69.639999,70.599998,6455100,65.22619
"380",70.459999,71.129997,69.830002,70.169998,6034800,64.82892
"381",70.809998,72,70.410004,71.93,5545900,66.454957
"382",71.510002,71.959999,70.18,70.900002,5463400,65.503358
"383",71.669998,72.650002,70.620003,70.900002,7555600,65.503358
"384",70.349998,71.540001,69.720001,69.940002,5999900,64.616431
"385",70.809998,70.949997,70.050003,70.610001,4076400,65.235431
"386",71.110001,72.370003,70.559998,71.010002,8854900,65.604986
"387",71.199997,71.620003,69.910004,70.160004,3572500,64.819686
"388",71.230003,72.68,71.230003,72.440002,5408600,66.92614
"389",72.730003,73.709999,72.059998,73.589996,5471700,67.988601
"390",73.830002,74.739998,73.480003,74.290001,5849400,68.635324
"391",74.529999,74.709999,73.599998,73.970001,3578100,68.339681
"392",73.68,74.489998,73.370003,74.269997,2536700,68.616842
"393",74.480003,74.599998,73.029999,73.260002,2568200,67.683724
"394",73.440002,74.360001,73.309998,74.110001,2749300,68.469024
"395",73.860001,74.080002,73.239998,73.349998,2811800,67.766871
"396",74.699997,75,74.120003,74.220001,6859300,68.570652
"397",74.099998,74.599998,73.589996,74.330002,4923000,68.67228
"398",73.769997,73.900002,72.739998,73.529999,6797900,67.93317
"399",73.730003,74.269997,72.949997,73.980003,4779800,68.348922
"400",74.809998,74.870003,74.18,74.529999,4469600,68.857054
"401",75.129997,75.339996,74.5,75,4622400,69.29128
"402",74.779999,74.949997,74.230003,74.739998,3082700,69.051068
"403",74.809998,75.690002,74.779999,75.510002,3934500,69.762463
"404",75.040001,75.199997,74.160004,74.599998,4641100,68.921725
"405",75.300003,76,75.139999,75.239998,3700100,69.51301
"406",74.949997,75.449997,74.769997,75.059998,4189500,69.346711
"407",75.269997,75.919998,75.099998,75.559998,5397300,69.808653
"408",75.68,75.900002,75.139999,75.519997,4552300,69.771697
"409",75.660004,76.370003,75.32,75.510002,4083700,69.762463
"410",75.059998,75.620003,74.599998,75.360001,4942700,69.623879
"411",73.970001,76.699997,72.849998,75.82,14049100,70.048865
"412",75.839996,76.360001,75,75.309998,4187400,69.577682
"413",74.800003,75.230003,74.400002,74.550003,4754600,68.875535
"414",73.989998,74.349998,73.68,74.160004,5043000,68.515221
"415",74.510002,75.199997,73.959999,74.18,4777200,68.533696
"416",74.959999,75.889999,74.959999,75.370003,4296400,69.63312
"417",75.199997,75.330002,74.5,75.220001,3528100,69.494536
"418",76.089996,76.739998,75.860001,76.339996,3472400,70.529281
"419",75.260002,75.550003,75.160004,75.459999,4162500,69.716266
"420",75.040001,75.349998,74.300003,75.199997,4438700,69.476054
"421",74.709999,75.650002,74.510002,75.459999,5350000,70.126584
"422",75.779999,76.230003,75.370003,75.900002,4491100,70.535487
"423",75.449997,75.559998,74.57,74.949997,3361700,69.652628
"424",75.5,75.510002,74.75,74.849998,3456500,69.559697
"425",75.510002,75.57,74.900002,75.559998,4652000,70.219514
"426",75.860001,76,75,75.209999,4252400,69.894253
"427",75.040001,75.470001,74.870003,75.269997,4992800,69.95001
"428",75.529999,75.550003,75.019997,75.349998,4927300,70.024358
"429",75.669998,75.949997,75.080002,75.720001,3978100,70.368209
"430",75.559998,76.300003,75.309998,76.059998,3764800,70.684175
"431",75.760002,76.169998,75.519997,75.849998,4187200,70.489018
"432",75.75,76.639999,75.629997,76.059998,3347000,70.684175
"433",75.690002,75.779999,75.010002,75.209999,5379400,69.894253
"434",75.18,75.410004,74.809998,75.160004,3667400,69.847791
"435",75.279999,75.720001,74.75,74.949997,4631800,69.652628
"436",74.959999,75.629997,74.860001,75.080002,3343100,69.773444
"437",75.07,75.279999,74.629997,74.900002,2806600,69.606166
"438",74.949997,74.980003,73.93,74.129997,4156800,68.890585
"439",73.239998,73.239998,72.300003,72.559998,5455700,67.43155
"440",72.580002,73.699997,72.510002,73.519997,4279000,68.323698
"441",74.269997,74.699997,73.830002,74.169998,3881200,68.927758
"442",74.139999,74.309998,73.169998,73.290001,5535900,68.109958
"443",73.199997,74.029999,73.199997,73.599998,2833500,68.398045
"444",73.879997,74.349998,73.379997,74.309998,4532700,69.057863
"445",74.32,75.379997,74.309998,75.230003,5297100,69.912844
"446",75.5,75.629997,74.879997,75.43,4850700,70.098705
