"","IBM.Open","IBM.High","IBM.Low","IBM.Close","IBM.Volume","IBM.Adjusted"
"66",128.630005,130,128.520004,129.610001,5271300,117.788681
"67",128.429993,129.919998,128.429993,128.850006,4850500,117.098003
"68",128.649994,129.960007,128.539993,129.429993,4762500,117.625091
"69",129.199997,129.949997,128.800003,129.669998,4685000,117.843206
"70",129.919998,130.600006,129.699997,130.190002,10397400,118.315783
"71",130.240005,132.089996,130.110001,131.789993,7145500,119.769843
"72",131.449997,132.800003,130.779999,131.979996,5267900,119.942516
"73",131.610001,132.580002,131.399994,132.570007,4922400,120.478715
"74",131.419998,132.779999,131.220001,131.669998,3898800,119.660793
"75",132.419998,134.149994,132.339996,134.110001,7122400,121.87825
"76",133.509995,135,133.509995,134.649994,6155400,122.368992
"77",134.669998,135.139999,133.710007,134.889999,7481300,122.587108
"78",134.399994,135.800003,134.339996,135.479996,5151200,123.123292
"79",135.5,136.110001,133.669998,134.139999,6425800,121.905513
"80",135.509995,136.279999,135.089996,135.639999,5621200,123.268702
"81",135.229996,135.919998,134.389999,135.25,4059900,122.914274
"82",136.179993,137.899994,136.119995,137.660004,6202500,125.104469
"83",136.880005,137.960007,136.830002,137.839996,4783000,125.268045
"84",137.919998,138.880005,137.520004,138.720001,6440800,126.067787
"85",138.399994,139.089996,138.059998,138.850006,4540800,126.185935
"86",138.789993,139.940002,138.639999,139.660004,4004300,126.922055
"87",138.399994,139.990005,138.270004,139.850006,5637300,127.094728
"88",139.910004,141.479996,139.779999,140.369995,8784300,127.56729
"89",140.350006,141.5,139.690002,141.5,5653100,128.594231
"90",142.100006,142.100006,140.539993,141.059998,7220400,128.19436
"91",140.899994,143.029999,140.839996,142.830002,10322700,129.802927
"92",137.300003,139.339996,136.699997,138.029999,14159100,125.440718
"93",138.279999,139.869995,138.130005,139.070007,6945500,126.38587
"94",139.809998,140.490005,138.399994,139.830002,6221200,127.076548
"95",140.149994,140.75,139.460007,139.669998,4105300,126.931138
"96",140.419998,141.399994,139.809998,139.839996,4870000,127.085631
"97",139.289993,142,138.529999,140.669998,7327100,127.839931
"98",139.520004,141.570007,139,141.429993,6465300,128.530609
"99",141.839996,141.949997,140.419998,140.899994,5481600,128.048949
"100",140.899994,144,140.75,143.600006,8439300,130.502702
"101",143.639999,144.259995,142.320007,143.320007,5674600,130.248241
"102",143.850006,144.710007,143.710007,143.839996,4626400,130.720804
"103",144.240005,144.460007,142.630005,144.169998,5182100,131.020707
"104",144.820007,146.839996,144.710007,146.789993,6622500,133.401741
"105",145.940002,146.929993,145.669998,146.919998,4995800,133.519888
"106",145.350006,146.580002,145.25,146.460007,4459700,133.693332
"107",146.699997,147.529999,145.630005,146.139999,5700600,133.401219
"108",146.089996,146.789993,145.630005,146.550003,5172000,133.775483
"109",144.699997,145.5,143.350006,145.429993,4752200,132.753102
"110",144.589996,145.770004,143.550003,143.740005,4731500,131.210428
"111",143.889999,144.75,143.270004,143.639999,3827700,131.11914
"112",142.929993,143.380005,141.179993,142.240005,6342100,129.841181
"113",142.490005,142.490005,141.389999,141.949997,4785900,129.576452
"114",143.039993,144.990005,142.75,144.360001,4236200,131.77638
"115",144.380005,145.350006,143.990005,145.050003,5015900,132.406236
"116",144,145.429993,143.559998,145.389999,3730700,132.716595
"117",144.240005,144.529999,142.330002,143.179993,4570300,130.699231
"118",143.949997,146.440002,143.820007,145.809998,4874100,133.099983
"119",145.300003,145.300003,143.570007,143.899994,2081300,131.356471
"120",143.529999,143.669998,141.5,142.889999,5040300,130.434516
"121",142.240005,142.759995,141.279999,141.460007,7674800,129.129173
"122",143.610001,145.130005,143.509995,144.410004,6822800,131.822024
"123",144.330002,145.850006,144.300003,145.179993,5374000,132.524894
"124",144.25,145.679993,144.25,145.380005,3710600,132.707472
"125",144.539993,145.869995,144.520004,144.990005,3321800,132.351468
"126",146.020004,146.300003,143.869995,144.020004,4828600,131.46602
"127",144.350006,145.649994,143.839996,144.979996,4961400,132.342331
"128",145.940002,145.940002,143.520004,144.300003,4405300,131.721612
"129",144.880005,144.949997,143.729996,144.820007,3503800,132.196288
"130",145.139999,145.399994,144.210007,144.279999,4741000,131.703351
"131",144.259995,146.009995,144.259995,145.820007,4800800,133.10912
"132",145.130005,145.720001,144.309998,144.720001,4447400,132.105
"133",144.839996,145.320007,144.149994,144.550003,4178600,131.94982
"134",144.690002,145.5,144.399994,145,10027000,132.360591
"135",145.389999,145.539993,144.389999,144.509995,3995000,131.913299
"136",144.990005,145.990005,144.330002,145.740005,3777100,133.036092
"137",145.660004,146.399994,145.580002,145.949997,3388800,133.227779
"138",145.889999,146.330002,145.330002,145.889999,2424500,133.173011
"139",145.119995,145.699997,145,145.339996,2314700,132.670951
"140",145.309998,146.149994,145.059998,145.710007,2699600,133.008708
"141",146,147.5,145.710007,146.520004,3661100,133.748099
"142",146.360001,147.110001,146.25,146.669998,3039100,133.885018
"143",146.729996,147.070007,145.960007,146.759995,2969800,133.96717
"144",147.210007,148.199997,147.139999,147.479996,4603800,134.62441
"145",147.559998,148.220001,146.639999,147.639999,5060100,134.770466
"146",147.339996,147.479996,146.729996,147.050003,4657400,134.231899
"147",147.130005,148.789993,146.820007,148.660004,5029200,135.701559
"148",148.789993,148.860001,146.940002,147.929993,4135700,135.035181
"149",147.580002,148.059998,147.229996,147.639999,3633400,134.770466
"150",148.199997,148.350006,146.75,147.279999,4163600,134.441846
"151",147.990005,149.289993,147.669998,149.100006,4091500,136.103207
"152",149.240005,149.289993,148.25,148.820007,3445800,135.847615
"153",148.889999,150,148.470001,150,4544200,136.92475
"154",149.820007,151.460007,149.380005,150.649994,9176900,137.518085
"155",153.259995,156.130005,152.830002,155.690002,12141000,142.118764
"156",154.529999,155.960007,154.449997,155.800003,7439900,142.219176
"157",156.399994,156.779999,154.960007,155.5,7009000,141.945324
"158",155.419998,159.789993,155.330002,159.630005,7285100,145.715323
"159",159.210007,164.350006,159,161.440002,8260800,147.367546
"160",161.669998,161.899994,160.419998,161.039993,5353100,147.002405
"161",161.429993,162.179993,160.860001,161.070007,4878300,147.029803
"162",161.050003,161.919998,158.669998,159.210007,6725600,145.331935
"163",159.179993,162,158.679993,162,7197200,147.87873
"164",162.110001,163.940002,162,163.559998,5831300,149.302745
"165",163.399994,163.600006,162.610001,163.300003,3904000,149.065414
"166",163.160004,164.199997,162.809998,163.529999,4683400,149.275361
"167",163.479996,164.139999,163.220001,164,3755200,149.704393
"168",164.080002,164.990005,164.020004,164.820007,4928100,150.452922
"169",164.820007,166.25,164.320007,166.050003,5612600,152.175836
"170",165.619995,165.970001,164.100006,164.649994,4633600,150.892804
"171",163.899994,165,163.179993,164.089996,5737800,150.379596
"172",163.979996,165.009995,163.309998,163.850006,5185200,150.159658
"173",164.179993,164.380005,162.850006,163.220001,4129800,149.582293
"174",162.889999,163.570007,162.520004,162.839996,3768700,149.234039
"175",163.330002,163.600006,162.75,163.399994,3216000,149.747247
"176",163.300003,164.669998,162.850006,164.240005,3230500,150.517072
"177",164.460007,164.839996,164.100006,164.839996,4245000,151.066931
"178",163.570007,164.259995,161.779999,161.949997,5209300,148.418403
"179",161.809998,162.679993,160.139999,160.179993,5998100,146.79629
"180",159.630005,161.270004,159.029999,160.770004,5707500,147.337003
"181",161.059998,162.339996,160.860001,162.279999,4518400,148.720832
"182",162.360001,162.990005,161.240005,161.880005,4773000,148.354259
"183",163.149994,163.149994,159.880005,159.970001,4382800,146.603844
"184",159.429993,161.110001,159.410004,160.160004,3413000,146.777971
"185",161.419998,164,161.270004,163.479996,4057800,149.820564
"186",163.399994,164.309998,160.649994,161.830002,4910700,148.308434
"187",161.600006,162.979996,158.850006,159.929993,5312000,146.567178
"188",159.699997,163.429993,159.210007,162.279999,5384800,148.720832
"189",163.470001,167.720001,163.279999,165.860001,9086600,152.001709
"190",164.639999,164.669998,161.380005,162.020004,7041400,148.482561
"191",162.399994,163.240005,160.839996,162.429993,4271000,148.858293
"192",161.160004,161.979996,160.089996,161.389999,4300500,147.905195
"193",157.350006,159.639999,156.880005,159.020004,6475800,145.733223
"194",156.520004,156.979996,151.710007,153,12195300,140.216215
"195",154,154.5,152.699997,154.179993,7376400,141.297615
"196",156.5,156.949997,154.320007,155.889999,11450000,142.864743
"197",157.639999,159.630005,157.070007,157.679993,5784000,144.505175
"198",158.559998,158.610001,157.520004,158,4311400,144.798445
"199",158,160.080002,157.529999,159.529999,4782500,146.200606
"200",160.229996,160.710007,158.839996,160.039993,5145800,146.667988
"201",160.979996,162.740005,160.759995,162.179993,5348100,148.629181
"202",161.539993,162.580002,161.119995,161.369995,3972800,147.886863
"203",161.339996,163.089996,161.149994,162.880005,3456700,149.270705
"204",163.550003,163.990005,163.020004,163.600006,3394100,149.930547
"205",163.399994,164.059998,163.070007,163.070007,3860800,149.444832
"206",163.699997,164.419998,163.039993,164.270004,4381900,150.544564
"207",164.419998,164.729996,163.580002,164.25,3225100,150.526231
"208",163.809998,164.699997,163.619995,163.990005,3612000,150.28796
"209",164.339996,164.75,163.809998,164.039993,3774800,150.333771
"210",164.100006,164.550003,163.279999,164.380005,3666700,150.645374
"211",164.350006,164.380005,163.160004,164.050003,3324100,150.342945
"212",163.440002,164,163.110001,163.949997,4139000,150.251295
"213",163.360001,163.770004,162.300003,163.25,3860600,149.609785
"214",163.970001,164.929993,163.660004,163.949997,4181900,150.251295
"215",163.839996,165.360001,163.160004,164.970001,4699100,151.186073
"216",165,166.339996,164.869995,166.210007,5287400,152.322471
"217",164.639999,166.160004,162.860001,165.940002,6160700,152.075027
"218",165.710007,166.380005,164.440002,165.399994,6547100,151.580138
"219",163.100006,165.889999,162.190002,164.75,10891800,150.984454
"220",165.630005,168.449997,164.860001,168.279999,6158400,154.219507
"221",167.649994,168.770004,167.229996,167.669998,3583800,153.660474
"222",167.990005,169.199997,167.399994,168.490005,7300000,154.411967
"223",168.610001,170.589996,168.460007,170.369995,5299700,156.134875
"224",169.990005,171.380005,169.699997,170.779999,5087700,156.510621
"225",171.100006,173,170.479996,170.580002,5587700,156.327335
"226",172.110001,173.539993,171.490005,172.149994,5396200,157.766148
"227",172,173.479996,171.229996,172.869995,5007700,158.42599
"228",172.360001,172.619995,169.589996,170.619995,6890300,156.363987
"229",170.470001,170.869995,167.5,168.460007,7332000,154.384474
"230",169.029999,170.149994,168.240005,168.889999,4839400,155.470711
"231",168.389999,169.850006,168.309998,169.100006,3594800,155.664031
"232",169.25,170.899994,169.220001,170.380005,4934800,156.842326
"233",170.300003,170.520004,167.820007,169.5,4663200,156.032243
"234",169.649994,172.770004,168.649994,172.240005,5138500,158.554539
"235",171.699997,172.149994,169.440002,169.919998,5167400,156.41887
"236",169.809998,170.639999,168.309998,168.860001,4662200,155.443095
"237",167.850006,171.410004,166.529999,170.5,8773200,156.952787
"238",170.100006,171.190002,169.460007,170.440002,4154300,156.897557
"239",170.860001,171.399994,169.320007,170.589996,3538300,157.035633
"240",170.399994,171.149994,169.380005,170.160004,4869900,156.639806
"241",168.580002,168.690002,167.070007,168.259995,5144000,154.890763
"242",168.5,168.669998,167.509995,167.990005,4643600,154.642226
"243",167.630005,168.399994,167.509995,167.75,3882100,154.421291
"244",167.460007,167.5,165.899994,167.179993,5771300,153.896574
"245",167.910004,168.470001,167,167.5,3277600,154.191155
"246",168.440002,169.889999,167.820007,168.929993,9123400,155.507526
"247",168.899994,169.580002,166.5,166.559998,5134600,153.325841
"248",166.440002,167.100006,165.710007,166.089996,3854100,152.893184
"249",164.300003,165.889999,164.130005,165.050003,5230500,151.935824
"250",164.759995,165.580002,164.270004,164.75,3619700,151.659658
"251",165.110001,165.240005,163.610001,163.690002,4187000,150.683884
"252",163.270004,164.850006,163.259995,164.339996,3850800,151.282232
"253",165.009995,165.960007,164.759995,164.839996,4299800,151.742504
"254",164.570007,164.839996,162.869995,163.179993,4683300,150.214397
"255",164.440002,164.460007,162.729996,163.169998,5099200,150.205197
"256",163.869995,164.570007,163.649994,164.119995,7050000,151.079711
"257",162.75,163.410004,161.520004,162.330002,5225600,149.431943
"258",162.059998,163.630005,161.779999,162.669998,4861100,149.744924
"259",164.240005,165.100006,163.580002,164.440002,7149700,151.374292
"260",163.699997,165.610001,163.589996,165.020004,3956100,151.908209
"261",165.199997,166.75,164,166.220001,5387300,153.012859
"262",165.589996,166.809998,165.100006,165.679993,3960500,152.515757
"263",164.059998,166.729996,163.800003,166.119995,5271500,152.920799
"264",165.850006,165.940002,164.570007,165.070007,4402600,151.954239
"265",165.740005,168.240005,165.210007,167.619995,4446700,154.301615
"266",168.330002,170.699997,168.009995,170.009995,4850000,156.501716
"267",170.610001,170.860001,169.820007,170.539993,3817100,156.989603
"268",171.110001,172.449997,170.75,171.550003,5105200,157.919362
"269",171.610001,174.649994,171.490005,174.539993,5181700,160.67178
"270",173.520004,175.429993,173.520004,175.429993,4586500,161.491064
"271",175.190002,177.770004,175.089996,177.710007,5885900,163.589917
"272",176.779999,177.270004,176.119995,176.479996,5905600,162.457638
"273",175.490005,176.490005,175.009995,176.490005,4399900,162.466852
"274",174.899994,176.149994,174.610001,174.990005,4766500,161.086036
"275",174.929993,175.369995,173.889999,174.050003,5036800,160.220722
"276",174.899994,176.320007,174,174.320007,4074800,160.469273
"277",174.399994,176.100006,173.839996,174.229996,4613100,160.386413
"278",175.080002,175.940002,174.070007,175.539993,5347100,161.592324
"279",174.729996,176.460007,173.580002,175.279999,8879700,161.352987
"280",178.740005,185.210007,178.649994,185.210007,13245600,170.493999
"281",183.839996,184.419998,183,183.649994,5901100,169.057938
"282",183.589996,185.5,182.899994,184.899994,4958400,170.208618
"283",184.639999,185.630005,184.259995,185.179993,4516100,170.46637
"284",183.889999,184.960007,183.279999,183.699997,4987000,169.103968
"285",182.940002,184.050003,182.649994,182.929993,4356200,168.395145
"286",182.009995,182.910004,180.929993,181.350006,5806800,166.940698
"287",181.059998,183.270004,180.880005,181.800003,4478800,167.35494
"288",180.259995,183.429993,179.729996,181.850006,6665600,167.40097
"289",182.600006,183.690002,178.5,180.75,5842700,166.388365
"290",179.949997,182.289993,177.860001,178.050003,5770400,163.902899
"291",177.669998,179.229996,175.410004,178.830002,6722000,164.620922
"292",176.5,177.919998,171.179993,171.479996,11022300,157.854917
"293",172.100006,174.220001,166.520004,172.979996,11871800,159.235733
"294",168.830002,172.610001,166,166.220001,15804900,153.679177
"295",167.460007,171.050003,162,170.610001,12517600,157.737964
"296",168.179993,169.229996,161.850006,162.539993,13993600,150.276815
"297",164.100006,168.770004,162.940002,166.729996,9175600,154.150694
"298",168.5,169.380005,165.830002,168.199997,5187000,155.509788
"299",171.320007,174,170.389999,172.990005,7645400,159.938404
"300",172.190002,172.190002,169,171.240005,5585400,158.320436
"301",171.570007,172.990005,169.889999,171.479996,5129700,158.54232
"302",166.320007,166.460007,160.160004,163.830002,15082600,151.469496
"303",162.169998,163.940002,157.130005,157.539993,14068600,145.654051
"304",161.350006,161.679993,157.619995,158.979996,7249100,146.985409
"305",160.649994,164.589996,159.529999,164.320007,6923300,151.922532
"306",164.130005,166.830002,163.350006,166.759995,6427000,154.17843
"307",167.520004,168.529999,164.850006,165.580002,6751600,153.087464
"308",164.850006,169.330002,163.279999,169.139999,6438200,156.37887
"309",170.580002,172.720001,170.360001,172.619995,5293400,159.59631
"310",172.059998,173.509995,170.880005,172.509995,4477700,159.494608
"311",173.289993,173.720001,170.710007,171.910004,6074200,158.939885
"312",172.710007,173.679993,170.119995,170.330002,5463900,157.47909
"313",167.690002,168.929993,166,166.979996,4979100,154.381832
"314",163.059998,165.550003,162.199997,165.110001,5761200,152.652923
"315",167.279999,167.899994,166.160004,167.309998,6796600,154.686936
"316",167,169.580002,165.100006,165.25,6027200,152.78236
"317",164.570007,165.190002,160.809998,161.369995,6743900,149.19509
"318",160.039993,162.440002,158.759995,162.419998,5247200,150.165873
"319",163.639999,163.919998,161.539993,163.429993,4723800,151.099667
"320",164.009995,169.660004,161.990005,167.240005,6980700,154.622225
"321",168.639999,170.160004,167.229996,170.089996,5464400,157.257192
"322",171.330002,172.990005,169.740005,172.990005,11048100,159.938404
"323",169.5,173.869995,169.429993,173.130005,4755600,160.067841
"324",173.570007,177.429993,172.699997,174.720001,6209600,161.537876
"325",175,177.669998,172.619995,173.020004,7043100,159.966139
"326",168.330002,169.970001,166.5,168.619995,8195600,155.898098
"327",166.990005,169.539993,165.759995,169.339996,5586600,156.563778
"328",170.960007,174.699997,169.860001,174.509995,6745700,161.343714
"329",176.820007,179.619995,176.429993,177.710007,7638800,164.302295
"330",177.970001,180.75,177.080002,177.550003,7732200,164.154363
"331",179.690002,180.910004,175.529999,179.169998,6944300,165.652134
"332",176.009995,178.270004,174.75,174.869995,7807400,161.676554
"333",174.360001,177.919998,173.039993,173.289993,9042600,160.215759
"334",171.539993,175.070007,168.880005,174.740005,9200000,161.556371
"335",174.570007,177.300003,172.679993,176.850006,5851700,163.507179
"336",176.809998,181.990005,175.660004,181.690002,7180900,167.982011
"337",182.320007,183.720001,181.639999,182.389999,6842600,168.629195
"338",183,186.630005,182.899994,186.619995,5784800,172.54005
"339",184.589996,186,184.110001,185,5330500,171.042279
"340",186.080002,188,185.649994,186.119995,5338200,172.077773
"341",184.970001,187.5,184.5,186.820007,4399200,172.724972
"342",188.190002,190.529999,187.729996,190.529999,5368200,176.155055
"343",189.710007,190.160004,185.899994,186.589996,8790300,172.512314
"344",178,179.380005,176.25,178.899994,15729400,165.402501
"345",179.679993,179.809998,177.009995,177.389999,6708300,164.006431
"346",178.130005,179.240005,176.169998,177.25,7513800,163.876994
"347",179.110001,181.669998,178.75,181.630005,8054200,167.92654
"348",181.509995,183.389999,180.619995,182.25,5890600,168.499758
"349",181.660004,182.970001,180.009995,180.360001,5373100,166.752354
"350",181.740005,182.279999,179.029999,181.970001,5387700,168.240885
"351",184.990005,187,183.179993,185.880005,7057800,171.85589
"352",185.570007,188.070007,185.279999,187.449997,5009800,173.30743
"353",185.589996,186.910004,184.630005,184.630005,4710000,170.700199
"354",181.550003,183.259995,180.740005,181.350006,5881200,167.667666
"355",184,185.25,183.029999,183.919998,4136600,170.04376
"356",185.130005,187.779999,184.020004,187.300003,4953500,173.168753
"357",186.270004,187.139999,184.740005,186.380005,3237600,172.318166
"358",186.220001,187.729996,184.75,187.320007,3530800,173.187248
"359",187.479996,187.880005,185.509995,187.25,4330600,173.818465
"360",184.199997,185.240005,181.160004,182.240005,5494800,169.16784
"361",183.580002,184.770004,181.869995,183.350006,3881600,170.198219
"362",185.270004,187.830002,185.139999,187.380005,3665300,173.939144
"363",189.169998,189.839996,186.850006,187.350006,6038600,173.911298
"364",187.490005,189.970001,185.639999,188.75,4585300,175.210869
"365",187.820007,189.899994,186.300003,186.619995,4616800,173.233651
"366",186.809998,188.830002,183.389999,185.729996,5840500,172.407491
"367",186.710007,186.970001,184.660004,185.240005,4440900,171.952648
"368",183.369995,183.960007,180,181.479996,5145100,168.462346
"369",182.220001,182.979996,180.289993,181.309998,4178600,168.304542
"370",180.669998,181.490005,177.520004,177.949997,4800900,165.185556
"371",178.009995,179.559998,177.059998,177.059998,2232800,164.359396
"372",182.710007,182.929993,180.669998,182.210007,4524200,169.139993
"373",182.020004,183.309998,180.839996,180.940002,3661600,167.961087
"374",184.570007,188.350006,184.210007,188,7836800,174.514667
"375",187.009995,189.990005,186.770004,189.449997,4858800,175.860655
"376",189.919998,191.330002,189.449997,189.660004,4962200,176.055598
"377",191.179993,193.610001,190.380005,190.839996,5699400,177.150949
"378",190.649994,193.529999,190.320007,192.940002,4144900,179.100321
"379",191.990005,194.899994,191.279999,194.050003,5081700,180.1307
"380",192.479996,193.800003,191.070007,191.580002,4369000,177.837874
"381",192.910004,194.869995,192.399994,194.559998,4847900,180.604113
"382",193.639999,193.899994,191.220001,192.179993,3796100,178.394827
"383",193.460007,194.300003,190.639999,191.149994,5008400,177.43871
"384",189.839996,190.279999,188,188.720001,5057700,175.183022
"385",190.479996,191.199997,186.889999,187.479996,4474500,174.031963
"386",188.009995,188.009995,181.910004,183.570007,11849400,170.40244
"387",184.509995,184.690002,182.25,182.889999,5039900,169.771209
"388",185.5,187.330002,184.759995,187.240005,4740100,173.809187
"389",183.220001,183.5,179.039993,181.470001,9282500,168.453068
"390",182.710007,182.800003,181,182.039993,5052000,168.982175
"391",183.110001,184.850006,181.889999,184.75,3052300,171.497791
"392",184.970001,185.850006,184.389999,184.949997,2775200,171.683442
"393",185.190002,185.399994,183.339996,183.990005,2872000,170.792311
"394",184.070007,186.229996,184.009995,186.179993,2941600,172.82521
"395",186.330002,186.479996,183.850006,183.880005,3530900,170.690201
"396",186.729996,188.710007,186,186.300003,5646000,172.936612
"397",185.570007,186.330002,184.940002,185.539993,4346700,172.231118
"398",184.809998,185.029999,183.100006,184.660004,4463100,171.41425
"399",184.389999,184.479996,182.309998,182.539993,4897100,169.446309
"400",182.199997,182.270004,180.270004,181.589996,5201200,168.564456
"401",183.229996,183.720001,181.199997,181.309998,5161000,168.304542
"402",180.729996,182.809998,180.5,182.320007,4110800,169.242103
"403",181.860001,181.910004,178.380005,180.550003,6881000,167.599062
"404",179.479996,179.610001,177.350006,179.160004,5279200,166.308768
"405",180.360001,182,179.320007,180,6003400,167.088511
"406",179.830002,181.600006,179.5,181.070007,4600600,168.081766
"407",181.789993,182.360001,180.350006,180.520004,8567200,167.571215
"408",185.770004,188.970001,184.75,188.520004,12849700,174.997371
"409",187.910004,190.520004,187.669998,189.979996,5751700,176.352637
"410",188.630005,192.300003,188.520004,191.929993,5345700,178.162759
"411",191.330002,192.240005,189.610001,191.729996,4359700,177.977108
"412",191.789993,192.789993,190.470001,190.979996,4004700,177.280906
"413",190.009995,191.770004,189.809998,190.460007,3360400,176.798216
"414",189.389999,192.729996,188.220001,192.5,4359000,178.69188
"415",193.089996,193.100006,191,192.600006,4826800,178.784712
"416",193.210007,194.809998,192.410004,192.619995,5088800,178.803268
"417",192.720001,193.330002,191.330002,191.529999,3907300,177.791457
"418",192.929993,194.130005,192.539993,193.639999,4521700,179.750106
"419",192.479996,193.759995,192,192.820007,3639800,178.988933
"420",192.449997,194.139999,191.970001,193.350006,3433000,179.480915
"421",192.779999,193.580002,191.729996,192.949997,3803800,179.807071
"422",193.029999,194.460007,192.550003,193.130005,3876400,179.974817
"423",191.759995,192.429993,191.279999,192.419998,3391100,179.313173
"424",193.309998,193.690002,191.740005,192.619995,2458800,179.499547
"425",191.759995,192.600006,190.830002,192.220001,3398100,179.126799
"426",192.309998,193.440002,191.259995,192.25,4020900,179.154755
"427",192.610001,193.25,192,193.020004,3525500,179.872309
"428",193.710007,193.860001,192.300003,193.419998,3746500,180.245057
"429",193.729996,194.240005,192.460007,193.389999,3293600,180.217102
"430",193.029999,194.740005,192.75,193.869995,3275800,180.664403
"431",193.869995,199.229996,193.279999,197.610001,8032700,184.149655
"432",198.380005,198.559998,196.610001,197.759995,3353200,184.289432
"433",196.779999,198.710007,196.100006,197.529999,3758400,184.075102
"434",197.75,198.960007,197.429993,197.979996,3167400,184.494448
"435",197.860001,199.169998,196.449997,196.729996,5117100,183.329592
"436",197.229996,198.470001,196.929993,197.529999,3560300,184.075102
"437",197.100006,198.889999,197.059998,198.809998,3727400,185.267913
"438",198.360001,201.190002,198.300003,200.660004,6938000,186.991905
"439",199.139999,199.639999,196.809998,197.259995,5214700,183.82349
"440",198.089996,198.570007,197.309998,197.770004,3346900,184.29876
"441",199.240005,199.990005,198.649994,199.809998,3145800,186.199797
"442",199.979996,201.100006,199.720001,200.619995,3178200,186.954621
"443",200.929993,201.570007,200.229996,201,3119700,187.308742
