"","NBL.Open","NBL.High","NBL.Low","NBL.Close","NBL.Volume","NBL.Adjusted"
"105",85.120003,85.68,84.559998,85.629997,2760400,40.921021
"106",85,85.480003,84.639999,85.32,2485200,40.772879
"107",85.690002,85.949997,84.400002,85.220001,4157800,40.725092
"108",85.32,85.5,83.639999,84.470001,4936800,40.36668
"109",83.5,85.900002,83.489998,85.470001,3573000,40.844562
"110",83.75,84.050003,81.739998,82.25,5291600,39.305782
"111",82.730003,83.419998,81.599998,81.650002,2783400,39.019054
"112",80.919998,81.470001,80.169998,80.900002,3419400,38.660642
"113",80.75,81.849998,80.360001,80.889999,1746800,38.655862
"114",81.779999,83.07,81.559998,82.779999,2034800,39.559059
"115",82.5,83.440002,81.830002,83.43,1954400,39.869683
"116",82.68,83.050003,81.120003,82.620003,1765600,39.4826
"117",81.389999,81.889999,79.870003,79.980003,2905000,38.220992
"118",80.599998,83.989998,80.540001,83.760002,4418200,40.027385
"119",82.980003,83.519997,82.43,82.459999,1155200,39.406137
"120",81.989998,83.089996,81.25,82.629997,2788000,39.487376
"121",81.459999,82.760002,80.93,81.25,3667000,38.8279
"122",82.730003,84.169998,82.510002,83.540001,1978800,39.92225
"123",83.660004,85.339996,83.449997,84.980003,2091800,40.610401
"124",84.559998,85.760002,84.470001,85.620003,1782800,40.916245
"125",85.059998,85.900002,84.860001,85.32,1853000,40.772879
"126",86.860001,86.889999,84.669998,84.849998,2752000,40.548274
"127",85.019997,85.339996,83.099998,83.769997,2674200,40.032161
"128",84.220001,84.379997,81.970001,82.889999,2542000,39.611626
"129",83.239998,83.239998,81.389999,82.419998,2501600,39.387021
"130",82.610001,82.980003,81.190002,81.75,3444000,39.066841
"131",81.769997,82.589996,81.650002,81.879997,2252200,39.128964
"132",81.559998,82.769997,81,82.559998,3188600,39.453924
"133",82.449997,84.410004,81.790001,84.32,2882800,40.294997
"134",84.800003,85.800003,84.550003,85.029999,5010600,40.634293
"135",85.529999,85.529999,84.290001,84.650002,1994600,40.452699
"136",84.839996,85.599998,84.300003,84.970001,2023000,40.605621
"137",85.120003,85.190002,84.389999,85.18,1202600,40.705976
"138",84.940002,85.370003,84.019997,84.93,1061200,40.586506
"139",84.669998,84.989998,84.07,84.860001,723400,40.553054
"140",84.889999,85.25,84.510002,84.980003,945800,40.610401
"141",87.790001,89,86.669998,87.160004,9238200,41.652184
"142",87.790001,88.709999,86,86.339996,2812000,41.260317
"143",86.339996,86.739998,85.639999,86.080002,1940800,41.13607
"144",86.110001,88.440002,84.650002,84.809998,4860400,40.529158
"145",85.32,85.480003,83.199997,84.400002,3493400,40.333229
"146",83.279999,84.389999,82.790001,84.370003,3809400,40.318893
"147",84.300003,84.5,82.209999,82.629997,3273400,39.487376
"148",82.82,83.470001,82.199997,83.099998,2586600,39.711981
"149",82.720001,83,81.269997,82.339996,2548000,39.34879
"150",82.870003,83.650002,82.57,82.800003,3244200,39.568619
"151",83.300003,84.830002,83.120003,83.949997,3045000,40.11818
"152",84.010002,84.629997,83.160004,83.860001,2113200,40.075172
"153",83.599998,84.160004,82.690002,84.080002,2030000,40.180307
"154",84.150002,85.900002,83.779999,85.550003,2262800,40.882794
"155",85.970001,86.309998,85.040001,85.940002,2937200,41.069167
"156",85.489998,86.519997,85.010002,85.959999,4062400,41.078723
"157",86.760002,87.480003,86.029999,87.230003,3056000,41.685635
"158",87.120003,88.360001,86.889999,87.110001,2564800,41.628288
"159",86.629997,86.910004,84.540001,85.349998,2810400,40.787215
"160",86.010002,86.790001,85.040001,86.529999,1845400,41.351116
"161",86.660004,87.07,85.440002,85.879997,1340400,41.040492
"162",86.150002,87.830002,83.419998,86.459999,6547600,41.317664
"163",87.050003,91.239998,87,91.099998,5233200,43.535036
"164",91.309998,92.160004,88.660004,89.139999,3993400,42.598388
"165",88.309998,90.110001,88.309998,88.989998,3202400,42.526705
"166",89.330002,89.699997,88.389999,88.900002,2700800,42.569803
"167",89.07,89.919998,88.540001,89.349998,3475200,42.785285
"168",90.879997,91.980003,88.410004,88.709999,4806600,42.478821
"169",88.900002,91.019997,88.410004,91.019997,3777000,43.584964
"170",90.529999,91.120003,88.410004,89.089996,2207200,42.660783
"171",88.650002,89.709999,87.059998,88,4926400,42.138837
"172",87.529999,87.599998,86.82,87.059998,4099800,41.688717
"173",86.860001,88.419998,86.860001,88.209999,3095800,42.239395
"174",87.790001,88.489998,86.550003,86.660004,2686000,41.49718
"175",86.980003,87.559998,85.949997,86.349998,3040000,41.348733
"176",86.25,88.209999,86.220001,87.75,2847400,42.019125
"177",87.93,89.230003,87.529999,88.870003,3808400,42.555439
"178",88.540001,90.300003,87.730003,88.709999,3351800,42.478821
"179",89,89.629997,88.129997,88.440002,3726400,42.349533
"180",88.739998,89,86.339996,86.760002,2465200,41.545064
"181",87.260002,89.32,86.989998,89.190002,2939200,42.708671
"182",89.699997,92.919998,89.059998,92.660004,5776000,44.370282
"183",93.169998,93.440002,90.75,90.949997,3943000,43.551445
"184",90.730003,91.260002,89.82,91.129997,3086000,43.637638
"185",91.589996,92.760002,90.910004,92.510002,2709400,44.298454
"186",91.809998,93.809998,91.809998,93.699997,3197800,44.868283
"187",94.120003,95,92.610001,93.470001,3319400,44.75815
"188",93.470001,93.480003,90.849998,91.029999,2288600,43.589754
"189",91,91.550003,89.830002,91.160004,2564400,43.652006
"190",90.099998,90.349998,87.349998,87.529999,2757200,41.913777
"191",86.760002,90.150002,86.25,89.650002,1984800,42.928941
"192",89.419998,90.32,88.379997,89.959999,2173200,43.077384
"193",87.68,91.160004,87.300003,90.75,3667400,43.455676
"194",91.029999,93.059998,87.849998,87.980003,6694400,42.129262
"195",90.220001,93.07,90.110001,92.629997,3443200,44.355913
"196",93.779999,94.110001,92.309998,93.309998,5039400,44.681532
"197",94.040001,95.870003,93.900002,95.839996,2648000,45.893023
"198",95.800003,96.709999,95.300003,96.029999,2367800,45.984006
"199",96.199997,96.739998,94.330002,96.220001,2345200,46.074988
"200",96.629997,96.93,94.550003,96.080002,1715000,46.00795
"201",95.839996,98,95.709999,97.419998,2110000,46.649607
"202",97.370003,98.089996,96.190002,96.269997,1871600,46.098929
"203",96.330002,97.980003,96.089996,97.699997,2785400,46.783685
"204",98.129997,98.989998,97.550003,98,3116600,46.927342
"205",98.199997,98.790001,95.989998,96.650002,3394000,46.280894
"206",93.93,97.839996,93.900002,95.669998,4795200,45.811619
"207",96.370003,97.449997,95.790001,97.209999,2091800,46.549049
"208",96.919998,98.230003,96.330002,97.139999,2685800,46.51553
"209",97.82,98.720001,96.110001,96.940002,2328400,46.419761
"210",96.699997,97.279999,95.879997,96.529999,2587800,46.223431
"211",97,97.540001,96.239998,96.949997,2223000,46.424547
"212",96.949997,97.010002,94.019997,94.739998,1867200,45.366288
"213",94.010002,94.019997,90.980003,91.589996,3280800,43.857909
"214",92.32,93.360001,91.599998,92.510002,1522600,44.298454
"215",91.75,93.07,91.160004,92.75,1998200,44.413377
"216",93.029999,94.160004,91.849998,93.860001,2626800,44.944901
"217",92.470001,92.599998,91.190002,91.970001,2791600,44.039874
"218",91.970001,93.620003,91.32,93.230003,2421600,44.643227
"219",94.93,96.260002,94.93,96.110001,3005400,46.022315
"220",96.209999,96.589996,94.900002,95.559998,2145800,45.758945
"221",95.980003,95.980003,94.25,95,1958400,45.49079
"222",94.970001,95.5,94.610001,95.050003,2400000,45.514734
"223",95.529999,95.529999,93.599998,95.330002,2625800,45.648812
"224",95.919998,97.099998,93.900002,96.110001,2712400,46.022315
"225",95.879997,97.07,95.010002,96.269997,3444200,46.098929
"226",96.82,97,92.839996,93.349998,4410400,44.700686
"227",92.75,92.75,89.720001,90.599998,5336200,43.383848
"228",90.68,90.68,88.339996,89.129997,3355600,42.679937
"229",87.839996,89.370003,86.330002,87.830002,3192000,42.14254
"230",88.720001,90.199997,87,88.139999,2532400,42.291283
"231",88.470001,89.809998,88.099998,89.230003,2065200,42.814288
"232",89.419998,90.900002,88.809998,90.339996,2833200,43.346884
"233",89.980003,90,86.120003,87.629997,2209800,42.046574
"234",87.269997,88.019997,86,87.389999,2400000,41.931419
"235",87.610001,88.779999,86.419998,87.629997,2324600,42.046574
"236",87.139999,87.989998,85.790001,86.080002,2701200,41.302856
"237",85.739998,88.099998,85.209999,87.910004,3980400,42.180927
"238",88.57,90.480003,88.410004,89.959999,3363400,43.164554
"239",90.139999,90.309998,88.230003,89.199997,2099000,42.799891
"240",89.410004,90.550003,87.82,89.68,2901600,43.030205
"241",88.25,88.620003,87.269997,87.629997,2183600,42.046574
"242",88.389999,90.089996,87.879997,88.980003,2489400,42.694333
"243",88.449997,90.599998,88.209999,90.110001,2230200,43.236528
"244",89.709999,91,89.410004,90.790001,2260200,43.562805
"245",92.040001,92.480003,91.110001,92.389999,3533800,44.330516
"246",93.730003,94.010002,92.269997,93.199997,3716000,44.719168
"247",93.300003,93.790001,90.150002,90.489998,2979600,43.418858
"248",90.489998,91.190002,89.080002,90.110001,2105800,43.236528
"249",88.970001,90.830002,88.199997,89.639999,2293200,43.011012
"250",89.209999,90.220001,86.919998,87.230003,2267200,41.854649
"251",88.300003,88.870003,87.089996,87.379997,3252000,41.926619
"252",87.470001,88.970001,87.120003,87.400002,1804000,41.936218
"253",87.839996,88.949997,87.300003,88.68,1778000,42.550386
"254",87.949997,88.279999,86.620003,86.669998,2106400,41.585948
"255",87,87.699997,84.129997,85.220001,2368000,40.890211
"256",86.290001,87.599998,86.080002,86.910004,2625000,41.701107
"257",85.910004,86.360001,83.639999,84.529999,2923400,40.559135
"258",84.620003,85.379997,82.5,83.730003,3810600,40.175281
"259",84.550003,84.650002,82.919998,83.419998,3327600,40.026535
"260",82.989998,84.010002,82.599998,83.559998,2268000,40.093709
"261",83.980003,86.129997,83.879997,85.849998,2551600,41.192496
"262",85.650002,87.029999,85.400002,85.470001,2137000,41.010166
"263",83.970001,85.779999,82.699997,85.629997,3069200,41.086935
"264",85.32,85.93,84.720001,85.32,3582000,40.938193
"265",84.919998,86.010002,84.529999,85.699997,1712400,41.120523
"266",86.25,88.699997,86.040001,88.68,2999200,42.550386
"267",88.82,90.559998,88.129997,89.349998,3005000,42.871864
"268",89.599998,90.190002,88.800003,89.629997,3659600,43.006213
"269",89.650002,90.489998,88.57,90.360001,2183400,43.356483
"270",90.360001,92.07,90.089996,91.300003,3041800,43.807514
"271",91.18,91.269997,89.889999,90.760002,1458400,43.548411
"272",92.209999,92.599998,90.970001,92.019997,2091600,44.152981
"273",90.550003,91.989998,90.410004,91.43,2269800,43.869889
"274",89.790001,90.300003,88.82,89.260002,1832600,42.828682
"275",88.970001,90.510002,88.970001,89.489998,2041600,42.939039
"276",89.989998,91.5,89.769997,90.370003,1892600,43.361282
"277",90.870003,91.400002,89.730003,89.849998,2176400,43.111774
"278",90.980003,93.080002,90.760002,92.989998,3806400,44.618407
"279",92.529999,92.769997,91.18,92.050003,2030400,44.167379
"280",92.709999,94.160004,92.459999,94.099998,2202600,45.151006
"281",94.519997,94.580002,93.610001,94.099998,2335200,45.151006
"282",94.690002,97.419998,94.540001,96.870003,3242800,46.480108
"283",96.809998,97.599998,95.779999,97.57,2010800,46.81598
"284",96.449997,98.470001,96.029999,97.629997,2399400,46.844768
"285",97.459999,98.620003,96.690002,97.470001,2740600,46.767999
"286",96.849998,96.970001,94.900002,95.330002,3121600,45.741186
"287",94.889999,100.410004,94.330002,99.010002,5642800,47.506922
"288",97.580002,100.459999,96.160004,99.68,6035200,47.8284
"289",101.040001,101.269997,98.279999,99.620003,3240600,47.799612
"290",98.879997,100.199997,96.199997,96.230003,3364600,46.173024
"291",96.230003,96.809998,93.779999,96.07,3801000,46.096251
"292",94.470001,94.470001,88.589996,88.779999,5840000,42.696142
"293",90.279999,91.309998,85.470001,89.050003,6057800,42.825993
"294",86.580002,87.220001,82.190002,82.459999,5663000,39.656723
"295",84.099998,86.690002,80.779999,86.510002,5757800,41.604454
"296",84.440002,87.050003,82.519997,83.110001,4656400,39.969322
"297",84.389999,88.739998,82.919998,87.449997,4872600,42.056517
"298",88.660004,88.959999,86.690002,87.449997,2692400,42.056517
"299",88.139999,90.690002,88.139999,89.849998,2504200,43.210727
"300",88.610001,89.730003,86.739998,87.900002,2311600,42.272933
"301",88.589996,90.669998,87.489998,87.940002,2275400,42.29217
"302",85.730003,85.919998,81.769997,83.029999,5184600,39.930848
"303",81.910004,84.370003,81.099998,81.239998,3825200,39.069999
"304",83,83.870003,79.139999,79.5,3872400,38.233198
"305",80.150002,83.5,79.339996,83.449997,3390400,40.132834
"306",82.900002,83.970001,82.199997,83.830002,1967800,40.315586
"307",84.290001,85.150002,81.309998,81.779999,4544600,39.329697
"308",80.970001,82.82,79,82.459999,3691000,39.656723
"309",83.879997,85.059998,83.529999,84.989998,3083400,40.873452
"310",84.370003,87.449997,83.970001,86.849998,3806400,41.767965
"311",87.650002,89.150002,87.25,88.360001,4951400,42.494156
"312",88.989998,90.43,87.330002,87.57,3755400,42.114228
"313",85.32,86.610001,84.410004,85.970001,2778600,41.344756
"314",82.68,84.639999,81.32,84.5,3490600,40.637802
"315",85.830002,86.989998,85.290001,85.970001,3318800,41.344756
"316",85.379997,86.389999,83.699997,84.309998,5078000,40.546426
"317",83.339996,84.040001,81.059998,81.940002,3778400,39.406646
"318",80.730003,82.269997,78.050003,80.589996,5591400,38.7574
"319",80.959999,81.440002,79.589996,80.529999,3999000,38.728546
"320",80.940002,82.449997,79.25,81.209999,3677200,39.055572
"321",82.239998,82.620003,80.980003,82.480003,3090000,39.666344
"322",82.959999,83.050003,81.139999,81.870003,4457400,39.372982
"323",80.190002,80.459999,78.449997,79.480003,4934000,38.223581
"324",81.279999,83.839996,80.860001,81.349998,5608600,39.122901
"325",81.150002,81.150002,77.07,77.089996,6761200,37.074177
"326",73.959999,73.959999,69.25,71.120003,8533000,34.203084
"327",70.419998,72.269997,69.959999,70.25,4209600,33.784681
"328",70.559998,72.989998,69.980003,72.93,4361200,35.073549
"329",74.779999,76.440002,74.290001,74.730003,4925200,35.939208
"330",74.610001,74.970001,71.230003,71.389999,3161800,34.332931
"331",73.779999,73.800003,71.010002,72.779999,3514800,35.00141
"332",71.459999,72.650002,70.489998,70.800003,4280400,34.049189
"333",69.889999,71.339996,68.57,68.57,4485600,32.976734
"334",67.160004,72.610001,65.910004,72.459999,5800000,34.847516
"335",72.849998,74.459999,71.110001,74.080002,4411200,35.626609
"336",73.580002,77.300003,73,76.510002,3769600,36.795246
"337",76.699997,76.93,74.339996,75.279999,3837200,36.203712
"338",76.970001,78.730003,76.970001,78.730003,2626400,37.862891
"339",78.309998,81.190002,78.300003,80.540001,4467800,38.733356
"340",81.370003,83.050003,80.449997,81.410004,3716400,39.151759
"341",80.669998,81.43,78.919998,81.099998,2773200,39.002671
"342",82.849998,83.82,82.139999,83.639999,2666400,40.22421
"343",83.300003,83.669998,81.190002,81.489998,3928000,39.190229
"344",81.099998,84.120003,79.519997,83.660004,4207200,40.23383
"345",83.199997,86.120003,82.470001,84.139999,4966000,40.46467
"346",84.040001,87.260002,83.660004,86.809998,6229200,41.748728
"347",87.709999,90.110001,87.059998,90.07,5205000,43.31653
"348",91,91.339996,89.279999,90.330002,4185600,43.441571
"349",89.68,89.739998,86.669998,87.25,3191400,41.960334
"350",89.029999,89.360001,86.089996,88.790001,2587800,42.700952
"351",90.879997,94.879997,90.879997,93.730003,4707200,45.076702
"352",92.889999,94.360001,92.709999,93.709999,2364400,45.067081
"353",92.489998,92.489998,89.300003,89.339996,3181000,42.965456
"354",86.440002,86.580002,84.339996,84.989998,5217200,40.873452
"355",87.010002,88.620003,85.860001,88.449997,3411400,42.537437
"356",89.599998,91.599998,87.910004,91.32,2982400,44.027188
"357",90.529999,91.370003,89.209999,91.099998,2175600,43.921121
"358",90.989998,91.849998,89.599998,91.209999,1756000,43.974155
"359",91.769997,93.480003,91.019997,93.300003,2526000,44.981787
"360",90.440002,90.519997,88.510002,88.669998,3462800,42.74957
"361",90.160004,93.029999,89.25,92.709999,4263000,44.697334
"362",93.720001,95.5,93.540001,94.75,2834200,45.680859
"363",94.279999,95.5,93.910004,94.839996,3108600,45.724248
"364",94.809998,95.660004,92.739998,94.449997,3877000,45.536222
"365",93.970001,96.790001,93.599998,94.660004,4009000,45.63747
"366",94.139999,95.849998,91.919998,92.860001,4241400,44.769653
"367",93.919998,94.660004,91.610001,92.540001,2628400,44.615375
"368",91.260002,91.610001,87.419998,89.879997,3532400,43.332934
"369",89.459999,91.690002,88.370003,90.370003,3506800,43.569176
"370",88.82,89.110001,86.410004,86.989998,3021400,41.939608
"371",86.970001,87.800003,86.120003,86.199997,730800,41.558733
"372",89.650002,92.440002,89.599998,91.449997,3147800,44.089862
"373",92.199997,93.860001,91,91.989998,4308000,44.350207
"374",95.989998,98.540001,94.989998,98.389999,4864000,47.435775
"375",97.919998,98.989998,97.309998,97.599998,2141600,47.0549
"376",98.870003,99.099998,97.029999,97.330002,2612000,46.92473
"377",98.790001,99.040001,96.970001,98.010002,2682000,47.252571
"378",98.129997,99.169998,97.300003,98.379997,2277000,47.430953
"379",97.830002,97.949997,95.019997,96.080002,3594400,46.32208
"380",95.610001,96.099998,92.870003,93.169998,2170800,44.919109
"381",94.099998,95.800003,94.099998,95.529999,2554000,46.056912
"382",94.260002,94.389999,91.129997,92.269997,2389800,44.4852
"383",92.830002,94.279999,90.5,91.459999,2443400,44.094685
"384",90.389999,90.580002,87.730003,88.510002,3025600,42.672432
"385",90.019997,90.629997,88.540001,89.059998,2741000,42.937596
"386",89.900002,91.150002,89.18,90.059998,2820200,43.419716
"387",90.599998,90.599998,87.519997,87.779999,1944000,42.320483
"388",90.139999,92.959999,90.110001,92.809998,2717000,44.745546
"389",93.57,95.449997,92.660004,94.559998,2996200,45.589255
"390",94.589996,95.389999,93.43,94.809998,2261200,45.709785
"391",95.279999,96.139999,94.300003,95.379997,1288400,45.984594
"392",95.150002,96.199997,94.769997,95.639999,1037800,46.109946
"393",96.769997,96.989998,93.860001,94.019997,3850800,45.32891
"394",94.470001,96.580002,94.360001,96.029999,2553400,46.297972
"395",95.699997,95.989998,94.230003,94.389999,2015200,45.507296
"396",96.870003,98.379997,96.5,97.760002,2494400,47.132041
"397",97.360001,98.699997,96.349998,98.580002,2322200,47.527379
"398",97.540001,98.190002,97,97.5,2637400,47.006689
"399",97.550003,97.550003,96.099998,96.720001,1468000,46.630636
"400",97,98.699997,96.730003,98.330002,1923000,47.406849
"401",99.830002,99.980003,97.709999,98.730003,2553800,47.599698
"402",98.050003,98.220001,96.940002,97.489998,2448200,47.001867
"403",97.410004,97.5,95.080002,95.230003,2422600,45.912279
"404",94.489998,95.970001,94.040001,95.910004,2287400,46.24012
"405",97.160004,97.410004,94.720001,95.860001,2526200,46.216013
"406",96.080002,97.419998,95.480003,97.389999,1727800,46.953656
"407",97.629997,99.019997,97.199997,97.489998,2593000,47.001867
"408",97.32,97.610001,95.529999,96.32,1951000,46.437787
"409",96.5,102.57,96.5,102.209999,5663800,49.277473
"410",101.190002,101.75,99.959999,100.459999,2372000,48.433764
"411",100,102.5,98.82,102.110001,2885800,49.229262
"412",102.580002,103.160004,99.43,100.089996,2521600,48.255378
"413",99.980003,101.589996,99.419998,100.5,2459800,48.453049
"414",99.57,101.360001,98.900002,101.230003,2277800,48.804998
"415",101.980003,102.470001,100.410004,100.669998,2538600,48.535008
"416",101.75,102.199997,100.300003,101.82,1927600,49.089447
"417",101.800003,103.199997,100.959999,102.269997,1972800,49.413167
"418",103.5,103.900002,102.019997,102.959999,2835000,49.746551
"419",102.57,103.949997,102,103.769997,2004600,50.137912
"420",103.650002,104.419998,100.470001,103.669998,4616800,50.089597
"421",103.589996,105,103.379997,104.360001,3418400,50.422981
"422",101.650002,105,101.489998,103.529999,6153400,50.021954
"423",102.139999,102.32,100.269997,101.150002,4259600,48.872026
"424",102.75,103.769997,100.93,103.75,3870200,50.128251
"425",103.349998,104.220001,102.889999,103.989998,2808600,50.244209
"426",104.160004,105.080002,102.839996,103.309998,3065600,49.915658
"427",103.300003,104.139999,102.099998,103.660004,2256600,50.084768
"428",104.330002,105.459999,103.050003,104.010002,2494800,50.253874
"429",104.870003,105.160004,102.099998,103.18,2558800,49.852848
"430",102.980003,104.730003,102.839996,103.480003,2141800,49.997798
"431",103.419998,104.599998,102.220001,104.480003,2174800,50.480962
"432",104.629997,105.089996,104.059998,104.57,2015000,50.524445
"433",103.860001,104.370003,102.639999,102.660004,2235800,49.601604
"434",102.93,104.089996,102.050003,102.480003,2302400,49.514634
"435",102.529999,102.699997,97.5,97.650002,5784200,47.180952
"436",97.919998,98.080002,94.290001,95.93,7980600,46.34991
"437",95.580002,96.779999,94.029999,94.480003,4220600,45.649323
"438",93.800003,96.75,93.57,96.550003,3818200,46.649472
"439",94.660004,95.300003,93.900002,94.75,2699400,45.779776
"440",94.540001,95.75,94.220001,95.400002,1564200,46.093833
"441",96.260002,96.5,94.690002,95.449997,1805800,46.117989
"442",95.860001,97.610001,95.699997,96.529999,2827400,46.639807
"443",96.459999,96.459999,95.019997,96.07,2013600,46.417552
"444",96.449997,97.690002,95.629997,97.550003,3140600,47.132636
