"","NBL.Open","NBL.High","NBL.Low","NBL.Close","NBL.Volume","NBL.Adjusted"
"1",62.450001,63.990002,62.419998,63.900002,4109000,30.391191
"2",63.27,64,62.720001,63.98,3380600,30.429239
"3",64.849998,65.230003,63.259998,63.68,3752000,30.286558
"4",64.699997,66.559998,64.309998,66.449997,3971600,31.603983
"5",65.900002,66.669998,64.860001,66.199997,4055000,31.485082
"6",66.050003,66.269997,65.43,66.099998,2832600,31.437522
"7",66.07,66.209999,65.010002,65.980003,3063800,31.380452
"8",66.75,67.370003,64.800003,65.290001,3152000,31.052283
"9",65.239998,65.300003,62.77,63.060001,3650600,29.991683
"10",62.970001,63.23,62.139999,62.41,3564200,29.682538
"11",62.119999,62.860001,61.59,61.950001,3876800,29.46376
"12",62.18,63.57,61.369999,62.900002,5288800,29.915586
"13",63.07,63.209999,61.669998,61.790001,3247000,29.387664
"14",60.459999,61.029999,59.93,60.27,3759600,28.664743
"15",60.290001,61.290001,59.91,60.330002,6236800,28.69328
"16",60.209999,61.830002,59.220001,61.200001,5504400,29.107056
"17",61.439999,62.48,61.119999,61.880001,4172400,29.430468
"18",63.060001,63.880001,62.189999,62.860001,4610000,29.896561
"19",62.740002,65.559998,62.740002,65.550003,4586000,31.175941
"20",66.279999,66.779999,64.75,66.410004,4000200,31.584962
"21",66.5,66.559998,64.949997,65.709999,2779000,31.252036
"22",65.510002,66.360001,65.360001,66.309998,2608000,31.537399
"23",67.690002,67.779999,66.739998,66.900002,2806200,31.818008
"24",66.449997,67.5,65.699997,66.660004,3927400,31.703864
"25",66.739998,67.57,65.93,67.370003,2305200,32.041543
"26",66.699997,66.760002,65.260002,65.610001,3927800,31.204476
"27",65.900002,66.330002,65.160004,66.010002,2361400,31.394719
"28",65.190002,67.699997,65.190002,67.559998,2086600,32.131906
"29",67.800003,67.82,65.650002,66.07,3817200,31.423254
"30",67.510002,68.199997,66.959999,67.779999,3433400,32.236539
"31",67.449997,67.660004,66.010002,67.370003,2939200,32.041543
"32",67.379997,68.43,67.379997,68.18,1987200,32.426782
"33",68.410004,68.82,66.889999,67.459999,2941600,32.084346
"34",67.43,68.349998,67.139999,67.580002,3318800,32.14142
"35",69.199997,69.839996,67.360001,68.150002,3538400,32.412515
"36",67.559998,68.639999,66.550003,67.059998,4540800,31.894103
"37",68.110001,69.120003,67.389999,68.940002,2787800,32.788243
"38",68.980003,69.970001,68.699997,69.010002,4595800,32.821536
"39",68.93,69.480003,68.260002,68.889999,2787800,32.764462
"40",68.129997,69.730003,67.889999,69.599998,2816800,33.188859
"41",68.730003,69.620003,67.980003,69,3013600,32.902749
"42",69.480003,69.75,68.610001,69.599998,2536200,33.188859
"43",68.849998,69.239998,68.150002,69,3184000,32.902749
"44",67.730003,68.190002,66.580002,67.019997,3163200,31.958581
"45",65.919998,67.010002,65.800003,66.480003,1968000,31.701085
"46",66.07,67.510002,65.959999,67.150002,2470600,32.020574
"47",66.830002,67.349998,66.099998,66.730003,3390000,31.820298
"48",67.470001,70.129997,67.190002,69.599998,4343800,33.188859
"49",69.410004,69.529999,68.160004,68.919998,2845000,32.8646
"50",68.589996,68.639999,67.57,67.989998,2406800,32.421128
"51",67.419998,67.919998,66.599998,67.099998,2085400,31.99673
"52",67.330002,68.220001,67.330002,67.370003,1910800,32.125482
"53",65.980003,66.330002,65.269997,65.489998,2536200,31.228999
"54",65.150002,65.330002,63.799999,65.040001,2439000,31.014418
"55",65.550003,65.550003,64.029999,64.540001,5677000,30.775992
"56",65.010002,67.360001,63.889999,67.239998,3212200,32.063489
"57",68.620003,70.639999,68.32,68.559998,6538200,32.692933
"58",68.370003,70.849998,67.589996,69.779999,6326200,33.274692
"59",71.300003,71.610001,70.5,71.18,4937400,33.942285
"60",71.230003,72.760002,70.800003,72.669998,3606800,34.652793
"61",72.669998,74.5,72.669998,74.389999,3284600,35.472978
"62",74.059998,74.339996,72.860001,73.080002,4231000,34.848304
"63",73.32,73.940002,72.93,73.190002,2176000,34.900758
"64",74.489998,74.699997,73.370003,74.230003,3621800,35.396684
"65",74.860001,75.5,74.379997,75.18,2385200,35.849691
"66",75.639999,77.089996,75.519997,76.889999,3252800,36.665106
"67",76.660004,77.629997,76.43,77.089996,3430800,36.760475
"68",76.489998,77.129997,75.980003,77,2962200,36.71756
"69",76.809998,76.849998,75.25,75.599998,4345200,36.049968
"70",75.050003,75.339996,73.769997,74.059998,5997200,35.315616
"71",73.970001,75.269997,73.720001,75.019997,2418600,35.773393
"72",75.139999,75.440002,74.349998,75.010002,2549000,35.768627
"73",75.220001,75.989998,74.120003,74.260002,2362800,35.410988
"74",73.389999,74.239998,72.739998,73.669998,2197200,35.129644
"75",74.610001,75.800003,74.389999,75.449997,2065800,35.978439
"76",75.540001,75.800003,74.970001,74.970001,1405600,35.749553
"77",75.519997,75.519997,73.639999,75.209999,1511200,35.863996
"78",75.010002,75.860001,74.57,75.519997,2070200,36.011819
"79",76.040001,76.559998,73.910004,75.089996,2382400,35.806772
"80",75.959999,76.169998,75.07,75.760002,2664200,36.126266
"81",75.800003,76.589996,75.269997,75.739998,2757400,36.116727
"82",76.669998,77.410004,76.279999,77.199997,3325200,36.812929
"83",76.870003,77.440002,76.580002,76.739998,2659800,36.593578
"84",77.230003,77.489998,76.099998,76.459999,1917600,36.46006
"85",76.650002,77.82,75.519997,77.519997,2548200,36.965522
"86",77.470001,78.379997,77.169998,77.540001,2026400,36.975061
"87",77.150002,77.260002,76.059998,76.849998,2508400,36.646032
"88",77.449997,78.279999,77.260002,77.940002,3404200,37.165802
"89",77.879997,78.459999,76.730003,77.449997,2214800,36.932142
"90",77.870003,78.699997,77.260002,78,4259600,37.194412
"91",78.160004,79.059998,77.529999,78.629997,4332200,37.494827
"92",77.400002,77.889999,76.360001,76.889999,3418800,36.665106
"93",76.980003,77.489998,76.470001,76.660004,4570800,36.555433
"94",76.809998,78.010002,76.550003,77,3707000,36.71756
"95",77.260002,78.239998,76.860001,78.239998,2429600,37.308855
"96",78.760002,79.370003,78.160004,78.330002,2160400,37.351774
"97",77.959999,78.150002,77.309998,78.029999,1573400,37.208717
"98",77.309998,77.730003,76.43,77.300003,2400000,36.860617
"99",79.489998,81.150002,78,79.599998,6704400,37.957373
"100",79.370003,81.720001,79.370003,81.480003,3552000,38.853856
"101",82.120003,82.470001,80.279999,80.800003,3683200,38.529597
"102",81.650002,82.68,81.230003,82.389999,1878400,39.287789
"103",82.879997,83.480003,81.480003,83.480003,3108000,39.807559
"104",84.190002,85.410004,83.790001,85.160004,3345800,40.69642
