"","BHI.Open","BHI.High","BHI.Low","BHI.Close","BHI.Volume","BHI.Adjusted"
"73",40.330002,40.740002,39.830002,39.990002,4042400,37.895053
"74",39.610001,39.720001,38.889999,39.369999,5110400,37.30753
"75",39.889999,41.380001,39.830002,41.060001,4898600,38.908998
"76",41.279999,41.59,40.610001,40.630001,2939100,38.501525
"77",40.57,41.02,40.029999,40.880001,3157900,38.738428
"78",40.580002,42.34,40.549999,42.110001,5044300,39.903992
"79",42.610001,43.130001,42.32,42.599998,7722000,40.36832
"80",43.169998,43.66,42.799999,43.529999,5271500,41.249601
"81",43.360001,43.619999,42.209999,42.82,4366100,40.576796
"82",43.509998,44.209999,43.18,43.869999,5958900,41.571789
"83",43.869999,44.369999,43.77,44.32,4953700,41.998216
"84",44.52,44.599998,43.240002,43.759998,4479500,41.467551
"85",43.810001,45,43.610001,44.560001,3224800,42.225645
"86",44.560001,45.279999,44.259998,44.48,2348700,42.149834
"87",44.299999,45.16,43.560001,44.73,4314200,42.386737
"88",44.869999,45.830002,44.849998,45.259998,3265400,42.888971
"89",45.32,45.610001,44.080002,44.849998,5258500,42.50045
"90",45.110001,45.68,44.380001,45.619999,4767200,43.230112
"91",45.349998,45.439999,44.57,45.119999,3426800,42.756306
"92",44.080002,44.380001,43.43,44.209999,5655300,41.893978
"93",44.220001,45.439999,44.139999,45.189999,4589200,42.822638
"94",45.360001,46,44.540001,45.099998,4122600,42.737353
"95",45.330002,46.650002,45.330002,46.57,4699500,44.130345
"96",46.810001,47.549999,46.380001,46.580002,3953300,44.139824
"97",46.360001,47.040001,46.18,46.919998,2928500,44.462009
"98",46.529999,46.599998,46.02,46.48,3301200,44.04506
"99",46.73,46.73,45.389999,45.990002,3977500,43.72183
"100",45.799999,46.439999,45.369999,46.419998,4533200,44.13062
"101",48.43,49.490002,47.869999,48.369999,9856400,45.984449
"102",48.93,49.610001,48.599998,49.279999,4102600,46.849569
"103",49.490002,49.650002,48.66,49.299999,3833600,46.868583
"104",50,50.900002,49.93,50.740002,5742600,48.237566
"105",50.84,51.130001,49.630001,49.939999,5205200,47.477018
"106",49.77,50.68,49.75,50.32,3502600,47.838278
"107",50.52,51.169998,49.150002,49.509998,4629600,47.068225
"108",49.669998,50.470001,48.59,50.279999,5078800,47.80025
"109",49.68,50.259998,49.619999,50.07,3623100,47.600608
"110",49.389999,49.950001,48.169998,48.52,5222200,46.127053
"111",48.68,48.900002,47.77,47.91,3907600,45.547137
"112",47.279999,47.919998,46.830002,47.389999,5396900,45.052782
"113",47.43,48.279999,46.959999,47.869999,3003300,45.509108
"114",48.57,49.91,48.389999,49.889999,4721500,47.429485
"115",49.900002,50.23,49.110001,50.16,5194900,47.686169
"116",50.029999,50.040001,49.380001,49.970001,4869900,47.505541
"117",49.279999,49.400002,48.48,49.389999,3778000,46.954144
"118",49.619999,51,49.619999,50.700001,4251300,48.199538
"119",49.740002,50.509998,49.720001,49.810001,1261900,47.353432
"120",49.380001,51.099998,48.830002,50.779999,4189600,48.275591
"121",50.09,52.990002,49.880001,52.16,8107000,49.587532
"122",53.060001,54.419998,53.060001,53.82,6705600,51.165662
"123",53.630001,54.630001,53.630001,54.490002,2706400,51.802621
"124",54.119999,55.25,54,55.060001,4461800,52.344509
"125",54.98,55.560001,54.470001,55.41,2137100,52.677246
"126",56.189999,56.490002,52.82,53.18,7033600,50.557227
"127",53.349998,54.099998,52.75,53.43,3843100,50.794897
"128",53.919998,54.220001,52.939999,53.950001,2317700,51.289252
"129",53.939999,54.110001,53.43,53.919998,3244500,51.260729
"130",54.34,55.98,54.299999,55.049999,3286000,52.335
"131",55.02,56.73,54.639999,55.169998,4984900,52.449081
"132",54.740002,55.610001,54.549999,54.790001,3077600,52.087824
"133",54.720001,55.5,53.970001,55.459999,3528900,52.724779
"134",55.540001,56.369999,55.259998,56.25,4949200,53.475818
"135",56.48,57.02,55.349998,55.91,4947500,53.152586
"136",56.25,56.84,55.779999,56.720001,2235900,53.922639
"137",56.939999,57,56.450001,56.759998,2036900,53.960664
"138",56.700001,56.900002,56.34,56.73,1565500,53.932145
"139",56.580002,56.599998,55.91,56.200001,1651200,53.428285
"140",56.41,56.599998,55.91,55.959999,1418100,53.20012
"141",56.220001,56.990002,56.150002,56.849998,2548500,54.046225
"142",56.720001,57.18,56.5,56.82,1501500,54.017706
"143",56.610001,57.450001,56.34,57.169998,1637200,54.350443
"144",57.689999,58.360001,57.25,57.290001,2861700,54.464527
"145",57.349998,57.880001,55.200001,55.91,5518100,53.152586
"146",55.57,56.509998,55,55.990002,5099700,53.228643
"147",56.110001,56.130001,54.330002,54.830002,4907300,52.125852
"148",55.939999,57.880001,55.939999,56.599998,7562700,53.808555
"149",56.450001,56.599998,55.380001,56.02,3392100,53.257162
"150",56.509998,58.349998,56.41,57.759998,3469600,54.911345
"151",58.240002,59.82,57.830002,58.759998,4542800,55.862026
"152",58.220001,58.900002,57.639999,58.459999,3351200,55.576823
"153",58.290001,59.669998,58.189999,59.580002,4173200,56.641588
"154",59.509998,59.779999,58.77,59.299999,3373100,56.375395
"155",59.349998,59.540001,58.150002,58.740002,4549800,55.843016
"156",58.68,59.02,57.27,58.509998,5443700,55.624356
"157",59.639999,60.18,58.5,58.970001,9163900,56.061672
"158",58.82,59.200001,57.779999,58.5,5430700,55.614851
"159",60.02,62.5,60.02,62.32,15951500,59.246453
"160",63.709999,66.660004,62.93,65.989998,12891000,62.735451
"161",65.730003,67.5,65.660004,66.669998,8852100,63.381915
"162",66.57,69.07,66.18,67.290001,11871700,63.971339
"163",67.209999,69.709999,66.959999,68.510002,8469600,65.131172
"164",68.849998,69.190002,67.800003,68.550003,7190800,65.1692
"165",68.32,69.25,67.919998,68.419998,4609700,65.045607
"166",68.580002,68.690002,67.07,68.529999,5309600,65.293327
"167",68.57,68.650002,66.82,67.809998,4414100,64.607331
"168",68.110001,69.989998,68,68.470001,3835800,65.236163
"169",68.010002,68.150002,66.129997,67.739998,4338200,64.540637
"170",67.059998,68.050003,65.809998,66.669998,4173600,63.521174
"171",66.480003,67.260002,65.949997,67.169998,5384300,63.997559
"172",66.93,67.580002,66.599998,67.129997,6104700,63.959447
"173",67.220001,68.550003,67.160004,67.800003,5625600,64.597809
"174",67.57,68.029999,66.919998,67,5169200,63.83559
"175",67.470001,70.5,67.370003,69.650002,7524400,66.360432
"176",69.339996,71.290001,68.699997,71.190002,5730200,67.827698
"177",71.07,71.580002,70.419998,70.830002,4412100,67.4847
"178",70.919998,71.839996,68.050003,68.879997,7148100,65.626795
"179",68.989998,71.07,68.870003,70.529999,4809400,67.198867
"180",69.989998,70.43,68.360001,68.940002,3969000,65.683966
"181",69.379997,71.529999,69.019997,71.5,3272700,68.123055
"182",71.739998,71.900002,69.559998,71.050003,4380000,67.694311
"183",71.599998,71.699997,69.010002,69.209999,3594000,65.94121
"184",68.93,69.550003,67.959999,68.809998,4281600,65.560101
"185",69.639999,70.290001,68.480003,70.209999,4975800,66.89398
"186",70.029999,70.639999,68.93,69.730003,3634400,66.436655
"187",69.690002,71.040001,68.419998,69.459999,3891300,66.179403
"188",69.809998,69.849998,68.239998,68.959999,2883000,65.703018
"189",68.949997,69.599998,67.839996,68.330002,2697000,65.102775
"190",67.120003,67.870003,65.5,66.75,6141700,63.597397
"191",66.199997,69.709999,65.099998,68.989998,5562100,65.7316
"192",67.830002,69.870003,67.669998,69.650002,5089700,66.360432
"193",67.93,71.099998,67.5,70.419998,7014200,67.094061
"194",70.230003,70.709999,66.690002,67.43,8873200,64.245281
"195",68.760002,69.830002,68.339996,69.519997,3792600,66.236567
"196",70.220001,70.239998,68.089996,68.5,5777100,65.264745
"197",69.870003,70.610001,69.089996,70.610001,4832900,67.27509
"198",70.690002,71.5,69.889999,70.610001,3567800,67.27509
"199",70.510002,71.440002,69.949997,71.230003,2700600,67.86581
"200",72.349998,72.400002,70.489998,71.32,4273600,67.951556
"201",71.370003,71.650002,70.239998,71.080002,5888400,67.722893
"202",71.059998,74.940002,70.410004,73.760002,7010700,70.276317
"203",73.790001,74.790001,73.110001,74.160004,6954200,70.657426
"204",74.870003,74.870003,72.720001,73.900002,4954500,70.409704
"205",74.18,74.910004,72.900002,73.43,4462800,69.961901
"206",74.059998,75.099998,72.339996,72.410004,6753700,68.990079
"207",73.150002,73.690002,72.349998,72.620003,3315500,69.19016
"208",72.199997,73.529999,72.120003,73,3948100,69.55221
"209",73.419998,73.919998,70.959999,71.220001,3748400,67.85628
"210",71.110001,71.809998,70.769997,71.220001,3907700,67.85628
"211",72.82,73.199997,71,71.57,4225200,68.189748
"212",71.400002,71.550003,69.160004,69.309998,4543300,66.036486
"213",69.07,69.099998,66.260002,67.550003,5752200,64.359616
"214",68,68.660004,67.339996,68.309998,4072100,65.083716
"215",67.839996,69.580002,67.559998,69.309998,5111900,66.036486
"216",69.610001,71.07,68.529999,70.480003,6244200,67.151232
"217",69.669998,71.260002,68.370003,70.709999,8303900,67.370365
"218",70.790001,73.019997,70.639999,73.019997,4099600,69.571262
"219",74.089996,74.199997,72.739998,74,4605300,70.50498
"220",74.019997,75,73.720001,74.480003,4151500,70.962312
"221",74.849998,74.849998,73.099998,73.739998,2563100,70.257257
"222",73.919998,74.07,73.010002,74.059998,4900000,70.562143
"223",78.010002,79.239998,75.160004,77.279999,11684700,73.630064
"224",77.129997,78.080002,76.010002,78,5939100,74.31606
"225",78.57,78.800003,77,77.410004,4915300,73.753929
"226",77.790001,78.040001,73.660004,74.300003,6873800,70.790814
"227",74.099998,74.489998,71.93,72.970001,7522000,69.523628
"228",73.230003,73.230003,71.129997,72.220001,5799000,68.80905
"229",71.260002,71.559998,68.57,69.739998,10736200,66.584475
"230",71.199997,71.849998,68.709999,69.269997,6745800,66.13574
"231",70.910004,72.830002,70.650002,71.650002,7871000,68.408057
"232",71.720001,73.120003,70.629997,72.25,5651800,68.980907
"233",71.639999,71.75,69.169998,69.57,5789500,66.422169
"234",69.290001,70.699997,68.190002,70.400002,6400000,67.214616
"235",70.599998,71.080002,68.910004,69.269997,5831400,66.13574
"236",69.230003,70.540001,68.660004,68.769997,5596500,65.658363
"237",68.389999,69.489998,67.75,68.860001,4704400,65.744295
"238",69.269997,71.540001,69.269997,70.82,5853600,67.61561
"239",70.919998,71.440002,70,70.57,4556900,67.376922
"240",70.290001,71.160004,69.309998,70.120003,5770200,66.947286
"241",68.93,69.239998,68.050003,68.68,4854200,65.572439
"242",69.43,70.830002,69.43,70.290001,5657000,67.109592
"243",70.050003,74.169998,70.050003,73.779999,7111800,70.441678
"244",73.339996,74.699997,73.080002,74.5,4258300,71.129102
"245",74.93,75.230003,73.400002,73.459999,3460700,70.136158
"246",74.760002,75.5,73.459999,73.93,4739200,70.584893
"247",73.860001,74.300003,71.82,71.970001,4164500,68.713578
"248",72.220001,74.209999,72.080002,73.599998,4610100,70.269822
"249",72.209999,76.650002,71.93,74.580002,6280200,71.205484
"250",74.010002,74.589996,72.010002,72.230003,4501000,68.961815
"251",73.400002,74.050003,72.540001,72.580002,3818600,69.295977
"252",73.370003,73.779999,72.610001,72.690002,4470100,69.401001
"253",72.809998,75.150002,72.809998,74.699997,4207900,71.320049
"254",74.019997,74.110001,72.010002,72.089996,4092800,68.828143
"255",72.209999,72.940002,69.93,70.959999,3733700,67.749275
"256",71.82,72.900002,71.739998,72.339996,3280600,69.066832
"257",71.220001,72.330002,69.68,70.379997,4977100,67.195516
"258",70.32,71.139999,69.110001,69.839996,4609200,66.679949
"259",70.309998,70.309998,68.75,69.349998,5086900,66.212122
"260",68.940002,69.790001,68.089996,69.290001,3642200,66.154839
"261",69.599998,71.309998,69.599998,70.639999,3314300,67.443754
"262",70.110001,71.839996,70.110001,70.709999,2620100,67.510587
"263",69.339996,70.400002,68.019997,70.25,4826600,67.071401
"264",70.120003,70.25,67.269997,67.269997,6926700,64.226234
"265",67.190002,68.580002,66.5,68.139999,5158900,65.056872
"266",68.870003,70.919998,68.68,70.739998,5025700,67.539228
"267",71.07,72.349998,70.5,71.459999,5523100,68.226651
"268",71.68,72.730003,71.43,72.559998,4372000,69.276878
"269",72.559998,73.239998,71.449997,72.93,3093300,69.63014
"270",72.910004,74.800003,72.370003,73.889999,3882700,70.546702
"271",73.599998,74.059998,72.860001,74.019997,3236300,70.670817
"272",75.040001,75.599998,73.599998,75.379997,5179600,71.969282
"273",73.730003,75.209999,73.400002,75.07,3278700,71.673311
"274",73.519997,74.269997,72.239998,72.919998,3167600,69.62059
"275",72.610001,73.550003,72.099998,72.43,3159400,69.152763
"276",72.93,75.449997,72.860001,74.830002,5021000,71.444172
"277",75.18,75.379997,73.300003,73.599998,4352400,70.269822
"278",74.309998,75.519997,74.029999,75.489998,4475300,72.074305
"279",75.440002,77.019997,75.269997,77,6856100,73.515984
"280",77.410004,78.75,77.220001,78.660004,5804700,75.100878
"281",78.800003,78.940002,77.919998,78.559998,3251800,75.005397
"282",79.019997,79.870003,79.019997,79.5,6146500,75.902867
"283",79.699997,79.900002,78.269997,79.900002,5934900,76.284769
"284",77.690002,80.639999,77.669998,79.940002,8331000,76.32296
"285",80.540001,81,79.610001,79.75,7401700,76.141555
"286",79.110001,79.730003,77.709999,78.120003,4985700,74.58531
"287",78.139999,79.25,78.029999,78.169998,5819700,74.633043
"288",77.139999,77.730003,76.5,77.379997,5697600,73.878788
"289",78.459999,78.919998,74.540001,75.43,6918500,72.017022
"290",75.199997,76,73.43,73.449997,5359000,70.126608
"291",73.68,73.949997,71.129997,71.970001,8598900,68.713578
"292",70.970001,70.980003,66.089996,66.389999,11297700,63.518436
"293",67.769997,68.059998,62.52,64.540001,10161000,61.748456
"294",61.599998,63.259998,57.299999,57.580002,12113000,55.089497
"295",58.900002,60.919998,56.57,60.790001,10420200,58.160654
"296",59.549999,60.889999,57.869999,58.59,9778000,56.05581
"297",59.48,61.650002,57.799999,60.77,8103700,58.141519
"298",61.91,62.529999,61.16,61.759998,6502800,59.088697
"299",62.41,64.669998,62.349998,64.57,6386300,61.777157
"300",63.360001,64.129997,61.950001,62.389999,5172200,59.691448
"301",63.02,64.209999,62.82,63.73,5553300,60.973489
"302",61.830002,61.889999,57.549999,58.279999,9696200,55.759217
"303",57.41,58.139999,54.450001,54.82,11824300,52.448873
"304",56.389999,56.57,52.91,53.150002,9643300,50.851107
"305",53.650002,55.919998,52.709999,55.830002,12374000,53.41519
"306",55.459999,56.169998,54.560001,56.029999,5431500,53.606536
"307",56.599998,56.970001,54,54.259998,6734800,51.913094
"308",53.27,56.810001,53.16,56.59,7048700,54.142316
"309",57.619999,58.849998,57.189999,58.790001,4613700,56.24716
"310",58.41,60.040001,57.669998,59.52,5271100,56.945585
"311",60.240002,61.959999,59.669998,61.110001,8544500,58.466813
"312",61.59,62.48,59.779999,59.830002,8175800,57.242178
"313",57.529999,58.950001,57.349998,58.27,5782400,55.749651
"314",55.529999,57.740002,55.09,57.560001,5156500,55.070362
"315",58.779999,60.389999,58.41,60.389999,4273200,57.777954
"316",59.66,61,58.650002,59.110001,4004000,56.553319
"317",58.310001,58.43,56.139999,56.790001,5906300,54.333666
"318",55.639999,57.77,55.450001,57.700001,5383200,55.204306
"319",57.849998,58.150002,56.310001,57.759998,4790700,55.261708
"320",57.759998,58.75,55.66,58,6464900,55.491329
"321",58.919998,59.830002,58.470001,59.610001,5555500,57.031693
"322",60.139999,60.41,58.029999,59.150002,4763400,56.59159
"323",57.639999,58.349998,56.560001,57.73,3739400,55.233007
"324",58.23,60.169998,57.66,57.869999,5793600,55.366951
"325",58.02,58.650002,54.189999,54.330002,6952800,51.980069
"326",51.630001,51.990002,49.669998,51.049999,10346500,48.841936
"327",50.029999,50.549999,48.799999,49.610001,7274500,47.464222
"328",50.110001,50.959999,47.860001,50.880001,7406900,48.679291
"329",52.860001,53,51.150002,51.529999,6156600,49.301175
"330",51.75,51.759998,48.650002,48.759998,5699400,46.650985
"331",50.290001,50.560001,47.32,48.59,7234500,46.48834
"332",47.360001,47.360001,46.040001,46.150002,7812500,44.153878
"333",45.279999,47.150002,44.470001,44.470001,9549800,42.546543
"334",43.450001,45.310001,41.91,45.23,12600000,43.273669
"335",45.52,49.080002,44.119999,48.810001,9066800,46.698825
"336",48.169998,50.990002,47.810001,49.549999,7682700,47.406816
"337",49.790001,50.369999,48.470001,49.32,6361600,47.186764
"338",50.689999,52.669998,50.689999,52.099998,5599300,49.84652
"339",51.66,54.07,51.5,53.23,6692500,50.927645
"340",53.599998,54.709999,52.259998,53.48,6417800,51.166832
"341",53.060001,53.650002,51.849998,53.380001,5094900,51.071159
"342",54.369999,56.709999,54.169998,56.669998,6323300,54.218854
"343",55.91,56.91,53.32,53.439999,7652000,51.128561
"344",53.299999,56.060001,52.209999,55.720001,7348100,53.309947
"345",55.52,57.09,53.939999,54.299999,7788900,51.951364
"346",54.48,54.490002,52.34,53.849998,6769300,51.520827
"347",54.41,55.610001,53.549999,54.490002,7861700,52.133149
"348",54.790001,56.610001,54.790001,56.509998,4569200,54.065774
"349",56.93,57.009998,55.060001,55.41,5623100,53.013354
"350",56.18,56.950001,54.799999,56.48,6048400,54.037073
"351",58.869999,61.900002,58.68,60.77,9460100,58.141519
"352",59.990002,61.099998,59.689999,60.889999,5061500,58.256328
"353",59.849998,59.869999,57.529999,57.990002,8297500,55.481763
"354",52.689999,54.5,51.369999,53.540001,15171500,51.224238
"355",55.689999,56.080002,54.040001,55.130001,6349500,52.745466
"356",55.669998,57.119999,54.52,56.849998,6042200,54.539462
"357",56.279999,57.23,55.400002,56.150002,3960700,53.867915
"358",56.150002,57.290001,55.09,56.799999,4697700,54.491495
"359",57.330002,59.560001,57.119999,59.380001,7051600,56.966639
"360",57.209999,57.73,55.509998,55.77,7383500,53.503358
"361",57.799999,58.119999,55.889999,57.240002,5871900,54.913615
"362",58.080002,59.450001,57.66,58.200001,4175800,55.834597
"363",57.689999,57.98,56.75,57.279999,3454200,54.951986
"364",57.060001,57.830002,56.459999,56.650002,5361900,54.347594
"365",56.279999,59.84,56.220001,57.830002,6650800,55.479636
"366",57.639999,57.970001,55.049999,55.66,5482400,53.397828
"367",56.310001,56.610001,53.66,54.049999,5851800,51.853262
"368",52.950001,52.950001,51.27,52.369999,5148100,50.241542
"369",52.209999,52.75,50.799999,51.290001,4101300,49.205438
"370",50.389999,50.740002,48.939999,48.98,6772700,46.989321
"371",48.790001,49.990002,48.650002,48.869999,2047400,46.883791
"372",51.07,52.209999,50.66,51.27,5382700,49.18625
"373",51.709999,52.360001,50.950001,51.02,4373200,48.946411
"374",53.560001,54.700001,52.470001,54.610001,7533100,52.390504
"375",54.34,55.599998,54.080002,55.25,5366900,53.004492
"376",55.25,56.110001,53.41,53.619999,6876000,51.440739
"377",55.07,55.939999,54.25,54.700001,5631200,52.476846
"378",54.82,55.34,52.669998,52.799999,8446400,50.654066
"379",52.650002,52.650002,50.470001,50.720001,10531000,48.658605
"380",50.349998,51.82,48.77,49,7989300,47.008509
"381",49.110001,50.73,49.049999,50.389999,5256300,48.342015
"382",49.389999,49.389999,47.900002,48.599998,4324200,46.624764
"383",48.93,49.59,47.549999,47.880001,5586400,45.93403
"384",47.150002,47.59,45.830002,45.959999,7847700,44.092062
"385",46.880001,47.099998,44.68,44.82,8177300,42.998395
"386",45.450001,46.669998,45.279999,45.93,7237800,44.063282
"387",46.279999,46.490002,44.849998,44.93,5179000,43.103925
"388",46.029999,48.310001,46.029999,48.029999,11439600,46.077931
"389",48.290001,49.02,47.110001,48.759998,6578400,46.778261
"390",48.93,49.93,48.57,49.830002,6048500,47.804777
"391",49.830002,50,49.549999,49.889999,3321700,47.862336
"392",49.900002,50.150002,49.419998,49.439999,2288400,47.430625
"393",49.259998,49.490002,47.900002,47.939999,3252000,45.991589
"394",48.330002,48.669998,47.639999,48.169998,3392000,46.21224
"395",48.27,48.900002,48.09,48.639999,2460100,46.66314
"396",50.700001,51.32,50,51.02,5725200,48.946411
"397",50.630001,51.919998,50.23,51.529999,4895200,49.435682
"398",51.080002,51.099998,50.240002,50.82,4976600,48.754539
"399",50.959999,51.52,50.560001,51.259998,4093600,49.176655
"400",50.939999,51.709999,50.740002,51.580002,4753800,49.483652
"401",52.700001,52.959999,51.700001,51.950001,6283100,49.838614
"402",51.810001,51.82,49.959999,50.209999,6246700,48.16933
"403",50.439999,50.830002,48.169998,48.290001,9837500,46.327366
"404",47.669998,48.32,47.32,48.02,6633800,46.068339
"405",48.82,48.990002,47.509998,47.700001,6442200,45.761345
"406",47.77,48.619999,47.25,48.560001,9917600,46.586393
"407",49.02,49.950001,48.470001,48.77,11198400,46.787857
"408",49.240002,49.689999,48.400002,49.279999,7865800,47.277128
"409",49.209999,49.34,47.529999,47.73,11370300,45.790125
"410",46,47.939999,45.509998,47.439999,17053400,45.51191
"411",46.970001,48.400002,46.25,48.16,12730500,46.202648
"412",48.84,49.369999,47.799999,48.099998,8791600,46.145086
"413",47.98,49.689999,47.860001,49.310001,7056000,47.305911
"414",48.59,49.669998,48.259998,49.419998,6198400,47.411437
"415",49.889999,50.299999,49.02,49.130001,7499900,47.133226
"416",49.889999,50.290001,49.150002,49.580002,6071100,47.564938
"417",49.73,50.869999,49.529999,50.650002,6070400,48.738906
"418",51.5,51.599998,50.580002,51,6256200,49.075698
"419",50.59,52.150002,50.52,52.09,5461400,50.124571
"420",52.060001,52.240002,50.650002,51.029999,6428500,49.104565
"421",51.259998,51.470001,49.75,49.91,7665200,48.026825
"422",50.18,50.18,48.639999,49.040001,7579500,47.189653
"423",48.41,48.639999,47.48,47.619999,7677100,45.823229
"424",48.040001,48.540001,47.400002,47.900002,7244100,46.092667
"425",47.939999,48.110001,47.349998,48,4149400,46.188892
"426",48.130001,48.290001,47.16,47.419998,7361700,45.630775
"427",47.540001,48.580002,46.900002,48.5,8167900,46.670027
"428",49.18,50.27,48.580002,50.060001,8637800,48.171167
"429",50.41,51.900002,50.41,51.240002,10227000,49.306644
"430",50.990002,52.93,50.990002,52.360001,8689300,50.384384
"431",52.41,52.5,51.490002,52.400002,5470600,50.422876
"432",52.59,52.900002,51.84,51.959999,6196600,49.999475
"433",51.009998,51.290001,50.049999,50.57,7658900,48.661922
"434",50.93,51.32,50.150002,51,5597300,49.075698
"435",50.959999,51.549999,50,50.279999,5409600,48.382864
"436",50.529999,50.880001,50.279999,50.759998,4678800,48.844752
"437",50.689999,50.860001,48.860001,49.029999,10923100,47.180028
"438",48.860001,48.970001,47.52,48.060001,7518300,46.24663
"439",47.200001,47.279999,46.759998,47.169998,7122300,45.390208
"440",47.630001,48,47.119999,47.549999,3770700,45.755871
"441",47.970001,48.959999,47.68,48.75,4454000,46.910594
"442",49.029999,49.279999,48.630001,48.790001,4998900,46.949085
"443",48.84,48.91,47.389999,47.59,3973200,45.794362
"444",47.91,48.66,47.439999,48.599998,5011400,46.766252
"445",48.700001,48.759998,47.759998,47.900002,6502200,46.092667
"446",47.98,48.009998,47.23,47.59,7431900,45.794362
"447",47.919998,49.43,47.869999,48.950001,10849500,47.103048
"448",48.639999,49.25,48.049999,48.869999,4802600,47.026065
"449",48.330002,48.389999,47.310001,47.82,5238200,46.015684
"450",46.029999,46.799999,44.919998,45.040001,24552300,43.340578
"451",44.57,44.57,42.900002,43.220001,16408700,41.58925
