"","OXY.Open","OXY.High","OXY.Low","OXY.Close","OXY.Volume","OXY.Adjusted"
"136",95.580005,97.130007,95.419999,96.630003,3088000,81.971281
"137",96.6,97.900012,96.309998,97.760008,3016000,82.929865
"138",97.770001,98.019999,97.250002,97.440011,1983900,82.658411
"139",96.890002,97.510009,96.610001,96.87,2101400,82.174871
"140",97.090004,98.130001,96.919997,97.700002,2485100,82.878962
"141",98.15001,99.570001,97.730005,99.030009,2493100,84.007207
"142",98.890004,99.290008,97.500008,97.610002,3359100,82.802615
"143",97.610002,98.68001,97.350003,98.099998,2630400,83.218279
"144",98.790003,99.150004,97.850008,97.999997,3731100,83.133448
"145",98.379999,98.500002,94.290002,96.660014,6730300,81.996739
"146",96.220006,97.590008,95.36001,97.019998,3748700,82.302114
"147",97.279997,97.570007,95.849997,96.460012,3931400,81.827077
"148",96.62001,97.16001,95.580005,96.190004,3968000,81.598029
"149",95.620009,96.400006,95.050006,95.79,3999300,81.258706
"150",96.350002,97.230008,95.690015,96.919997,4214200,82.217283
"151",97.999997,98.23001,97.030007,97.500008,4918400,82.709307
"152",97.79001,97.850008,95.710009,96.420008,4716900,81.793142
"153",96.24,97.470006,95.88,97.32,3690000,82.556606
"154",97.150009,98.760001,97.000004,98.550014,3298800,83.600027
"155",98.769994,98.990005,97.820005,98.270005,3368100,83.362496
"156",97.379998,97.890011,95.930005,96.410015,4749700,81.784665
"157",97.630004,98.330002,96.650005,97.970002,4208700,83.108003
"158",97.600009,97.999997,96.850007,97.180012,3865200,82.437854
"159",97.110006,97.279997,95.800009,97.150009,4152600,82.412403
"160",95.949998,97.250002,94.020002,96.940007,10204500,82.234257
"161",97.339994,98.199999,95.640003,96.970001,5519200,82.259702
"162",96.700001,97.180012,93.699998,93.810008,9861500,79.579077
"163",94.059998,96.700001,93.250006,96.680007,6657100,82.0137
"164",97.79001,99.750009,97.520002,98.930008,7000600,83.922376
"165",98.730006,99.140003,98.180005,98.66,3960200,83.693328
"166",98.530004,98.530004,96.120005,98.180005,3969800,83.286149
"167",98.470007,98.560007,96.98001,97.510009,3528600,82.717791
"168",97.590008,98.070003,97.040007,97.540012,3321900,82.743242
"169",97.830006,98.220009,96.859999,97.760008,3013000,82.929865
"170",97.260003,98.449997,96.270003,97.250002,4601900,82.497227
"171",97.22,98.970011,96.559997,98.930008,4135800,83.922376
"172",98.480008,101,97.750007,99.740008,4385200,84.6095
"173",99.860003,101.380002,99.500003,101.250007,3297500,85.890432
"174",101.140005,104.990012,100.670003,103.070009,7651500,87.434341
"175",103.610001,105.330002,102.980009,105.019999,4511000,89.088519
"176",104.16001,106.250004,104.120014,105.850001,3420900,89.79261
"177",107.100008,107.560009,105.270005,107.370008,5274900,91.082033
"178",104.410008,106.770003,101.590005,102.140006,9236200,86.645419
"179",102.55001,104.990012,102.55001,102.960007,7591900,87.341027
"180",103.940006,104.400007,101.500005,101.760004,5434400,86.323064
"181",102.390012,103.290004,101.660003,103.100011,3018300,87.459793
"182",103.320007,103.970001,101.240006,101.970015,5516700,86.501216
"183",104.120014,104.480014,100.060005,100.220003,4389300,85.01668
"184",100.470009,101.330006,99.450006,100.790006,4032700,85.500213
"185",101.71,103.559997,101.210011,103.410015,4331600,87.722769
"186",103.110012,103.780008,101.670012,103.15,4399900,87.502198
"187",103.930005,105.820006,103.360011,103.530002,4498800,87.824554
"188",103.660013,103.660013,100.690005,100.920009,4917400,85.992577
"189",101.220012,102.650011,100.699998,100.870013,3903600,85.949975
"190",99.930001,99.94001,96.80001,97.430002,4427000,83.018789
"191",96.62001,99.160004,96.309998,98.75,3608900,84.143541
"192",97.880002,99.459999,97.16001,99.020008,3775700,84.373611
"193",96.120005,98.769994,95.040005,97.970002,4649000,83.478916
"194",97.639997,98.700003,94.73001,95.930005,5552100,81.740661
"195",97.650006,98.700003,96.87,97.860009,4505700,83.385192
"196",99.160004,101.210011,97.550013,98.330002,5782000,83.785667
"197",99.58001,101.540008,99.370015,100.980007,4601900,86.0437
"198",100.510013,101.640009,99.850002,100.160006,3625800,85.344988
"199",100.179999,100.730008,99.40001,100.100008,2624500,85.293865
"200",100.430006,100.810007,99.519997,99.790012,4221800,85.029722
"201",99.900006,101.780006,99.450006,100.850003,4438900,85.932925
"202",100.840002,102.480004,100.599997,100.870013,2777900,85.949975
"203",100.740001,103.830013,100.500012,103.790009,3920800,88.438065
"204",104.309999,105.000005,102.970008,103.760014,2642500,88.412507
"205",104.080011,105.769994,103.949999,104.490007,3759400,89.034524
"206",105.880003,105.990005,103.860015,104.300006,3369200,88.872627
"207",104.379998,105.080004,103.420008,103.520009,2933500,88.208001
"208",102.280002,104.170003,101.570011,102.730003,4629900,87.534848
"209",103.460012,103.460012,100.750002,101.040004,3282500,86.094823
"210",100.66001,101.690006,99.810006,101.130004,3342900,86.17151
"211",102.000009,104.140008,101.880007,103.720011,4474300,88.37842
"212",103.919997,104.000004,100.179999,100.420005,5323600,85.56653
"213",99.680011,99.810006,96.499999,96.900003,5718400,82.567184
"214",96.790009,97.890011,96.44001,96.890002,3870500,82.558662
"215",97.350003,97.880002,96.250001,97.550013,4060800,83.121048
"216",97.060001,98.820006,96.350002,98.760001,4393700,84.152063
"217",97.250002,97.360004,95.670005,97.060001,3366700,82.703516
"218",97.240009,99.169997,96.62001,98.710012,5009500,84.109468
"219",100.070005,101.070007,99.010015,100.860012,3897200,85.941454
"220",100.920009,101.140005,99.710005,100.530006,3225200,85.660261
"221",100.30001,100.570002,98.830007,100.390002,2214100,85.540965
"222",101.100001,103.090003,100.320004,102.910011,5731000,87.68823
"223",103.050015,103.499999,101,103.000011,4034800,87.764918
"224",103.000011,105.440004,101.300003,105.13,6597600,89.579853
"225",106.030009,114.550008,105.920007,114.290001,15421600,97.384966
"226",115.11001,117.890009,114.080014,115.740002,9937200,98.620492
"227",114.830009,115.170007,110.450003,111.639997,6770000,95.126933
"228",111.480014,111.480014,107.599997,108.890007,7428700,92.783705
"229",107.860012,109.050006,104.830006,105.960002,7133600,90.287087
"230",106.870003,109.500006,105.140001,106.420011,5235100,90.679054
"231",106.490002,108.400004,104.720004,107.48001,5919600,91.582265
"232",107.440014,107.740001,106.140002,106.980013,4296700,91.156224
"233",106.370015,106.700004,102.849997,103.630003,5304400,88.301726
"234",104.290006,104.290006,102.240007,103.090003,5616000,87.841599
"235",103.51,103.770007,100.930002,102.36001,4193800,87.219582
"236",101.870014,103.499999,100.690005,101,4082100,86.060736
"237",100.599997,102.690015,99.690012,101.400004,4673400,86.401574
"238",101.660003,103.850006,100.910008,102.200003,6275400,87.083242
"239",102.210004,102.849997,100.12001,100.380001,5576800,85.532443
"240",100.140012,101.120011,99.099999,100.400011,5684600,85.549493
"241",99.060004,99.92,98.250011,98.950002,3783900,84.31396
"242",100.350006,103.020004,100.040011,102.500006,7857100,87.338871
"243",101.250007,104.800011,101.200002,104.220015,7280300,88.804467
"244",104.220015,105.500001,103.08001,104.990012,4464900,89.460571
"245",105.290007,108.150006,105.290007,106.570001,4898300,90.806858
"246",108.210011,108.990008,107.000007,107.850003,6390500,91.897531
"247",107.840002,108.120011,103.340001,103.680007,4710300,88.344334
"248",103.890002,104.950008,102.270002,103.790009,3532000,88.438065
"249",101.730009,105.240002,101.730009,104.200006,3626100,88.787417
"250",104.240009,104.530011,101.500005,101.940012,3539700,86.861707
"251",102.949998,103.250001,101.040004,101.460001,3729800,86.452697
"252",101.339999,103.98001,101.339999,102.489997,4216300,87.728088
"253",103.130006,104.920006,102.779999,103.96,3861000,88.986362
"254",103.350002,104.500008,102.530001,103.390005,5187300,88.498465
"255",103.380004,104.669999,101.590005,102.140006,4882300,87.428507
"256",104.190013,105.410009,103.770007,104.780001,4105500,89.688257
"257",103.570005,104.150009,101.600006,102.150007,5335600,87.437067
"258",101.540008,103.970001,101.190009,102.820003,4138900,88.010562
"259",103.890002,104.040007,101.270008,102.19001,4933900,87.471309
"260",101.490004,102.620009,100.599997,101.500005,3710000,86.880687
"261",102.160008,103.480005,101.580012,102.400005,4342400,87.651058
"262",101.840003,103.070009,100.670003,100.930002,5353900,86.392783
"263",98.570008,99.430012,96.750006,99.390009,7276600,85.074599
"264",99.590003,99.900006,98.160011,98.460006,5272100,84.278547
"265",97.970002,99.550007,97.770001,98.930008,3658300,84.680853
"266",99.480009,101,99.169997,100.930002,5038700,86.392783
"267",101.410005,103.430009,101.120011,102.88,5633500,88.061917
"268",103.400006,104.639997,103.230007,104.040007,4658500,89.054846
"269",104.040007,105.769994,102.210004,105.520003,3350200,90.321674
"270",105.600002,107.500012,105.490001,106.750009,3434100,91.374519
"271",106.910007,106.990006,105.330002,105.790003,2625100,90.552785
"272",107.100008,107.890006,106.590003,107.599997,2782200,92.10208
"273",106.050002,107.130003,105.500001,106.269998,2599800,90.963645
"274",104.520002,105.920007,101.370009,101.760004,5141000,87.103238
"275",101.250007,103.940006,100.950004,102.030012,3636400,87.334356
"276",102.700008,104.690009,102.570004,102.970008,2654900,88.138961
"277",103.580006,104.960009,103.199996,103.360011,4421700,88.472791
"278",103.830013,105.550014,103.490006,105.340003,4954000,90.1676
"279",104.630004,105.570008,104.500008,105.260012,3262900,90.09913
"280",106.240003,107.599997,105.860001,106.970004,3254100,91.562828
"281",107.050011,107.290001,105.850001,106.190007,2896000,90.895175
"282",107.19,109.08,106.92,108.080007,4905100,92.512954
"283",108,108.230013,106.690011,107.880005,2013900,92.341759
"284",106.050002,108.100001,105.860001,107.370008,3110200,91.905218
"285",105.760009,107.070005,104.530011,104.830006,5723200,89.731059
"286",102.52,102.52,100.650001,101.400004,7948600,86.795089
"287",101.400004,101.780006,99.629998,99.750009,5834800,85.382748
"288",98.690003,99.540006,98.040001,98.180005,7291700,84.038875
"289",99.730015,99.94001,96.940007,97.780001,6269200,83.696485
"290",96.930006,97.570007,94.490004,94.600006,7147200,80.974513
"291",94.800008,95.100003,92.000006,94.230013,7369800,80.657811
"292",92.269998,92.540006,87.650003,87.760005,9703900,75.119696
"293",89.669999,90.22,84.84,87.339999,9012300,74.760185
"294",84.680002,85.76001,79.18,79.63,12907800,68.160677
"295",82.060009,84.620013,78.770003,84.41001,14702900,72.25221
"296",82.890003,84.530005,80.800008,81.250008,9075800,69.547352
"297",81.749997,85.970005,81.640003,84.800005,10711600,72.586033
"298",85.789997,86.680004,83.999998,85.120001,4780300,72.859939
"299",85.670002,89.370012,85.629999,89.309999,6217600,76.44644
"300",87.800008,88.550011,85.670002,87.37001,6757000,74.785873
"301",89.540003,90.490008,87.300004,87.610007,5692900,74.991303
"302",85.340005,85.340005,81.52,82.750006,9701700,70.831301
"303",81.620009,83.720005,80.650003,80.91001,7538600,69.256324
"304",83.31,83.720005,79.589997,80.460002,5528700,68.871132
"305",80.570004,82.710003,79.780005,82.690009,7035800,70.779945
"306",82.300006,83.300007,81.470004,83.080011,5328400,71.113774
"307",83.490008,84.130001,80.760005,81.280003,4553900,69.573026
"308",80.570004,82.580007,79.11001,82.090003,5054700,70.26636
"309",83.480015,85.160005,82.360011,85.060004,4964800,72.808583
"310",84.470007,86.54,83.87001,86.100009,6113900,73.698793
"311",86.980007,88.610008,85.76001,86.740002,6227500,74.246606
"312",87.110003,88.700008,85.830001,85.900007,4028400,73.527598
"313",83.51001,84.480008,82.830005,83.410009,4208000,71.396241
"314",80.91001,82.840006,79.420005,82.720011,5245600,70.805626
"315",83.910005,84.570008,83.420002,84.540006,4581600,72.768138
"316",84.080005,85.260006,82.750006,83.210007,4571400,71.623336
"317",82.120006,82.62001,79.750003,80.540009,5666600,69.325125
"318",78.989999,80.419998,77.150011,79.54,9444100,68.464364
"319",79.919994,81.000002,78.82,80.450001,6421600,69.24765
"320",80.990009,83.790003,79.580004,82.830005,5499400,71.296248
"321",83.950009,84.590002,82.960001,84.41001,3965100,72.656243
"322",84.880004,85.050003,82.350002,83.320001,6905500,71.718014
"323",81.870008,82.990003,80.840004,82.460004,4128800,70.977768
"324",83.15001,83.930007,80.590006,80.779999,5604400,69.531697
"325",80.660004,80.779999,76.209999,76.320001,6897200,65.692737
"326",73.300004,73.91001,70.459999,71.900007,11487400,61.88821
"327",70.630006,73.760005,69.900013,72.260007,8062900,62.198082
"328",72.850004,77.180006,71.640008,76.989997,8867300,66.269438
"329",79.290002,81.059999,77.980013,78.449999,8247000,67.526141
"330",77.600003,78.839994,74.740004,74.990003,5112700,64.547936
"331",77.240003,77.349997,73.840004,75.350003,5514100,64.857807
"332",73.160015,73.769998,71.320004,71.500004,8261300,61.543905
"333",71.39001,71.73,68.330009,68.580007,8349800,59.030507
"334",67.470004,73.530008,66.360002,73.26,10941600,63.058829
"335",74.740004,76.100005,74.000002,75.720012,8106700,65.176294
"336",76.15001,79.54,75.830005,78.560001,6960600,67.620825
"337",78.960004,79.530007,76.610003,77.250004,6458900,66.493241
"338",78.940011,81.700008,78.940011,81.660013,4126000,70.289173
"339",80.570004,82.5,80.200003,80.890008,4485000,69.626388
"340",81.510008,83.440012,81.000002,81.010003,5642800,69.729674
"341",80.210004,81.970009,79.050012,81.500007,4566700,70.151447
"342",83.060002,85.47,83.060002,85.420004,4929800,73.5256
"343",84.760001,85.780004,82.469997,82.680008,4727300,71.167137
"344",82.519994,85.670002,81.610008,84.980013,6711900,73.146876
"345",84.709997,86.440007,83.360004,83.950009,4792500,72.260296
"346",83.980004,85.380008,82.800003,84.590002,5130500,72.811172
"347",85.850002,87.250007,85.180007,86.740002,4795600,74.661793
"348",86.760011,88.170001,86.420005,87.309996,3468900,75.152418
"349",87.080008,87.55001,84.66,85.140003,4458100,73.284588
"350",86.349999,87.430007,84.620013,87.200003,4724200,75.05774
"351",90.490008,97.210007,90.490008,95.660012,11211000,82.339727
"352",95.449994,98.379999,95.43,97.770001,5980800,84.155907
"353",95.059999,95.90001,92.879997,92.94001,6791800,79.998474
"354",88.830004,92.090006,87.319997,90.550005,8082200,77.941268
"355",92.540006,93.550001,91.480008,93.19,4428000,80.213654
"356",94.460002,95.370003,92.950003,95.210004,4306000,81.952381
"357",94.830011,97.930007,94.570011,97.639997,5772700,84.044006
"358",97.990012,99.680011,96.280004,98.520003,4809800,84.801475
"359",99.459999,101.650002,98.760001,101.290002,7273400,87.185762
"360",97.420001,99.2,95.90001,96.51,6959300,83.071357
"361",98.360005,99.350005,96.160009,98.140002,3610700,84.474387
"362",99.670002,100.699998,99.40001,99.810006,3646800,85.91185
"363",98.830007,99.550007,97.090004,97.810004,3709900,84.19034
"364",97.330009,99.529997,96.750006,98.809997,5504600,85.051088
"365",98.180005,100.880006,97.400008,97.600009,5522300,84.009587
"366",97.390007,97.739998,93.400011,94.430007,5125400,81.280995
"367",95.240007,95.670005,93.370008,94.319997,4386800,81.186303
"368",93.070006,93.339998,91.650007,92.40001,4445000,79.533667
"369",92.600004,92.92,90.750007,91.630005,4255300,78.870883
"370",90.360004,90.460005,87.750004,87.769997,5048000,75.548366
"371",87.540009,89.040007,86.690005,86.690005,2201900,74.618758
"372",89.100004,91.250011,88.990002,90.629996,4653100,78.010121
"373",90.830006,93.200009,90.629996,92.190007,4639400,79.352906
"374",96.100004,99.099999,95.860006,98.900005,6733800,85.128563
"375",98.210008,99.2,96.340001,96.830013,5396600,83.346809
"376",97.610002,98.280006,95.700008,95.920004,4418500,82.563515
"377",98.250011,99.980013,96.96,98.220009,5566500,84.543253
"378",98.350012,98.460006,96.700001,97.16001,3684400,83.630856
"379",95.820003,97.000004,94.669996,96.270003,5302700,83.25897
"380",94.950005,96.170002,92.310002,92.670002,4671900,80.145514
"381",92.720007,94.64001,92.600004,94.400004,3902600,81.641704
"382",92.500003,92.500003,89.960001,91.780003,4854700,79.3758
"383",92.590003,94.200002,90.730005,91.68001,5001100,79.289321
"384",90.420002,90.930007,88.010003,88.419999,4652900,76.469906
"385",89.130007,90.240009,86.940003,87.519999,4730700,75.691542
"386",88.460003,89.460012,87.55001,89.270003,6670300,77.20503
"387",89.400007,89.490007,87.030003,87.319997,4016300,75.518571
"388",89.51,92.490002,89.400007,92.169998,4731200,79.713086
"389",92.570001,93.350007,91.160011,93.110009,3770300,80.526054
"390",93.260007,94.419998,92.610005,94.210003,3621300,81.477382
"391",94.720001,94.930011,93.760011,94.62,2371500,81.831967
"392",94.419998,95.660012,94.270009,95.449994,1836500,82.549786
"393",95.389997,95.540002,92.710006,92.850002,2995900,80.301187
"394",93.260007,93.880006,92.58001,93.720008,2584900,81.05361
"395",93.290001,94.37001,93.290001,93.699998,2366700,81.036305
"396",96.730012,97.870009,95.419999,96.630003,4531900,83.570315
"397",96.44001,97.350003,95.690015,96.919997,3915500,83.821116
"398",96.780008,97.200006,95.320006,96.15,3660900,83.155186
"399",96.940007,97.040007,94.790007,95.770006,3180300,82.826549
"400",95.650012,97.430002,95.620009,96.930006,3472900,83.829772
"401",98.730006,99.420004,97.470006,97.880002,4539500,84.651375
"402",97.170003,97.500008,96.000011,96.580006,3554400,83.527076
"403",96.680007,99.76001,96.6,97.820005,6503500,84.599487
"404",97.16001,97.639997,96.230007,97.620003,4230000,84.426516
"405",99.130002,100.230004,98.84,99.300009,4193600,85.879466
"406",99.410003,101,98.099998,100.930002,4517900,87.289163
"407",101.26,101.26,99.300009,99.860003,4308900,86.363776
"408",100.460008,100.590004,98.460006,100.370008,5228700,86.804853
"409",101.570011,102.419999,99.850002,102.059999,5253100,88.266439
"410",100.64,101.480011,99.529997,100.920009,4948900,87.280521
"411",101.310004,103.830013,99.160004,103.460012,6445900,89.477238
"412",103.410015,103.660013,99.860003,100.19,5138300,86.649174
"413",99.640007,101.47001,99.540006,100.250006,3758700,86.701069
"414",98.980012,99.930001,98.099998,99.620005,4054000,86.156215
"415",100.420005,100.610006,98.520003,99.770003,4280600,86.28594
"416",100.390002,100.780005,98.910014,99.300009,4413100,85.879466
"417",99.390009,99.819999,97.370005,98.480008,4376200,85.170289
"418",100.110009,102.870007,99.230011,102.630002,4478000,88.759405
"419",101.990009,104.000004,101.500005,104.000004,3278100,89.94425
"420",104.100005,105.250011,103.100011,104.839999,4972800,90.670718
"421",105.630005,105.630005,102.700008,103.80001,3842900,89.771285
"422",103.910004,105.560007,103.640004,104.230008,3126300,90.143169
"423",102.570004,102.800009,101.610007,102.700008,3558700,88.81995
"424",103.830013,104.170003,102.90001,104.060001,2421700,89.996138
"425",104.240009,104.910013,103.250001,104.000004,3569000,89.94425
"426",104.639997,104.650006,103.280004,103.760014,2848100,89.736695
"427",104.16001,104.580015,103.08001,104.330009,3225000,90.229654
"428",104.690009,104.950008,103.08001,103.919997,3089500,89.875056
"429",104.800011,105.240002,103.919997,104.410008,3480600,90.298841
"430",103.26001,104.000004,102.760005,103.26001,3605600,89.304267
"431",103.520009,104.760007,102.940005,104.669999,3239100,90.523694
"432",104.780001,104.860008,103.460012,103.860015,3868100,89.823181
"433",103.350002,104.860008,103.000011,104.490007,3261600,90.368029
"434",104.650006,106.68001,104.550013,105.460006,3738500,91.20693
"435",105.379999,106.32001,104.050008,104.370005,5166900,90.264244
"436",104.800011,105.420002,103.480005,104.870009,3821400,90.696673
"437",104.500008,104.710003,103.700001,104.360004,2926400,90.255595
