"","SNDK.Open","SNDK.High","SNDK.Low","SNDK.Close","SNDK.Volume","SNDK.Adjusted"
"88",40.59,40.779999,39.540001,39.939999,11154500,38.842842
"89",39.599998,39.799999,38.200001,38.700001,12296300,37.636907
"90",38.970001,39.330002,38.389999,39.209999,8601500,38.132896
"91",39.599998,40.369999,38.73,38.91,9889600,37.841138
"92",38.209999,39.700001,37.41,38.130001,13921000,37.082566
"93",38.380001,39.330002,37.209999,38.310001,19576600,37.257621
"94",38.549999,38.549999,36.77,37.119999,21091300,36.100308
"95",38.700001,38.73,36.959999,36.990002,23691900,35.973882
"96",37.209999,37.98,37.07,37.41,9253300,36.382343
"97",37.150002,37.599998,36.630001,37.189999,10497700,36.168385
"98",37.290001,38.099998,36.900002,37.869999,10808600,36.829706
"99",38.25,38.619999,37.84,38.049999,10307700,37.004762
"100",38.209999,38.790001,37.560001,37.630001,9169400,36.596301
"101",37.849998,37.880001,36.77,37.360001,8525300,36.333717
"102",37.709999,37.75,37.220001,37.439999,6581700,36.411518
"103",37.400002,38.18,37.279999,38.099998,7103400,37.053387
"104",38.599998,40.560001,38.41,40.349998,16287900,39.24158
"105",40.650002,42.439999,40.5,41.310001,12888300,40.175211
"106",41.209999,41.950001,41.200001,41.369999,7290500,40.23356
"107",41.419998,41.48,39.580002,39.880001,8479700,38.784493
"108",39.93,40.529999,39.220001,40.279999,9280100,39.173503
"109",39.389999,40.799999,39.169998,40.419998,7771600,39.309656
"110",40.150002,40.75,39.259998,39.57,7249900,38.483007
"111",40.040001,40.23,39.110001,39.169998,5653200,38.093994
"112",38.860001,38.98,37.669998,38.220001,7989800,37.170094
"113",38.209999,38.779999,37.790001,37.93,5257000,36.888059
"114",38.630001,39.130001,38.349998,38.490002,5814000,37.432677
"115",38.5,40.150002,38.5,39.98,9269700,38.881744
"116",41.130001,42.830002,41.049999,42.57,14662200,41.400597
"117",42.049999,43.360001,42.040001,42.959999,13108500,41.779883
"118",43.330002,45.599998,43.27,45.009998,14392800,43.773569
"119",44.5,45.25,44.130001,44.950001,4513400,43.715219
"120",44.709999,45.689999,44.470001,45.220001,8776500,43.977803
"121",44.560001,45.5,44.32,44.599998,10428700,43.374832
"122",45.470001,47.02,45.439999,46.900002,11999400,45.611653
"123",47.16,48.240002,47.009998,48,9082900,46.681435
"124",47.77,48.990002,47.759998,48.310001,7594400,46.98292
"125",47.790001,48.150002,46.91,47.720001,8973300,46.409127
"126",48.66,48.740002,47.689999,47.75,7076500,46.438302
"127",47.779999,48.48,47.150002,47.889999,6019300,46.574456
"128",48.150002,48.200001,46.459999,47.639999,7562800,46.331323
"129",47.639999,50.060001,47.599998,49.599998,13700400,48.237481
"130",50.259998,50.970001,49.830002,49.869999,9943200,48.500064
"131",49.799999,50.400002,48.77,49.380001,7411100,48.023527
"132",49.290001,49.639999,48.040001,48.18,8410900,46.85649
"133",48.330002,49.400002,48.200001,48.689999,6973000,47.352479
"134",48.549999,49.200001,48.439999,48.869999,6310200,47.527535
"135",48.98,49.830002,48.639999,49.209999,6190500,47.858195
"136",50.009998,51.75,49.889999,51.639999,8734700,50.221443
"137",51.939999,52.310001,50.709999,51.009998,6571100,49.608748
"138",50.369999,50.610001,49.91,50.41,3601600,49.025232
"139",50.43,51.220001,49.75,50.849998,2998000,49.453143
"140",51.130001,51.349998,50.150002,50.150002,3295900,48.772375
"141",50.25,50.32,49.560001,49.779999,3440800,48.412537
"142",49.869999,50.75,49.689999,50.360001,2943500,48.976606
"143",50.290001,50.419998,49.450001,49.860001,2635500,48.490341
"144",50.66,51.709999,50.599998,51.240002,5149200,49.832433
"145",51.5,51.970001,49.77,50.810001,6746700,49.414245
"146",50.77,52.580002,50.700001,52.25,6675000,50.814687
"147",52.52,53.220001,52.310001,52.73,6243400,51.281501
"148",52.639999,53.41,51.66,52.369999,5113400,50.931389
"149",52.419998,53.349998,52.259998,53.240002,4955600,51.777493
"150",53.470001,53.599998,51.77,52.200001,6099100,50.766061
"151",51.959999,52.290001,51.23,51.869999,6655100,50.445124
"152",51.970001,52.200001,51.02,51.400002,4916300,49.988038
"153",51.18,52.799999,51.099998,52.77,4609400,51.320403
"154",52.639999,53.060001,51.810001,53.060001,5184000,51.602437
"155",53.599998,53.610001,51.310001,51.5,7296000,50.085289
"156",51.380001,51.450001,49.02,49.950001,8803200,48.577869
"157",50.330002,51.060001,49.810001,49.970001,8239000,48.59732
"158",50.07,50.830002,48.959999,50.68,7119100,49.287815
"159",50.32,50.419998,48.150002,48.549999,11679100,47.216325
"160",48.900002,50.040001,47.970001,49.970001,9043400,48.59732
"161",50.400002,51.830002,50.400002,51.32,10186500,49.910234
"162",51.380001,51.48,46.16,46.799999,25888700,45.514398
"163",47,47.049999,44.830002,45.369999,16526100,44.12368
"164",46.07,47.299999,46,46.490002,12848400,45.212916
"165",46.439999,48.200001,46.259998,47.970001,11551100,46.65226
"166",48.580002,49.040001,47.549999,47.599998,9800900,46.292421
"167",47.459999,48.139999,47.009998,48.029999,8198100,46.710609
"168",48.259998,48.630001,47.52,47.799999,6883900,46.486928
"169",48.68,50.150002,48.259998,49.799999,12440000,48.431988
"170",49.610001,50.720001,49.360001,50.130001,6692000,48.752924
"171",49.560001,50.900002,49.349998,50.810001,6343100,49.414245
"172",50.5,51.23,50.189999,51.009998,4132100,49.608748
"173",51.25,53.299999,51.25,52.669998,9342700,51.223147
"174",52.68,53.25,50.970001,51.220001,9350300,49.812982
"175",51.5,51.77,50.529999,51.360001,5351600,49.949136
"176",51.220001,52.16,51.099998,51.740002,4490600,50.318698
"177",51.66,51.740002,50.970001,51.380001,4153800,49.968587
"178",50.5,50.889999,48.48,48.849998,7290800,47.508084
"179",49.200001,49.310001,47.02,48.139999,8380700,46.817588
"180",48.209999,49.709999,47.529999,49.02,9281200,47.673416
"181",49.639999,50.529999,48.93,50.18,7405900,48.80155
"182",50.639999,50.889999,49,49.599998,5782300,48.237481
"183",49.470001,49.5,47.549999,47.77,8297200,46.457753
"184",47.52,49.259998,47.41,47.630001,7719700,46.3216
"185",48.450001,48.950001,48.18,48.220001,4945300,46.895392
"186",48.220001,48.369999,47.209999,47.689999,5243500,46.379949
"187",47.849998,48.330002,45.849998,46.880001,10348600,45.592202
"188",46.849998,47.68,46,46.91,4903300,45.621377
"189",46.59,46.689999,45.619999,46.139999,7128800,44.872528
"190",45.360001,45.669998,44.43,44.93,8614700,43.695768
"191",43.529999,45.73,43.529999,45.07,7896600,43.831922
"192",45.290001,46.52,44,44.82,11928700,43.588789
"193",43.330002,44.060001,42.25,43.720001,11996900,42.519008
"194",43.299999,43.700001,41.099998,42.09,15309000,40.933783
"195",42.889999,43.700001,42.299999,43.040001,9525500,41.857687
"196",44.029999,44.099998,42.84,43.310001,8148100,42.120271
"197",44.419998,44.439999,43.560001,44.139999,9647000,42.927469
"198",44.119999,44.240002,43.099998,43.490002,5357100,42.295326
"199",43.290001,43.630001,42.830002,43.459999,5310800,42.266148
"200",44.560001,45.41,44.32,44.689999,9060500,43.462359
"201",45.029999,45.380001,44.619999,45.009998,5929000,43.773569
"202",45.290001,46.099998,45.119999,45.290001,6470700,44.04588
"203",45.290001,45.880001,44.950001,45.860001,4527500,44.600221
"204",46.25,46.25,44.630001,45.41,7135100,44.162582
"205",45.459999,46.43,45.41,46.09,5548300,44.823903
"206",46.490002,46.650002,45.189999,45.509998,5640500,44.259834
"207",45.880001,46.849998,45.709999,46.599998,6091500,45.319891
"208",47.389999,48.34,46.619999,47.639999,7362400,46.331323
"209",48.349998,48.740002,46.82,47.549999,6665200,46.243795
"210",47.599998,48.490002,47.049999,48.060001,6403300,46.739788
"211",48.509998,48.689999,46.540001,46.77,6062800,45.485223
"212",46.869999,47.150002,46.169998,46.43,4356700,45.154563
"213",45.919998,46.369999,45.32,46.009998,5233600,44.746099
"214",46.529999,46.98,46.009998,46.419998,4082700,45.144836
"215",45.98,46.810001,45.52,46.68,4228600,45.397695
"216",46.59,46.990002,46.02,46.779999,4072700,45.494947
"217",46.130001,46.419998,45.099998,46.310001,4795600,45.03786
"218",46.349998,47,45.98,46.889999,3705000,45.601926
"219",47.599998,48.560001,47.5,48.450001,6163500,47.119074
"220",49,49.619999,48.52,48.990002,11046400,47.644241
"221",48.599998,50.830002,47.639999,49.779999,10676500,48.412537
"222",49.84,51,49.57,50.360001,6100000,48.976606
"223",50.599998,51.150002,50.09,50.57,5525000,49.180836
"224",50.349998,50.459999,49.169998,49.389999,4900000,48.033251
"225",49.57,49.639999,48.639999,49.330002,4851700,47.974901
"226",49.790001,49.869999,48.549999,48.689999,4533800,47.352479
"227",48.389999,48.759998,47.25,47.43,5797000,46.127093
"228",47.57,47.84,46.34,47.23,6909400,45.932586
"229",46.93,48.040001,46.779999,47.34,5600000,46.039565
"230",47.98,48.360001,46.91,47.150002,4305800,45.854786
"231",47.709999,47.810001,46.75,47.290001,3356000,45.990939
"232",47.560001,48.099998,47.299999,47.880001,4124500,46.564732
"233",47.830002,48.650002,46.990002,47.459999,6505400,46.156268
"234",47.25,47.580002,46.830002,47.369999,4200000,46.06874
"235",47.450001,47.459999,46.439999,46.490002,4212400,45.212916
"236",47.470001,49.73,47.380001,47.950001,11947100,46.632809
"237",47.450001,47.540001,45.919998,46.34,11417600,45.067035
"238",46.279999,46.639999,45.439999,46.450001,7886500,45.174014
"239",46.560001,46.669998,45.48,46.48,5372700,45.203189
"240",46.52,47.25,46.389999,46.459999,5769100,45.183738
"241",45.32,45.959999,45,45.619999,5200000,44.366812
"242",45.669998,46,44.91,45.07,4243500,43.831922
"243",45,45.630001,44.599998,45.41,3904200,44.162582
"244",45.459999,46.240002,45.279999,45.650002,3816900,44.395991
"245",45.759998,46.23,45.639999,46.040001,3998600,44.775277
"246",46.77,47.619999,46.349998,47.52,7588500,46.214621
"247",47.09,47.09,45.060001,45.110001,8316100,43.870824
"248",45.150002,45.82,44.790001,45.380001,5271900,44.133407
"249",44.619999,44.990002,44.150002,44.259998,4406500,43.044171
"250",44.310001,44.310001,43,43.240002,5287400,42.052194
"251",43.880001,44.200001,43.029999,43.049999,4404300,41.867411
"252",42.84,43.130001,42.27,42.639999,6353500,41.468674
"253",42.75,42.939999,42.32,42.529999,4812200,41.361695
"254",42.57,43.040001,41.599998,42.529999,7253800,41.361695
"255",42.560001,42.759998,41.990002,42.450001,6332900,41.283894
"256",43,43.689999,42.830002,43.200001,6403700,42.013292
"257",42.82,43.779999,42.16,42.18,6792400,41.021311
"258",42.25,43.380001,41.959999,42.240002,7307300,41.079664
"259",42.869999,42.93,40.68,40.939999,8513800,39.815372
"260",40.709999,41.970001,40.689999,41.790001,6657600,40.642025
"261",42.029999,43.349998,41.75,42.860001,6379000,41.682632
"262",42.810001,43.150002,42.459999,42.540001,3788500,41.371422
"263",41.98,43.099998,41.57,42.880001,6837100,41.702083
"264",42.529999,42.59,38.790001,38.939999,21064400,37.870313
"265",39.040001,40.73,38.990002,40.360001,10407500,39.251307
"266",40.369999,40.799999,40,40.77,7249600,39.650044
"267",40.849998,40.959999,40.110001,40.490002,5416000,39.377737
"268",40.560001,41.650002,40.560001,41.5,5737100,40.35999
"269",41.560001,42.919998,41.509998,42.799999,5753300,41.624278
"270",43.599998,43.990002,43.220001,43.450001,6817600,42.256424
"271",43.25,43.5,42.450001,43.009998,5450100,41.828509
"272",43.450001,43.919998,43.009998,43.619999,5030300,42.421753
"273",42.959999,43.439999,42.709999,43.040001,4192400,41.857687
"274",42.549999,42.799999,41.299999,41.77,5791800,40.622574
"275",41.599998,41.73,40.52,41.18,5595600,40.048781
"276",41.529999,42.73,41.169998,41.880001,6345000,40.729553
"277",42.080002,42.75,41,41.16,5670000,40.02933
"278",41.5,41.759998,40.84,41.619999,5087000,40.476693
"279",41.209999,41.43,39.900002,40.5,5915100,39.38746
"280",40.889999,42.25,40.889999,41.98,6010800,40.826804
"281",42.290001,42.369999,41.18,41.470001,6809400,40.330816
"282",41.139999,41.880001,40.439999,41.57,10873300,40.428067
"283",43.990002,46.470001,43.91,45.57,17540000,44.318187
"284",45.119999,45.25,43.759998,43.880001,8959000,42.674613
"285",43.91,44.639999,43.73,43.849998,7146400,42.645434
"286",43.5,43.529999,41.98,42,8972100,40.846255
"287",42.25,42.880001,41.700001,42.259998,6570200,41.099111
"288",41.689999,43.849998,41.59,42.529999,7953800,41.361695
"289",43.139999,43.549999,41.5,42.110001,7222700,40.953234
"290",41.599998,42.150002,40.619999,40.669998,7258200,39.552789
"291",40.970001,42.68,40.060001,42.540001,10368200,41.371422
"292",41.990002,42.419998,39.619999,39.630001,10138200,38.541361
"293",40.360001,40.900002,37.790001,39.32,13574900,38.239875
"294",37.470001,38.529999,35.380001,36.060001,12421900,35.069429
"295",36.75,37.959999,35.459999,37.93,10732900,36.888059
"296",37.139999,38.240002,35.830002,36.509998,12638700,35.507065
"297",36.709999,38.869999,36.369999,38.299999,10963100,37.247894
"298",38.959999,39.110001,37.580002,38.09,7385000,37.043664
"299",38.189999,38.57,37.599998,38.200001,7477700,37.150642
"300",38.18,38.490002,36.509998,37.029999,8260700,36.012781
"301",37.009998,37.599998,35.900002,36.259998,7795500,35.263932
"302",35.040001,35.169998,33.32,33.639999,11694500,32.715905
"303",32.869999,34.049999,32.450001,32.5,8365500,31.607221
"304",33.310001,33.509998,32.240002,32.369999,7756900,31.480791
"305",32.650002,34.400002,32.34,34.349998,7213500,33.4064
"306",34.43,35.43,33.959999,34.919998,7761000,33.960742
"307",35.099998,35.68,33.75,33.889999,6515800,32.959037
"308",33.580002,35.349998,32.599998,34.799999,11595200,33.844039
"309",35.5,37.509998,35.5,37.389999,8728000,36.362892
"310",37.169998,37.580002,36.41,37.09,8108600,36.071134
"311",37.560001,37.759998,36.330002,36.650002,7577700,35.643222
"312",36.630001,37.990002,36.220001,36.27,8334300,35.273659
"313",35.389999,36,34.630001,34.939999,6290600,33.980193
"314",33.59,35.810001,33.389999,35.57,9020300,34.592888
"315",36.209999,37.799999,36.200001,37.630001,7966000,36.596301
"316",37.91,40.279999,37.73,38.52,13773600,37.461852
"317",38.240002,40.450001,38.200001,38.73,14445700,37.666082
"318",38.099998,40.189999,38.099998,40.02,11129600,38.920647
"319",40.02,41.029999,39.900002,40.950001,10956900,39.8251
"320",41.220001,43.400002,41.139999,42.66,18558000,41.488125
"321",42.919998,43.470001,42.330002,43.080002,11765800,41.896589
"322",43.240002,43.34,42.349998,42.779999,8529800,41.604827
"323",42.119999,44.040001,41.810001,43.669998,9642400,42.470378
"324",43.880001,44.220001,42.400002,42.650002,8091400,41.478401
"325",42.869999,44.07,42.5,42.669998,9911000,41.497849
"326",41.099998,41.799999,40.560001,41.419998,10497300,40.282186
"327",41.139999,42.5,40.950001,42.200001,6957200,41.040762
"328",42.200001,42.959999,41.209999,42.869999,9538000,41.692355
"329",43.540001,44.470001,43,43.23,7692500,42.042467
"330",43.349998,43.52,41.73,41.790001,6955000,40.642025
"331",42.610001,42.619999,39.389999,40.619999,9253500,39.504163
"332",40,42.029999,39.52,40.360001,9376900,39.251307
"333",40.02,41,38.580002,38.919998,10119100,37.850861
"334",38.43,40.689999,37.630001,40.650002,12302400,39.533341
"335",40.720001,43.110001,40.639999,42.790001,11495400,41.614555
"336",42.650002,43.959999,42.310001,43.650002,7602200,42.450931
"337",43.77,44.139999,42.459999,43.139999,8099900,41.954939
"338",43.689999,45,43.619999,44.919998,6078500,43.686041
"339",44.75,45.669998,44.130001,44.459999,6721100,43.238678
"340",45.130001,45.400002,44.41,44.450001,6510700,43.228954
"341",44.419998,46.279999,44.369999,45.93,7503100,44.668298
"342",46.57,47.25,45.93,46.790001,5967400,45.504674
"343",46.439999,47.650002,45.779999,45.970001,6151200,44.7072
"344",45.919998,47.259998,44.84,46.91,6770300,45.621377
"345",46.48,46.669998,45,45.18,7473800,43.938901
"346",45.25,47.27,45.02,45.5,13321700,44.25011
"347",48.310001,49.77,47.849998,49.759998,17195500,48.393086
"348",49.68,51.029999,49.59,50.939999,9773700,49.540671
"349",49.93,50.5,49.470001,49.84,8224800,48.47089
"350",50.189999,51,49.360001,50.310001,10080300,48.92798
"351",51.52,52.490002,51.25,52.009998,8209000,50.581278
"352",51.82,53.459999,51.669998,53.380001,8358200,51.913646
"353",51.689999,52.18,50.41,50.669998,8014800,49.278088
"354",49.25,49.349998,48.349998,49.02,9178800,47.673416
"355",49.75,50.150002,48.240002,49.16,6259600,47.809569
"356",49.700001,50.790001,48.400002,50.41,6486800,49.025232
"357",50.32,51.720001,50.040001,51.310001,8430800,49.90051
"358",50.950001,51.950001,50.599998,51.82,4417800,50.396499
"359",52,52.099998,50.84,51.52,5084200,50.10474
"360",50.200001,50.259998,48.700001,49.07,6977700,47.722041
"361",49.73,49.880001,48.27,49.419998,4862200,48.062425
"362",50.049999,51.950001,49.900002,51.66,6477400,50.240894
"363",51.360001,51.959999,50.939999,51.080002,4095900,49.676828
"364",51,51.639999,50.209999,51.299999,5434600,49.890783
"365",50.990002,53.110001,50.73,51.07,8617700,49.667101
"366",50.849998,51,48.099998,49.52,8120800,48.159681
"367",49.880001,50.040001,48.700001,48.720001,5187100,47.381657
"368",48.07,48.189999,46.759998,47.450001,6268200,46.146544
"369",47.259998,48.240002,47.200001,47.810001,4409300,46.496655
"370",47.259998,47.509998,45.650002,45.790001,5677500,44.532144
"371",45.599998,46.68,45.509998,45.560001,2695500,44.308463
"372",47.25,48.02,47.110001,47.740002,4948600,46.428578
"373",47.990002,47.990002,45.959999,46.150002,6729100,44.882256
"374",47.91,49.32,47.810001,49.310001,8616800,47.95545
"375",49.16,50,48.91,49.860001,4866500,48.490341
"376",50.290001,50.860001,49.970001,50.32,5718200,48.937704
"377",51.259998,52.400002,50.619999,50.919998,6493200,49.52122
"378",50.619999,51.389999,50.029999,50.369999,4604400,48.986329
"379",50.130001,50.740002,49.5,50.369999,3934800,48.986329
"380",50,50.900002,49.759998,49.900002,4125500,48.529243
"381",49.889999,50.709999,49.09,50.389999,4443000,49.00578
"382",49.630001,50.130001,49.040001,50.040001,4420300,48.665396
"383",50.580002,51.09,49.549999,49.84,5959200,48.47089
"384",49.549999,49.84,47.48,48.349998,6011100,47.021819
"385",48.849998,49.049999,47.700001,47.950001,3419100,46.632809
"386",48.139999,49.09,47.66,47.91,5014700,46.593907
"387",48.279999,48.48,46.650002,46.900002,4316700,45.611653
"388",47.57,49,47.57,48.84,4428400,47.49836
"389",48.610001,48.799999,47.099998,48.139999,4792400,46.817588
"390",48.57,49.869999,48.529999,49.66,4424300,48.295834
"391",50.119999,50.619999,49.700001,50.52,2796400,49.13221
"392",50.459999,50.66,49.900002,50.099998,1989100,48.723746
"393",50.040001,50.25,49,49.119999,2689400,47.770667
"394",49.23,49.48,48.66,49.43,2296700,48.072153
"395",49.470001,50,49.200001,49.209999,2458800,47.858195
"396",49.099998,49.259998,47.07,47.59,8033800,46.282698
"397",47.5,48.459999,46.970001,48.299999,5051800,46.973193
"398",48.360001,49.189999,48.110001,49.110001,3882500,47.760943
"399",49.919998,50.439999,49.52,49.93,6826800,48.558418
"400",50.259998,50.990002,50,50.830002,4616900,49.433696
"401",51.470001,51.650002,50.439999,50.779999,3062400,49.385067
"402",50.740002,51.169998,50.369999,50.549999,2978800,49.161385
"403",50.860001,51.130001,49.860001,50.48,4386200,49.093308
"404",50.389999,50.400002,49.360001,49.889999,4976300,48.519516
"405",50.349998,51.16,49.68,49.959999,3946100,48.587592
"406",50.34,52.240002,50.18,52.07,7076600,50.639631
"407",52.290001,52.75,51.580002,52.68,5648300,51.232875
"408",52.59,53.080002,52.189999,52.490002,4082900,51.048095
"409",52.32,52.52,50.860001,51.799999,4556500,50.377047
"410",51.669998,51.939999,50.919998,51.189999,6163200,49.783804
"411",52.400002,52.639999,50.720001,52.34,9106300,50.902214
"412",47.799999,48,45.5,46.389999,31028600,45.115661
"413",46.029999,47.150002,45.43,46.700001,9814200,45.417147
"414",46.380001,46.490002,45.599998,46.290001,6198400,45.018409
"415",46.669998,47,45.669998,45.880001,5628900,44.619672
"416",46.360001,46.93,45.900002,46.48,6571800,45.203189
"417",46.540001,46.860001,46.240002,46.540001,3554700,45.261542
"418",47,47.599998,46.720001,47.540001,4817000,46.234072
"419",47.490002,47.610001,46.91,47.560001,3161200,46.253523
"420",47.360001,47.389999,45.610001,45.91,9716000,44.648847
"421",46.060001,47.049999,45.880001,46.84,7566400,45.5533
"422",46.869999,47.490002,46.380001,47.200001,4005900,45.903411
"423",46.630001,47.130001,46.16,46.439999,4675300,45.164287
"424",46.990002,47.130001,45.98,46.630001,4187000,45.34907
"425",46.619999,47.220001,46.599998,46.990002,4755800,45.699181
"426",47.490002,48.560001,47.23,47.68,8252500,46.370225
"427",47.27,48.279999,46.860001,48.23,6820500,46.905116
"428",48.369999,48.639999,47.5,47.790001,5570900,46.477204
"429",47.959999,48.209999,47.290001,47.610001,4273700,46.302149
"430",47.43,47.75,47.200001,47.48,3459900,46.175719
"431",47.369999,48.970001,47,48.849998,5165500,47.508084
"432",48.990002,49.41,48.759998,49.139999,4482300,47.790118
"433",48.599998,49.68,48.400002,49.189999,3311500,47.838744
"434",49.400002,50.09,48.970001,49.77,4754400,48.402813
"435",49.889999,50.860001,49.41,49.48,5108100,48.120778
"436",49.98,50.549999,49.450001,50.529999,5221500,49.141934
"437",50.41,51.41,50.169998,50.91,5384100,49.511496
"438",50.689999,51.279999,50.220001,50.240002,5053800,48.859903
"439",49.66,49.66,48.259998,48.549999,5402800,47.216325
"440",48.799999,49.009998,48.18,48.48,4086100,47.148249
"441",48.970001,49.630001,48.619999,49.220001,3756000,47.867922
"442",49.48,50.75,49.27,50.25,3912400,48.869627
"443",50.119999,50.189999,49.450001,49.849998,2486100,48.480613
"444",50.09,50.810001,49.73,50.73,3279800,49.336441
"445",50.470001,51,49.169998,49.669998,4729600,48.305558
"446",49.779999,50.369999,49.150002,49.700001,3660400,48.334736
"447",49.799999,50.599998,49.799999,50.25,4228400,48.869627
"448",49.990002,50.77,49.799999,50.23,4611300,48.850176
"449",49.799999,50.470001,49.41,49.959999,3927000,48.587592
"450",50.130001,51.799999,49.93,51.290001,6554500,49.881059
"451",50.810001,50.990002,50.110001,50.900002,4185700,49.501773
"452",49.98,50.310001,48.400002,49.400002,9434200,48.042978
"453",49.82,50.549999,49.18,50.52,4626700,49.13221
