"","COST.Open","COST.High","COST.Low","COST.Close","COST.Volume","COST.Adjusted"
"1",57.82,58.060001,57.299999,57.650002,3270300,49.200538
"2",57.18,57.650002,57,57.52,3093000,49.089591
"3",57.639999,57.900002,57.299999,57.52,2510800,49.089591
"4",57.93,59.18,57.919998,59.16,5099900,50.489224
"5",58.470001,58.889999,58.119999,58.34,2876900,49.789407
"6",58.59,58.720001,57.990002,58.580002,2829000,49.994233
"7",58.5,58.73,58.049999,58.209999,3657100,49.67846
"8",58.5,58.700001,57.549999,57.779999,2795600,49.311482
"9",57.990002,58.310001,57.540001,57.610001,2716300,49.1664
"10",57.59,57.68,57.02,57.439999,2541200,49.021314
"11",57.169998,57.450001,56,56.220001,3772600,47.980126
"12",56.169998,56.860001,55.869999,56.439999,4488900,48.167879
"13",56.59,57.200001,56.220001,56.650002,3043600,48.347103
"14",56.18,56.369999,55.389999,55.630001,4298400,47.476599
"15",55.52,55.669998,54.689999,54.830002,4609600,46.793851
"16",54.73,55.16,54.220001,54.900002,5376600,46.853592
"17",55.18,55.18,53.759998,54.23,3385200,46.281788
"18",54.689999,54.709999,53.509998,54,3364700,46.085499
"19",53.759998,54.330002,53.41,54.290001,4813000,46.332996
"20",54.779999,55.790001,54.52,55.709999,7592700,47.544872
"21",56.290001,56.290001,55.599998,56.189999,3895600,47.95452
"22",56.049999,56.43,55.73,55.93,2644600,47.732629
"23",56.150002,56.75,56.150002,56.509998,3207300,48.227619
"24",56.389999,56.400002,55.869999,56.349998,3428200,48.09107
"25",56.369999,56.59,55.849998,56.549999,2949400,48.261758
"26",56.59,56.599998,54.950001,54.98,5020200,46.921865
"27",55.130001,55.290001,54.599998,54.82,3575000,46.785315
"28",54.369999,55.09,54.110001,55.09,6343500,47.015743
"29",55.07,55.099998,53.490002,53.610001,4973800,45.752659
"30",54.09,55.080002,53.84,54.900002,5284100,46.853592
"31",55,56,54.779999,55.950001,4905800,47.749698
"32",55.790001,56,55.450001,55.709999,3494400,47.544872
"33",56.490002,57.360001,56.389999,57.209999,6930000,48.825025
"34",57.220001,57.400002,56.41,56.509998,3077800,48.227619
"35",56.740002,57,55.77,56.209999,3439800,47.971589
"36",55.709999,56.889999,55.709999,56.709999,2973900,48.398307
"37",57.060001,57.34,56.759998,56.84,3588100,48.509255
"38",56.619999,56.91,56.380001,56.549999,3246800,48.261758
"39",56.490002,57.610001,56.240002,57.400002,4364600,49.165409
"40",56.740002,56.740002,55.860001,56.459999,4358300,48.360259
"41",56.25,56.639999,55.759998,56.540001,3030000,48.428784
"42",56.549999,57.490002,56.540001,57.16,2391800,48.959838
"43",56.790001,57.310001,56.630001,56.98,2433600,48.80566
"44",56.509998,56.619999,55.810001,55.869999,2847500,47.8549
"45",55.490002,55.959999,55.369999,55.669998,3269000,47.683592
"46",55.41,55.709999,55.060001,55.310001,2270600,47.37524
"47",55.139999,55.5,55,55.369999,2395400,47.42663
"48",55.509998,56.290001,55.380001,55.830002,2641600,47.820641
"49",55.25,55.990002,54.990002,55.68,2909200,47.692159
"50",55.439999,55.630001,54.610001,55.009998,2946200,47.118275
"51",54.73,55.119999,54.48,55.040001,2896200,47.143974
"52",55.330002,55.650002,54.849998,54.900002,2407500,47.024058
"53",54.52,55.669998,54.049999,55.599998,6658600,47.623634
"54",55.369999,57.400002,55.200001,57.07,5946600,48.882749
"55",57.130001,57.150002,56.150002,56.279999,3854500,48.206082
"56",56.389999,56.529999,55.41,56.189999,4254700,48.128993
"57",56.209999,56.849998,56.07,56.07,2843100,48.026209
"58",55.860001,57.060001,55.740002,56.5,4358700,48.394521
"59",56.93,57.889999,56.759998,57.790001,3966400,49.499459
"60",58.41,58.830002,57.650002,58.59,5011300,50.184691
"61",59.049999,59.049999,58.189999,58.57,2779400,50.167559
"62",58.25,59,58.200001,58.639999,2598500,50.227517
"63",59.369999,59.419998,58.799999,59.209999,3412700,50.715745
"64",59.5,59.509998,58.830002,58.939999,2622900,50.484478
"65",59.299999,59.790001,59.139999,59.540001,2608600,50.998404
"66",59.82,60.23,59.41,60.049999,3107800,51.435239
"67",60,61.209999,59.939999,61.040001,4134800,52.283215
"68",61.040001,61.27,60.91,61.189999,3523100,52.411694
"69",61.16,61.330002,60.82,61.240002,2230600,52.454523
"70",61.5,61.5,60.950001,61.290001,3495800,52.49735
"71",61.509998,61.779999,60.970001,61.279999,3472500,52.488783
"72",61.209999,61.529999,60.860001,61.27,3198500,52.480219
"73",61.52,62.450001,61.52,62.330002,4806500,53.388152
"74",62.049999,62.82,61.880001,62.5,3399200,53.533763
"75",63,64.309998,62.779999,64.050003,4481600,54.861403
"76",63.82,64.139999,63.630001,63.73,4704400,54.587307
"77",63.860001,65.110001,63.689999,65,5453500,55.675113
"78",64.93,65.220001,64.389999,64.669998,3585200,55.392453
"79",64.870003,65,64.07,64.489998,4090300,55.238276
"80",64.919998,65.25,64.5,65.050003,4037200,55.717943
"81",65.059998,65.239998,64.529999,64.559998,4502900,55.298233
"82",65,65,64.330002,64.660004,5698600,55.383893
"83",63,65.459999,62.810001,65.410004,11502200,56.026298
"84",65.220001,65.269997,64.43,65.260002,5048000,55.897815
"85",64.400002,64.949997,63.939999,64.290001,5632000,55.06697
"86",63.389999,64.489998,63.279999,64.32,2584800,55.092666
"87",64.029999,64.089996,63.310001,63.34,4454400,54.253257
"88",63.200001,63.959999,63,63.360001,5006500,54.270388
"89",63.119999,63.860001,62.91,63.18,4214500,54.11621
"90",63.459999,63.77,63.209999,63.700001,4033400,54.561612
"91",63.419998,63.810001,63.130001,63.209999,2417000,54.141905
"92",62.66,63.139999,61.900002,62.209999,3970600,53.285365
"93",62.349998,63.07,62.25,62.610001,2785800,53.627983
"94",62.560001,63.889999,62.540001,63.599998,4190700,54.475956
"95",63.84,64.099998,63.220001,64.029999,2406400,54.844268
"96",64.120003,64.769997,64.010002,64.110001,2764000,54.912793
"97",63.52,64.190002,63.439999,63.68,2826200,54.54448
"98",63.380001,63.380001,62.509998,62.98,3378700,54.119124
"99",63.060001,63.25,62.5,62.799999,2385400,53.964448
"100",62.610001,62.900002,62.52,62.77,2350900,53.93867
"101",63.049999,63.619999,62.779999,63.279999,2790600,54.376915
"102",63.549999,64.18,63.349998,63.720001,2988400,54.755012
"103",63.529999,63.860001,62.709999,63.16,4080900,54.273799
"104",63.889999,65.629997,63.889999,65.480003,5801500,56.267393
"105",65.529999,66.040001,65.230003,65.400002,3039900,56.198647
"106",64.860001,64.870003,64.239998,64.809998,2613500,55.691653
"107",64.699997,64.779999,63.959999,64.220001,2600000,55.184665
"108",64.019997,64.5,63.939999,64.449997,2680800,55.382302
"109",64.099998,65.419998,63.91,65.349998,3798400,56.155679
"110",64.879997,65.699997,64.650002,65.199997,3703200,56.026782
"111",65.449997,65.989998,65.400002,65.480003,2949000,56.267393
"112",65.190002,66.400002,64.57,65.739998,6198600,56.490808
"113",66.019997,67.129997,66.019997,67.019997,5484600,57.59072
"114",67.25,67.489998,66.32,66.410004,3671100,57.066549
"115",66.260002,66.720001,66.120003,66.559998,2710300,57.195439
"116",66.269997,67.339996,66.18,67.260002,2827200,57.796958
"117",66.970001,67.07,66.269997,66.900002,2985800,57.487607
"118",67.169998,68,67.169998,67.540001,2688000,58.037563
"119",67.110001,67.470001,67.029999,67.220001,952900,57.762585
"120",66.900002,67,66.330002,66.970001,2350200,57.547758
"121",66.589996,67.919998,66.510002,67.610001,3305000,58.097714
"122",68.209999,68.800003,68.010002,68.309998,3038100,58.699226
"123",68.519997,69.110001,68.129997,69.010002,3288800,59.300744
"124",68.870003,69.260002,68.239998,68.389999,3092300,58.767972
"125",68.330002,69.410004,68.330002,69.190002,3366000,59.45542
"126",69.699997,70.059998,69.120003,69.639999,5115400,59.842105
"127",69.379997,69.709999,68.529999,69.25,3691400,59.506976
"128",69.699997,71.129997,69.279999,71.019997,6777000,61.027946
"129",70.75,71.279999,70.620003,71.25,3555900,61.225589
"130",71.129997,71.489998,70.529999,70.739998,5797100,60.787341
"131",70.699997,71.540001,70.599998,71.209999,2682500,61.191216
"132",71.010002,71.449997,70.889999,71.050003,3522600,61.05373
"133",71.050003,72.230003,71.010002,72.120003,3449700,61.973188
"134",71.93,72.440002,71.699997,71.839996,6457100,61.732577
"135",71.889999,72.550003,71.760002,72.309998,2631800,62.136452
"136",72.57,72.769997,72.260002,72.32,2200500,62.145047
"137",72.330002,72.540001,72,72.269997,1947900,62.102079
"138",72.160004,72.449997,71.940002,72.239998,1379400,62.076301
"139",71.879997,72.269997,71.720001,72.080002,1155800,61.938815
"140",72.230003,72.870003,72.139999,72.709999,1974500,62.480176
"141",72.889999,73.160004,72.57,72.699997,1526400,62.471581
"142",72.709999,72.970001,72.610001,72.849998,1424800,62.600478
"143",72.690002,72.989998,72.190002,72.209999,1304200,62.050523
"144",72.75,73.449997,72.389999,72.470001,3405500,62.273944
"145",72.529999,72.529999,71.760002,72.330002,3966700,62.153642
"146",71.989998,72.099998,70.900002,70.989998,4270100,61.002168
"147",70.360001,71.25,70.010002,70.650002,3280400,60.710007
"148",70.949997,71.190002,70.449997,70.650002,2342700,60.710007
"149",70.279999,70.599998,70.019997,70.480003,2073200,60.563926
"150",70.550003,71.25,70.32,71.07,2065500,61.070914
"151",71.199997,71.68,71.110001,71.489998,1629900,61.431821
"152",71.32,71.75,71.25,71.599998,1923100,61.526345
"153",71.349998,72.519997,71.209999,72.510002,2454700,62.308317
"154",72.540001,72.910004,72.279999,72.599998,2416600,62.385652
"155",72.379997,72.489998,71.860001,72.07,2310500,61.93022
"156",71.790001,72.93,71.790001,72.360001,2306800,62.17942
"157",72.480003,72.959999,72.339996,72.769997,2182900,62.531732
"158",72.860001,72.889999,72.389999,72.620003,2212600,62.402841
"159",72.510002,72.610001,71.709999,72.459999,2820000,62.265349
"160",72.470001,72.980003,72.220001,72.620003,2093700,62.402841
"161",72.839996,73.699997,72.760002,73.120003,2854500,62.832495
"162",73.330002,73.580002,71.75,71.93,2426000,61.809918
"163",72.239998,72.43,71.610001,71.839996,2309000,61.732577
"164",72.220001,72.629997,71.900002,72.43,1997700,62.239571
"165",72.150002,72.480003,70.540001,70.849998,4454800,60.881865
"166",71.769997,74.239998,71.769997,74.029999,3780100,63.61446
"167",74.120003,74.419998,73.470001,74.129997,1874300,63.70039
"168",73.959999,74.279999,73.620003,74.25,2447000,63.803509
"169",74.230003,74.82,74.120003,74.800003,1771400,64.27613
"170",74.360001,74.769997,74.120003,74.669998,1746000,64.340752
"171",74.440002,74.650002,73.940002,74.550003,1938600,64.237356
"172",74.059998,75.059998,74.059998,75.040001,1678200,64.659571
"173",75.050003,75.110001,74.519997,74.660004,1220000,64.33214
"174",74.349998,74.540001,74.120003,74.330002,1460200,64.047788
"175",74.510002,75.099998,74.400002,74.959999,1435000,64.590636
"176",74.279999,75.010002,74.059998,74.839996,1360100,64.487234
"177",74.82,75.480003,74.300003,75.43,2130900,64.995621
"178",75.110001,75.410004,73.839996,73.889999,2115700,63.668652
"179",73.800003,73.800003,72.410004,72.839996,2783600,62.763898
"180",72.790001,73.529999,72.300003,72.980003,1848000,62.884537
"181",73.25,74.029999,73.239998,73.57,1818100,63.392918
"182",73.93,74.949997,73.849998,74.790001,3306600,64.444154
"183",75.110001,75.389999,73.43,73.620003,3507200,63.436004
"184",73.5,73.769997,70.860001,71.760002,6197500,61.833301
"185",72.25,72.599998,71.620003,72.489998,2985400,62.462315
"186",72.5,72.860001,72.209999,72.809998,2678000,62.738049
"187",72.989998,72.989998,72.029999,72.190002,3105000,62.203819
"188",72.089996,74.059998,72.089996,73.620003,2615800,63.436004
"189",73.480003,74.25,73.080002,74.160004,1926400,63.901306
"190",73.510002,74.18,73.120003,73.379997,2372300,63.229199
"191",73.089996,73.620003,72.540001,72.550003,2068600,62.51402
"192",72.25,72.470001,71.540001,71.839996,2217400,61.90223
"193",70.760002,71.970001,70.660004,71.559998,2542200,61.660964
"194",71.139999,71.190002,69.540001,69.760002,3980200,60.109965
"195",70.459999,70.989998,70.080002,70.459999,2346600,60.71313
"196",71.029999,71.230003,70.150002,70.660004,4766800,60.885468
"197",71.110001,71.190002,70.370003,71.040001,2553200,61.212899
"198",71.059998,71.889999,70.919998,71.550003,1929300,61.652352
"199",71.489998,71.540001,70.400002,70.919998,2494900,61.109497
"200",71.190002,72.330002,71.099998,72.110001,2118700,62.134884
"201",72.239998,72.370003,71.410004,71.459999,2122100,61.574798
"202",71.489998,71.809998,70.989998,71.260002,1328200,61.402467
"203",71.239998,71.949997,70.779999,71.900002,1334600,61.953934
"204",72.269997,72.980003,72.269997,72.809998,1769700,62.738049
"205",72.559998,73.459999,72.080002,73.32,2323500,63.177501
"206",73.160004,74.330002,73.139999,74.25,2474600,63.978853
"207",74.620003,74.879997,73.940002,74.169998,1287100,63.909918
"208",74.349998,75.82,74.349998,74.93,3386300,64.564787
"209",75.309998,75.940002,74.75,74.989998,1980700,64.616485
"210",76.370003,78.459999,76.339996,77.82,5923000,67.055007
"211",77.169998,77.290001,76.209999,76.410004,2933400,65.840059
"212",76.160004,76.620003,75.669998,76.199997,2423900,65.659103
"213",75.75,76.839996,75.739998,76.449997,2108000,65.87452
"214",76.739998,76.739998,75.959999,76.410004,1285900,65.840059
"215",75.959999,76.470001,75.660004,76.339996,1590700,65.779736
"216",76.339996,77.029999,76.239998,76.970001,2137000,66.322591
"217",76,77.059998,76,76.900002,1641500,66.262274
"218",77.080002,77.150002,76.459999,76.709999,1794500,66.098555
"219",77.510002,78.669998,77.400002,78.559998,2477700,67.69264
"220",78.650002,78.959999,78.050003,78.870003,1790700,67.959761
"221",78.639999,78.870003,78.360001,78.660004,1610300,67.778812
"222",78.940002,80,78.349998,79.779999,2800000,68.743876
"223",80.309998,81.290001,80.169998,81.099998,3069400,69.881278
"224",80.93,81.5,80.860001,81.459999,2500000,70.191479
"225",81.18,81.489998,80.540001,80.889999,6513700,69.700328
"226",81.209999,81.279999,80.559998,81.040001,2154800,69.82958
"227",80.919998,81.160004,80.129997,80.510002,2700000,69.372897
"228",80.269997,80.919998,80.110001,80.139999,2187700,69.054077
"229",80.050003,80.919998,79.370003,79.610001,3300000,68.597394
"230",80.440002,80.82,80.07,80.449997,2214700,69.321192
"231",80.470001,81.5,80.330002,81.400002,1519700,70.139781
"232",81.68,82.699997,81.550003,82.230003,2069300,70.854967
"233",82.029999,82.269997,81.190002,81.699997,1600000,70.604343
"234",81.730003,83.400002,81.489998,83.32,2500000,72.004334
"235",83.269997,83.589996,82.57,82.720001,2215700,71.485821
"236",82.550003,82.650002,82.099998,82.309998,1768100,71.1315
"237",82.169998,82.879997,82.050003,82.709999,1538300,71.477177
"238",82.629997,83.370003,82.050003,83.239998,1630900,71.935197
"239",83.339996,83.900002,83.099998,83.860001,1137300,72.470997
"240",83.769997,83.949997,82.309998,83.400002,2223400,72.073471
"241",82.620003,83.279999,82.279999,82.639999,2400000,71.416684
"242",82.970001,82.970001,81.269997,81.349998,3623100,70.301878
"243",80.330002,80.769997,79.139999,80.32,5232000,69.411763
"244",80.059998,80.919998,79.610001,80.809998,2353600,69.835214
"245",80.93,81.809998,80.809998,81.529999,1736000,70.457433
"246",81.940002,82.5,81.660004,82.480003,2230300,71.278417
"247",82.339996,82.510002,80.139999,80.209999,2708800,69.316702
"248",80.830002,80.860001,78.970001,79,4003400,68.271032
"249",78.599998,78.849998,77.760002,77.809998,3377400,67.242644
"250",77.550003,78.150002,77.309998,77.690002,2496700,67.138945
"251",78.080002,78.949997,77.830002,78.360001,2467000,67.717951
"252",78.370003,79.660004,78.25,78.93,2517700,68.210539
"253",79,79.699997,78.639999,79.029999,1843700,68.296957
"254",79.099998,79.279999,78.230003,78.300003,2121900,67.666102
"255",78.18,79.019997,78.050003,78.449997,1381100,67.795725
"256",79.139999,79.419998,78.800003,79.239998,1746900,68.478436
"257",78.550003,78.959999,77.739998,77.93,1765800,67.346349
"258",77.879997,78.910004,77.75,78.849998,2191800,68.141402
"259",79.980003,80.660004,79.230003,79.629997,4217400,68.81547
"260",79.709999,81.300003,79.639999,81.25,2178600,70.21546
"261",81.389999,81.440002,80.540001,81.389999,2242000,70.336446
"262",81.099998,81.360001,80.5,80.519997,1545700,69.584598
"263",79.75,80.589996,79.32,80.400002,2315900,69.4809
