"","COST.Open","COST.High","COST.Low","COST.Close","COST.Volume","COST.Adjusted"
"264",81.129997,81.129997,79.129997,79.129997,2462600,68.383375
"265",78.949997,80.059998,78.919998,79.849998,1841200,69.005593
"266",79.989998,80.169998,79.629997,79.989998,1786600,69.126579
"267",80.199997,80.68,79.879997,80.029999,2262000,69.161147
"268",80.269997,81.339996,79.980003,81.239998,2410500,70.206817
"269",81.5,81.699997,81.040001,81.540001,2087500,70.466076
"270",81.690002,81.949997,80.970001,81.290001,1860800,70.250029
"271",81.370003,82.940002,81.370003,82.639999,2155600,71.416684
"272",83.199997,83.449997,81.610001,82.059998,3197400,70.915452
"273",81.589996,82,80.910004,81.410004,1992300,70.353734
"274",80.68,81.080002,80.440002,80.68,1590300,69.722872
"275",80.889999,81.760002,80.650002,80.709999,1725100,69.748797
"276",80.989998,81.559998,80.309998,80.839996,1448500,69.861139
"277",80.870003,81.470001,80.129997,80.330002,1558500,69.420407
"278",80.360001,80.57,79.400002,79.860001,2212200,69.014236
"279",79.529999,79.809998,78.809998,79.110001,1486900,68.366094
"280",79.760002,80.949997,79.699997,80.809998,1839400,69.835214
"281",80.82,80.879997,79.849998,80.690002,1562400,69.731516
"282",80.870003,82.120003,80.669998,81.519997,1729600,70.448789
"283",81.669998,81.830002,81.150002,81.669998,991500,70.578419
"284",81.199997,81.589996,81.059998,81.160004,1174200,70.137686
"285",80.959999,81.57,80.419998,80.550003,1127100,69.61053
"286",80.059998,80.290001,78.330002,78.389999,2309200,67.743876
"287",78.389999,79.32,78.25,78.330002,1985600,67.692026
"288",77.5,78.919998,77.190002,78.25,2434000,67.622889
"289",79.32,79.349998,77.059998,77.709999,2554400,67.156226
"290",77.300003,77.75,75.769997,75.830002,3445100,65.531551
"291",75.93,77.300003,75.110001,77.080002,3809400,66.823284
"292",76.110001,78.279999,75.800003,76.510002,5799000,66.329131
"293",77.449997,77.529999,74.779999,76.739998,3586500,66.528523
"294",75.599998,76.470001,70.459999,70.620003,8417500,61.22289
"295",71.620003,74.660004,70.709999,74.660004,5714800,64.725305
"296",72.970001,73.139999,70.220001,70.389999,4918600,61.023492
"297",70.599998,73.389999,70.309998,72.610001,4324100,62.948087
"298",73.019997,73.410004,71.699997,72.790001,3012700,63.104135
"299",73.169998,74.080002,72.68,74.080002,2615200,64.222481
"300",73.93,75.610001,73.370003,75.139999,2847500,65.141429
"301",75.620003,77.400002,75.330002,76.120003,3584500,65.991028
"302",74.519997,75.379997,72.459999,74.360001,4974400,64.465222
"303",73.400002,75.489998,73.400002,74.360001,3734400,64.465222
"304",75.970001,75.989998,73.730003,74.419998,2455700,64.517236
"305",74.589996,76.830002,74.160004,76.220001,3399300,66.07772
"306",76.220001,77.529999,75.75,77.489998,2488100,67.178723
"307",77.769997,78.519997,75.769997,75.860001,2077600,65.765623
"308",75.779999,77.669998,75.050003,77.209999,2177700,66.935983
"309",77.860001,78.110001,77.379997,77.790001,2613600,67.438806
"310",77.599998,78.540001,77.220001,78.07,2241100,67.681547
"311",78.239998,79.040001,78.019997,78.540001,2693400,68.089007
"312",78.980003,80.910004,78.779999,79.480003,3998300,68.903927
"313",78.230003,79.68,78.080002,78.559998,2459300,68.106342
"314",77.029999,78.529999,76.589996,78.400002,2242600,67.967636
"315",79.269997,80.610001,78.879997,80.610001,2038400,69.88356
"316",80.290001,81.470001,80.169998,80.760002,2340900,70.013601
"317",79.949997,80.080002,78.5,78.900002,2494400,68.401103
"318",78.029999,79.879997,78.019997,79.720001,2215800,69.111989
"319",80.07,80.790001,79.300003,80.709999,2353600,69.970252
"320",80.940002,82.519997,79.93,81.900002,2738300,71.001906
"321",82.889999,83.290001,82.099998,83.010002,2440300,71.964203
"322",83.260002,84.959999,82.959999,84.239998,4399100,73.030528
"323",83.540001,85.339996,83.419998,85.029999,2567700,73.715407
"324",85.150002,86.339996,84.699997,85.07,3318300,73.750085
"325",85.07,86.18,84.389999,84.43,2639000,73.195248
"326",82.730003,83.779999,81.730003,83.18,4549800,72.11158
"327",82.699997,83.900002,82.470001,83.370003,2827400,72.2763
"328",83.800003,84.75,83.360001,84.449997,3125000,73.212584
"329",85.610001,85.940002,83.949997,84.330002,2494200,73.108556
"330",84.589996,85.300003,83.769997,83.790001,2141000,72.640411
"331",84.980003,85.269997,81.989998,82.980003,2434200,71.938196
"332",82.379997,83.68,82.019997,82.129997,2764100,71.201297
"333",81.720001,83.220001,81.18,81.629997,3235000,70.76783
"334",80.669998,81.779999,78.610001,81.650002,4717800,70.785172
"335",80.989998,81.779999,78.620003,80.25,5043100,69.571463
"336",79.809998,80,78.410004,79.199997,4214800,68.66118
"337",79.309998,79.690002,78.720001,79.019997,3353600,68.505131
"338",80,81.32,79.849998,81.230003,2324400,70.421062
"339",80.980003,81.059998,80.25,80.900002,1983800,70.134972
"340",81.510002,82.5,81.209999,81.419998,2454000,70.585775
"341",81.440002,81.949997,81.279999,81.669998,1839100,70.802508
"342",82.07,82.809998,81.190002,81.769997,2227700,70.8892
"343",81.57,82.529999,81.540001,82.360001,2278000,71.400695
"344",82.349998,85,82.190002,84.57,3544500,73.316618
"345",84.389999,84.989998,84.169998,84.379997,2704000,73.151899
"346",84.379997,85.349998,83.779999,84.260002,2419600,73.047871
"347",84.769997,85.300003,84.32,85.300003,2957200,73.949483
"348",84.830002,85.18,84.160004,84.480003,3025600,73.238597
"349",83.449997,84.5,83.050003,83.230003,2193000,72.15493
"350",83.410004,84.129997,82.110001,83.730003,2421100,72.588397
"351",85,86.139999,84.059998,85.220001,3728300,73.880127
"352",84.650002,85.18,84.260002,84.93,1904900,73.628715
"353",84.550003,85.300003,83.25,83.25,3073100,72.172266
"354",82.370003,84.239998,81.989998,83.349998,2790400,72.258958
"355",84.040001,84.769997,83.559998,84.43,2620900,73.195248
"356",83.889999,84.760002,82.879997,84.699997,2623300,73.429317
"357",84.519997,84.68,83.5,83.809998,2097100,72.657747
"358",83.690002,84.290001,83.209999,84.160004,2055200,72.961179
"359",84.139999,85.029999,83.339996,85,2499400,73.900142
"360",83.57,84.040001,82.769997,83.410004,2850300,72.517778
"361",84.019997,84.120003,82.449997,82.720001,2502500,71.91788
"362",83.349998,83.709999,82.68,83.040001,2500700,72.196092
"363",82.739998,83.989998,82.720001,83.449997,1539500,72.552549
"364",83.410004,84.730003,83.150002,84.480003,1724100,73.44805
"365",83.940002,84.360001,82.860001,82.940002,2459300,72.109152
"366",82.639999,83.169998,81.190002,81.980003,2312000,71.274516
"367",82.059998,82.239998,81.440002,81.720001,2355900,71.048467
"368",81.220001,81.809998,80.790001,81.290001,1872400,70.674619
"369",81.220001,82.110001,81.050003,81.809998,1635300,71.126711
"370",81.290001,81.629997,80.410004,80.760002,2183600,70.213831
"371",80.349998,81.629997,80.300003,80.82,826800,70.265994
"372",82.760002,82.82,81.739998,82.230003,2005400,71.49187
"373",82.639999,83.660004,82.010002,83.510002,1917300,72.604718
"374",84.93,85.82,84.5,85.300003,3558500,74.160969
"375",85,87.68,84.959999,87.089996,3572400,75.717213
"376",87.650002,88.68,86.620003,86.730003,2616600,75.40423
"377",87.790001,88.190002,86.650002,87.199997,1818900,75.812849
"378",87.559998,88.400002,86.93,88.059998,2350500,76.560545
"379",87.690002,87.980003,86.190002,87.470001,2715800,76.047594
"380",84.870003,86.949997,84,85.760002,4377800,74.560898
"381",84.68,85.300003,84.129997,84.370003,3893100,73.352414
"382",84.099998,84.599998,83.519997,84.150002,2535900,73.161142
"383",84.599998,84.709999,83.379997,83.629997,2491200,72.709043
"384",83.57,83.919998,82.75,82.75,1891000,71.943962
"385",83.099998,83.330002,82.5,82.57,1912000,71.787467
"386",83.07,83.629997,82.32,82.57,3874600,71.787467
"387",82.800003,83.379997,81.849998,82.059998,2236700,71.344064
"388",83.150002,83.910004,82.910004,83.639999,2909500,72.717739
"389",83.589996,84.410004,82.959999,83.790001,2642200,72.848153
"390",83.949997,84,83.190002,83.769997,1677900,72.830761
"391",83.690002,84.699997,83.529999,84.660004,1043100,73.604545
"392",84.5,84.75,83.860001,84.580002,986700,73.53499
"393",84.580002,84.660004,84.029999,84.18,1142900,73.187223
"394",84.199997,84.400002,83.599998,84.339996,1021300,73.326326
"395",84.120003,84.339996,83.279999,83.32,1235500,72.439527
"396",84.279999,85.080002,84.160004,84.599998,2339500,73.552375
"397",84.669998,84.949997,84.010002,84.07,2260200,73.091587
"398",83.57,83.639999,82.099998,83.260002,3590500,72.387364
"399",83.169998,83.169998,81.120003,81.129997,3397400,70.53551
"400",80.339996,81,78.809998,79.010002,4798300,68.692357
"401",79.370003,79.720001,79.129997,79.150002,3647500,68.814075
"402",79.32,80.160004,78.980003,79.989998,2415500,69.544379
"403",80.190002,80.470001,79.769997,79.949997,2502900,69.509602
"404",79.870003,80.790001,79.290001,80.610001,2658200,70.083418
"405",81.239998,81.75,80.610001,81.419998,2747800,70.78764
"406",81.290001,81.760002,80.589996,81.760002,2418100,71.083244
"407",81.699997,81.75,81.110001,81.209999,1994100,70.605064
"408",81.300003,81.68,80.889999,81.410004,2304400,70.778951
"409",81.300003,82,81.220001,81.639999,1916800,70.978912
"410",81.260002,81.879997,81.150002,81.730003,1642900,71.057163
"411",81.389999,82.800003,81.230003,82.720001,2558300,71.91788
"412",82.830002,83.080002,81.800003,82.059998,1952500,71.344064
"413",82.129997,82.440002,81.379997,81.620003,2312100,70.961527
"414",81.199997,81.669998,81,81.440002,1973300,70.805032
"415",81.769997,82.300003,81.120003,82.269997,1844900,71.52664
"416",82.919998,83.940002,82.779999,83.220001,3036300,72.352587
"417",83.760002,85.889999,83.760002,85.510002,4697900,74.343545
"418",86.110001,86.18,84.970001,85.360001,2347900,74.213131
"419",84.669998,85.199997,84.650002,85.040001,1379000,73.934919
"420",84.660004,85,84.379997,84.559998,1574900,73.517598
"421",84.449997,84.589996,83.849998,84.279999,1662600,73.482723
"422",84.269997,84.599998,84.07,84.529999,1317300,73.700695
"423",84.120003,84.309998,83.68,84.199997,1689300,73.41297
"424",84.550003,84.610001,83.239998,83.870003,1556200,73.125252
"425",83.470001,84.099998,83.300003,84.099998,1186000,73.325783
"426",84.480003,84.519997,83.040001,83.239998,1570300,72.575959
"427",83.510002,84.050003,83.510002,84.050003,1771900,73.282193
"428",83.940002,84.510002,83.800003,84.470001,1966300,73.648384
"429",84.599998,84.690002,83.650002,84.260002,2345800,73.465288
"430",84.349998,84.739998,83.720001,84.309998,1955300,73.508879
"431",84.309998,84.959999,83.800003,84.769997,1996900,73.909946
"432",84.989998,84.989998,84.050003,84.400002,1262000,73.587352
"433",84.169998,85.25,84.010002,85.089996,2344500,74.18895
"434",85.029999,85.860001,84.580002,85.269997,3529700,74.34589
"435",86.190002,87.199997,85.730003,86.059998,5345100,75.034683
"436",86.540001,86.790001,85.690002,86.160004,3051100,75.121877
"437",85.709999,86.300003,85.709999,86.230003,1956300,75.182909
"438",86,87.669998,85.830002,87.629997,3040500,76.403547
"439",87.110001,87.949997,86.949997,87.580002,3181300,76.359956
"440",87.900002,87.93,87.199997,87.889999,2173900,76.630239
"441",88.010002,88.5,87.839996,88.300003,1614200,76.987717
"442",88.470001,89.519997,88.379997,89.339996,1724100,77.894474
"443",89.279999,89.720001,89.059998,89.43,1354700,77.972948
"444",89.779999,90,89.290001,89.980003,1735400,78.452489
"445",89.470001,90.959999,89.459999,90.900002,2066800,79.254624
"446",90.82,91.599998,90.269997,91.459999,1834300,79.742879
