"","BCR.Open","BCR.High","BCR.Low","BCR.Close","BCR.Volume","BCR.Adjusted"
"40",81.099998,81.099998,80.57,80.93,433800,78.235245
"41",80.370003,80.800003,79.330002,80.699997,500500,78.0129
"42",80.980003,81.139999,80.400002,80.800003,609700,78.109576
"43",80.199997,81.18,79.989998,81.010002,482000,78.312583
"44",80.139999,80.139999,79.139999,79.400002,585000,76.756191
"45",78.599998,80.029999,78.599998,79.650002,533300,76.997867
"46",79.510002,80.230003,79.120003,79.919998,458300,77.258873
"47",79.529999,79.669998,78.800003,79.440002,494500,76.79486
"48",79.910004,81.029999,79.849998,80.769997,493500,78.080569
"49",80.620003,81.339996,80.040001,80.769997,407400,78.080569
"50",80.449997,80.529999,78.940002,79.220001,520900,76.582184
"51",78.68,79.150002,77.970001,78.82,695700,76.195502
"52",79.010002,79.68,78.43,78.43,398100,75.818488
"53",77.769997,77.769997,76,76.580002,1464200,74.03009
"54",76.129997,77.639999,75.989998,77.040001,769000,74.474772
"55",77.139999,77.650002,76.459999,76.540001,772900,73.991421
"56",76.870003,78,76.019997,77.980003,724400,75.383475
"57",77.610001,78.040001,77.18,77.18,557800,74.61011
"58",77.120003,77.18,76.419998,76.830002,762800,74.271766
"59",77.360001,78.360001,77.25,77.970001,570800,75.373806
"60",78.239998,78.709999,77.800003,78.610001,598600,75.992495
"61",78.900002,79.370003,77.860001,78.290001,651000,75.683151
"62",77.849998,78.150002,77.110001,77.730003,497400,75.141799
"63",77.419998,77.75,76.550003,77.389999,973700,74.813117
"64",78.129997,78.150002,77.110001,77.440002,750100,74.861455
"65",76.489998,77.470001,75.879997,77.309998,852100,74.735779
"66",77.610001,77.620003,76.190002,76.769997,1081000,74.213758
"67",76.559998,77.75,76.540001,77.449997,699600,74.871117
"68",77.220001,79.949997,77.220001,79.940002,1300100,77.278211
"69",79.239998,80.559998,79.040001,80.529999,1152100,77.848562
"70",80.889999,81.25,80.099998,80.199997,1121600,77.529549
"71",80.470001,81.040001,80.339996,80.93,677600,78.235245
"72",80.839996,80.839996,80.160004,80.480003,657400,77.800232
"73",80.629997,80.980003,79.860001,80.110001,634900,77.442549
"74",79.68,80.010002,78.720001,78.75,834000,76.127833
"75",79.300003,79.949997,79.139999,79.839996,945000,77.181535
"76",79.849998,80.059998,79.269997,79.959999,530800,77.297542
"77",79.959999,81.599998,79.68,81.559998,797400,78.844265
"78",81.589996,81.989998,81.160004,81.519997,586200,78.805596
"79",81.699997,82.199997,80.940002,81.43,692900,78.718596
"80",81.879997,82.489998,81.110001,81.760002,661800,79.03761
"81",81.489998,81.940002,80.82,81.449997,598600,78.737927
"82",82.089996,83.379997,82.089996,83.199997,699800,80.429657
"83",83.25,83.599998,82.870003,82.949997,759400,80.187981
"84",83,83,81.830002,82.400002,690000,79.656299
"85",82.57,83.150002,82.269997,82.980003,435000,80.216988
"86",82.860001,83.559998,82.790001,83.559998,392500,80.77767
"87",83.089996,83.779999,82.879997,83.529999,511600,80.74867
"88",83.720001,83.949997,83.5,83.580002,7e+05,80.797008
"89",83.620003,83.910004,83.120003,83.620003,455000,80.835677
"90",84.07,84.760002,83.650002,84.370003,740300,81.560704
"91",84.470001,85.239998,84.389999,85.160004,439400,82.3244
"92",84.489998,84.830002,83.349998,83.839996,1042900,81.048346
"93",84.150002,85.300003,84.040001,84.699997,600800,81.879711
"94",85,85.480003,84.559998,85.139999,910500,82.480344
"95",84.150002,85.550003,81.970001,83.010002,1617200,80.416885
"96",83.57,84.290001,83.43,83.470001,594200,80.862514
"97",83.18,83.860001,82.400002,83.809998,710700,81.191889
"98",83.190002,83.589996,82.580002,83.480003,532500,80.872204
"99",83.889999,83.989998,82.790001,83.25,387400,80.649385
"100",83.080002,83.220001,82.510002,83.120003,356500,80.523449
"101",83.32,83.709999,82.919998,83.540001,363800,80.930327
"102",83.959999,84.150002,83.75,84.019997,480900,81.395328
"103",84.269997,84.529999,83.709999,84.470001,389200,81.831275
"104",84.970001,85.5,84.760002,85.489998,428100,82.819409
"105",85.5,85.5,84.489998,85,466300,82.344718
"106",84.889999,85.110001,84.519997,84.75,329200,82.102527
"107",84.959999,86.559998,84.959999,85.93,967300,83.245666
"108",85.82,86.32,85.389999,86.18,407500,83.487856
"109",85.809998,86.290001,85.43,85.870003,380900,83.187543
"110",85.440002,85.57,84.970001,85.470001,370700,82.800037
"111",85.660004,85.830002,84.980003,85.07,364600,82.412531
"112",84.720001,84.949997,83.769997,84.400002,477900,81.763462
"113",84.459999,84.93,84.050003,84.25,371400,81.618147
"114",84.860001,85.389999,84.410004,84.690002,407300,82.044404
"115",85.010002,85.010002,84.230003,84.739998,663100,82.092838
"116",84.660004,85.300003,84.120003,85.269997,375900,82.60628
"117",84.709999,85.139999,84.300003,84.849998,491400,82.199402
"118",85.059998,85.660004,85.059998,85.230003,392800,82.567536
"119",84.889999,85.279999,84.709999,85.010002,148300,82.354407
"120",84.480003,85.290001,84.080002,85.040001,585300,82.383469
"121",84.330002,85.18,84.279999,84.849998,579700,82.199402
"122",85.540001,86.510002,85.400002,85.959999,656200,83.274728
"123",85.900002,86.800003,85.900002,86.330002,867600,83.633172
"124",86.199997,86.57,85.910004,86.330002,372400,83.633172
"125",86.169998,86.480003,85.849998,86.050003,234700,83.36192
"126",86.959999,86.959999,85.910004,86,409800,83.313479
"127",85.940002,86.589996,85.699997,85.839996,351800,83.158474
"128",86.029999,86.300003,85.690002,85.730003,322500,83.051917
"129",85.900002,86.599998,85.769997,86.540001,559900,83.836611
"130",86.599998,86.599998,85.830002,86.050003,743000,83.36192
"131",87.5,91.089996,87.43,89.57,2124500,86.771957
"132",89.379997,91.730003,89.269997,91.339996,1309400,88.486661
"133",91.290001,94.919998,91.199997,94.790001,1709700,91.828893
"134",94.550003,95.720001,93.480003,95.720001,1383400,92.729841
"135",95.389999,95.389999,93.559998,93.959999,749700,91.024819
"136",94.080002,94.080002,93.050003,93.540001,496800,90.617941
"137",93.459999,93.610001,93.18,93.300003,562200,90.38544
"138",93.379997,93.690002,93.129997,93.339996,334800,90.424184
"139",93.620003,93.620003,93.099998,93.150002,340100,90.240124
"140",93.230003,93.510002,92.93,93.080002,382600,90.172311
"141",93.169998,93.489998,92.699997,92.699997,461000,89.804177
"142",92.550003,93.019997,92.169998,92.519997,468400,89.6298
"143",92.32,92.709999,91.730003,91.769997,355700,88.903229
"144",91.900002,92.620003,90.989998,92.25,855600,89.368238
"145",92.290001,92.290001,91.260002,91.980003,803000,89.106675
"146",91.849998,92.25,91.480003,91.989998,563300,89.116358
"147",92,92.589996,91.599998,91.959999,617700,89.087296
"148",92.18,92.699997,90.82,90.919998,618500,88.079783
"149",90.220001,91.290001,90.110001,91.050003,617000,88.205727
"150",91.120003,91.459999,90.800003,91,600900,88.157286
"151",91.300003,91.949997,90.970001,91.68,402200,88.816044
"152",91.599998,92.269997,91.599998,91.660004,411100,88.796672
"153",91.410004,91.720001,91.010002,91.25,605300,88.399476
"154",91.290001,93,91.290001,92.940002,787500,90.036685
"155",92.779999,93.040001,92.190002,93.019997,923500,90.114181
"156",92.769997,94.190002,92.769997,93.110001,868300,90.376258
"157",93.379997,93.419998,92.800003,92.949997,460300,90.220952
"158",92.309998,93.220001,92.110001,92.32,496100,89.609452
"159",92.32,93.139999,92.160004,93,401500,90.269487
"160",93.199997,93.989998,93.190002,93.57,408800,90.822751
"161",93.690002,94.269997,93.190002,93.970001,407500,91.211009
"162",94,94,92.669998,93.059998,504400,90.327723
"163",93.07,94.440002,92.75,94.349998,778300,91.579849
"164",94.949997,94.980003,92.93,93.760002,948400,91.007175
"165",93.580002,93.860001,92.760002,93.269997,683200,90.531557
"166",93.080002,93.489998,92.620003,93.25,607000,90.512147
"167",93.489998,93.489998,92.870003,93.32,374900,90.580091
"168",93.440002,94.57,93.440002,94.339996,486400,91.570141
"169",94.300003,94.379997,93.370003,93.75,830100,90.997467
"170",93.690002,94.43,93.489998,94.339996,469800,91.570141
"171",94.25,96.120003,94.230003,96.099998,953200,93.278469
"172",95.650002,98.089996,95.650002,97.75,882600,94.880025
"173",97.519997,98.68,97.459999,98.110001,533400,95.229456
"174",97.760002,98.080002,97.379997,97.82,494600,94.94797
"175",97.790001,98.019997,97.260002,97.769997,620900,94.899435
"176",97.769997,98.279999,97.080002,98.120003,455500,95.239165
"177",98.269997,99,97.809998,98.709999,1167300,95.811839
"178",97.389999,97.889999,95.739998,96.980003,836700,94.132636
"179",96.82,97.139999,95.760002,96,591100,93.181406
"180",96.150002,96.93,95.849998,96.260002,724200,93.433774
"181",96.559998,97.349998,96.099998,97.260002,495800,94.404414
"182",97.099998,97.779999,95.620003,97.760002,627900,94.889734
"183",97.639999,98.150002,96.309998,96.349998,644300,93.521128
"184",96.110001,96.75,95.559998,96.110001,464600,93.288177
"185",96.839996,97.959999,96.410004,97.730003,670200,94.860616
"186",97.489998,97.919998,95.93,97.220001,743600,94.365588
"187",97.089996,97.43,95.480003,96.099998,777400,93.278469
"188",96.440002,97.160004,96.120003,96.900002,701400,94.054983
"189",96.860001,97.690002,96.75,97.150002,1473000,94.297643
"190",96.519997,96.519997,95.389999,95.629997,836600,92.822267
"191",95.639999,96.209999,94.82,95.75,614400,92.938746
"192",95.360001,95.879997,94.660004,95.580002,792000,92.773739
"193",94.110001,95.379997,93.839996,95.129997,1233900,92.336947
"194",94.559998,95.209999,93.480003,94.449997,1218400,91.676912
"195",95.360001,95.730003,94.559998,94.870003,638700,92.084586
"196",95.559998,96.290001,94.919998,95.260002,919800,92.463135
"197",95.809998,96.489998,95.559998,95.739998,667200,92.929038
"198",95.940002,96.300003,95.279999,95.849998,713200,93.035809
"199",95.550003,96.379997,94.949997,96.25,652800,93.424066
"200",96.5,97.099998,95.93,97.059998,800400,94.210282
"201",97.480003,98,97.160004,97.449997,441500,94.588831
"202",97.550003,97.730003,96.489998,96.900002,948500,94.054983
"203",97.290001,97.529999,96.779999,97.389999,505300,94.530595
"204",97.650002,98.650002,97.5,98.540001,497100,95.646832
"205",98.540001,99.400002,98.330002,99.360001,1186900,96.442756
"206",99.400002,100.879997,98.5,100.879997,940200,97.918125
"207",100.910004,101.25,100.400002,100.470001,493000,97.520166
"208",100.110001,100.580002,99.959999,100.139999,368800,97.199854
"209",100.43,101.050003,100.379997,100.879997,283900,97.918125
"210",99.669998,101.150002,99,100.690002,575600,97.733708
"211",100.82,101.110001,99.720001,99.879997,488900,96.947485
"212",100.129997,100.790001,99.879997,100.360001,625500,97.413395
"213",100.220001,100.779999,100.169998,100.5,445200,97.549284
"214",100.68,101.040001,100.370003,100.559998,336200,97.60752
"215",100.309998,101.510002,100.099998,101.239998,554200,98.267556
"216",101.480003,102.389999,101.480003,102.050003,661400,99.053779
"217",101.199997,101.889999,101.029999,101.629997,663700,98.646105
"218",101.610001,102.220001,101.440002,102.169998,481800,99.170251
"219",103.019997,103.449997,102.709999,103.07,441100,100.043828
"220",103.099998,104.900002,103.029999,104.43,1172000,101.363899
"221",103.849998,103.849998,102,102.949997,748200,99.927349
"222",103.330002,103.370003,102.279999,103.199997,639500,100.170009
"223",103.230003,104.370003,103.019997,104.25,643200,101.189183
"224",103.879997,106.230003,103.540001,105.959999,874800,103.026864
"225",106.230003,107,105.970001,106.75,769000,103.794997
"226",107,108.360001,106.959999,107.580002,793400,104.602023
"227",107.599998,108,107.019997,107.93,577900,104.942333
"228",107.519997,107.900002,106.150002,106.269997,863000,103.328281
"229",106.010002,107.150002,105.639999,106.419998,582700,103.47413
"230",107.269997,107.459999,106.32,106.639999,482500,103.688041
"231",106.57,107.5,106.459999,107.360001,388700,104.388112
"232",107.5,109.5,107.459999,109.349998,737700,106.323023
"233",109.379997,109.900002,108.279999,108.82,588500,105.807696
"234",108.650002,109.93,108,109.540001,599000,106.507766
"235",109.360001,109.989998,108.75,109.559998,346100,106.527209
"236",109.120003,110,108.989998,109.339996,363600,106.313298
"237",109.160004,110.860001,108.75,110.639999,697000,107.577315
"238",110.43,113.110001,110.43,112.910004,1028000,109.784482
"239",113.099998,113.129997,111.209999,112.120003,839300,109.01635
"240",111.980003,112.279999,110.080002,111.620003,638000,108.53019
"241",110.620003,110.699997,109.879997,110.32,638800,107.266173
"242",110.440002,110.620003,109.919998,110.43,499700,107.373129
"243",110.040001,110.599998,109.459999,110.580002,883500,107.518978
"244",109.839996,110.82,109.230003,110.650002,620700,107.58704
"245",110.650002,110.970001,110.440002,110.889999,763800,107.820395
"246",111.529999,111.849998,110.68,111.779999,2160300,108.685757
"247",111.190002,111.599998,110.339996,110.43,591200,107.373129
"248",110.309998,110.330002,109.169998,110.080002,529900,107.032819
"249",109.029999,109.239998,108.18,108.290001,826000,105.292368
"250",108.110001,108.540001,107.769997,107.93,485400,104.942333
"251",108.260002,108.82,107.629997,108.32,596700,105.321536
"252",108.239998,108.910004,107.93,108.489998,520200,105.486829
"253",109.260002,111,108.639999,110.489998,556500,107.431466
"254",110.099998,110.150002,108.720001,108.980003,681400,105.96327
"255",108.980003,109.489998,108.739998,108.919998,483400,105.904926
"256",109.949997,110.739998,109.720001,110.529999,431700,107.470359
"257",109.709999,110.449997,108.300003,108.75,592300,105.739634
"258",108.889999,109.160004,108.169998,108.669998,560500,105.661846
"259",109.400002,109.839996,108.529999,108.669998,736700,105.661846
"260",108.639999,109.410004,108.419998,109.139999,548900,106.118837
"261",109.470001,109.989998,109.379997,109.739998,486900,106.702227
"262",109.809998,110.129997,109.099998,109.160004,515500,106.138288
"263",108.300003,108.879997,106.339996,108.800003,670100,105.788253
"264",108.900002,108.980003,107.239998,107.519997,784700,104.543679
"265",107.300003,108.550003,107.18,108.260002,371400,105.2632
"266",108.68,110.370003,108.440002,110.18,424600,107.130049
"267",110.400002,110.93,109.07,109.160004,714200,106.138288
"268",109.25,110.120003,109.25,109.860001,1207900,106.818908
"269",109.669998,111.82,109.580002,111.690002,632900,108.598252
"270",111.400002,112,111.400002,111.82,685400,108.724651
"271",111.830002,113.269997,111.699997,113.239998,610800,110.105342
"272",113.75,113.839996,113.029999,113.32,425400,110.183129
"273",112.260002,112.900002,111.959999,112.82,528300,109.69697
"274",112.110001,112.18,111.07,111.290001,474900,108.209323
"275",111.220001,113.059998,111.190002,112.269997,447500,109.162191
"276",112.660004,113.589996,112.18,112.379997,350300,109.269147
"277",112.720001,113.349998,112.300003,112.5,510100,109.385828
"278",112.82,112.82,111.339996,111.800003,752200,108.705208
"279",111.860001,111.989998,110.720001,111.440002,486000,108.355173
"280",111.669998,113.209999,111.669998,112.980003,535900,109.852544
"281",113.209999,113.209999,111.669998,112.230003,431600,109.123305
"282",111.760002,113.769997,111.300003,112.709999,715000,109.775862
"283",103.919998,105.089996,99.199997,99.580002,3906000,96.987673
"284",100.309998,101.07,99.300003,100.440002,1449800,97.825285
"285",100.349998,101.370003,100.279999,100.379997,1181500,97.766842
"286",100.080002,100.599998,98.989998,99.059998,965300,96.481206
"287",99.43,100.290001,97.709999,97.860001,1101900,95.312448
"288",97.150002,99.190002,96.809998,98.68,979800,96.111101
"289",99.800003,100.730003,95.330002,96.449997,1627900,93.93915
"290",96.449997,98.18,93.93,93.980003,1797900,91.533457
"291",94.160004,94.839996,92.540001,94.370003,1600900,91.913304
"292",93.32,94.110001,91.220001,91.25,1474100,88.874523
"293",91.629997,92,89.120003,90.419998,1866900,88.066128
"294",88.639999,89.389999,85.93,86.010002,1677800,83.770936
"295",86.139999,90.559998,85.050003,90.480003,2133200,88.124571
"296",88.970001,89.360001,86.760002,87.110001,1471900,84.842298
"297",87.699997,91.739998,87.139999,90.940002,1127000,88.572595
"298",91.529999,92.089996,90.559998,91.720001,669300,89.332289
"299",92.339996,92.809998,91.300003,92.370003,598100,89.965369
"300",91.629997,91.809998,90.160004,90.800003,935400,88.43624
"301",91.330002,92.120003,89.559998,90.629997,878400,88.27066
"302",88.949997,89.389999,86.870003,87.629997,1079700,85.348758
"303",87.050003,89.260002,86.68,87.470001,1037500,85.192927
"304",88.900002,89.129997,86.650002,86.989998,774100,84.72542
"305",87.010002,89.889999,86.389999,89.839996,781000,87.501225
"306",89.470001,90.389999,88.199997,90.230003,1565600,87.881079
"307",90.489998,90.93,88.879997,89.459999,746600,87.13112
"308",89.330002,91.519997,87.699997,91.459999,475200,89.079055
"309",92.110001,93.589996,92.059998,93.389999,510000,90.958812
"310",92.769997,94.760002,92.059998,94.160004,681900,91.708771
"311",94.769997,95.790001,94.349998,95.260002,616000,92.780134
"312",95.279999,96.709999,94.5,94.790001,711500,92.322368
"313",93.540001,93.589996,91.540001,91.849998,803600,89.458902
"314",91.019997,92.139999,89.290001,91.760002,785400,89.371248
"315",93.150002,94.360001,92.68,94.209999,630500,91.757465
"316",93.730003,95.279999,93.07,93.57,870800,91.134127
"317",92.32,92.43,89.5,89.620003,1189400,87.286959
"318",89.129997,89.480003,87.529999,89.389999,954800,87.062943
"319",89.480003,90.559998,88.839996,89.889999,745900,87.549927
"320",89.989998,91.349998,88.620003,90.279999,1101800,87.929773
"321",91.150002,91.660004,89.580002,91.269997,829600,88.893999
"322",91.220001,92.32,91.07,91.639999,1196900,89.25437
"323",90.110001,90.82,88.980003,90.279999,668700,87.929773
"324",90.910004,93.260002,90.629997,91.669998,883400,89.283587
"325",91.610001,91.75,88.599998,88.599998,950000,86.293508
"326",86.419998,87.139999,85.550003,86.610001,1205100,84.355315
"327",85.959999,86.970001,84.800003,85.809998,1174300,83.576138
"328",86.459999,87.550003,85.919998,87.489998,1146600,85.212403
"329",88.540001,90.860001,87.879997,89.300003,772000,86.975289
"330",89.330002,89.82,87.760002,88.32,965000,86.020798
"331",89.510002,90.150002,87.57,88.889999,561100,86.575959
"332",88.080002,89.660004,87.449997,87.540001,609700,85.261105
"333",87.059998,87.730003,84.440002,84.660004,916400,82.456081
"334",83.790001,85.959999,83.169998,85.690002,1300000,83.459267
"335",85.529999,85.959999,84.540001,85.610001,1196300,83.381347
"336",85.809998,85.809998,84.150002,85.080002,1293400,82.865146
"337",85.410004,85.410004,83.790001,83.93,998800,81.745082
"338",85.129997,86.629997,85.129997,86.43,993700,84.18
"339",86.160004,86.32,85.099998,85.730003,870300,83.498226
"340",86.040001,87.830002,85.709999,86.709999,1077500,84.45271
"341",86.190002,87.589996,85.489998,86.970001,727800,84.705944
"342",87.830002,87.870003,86.260002,86.57,669300,84.316355
"343",86.160004,86.25,84.080002,84.290001,1090500,82.095711
"344",84.370003,86.419998,83.449997,85.720001,987700,83.488484
"345",85.910004,87.57,85.760002,86.779999,846500,84.520887
"346",86.239998,86.610001,84.57,85.489998,858800,83.447171
"347",86.330002,87.68,86.220001,87.269997,569200,85.184636
"348",86.879997,89.32,86.68,88.699997,705000,86.580466
"349",89.029999,89.610001,87.470001,87.699997,676600,85.604361
"350",81.040001,85.459999,80.800003,83.400002,2556600,81.407117
"351",86.480003,87.190002,84.339996,86.419998,1580400,84.354949
"352",86.260002,88.059998,86.010002,87.809998,1097400,85.711734
"353",86.480003,86.919998,85.790001,85.949997,1164400,83.896179
"354",83.809998,85.419998,83.529999,83.940002,1278200,81.934214
"355",84.449997,85.639999,84.370003,85.57,915900,83.525262
"356",86.699997,87.559998,85.779999,87.440002,689100,85.35058
"357",87.120003,88.080002,86.279999,87.300003,768600,85.213926
"358",87.309998,88.160004,86.43,88.110001,592800,86.004568
"359",88.230003,89.389999,87.360001,89.330002,633300,87.195417
"360",87.809998,88.220001,86.709999,87.019997,870600,84.94061
"361",87.949997,88.220001,87.160004,87.5,712800,85.409144
"362",88.400002,89.290001,88.400002,88.889999,436800,86.765928
"363",88.669998,88.720001,87.540001,87.940002,498700,85.838632
"364",87.949997,88.519997,87.629997,87.949997,686800,85.848388
"365",87.089996,87.959999,86.550003,86.900002,753500,84.823482
"366",86.449997,86.709999,85.57,86.07,645100,84.013314
"367",86.660004,86.699997,85.139999,85.25,641100,83.212908
"368",84.529999,84.769997,83.580002,84.230003,603800,82.217285
"369",83.900002,84.379997,83.029999,83.900002,499200,81.895169
"370",83.440002,83.610001,82.389999,82.389999,668100,80.421249
"371",81.910004,83.370003,81.860001,83.370003,480500,81.377835
"372",85.07,85.449997,84.129997,84.690002,561500,82.666292
"373",84.989998,85.260002,83.470001,83.769997,655000,81.768271
"374",85.959999,87.199997,85.860001,87.190002,779300,85.106554
"375",87.209999,88.309998,86.879997,87.25,500100,85.165117
"376",87.75,88.120003,85.440002,85.709999,600900,83.661916
"377",86.68,87.5,86,86.510002,493600,84.442802
"378",86.769997,86.93,85.610001,85.889999,483500,83.837615
"379",85.620003,86.589996,84.910004,86.120003,357900,84.062122
"380",85.699997,85.860001,84.019997,84.120003,539500,82.109913
"381",84.120003,85.959999,84.120003,85.699997,267600,83.652152
"382",85.239998,85.370003,84.129997,84.580002,482100,82.55892
"383",85.040001,85.260002,83.980003,84.440002,684100,82.422266
"384",84.089996,85.099998,84.050003,84.610001,998700,82.588202
"385",85.669998,87.150002,85.18,86.709999,846800,84.63802
"386",87.010002,87.349998,85.82,86.160004,947200,84.101167
"387",86.25,87.089996,85.260002,85.279999,585500,83.24219
"388",86.459999,87.879997,86.449997,87.779999,759600,85.682452
"389",82.449997,84.040001,82.220001,84.040001,1943200,82.031823
"390",84.300003,84.900002,83.650002,84.230003,945000,82.217285
"391",84.43,85.129997,83.989998,85.120003,686200,83.086018
"392",85.150002,85.849998,84.809998,85.599998,580000,83.554544
"393",85.739998,85.739998,84.43,84.489998,402800,82.471067
"394",84.599998,85.959999,84.599998,85.779999,337300,83.730243
"395",85.739998,86.32,85.410004,85.5,280000,83.456935
"396",86.82,87.800003,86.269997,86.370003,763500,84.306148
"397",86.389999,86.629997,84.419998,86.080002,1311800,84.023077
"398",86.019997,86.269997,85.669998,85.940002,626100,83.886423
"399",85.940002,86.190002,84.970001,85.68,663400,83.632634
"400",85.800003,86.129997,84.620003,85.449997,390100,83.408126
"401",85.849998,86.379997,85.639999,85.75,529400,83.700961
"402",85.650002,86.010002,85.32,85.830002,481100,83.779051
"403",85.910004,86.260002,84.559998,86.050003,437900,83.993795
"404",85.599998,86.019997,85.269997,85.449997,523300,83.408126
"405",86.139999,86.919998,85.489998,85.870003,608200,83.818096
"406",85.940002,86.519997,85.459999,86.279999,565400,84.218295
"407",86.43,89.989998,86.160004,89.360001,1085800,87.417201
"408",89.360001,90.169998,89.050003,90.010002,774600,88.05307
"409",89.900002,90.300003,89.459999,90.029999,409500,88.072632
"410",89.949997,92.650002,89.75,91.849998,695000,89.853063
"411",91.870003,93.830002,91.739998,93.510002,742300,91.476976
"412",93.760002,94.120003,92.580002,93.239998,687600,91.212842
"413",93.120003,93.839996,92.949997,93.32,385600,91.291104
"414",92.669998,92.690002,91.690002,92.129997,550800,90.126974
"415",93.459999,93.580002,92.5,92.519997,685600,90.508494
"416",93.510002,95.389999,93.510002,93.790001,946000,91.750887
"417",93.779999,94.099998,92.690002,92.699997,711400,90.684581
"418",93.580002,93.82,93,93.480003,845700,91.447629
"419",93.160004,93.75,93.029999,93.230003,490300,91.203065
"420",92.779999,93.309998,92.620003,93.040001,604700,91.017193
"421",93.050003,93.690002,92.529999,92.75,649300,90.733497
"422",92.739998,92.769997,92,92.309998,651700,90.303061
"423",91.720001,95.699997,91.410004,95.669998,3082000,93.590011
"424",95.959999,97.209999,94.699997,95.370003,1148600,93.296538
"425",95.43,95.790001,95.040001,95.620003,1055600,93.541102
"426",95.620003,95.720001,94.800003,95.260002,552700,93.188929
"427",95.110001,95.480003,94.709999,95.440002,447800,93.365015
"428",95.849998,97.269997,95.260002,95.529999,557400,93.453055
"429",95.440002,95.779999,93.349998,94.050003,676400,92.005236
"430",93.980003,94.599998,93.559998,94.050003,476200,92.005236
"431",93.849998,94.360001,93.559998,93.75,604100,91.711756
"432",93.769997,94.419998,93.760002,94.07,550100,92.024798
"433",93.57,94.32,93.160004,94.040001,403600,91.995452
"434",93.989998,94.870003,93.57,94.150002,425300,92.103061
"435",94.370003,94.370003,93.589996,93.620003,534600,91.584585
"436",93.370003,94.18,92.620003,93.470001,924400,91.437845
"437",93.400002,93.910004,93.129997,93.300003,481100,91.271542
"438",93.169998,93.300003,92.519997,93.110001,471200,91.085671
"439",92.269997,92.870003,91.910004,92,810800,89.999803
"440",92.050003,92.519997,91.919998,92.300003,511700,90.293284
"441",92.730003,94.209999,92.610001,94,405200,91.956321
"442",94.050003,94.739998,93.860001,94.07,257700,92.024798
"443",94.150002,94.599998,94.080002,94.300003,291800,92.249801
"444",94.959999,95.839996,94.5,95.720001,477600,93.638927
"445",95.389999,95.699997,94.730003,95.07,543400,93.003057
"446",95.019997,96.220001,94.580002,96.209999,361200,94.118271
"447",96.480003,97.300003,95.980003,97.279999,947200,95.165008
"448",96.790001,96.970001,96.110001,96.440002,584400,94.343274
"449",95.900002,96.150002,95.419998,95.68,555200,93.599795
"450",95.889999,96.129997,95.290001,95.919998,564500,93.834575
"451",95.970001,96.919998,95.889999,96.279999,650800,94.186749
"452",96.610001,96.959999,96.389999,96.559998,461800,94.46066
"453",97,99.059998,96.989998,99.050003,457300,96.89653
"454",98.959999,99.379997,98.349998,98.790001,493300,96.642181
"455",98.839996,99.050003,98.400002,99,435200,96.847614
"456",98.510002,99.160004,98.07,98.940002,420600,96.788921
"457",99.199997,99.639999,98.699997,98.720001,509300,96.573703
