"","CL.Open","CL.High","CL.Low","CL.Close","CL.Volume","CL.Adjusted"
"100",75.360001,77.440002,74.900002,77.120003,8847000,34.683559
"101",76.93,77.269997,76.830002,77.260002,5421400,34.746521
"102",77.370003,78.25,77.370003,78.050003,6532200,35.101812
"103",78.260002,78.459999,77.43,78.459999,6120800,35.286202
"104",79,79.110001,78.190002,78.440002,6851000,35.277209
"105",78.300003,78.300003,77.129997,77.57,5781000,34.885938
"106",77.160004,77.669998,76.870003,77.519997,4638200,34.86345
"107",77.279999,77.650002,76.790001,76.989998,5745000,34.625091
"108",77.18,77.18,76.43,76.940002,3476800,34.602606
"109",76.730003,77.019997,76.389999,76.75,4405600,34.517156
"110",76.300003,76.82,76.260002,76.580002,4214200,34.440701
"111",78.110001,79.010002,77.610001,78.370003,9339800,35.245727
"112",78.400002,78.400002,76.410004,76.809998,8066600,34.544139
"113",76.599998,77.68,76.419998,77.370003,6586800,34.795992
"114",77.919998,78.489998,77.82,78.209999,4312600,35.173768
"115",78.330002,78.589996,77.970001,78.529999,4925600,35.317683
"116",78.440002,78.510002,77.559998,78.389999,2817400,35.254721
"117",77.809998,77.849998,77.400002,77.760002,3700800,34.971389
"118",78.010002,78.239998,77.32,77.970001,5101600,35.065833
"119",77.559998,77.879997,77.129997,77.389999,1707000,34.804986
"120",77.220001,77.389999,76.360001,77.190002,3018400,34.71504
"121",76.709999,77.230003,76.5,76.550003,5459400,34.42721
"122",77.080002,77.449997,76.919998,77.230003,4992800,34.73303
"123",77.309998,78,77.290001,77.760002,5585600,34.971389
"124",77.629997,78,77.480003,77.949997,3047800,35.056836
"125",78.07,78.169998,77.650002,77.739998,3966000,34.962392
"126",78.139999,78.400002,77.870003,78.169998,6150600,35.155778
"127",78.029999,78.779999,78,78.650002,4426000,35.371653
"128",78.879997,79.099998,78.07,78.190002,4348400,35.164775
"129",78.190002,78.760002,77.989998,78.209999,3927800,35.173768
"130",78.25,79.709999,78.209999,79.349998,5752600,35.686466
"131",79.68,80.980003,79.620003,80.779999,6626000,36.329587
"132",80.790001,81.309998,80.540001,80.989998,5406600,36.424031
"133",80.75,81.18,80.330002,81.18,6601800,36.509481
"134",81.029999,81.25,80.639999,81,7349000,36.428529
"135",81.290001,81.32,80.440002,80.440002,3850600,36.176679
"136",80.57,80.860001,79.370003,79.900002,5964200,35.933821
"137",80.040001,81.040001,79.540001,80.919998,3753200,36.392549
"138",80.690002,81.279999,80.379997,80.529999,2650200,36.217153
"139",80.449997,80.660004,80.150002,80.410004,1822000,36.163187
"140",80.769997,80.910004,80,80.779999,4481200,36.329587
"141",80.699997,80.910004,80.459999,80.459999,2249800,36.185672
"142",80.419998,80.459999,80.150002,80.300003,1972000,36.113716
"143",80.160004,80.650002,80.129997,80.370003,2218400,36.145197
"144",80.339996,80.620003,79.150002,79.790001,6693400,35.88435
"145",79.529999,80.260002,79.330002,79.68,5136000,35.834879
"146",78.470001,79.389999,78.400002,79.18,7206600,35.610012
"147",78.910004,79.300003,78.339996,78.709999,8646800,35.398636
"148",78.690002,78.779999,78,78.330002,6400600,35.227738
"149",77.959999,78.470001,77.639999,77.889999,6887600,35.029853
"150",78.059998,78.309998,77.830002,78.209999,3457600,35.173768
"151",78.57,78.879997,77.769997,78.410004,5763200,35.263717
"152",78.800003,78.800003,77.830002,78.309998,4260200,35.218741
"153",78.150002,78.309998,77.82,78.309998,4035800,35.218741
"154",78.349998,78.970001,78.160004,78.400002,5760800,35.259219
"155",78.589996,79.139999,78.25,79,5880400,35.529059
"156",78.970001,79.419998,78.5,78.989998,5106400,35.524561
"157",78.599998,79.150002,78.010002,79,6760800,35.769058
"158",78.860001,79.900002,78.860001,79.839996,5271200,36.149386
"159",79.879997,80.360001,79.449997,80.120003,5345200,36.276165
"160",79.989998,80.449997,79.870003,80,4402600,36.221831
"161",77.480003,78.519997,77.32,77.389999,15442400,35.040093
"162",77.269997,77.690002,76.830002,76.989998,6718800,34.858983
"163",76.760002,76.93,76.400002,76.769997,6763600,34.759373
"164",77.010002,77.190002,76.610001,76.709999,12784400,34.732208
"165",76.230003,76.230003,74.860001,76.050003,15127600,34.433379
"166",76.050003,76.389999,75.779999,75.93,7590800,34.379045
"167",75.93,76.309998,75.75,76.239998,6769800,34.519404
"168",76.43,76.449997,75.800003,76.279999,9052800,34.537515
"169",77.260002,79.059998,77.199997,78.559998,11213600,35.569837
"170",78.339996,78.709999,77.800003,78.32,5434200,35.461172
"171",78.260002,78.5,77.330002,77.730003,9367200,35.194038
"172",77.559998,79.07,77.220001,78.919998,7893000,35.732835
"173",78.839996,79.68,78.410004,79.010002,9117400,35.773587
"174",78.970001,79,78.07,78.239998,5812800,35.42495
"175",78.150002,78.620003,77.959999,78.540001,4828400,35.560783
"176",78.239998,78.400002,77.980003,78.400002,4111000,35.497395
"177",78.589996,78.800003,78.290001,78.419998,5642400,35.506449
"178",78.110001,78.910004,77.82,78.599998,5638000,35.587948
"179",78.650002,79.110001,78.139999,78.370003,4921400,35.483812
"180",78.269997,78.519997,77.25,77.660004,5621800,35.162344
"181",77.980003,78.379997,77.529999,78.120003,2969000,35.370619
"182",78.25,78.620003,78,78.519997,3830600,35.551725
"183",78.300003,78.919998,77.629997,77.639999,5588600,35.153287
"184",77.830002,77.839996,77.150002,77.300003,5767000,34.999345
"185",77.790001,78.360001,77.5,78.07,5616600,35.347979
"186",78.050003,78.190002,77.25,77.5,6091800,35.089899
"187",77.510002,77.720001,77.099998,77.540001,5569400,35.10801
"188",77.879997,78.360001,77.550003,78.190002,5980200,35.402313
"189",77.910004,79.010002,77.910004,79,3783600,35.769058
"190",78.690002,79.300003,78.419998,78.980003,5688800,35.760004
"191",78.589996,79.410004,78.400002,79.18,3771200,35.850557
"192",78.709999,78.879997,77.93,78.269997,5188400,35.438532
"193",77.290001,77.720001,76.940002,77.269997,6373600,34.985759
"194",77.07,77.089996,76.599998,76.660004,7681000,34.709571
"195",77.349998,77.559998,76.529999,76.699997,6285000,34.727679
"196",77.25,77.349998,76.389999,76.949997,8786400,34.840872
"197",77.330002,78.510002,77.279999,78.410004,6728800,35.501924
"198",78.389999,79.150002,78.169998,78.43,4960600,35.510978
"199",78.419998,78.790001,77.879997,78.290001,5456200,35.44759
"200",78.690002,80.339996,78.389999,80.300003,7165400,36.357664
"201",79.449997,80.5,79.349998,80.150002,4327000,36.289747
"202",80.139999,80.949997,80.139999,80.489998,6445600,36.443689
"203",80.269997,80.75,80.25,80.419998,4509800,36.411995
"204",80.459999,81.239998,80.209999,81.209999,4420000,36.769686
"205",81.059998,81.360001,80.620003,80.760002,4148600,36.565939
"206",81,81.339996,80.32,80.519997,4520800,36.457271
"207",80.610001,81.129997,80.540001,81.019997,2608800,36.683658
"208",80.830002,81.110001,80.260002,80.839996,3474000,36.602158
"209",81,81.660004,80.839996,81.529999,5786800,36.914573
"210",81.639999,81.690002,81,81.559998,4862400,36.928155
"211",81.589996,81.839996,80.959999,81.279999,3974000,36.80138
"212",81.099998,81.720001,81.099998,81.610001,4217200,36.950795
"213",81.620003,83.720001,81.419998,82.540001,9322800,37.371874
"214",82.580002,82.669998,81.589996,81.610001,5330800,36.950795
"215",81.440002,82.150002,81.260002,81.839996,6710000,37.054931
"216",81.800003,81.970001,81.550003,81.809998,6609200,37.041349
"217",81.400002,81.690002,81.089996,81.349998,4185000,36.833074
"218",81.309998,81.57,80.949997,81.419998,5560200,36.864768
"219",82.129997,82.129997,81.099998,81.269997,5601800,36.796851
"220",80.830002,81.190002,80.410004,80.650002,4190200,36.778612
"221",80.309998,80.489998,79.800003,79.900002,4346800,36.436591
"222",80.059998,80.830002,80,80.550003,6781600,36.73301
"223",80.959999,81.330002,80.589996,81.059998,4868400,36.965581
"224",80.769997,83.25,80,82.970001,9176000,37.836595
"225",83.669998,85,83.669998,84.349998,9857400,38.465912
"226",84.410004,84.739998,84,84.550003,5176200,38.55712
"227",84.199997,84.809998,84.110001,84.699997,5027600,38.625521
"228",84.559998,85.860001,84.379997,85.650002,9848200,39.058749
"229",85.419998,85.610001,84.760002,84.900002,5351800,38.716729
"230",85.330002,85.449997,84.599998,84.879997,4097200,38.707606
"231",84.910004,85.169998,84.489998,84.980003,3274600,38.753212
"232",85.029999,85.629997,85.029999,85.459999,3917200,38.972103
"233",85.089996,85.589996,84.830002,85.07,4254400,38.794252
"234",85.019997,87.459999,84.809998,87.209999,7400000,39.770151
"235",86.879997,87.139999,86.300003,86.550003,5354600,39.469174
"236",86.580002,86.82,85.910004,85.949997,4838400,39.195555
"237",85.699997,86.519997,85.699997,86.269997,4063400,39.341484
"238",86.300003,86.43,85.540001,86.209999,4759000,39.314123
"239",86.349998,86.949997,86.150002,86.900002,3589800,39.628783
"240",86.779999,86.989998,86.449997,86.550003,3543400,39.469174
"241",86.190002,86.57,85.669998,86.07,4220800,39.25028
"242",86,86.059998,85.349998,85.599998,3033200,39.035946
"243",85.050003,85.230003,84.459999,85.080002,4389200,38.798814
"244",84.860001,85.580002,84.580002,85.32,3827600,38.908259
"245",85.57,85.879997,85.300003,85.720001,2344600,39.090671
"246",86.18,87.580002,86,87.529999,6172200,39.916079
"247",87.050003,87.309998,86.769997,86.910004,5999800,39.633345
"248",86.849998,86.849998,85.18,85.480003,5045600,38.981225
"249",84.639999,85,83.919998,84.110001,5099200,38.356466
"250",84.110001,84.790001,83.849998,84.43,4025800,38.502395
"251",84.370003,84.660004,83.889999,83.889999,4422600,38.25614
"252",83.959999,84.419998,83.610001,84.209999,4298400,38.402068
"253",84.440002,85.379997,84.349998,85.099998,4473600,38.807933
"254",84.099998,85.029999,83.910004,84.699997,6594200,38.625521
"255",84.760002,85.550003,84.300003,85.339996,6105200,38.917378
"256",85.529999,86.860001,85.349998,86.599998,6611400,39.491974
"257",86.169998,86.739998,85.449997,85.760002,5845800,39.108912
"258",86.059998,86.730003,85.790001,86.57,5717000,39.478293
"259",86.900002,88.019997,86.650002,87.879997,8481600,40.075688
"260",87.93,89.279999,87.800003,89.110001,7005000,40.636604
"261",89.360001,89.360001,88.269997,88.919998,6509800,40.549957
"262",88.739998,89.129997,87.489998,87.529999,5510600,39.916079
"263",86.959999,86.959999,85.379997,86.209999,8119000,39.314123
"264",86.089996,86.519997,85.230003,85.459999,6827800,38.972103
"265",85.629997,85.830002,85.410004,85.410004,4582600,38.949303
"266",85.790001,85.959999,85.540001,85.82,3188600,39.136273
"267",86.059998,86.910004,85.989998,86.739998,4652800,39.555817
"268",86.690002,87.529999,86.400002,87.410004,3861600,39.861358
"269",87.32,88.610001,87.150002,88.470001,4042400,40.344746
"270",88.580002,88.68,87.639999,87.980003,4290600,40.121294
"271",87.690002,88.419998,87.660004,88.419998,4055400,40.321943
"272",88.860001,89.029999,88.550003,88.779999,3319000,40.486114
"273",88.339996,88.75,87.830002,88.419998,3548800,40.321943
"274",87.870003,88.669998,87.739998,88.300003,4276000,40.267222
"275",88.489998,88.879997,87.849998,87.949997,4624800,40.10761
"276",88.349998,88.75,87.739998,87.900002,2664200,40.084811
"277",87.879997,88.029999,86.900002,87.080002,5098200,39.710868
"278",87.010002,89.099998,86.669998,89.010002,8058600,40.591001
"279",88.449997,88.889999,87.620003,87.989998,4148000,40.125852
"280",88.230003,88.800003,87.879997,88.519997,3779800,40.367546
"281",88.470001,88.910004,88.260002,88.559998,2769600,40.385787
"282",89.010002,89.43,88.57,89,3847000,40.58644
"283",88.279999,88.419998,87.449997,87.620003,3446000,40.219228
"284",86.949997,87.32,86.709999,86.779999,3677600,39.833651
"285",86.779999,87.5,86.690002,86.889999,2804200,39.884143
"286",86.389999,86.82,85.419998,85.489998,5197000,39.241516
"287",85.080002,86.330002,84.639999,84.879997,5712800,38.961514
"288",84.68,85.300003,84.339996,84.379997,4304800,38.732005
"289",84.970001,85.050003,82.970001,84.019997,4906200,38.566758
"290",83.830002,85.300003,83.769997,84.779999,7853600,38.915613
"291",84.459999,84.580002,83.639999,84.32,6139000,38.704465
"292",83.5,84.879997,82.43,82.580002,9213200,37.905773
"293",83.309998,84.830002,81.870003,84.150002,9120800,38.626432
"294",82.779999,84.82,82.510002,82.800003,12356800,38.006758
"295",83.43,83.480003,78.620003,83.300003,14092800,38.236267
"296",82.190002,82.989998,79.980003,80.18,10443600,36.804127
"297",80.949997,85.139999,80.559998,84.169998,11204600,38.635611
"298",84.540001,85.860001,84.32,85.339996,5925000,39.172662
"299",85.889999,86.260002,85.089996,86.260002,5299200,39.594962
"300",85.650002,86.860001,85.440002,86.220001,4065200,39.576601
"301",86.5,87.080002,85.489998,86.309998,3630000,39.617911
"302",84.980003,85.879997,83.529999,85.040001,7562200,39.034959
"303",84.300003,85.860001,84.059998,84.989998,8272200,39.012007
"304",86.059998,86.190002,84.809998,85.199997,4744600,39.1084
"305",85.220001,87.010002,85.150002,87.010002,4991400,39.939226
"306",86.910004,87.480003,86.339996,87.300003,6631600,40.072342
"307",87.709999,88.099998,86.559998,86.849998,5548800,39.865782
"308",86.620003,88.019997,85.040001,87.839996,4417400,40.320209
"309",88.419998,89.800003,88.279999,89.769997,4597800,41.206116
"310",89.779999,90.900002,89,90.639999,4772000,41.605463
"311",90.650002,90.989998,89.639999,89.970001,6008400,41.297922
"312",90,90.809998,89.610001,89.900002,4504600,41.265791
"313",89.349998,89.650002,88.489998,88.519997,4411400,40.632342
"314",86.919998,89.150002,86.919998,88.989998,6368800,40.848082
"315",89.830002,91.82,89.709999,91.809998,6716600,42.142515
"316",91.209999,92,90.400002,90.459999,7282000,41.52284
"317",89.980003,90.139999,88.629997,88.959999,5230600,40.834312
"318",88.510002,88.699997,86.25,87.720001,7486400,40.265129
"319",87.949997,89.779999,87.099998,89.459999,5570200,41.063821
"320",89.510002,92.220001,89.459999,91.389999,8185000,41.949728
"321",91.989998,92.32,90.93,92.290001,5005400,42.362845
"322",91.769997,93.730003,91.769997,93.639999,8423800,42.98252
"323",92.529999,93.550003,92.290001,93.32,5026000,42.835634
"324",93.43,94.889999,93.349998,93.959999,4885400,43.129406
"325",93.889999,93.940002,89.980003,89.989998,8199000,41.307101
"326",88.830002,89.239998,85.730003,87.410004,12041200,40.122835
"327",87.370003,89.25,87,88.919998,6220600,40.815951
"328",89.589996,91.32,89.550003,90.889999,6402400,41.720218
"329",92.059998,92.860001,90.760002,91.07,5937400,41.802842
"330",90.239998,91,88.629997,88.730003,7382200,40.728739
"331",89.599998,90.290001,88.199997,89.540001,5136800,41.100543
"332",89.029999,89.989998,88.629997,88.68,5520800,40.705787
"333",88.360001,89.839996,88.230003,88.300003,5884400,40.531361
"334",87.440002,88.57,86.389999,88.419998,6600000,40.586441
"335",88.389999,89.629997,87.57,89.5,6267800,41.082182
"336",89.690002,90.209999,89.040001,90.190002,5129000,41.398906
"337",90.639999,91.25,90.059998,90.410004,3892200,41.499891
"338",91.209999,91.910004,90.5,91.739998,3497000,42.110383
"339",91.589996,91.610001,90.150002,90.349998,4008000,41.472348
"340",90.489998,92.080002,90.489998,91.220001,3683000,41.871695
"341",91.199997,91.68,90.660004,91.110001,3413400,41.821203
"342",91.860001,92.459999,91.629997,92.339996,2951400,42.385794
"343",91.900002,92.580002,90.830002,90.940002,3115600,41.74317
"344",90.599998,92.82,90.370003,92.339996,4034200,42.385794
"345",92.059998,92.879997,91.949997,92.18,3479600,42.312353
"346",92.18,92.989998,91.419998,91.620003,3796400,42.055303
"347",91.849998,93.919998,91.709999,93.919998,6095600,43.385697
"348",93.629997,93.629997,90.919998,91.239998,7195200,42.147689
"349",91.25,91.300003,89.75,89.980003,6079600,41.565643
"350",90.800003,91.269997,88.739998,90.540001,7540800,41.82433
"351",91.540001,91.790001,86.419998,91.330002,10546400,42.189266
"352",90.410004,91.739998,89.860001,91.220001,4726800,42.138452
"353",90.779999,91.589996,90.349998,90.370003,5125200,41.745801
"354",88.93,89.870003,88,88.089996,7302600,40.692568
"355",89,89.099998,87.650002,87.940002,4431200,40.623279
"356",88.220001,88.779999,87.620003,88.519997,6782200,40.891203
"357",88.019997,88.220001,87.150002,88.059998,5767400,40.67871
"358",88.459999,89.220001,87.019997,88.449997,4856800,40.858868
"359",88.919998,89.599998,88.5,89.440002,5662200,41.316194
"360",88.099998,88.489998,87.150002,87.449997,5402800,40.396924
"361",88.019997,88.379997,87.190002,88.139999,3877600,40.715666
"362",88.529999,89.400002,88.529999,89.169998,2960800,41.191467
"363",88.669998,89.099998,88.129997,88.650002,2543800,40.951258
"364",88.760002,89.110001,88.370003,88.790001,4131400,41.01593
"365",88.330002,89.769997,88,88.639999,4620800,40.946638
"366",88.269997,88.720001,87.459999,88.040001,4001200,40.669473
"367",88.459999,89.099998,88.160004,88.610001,3874000,40.93278
"368",87.519997,88.230003,86.989998,87.440002,4075200,40.392308
"369",87.769997,89.089996,87.589996,88.199997,4613200,40.743382
"370",87.459999,87.860001,86.190002,86.480003,4408600,39.948843
"371",86.589996,87.410004,86.43,86.730003,1153200,40.064328
"372",88.099998,88.599998,87.800003,88.279999,3898600,40.780338
"373",88.669998,89.889999,88.470001,89.699997,4760600,41.436296
"374",90.629997,91.639999,90.519997,91.5,6007400,42.267795
"375",91.209999,91.980003,89.989998,90.110001,5925600,41.625695
"376",90.889999,91.25,90.089996,90.190002,3954600,41.662651
"377",90.849998,90.980003,90.099998,90.419998,3482600,41.768896
"378",90.669998,90.849998,90.059998,90.540001,3442200,41.82433
"379",90.580002,91.57,89.900002,91.199997,3932000,42.129211
"380",90.860001,91.260002,90.279999,90.550003,3609000,41.828951
"381",90.480003,91.019997,90.269997,90.459999,2969400,41.787374
"382",90.440002,90.839996,89.389999,90.209999,3299600,41.671888
"383",90.190002,90.589996,89.510002,89.690002,4277800,41.43168
"384",89.809998,90.440002,89.129997,89.300003,3762200,41.251522
"385",89.779999,90.800003,89.589996,90.580002,3940800,41.842809
"386",91,91.040001,89.279999,89.889999,6571400,41.524067
"387",90.459999,91.239998,89.730003,89.910004,3302800,41.533308
"388",90.480003,91.599998,90.330002,91.550003,3367000,42.290894
"389",91.75,93,91.580002,92.970001,5460400,42.946852
"390",92.889999,92.889999,91.900002,92.410004,3233200,42.688165
"391",92.360001,93.150002,92.360001,93.089996,2386400,43.002283
"392",93.089996,93.849998,93.019997,93.339996,2254200,43.117769
"393",93.449997,93.620003,92.610001,92.730003,2821000,42.835987
"394",92.75,93.309998,92.419998,93.220001,3420400,43.062338
"395",92.800003,93.089996,92.099998,92.389999,2985400,42.678925
"396",91.389999,92.120003,90.599998,91.080002,6347600,42.07378
"397",91,91.080002,90.129997,90.599998,4350200,41.852046
"398",90.160004,90.449997,89.510002,90.139999,5232800,41.639553
"399",90.410004,90.449997,89.389999,89.800003,3881000,41.482494
"400",90.139999,90.25,89.480003,89.779999,4152400,41.473253
"401",90.010002,90.150002,89.25,89.449997,5679200,41.320811
"402",89.370003,89.389999,88.150002,88.510002,5438000,40.886587
"403",88.75,89.050003,88.230003,88.550003,15039200,40.905065
"404",88.269997,88.650002,87.849998,88.519997,14450200,40.891203
"405",89.029999,89.879997,89.029999,89.730003,14860200,41.450158
"406",89.75,90.5,89.540001,90.309998,3905400,41.718082
"407",89.980003,90.480003,89.589996,89.970001,5160600,41.561023
"408",89.610001,89.660004,88.309998,89,6467200,41.379696
"409",88.580002,88.949997,88.160004,88.370003,4333600,41.086784
"410",87.730003,88.400002,87.220001,88.25,5123200,41.03099
"411",87.919998,89.589996,87.919998,89.440002,4835000,41.58427
"412",89.860001,92.139999,89.739998,91.349998,9754800,42.472305
"413",90.779999,90.900002,90.040001,90.400002,5654600,42.030613
"414",90.580002,90.690002,89.220001,89.510002,5652400,41.616816
"415",89.779999,90.93,89.769997,90.720001,5923200,42.179394
"416",91.089996,91.75,90.769997,91.129997,4334400,42.370017
"417",91.68,91.870003,90.779999,90.889999,3845000,42.258433
"418",91.540001,92.099998,91.32,91.540001,4805000,42.560645
"419",91.269997,91.769997,90.949997,91.239998,3161200,42.421161
"420",91.029999,91.779999,91.010002,91.540001,2961200,42.560645
"421",91.839996,91.839996,90.910004,91.470001,3217400,42.528099
"422",91.440002,91.800003,91.059998,91.760002,3353800,42.662932
"423",91.309998,91.580002,90.910004,91.169998,3855200,42.388615
"424",91.5,91.989998,91.25,91.639999,2681600,42.607138
"425",91.489998,91.910004,91.25,91.900002,2877400,42.728023
"426",91.919998,92.589996,91.760002,92.160004,3347400,42.848909
"427",92.379997,93.419998,92.379997,93.32,3708600,43.388238
"428",93.599998,93.849998,92.879997,93.25,3483800,43.355692
"429",93.57,93.809998,92.940002,93.370003,3421600,43.411486
"430",93.080002,93.480003,92.410004,93.139999,2930400,43.304548
"431",92.849998,93.900002,92.650002,93.330002,4214200,43.392888
"432",93.730003,93.730003,92.669998,93.300003,3677400,43.378941
"433",92.989998,93.209999,92.209999,92.389999,4871200,42.955843
"434",92.669998,93.040001,92.279999,92.970001,3728200,43.225509
"435",92.980003,93.489998,92.620003,93.18,4390000,43.323147
"436",93,93.5,92.610001,92.849998,4123600,43.169715
"437",92.809998,93.279999,92.730003,93.199997,2521600,43.332444
"438",93,93.529999,92.949997,93.349998,2335000,43.402186
"439",93.43,93.809998,92.849998,93.339996,5260200,43.397535
"440",93.269997,93.550003,92.5,92.830002,4056000,43.160418
"441",93.400002,93.970001,93.279999,93.940002,2766400,43.676502
"442",93.779999,94.099998,93.290001,93.980003,3145400,43.6951
"443",94.330002,94.620003,93.989998,94.480003,2965800,43.92757
"444",94.800003,95.25,94.449997,95.230003,4342200,44.276276
"445",95.150002,95.739998,95.07,95.150002,3552000,44.23908
